Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukhary
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	"You should know that the joint of the hip is dislocated with difficulty and returns to its place with difficulty; and that one which has been dislocated in all directions is more difficultly reduced than one which has only been dislocated forwards or backwards, and the dislocation is not hidden from your view when it is either prominent or depressed according to whatever figure it may be dislocated in, but when you have replaced the dislocated hip joint into its place, this is clearly indicated to you, for the joint is concave and cannot bend the thigh nor touch with that muscle."
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	"And if you do not reduce it and the dislocation comes to be followed by suppuration, then reduction becomes difficult and cure is altogether uncertain; and especially when it has been displaced backwards, for this is the worst of all species of dislocation and causes the greatest pain, and many times death ensues from it."
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	"And the method of reducing it when possible is to extend the limb with two persons and expand the arm, place one's hands on the joint and push it back into its place with the palms of both hands together or with the edge of the palm turned inwards."
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	"But if it is dislocated forwards, then the limb should be brought back in this way: bending the arm at the elbow with the hand on the chest, strike the joint with the edge of the palm."
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	"And if reduction is not accomplished by gentle pressure, then apply violent traction and much force."
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	"And two persons should extend the arm, and hold it firmly in that position with both hands so that it is not removed during traction."
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	"And then rotate the arm outwards entirely, for a length of folded bandage or linen is wrapped about its hand."
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	"And when the physician touches the joint with his hand, anoint it with some oil that may facilitate its lubrication and aid in reduction; and then press the joint violently with both hands until it returns."
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	"And after the reduction has been made, it should be kept in place by strapping it up with adhesive plaster and bandages, with a suspension sling made of soft cloth attached to the neck, and it should be allowed to rest for several days."
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	"And then if the joint is formed in its proper place, untie the bandages from it and let it rest."
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	"But if the joint is not strong enough, renew the adhesive plaster and bandages, and let them remain for a few days until strength returns; then remove them."
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	"But if severe pain occurs during the reduction of the joint and the limb is in motion, then apply a warm bath and gentle friction and compression until relieved. Or place over the joint an alleviating poultice, especially one composed of linseed oil; and then bind it up gently and leave it on overnight and during the day."
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	"And then remove the poultice and put the limb in a bath; and when it is warm, gently rub the joint with friction and apply the alleviating poultice again, which is a linseed oil plaster, once on the first day, twice on the second day, and three times on the third day."
am intrament de banh, entro que sia linit.	"and repeat this process while bathing until it is healed."
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	"And if desired, apply to the joint a wet poultice made from crushed cabbage leaves bordered with soft cloth and compress it gently. Do this several times until the poultice is dry and the inflammation has subsided."
Capitol .xxviii.	"Chapter XXVIII."
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	"Of the treatment of dislocation of the malleolus, that is of the joint between the wrist and the hand."
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	"Dislocation of the malleolus occurs sometimes when the hand is injured; and its reduction is easy, unlike that of other joints. But care should be taken to reduce it promptly before inflammation develops or an abscess forms."
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	"And the reduction of this dislocation is accomplished by placing the patient's hand on a table with the palm facing down, and then the assistant extends the fingers while the physician places his hand or palm over the prominence of the joint and presses it until it returns to its proper position."
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	"But it is important to note that if the palm of the hand is already on the stomach side of the hand, then the patient should place the back of their hand on a table for extension and reduction; and if the dislocation is on the ulnar side, then the position of the hand should be with the palm facing downwards on the table, so that the physician's hand can cover the prominence of the joint."
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	"And then if it returns quickly, well and good. But if not, compress the joint with adhesive plaster to prevent inflammation and let it rest. And do not repeat this procedure more than necessary, because if it is not reduced promptly within several days, it will become difficult to treat."
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	"But the joint may remain stiff due to its tortuosity; and do not inform the patient of this, but tell him that his hand is paralyzed and he cannot move it for some reason. Then you should know that the nerves are compressed or cut, and then you should treat it by cauterizing around the opening of the joint and applying heat afterwards."
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	"So when dislocation has been reduced, then apply the plaster which we have recommended, and let it remain for five days. Then remove it and let the hand rest for several more days before beginning to exercise it."
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	"But if there is still some restriction of motion and pain occurs in the joint, then apply a cold compress and gentle friction several times until it is relieved."
Capitol .xxix.	"Chapter XXIX."
De la curacio de dislocacio dels ditz.	"Of the treatment of dislocation of the fingers."
Alcunas veguadas so dislocatz les ditz a tota partida.	"Sometimes the fingers are completely dislocated at their bases."
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	"And when one of the fingers is dislocated on its dorsal or palmar side, then extend the finger and press the dislocation back into place with your thumbs until it returns."
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	"And then support the head of the finger, suspend that finger downwards at the side where it is dislocated, and let it remain for two days."
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	"And then suspend it and extend it until the finger is straight on its own accord within that day."
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	"And when night comes, bind the finger according to this description and do not cease stretching it during the day and exercising with motion. And bind it at night for several days until it is straight."
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	"And do the same if a finger is dislocated on its palmar side. Bind it to that position and perform your first operation until it is healed."
E semblantment fay am aquo quan es dislocat a las autres partidas.	"And do likewise when it is dislocated at other joints."
Capitol .xxx.	"Chapter XXX."
De la curacio de dislocacio dels spondils del dos.	"Of the treatment of dislocation of the spinal vertebrae."
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	"When complete dislocation occurs at one of the vertebrae of the spine or neck, and several vertebrae are displaced from their proper places, then there is no treatment for it, because death usually ensues in such cases."
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	"And the sign of this is that the evacuation of the patient's bowels is involuntary and he cannot retain it. And many times some of his limbs or both sides of his body or both arms are paralyzed, or one of them; or one vertebra is displaced from its proper place, because many times displacement occurs in four directions."
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	"Therefore, this condition is already displaced towards the back and is called 'gelbozitat' [spasmodic torticollis]."
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	"But the treatment of it is that you should first consider whether the condition occurs in childhood. For if it does, there can be neither cure nor recovery from it."
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	"Yet in that which comes through sneezing or percussion or similar to those, the Ancients already spoke of various ways of cure with prolonged speech; yet this has been abbreviated from that which excuses little for its excess, due to my proximity to my intended exposition, with which I have explained and formed diverse instruments to show and explain this."
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	"I say that ingelbosis that occurs from the departure before in the chest is neither good nor cure of that one; and similarly to those that are done on both sides."
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	"And only that which happens properly on the back is cured by it, which I count."
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	"And that the illness be extended over its face, over the cheek near to the wall, and be extended far from the wet instrument so that the chest is not struck by it."
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	"And properly a straight staff should be placed, fixed in the earth at the end of the elbow around the head of him, and another staff should be placed in front of his feet at the other end of the elbow."
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	"And let the minister hold the staff, and not be fixed in a hole; and another minister hold the other according to that form."
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	"And properly wrap around the head of the sick person and remove from his temples the linen bandages and tie it; and extend the end of the bandage to the staff which is above the head of him, and tie that to it; and properly stretch the other bandage over his buttocks on both sides of him, and above his calves; and properly adjust all the bandages and tie them to the other staff which is above his feet."
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	"And properly each minister extend the bandage at the beginning of the staff, and let not the two staffs and the bandages be removed from their places where they are fixed, but nevertheless not tied as we have said."
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	"And the physician place his palms on the spine with strength between that it returns, or that he places upon that one table, and properly adjust his feet upon the table between that it returns."
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	"But if it does not return by this method, then take a table whose width or length is about three brassas, and dig in the wall which we have said is near to the sick person a place in which the end of the table can be inserted."
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	"And properly place the middle of the table on the spine, and the physician place his feet on the other end, and stretch well between that the spine is compressed and returns to its place."
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	"And if you wish, turn the twist which is revolved with the hand; and if you lie on the ground near the head of the sick person behind the elbow of two staffs, the length of which is one bras, and behind the head of him in the same way two staffs; and let the distance between each staff be a palm, and already it is made in each staff drawn in which turn turns, and each be well fixed on the ground so that it is not moved."
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	"And let there also be one round staff upon which the twist is made, and let it be revolved in the two holes of the two staffs."
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	"And at the end of it there is a hole in which the staff is formed, the length of which is a palm with that which is revolved; and in the two other staffs there is the same as that."
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	"And properly stretch the bandages which you have stretched on the feet of the sick person in the hole which is above his head, and the bandages which you have stretched on his sides in the turn which is above his feet."
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	"And properly over each turn let there be one minister who turns the turn with his hand, and the physician compresses the spine as we have said."
E aquesta es la forma del torn:	"And this is the form of the turn:"
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	"And after the spine has returned, and the place is covered, then it is necessary to apply an empyastic plaster with egg white, and then cotton; and then place a table over the plaster whose width is about three fingers or environ these, and its length is as much as the place of the swelling, and on the parting of the spine so."
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	"And then let it be bound with linen which we have spoken about, and use the subtle nourishing medicine within until it is healed."
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	"And if there is some prominence in the place at the end of the healing process, then it is necessary to administer medicines that soften and cleanse with administration of the table for a long time, which we have recommended; and already a lead plate has been administered in that place."
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	"And sometimes prominence occurs in the last of the spines of the back, and it is caused by that dislocation; and that bone which already protrudes does not need to be pushed with this medicine, for otherwise you will cause your own death."
Capitol .xxxi.	"Chapter XXXI."
De curacio de anca dislocada.	"Of the treatment of a dislocated hip."
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	"You should know that the junction of the hip and the junction of the muscle do not ordinarily endure except in dislocation, and it does not occur at those parts which occur at other joints with small movement and concavity."
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	"And the junction of the hip is dislocated in four ways, for it is dislocated either inwardly or outwardly, or anteriorly or posteriorly."
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	"More often it is dislocated inwardly, and less so anteriorly or posteriorly."
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	"And the sign of dislocation towards the inside is that when you press the healthy hip against the diseased one, it feels longer and its prominence increases more than on the healthy side, and the diseased leg cannot be bent at the knee, and this is the place where one usually expects an abscess to form after cautery, because the head of the matter has already come here."
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	"And the sign of that one who experiences dislocation outwardly is that his symptoms are opposite to those of this condition."
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	"And the sign of that one who experiences dislocation anteriorly is that he stretches his leg completely but cannot bend it without pain at the prominence, and if he tries to walk, he cannot move forward at all; and his urine is retained and his swelling is abscess-like, and he walks with a limp on his heel."
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	"And the sign of that one who experiences dislocation posteriorly is that he cannot extend his leg nor can he bend it anteriorly any more than he can bend his knee, and his leg feels shorter than the other one, and his swelling is softened, and the head of the matter is towards that place."
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	"However, the reduction of the types of this dislocation is that you should consider at first whether the dislocation is old and ancient, which has already happened long ago before your arrival. Then you should perform reduction according to his condition, but not in such a way as to be complete; for there is no need for great effort in this kind of treatment."
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	"However, in that one whose dislocation is recent and belongs to the four types of dislocation, then you should have recourse to this: return the junction and stretch it towards the inside and towards the outside, bringing the leg back to the right and left sides, for strong pressure will suffice and there is no need for further treatment."
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	"But if it does not return in this manner, then you must prepare strong leverage and stretch the leg as far outwards as possible, or use his hands to do so, or use a rope which is tied above the prominence of the thigh; and another assistant should extend one hand over the diseased side so that he places his fingers behind the buttocks. Then press strongly with a linen cloth on the head of the matter and have another assistant hold the end of the cloth."
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	"And let the extension be to the angle between the thigh and the shinbone, or from the inner side of the thigh to the angle of the shoulder-blade, or from behind to the hip."
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	"And let all these be done at once while the patient is elevated with his body lying on the ground and remains suspended."
E aquesta specia de extencio es specia cominal a totas quatre.	"This type of extension applies to all four types."
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	"And therefore, if the dislocation returns with what we have said, that is good. But if not, then it is necessary for each type to perform its own specific treatment."
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	"In the reduction of this proper dislocation, when it occurs on the inner side, let the patient be propped up on his left side. Then wrap cloths around the head of the matter at that place which lies between the head and the area behind the knee. Then extend the cloth upwards from the angle of the thigh to the highest point of the shoulder-blade."
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	"And then let another assistant strongly grasp the patient's arms and gently move the large part of the diseased matter towards the outside with violent extension, for it will return to its place."
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	"This type is easier to treat than the other types in reducing this member."
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	"But if it is excruciating for you and does not obey this type of treatment, then both feet of the patient should be tied together with a strong, light linen cloth around the ankles and knees."
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	"And let each foot be tied with a rope about four spans in length, and let the diseased leg be stretched out more than the other by two fingers' breadth."
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	"And then let the patient be suspended head-downwards from the top of a pillar so that he is in the middle; and let his length from the ground be about two cubits."
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	"And then command a strong youth to press the head of the matter and another youth to suspend himself along with the patient. Then let the other youth pull the matter forcefully with his hands, for the junction will return to its place quickly."
Mays en la reducio propria, quan es dislocacio a la partida defora, cove que·l malaute jaga sobre pug segon que havem recomtat en le havent gelbozitat; e sia strenhut le liament sobre la camba malauta propriament e sobre le pietz de lu.	"But in the proper reduction when it is a dislocation on the outside, let the patient lie on his back according to what we have recommended previously in cases of stiffness. Then press the cloth on the diseased leg properly and on its foot."
E aprop dos fustz sian pausatz, la un als pes de lu, e l’autre al cap; e aprop sian pausatz fustz ajustatz al mieg del pueg ficat sobre·l qual draps humitz sian envolopatz, per so que·l malaute no sia dampnajat per que·l fust sia entre las coyssas de lu, per que deves la extencio a las partidas dejos no sia atirat.	"And then two pillars should be placed, one at the foot of the leg and the other at its head. Then another pillar should be placed in the middle on which damp cloths are wrapped so that the patient is not harmed by the friction between his thighs."
E aprop quascun ministre extenda a la sua part, e·l metge am la sua ma enguala la reduccio segon l’art.	"And then each assistant should extend to their respective sides, and the physician with his hand shall guide the reduction according to the art."
Donc, si obezeys a revercio, sira bo grandament; e sino, pausa sobre aquela diligentment e ayssi quo havem dit en gelbozitat per aquela engualment.	"Therefore, if it obeys quickly, that is good. But if not, pause over that diligently and treat it in the same way as we have said for stiffness."
Mays cove que·l malaute jagua sobre les sieus latz sa quetament.	"But let the patient lie on his left side quietly."
E quan la dislocacio es a las partidas denant, lahoras cove que la camba sia extenduda leugierament, e es segon aquesta meteyssa narracio sobre pueg; e le metge pause la palma de la sua ma dreyta sobre·l langonar malaute, e aprop coarte aquel am l’autra ma, e am aquela coartacio pausa aquel extendut a las partidas dejos a la partida del denol.	"And when the dislocation is on the front side of the thigh, then let it be extended gently. And this method applies particularly to cases on the hip. Then the physician places his right palm over the diseased knee and holds it with his other hand and with that grip extends it from the inside towards the buttock."
E si la dislocacio es a las partidas detras, lahoras no cove que·l malaute sia extendut a las partidas dejos, e es elevat sobre la terra; habantz cove que sia pausat sobre causa dura, ayssi cum cove le eyssament si l’ancha de lu es dislocada a las partidas defora, segon aquo que havem dit del jasement de lu sobre dos anchas; e es sobre la sua cara e les liamentz sian extendutz, segon que havem dit, no ha guayre.	"And if the dislocation is on the back side of the thigh, then it should not be extended from the inside outwards. Rather, let it be elevated off the ground and placed on a hard surface, just as we have described for setting the ankle bone when the ankle joint is dislocated externally."
E cove que sia aministrada compressio am taula sobre le loc al qual yeys la junctura.	"There should be administered compression with a board over the location where the joint is."
Donc cum la reducio es complida segon que cove — e·l senhal de la reduccio de lu no es amaguat a tu, e es que tu extendas del malaute doas cambas, e quan tu vezes aquelas enguals e le malaute extrenh la sieua camba e expandeys aquela ses excusacio, lahoras sapias que·l membre segon que cove es retornat — e lahoras tu ajusta doas coyssas e pausa empastre e extrenh am benda ayssi que la ancha no sia mauguda en alcuna de las partidas; e adheresca le malaute a repaus per tres dias o per quatre.	"And once the reduction is completed as needed, you know that the sign of having successfully reduced it is when you extend the patient's legs and when they raise their leg, the limb should return to its place without any difficulty. Then you apply two compresses and bind them with a bandage so that the limb is not moved in any way; and keep the patient at rest for three or four days."
E aprop deslia le liament e l’empastre, e compara la una camba am l’autra.	"Remove the bandages and compresses, then compare one leg to the other."
Lahoras, si vezas aquelas enguals en vustament, lahoras sapias que la dislocacio ja es fermada, e adonc layssa le malaute anar.	"Now, if you see those symptoms in their entirety, you will know that the dislocation is fixed, and then let the patient go."
E si vezas alcuna causa de mollificacio, lahoras tu retorna e emplastra aquel, e extrenh aquel segon la tua primiera strectura, e layssa aquel en tres dias.	"If you see any signs of inflammation, then return and compress that again, extending it according to your first traction method, and leave it for three days."
E aprop deslia aquel, e fay aquel tardar en ambulacio sobre quascu per alcus dias, entro que sia confortat.	"And then remove the bandage, and have the patient walk around slowly for a few days until they are comfortable."
Capitol .xxxii.	"Chapter .xxxii."
De curacio de dislocacio del denolh.	"On the treatment of dislocation of the jaw."
Le denolh es dislocat segon tres manieyras, quar es dislocat a las partidas defora, e a las partidas dedintz, e a las partidas dejos mays a las partidas detras; e a las partidas denant no es dislocat.	The dislocation is of three kinds: for it is displaced at the outer parts, and at the inner parts, and at the parts above more than at the parts behind; but it is not displaced at the front parts.
E le senhal de dislocacio de lu es que comandes al malaute que aplique la sua camba am la coyssa; lahoras sapias que·l denol es dislocat.	The sign of dislocation is that when you tell the patient to press their leg against the couch, they know that their hip is dislocated.
E la restauracio de totas las manieyras de lu es que fassas cezer le malaute dreyt, enayssi que ja extenda la sieua camba, si pot sobre aquo; adherir le tieu dos a la cara de lu, e pausa le pe de lu entre les tieus pes; e aprop fay adherir le denol de lu am las tuas palmas, e rete aquelas entre les tieus ditz sobre le denolh de lu am fortaleza, e autre ministre extenda le sieu pe entro que·l denol retorne a son loc.	And the reduction of all kinds is done thus: Make the patient lie on their right side so that they can extend their leg if possible; bring your left foot forward and place it between theirs; press your left hand onto the front of their hip bone, grasping it firmly with both hands, then lift up sharply while another servant presses down on the patient's leg behind you to help return it to its proper position.
