Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukharī
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	"And if the blood is thickened then you should scarify twice. Because in the first time the way of subtilization of blood and its wateriness is opened."
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	"But in the second one, the extraction of thick blood is obtained through scrutinization."
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	"And if the blood is very fetid then there should be no scarification in the third time so that it can succeed [the ventosing]."
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	"Finally, when we want to extract blood little by little or a little, one scarification is enough for us."
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	"And if we want to extract a lot of blood, we should scarify with many scarifications. And if we know that the blood is thick then we should scarify by pressing scarification."
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	"And the term of scarification means only the depth of the skin."
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	If the chain is thick, hard, dark, and its pores are narrow, make sure the places for cups are anointed leniently, opened, loosened; if it is summer time, thus with oil of aloe or violet oil, or oil of crushed walnuts, or oil of chamomile flowers; but if it is winter time, then use narcissus oil, or lily oil, or camomile oil, or blood oil, and those like these.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	If the swelling is large and fiery, then use oil of amaranth, or balm oil, or aloe oil, or pennyroyal oil, and those like these.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	But if the cupping glass has wide pores of tender flesh, then it is necessary to prohibit oil, and for this one the places of cups near the cupping should be washed with warm or hot water of solatrum, or chamomile water, or borages water, and similar things.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And for him whose blood is of much humidity, wash his cups with sour wine or myrtle and sumac water, and similar things.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	And for him whose swellings are large, wash his cups with old wine or water of sanicle, which is marjoram, or decoction of fennel, or chamomile, and those like these.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	And it is necessary that cupping should be guarded beforehand from bathing. It is also necessary that it should be administered near immersion in the bath for one or two hours, and it is necessary that he should sleep near cupping.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	"What is this: That it is necessary to guard the person being cupped before cupping."
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	At the beginning you should consider: if the one doing the cupping or bleeding is choleric and vents upon hot blood and inflammation, then he should take cooling causes, such as sour cherries, endive with vinegar and lettuce, and secanolbin, and julep, and those like these.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	And pause their foods thus as polenta, and fowl meats roasted, and foods seasoned with sour things, and those like these.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	And for him whose complexion is cold, it is necessary that he should drink hippocrates syrup of almonds or hippocrates syrup of fennel seeds and sumac, and fragrant wine better between young and old; and that he be commanded to use scarcity of drinking and eating, and pause foods of polenta and canabis and fish and small birds and pigeons.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And it is necessary that on the day of cupping and bleeding he should drink more than eat food.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	And it is necessary that in some hours certain people should be given tyriaca altharac or musk medicaments, such as musk or muscated wine before cupping or bleeding or near them, so that the principal members may be comforted and the blood subtilized; but they should not take that scalding.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	Mark those cupping glasses that are without scarification as being on the liver, and on the spleen and podagra, and on the navel, in the joints of the loins, and on the anus, because these members do not suffer scarification upon them.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	And it is not desired by those except for attraction of blood from the member, thus as pause cupping on the breast in illness of flux of blood from the nose; and they use that for the dissolution of cold ventosity undissolved from the member, such as pause on the belly and navel; because that rarifies the member and scalds it and removes pain because it resolves ventosity.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And already cupping is paused on the nostrils when there occurs in their obstruction or phlegm because by virtue of strong attraction it draws out obstruction and expels phlegm from its place.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	Similarly, it does when paused on the liver and spleen to draw forth ventosity that is enclosed within them.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	These cupping glasses are administered with suction alone; some times they are administered with fire.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	Some times they are administered full of cold water in illnesses of the spleen.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And this is why the cupping glass should be filled and made larger, that is cold water alone or water in which herbs are cooked according to what is convenient.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	Form of cupping glass administered with fire: the width of the mouth should be as we have formed it; and the quantity of the preon should be the most of a palm; and it should be on the side of him, in the place that is in the circuit, the most of him, the traction should be little according to the quantity that enters him through a needle.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	It should be made of red earthenware or glass, with thick rims, lion's teeth, edges and smooth for that it does not wound the member through its position on him.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	And in the middle of it a transverse wick of earthenware or iron should be placed on which a candle is paused with fire.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And already this cupping glass should be much larger than that which we have recommended; and the little one less according to the illnesses and the state of him who uses it.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	The cupping glasses of children and weak ones are other than those of youths and strong-bodied people.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	The quality of pausing this cupping glass with fire on the member is that it extends the mecha with fire of wood decently before a small candle of wax, and pauses that on the middle of the transverse wick in the middle place of the cupping glass, so that the fire may be kindled around the partition of the sides so that not the skin of the sick person may be burned.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	And soon it should be paused on the member of the sick person, and the said thread should be on the traction that we have said, until when we hold the cupping glasses and do not desire to pull the thread, then the vapor will rise over that traction, at that time the cupping glass will soon be dissolved.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	And then light the wick according to its manner, and renew it if necessary.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	But in cupping glass that is administered in the illness of pleurisy with water, in which there is no transverse wick nor traction, and it is not administered except that it should be filled with water, and it is paused on the member alone.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	And this is its shape: This cupping glass the larger it is, the better, for that it can receive a large quantity of water.
Capitol .xcvii.	Chapter XCVII
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Blood-letting cups are not administered on large members except on those in which the position of cupping glasses is not possible because of their smallness, such as the throat and gums and similar ones; or on member denuded of flesh, such as the thigh and nose and theirs.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And the quality of using them is that if found blood-sucking leeches that are in the waters of putridity clean.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	And soon they should be placed day and night in putrid water until they are hungry, and that no cause remains in the belly of them; and soon the body should be evacuated at the beginning with phlebotomy and cupping glasses; and soon rub the member of the sick person until it becomes red; and soon pause them on him.
E cum son umplidas e caso.	And when they are full and satisfied.
E si es possible succio del loc am ventoza, es mays derier en juvament.	And if it is possible to draw out the matter with cupping glass, it is better in judgment.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	But if not, then wash the place with sour wine and soon with much water; and let it be rubbed and expressed.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	And if the course of blood is prolonged because of the wound of the blood-sucking leeches, and it becomes red, then you should put a cloth soaked in hot water on him so that the bleeding may be stopped.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	"When blood is increased, then powdered vitriol trisulfate is applied, or poultices and similar causes of obstruction are used until the bleeding is stopped; or raw mung beans may be placed on the spot."
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	"And also, if necessary, the application of leeches for bloodletting should be repeated when possible.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	"And if the application of leeches by suspension is prohibited, then the spot should be rubbed with fresh blood or a needle inserted into it until some blood flows out; and immediately afterward compresses should be applied, because those who feel any blood flowing at once should adhere to them."
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	"And when you want them to stop, powder a little alum Trisulfate or salt or ash on them, and immediately they will cease."
Ayssi comensa lo prolec de la tersa partida: de restauracio.	Here begins the prologue of the third part: On restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is very often necessary in the art of medicine, and it concerns the reduction (setting) of fractures and accidental luxations of bones.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	"Oh son, know that those who boast about this chapter are foolish doctors and common folk, and those who at any time have not regarded the books of the Ancients nor read even one letter of them."
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	"And because of this, the manner of practicing the science in our land has become private; and I myself am not oblivious at all to this during this good time. And I have not added what follows except out of respect for the length of reading the books of the Ancients and study on their understanding, so that I might extract the knowledge from them."
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	"And moreover, I direct this to experiment and study throughout the length of my life."
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	"And I have already described in this chapter everything that my knowledge contains and on which my experiment has passed; because here I have abbreviated it for you others and delivered it from the occupation of lengthening. And I have abbreviated it to the utmost degree of abbreviation, and I have demonstrated it to the utmost degree of declaration, and I have formed many forms of the instruments that are administered in this one, as is done by addition of declaration, just as I have done in two preceding chapters."
Capitol primier.	Chapter One
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	"Summary and collections from the essence of bone fractures, from which a preamble is necessary before we begin to remember the members that have been broken and their different types."
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	"Therefore, I will begin this chapter by stating the summaries of what will be said, and the chapters that require understanding at the beginning for those who wish to master this art and remain firm on its truth; namely you and others who are eager to know or learn this noble art."
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	"And so I say that when an accident occurs such as a fracture or dislocation or torsion or compression, it is necessary at the beginning to apply flebotomy or bleeding to that person, or sometimes both, if there is no prohibition of any cause such as debility of power, or if he is an infant or old in decrepitude, or during times of great heat or cold."
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	"And moreover, let him be content with his food of fresh herbs and the flesh of birds and crabs; and let him prohibit heavy meats and filling foods, and all foods that fill the veins with blood, so that you may be sure of a safe cauterization, and not fear an effusion of matter to the member."
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	"And then return the patient to his first regimen, with which he is accustomed to live."
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	"And then, when the broken bone begins to be restored, it is necessary that the patient be fed nutritious foods of abundant and heavy nutrition with viscosity, such as foods made from wheat cooked with water, rice, chickpeas, eggs, beef, butter, fresh cheese, thick wine, and similar foods. And with this regimen, coagulation of the fracture occurs more gently and quickly."
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	"And know that bones are more brittle in men who are in the first age of life and in the decrepit, it is not possible for them to be continued and consolidated according to their nature due to the drying out of their members."
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	"And they are consolidated and continued according to their nature at all times due to the drying out of those members, and they are continued and consolidated in those that are of them at the end of old age, just as the bones of young infants."
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	"But nevertheless, nature adjusts and unites the bone that has been broken from any cause similar to glue with which it adheres and strengthens it until they are simultaneously conglutinated and united together, until the end of its strength and firmness, just as fire at the beginning until no cause prohibits it from its work."
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	"And for this reason it is necessary that you pause the foods of the patient, foods in which there is gravity and viscosity and heaviness, as we have said."
Mota diversitat de fractura segon diversitat del membre.	"Great diversity in fractures according to the diversity of the member."
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	"And know that the species of fractures are diverse according to the diversity of the members, for a fracture of the bone of the leg is different from a fracture of the bone of the head; and a fracture of the bone of the foot is different from a fracture of the bone of the hand; and similarly all other members are diverse among themselves."
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	"And I come with remembrance of every species of fracture, explained in its own chapter distinguished from the others."
Mota diversitat de fractura en si meteyssa.	"Great diversity even within the same fracture."
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	"And the species of bone fractures are diversified among themselves; for there is an arched fracture that occurs sometimes in stars; and sometimes there is a fracture according to the length of the bone: these are the fractures of the lower jaw, upper jaw, and additional proceeding and non-proceeding ones, such as those made when preparing a pen to write, and there is a fracture with swelling and disruption at the head, and there is a small fissure-like fracture."
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	"And for each species there will be its own treatment in the restoration of it, according to what will come later distinguished in its places."
Mota senhal de fractura del os.	"Many signs of bone fracture."
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	"And for this reason a fracture of the bone is known: its twisting, and the prominence and appearance of it to the touch, and that of it when you compress it with your hand."
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	"And then when there is no twisting apparent in the place nor is it done by your touch when you touch the bone with agitation and the patient finds little pain, then there is no fracture here."
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	"It may happen that there is only slight twisting or a small fissure, so it is not necessary to move it with your hand and compress all of it. Rather, pause on this place with the medicines about which remembrance will come at that moment which is appropriate for the place; and especially let there be strictness by means of subtle constriction."
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	"And know that the place when it is arched and not split into two or other than those that occur in the jawbone, if all the parts of its companion are removed, then you should begin from your own hour to rectify it having applied a cauterizing plaster to it."
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	"And if a cauterizing plaster is applied to it, then leave it alone for several days until the plaster stops. And then move it according to each manner that you are able by raising and moving."
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	"And know that the restoration and alignment of it is easier than for the bone in which a jawbone fracture has occurred."
E aprop strenh aquel segon que vindra la rememoracio de lu.	"And then strengthen it according to what will come later its remembrance."
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	"But if it is the jawbone, then it will be necessary to extend this broken member from both parts, if it is the hand or foot. Or with your hand if the member is small. Or with two ropes or one rope and your hand."
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	"And let your position be such that you place the affected limb according to its natural shape, while ensuring that the parts are extended as much as possible. Then proceed to remove any excess fluid in accordance with each manner that you may find in their places."
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	"And be careful according to your skill that you do not harm the patient through your operation of their limbs or cause them any injury. And proceed according to your ability, applying one bone with another according to their best forms."
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	"And see that at this opportune moment you touch the patient with your hand gently and if there should be any other cause, correct it and reduce it according to the amount of your strength."
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	"And avoid violent extension and compression, as do many foolish physicians who often cause an abscess to form through their operation, or cause contraction in the limb, as we have seen happen many times."
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	"And apply annexes, appropriate extension and gentle operation with strapping of the limb, and rest and tranquility. Instruct the patient about this and warn them not to move that member during their waking hours or sleeping, nor twist it nor cause any disturbance to its movement nor evacuation. And await until the position of the limb is such that there is no pain; for when they feel discomfort in the disposition of the limb due to their injury, then you must change it to another disposition where there is no pain. And ensure that the position of that member is correct and even so that the limb does not become twisted upon its restoration."
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	"And the quality of strapping for a tranquil limb is what I recommend; because you should know that broken limbs are diverse in their smallness and greatness, and in their form."
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	"And for those that are small, such as the arm, hand, and foot, and similar ones, then the wrapping should be made of very soft cloth."
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	"But those that are large, such as the thigh or calf, should have a firm and hard wrapping; because the tight wrapping connects the limb strongly on all sides with equal strapping, so that there is no gap."
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	"And first, begin your evacuation of the hematoma by placing suitable linen on that location for three or four wrappings according to the size of the limb. And bind it tightly with your hand using the linen."
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	"And then, above that at the beginning of the location of the fracture, bind again with another wrapping so that your previous strapping is not loosened from where you have strapped the fracture."
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	"And then extend your wrapping of the location of the fracture a little further downwards and slowly loosen the strapping a bit at a time until you reach its upper part."
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	"And then take another bandage and wrap it again over the location of the fracture with a wrapping, and then proceed upwards with the wrappings away from the fracture; and your operation should be in the tightening of the wrapping and loosening of it according to what has been said regarding the first wrapping."
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	"And then insert between the wrappings a wisp of wool or cloth with which to correct any twisting of the fracture if there is any twisting in it. And if not, do not place anything in it for any reason."
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	"And then place another bandage on top and bind it gently over these wrappings with proper care, if there is no inflammation or abscess in that location. And if there is an inflammation or abscess, then place the bandage over what covers the inflammation or sits on the abscess; and leave it for a few days. And then you should tighten the wrappings."
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	"And the splints should be made of soft, fine-grained cane, well-formed; or they may be made of hazelwood; or branches of palm tree. And each splint should be of this width and shape:"
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	"However, the splint placed over that fracture should be thicker and broader than the other splints, and its length should correspond to the size of the limb. And then bind over the splints with another bandage according to your first strapping. And then tie it gently on top according to what has been said about strapping; and ensure that your strapping is according to the location of the fracture, and the further away from the fracture, the looser should be the strapping."
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	"And the threads should be soft and fine in thickness. And if the threads are thick, as I have seen some people do when they use cords of twisted flax, it is a great mistake because it makes the strapping uneven."
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	"And very fine threads are not suitable either because you will not be able to tighten as much with them as you want. And there should not be less than a finger's width between splint and splint."
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	"And if the patient feels discomfort at the ends of the splints near the strapping, then place some wool or lamb's wool between them until it ceases to cause injury."
