Ayssi comensan las paraulas de Albucasim .	"Thus begins the words of Albohali."
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	"For the custom of the splint and the sling is that they should be bound for forty days, and then they should be loosened and a bath administered and treated with ointments which correct it."
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	"And if the fracture is laid bare and exposed, then do not loosen the bandage or splints for seven days or until two months have passed."
Capitol .xii.	Chapter XII
De restauracio de fractura del bras.	"On the Restoration of Fractures of the Arm"
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	"The arm is composed of two bones called the two forearms. Of these one is small and that which supports the thumb, and the other is large and that which extends downwards from the little finger."
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	"And it often happens that only the large bone of the forearm is broken, or sometimes both together are fractured."
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	"And when the small bone of the forearm above is broken, then its restoration and healing will be easier."
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	"But when it is broken below, the fracture is bad and its healing is difficult."
E pus mala de aquela es quan son trencatz dos osses essemps.	"And the worst of all is when both bones are fractured together."
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	"Therefore if the bone which is broken is the small one above, it is advisable for the physician to restore it with gentle extension until it becomes straight."
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	"But if the large bone is that which is broken, then a stronger extension must be applied."
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	"And if both bones are fractured together, then you must apply traction with great force."
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	"And you must maintain the figure of the hand during its restoration and extension, with the hand extended on a pillow and the thumb uppermost among all the fingers, and the little finger lowest among them, and let the patient lie on a well-cushioned couch."
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	"And place a pillow before him at his height or towards his right side, so that the patient does not have to strain himself."
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	"Then let one attendant extend the arm from below with his hand or with a bandage and another attendant do likewise from above."
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	"And then let the physician straighten the bone until it reduces into its best possible position."
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	"If in the fracture of the bone you find any displacement, then use all your skill to reduce it back into its proper place."
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	"If during the reduction you find that there is separation at the elbow and it does not meet your expectations in the restoration of it, then proceed as we have described above."
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	"But if the fracture is associated with infection, I have already dealt with that in another chapter, and therefore take care of it accordingly."
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	"And if you encounter an accumulation of pus at the beginning of your restoration, then apply a cloth with cerate made from rose oil and white wax, and let it be equally between solidity and subtlety; and stretch the cloth over it with gentle tightness until the abscess is absorbed. Then remove the cerate and apply a plaster prepared from powdered frankincense with clay of hydrated lime, and then apply splints, ensuring that the splint placed over the fracture is broadest and strongest."
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	"And know that in the case of fractures of the arm there are usually many splints used, whether it is a fracture of one bone or both bones together."
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	"And then apply your bandage over the site of the fracture with great strength and force, and if you find that the extension is more prominent above or below the fracture, then apply a gentler bandage according to what was said at the beginning of this chapter."
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	"The cloths that are wrapped around the fracture should be soft and damp, not hard or rough. The adhesive with which it is strengthened should be medium between thin and thick, as we have recommended."
E considera le membre e·l liament aprop alcus dias.	"Consider the limb and its ligaments after several days."
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	"If it happens that some cause arises for which correction is necessary, thus prudently you should search for the cause in the member, and then cover the member with cold water until that swelling ceases."
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	"Leave the member alone so it can rest, and then gradually tighten it again."
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	"And if the swelling has been softened and the bone has been removed, then you shall correct everything with your own strength."
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	"And also consider whether the nourishment is prevented from reaching the member due to an excess of swelling. If so, then you should soften it a little and leave it alone for several days until the nourishment reaches it, and then strengthen it."
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	"But if the illness is not caused by any of those [conditions] that we have mentioned, then it should be released after approximately twenty days or so."
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	"And then the hand of the patient should be suspended by its own power of movement and agility, and that [the patient] should sleep on his back."
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	"And know that this fracture is healed in thirty days or thirty-two days, but often it is restored in twenty-eight days, and all of this depends on the disposition of the complexion and the dispositions of power."
Capitol .xiii.	Chapter XIII
De restauracio de fractura de la pinche de la ma e dels ditz.	On the restoration of fractures of the wrist and fingers.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	"I know that in the pinch of the hand and in the joints of these fingers there is a fracture, but it does not happen to them without much rubbing."
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	"And when it happens that the hand has a fracture or rubbing, then the patient must lie down and let their head hang down, facing forward in an upright position, and place their hand on top of the extended one."
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	"Then the minister will extend the broken bones and the doctor will align them, ensuring they are properly aligned with good congruence."
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	"And then it is necessary to apply plasters and bandages, unless there happens to be a cauterized ulcer; and then place a compress on top according to the amount of space, and you have already wrapped that in linen cloth."
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	"But if the fracture is in the palm of the hand inside the belly area, then make it resemble a bandage shape, and command the patient to hold that with their palm closed; also wrap it with a long cloth."
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	"And let there be a compress of linen cloth elevated in such a way that the flesh is applied to the palm; and hold it according to what is necessary."
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	"But if the fracture is on the outside of the hand, then it is necessary to place a compress on top and another compress from the side of the palm in such a way that the hand is supported and straight; and also apply the splint, just as it is wrapped around the wrist between those said bands."
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	"And if there happens to be a fracture in one of the joints of the said fingers, then if it is the thumb, align it as necessary and hold it with the palm; and if you wish, place a small splint on top to elevate the fracture and prevent movement."
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	"But if the fracture is in one of the other said fingers, such as that of the middle joint, or the index finger, or the ring finger, then align it and tie it with the finger that is next to it; or they can all be tied together in continuation, which is better; or place a small splint on top, just like we said for the thumb."
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	"And consider, in your reduction and application, the disposition of cauterized ulcer and opposing sides - with your operation according to what is necessary when any cause arises from that, as it has been narrated."
Capitol .xiv.	"Chapter XIV."
De restauracio de fractura del os de la coyssa.	Restoration of a bone fracture in the thigh.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The thighbone is often broken and is declared painful according to its position, which is anterior and superior posterior.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	The patient's restoration is done thus: the bandage is stretched over the fracture and another bandage placed below it, and the patient is laid on their stomach facing downwards.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	And furthermore, the priest extends all the bandages to his departure according to their quality when the fracture is in the middle of the bone.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	But if it is applied to the edge of the thighbone, then the bandage should be placed close to the knee at the departure of the penitent, so that its extension comes up from below, and the other bandage below the fracture.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	And similarly if the fracture is applied to the knee, then let the bandage be placed close to it, and its extension should go from below.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	And furthermore the physician equalizes the bone with both his hands within so that it reduces according to its natural similarity and the bone is joined together by good union; then plaster and strapping are necessary if otherwise a member aposteme occurs.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	But if there is an aposteme occurring then you leave it alone for some days until the aposteme becomes dry and then return to your treatment.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	The strapping should be done thus: one should wrap a hard bandage around the fracture and fold it two or three times, removing any excess; then the limb should be wrapped with another bandage so that it reaches the ankle and thigh.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	And place a long piece of linen between the thigh and the bandage near the knee on both sides; then bring the ends of the linen from above the parted area on both parts, and then wrap it around the bandage and thigh what is excess of the bandage.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	Then place a splint on the thigh at that fracture thus, and then place another splint on the bone of the leg above it.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	Then fill the spaces between the leg and thigh with soft cloths, so that the union is consolidated.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	Then begin with a strong strapping of the middle over the location of the fracture with three or four wrappings, and as you move away from the location of the fracture, make your strapping weaker, lighter, and softer.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	Then extend the two ends of the linen to both sides below until it reaches the ankle of the foot, and then strengthen both ends of the splints on the other side so that the bandage is not removed from its place.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	Then leave the strapping on like this so that no corrosion of the member nor dry aposteme nor inflammation occurs nor anything like them; and if any cause of these occurs then take care of it immediately and correct what has happened at once, according to what we have said many times.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	But if the bone has come through the flesh which covered it, then you should reduce it as much as possible; and if not, cover it with a poultice and remove it until it is healed according to what precedes the treatment.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	And sometimes this fracture of the thigh is strengthened with splints like those used for adjusting the arms as we have said in the assistant and the arm.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	However, in the healing of the thigh done thus, limping should not occur; and if it is healed alone without applying the other leg, then it is necessary that it limp all the time.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	And know that the thigh is strengthened in forty days or a little more or less, and all this is according to the diversity of the complexities and other dispositions.
Capitol .xv.	Chapter XV
De restauracio de la fractura de la rodela del denolh.	Of the restoration of the fracture of the kneecap.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	Know that fracture of the patella is rare, but bruising occurs to it very often.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	But if fracture occurs to it, then it is only a split or crack in its parts, and this is with great pain or slight pain, and on top of all that there is swelling.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	And the restoration of it is done thus: that which is broken of its parts should be reduced with those splints until it is approximated and joined according to what is possible by equity and facility and construction.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	And then apply plaster and then place on top of it a round splint if necessary; and strengthen above with strapping as is appropriate.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	And then consider all the dispositions which we have recommended in other fractures, such as dry aposteme and similar things so that it may be opposed to all accidents with what is appropriate for it until it is healed.
Capitol .xvi.	Chapter XVI
De restauracio de la fractura de la camba.	"For the restoration of a broken bone."
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	"Do you know that in the limb there are two bones of which one is thick and is named after the limb itself; and the other is thin and is called fibula?"
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	"And it happens that in some species of fracture what happens to the two bones of the arm also happens, and for this reason restoration of it is made just like restoration of the arm simultaneously, and its operation is one."
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	"If two bones are broken at once, the limb becomes completely shattered."
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	"And if only the thinner bone is broken, the limb becomes partially shattered in front."
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	"And if only the thicker bone is broken, then that one on its own is enough cause for it not being able to move."
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	"And appropriately administer extension and traction and fixation of the fragments according to that same principle."
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	"But beware, if the fracture of the limb is old with many attempts, then make the extension smaller and lighter, and alleviate it with your virtue."
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	"And in the limb there may be some cause for operation on the arm, and this is when you align the fragments and complete all your operation; then you will take pieces of wood from pine which are placed close to the causes which are placed in usual places, and they should be made evenly from palm branches; lighten those ones that have less thickness, and do not use any large ones, and their length should be according to the length of the limb, and from within outwards."
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	"And appropriately wrap each splint in two wrappings according to its length and place one on the proximal fragment of the limb on one side and the other on the other side, and they should be from within outwards towards the sole of the foot."
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	"And appropriately tie the two fragments in three places on both extremities and in the middle place, for with this structure the limb is prevented from bending at the right or left fracture site, and it remains in good position."
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	"And already having administered a splint of wood according to the length of the limb, place it there with the limb so that it maintains its position."
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	"And especially beware that you do this in fracture, and particularly when it is properly united."
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	"And appropriately consider the limb every day and study it with that purpose for final study, and you will guard it from inflammation, from swelling or from other similar causes; and when any cause of those occurs, then promptly attend to it with whatever is necessary until it is healed."
Capitol .xvii.	"Chapter XVII."
De la fractura del talo e dels osses del pe e dels ditz.	"Of the fracture of the heel bone, and of the bones of the foot."
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	"The heel bone does not often fracture completely; however, fractures of the bones of the foot do occur sometimes; and those of the toes rarely fracture, but rather they become displaced in their places."
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	"And if the bones of the foot receive fracture and sometimes those bones become elevated among themselves, then the patient should place his foot on the ground prepared thus while walking."
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	"And appropriately press one foot on what is elevated by those bones and appropriately press them down, compress them, and turn them back into their places."
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	"And appropriately apply plaster and bandage over it, and place a small table under the sole of the foot with two flat heads."
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	"And appropriately support that with the foot in downward traction, because you have wrapped it with bandages and other causes of which you have need."
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	"And when three or four days have passed, then untie the bandage, for you will find the bones turned back into their places, either united or compressed or reduced, and the operation in those is as known."
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	"But if some of these are compressed, then restore them and turn them back thus as I have taught you and explained to you in the restoration of the fingers."
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	"And appropriately tie the compressed toe with string according to its length and place it thus somewhat elevated; and appropriately place under the foot this table which has been recommended to you, and support that with downward traction."
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	"But if what is compressed of the bones are two or three or more, then place over each toe a string tied according to its quantity wrapped in linen and support the table under the sole of the foot with one of the flat heads facing upwards so that it may have good retention."
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	"And it is convenient for you not to forget that you do not consider all the causes which have been mentioned to you regarding the other fractures of the accidents which we have spoken about, and attend promptly to each accident with what is necessary."
Capitol .xviii.	"Chapter XVIII."
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	Fracture of the bone of the woman's thigh and the bone of the hip joint and the bone of the man's penis.
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When the thighbone of the woman is broken, immediately apply that plaster in its cavity, and then bend her knee slightly backwards, holding it there from behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	And promptly the midwife will apply traction to the leg at the ankle, ensuring that it is aligned properly with the thighbone; and then the woman should be tilted slightly forward, so that everything is brought into line before the broken bone can return to its original position.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And also sprinkle powder on the bone; and when she wants to urinate, gently move the leg away and allow her to do so; and reduce it again and return it according to the manner in which you first placed it at the beginning; and then return to your original position.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	And do this for seven days or about that time, for it is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you wish, take a bladder of a sheep and stretch it over the traction device on the leg; then insert the entire bladder into the cavity of the bone, and blow air into the cannula with force until the bladder is inflated inside the bone, for this will help the fracture to return.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	And then it should be filled with plaster and left like that for some days as we have recommended, until it is healed.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And when the bone of the penis in a man or woman is broken, then apply the same treatment and reduction as we have recommended for the hip bone.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And what is correct is not concealed in these nearby fractures and those that are less difficult, especially for one who has some study and experience with this my book; for that fracture signifies to you the greater dispositions via direct reduction and fixation of it, and therefore understand well.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	But in the fracture of the penis in a man, take a gourd of pumpkin, and put the penis into it; then wrap it with cloth wrappings, and let it be wrapped up, and leave it for three days or about that time until it is healed.
Capitol .xix.	Chapter XIX
De restauracio de fractura dels osses quan es am plagua.	Of reduction of fractures of the bones when they are displaced.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	It is convenient for one who suffers a fracture with displacement, especially if the bone is large such as the thighbone or the humerus, or similar to it, that you should perform trepanation immediately if the conditions of trepanation apply to you as we have mentioned above.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	And if the displacement flows out with blood, then it is necessary for you to remove it in such a way that you powderize upon it three times broken, unless another cause presents itself.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	And then begin to reduce the fracture on that same day, and do not delay this if there is no inflammation present.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	But if inflammation is present, then wait to reduce it until the ninth day, until the inflammation has subsided, and do not approach it on the third or fourth day of all, for you will cause bad accidents.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	But if the broken bone is prominent above the skin, then it is necessary for you to perform reduction and fixation of it with your hands with ease and little extension.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	But if extension is not prepared for you and the equination of it with your hands is difficult, then reduce it with this instrument: which is made of iron, whose length is seven or eight digits and whose width is according to the amount of displacement; and therefore it is necessary for the physician to take three or four of these according to the quantity that is needed for this in the treatment of all kinds of fractures.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	And let it be rounded and let there be little roughness on it so that it is not doubled by the pressure upon it during the operation.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	And let its end be sharp, with edges at its ends; and let it be thicker at the top tending towards the thickness of the bone, and of moderate size within the parts.
E aquesta es la forma de lu:	And this is its shape:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	And it is called in Greek "labyrinthus volatilis" meaning little winged palette.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	For the acute end of it should be elevated above the prominent end of the bone so that it is supported.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And press it in such a way that the bone returns and becomes fixed with some equination.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	And then strive to fix the ends of the fracture together, and if the end of the broken bone is thin, and does not receive the instrument well, then insert the end of that bone so that the instrument has power over it.
