Ayssi comensan las paraulas de Albucasim .	Thus we begin the treatment of the disease of Albucasim.
am intrament de banh, entro que sia linit.	in the instrument of bath, until it is cleaned.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you want, pause over that moist and scaled wound with border and stretch over that; and do some remedies, because it is moist and reduces to its own disposition.
Capitol .xxviii.	Chapter 28.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	On the treatment of dislocation of the shoulder, which is of the joint that is between the arm and the hand.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	The shoulder of the hand sometimes is dislocated, and the reduction of its dislocation is easier, and on the contrary it is of other joints, but especially it is necessary that there be velocity in the reduction of it at the hour in which it is dislocated, before the place becomes chronic or falls into a chronic state.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of its dislocation is that you place the joint of the hand of the patient on a table and the minister extends the hand of that, and the thigh places its hand or its palm over the vicinity of the joint, and envelops it until it returns to its own place.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	But especially it is necessary that it be considered if the palm has been placed on the belly of the hand, then the patient places the back of their hand on a table for extension and reduction; and if the dislocation is preceding the back of the hand, then the position of the hand of that minister is precisely over the table, so that the hand of the thigh falls upon that vicinity of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	Therefore, if you return immediately, it is good; and if not, then the abscess will become worse, and it will be difficult to cure; and do not delay, because if you do not, you will not suffer nor have relief from the reduction of the pus that passes in a few days.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	Perhaps the Roman Emperor's joint is twisted according to its crookedness; and do not notice any cause in the patient, except that the hand is softened and cannot hold any cause; then you know that the nerves are pinched or crushed, and then it is not born in them unless they are strengthened with a pointed cautery for the correction of their case and fortifying their confidence.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	Then when the illness is returned, then stop on the abscess which we have recommended, and it will be laid down and strengthened for five days; and then it will be dislocated and laid down, and the patient's hand will be exercised.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	Perhaps if the movement of it is stopped and accidently falls into some gravity, then there will be a flow of water and friction of certain evacuated things, until it is alleviated.
Capitol .xxix.	Chapter 29.
De la curacio de dislocacio dels ditz.	On the cure of dislocation of the toes.
Alcunas veguadas so dislocatz les ditz a tota partida.	Certain evacuated things dislocate the toes completely apart.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when a toe among those is dislocated to the back of the palm or to the belly of it, then hold the toe and push back the dislocation with the tied fingers, until it returns.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then support the head of the toe, and suspend it in a way that the part which is dislocated is released, and leave it like that for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And then suspend it and extend it until it is straightened out in that same week.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when it is night, lay it according to that narration, and do not cease to dislocate it during the day and exercise its movement, and lay it at night; and do this for some days until it is straight.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And do similarly to this, if it is dislocated at the belly of the hand, and lay it in that same part and do the first operation again, until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And similarly do this when it is dislocated at other parts.
Capitol .xxx.	Chapter 30.
De la curacio de dislocacio dels spondils del dos.	On the cure of dislocation of the vertebrae of the back.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When it happens to one of the vertebrae of the back or neck a complete dislocation, and so many vertebrae are removed from their places, then there is no cure, because death will come to the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And it is said that the evacuation of the patient's effort is outside their will, and cannot retain it; and many evacuated things are softened in certain members of it or two legs of it or two arms of it, or one of those; or a vertebrae is removed from its place, because many evacuated things are removed and many evacuated things make the removal of those into four parts.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Then that has been removed to the back parts and is named paralysis.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	Perhaps the cure of it is that then you consider if the paralysis occurs from weakness, because then there is no cure nor complete healing of that.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	Perhaps in that which is seen by chance or by percussion or similarly to those, the Ancients discovered the ways of cure with verbose sermons, from which I will return to profit; perhaps you have already been freed from that from which I have little excuse for the trouble of it, by my own proximity to the intent of my own exposition, in which I have expounded and formed diverse instruments of that which I will show you and expand upon.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And it is said that in paralysis which occurs from the front of the feet, there is no healing nor cure of that; and similarly in that which is done to two sides.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And of those there is no cure except for that which occurs on the back properly, as I have recommended.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And it is that the patient should be extended on their face above a soft bed prop against the wall, and should be extended below with a moderate pillow so that the feet of it are not lifted.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And then a straight beam should be placed, fixed in the ground at the end of the bed around the head of it, and another beam in the air above the feet of it on the other end of the bed.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	And the minister holds the beam, and is not fixed in a trench; and another minister holds the other according to that form.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And then wrap around the head of the patient and below the thin linen band firmly; and extend the end of the linen to the beam which is above the head of it, and lay that on it; and then strengthen the other band around the thighs of it at the knees, and its legs; and then adjust all the bands and lay them on the other beam which is above the feet of it.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And then the minister should carefully extend the band to the part of the beam, and do not remove the two beams and the bands from their places in which they are fixed, perhaps because it is not firmly held as I have said.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	The doctor stops his hands on the spine for strength to return, or he stops on that one table, and then adjusts on the table his six feet to return.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	Perhaps it does not return in this way, then take a table on which the width or length is in the air of three handbreadths, and hollow out the wall of which we have said is proper for the patient a place where the extremity of the table enters.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And then stop the flat surface of the table on the spine, and the doctor stops his six feet on the other extremity, and stretches well until the spine is straightened and returns to its own place.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you want, uncover what has been turned around in the hand; and it is that you fix on the ground the head of the patient in the back of two wooden posts, the length of which is one arm, and from the head to the back of two wooden posts; and let the length be between each post a palm, and already it is done in each post a hole where the corpse turns, and each one is firmly fixed on the ground so that it does not move.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And let there be a round post in which it turns, and let it be turned around the two holes of the two wooden posts.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	And at the extremity of it there is a hole in which the post is formed, the length of which is one palm in water where it turns; and in the two other wooden posts it is similar to that.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	And then stretch the ligaments that have been stretched on the chest of the patient in the hole where it is beneath the head of him, and the ligaments that have been stretched on his thighs in the turning post where it is beneath his feet.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And then there is someone who turns the post and stands as a minister who holds the post with his hand, and the doctor straightens the spine according to what we have said.
E aquesta es la forma del torn:	And this is the shape of the post:
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	And then since the spine is returned, and the place is straightened, then cover that you stop applying excruciating plaster in album of egg white, and then stop; and then stop on the plaster like a table of which the width is three fingers or around that, and the length of it is as much as takes up the space of the gibbosity, and on the part of the spine above.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And then let it be relaxed in the ligament which we have said, and use the patient's subtle nutrient until he is healthy.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	And if some impediment remains in the place at the end of the healing, then cover that medicines which mollify and linseed are administered on the table for long time, which we have recommended; and already it is administered in that place a thin layer of lead.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	And some vegetables accidents occur in the back of the two spines, and it is judged for that dislocation; and it is that bone which already warns you so that you do not cover that it is done with a prognosis to him at this medicine, because very far from making you accede death.
Capitol .xxxi.	Chapter 21.
De curacio de anca dislocada.	On the cure of a dislocated ankle.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	You know that the joint of the ankle and the joint of the muscle do not deviate except for dislocation only, and they do not accede to those which accede to the other small joints with motion and concavity.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	And the joint of the ankle is dislocated in four ways, because it is dislocated to the inner parts, or to the outer parts, or to the front parts, or to the back parts.
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	And mostly it is dislocated to the inner parts, and little to the front parts or to the back parts.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	And the sign of dislocation of it to the inner parts is this, when you adjust the leg of the healthy patient with the patient, it is then longer and the denudation is more evident than the healthy one, and the patient cannot bend their knee to the ground, and it is the place where the ligament is apostematized by apostema caut, so that the head of the thigh has already been perverted here.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	And the sign of that one to which dislocation occurs to the outer parts is that the accidents of it are contrary to this accident.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	And the sign of that one to which dislocation occurs to the front parts is that it expands the leg in a complement, but however it does not bend because of the pain that is in the denudation, and if it is perforated to go out and cannot walk on that to the front parts; and its urine is retained and its ligament is apostematized, and from there the ambulation of it is above the ankle.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	And the sign of that one to which dislocation occurs to the back parts is that it does not expand the denudation, nor can it bend the ligament that bends the knee, and the leg of it is shorter than the other, and the ligament is mollified, and the head of the thigh is at that place.
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	Perhaps reduction of the species of this dislocation is that you consider, then, if the dislocation is old and ancient, that it has already been antiquated with what you have administered reduction of it and according to its disposition, then it is not in that complete cure; and therefore it does not cover that it has been made a prognosis.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	In that case where the dislocation is recent, it is one of the four species of dislocations, then you should strive to reduce it to its natural position and extend it to the anterior and posterior parts, and move it to the right and left sides, because a strong return is not indicative of another cure.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	But if it does not return in this manner, then you should prepare a strong minister and extend the leg of the patient from behind, or hold their hands, or bind what is placed on the leg beneath the knee; and another minister extends the hand of that one below so that they hold the patient's hands beneath the thigh; and you should strengthen the bond around the joint of the thigh, and hold another minister to extend the extremity of the joint.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	And it is an extension of it or from the anterior to the angle at the part of the elbow, or from the posterior to the part of the back.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	And it is the extension of all those in a way that the patient is elevated with their seat off the ground and remains suspended.
E aquesta specia de extencio es specia cominal a totas quatre.	And this species of extension is common to all four.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And so if the dislocation returns to what we have said, it will be good; and if not, then it is necessary for all species that require their own cure.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	In the reduction of it itself, when it is dislocated, and the dislocation is in the anterior parts, you should resupinate the patient on their back; and then pause with the bonds around the joint of the thigh at that place where the head of the thigh and the space beneath the elbow meet; and then extend the bond from the part of the elbow to the further posterior part of the back.
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	And then another strong minister takes hold of the arms of it, and grasps the large space of the patient's thigh and extends to the anterior parts for vigorous extension, because that returns to its natural place.
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	And this species is of lighter cure in which this member is reduced more easily than the other species.
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	But if it is excused regarding you and does not obey the entrance in this species of cure altogether, then you should tie both feet of the patient strongly, lightly, over both heels and both knees.
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	And it is the length of each one by the quantity of four fingers, and the patient's leg is extended more than the other by a quantity of two fingers.
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	And then the patient is suspended over the head of the bed, and it should be in a massage; and it is the length of it from the ground by the quantity of two arms.
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	And then command a strong youth to move the head of the thigh, and it is suspended with the patient another youth, and the other youth moves the thigh in strong empirical force, because the joint returns to its natural place with velocity.
Mays en la reducio propria, quan es dislocacio a la partida defora, cove que·l malaute jaga sobre pug segon que havem recomtat en le havent gelbozitat; e sia strenhut le liament sobre la camba malauta propriament e sobre le pietz de lu.	But in the proper reduction, when it is dislocated to the anterior part, you should make the patient sit on a low seat as we have recommended in the previous chapter; and strengthen the bond around the patient's leg properly and around their feet.
E aprop dos fustz sian pausatz, la un als pes de lu, e l’autre al cap; e aprop sian pausatz fustz ajustatz al mieg del pueg ficat sobre·l qual draps humitz sian envolopatz, per so que·l malaute no sia dampnajat per que·l fust sia entre las coyssas de lu, per que deves la extencio a las partidas dejos no sia atirat.	And then two stools are placed, one at the patient's feet, and the other at the head; and then two adjusted stools are placed beside the middle of the bed, on which drapes are enveloping, so that the patient is not damaged by the stool being between their thighs, so that the extension to the posterior parts is not disturbed.
E aprop quascun ministre extenda a la sua part, e·l metge am la sua ma enguala la reduccio segon l’art.	And then each minister extends to their part, and the doctor with their hand guides the reduction according to the art.
Donc, si obezeys a revercio, sira bo grandament; e sino, pausa sobre aquela diligentment e ayssi quo havem dit en gelbozitat per aquela engualment.	Then, if it obeys to reversal, it will be good greatly; and if not, pause over that diligently and thus as we have said in the previous chapter for that engagement.
Mays cove que·l malaute jagua sobre les sieus latz sa quetament.	But you should make the patient sit on their back quietly.
E quan la dislocacio es a las partidas denant, lahoras cove que la camba sia extenduda leugierament, e es segon aquesta meteyssa narracio sobre pueg; e le metge pause la palma de la sua ma dreyta sobre·l langonar malaute, e aprop coarte aquel am l’autra ma, e am aquela coartacio pausa aquel extendut a las partidas dejos a la partida del denol.	And when the dislocation is in the posterior parts, then you should make the leg be extended lightly, and it is according to this narrative method on bed; and the doctor places the palm of their right hand on the patient's elbow, and then bends that with the other hand, and in that bending pause, extend to the posterior part at the back of the knee.
E si la dislocacio es a las partidas detras, lahoras no cove que·l malaute sia extendut a las partidas dejos, e es elevat sobre la terra; habantz cove que sia pausat sobre causa dura, ayssi cum cove le eyssament si l’ancha de lu es dislocada a las partidas defora, segon aquo que havem dit del jasement de lu sobre dos anchas; e es sobre la sua cara e les liamentz sian extendutz, segon que havem dit, no ha guayre.	And if the dislocation is in the posterior parts, then you should not make the patient be extended to the posterior part, and it is elevated from the ground; but you should make it pause on a hard surface, thus as you make the examination if the ankle of it is dislocated to the anterior part, according to what we have said about the examination of it on two anchors; and it is on their face and the bonds are extended, according to what we have said, there is no failure.
E cove que sia aministrada compressio am taula sobre le loc al qual yeys la junctura.	And you should make an administrative compression on the table above the place where the joint is.
Donc cum la reducio es complida segon que cove — e·l senhal de la reduccio de lu no es amaguat a tu, e es que tu extendas del malaute doas cambas, e quan tu vezes aquelas enguals e le malaute extrenh la sieua camba e expandeys aquela ses excusacio, lahoras sapias que·l membre segon que cove es retornat — e lahoras tu ajusta doas coyssas e pausa empastre e extrenh am benda ayssi que la ancha no sia mauguda en alcuna de las partidas; e adheresca le malaute a repaus per tres dias o per quatre.	Then, when the reduction is completed according to what you should do — and the sign of the reduction of it is not hidden from you, and it is that you extend both legs of the patient, and when you see those bonds and the patient's leg is strengthened and expands, then you know that the member has returned as it should be — and then you adjust both thighs and pause with a bandage and strengthen with a splint thus that the ankle is not hidden in any of the parts; and adhere the patient to rest for three days or four.
E aprop deslia le liament e l’empastre, e compara la una camba am l’autra.	And then release the ligament and the plaster, and compare one leg to the other.
Lahoras, si vezas aquelas enguals en vustament, lahoras sapias que la dislocacio ja es fermada, e adonc layssa le malaute anar.	Then, if you see those signs in the examination, then you know that the dislocation is already fixed, and therefore leave the patient to rest afterwards.
E si vezas alcuna causa de mollificacio, lahoras tu retorna e emplastra aquel, e extrenh aquel segon la tua primiera strectura, e layssa aquel en tres dias.	And if you see any cause of softening, then return and plaster it, and stretch it according to its first structure, and leave it for three days.
E aprop deslia aquel, e fay aquel tardar en ambulacio sobre quascu per alcus dias, entro que sia confortat.	And then release it, and make it walk on crutches over several days, until it is comforted.
Capitol .xxxii.	Chapter 32.
De curacio de dislocacio del denolh.	On the cure of dislocation of the shoulder joint.
Le denolh es dislocat segon tres manieyras, quar es dislocat a las partidas defora, e a las partidas dedintz, e a las partidas dejos mays a las partidas detras; e a las partidas denant no es dislocat.	The shoulder joint is dislocated in three ways, because it is dislocated forward, and backward, and downward more than upward; and sometimes it is not dislocated.
E le senhal de dislocacio de lu es que comandes al malaute que aplique la sua camba am la coyssa; lahoras sapias que·l denol es dislocat.	And the sign of dislocation of it is that it commands the patient to apply their leg to the thigh; then you know that the shoulder joint is dislocated.
E la restauracio de totas las manieyras de lu es que fassas cezer le malaute dreyt, enayssi que ja extenda la sieua camba, si pot sobre aquo; adherir le tieu dos a la cara de lu, e pausa le pe de lu entre les tieus pes; e aprop fay adherir le denol de lu am las tuas palmas, e rete aquelas entre les tieus ditz sobre le denolh de lu am fortaleza, e autre ministre extenda le sieu pe entro que·l denol retorne a son loc.	And the restoration of all its ways is to make the patient straighten up, and if possible, extend their leg, placing their foot on the ground; then attach the two [pieces of] cloth to the face of it, and place their foot between them; and then make the shoulder joint return to its place with the help of your palms, holding them between the pieces of cloth above the shoulder joint with force, and another servant extends their foot until the shoulder joint returns to its position.
E senhal de reddicio de lu es que la sua camba adharesca am la coyssa am levitat no-laboroza.	And the sign of reduction of it is that its leg adheres to the thigh without labor or effort.
E aprop emplastra aquel e fay adhirir la camba am la coyssa, e aprop lia aquelas emsemps am una benda per tres dias o per quatre, e aprop deslia aquelas.	And then plaster it and make the leg adhere to the thigh, and then bind them together with a bandage for three days or four, and then release them.
E no uze le malaute de ambulacio per alcus dias, entro que sia sanat e cofortat.	And do not allow the patient to walk for several days, until they are healthy and comforted.
Mays si la reduccio de lu a tu es excusada, lahoras aministra fort extencio am liamentz dels quals en la curacio de la hancha precedit narracio.	If the reduction of it to you is excused, then administer strong extension to the ligaments which are involved in the cure of the aforementioned injury.
Capitol .xxxiii.	Chapter 33.
De la curacio de la dislocacio del talo.	On the cure of dislocation of the ankle.
Le talo alcunas veguadas es remaugut per petita remocio, e alcunas veguadas es dislocat segon compliment, e la dislocacio de lu es fayta o a las partidas dedintz o a las partidas deforo.	Some ankle joints are removed by small movement, and some joints are dislocated according to their completeness, and the dislocation of it is made either backward or forward.
E le senhal de la dislocacio de lu es que vezes le talo imflat procedent a la partida a la qual es dislocat.	And the sign of the dislocation of it is that the ankle becomes swollen preceding the part to which it is dislocated.
Mays la curacio de la remocio de lu es de leugiera reddicio, e es que sia extendut am facilitat am las mas e sia engualhat entro que retorne.	But the cure of its movement is by gentle reduction, and it is that it should be extended with facility and ease until it returns.
Mays en la curacio de lu quan es dislocat segon compliment, cove que fasses cezer le malaute dreyt, e tengua aquel un ministre fort e valent de la partida detras del dos de aquel en le mieg loc de lu.	But in the cure of it when it is dislocated completely, you should make the patient straighten up, and hold that with a strong and valiant servant behind the two pieces of cloth on the middle place of it.
E aprop te tu am la tieua ma dreyta le pe de la pus sobirana part, e am la tua ma sinistra de la part pus dejos del pe en le loc de la cavilha.	And then you put your right hand straightening the foot on the upper part, and your left hand on the lower part of the foot at the place of the ankle.
E aprop atira le pe a tu am la tua ma dreyta, e aprop am la sinistra per dos veguadas, e aprop exten am la sinistra; e empelleys le pietz del pe am la dreyta deves la camba ses trebalh.	And then pull the foot to you with your right hand, and then with your left hand for two inches, and then extend it with your left hand; and place the toes of the foot in a straight line from the leg.
E fay aquo doas veguadas segon que havem comtat.	And do that for two inches according to what we have counted.
E aprop empelleys le pietz del pe a la camba la tersa veguada, e tu es a la cavilha.	And then place the toes of the foot on the leg at the third inch, and you are at the ankle.
Donc si retorna en una veguada o en dos segon aquesta manieyra, e si vezes le pe engualhat, es bo; e sino, lahoras sobre lu itera la operacio, quar aquel retorna.	Then if it returns to one inch or two according to this method, and if the foot becomes swollen, it is good; and if not, then repeat the operation, because it will return.
Mays si a tu es prohibida la reduccio de lu am aquo que havem recomtat, lahoras fay jaser le malaute sobre le sieu dos sobre terra, e estrenh un paysel mot en terra fermat, e que caja entre las coyssas de lu, e tu ja has envolopat sobre lu drap per so que no ledesca le malaute.	But if the reduction of it is prohibited with what we have recommended, then make the patient sit on their two feet on the ground, and stretch a pillow strongly on the ground, and place it between their thighs, and you have enveloped it with a cloth so that the patient does not move.
E aprop le ministre de lu tengua las suas coyssas, e aprop autre ministre extenda le pe am las suas mas o am liament que lie sobre le col del pe; e aprop extenda aquel quascun ministre contre extencio del sieu par, e le payssel sia extant entre las coyssas del malaute retinent aquel, per so que·l cos de lu no sia atirat a las partidas dejos deves la sua extencio.	And then the servant of it holds its thighs, and then another servant extends the foot with their hands or with a ligament that lies on the neck of the foot; and then extend that servant against extension of the foot, and the pillow is extended between the thighs of the patient retaining it, so that the body of it is not pulled towards the lower parts from its extension.
E aprop le metge enguala la dislocacio am las sieuas mas, e autre ministre tengua la coyssa sana a las partidas dejos, quar la dislocacio retorna am la facilitat.	And then the doctor reduces the dislocation with their hands, and another servant holds the healthy thigh at the lower parts, so that the dislocation returns with facility.
