Ayssi comensan las paraulas de Albucasim .	The words of Albuca's doctrine begin here.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	And properly ignite the ember according to its manner, and iterate that if necessary.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	But in ventosa that is administered in the illness of pleurisy, with water, where there is no cross-shaped handle nor hole, and it is not administered except to be filled with water, and it is placed on the member alone.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	And this is its form: And the larger this ventoza is, the better it is, because it can receive a great quantity of water.
Capitol .xcvii.	It seems like we've reached the end of the text!
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Sanguissuguas are not administered on soft members, but rather on members where it is not possible to apply ventosas, due to their small size, such as the tongue and gums, which resemble them; or on a denuded bone, like the tip of the nose and similar ones.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And the quality of using those that you have found sanguisugas that are in the waters of pure burning mud.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	And it should be left for the day and night in water until they are famished, and no cause remains in their belly; and it should be evacuated from the body through fleubotomia and ventozas; and it should be fumigated with a member of the patient until it becomes red; and it should be placed on top.
E cum son umplidas e caso.	And when they are filled and broken.
E si es possible succio del loc am ventoza, es mays derier en juvament.	And if it is possible to suck out the place with a ventoza, it is more expedient in judgment.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	And if not, then wash the place with vinegar and appropriate water, and it should be fumigated and expressed.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	And if the blood flows out of the body and onto the site where the sanguisugas are located, and it is there that they begin to sweat, then you should dip a cloth in cold water and place it on top until the sweating subsides.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	And if the blood is multiplied, then sprinkle vitriol powder or guallas and similar substances that are stiptic causes on it until the blood is absorbed; or apply the ashes of excocicated beans to the location and let them adhere to it until the blood is absorbed.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	And when it is necessary, iterate on the sanguisugas, whenever possible to change those.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	And if the sanguisugas are prohibited from suspension, then wash the location with recent blood or insert an awl into the places until it bleeds; and then apply, because those that feel any blood soon become attached.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	And when they start to clot, sprinkle a little bit of crushed aloen, or salt, or ashes on them, and cauterize immediately.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	So begins the process of the third part: restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is often necessary in the art of medicine; it is restoration of fractures and dislocations that have occurred by chance in the bones.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Oh, son of mine, be wise and know that foolish doctors and the common folk, as well as those who have not read the books of the Ancients or have not even glanced at them for a moment, take pride in this chapter.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	And because of this reason, the manner of the scientists in our land is privatized; and you should not forget it at any time; and I have not added anything that comes after, but only through the length of reading the books of the Ancients and study on the understanding of those things, until I extracted the science from them.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	And I have directed my attention to experimentation and study throughout the length of my life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	And I have already described everything that my science contains and on which the best experiment has passed; therefore, I have shortened this for you others and freed it from the occupation of elongation; and I have shortened it in the end of abbreviation; and I have shown it at the end of declaration; and formed it into many forms of instruments that are administered there, just as it was done in two previous chapters.
Capitol primier.	The first chapter!
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	A new chapter begins!
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	It seems that the author is now introducing the main ideas of this chapter, as well as the framework for understanding the concepts that will be discussed. The title "Cove donc que diguam en le prohemi de aquest capitol" suggests that the author is providing an overview or summary of the chapter's content.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	It seems that the author is now providing guidance on how to approach a situation where a fracture or dislocation has occurred. The phrase "E donc dic que quan accideys" suggests that this is a warning or advice being given.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	It seems that the author is now providing guidance on what kind of food and nutrition to provide for someone who has suffered a fracture or dislocation.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	The author is now providing guidance on how to help the patient return to their normal routine and regimen.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	It seems that the author is now providing guidance on what kind of food and nutrition to provide for someone who has suffered a fracture.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	The author is now discussing the issue of osteoporosis and its relationship to age.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	The author is continuing to discuss the issue of osteoporosis and its relationship to age.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	The author is now discussing the idea that nature has a way of compensating for and adapting to broken bones.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	The author is now emphasizing the importance of providing the patient with food that is rich in nutrients and has a high viscosity, in order to facilitate healing and recovery.
Mota diversitat de fractura segon diversitat del membre.	The author is now discussing the different types of fractures that can occur depending on the location and nature of the affected limb.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	The author is now emphasizing that the types of fractures can be diverse depending on the location and nature of the affected limb.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	The author is now concluding the discussion on fractures and emphasizing the importance of remembering all types of fractures.
Mota diversitat de fractura en si meteyssa.	The author is now highlighting the diversity of fractures within themselves.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	The author is now highlighting the diversity of fractures within an individual's bones.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	The author is now concluding the discussion on fractures and emphasizing the importance of remembering each type of fracture in its own unique context.
Mota senhal de fractura del os.	The author is now providing a summary or key point about fractures.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	The author is now describing the signs or indications of a bone fracture.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	The author is now describing a situation where there is no obvious twisting or bending of the affected limb, and even when pressure is applied, the patient does not experience significant pain. The author concludes that in this case, there is no fracture.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	The author is now suggesting that even if there is no obvious fracture, it is still possible that there may be some degree of twisting or bending (tortuositat) or a small crack (petita fissura). The author advises against applying excessive pressure or compression to the affected area, and instead suggests pausing to consider the relevant medications and their potential effects on the situation.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	The author is now emphasizing the importance of recognizing and addressing any underlying issues that may be contributing to the fracture or injury.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	The author is now providing guidance on how to treat an abscess that has developed in response to the fracture or injury.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	The author is now emphasizing that restoring and dressing (agulacio) a wound on the soft tissue (lu) is generally easier than doing so on bone (os).
E aprop strenh aquel segon que vindra la rememoracio de lu.	The author is now concluding by emphasizing the importance of remembering the key points discussed earlier.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	The author is now discussing the need for surgical intervention in cases where a bone is fractured and has split into two parts.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	The author is now discussing the importance of returning the fractured bone to its natural position and maintaining it there until the bone has fully healed.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	The author is now emphasizing the importance of being cautious and careful in one's actions, especially when performing an operation or treatment on a patient.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	The author is now emphasizing the importance of taking advantage of opportunities and making adjustments as needed.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	The author is now describing a situation where the excessive stretching and compressing of a limb can lead to the development of an abscess or contracture, similar to what has been observed in the past through the operations performed by foolish doctors.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	The author is now describing the importance of proper positioning and alignment of the limb, as well as rest and relaxation, to prevent pain and discomfort. The passage also emphasizes the need for careful observation and management of the patient's condition.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	The author is now describing the quality of the bone structure that they are recommending, and emphasizing that each limb has its own unique characteristics in terms of size, shape, and form.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	The author is now describing the wrapping or bandaging process for small limbs such as arms, hands, and fingers.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	The author is now describing the wrapping or bandaging process for larger limbs such as the torso and legs.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	The author is now describing the process of starting to wrap or bandage a limb that has been fractured, and emphasizing the importance of pausing to adjust the wrapping as needed.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	The author is now describing the process of wrapping or bandaging a fractured limb, with an emphasis on ensuring that the wrapping does not put pressure on the fracture site.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	The author is now describing the process of gradually stretching and relaxing the wrapping or bandaging around the fracture site.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	The author is now describing the process of applying a second layer of wrapping or bandaging over the initial wrapping, and emphasizing the importance of ensuring that the wrapping is even and smooth.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	The author is now describing the process of applying a pause or break between layers of wrapping or bandaging to prevent any pressure or tension on the fracture site.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	The author is now describing the process of applying a pause or break between layers of wrapping or bandaging, and emphasizing the importance of allowing the area to rest and recover before proceeding.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	The author is now describing the shape and size of the stars (stelhas) that are to be used in the wrapping or bandaging process.
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	The author is now providing additional instructions for wrapping or bandaging a fracture.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	The author is now providing instructions for the threads (fils) used in the wrapping or bandaging process.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	The author is now discussing the importance of using threads that are not too thin or too thick.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	The author is now discussing the importance of avoiding pressure or irritation on the patient's skin around the fracture site.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	The author is now discussing the possibility of a fracture occurring in a specific area of the body (plaqua), and how it can lead to disruptions in the body's natural healing process (codena).
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	The author is now cautioning that it's not necessary to immediately wrap every broken limb with stars (stelhas) on the first day. The phrase "la qual causa es" means "which is due to", and the author attributes this to the fact that when a limb is large, it doesn't require wrapping with stars until after 4-7 days or more, depending on the patient's risk of developing an abscess (apostema caut).
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	The author is now concluding that this is the method used by the Ancients to treat fractures and other injuries, specifically wrapping them with a type of plaster (emplaustres) that was applied over the fracture site.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	The author is now describing the method of applying emplaustra (a type of plaster) for treating fractures, specifically for women and children, as it is well-suited for this purpose. The text also provides instructions on how to prepare the emplaustra.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	The author is now providing additional instructions on how to prepare the emplaustra.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another method for an ointment to restore fractures and dislocations and twists: recipe of asafetida, of ladanum, of acacia, of enula, and myrrh, which is the root of salvaged melon seed, one ounce of each; of myrrh and aloes one ounce five; of alochil twenty ounces; all are crushed and sifted and mixed with water or album of honey if the patient's complexion is scaly; and it is appropriate to use this ointment, for it is of good composition and restores broken bones slightly, and cures many men.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another method for an ointment that cures fractures and twists: recipe of myrrh and white altorone one ounce ten; of myrrh and aloe one ounce five; of acacia six ounces; of Armenian balm twenty ounces.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	The final sentence!
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	Another method for making an emplaustra!
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	The limitations of this emplaustra!
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another method for making an emplaustra!
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida .i.; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	A shortened method for making an emplaustra! The final instructions!
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	The exception!
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another method for making a stronger emplaustra!
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	The wisdom of Hippocrates!
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	The wisdom of Gualia!
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	A recipe for an emplaustra to treat lesions and pain!
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	The importance of proper application!
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	The warning signs!
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	The treatment protocol!
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	The gentle approach!
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	The final touches!
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o .vii.; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	The waiting game! The importance of patience!
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	The art of adjusting the constriction!
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	The importance of proper nutrition!
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	The mistake of the unwise restorers!
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	The wisdom of experience!
Capitol segon: De fractura quan accideys en le cap.	The next chapter!
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	The various types of fractures!
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	The extent of the injury!
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	The depth of the fracture!
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	The tiny fracture!
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	The fracture that's caused by impact or percussion!
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	The prevalence of this type of fracture!
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	The classification of fractures!
E yeu vindre am reremoracio de tot aquo en son loc.	The recall of previous knowledge!
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	The detection and investigation of fractures!
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	The detection of the capillary fracture!
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	The importance of considering the patient's symptoms in treating fractures!
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	The importance of addressing non-related symptoms!
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	The importance of studying the bone's anatomy!
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	The importance of considering the season!
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	The importance of identifying and treating comminuted fractures!
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	The importance of careful examination and diagnosis!
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	The importance of careful examination and treatment!
E aquo sia segon una de dos manieyras de operacio.	The possibility of multiple surgical approaches!
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	The description of two different surgical approaches!
E aprop administra mays le inscissori pus lat que·l segon.	The importance of using the right instrument!
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	The variety of instruments and their uses!
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	The importance of using the right instrument for percussion!
