Ayssi comensan las paraulas de Albucasim .	Albucasis begins his treatise as follows: 
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	Once you have completed the restoration of the bone, then immerse a cloth in black styptic wine and apply it; especially if it is summer, do not place on the wound any kind of ointment or oil, so as to avoid causing decay or corruption.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And then give the patient stars at the time of completing the restoration of the bone, and leave the wound uncovered so that you can cut away the flesh with scissors and use appropriate dressings according to the size of the wound.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	Take utmost caution not to strain the wound with the fracture, as many foolish doctors have done this and brought about the death of their patients or caused them severe illness; only harm comes from it.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if your binding is light, soft, different from the binding of other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	Here is my translation of the provided text: 
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	Here is my translation of the provided text: 
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	Here is my translation of the provided text: 
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	Here is my translation of the provided text: 
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And for those swellings that are separated downward and extracted, those that remain unseparated from them and cause the member to be afflicted with pain, make an incision in them as you can.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if there is swelling in the wound due to abscesses or other types of corruption and putrefaction, it is necessary to apply the appropriate water for its cure, as described earlier in this chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	Now, let me explain what you should do when the bone is dislocated: it protrudes from the limb like the bones of the hip or thigh and resembles those in larger limbs. Do not attempt to pull it out forcefully, as this may lead to various complications that can cause death. Instead, leave it alone for about twenty or thirty days, and then treat the wound if you see fit; otherwise, just let it be.
Capitol .xx.	I apologize but I don't understand your request. Would you like me to translate another paragraph of the medieval medical treatise?
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	On the treatment of knots that form on the scar of a fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Certain complications can arise with these knots on the healed fracture scar, especially when they are close to joints and distort the shape of the limb; sometimes, it may even hinder its natural movement.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Here is my best attempt at translating the provided text: 
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And leave the bandage tight without loosening it for many days; then loosen that one and apply another, while still applying pressure to the swelling; or place a lead plate over it appropriately, because lead has the property of reducing everything that is inflamed in the limbs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	When the swelling has become hard and tight, and it is necessary to incise and open it widely, then cut into that part of him which is highest, remove the superfluous and protruding matter, or drain it with some instruments while still applying pressure; and treat it until it is healed.
Capitol .xxi.	I am unsure what you mean by this request. Could you please provide more context or information? I'd be happy to assist once I understand your query better!
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	Concerning the restoration of fractures, when it is restored but what remains of that limb stays weak and frail without returning to its natural state.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a fracture of the bone is restored but the limb remains weak and frail, it occurs due to various reasons: one being an excess of fluids in the ligaments and their attachments failing as they should; or due to excessive tightness of the ligaments which prevents proper nourishment from reaching the limb; or because of too much superfluous bandaging; or unnecessary movement at the wrong time; or a lack of blood flow caused by weakness in the patient's body.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And the cure for this is to give the patient something soft and gentle to eat until their blood has multiplied within them, administer baths, and surround them with warmth and joy.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	Then place clay on the affected limb, ensuring that the clay draws out and absorbs any excessive nourishment from it, or continue to apply thick, lukewarm water compresses until the nourishment flows back into its natural state.
Capitol .xxii.	The number "xxii" likely represents chapter 22 in this medieval medical treatise. Is there any specific text from this chapter that you would like me to translate or explain? I can provide further assistance if needed!
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	Regarding the healing of broken bones that have been improperly set, avoid any operation or attempt to move them for fear of causing further damage." 
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When there is a recurrence of deformity and swelling in the healed member, as well as pain and tenderness at the fractured bone and joint, and if due to this, the shape of the limb is affected, but however the limb is not restricted from its natural movement, then it is not necessary for you to take heed of those who believe that this limb has recently been broken.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	But there have been many false doctors and healers who have done this in our land, and such an operation is highly deplorable as it leads to great fear with the outcome often being fatal.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	But if there is lameness and stiffness that is recent, then it is necessary to apply poultices with tepid water in which are mixed softening herbs, such as marshmallow leaves and roots, as well as others like them; and have the patient use a plaster with a softening ointment such as diacylum well-prepared; or let him take a mucilage of marshmallow root and be anointed with goose grease or almond oil, and be plastered with it; or they may eat fat figs and be wrapped in pigeon feathers, and likewise with the other medicines which are called consolidating poultices.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And sometimes it is dissolved with gentle and frequent friction that should be done with the most humid substances, and you must administer some movement of the member at all times.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	If the tortuosity has already advanced and is done strongly and turned into a stone, and requires the use of iron to cure it, then it is necessary to stop its growth and dissolve what continues from it, and remove with fine knives that which superfluously ties up this bone, and facilitate ease in that task with care and study.
Capitol .xxiii.	It seems you may have provided an incomplete sentence or fragment of text. Could you please provide more context or clarify what you would like me to do with this information? I'd be happy to assist you further!
De sermo en dislocacio.	On the topic of dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is the displacement of any joint from its place, preventing its mobility and distorting the figure of the member; it causes great pain and injury to the patient.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	So when any dislocation occurs, it is necessary to quickly pierce and reduce the member back into place; one must not delay this reduction as if delayed, the joint will become inflamed and very hard due to inflammation, making it difficult to reduce the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	Certainly! Here's my translation of your provided text: 
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	Here is the translation of the first source sentence: 
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And every part [of the body] should be treated with this [treatment] of which the description will follow in its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	I have already arranged the chapters on dislocation according to what is followed in fractures, from the uppermost part of the body to the lowermost.
Capitol .xxiiii.	Chapter XXIV.
De curacio de dislocacio de la mandibula dejos.	On the treatment of dislocation of the lower jaw.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	When both lower jaws are dislocated and the dislocation is made in one of two ways: either they are pushed out of their places by a small movement, being slightly softened; or they are completely dislocated with great force, so that they are softened at the point of the joint, where the patient's tongue runs over and he cannot keep it back nor close his mouth, and his tongue is wrapped around itself.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	But when the patient's dislocation is small, it often returns on its own due to minor causes in most cases.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	But if the dislocation is complete and severe, it should be reduced gently and not delayed at all.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	Here is the translation of the provided text: 
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	Here is the translation of the provided text: 
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	Here is the translation of the provided text: 
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	Here is the translation of the provided text: 
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And this should be administered with ease, and you must not work over the perception of the mouth regarding eating and drinking and recitation, while the jaw is still broken and healing.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if it is difficult to reduce the dislocated jaws when they are displaced and have not returned to their positions, then great care must be taken as fever will likely occur alongside frequent sweating, and often the stomach of the patient becomes agitated, causing them to vomit bile.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see this happening, know that it is a sign of impending doom; for most patients who experience these symptoms will pass away within ten days.
Capitol .xxv.	The number twenty-five in Roman numerals is represented as "XXV". Would you like me to convert any other numbers for you?
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	On the reduction of the dislocation of the furcula and the end of the muscle." 
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	Furcula is not dislocated from the inside of the thigh due to its connection with the feet; sometimes it is dislocated outwards, and this can be felt.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And to restore the patient, have them lie on their back and extend their arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Then squeeze the area with your palm using strong pressure, for it will return to its place.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And then apply an ointment and powder plaster over that area, binding it firmly in place.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	The extremity of the one whose shoulder is cut and connected to that place will never be dislocated again; it should be reduced and bandaged as we have said, according to your equipment.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	Then apply an ointment and powder plaster, and use a bandage to secure it tightly. Instruct the patient to maintain tranquility and rest until they are healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	With this method, the extremity of the muscle is reduced when it becomes separated from its place.
Capitol .xxvi.	It seems that you have provided me with the chapter number of the medical treatise. Is there anything specific related to Chapter 26 that I can assist you with? Perhaps translating another sentence or providing a summary of its content?
De la reduccio de la dislocacio del muscle.	De la reduccio de la dislocacio del muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partita dejos.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	Here is my translation of the provided text: 
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	Here is the translation of the given text: 
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And it is not rare for some men to experience a blow or fall, resulting in the rapid development of an abscess in their muscles, and they become paralyzed due to this dislocation.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Therefore, you should push this inside the area above his testicles, and then proceed with the treatment.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And the dislocation is known when it occurs near the testicles; so that you can differentiate between the dislocated muscle and the healthy one, as there will be noticeable differences between them; and you will find at the head of the affected muscle a concave area below the testicles which feels like an egg, and the patient cannot reach their hand to their ear or move it at all.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If the dislocation is below or above the foot, you will find it evident to the touch, and it won't be hidden.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And this type of dislocation has an easy reduction when it is recent, and the patient is a child.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	The reduction process involves the attendant lifting the patient's arm above their head; then placing your thumbs below their testicles and raising the joint with strength to its place; as the attendant raises the patient's hand, stretching it upwards; then allowing a gentle return.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	Here is my translation of the first source sentence: 
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Here is the translation of your first source sentence: 
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	If the patient is feeble, then ensure that no other cause aggravates him, as the dislocation may quickly recur.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced in another manner: by placing a long pole on the ground with its head shaped like a mortar pestle (neither thick nor thin), and then placing the patient atop it; next cover the top of the pole with some linen sheets, have the patient stand according to the length of the pole, and extend their arm towards one side while the other is extended below them on the opposite side; and stretch out their body from that side with force, as this will swiftly return the joint to its proper place.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult to reduce due to all the reasons mentioned above, then try this treatment method: take a wooden rod that is two arms' length long and four fingers wide, its thickness should be comparable to a man's thumb.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	Then cover the rounded end of the rod with linen sheets to ensure it doesn't injure the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Place the wooden rod underneath the patient's thumb and extend their hand or arm over it towards one side; then tie the rod to their helper's forearm as well as the patient's arm, securing its end around the tip of the patient's finger.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Now place the arm on a step of the ladder according to its latitude, and have the hand extended towards the parts below, while the other body is suspended from the other side, for the joint will soon dislocate.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And once you have completed the insertion of [a body part] according to each possible manner, it is necessary that you place a titillic on top of the affected area with an equal amount of force; then apply a prepared plaster made from powder of moli and egg albumen over the entire muscle, so that it covers everything, and then strap the titillic tightly but decently. The ligature should be wrapped around the plaster, and the patient's hand should be attached to their neck, left loose, and not disturbed for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And it is advised to keep the patient's diet light, so that their body may be more comfortable and recovery can be eased.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	Then their diet should be increased after seven or five days and some exercise should be performed. If the patient remains firm and is not softened [by said exercise], then they are healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	If the joint is dislocated due to excessive moisture or another cause, then it must be treated with a pointed cautery in three spots, as previously mentioned in the chapter on cauteries.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	Understood! Here is the translation of your first provided sentence: 
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	Of the dislocation of the one that is made between the feet and the navel or the parts behind it, reduction is done with a push and pull with hands until it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And apply the same treatment to the other side, and cure it until it is healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if the healing process slows down in the member and its movement becomes delayed, then let the patient use warm baths until that heaviness is alleviated and it returns to its original state.
Capitol .xxvii.	The Roman numeral xxvii corresponds to 27 in English, so the text may be referring to chapter or section 27 of this medical treatise. Is there another line from the text you would like me to translate?
De curacio de dislocacio del coyde.	On curing the dislocation of the hip joint." Is there anything else I can help you with today?
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	Know that the hip joint is dislocated with difficulty and returns with difficulty; and it can be dislocated in all directions but mostly towards the front or backwards, its dislocation is not hidden from you when examining it manually or by touch regardless of how it is dislocated, and when you align the dislocated hip bone with your hand, this becomes evident to you as the joint is concave and cannot bend the arm nor reach with that muscle.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	Here is my best translation of the text:
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	Here is the translation of the provided text: 
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	If the dislocation is at the front part, then return it by bending the arm back towards their hand while striking the elbow with the edge of your palm.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not yield to the reduction, then administer a vigorous extension with great force.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And have two assistants extend the arm, with each assistant holding one end of it to prevent the arm from being pulled away during the extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	Then rotate the arm around in all directions, wrapping it with a folded cloth or bandage along its length.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	When the physician touches the joint with their hand, grease it with some oil to create a slippery surface that aids in lubrication for the joint's movement; then manipulate the joint with vigorous impulses while returning its position.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	After the reduction is complete, apply a poultice made with a mixture of styptic herbs and egg whites; secure it tightly in place, then hang the arm from the patient's neck, leaving it suspended for several days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	Then it is unbound; thus, if the joint has been properly reformed in its place, untie the bandage from them and allow it to remain free.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	Here is the translation of the provided text:
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	Here is my translation of the provided text: 
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And then remove that, and place him in a bath; when he is immersed, you rub the joint with a warm friction, and then repeat this procedure every hour, for the second time, and the third.
am intrament de banh, entro que sia linit.	A wooden bathtub, which is narrow in shape.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish, place over him an oozing cowhide soaked in warm water and spread it on that; do this several times, for the hide is moist and returns to its natural state.
