Ayssi comensan las paraulas de Albucasim .	Here is my translation of your provided text: 
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	Then place plaster and bandage over it, and put a small table below the arch of the foot, with its two ends flattened.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	Strengthen that with the foot with a descending structure, as you have wrapped it with cloth and other necessary things.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	And when three or four days have passed, then you can undo the bandages, for you will find that the bones are pushed back into place, whether they were broken or dislocated, and this operation on them is as such.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	But if some say they are broken, then restore them, and push those back into place just as I have told you in the operation for restoring fingers of the hand.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	Then place the broken finger with a splint according to the length of the finger and let it be on its side slightly; then put this foot back on that table I mentioned before, and secure it with a descending structure.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	And it is important for you to remember not to overlook any of the causes that I have mentioned to you regarding other fractures and accidents we have discussed; apply yourself to each accident with whatever treatment is appropriate.
Capitol .xviii.	It seems like you might be referring to chapter 18 of this medieval medical treatise. If there's any specific information or translation you need from that chapter, feel free to provide more details!
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	On the fracture of the pubic bone in women, as well as the penis bone and male member." 
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When a woman's womb is contracted, make her sit on a stool with a hole, and then tilt her slightly towards the back, and she should be held from behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	Then the midwife should fill the womb with cotton, and it should be done in her as desired; then the woman should be shaken and her back gently lifted, for everything that is forgotten will return before the entrance of the womb as hoped, and the contracted bone will heal.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	Then place powders on her back, and when she wants to urinate, wet the cotton with ease; then let her urinate, and return it as you did initially, and then restore her powder first.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	Do this for around seven days, as it is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you wish, take a sheep's bladder and stretch it over the neck of a canava straw; then insert the entire bladder into her womb, and blow vigorously into the straw until the bladder is inflated inside the womb, for the fracture will heal.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	Then it should be filled with cotton and left for some days as we have recounted, until she is healed.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	Here is the translation of your provided text: 
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	Here is the translation of the provided text: 
Capitol .xix.	Certainly! Here is my translation of the provided text line by line: 
De restauracio de fractura dels osses quan es am plagua.	When restoring fractures of bones when they are infected.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	It is beneficial for someone who has suffered an infected fracture, especially if the bone is large like the thighbone or the arm bone, or similar, that you treat them and bloodlet them immediately as long as the conditions for bloodletting apply to you, as we have mentioned above.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	And if the infection discharges blood, then ensure that you cauterize it and apply powdered eggshells to it; this should be done in addition to any other treatments as well.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	Then begin to restore the fracture on that same day by placing it in a splint; do not delay this process unless an abscess forms.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	However, if an abscess appears, then leave the restoration of the fracture for up to ten days, until the abscess subsides; do not approach it on the third or fourth day specifically, as you will cause harm.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	However, if the broken bone is protruding from the skin, ensure that you pierce it to reduce the prominence and align it with your hands as easily and gently as possible.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	It seems you are referring to a medical procedure, possibly a surgery or treatment for an injury or illness. I will translate the provided text line by line into English: 
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	And whether it is round or only slightly thick, so that it cannot be bent you must apply compression to this during the operation.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	And it should have an acute tip with a margin at its extremities; and let the top be inclined towards thickness, and from the middle to the end towards thinness.
E aquesta es la forma de lu:	And this is the shape of it:" (The text likely continues with a description or illustration of the medical tool being described, providing further details about its form.)
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	And it is named in Greek 'labre volentz atelarem', which means a small shovel.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	Because it is necessary that its acute tip be placed with the edge elevated over the protuberant bone.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And force it into the cavity behind the bone until it returns to its place, and equalize it with some compression.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	And thus try to align the ends of the fracture between them; and if the broken end is fragile and does not take well to the instrument, then you must force the end of that bone inwards so that the instrument can grasp it.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	But if you cannot reduce the bone completely with what we have described, then cut it with one of the knives that we mentioned earlier or saw it with one of the saws in any way that is feasible to you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And there is also some that remains in the bone due to roughness and small scratches.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And when the bone is reduced and still causes severe pain upon movement, you know that it has not returned to its natural position; therefore, do this as it will greatly benefit the patient.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	Once you have completed the restoration of the bone, immerse a cloth in strong black wine (vinegar), and especially if it is summer; do not place any cerote or other oil-based substances on the wound to prevent decay and corruption.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	Then give them a drink at the time of completing the bone restoration and leave the wound uncovered so that you can cut away any unhealthy flesh with scissors and use appropriate dressings according to the size of the wound.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	Be extremely cautious to avoid stretching the wound by opening it further at the fracture site; as foolish doctors have done this before and brought about the deaths of their patients or caused them severe illness that only worsened over time.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if your tightness (traction) is light, soft, different from that of other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	Here is my best attempt at translating the provided text into English: 
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	Under these circumstances, when the plague first begins to affect an arm in a patient, then you should remove the cloth that you have placed over them and administer ointments which our custom dictates we use for plagues such as the Tetrafarmakon or something similar.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	You must ensure that the wound is dressed and inspect it every morning and evening until it is fully healed and closed up; you should position the affected limb so as to facilitate easy drainage of pus from the wound. 
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If many days have passed since the wound appeared and it has neither healed nor separated from the arm, you should know that maggots are now present within for they thrive in such conditions; you must then immediately clean the wound thoroughly. 
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And regarding those maggots which have not been removed and are still inside causing great pain to the limb, you must then proceed to cut them out as best you can. 
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	Here is my translation of the provided text: 
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: When it comes to this situation, my advice is that you should be careful and take care of the wound yourself: when the bone is broken, extend over the affected limb like with a thigh or arm bone and similar large bones, do not attempt to move him or extract him because many times this results in death; let him lie there until he can move on his own, which may happen after 20 or 30 days; then treat the wound if you know how, otherwise just leave it.
Capitol .xx.	I am unable to find any information about "Capitol .xx." Could you please provide more context or details so that I can assist you accurately? Perhaps there is a specific text or reference you are looking for within this section?
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	Here is my translation of the provided line: 
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Here is the translation of the provided text:
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Adonc considera si la nodacio es recent e aministra en aquella medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquella alcunas o totas, e comfesiys aquellas am vi stiptic, o am album de huou, o am vi agre, e pausa aquella sobre la nodacio en estopa, e constringeys aquellas sobre lu per bona constriccio.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	E leyssa extrictura que no deslies aquella per motz dias; e aprop deslia aquella e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquella lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquella coytadament, e lahoras scindeysquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.
Capitol .xxi.	It seems like you've provided a series of sentences that I should translate into English. However, there is no text in your message besides the provided guidelines for translation. Please provide me with some text and I will be happy to assist you!
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	On the restoration of fractures, when it is restored but this remains a member delicate and feeble not according to its nature." 
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a bone fracture is healed, but the limb remains delicate and weak, it can be attributed to several factors: one reason could be an excess of fluid around the ligaments and tendons, which was not properly drained; or due to excessive tightening of the ligaments, preventing nutrients from reaching the limb; excessive ointment application; inappropriate movement during recovery; lack of blood in the patient's body, or overall weakness.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	The treatment for this involves feeding the patient to strengthen their heart, allowing blood to multiply within them; administering baths; and keeping them entertained with music and laughter.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	Then apply wax to the affected limb, as this will draw out nutrients; or continue with an ointment made from thick water, ensuring that nourishment flows and returns to its natural state.
Capitol .xxii.	Chapter 22.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	On treating twisted bone fractures, where the operation has been incorrectly performed and prevented proper healing.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When the healed limb experiences a recurrence of its twisted and protruding bone fracture, along with knots, which distorts the shape of the limb but does not hinder its natural movement, it is not necessary to assume that the limb has been re-fractured.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	There have been many foolish doctors and healers who have done this in our land; such an operation is highly criticized, leading to great fear as its outcome can be fatal.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	If the lameness and stiffness are recent, it is advised to treat them with a poultice of tepid water infused with softening herbs such as marshmallow leaves, roots like that, and similar ones; make a soft-hardening plaster using well-made diacylum; or apply a mucilage made from marshmallow root mixed with goose grease or almond oil, and bandage it with gauze; or use softened figs and mix them with pigeon feathers, along with other medicines known for strengthening consolidation.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And sometimes it is dissolved by gentle yet persistent friction using the moistest hands, and administering movement of the limb in all directions at all times.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	However, if the curvature has progressed and become strong, turning into a stone-like form and necessitating correction with metal, then it is required to first cease its growth and dissolve any continuous bone, incision of which superfluous stiffness should be made with sharp instruments, and ease must be provided there with care and study.
Capitol .xxiii.	It seems like you've provided an excerpt from a medical treatise written in an ancient language. Here's my best attempt at translating it line by line into English: 
De sermo en dislocacio.	De sermo en dislocacio." 
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is the displacement of any joint from its original position, which restricts movement and results in a deformed appearance of the limb, causing severe pain and injury to the patient.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when a dislocation occurs, it is necessary to immediately determine whether it needs to be perforated or reduced, and the reduction should not be delayed. If the reduction is postponed, the joint will become infected with pus, making it much harder to reduce the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for this reason, the patient should not be massaged or stretched at the time of infection, as it often leads to muscle spasms and severe pain in that area.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	However, when this happens, it is necessary for you to proceed with the patient's flebotomy and then let the pus drain out. Then the limb should be anointed with warm water and oil, after which it can be reduced more easily.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And every joint should be cleaned with water, from which the memory of its original place will return to it.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	I have already arranged the chapters on dislocation according to what comes first in fracture, starting from the highest part of the body and moving downward.
Capitol .xxiiii.	Chapter 24. 
De curacio de dislocacio de la mandibula dejos.	De curacio de dislocacio de la mandibula dejos.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	Here is my translation of the provided text: 
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	But when the displacement is small, then in most cases it returns of its own accord with little cause.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	But if the displacement is complete and thorough, then it must be reduced gently and without delay.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And let the minister hold the patient's head, and let the doctor insert one of his fingers on top of their hand into the root of the jaw dislocation inside the mouth if the displacement is on one side; or insert both fingers together if the displacement is on two sides, and let the other hands of theirs be outside with which they are equal; and command the patient to close their jaws and allow those parts to return; and the doctor shall align the jaw and push it in until it returns to its place.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction is difficult, especially when both jaws are dislocated outwards, then administer vapour with hot water and oil until a light reduction of both is achieved without delay for either, as we have said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And so when they have returned and are aligned, but the patient's mouth is still closed and not softened, then place on them a poultice of linen with cerote, made of wax and rose oil; and let it be bound easily with soft bindings.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	Here is the translation of the provided text: 
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And this should be administered easily, and do not work on the perception of the mouth regarding eating, drinking, or talking while the jaw is still bruised and healing.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	If it is difficult to reduce the dislocated jaw and bring it back to its proper place, then frequent fever and constant acid reflux occurs, along with a slight distension of the patient's belly, slight nausea, and vomiting bile.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see this happening, know that it is a fatal condition; the patient often dies from such an incident within ten days.
Capitol .xxv.	The numeral 'xxv' in Roman numerals represents the number 25, so this likely indicates that the previous text is the twenty-fifth chapter or section of the medieval medical treatise. It's a way to organize and outline different topics or discussions within the text.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	This seems to be a heading or title for the subsequent section of the treatise, which appears to discuss the reduction or treatment of a dislocated collarbone (furcula) and the extremity of a muscle. The 'collar bone' is often referred to as the 'furcula' in historical anatomical texts, especially those from medieval times when Latin was widely used by scholars. It provides an overview of what the upcoming chapter will cover—techniques for resetting a dislocated collarbone and treating associated muscular issues.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The collarbone is not commonly dislocated internally towards the sides due to its continuous connection with the legs; however, it can be dislocated externally at the point of impact, which is evident by the feeling or sensation." 
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration of the patient is that they should lie on their back with their arms extended.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Then firmly press the area with your palm using strong compression, as it will return (to its place).
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And then place an ointment or plaster over that area and bind it securely.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	Unless the extremity of that limb, which is connected to the shoulder and continues from it, becomes dislocated on any day; then it must be reduced and bandaged as we have described earlier and according to what tools you possess.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And then apply the plaster, powder, and bandage tightly, and instruct the patient to adhere to tranquility and rest until they are healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	In this treatment, the extremity of the muscle is reduced when it becomes separated from its place.
Capitol .xxvi.	It seems that you have provided me with the title or chapter number related to your previous medical text. Is there any specific information or translation you need regarding this chapter? I can provide further assistance if needed!
De la reduccio de la dislocacio del muscle.	On the reduction of muscular dislocation." 
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Sure! Here's the translation of the provided text: 
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	Here is the translation of the provided text: 
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	E majorment es dislocated e defora eyssit a las partidas dejos deves le titillic, e majormente en aquells dels quals las carns son paucas, leugierament es dislocat; mays in aquells en les quals so motas carns, es eyssit fora am dificultat.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And very often some men experience a blow or fall, and their muscles become inflamed with a sudden bruise, and are rendered immobile due to the resulting dislocation.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Therefore, you should press this inward, what was protruding from him, and then proceed with the treatment.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	Dislocation is evident when you feel a depression below the little finger; so that you can distinguish between a dislocated muscle and a healthy one, for there is an obvious difference between them; and you will find in the head of the dislocated muscle a concavity and below the little finger the touch of the head of the muscle as if it were an egg, and the patient cannot bring their hand to their ear nor move it at all.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If the dislocation is below or above the foot, then you will find it obvious to touch, and it is not hidden.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And there is an easy reduction of this dislocation when it is fresh and the patient is a child.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	The reduction is that the practitioner lifts the patient's arm above; then place your thumbs below their little finger, and raise the joint with strength to its place; the practitioner lifts the patient's arm, and stretches it out; then places it down where it gently returns.
