Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albulaccius.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is a displacement of the joint or limbs and you must apply touch treatment without fear (implying not causing harm).
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	From this displacement it is felt that there will be light reduction when cold and inflammation descends into the malady.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	E the reduction of him is for lifting his body parts up above them and placing their pillows gently there just below it so that he can strengthen those joints again, with whom the servant elevates his body part by extension; and after a while returns leggedly.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	May if for that water returns not and because there occurs dislocation over days; the swelling of the limb must be immersed in tailwater (likely referring to a specific type of bath), treated with broth made from linseed, fenugreek, honey, and cumin—all administered.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Elevate the hips so they are resting on their two and place them gently with pillows as pauses await wool between rising and constriction, then have the midwife pause the foot of the patient, lifting up the head of the muscle at its vertex, pulling the covering of the hip to prevent swelling quickly in those parts, another attendant holds onto the hips' heads - this way they won’t become inflamed suddenly.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	If you wish to reduce this condition further: and make present before it a long home that is from there above his waistline (above the abdomen), and insert quickly its muscle into the distension of the belly, immediately drawing out the mass inside right away while another servant removes it through the patient's stomach.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	May if the thigh is swolthy (thickened), then where there comes another cause that holds it upwardly suspended, such that when it returns or displaces back again, here begins to worsen significantly.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	Here comes the first source sentence to translate: And another method of reduction involves placing a long staff with its head resting on mortar like bristle, which is neither thick nor subtle; position it over the waist where the staff drape lies, let the malady sit there for as long as possible along the length of the stick. Lay hands upon each part in turn and extend them so that flesh from another body region comes to strengthen this area; when doing so quickly returns joints (ligaments) back to their natural place swiftly.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	If it is difficult to reduce the body for all reasons mentioned above, then use this treatment as follows: grasp a staff with the length of which extends up to two cubits and hold that stick at an arm's length from you; shape its thickness according to the part specified in these instructions hereinabove.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	E place it back over the head with lions' garments, ensuring that their hat does not touch the waistband (of the patient).
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Here the stone is placed timely in the groin area and both arm over shoulder with sword into the divisions of time quickly; hold the sword on attendants, arms, and hand's extension.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Here the arm is placed on a scale in accordance with latitude, and the hand extended to all parts immediately below it; another servant hangs from the other side at that joint inside now.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	When the internal substance of the body is completed according to any possible way available to you, and after taking pauses for your sponge soaked in wool lint or alum paste made up entirely over all muscle layers; apply pressure bandages prepared with powdered molybdenum salt and white chalk on the entire muscle mass. This allows it to turn upside down, as well applying quick pauses for your sponge at stricture points tightly holding hands; fixate the arm'se bandage around the patient’s shoulder bone securely, making sure that there is no discharge of mucus from their mouth over seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	When food of the malady is sparingly taken and thus rests for their body part, then healing sets in upon it.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And if it is provided with more substantial food and engages in some form of motion, then already fixed or not soothed will also heal.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	If the joint is dislocated due to moisture that you have caused it or for another reason, then in that case administer cautions with three tools as described in the book of cautions.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	If all this pain is present and the ligament and joint are not fixed for seven days, then the bandage and strapping will reduce these over some times, and it won't be closed nor can that arm raise to the parts above, so you know that their nerves which belong to the muscle head or extensions/softening, this joint has never been stuck in place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet: it's customarily called gout (medical condition) by doctors;
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And when it is administered in that other constriction, care for it until healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	If you apply pressure to the body'dictio (gravity imbalance) in the limb and delay its movement, then have the humoral excess washed away until it returns to the patient's original state of nature.
Capitol .xxvii.	The given text appears to be an excerpt from a medieval medical treatise discussing
De curacio de dislocacio del coyde.	Regarding the treatment of spinal subluxation (a slight misalignment or partial displacement). Here is a possible translation line
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	Understand that the spinal column is difficult and resembles it; this dislocation occurs throughout all parts, mainly at the part above below (referring possibly to thoracic vertebrae), which are not immediately addressed by sudden actions or touches according to any particular figure where a dislocation has occurred – when you adjust an already misaligned spine, that is evident and here it arched outward such that your arm cannot bend at the elbow joint nor can you grasp whatsos muscle.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	When you have the hips locked together and reduce their dislocation as much as possible right now so that they can be cured by a tight splint; if there is an immobile fracture, it's difficult to restore completely, especially when it happens at the joints behind them, for then all other species of displacement cause greater pain and movements will hasten their death.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	When the restoration is possible for him/her, it means that his/her body should be extended with hands and arms outstretched, and their caregiver(s) are on their hips and legs holding their hands or pressing into the palm of their hand to return (or straighten) them back to position.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	If the dislocation occurs in parts ahead of time, return it to its place by bending your hand into its position until you hear a click on the joint near their palm.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	If dislocation does not submit to reduction, then apply vigorous extension and strong movement.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	When two ministers stretch out their arms, they hold that instrument with them so it does not get extended too much.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And have they turned their arms completely over it all, wrapping the long drape or lariat around the person's body, holding them.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	When the doctor touches the joint, apply some oil to it so that this is what helps with its lubrication; and strengthen the joint by means of vigorous massage until it returns to normal function.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	Here comes the line to translate: For the reduction of it that has been paused on that paste in which its stiffness and exudation are from bile under pressure within narrowed bowel passages, with the arm suspended by the collarbone and laid down for a few days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	Return it is placed back; and therefore if the joint formation occurs at that place, then you should pull out its ligament and fixate that area.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	If you see the joint not strained, then apply the plaster and bandage, leaving it in place for several days until extracted; afterwards return that as well.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	If you apply gravity to the reduction of the joint, and its position is in motion, then administer moisture soaked with cold (and possibly some warmth) gently; or pause over the joint where it's a fatty hernia, bind it tightly, and place that upon the bones during day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	Return that one (the affected body part), and wash/bathe the joint with water; when moisture appears on the spot due to movement, repeatedly rub it here, day after day for the first course of treatment, and continue likewise for courses two and three.
am intrament de banh, entro que sia linit.	Am inserted in that bath wherein it enters (the patient).
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	If you wish to pause over that damp and split wound at the edge of water, press upon it some times, then that very same will become dry and return to its proper disposition.
Capitol .xxviii.	Capitol .xxviii. (This line appears to be referencing a Roman numer
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	From the care of displacement fractures, it is at the joint between the arm and the body where this occurs. (Breaking down each Latin-influenced phrase for clarity in English)
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	When some of the masses are displaced and reduction (setting back into place) is difficult for them, it's contrary to other joints; however if there'supreem haste in placing that mass during its dislocation, so that a point or apomedication occurs at the location being set,
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	The reduction of the dislocation is that you stop the joint between the thigh and buttock on a table, and have the attendant extend this part away from it; then let the doctor or palm press upon the impending joint intersection until it returns to its place.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	Mays empero cover that which is considered to be in the palm on the belly of her, then place it between her two sides over a beam for extension and reduction; if she has dislocated previously must position her body as such intrinsically upon the beam so that the doctor'sin hand rests above this imminent joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if it returns soon, all is well; but if not, that part will harden and become an ulcer therein, and you cannot perform its reduction until the days have passed by.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	May the joint according to its twisted nature; and there is no cause in the belly, but it softens itself without any cause, so you understand that the nerves are knotted or spasmed, and at this point not only should your strength be used for proper care of the limb with caution tools (cautery), but also to provide good water which fortifies its purpose.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	So when one becomes restless after returning (perhaps from a medical treatment or bedridden state), place the recommended dressing on them, and bind tightly for days; furthermore, cut off their stockings and exercise those areas again.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	May it be that if the patient' extraneous movement is still present and they experience some heaviness in their limbs or joints, apply warm water to these areas until relieved (allowing for adjustment).
Capitol .xxix.	The text provided is written in an archaic style of medical Latin-infl
De la curacio de dislocacio dels ditz.	Of the treatment for displacement." This line suggests a discussion or instructions regarding therapeutic approaches to address issues related to b
Alcunas veguadas so dislocatz les ditz a tota partida.	Some movements have led to dislocation of the joints throughout the body." Here, it appears that certain actions or perhaps improper practices are causing joint dislocations in various parts of the individual
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	When a joint of those in the hands or abdomen is dislocated, I will pull it and cause its return to these places within wherein lies pain." This line indicates that when an individual's hand or abdominal (belly) joint becomes dislocated—a condition they are diagnosing as causing suffering at specific locations ("places of pain") inside the body. They then proceed with a treatment by pulling, presumably through some form of manual therapy like manipulation to realign and return what is called "dislocation" back to where it
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	Support the head of the body and suspend what is needed from which there was already a dislocation, leaving it for two days." Here they are advising that in treating certain types of joint or spinal issues ("dislocations"), one should provide support to stabilize the patient's neck (head) while also supporting any affected parts causing pain and immobilizing them
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	Support that part, extend it within which daytime is spent." This line provides further instructions on handling the affected area or parts during treatment when patients are awake and active ("day"). It suggests a specific approach to managing these issues while considering daily activities: resting certain body sections
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	When night comes, support that part while recounting the story of it and not allowing for its dislocation during daytime or engaging in movement with it at night time." This passage gives guidance on how to manage a possibly vulnerable body area after dark ("night"), emphasizing restraint from further injury by avoidance of certain movements. It seems they are counseling caretakers about the timing and activities conduciency for such areas, advocating caution during specific hours (day/night) while suggesting that some activity may be permitted but with careful consideration to prevent worsening or re-dislocation ("lock"). This
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	When it seems like water (a symptom of excess fluid or imbalance in the body), and if it is dislocated inside the belly (possibly referring to an organ being displaced within the abdominal cavity due to some condition), then perform the first operation, which involves manipulating this element into its proper place, with the hope that it will heal.
E semblantment fay am aquo quan es dislocat a las autres partidas.	When something resembling water appears when it is displaced in other parts of the body.
Capitol .xxx.	Given that "Capitol" does not provide any textual
De la curacio de dislocacio dels spondils del dos.	The translation for this line appears to be a medical concept in Latin, potentially related to the treatment of vertebral displacement (spondylolisthesis). The English
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When any of the vertebrae in the back or neck is fully dislocated and fragments have shifted to other locations, it cannot be cured here; instead, death approaches due to spinal damage (spondylolisthesis). Here lies a grave situation where immediate medical attention could potentially save life by addressing severe spine-related injuries.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	Here comes the first source sentence to translate:
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	So then it is swolthy at the back parts and there's no yellow discharge.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	May the cure for them be considered if there is a yellowed humoral acidity of youth, which in neither curing nor healing it at all.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	May return to those who practice curative speech in depth, which they may come back from; already have opened the space between them where their pus escapes, for better understanding of my current condition, through which I express and ease it using various tools provided by him/her.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	When you touch the wet humidity that is on one'thy side in your chest, it is neither healing nor recovery from there for what happens to both of them; and seemingly so within this condition as well.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	From those is not healed except for that which you apply directly there, as much water they recommend.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	It is that the swelling extends over the patient'se face below their chin and is spread quickly with moisture to prevent it from being visible on the skin.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	Here comes the first source sentence to translate:
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	The minister holds the staff, and it is not fixed in a pit; another minister holds that form as well.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	Here comes the full translation:
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	Here is the line-by-line translation:
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	The doctor places their hands on the spinal column that is strong within it and adjusts their own weight upon this one tablet, making sure to position themselves accordingly so they can return properly.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	If it does not return through this method, take a table of which the length or width is three feet, and carve into the wall where we previously stated that the womb should be placed in between its extreme limits within the table.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	Here comes the first source sentence to translate:
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	If you wish to lift the one that has been turned upside down (presumably a patient or body part being treated), stay on your feet and keep your head at the bottom of the two sticks; each stick is as long as an arm, place the top of your head between them near the end of the legs' handles; there should be about one palm space in length between any two sticks, and it has already become twisted (likely a hernia or similar condition) within which movement occurs with hands held firmly on earth to prevent further displacement.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And take a staff in which he turns and rotates between the two sticks of each pair.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	In the limb there is a structure in which it forms wood, whose length is as much water that has been turned over; and in the other two structures, they seem like that one.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	Return the ligaments you have stretched in the groin area where it is necessary for your leg to stand up straight (and bear weight), and those that are strained in the hips, which must support their legs when they walk upright.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And for each turn and position you must have one person holding it at the back of their body as directed by us (the doctors).
E aquesta es la forma del torn:	This is how it goes: (The phrase describes or outlines a specific methodology/techni
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	And I placed it back in position and secured the location with glue from an album of leaves; also applying padding over the screwed-in wooden table frame where three or more inches are needed to fill up this space occupied by the vertebra, its length being as much as required to press out any signs of swelling at the site of inflammation on the spine.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	Return its ligaments as we have mentioned before and place the humors (nutritive fluids) inside to ensure healing.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	If there is any likelihood of healing at the end of recovery, then take medicines that moisten and cleanse for a long time in administration through the table (likely referring to treatment), which we have recommended; and these are already being administered at this location with iron plates.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	Here comes the first source sentence to translate: And some signs indicate an impending crisis in the lower vertebrae of the spine; it is this one from which you have already noticed its proximity, and without intervention at this time with our medicine, it will lead you towards death.
Capitol .xxxi.	From what is provided in your text snippets and considering elements of Latin ("Qu
De curacio de anca dislocada.	The phrase "Curacio de anca dislocata" when translated into English suggests a focus on the
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	The translation of this line indicates that: "Knowing well enough the joints around the hip and muscle do not dislocate so much alone, nor to those waters (or fluids) which you may injure other smaller body parts with cavities or concavity." This passage seems rooted in a medieval understanding of medicine where bodily movements are thought to affect various areas. The text discusses the importance of recognizing when dislocations occur specifically around hips and muscles, as opposed to causing harm elsewhere within more delicate structures like body parts with cavities or concavity shapes (which could refer to joints).
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	The line translates to: "Accordingly, the hip joint is dislocated in four ways; it may be dislocated at the divisions of muscles or on their partitions, above (ante), below (posterior and anterior-inferior positions that are not as commonly referred to with these terms today), forward (anterior) direction movements causing a misalignment." This description provides insight into medieval medical theories regarding how joint dislocations could occur. The specific articulation of four potential manners for hip dislocation suggests an attempt by the author or commentator
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	Translated to English: "Mostly it is dislocated at muscle divisions (likely referring to the attachment of tendons or ligaments), and scarcely so in forward movements (ante) or behind (posterior)." Here, there's a focus on typical causes for hip joint issues as perceived by
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	This passage translates to: "The sign of the dislocation in muscle divisions when adjusting the humid bandage on and around it (likely for swelling), you apply long compression, which reduces inflammation from what was healthy beforehand; thus preventing any bending movement at your hip joint with hand gestures. Hereby reaching down to this specific point of contact made by an apostemy cautery—using the thumb and fingers touches it so that the sign indicating dislocation can be observed, wherein if corrective measures are taken promptly (symbolized as arriving here), restoration is possible." The text appears to provide guidance on assessment through physical manipulation of a humid bandage applied near or at an affected joint. It suggests observing signs like inflammation and the potential for dislocation, then proceeds with immediate intervention using hand gestures combined with possibly symbolic healing tools such as cautery (historically used to stop bleeding by searing wounds). The precise use of language indicates a hands-on approach in diagnosing joint issues based on physical signs and applying direct care. This reflective practice is commonplace within the historical contexts where written accounts often blend anec
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	The translation of this line from medieval medical treatise is as follows in English:
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	When the patient's dislocated parts expand out from under the cushion secondly accompanying, their pain does not double in that part where it is now located; urine remains within and limping on the foot occurs due to this injury - here you must walk with crutches.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	Here comes the first source sentence to translate:
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	May reduction of these spices for this dislocation be considered by you as long as the dislocation is old and ancient, which has already been addressed with your current administration in accordance with its arrangement; therefore there will not be any further addition to that treatment course now. And consequently, no prognostication can be made at this point regarding recovery.
