Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or announcing) with them/themselves/their words related to Albuccas.
E si catz la sageta en le stomac, lahoras fort leu yeys de la plagua vianda alcuna indigesta.	If there is gas in the belly, it causes vomiting of some poorly digested foodstuffs.
E si catz la sageta en le ventre, e es ficada en lu, yeys alcuna fenda de la plagua, o la tela, o budel le qual es disromput, e no es speransa en la curacio de lu extraccio de la sageta.	If the cause is in the stomach and it has been fixed within you, there may be a hole of dung or fabric that which has been torn apart, and there'se no hope for its removal by this action alone.
E si la sageta catz en la vesica, e es yssida defora urina, e procesesca de lu alcuna causa a las partidas defora, e fort leu es dolor sobre le malaute, lahoras sapias que es mortal.	If the bladder is swollen and urine has drained out, there may be some cause for concern in the parts where it was expelled from; when pain occurs on the abdomen, you know that death approaches.
Mays les autres membres ayssi cum es la cara, le col, e·l golayro, e las spallas e le adjutori, e les spondils del dos, e la furcula, e la coysa, e la camba e a lor semblantz dels membres, son salvatz segon las majors disposicios quan la sageta no atroba vena ni arteria e no es sageta venenosa.	May also have these members along with the face, chest, and groin; shoulders, arms, spine of both sides, neck, shoulder blade (scapula), waist, hips, cushioning for limbs' likeness, are saved according to major precautions when no veins or arteries are harmed by the lance.
E yeu recomtare aquo a tu que he vist del esser de aquestas sagetas, per que signifiques per aquo sobre la curacio tieua.	And you recommend that I have seen of these teachings, so as to indicate through them the treatment necessary for recovery.
La qual causa es, quar en un home cazec sageta en le lacrimal del huel de lu en la razitz del nas, e yeu extrayssi aquela a lu del autra partida, dejos le grays de l’aurelha de lu, e es sanat, e no accidic en le huel de lu nocument.	The cause is that in the patient'se eyes there lies sagging (deflated) tear duct within their nose area, and it extracts this from other parts of the body using gold leaf from the auricle; thus healed without harm to the eye region.
E extrayssi autra sageta a un Juzeu la qual cazec en lu en lo grays del sieu huel, dejos la palpebra pus dejos, e la sageta ja era occultada e no so conseguit de aquela sino una petita extremitat am la qual adhereys al sieu fust, e era gran sageta de las sagetas agudas dels Turcs , am ferr leon en la qual no havia aurelhas.	Extracted from another Jew (a person or an object), which was taken into the patient's bowels in their hip area, and after briefly touching with eyes closed at once, it became hidden again; this extracted item was actually a large acute sage of Turkish origin without any claws.
E senat es le Juzieu , e no accidic en le sieu huel mal accident.	When the Senate is present, and not an unfortunate incident occurs therein.
E extrayssi una autra sageta a un home Crestia la qual era cazuta en le golayro, e era sageta arabica, e es aquela a la qual so aurelhas; e adonc yeu inscidegui sobre aquela entre doas guidegi, e ja era submersa en le golayro de lu; e adonc yeu so subtiliat am aquela, e aprop extraxi aquela, e es sanat le Crestia .	Extract another reed from the home of a Crestacian who was captured in Gaulish territory and it is an Arabic type; this one I hold; moreover, once inscribed upon its surface among these teeth (the signs or marks), already submerged therein within that container (the basket); thus having delicately handled it, and extracted it from therein, the Crestacian recovers.
E extraxi autra sageta a un home la qual era cazuta en le sieu ventre, e cogitegui que moris per aquela; e donc, pus que foro passatz xxx dias e no es mudat sobre lu alcuna causa de las suas disposicios, inscidegui sobre la sageta e engenagui sobre aquela, e es sanat, e no accidic a lu accident mal.	Extracted from the home which was sick in their belly; and considered that they died because of it; so I kept them at the hole for XXX days without any change in cause related to their dispositions, attended to the extracted matter and worked on it, hence not falling victim to illness again there.
E vi mays un home en le qual cazec una sageta en le dos de lu, e consolidada es la plagua sobre lu, e pus que foc aprop set ans, yssic la sageta en la razitz de la coyssa.	And you may find in this room where I have caught the insect between his feet, and established it on him, placing the flame here for up to nine hours until the insect is trapped at the base of his thighs.
E vi una femna a la qual cazec sageta en le sieu ventre, e la plagua es consolidada dedintz lu, e no es mudada en las suas disposicios en re, e la femna no atrobec nocument en alcunas de las suas opperacios naturals.	Here comes the first source sentence to translate:
E vi un autre home al qual cazec sageta en la sua cara e consolidada es la plagua e romas la sageta, no atrobant aqui mota dolor, e motz semblantz ad aquestz.	And another man comes whose face has been scraped off and solidified into mud, not experiencing pain here either, but seeming to be in good health.
E extrayssi la sageta del home dels princeps del rey que era cazuda en le mieg loc del nas sieu e ja havia declinat a la partida dreyta un petit, e occultada era tota la sageta.	Extracted from the body of His Majesty'thy king who was caught in his own breath at my nose and had already descended into the seventh stage with a small one present, it remained completely hidden within its place.
E yeu fu appelat a la curacio de lu aprop le cazement de la sageta entro a tres dias.	And it is called for here the application of care through removal, within three days.
E adonc yeu atrobegui la plagua de la sageta mot streyta; e adonc yeu inquirigui aquela am tenta subtil, e no sentigui aquela; mays el la sentia puncio dejos la aurelha dreyta, e adonc speregui que aquela punccio era per la extremitat de la sageta.	And now you have grasped the small creature of the thighs tightly; and then inquired about that subtle thing hidden therein which one did not feel, perhaps by pressing with the tip of a needle on the area swiftly, to find out whether this pinprick felt at the extremity of the thigh.
E amplastregui le loc am emplaustre en le qual es vertut atrectiva e digestiva, confizant de mi que·l loc se apostemes per que appares a mi le loc de la sageta, per que secces sobre aquela.	And place the limb in which ascent and digestion occur into where it was implanted firmly so that when this location appears above me, it settles there.
E no accidic en le loc accident significant que la sageta hagues conseguit aquel loc; e yeu continuegui am le emplaustre sobre lu per motz dias e no accidic accident; e consolidada es la plagua entretant, e romas le malaute de la extreccio de lu per spazi de motz dias entro que un jorn sentic la sageta dintz le sieu nas e recontec aquo a mi.	And not an accident occurs at the significant place that the hawk has reached it; and you continue to hold on over it for days, and consolidation is formed within those spaces during which a day passes as long as I am pressing your nose.
E adonc yeu pausegui sobre la plagua medicina acuta corrosiva per motz dias entro que foc ubert, e am la tenta yeu assagegui aquel, e atrobegui la extremitat de la sageta subtil, la qual adhereys al fust.	And thus you place the medicine' extraneous and corrosive for up to three days under pressure where it has burgeoned (bubbled), applying therein said remedy; then apply stopgrowth therapy on that extremity, which adheres closely to the staff.
E aprop yeu ajustegui en la apersio de la plagua per aquela medicina acuta entro que apparec a mi visiblament la extremitat de la sageta, e passec a mi temps am aquo per le spazi de temps entro quatre meses.	Here comes the first source sentence to translate:
E aprop pus que la plagua foc amplificada, e foc a mi possible entrometre las forfexs en lu, e remaure aquela, e no obezic ad eyssiment, lahoras yeu no cessegui subtiliar e ingeniar sobre aquela am manieyras de engen, entro que comensegui un dia sobre aquela am manieyras de engens pendre lu am forceps descentment faytas, segon que vindra la forma de aquelas en la fi del capitol, entro que extraxi aquela; e aprop restauregui aquela plagua.	Here comes the first source sentence to translate:
E alcus metges jutgavan que la cartillage del nas no es restaurada, e yeu restauregui aquela e la plagua es consolidada, e sanat es le malaute per sanetat entiera, e no noguec en lu en deguna causa.	Here the doctors judge that the cartilage of the nose is not restored, and they restore it along with the fodder (likely referring to nutrition), which consolidates its state, healing the throat completely without weakness in any cause.
E yeu recomti a tu la qualitat de extraccio de alcunas sagetas per que pauses aquo regla e significacio sobre aquo que no he dit, quar las partidas de aquesta art e las difinicios de aquela no so conprehendudas am narracio ni no comprehen aquelas le libre.	Here comes the first source sentence to translate:
E le artifexs savi compara am pauc sobre mot; e am aquo que es present sobre aquo que es absent; e atroba operacio novela e instrument novel deves le descendement de las causas extranhas del art quan accideysso.	Here comes the sentence to translate: The skilled craftsman compares few with water, and what is present compared to that which is absent; atrocious operation and new tools must be used for extracting external causes when sickness worsens.
E donc yeu dic que sagetas no son fora-gitadas dels membres en les quals son ficadas sino segon dos manieyras: o per atraccio del loc en le qual intrec; o per le contrari de la autra partida.	And so it is said that salves are not inserted into the parts where they are fixed, but according to two methods: either by attraction of the location in which they intersect, or contrary to the other divided portion.
E aquela que es gitada per le loc don es intrada, o es sageta procedent en loc carnos, e es atirada e fora-gitada.	When someone enters through this place or descends into its flesh and is thrust out again,
E si no obezeys a eyssiment de la hora en la qual catz, lahoras cove que tu la laysses per alcus dias entro que poyresca la carn que es al enviro de lu, e sia alleujada l‘atraccio de lu e la sua egressio.	If you do not obey the medicine at the time when it is to be taken, then take it during the days permitted within which meat should consume its environment and have your discharge managed and departure regulated.
E semblantment si es ficada en os e no obezeys a tu a eyssiment, lahoras layssa aquela per alcus dias e itera aquela am atraccio e mocio en quascun dia, e ja es fora-gitada.	Here's the line by line translation:
E si no obezeys a tu eyssiment aprop alcus dias, lahoras cove que tu perforas en le circuit de la sageta en aquel os de tota partida am taravel subtil entro que·l loc sia amplificat de la sageta, e aprop extratz aquela.	If you do not heed my medicament for the next few days, then open an incision in the circuit of the sacrotuberous ligament on that part of the bone as much as possible to enhance entry into the said location, and remove it thereafter.
E si la sageta es ficada en le os del cap e ja ha procezit en un dels ventres del cervel, e apparo en le malaute alcus de aquels accidentz les quals yeu e ditz, lahoras abste de la extraccio de la sageta e layssa aquela entro que·l sieu esser sia equat aprop alcus dias; quar si la sageta perve al ciphac, lahoras la mort no es a lu prolonguada.	If the stone is lodged in the bone of the head and has already proceeded into one of the chambthy's cavities, appearing there as those accidents which it brings forth for mention, abstain from its extraction and leave that within whose walls it rests; but if the stone pervades to the bladder (which could be a mistranslation or confusion with "cyst"), then death will not be prolonged.
E si la sageta no es ficada sino en le cors del os tant solament e no passa entro al ciphac, e roman le malaute per alcus dias, e no accideys a lu denguna causa de aquels accidentz, lahoras tu engenia en la atraccio de la sageta e en la atraccio de lu.	If the splint is not fixed on the bone of the limb only and does not pass into the cleft of the skull, and if the swelling persists for several days without being caused by these accidents, then your ingenuity in setting up the splint and placing it should be demonstrated.
Mays si es mot ficada e no obezeys a tu a extraccio, lahoras tu aministra taravels en le circuit de la sageta ayssi cum havem recomtat, e aprop cura le loc entro que sia sanat.	If there is motility and you do not extract it (possibly referring to expelling gout or its symptoms), administer balm along the circuit of the saddle position with what we have prepared for use, taking care that such location remain healed.
Mays si la sageta ja es amaguada en le loc del cors, e es amaguada del sentiment, lahoras tu inquireys aquela am tenta, e si tu sentas aquela, lahoras atira aquela am alcus sturmentz les quals so convenientz a la atraccio de lu.	May it be that the seed is inflamed within the groin area and also in sentiment; then you should seek out that which has touched there, if you feel it, thrust it away with an instrument of metal sharpened for this purpose—those tools suitable for retrieval.
E si no podes sobre lu per la constriccio de la plagua e per la longitut del preon, e aqui no es os ni nervi ni vena, lahoras tu fen sobre la plagua entro que sia amplificada e que sia possible extrayre la sageta.	If you cannot reach over the patient due to contraction of labor and lengthening of blood vessels, there are neither nerves nor veins here; therefore, proceed upon the abdomen where it is enlarged for extraction purposes.
E si so a lu aurelhas am las quals sia tenguda, lahoras tu deliura la carn en la qual es ficada de tota partida am tot le engen que poyras far; e ingenia sobre aquo, si no podes sobre la evasio de la carn en la fractura de las aurelhas e en torssio de aquelas entro que obezesca.	If you find the flesh around your auricle swolthy and hardened at all points of it, then tear away from where it is fixed upon its entire extent; using reason over such removal if unable to remove fatty tissue within a broken earlobe or inwardly entangled.
E quan tu administras la extraccio de la sageta en quascun loc on sia, lahoras tu usa am torcio de la tua ma am forceps a totas partidas entro que fassa aquela obezir; e subtilia am deriera subtilitat que la sageta no sia trencada e que sia fayta a tu dificil atraccio de lu e de aquela extraccio.	When you administer the extraction of pus in any given location, then use your hand'gy and forceps for all parts inside where it forms; subtlety by which the extracted pus is not broken apart and remains difficult to handle due to its nature or removal process.
E si no podes sobre aquela de la tua hora, lahoras tu layssa per alcus dias entro que se poyrescan las partidas que so en le circuit de lu, e aprop itera aquela quar lahoras es alleujada.	If you cannot over that of your time, then lie down for several days until the parts in his circulation are restored, and repeat this whenever necessary as soon as he is relieved.
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	May if you cause an opposite flow of blood, then apply what we have discussed about healing in your own library.
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	Here is the line-by-line translation of this medieval medical treatise:
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	So that you make the saddle tightly enough to ensure that the hernia is kept in place according to its figure shape; this may benefit health (improve it).
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	If it is not within your power, then administer what you can for their figures.
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	May the scrapings that come out due to opposites in other parts or any part of flesh you have already cut through become granulated outside and sometimes protrude beyond it; thus I press on that, according to its quantity where forceps are used for removal, draw back that which is loose.
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	If it is held in the bone, then twist according to contrary tension until the stone enters into the bone and increases its size within there.
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	If not, leave that for several days until they are ashamed (i.dict), and then repeat the same treatment within which time period?
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	If it is from a spatula (referring likely to medical instruments), then you will carry that with it here.
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	May it be that the lance has been struck and you wish to administer an injection, then insert it there if it'dict (is mute/dull), thrusting gently so as not to enter into the concavity of its own in the groin area towards the sagittal ridge and push it back towards itself.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	May it be that if the sac is concave, then you will push in there with strength to cause this one through that (the concavity).
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	If the sausage is inflamed, then you must compress all of its flesh where it truly resides if possible, and apply care to that which agrees with such application.
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	If the swelling is in the chest, abdomen, bladder, or ribcage, and it provokes pain when you touch it, then press on that area where possible without injuring veins or nerves; remove it if necessary, and apply medicinal mud to treat that part until healed.
Forma de forceps am las quals so atiradas las sagetas:	Form of forceps by which hooks are drawn (towards each other):
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	These are their limbs, like saw blades when they take hold of the saddle to prevent them from falling off.
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	From those come special kinds of pains: large ones and small ones, as well as migratory (meaning that they move from one part to another), depending on the greatness of the humors' excesses in the gouty body and its weakened portion or paucity; also considering their extent within the patient.
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	Form of pushing force applied to this limb with pain as if from arthritis pushes the interior (or intestine) out into sight; and a similar blow is struck.
Forma de impellent de sorda extremitat:	Form of pushing outward for a deaf limb:
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	aychis when it is that his internal organ has been pushed into the concave section of the cavity, and he is thus propelled by this force within here.
De fleubotomia de las venas.	De vein puncture.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so xxx, de las quals so en le cap xvi, so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	The blood vessels of which it is customary to cauterize, as in the sixth section (head), these are arteries that supply hands, and herbs found on both pedestals; veins present in two tearducts from two sources called aspirants; prepared vessel at forehead location, and vessels located at nasal extremity; guides at neck region; vessels under lower lip; vessels under upper lip; these are the gill-like blood vessels; and arteries of which is said to be present in the tongue.
Mays las venas que so fleubotomadas en les brasses so v; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	May the veins that were cut in the joints be bleeding; from those is one cephalic (head) and must be tied with wild herb silk - this they call "the vein of all limbs," and domestic wool-silk its name. The vena cava, which is named “chest vein” here, it's the same kind as that in the ligature (tied area), called a chastity; from these two branches emerges what they call "the belly vessel," and this one sprouts between those auricular joints you mentioned. The carotid artery is held above the flame, it's where bleeding occurs - that’se here referred to as “joint vein.” And the jugular vein lies in two branches;
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	In the foot and thigh are three veins; one of these is where the curvature of the deep femoral vein meets, located at an angle in the superficial inguinal vein; another is the saphenous vein, which intersects with this location also within its superfloped region; and there are other veins similar to those mentioned here.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The strength of the veins that supply blood to the ears is ancient and migratable, causing ulcers and sores on old wounds.
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	Here comes the first source sentence to translate: "For that reason you should have your head under the large vein and cap of the humerus in the place where blood flows freely at night; support the arm with one bandage so that fingers appear there, these are what I recommend. And if you feel their pulse on this finger they will attempt.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Take the surgical knife in your hand, and that is what will be inserted, insert it into the vein within where the bladder expels urine from the body.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	When your hand is raised upwards towards the vein and cecum, trace along these vessels as far downward as possible:
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	When the length of the intestine is equivalent to two fingers adjusted or contained, and heals as desired, so that:
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	Return strength at the balls (of joints) and place that which is healed inside, so that it does not spill out from there.
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And in his free time he observed those and treated them with cautery.
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	May the veins and arteries that supply blood to the temples weaken due to ancient neglect and excessive bathing, resulting in overflows of fluid at the joints (head).
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And as for the quality of performing those operations, it is according to what you recommend: constrict their thigh with your hand inside so that blood vessels appear in response and are shown by palpation—and at this point, you attempt (perform).
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	Here comes the first source sentence to translate: Raise your hand above the vein at those places indicated by you, insert the cauterized needle slowly down there, and raise the vein in it; examine that ache as well with other hands inserted into alternate veins elsewhere, allowing blood flow according to what is necessary.
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	Here comes the first source sentence to translate:  
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	And it is already followed by their memory recalling them and that of the one with whom they are bound in communion.
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	So the fluid drainage of the vein in the forehead is appropriate for the draining of the cerebral (brachial) vein, as well as migrathy and discharging exudates from sores.
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	The quality of the bloodletting that you are recommended to do is such that it tightens the spleen with one bandage appearing, allowing the instrument used for this type becomes evident.
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	Pause the protruding point where it reaches above that vein, and hit upon or due to other causes in its turning movement as you desire; and close this opening of the hernia until healed.
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	Here comes the first source sentence to translate:
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	May the strength of the two veins that run through the tearducts of both eyes due to dryness in the eyes and rosaceous skin conditions affect their health overall.
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	And the quality of lithotomy is that gall bladder tightens its place in one bandage while you stand over it.
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	Here comes the first source sentence to translate:
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	When necessary, allow the flow of blood from that area and rest it there for some time; then straighten those out in place again.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	May the phlebotomy of the vein in the nose confer fever and violent sweat, as well as facial and limbal maladies that worsen on the face, mostly when old age sets in.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	And the quality of this lithotomy is that it tightens the patient'se neck and places your hand on their nose with your left hand, while performing the stone removal delicately until its location reaches up to the head crown part of the nasal second ridge, where the vein does not appear here, and blood flow begins.
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	When you finish your hand at the small bloodletting tool and make it run along the second vein according to what is needed, that which has been restored loosens up.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	May the strength of laceration from the surgery on the limbs guide contraction and treatment for leprosy, as well as addressing other diseases and harmful ulcers with a similar urgency to when one has hematemesis (vomiting blood).
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	The quality of that patient'thy lumbago is such that the hump stiffens any part upon its backbone; and it stands over a portion thereof with his/her spine on top.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	Here comes the first source sentence to translate: Return and bleed from the long vein gradually, as required by necessity at times of urgency for another vein; mimic what others do with their own blood flowing backward in small amounts over time or according to need.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	Return the ligaments and strengthen the veins to prevent the swelling from spreading further outwards, ensuring they stay within the body while the child is healed inside it (within its mother).
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	Here comes the sentence to translate: And with the bleeding of veins during phlebotomy, soften small blisters and sores in the mouth and corruption of gums and bad wounds that are inside it (the body).
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	Here comes the first source sentence to translate:
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	If there is doubt as to which of those it is, then you understand the greater one and its visible discharge; that being so, consider what needs immediate attention first.
E fay le semblant de las doas venas que so en las labias desus.	When it appears as though veins are in the lips below (the subject' extruding or presenting an issue related to blood flow within their mouth area), then:
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	May custom dictate that we insert our needles into the veins located in the patient'thy thighs.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	May be the veins that are near the tongue'thy movement should guide (or indicate) where to perform craniotomy at the occipital region for tonsillitis and mouth diseases.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And as for the quality of intubating those areas between your thighs with his hand in sunlight and lifting up the tongue while watching it from one vein to another, noting that each's hue is descending into blackness:
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And now apply pressure where necessary; be careful not to press too hard on those areas by your fingers, for soon afterward these will become the patient's blood vessels.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	In the veins in your thighs where blood usually flows for all men, and their puncturing is performed according to two methods; either insert a cherry or an olive with subtle declination, or use a needle and call upon elixir (or some other substance), this is how it should be done.
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And here it is, how they must join and collect these diverse species according to the extent of veins and their constriction.
Forma de fleubotomi mirti:	Form of mulberry extract treatment:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	Here comes the first source sentence to translate:
E aquesta es la forma de fleubotomi olivar:	This is how one performs an incision for drainage of pus (fluid from infection):
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	This scalpel is of lesser length and delicate touch, and it's suitable for vascthy vein surgery that contains subtle chylous contents.
