Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albuccas.
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	Guard your nerves, and let the sanction flow as much as you wish.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	Return and apply pressure over the location of the incision cut and tightened it up here where healing occurs.
De ventozacio e de las qualitatz de uzar de aquelas.	From windswept effects of those things.
Ventozas so de corns, o de eram, o de veyre.	Venous swellings, or bruises, or leeches come from here.
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	Here comes the first source sentence to translate into English line by line as follows:
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	This abrasion that is being scratched off is according to two types of scars; either it'sup or downward incisions are made.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	When applying the breeches (medical tools or techniques), incisions and extractions are made at twelve locations of the body, among which one where bleeding is stopped after pausing hemorrhages – that's partway down the head; above the junction between shoulders and neck - a place for inserting catheters used during surgery (pleural cavity); breeches applied to the mouth area just below the tongue, along with spatulas from two slender instruments inserted into orifices in skin – these are on facial areas involving lips; forceps of three beams employed at four insertion sites including those between ribs and sternum (thoracic cavity), also wrenching tools used to remove adhesions, over the area where fluid collects due to an accumulation or infection.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	And extract the gallbladder only from the small, thin veins in the flesh; for that reason it is not extracted through these veins nor can one remove its function as long as all parts of the body are expelled (perhaps by cauterization). Nor should we consider the gallbladder a malady caused internally when there's repletion within, especially if done via phlebotomy.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	May it be necessary to provoke the wind by illness or continuous occurrence; administer that immediately at dinner time and in the evening, as well as during sex for any duration of time such may occur.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors:
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	And when it occurs at any cause of them, and especially if on the third or fourth day after they have passed, command that a breeze be felt as pain passing through those hours.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	When the vitality of the head'thy wind is that when you carry it downward due to gravity into the chest, perhaps this allows complete evacuation from all parts of the body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	This inflammation is in the location of cranial trepanation (or skull surgery).
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	It is not certain that one should employ them who are of complete humoral imbalance or in whose body there is clogging (catarrus), for they bring great harm to the patient.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	Through which means I use that for her joints and in the places where ill humors frequently flare up.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	May forgetfulness befall that person who is still over there (likely referring to the patient); and because you command the bellows operator to make their hand rest briefly on one of the bellows plates with a small touch, they fear loss of memory.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	May windward from the lungs is in the location of phlebotomy for the black vein and basilica: hence conferring on asthma, constriction of throat and sternum cracking (fractures), coughs, and pleurisy.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	When a small vessel is inflamed and rested briefly, it weakens both the body and the stomach.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	E the warmth of alchemy confers upon headaches and obtrusions (possibly referring to varicose veins or swelling), they migrate, are directed towards, and cause pain in the gums; this is where bleeding from the mouth takes place.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	When you command the suction device not to press on your hand so that it does not injure an artery and cause blood flow interruption,
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	When the wind causes discomfort in the chin and corrupts the gums, giving a semblance of illnesses present within the mouth, they appear to be located at sites suitable for dental extraction (tooth removal).
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	May the windy condition that is felt on the hips confer to well-being, which is through refilling with warmth.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	E the ventosa of dissected parts from the focuses provides good suction for phlebotomy of three veins, namely basilic, femoral and cephalic; that is where all those fingers placed into these thin vessels lead to reach the thickness of other larger veins so they can be connected during venipuncture.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	When commanded, do not proceed with incision in the act of cutting, for where flesh has been removed, immediately cease and stop your hand from touching nerves and arteries.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	And it is through this wind that moves over the lungs and conveys to the abdominal hernias and putrid ulcers of late,
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	When you command the windlass to create a great suction and it is of earth, then into strong cavities where there are severe inflammations, introduce subtle vibrating air movements and perform an incision with incisions (or small cuts).
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	May the small breezes from the cushions manifest slowly throughout the body and soothe old pains of rheumatism and menstruation in both breasts (and uterus), stimulate menses flow, cause discomfort to hips and belly button, staying at sites suitable for abdominal surgery or laparotomy.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	Despite all efforts applied to the body, fainting occurs in some people.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	From these breezes it is better for health that one obtains vitality from the same breath of those cushions on their legs, and another'dictates: (The implication here seems to be about balancing or enhancing energy through fresh air).
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	Here comes the first source sentence to translate:
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	Ne stops infiltrating and continues inside until he sees the place already turning red and swolthy, and appears displeasure (suffering).
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And when you scrape and suck repeatedly between two fingers at a time, pay attention to the disposition of the limbs.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	When that body is of tender meat with few bones and you do not scald it or press upon it, so that the place does not become ulcerated.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	When commanded by the bellowsman, increase the incision and raise a poultice, always keeping it easy to remove.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	If the sanction is swolthy and you need to scrape it with gentle strokes, then in the first washing of the body such actions are taken for purification (refinement) of both the bladder and its humors.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	May in the second act of acquiring knowledge about the removal of the large stone.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	If the sanction is caused by excrement, then it'se appropriate to perform a surgical incision on the smooth part so that healing may continue.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	And at last, when we intend to extract small amounts of blood from either joint or foot with just one incision needed for us, this suffices as an operation.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	If we wish to extract a sick humor (disease), then scrape it off with the instrument of scraping; and if the patient'sinundice is thick, let us scrape foreward first before proceeding further.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	The term for cauterization in which only the depth of the tongue is concerned.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	If the intestine is thick, hard, blackened, and its pores are scattered open so that the ventouses' surfaces become softened, lubricated; if it is summer time, then with aloe oil or wine vinegar, honey from beehives, thyme oil of cooking chickens, or sage oil for these resemblings.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	If the excess is heavy and quicksilver, then apply honey, or balm of St. John'dicts, oil of Aloe, or wine vinegar; according to their appearance.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	May it be that the bellows is made of large pieces of tendon, and forbidden to oil them, as well as for these places where they are applied on their bodies with ventozes should have water washed over by leeches or freshwater frogs' blood, or cold water from a spring fed at dawn, similar in appearance.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And from which he gets moisture sickness, washes his breath with water derived from myrtle and sumac, or similar substances to them, directed towards these areas.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	From the one whose excesses are thickened and washed with vinegar or water of ash (like wine vinegar), which is made from majorana leaves, dried apricot kernels, pomegranate seeds, or walnut shells, and they resemble them.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	When the wind-chapped is protected from bathing; there are times when it should be administered with part of the bath for one or two hours, and also rest periods that must accompany caring for the wind-chapping:
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What should be done so that a patient with bloodletting before venesection is properly attended?
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	When considering the patient' extrication: if his coler or excretory system is chilly and swollen with humidity, possibly due to cold drafts (wind) and excessive consumption of acetic acid vinegar, indigestion from greens and legumes, along with sweat and dewberry drinks;
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	When their meals are taken with wine and braised meat, as well as fresh foods in general, it resembles the patients' appearance.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	Here comes the first source sentence to translate:
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	When it is windy or during bleeding and drinking, its consumption should be greater than food.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	E when it is given in beer for some hours to chief homes alpharac or musc, so called "muscada," or artemisia during the windy season or following bloodletting/aposiophecy, so that the main body parts may become comfortable and pain cease; but not when it exacerbates that injury.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	May the wind-blown wounds be pauses placed on their feet and osteoarthritis (podagra), as well as hernias in the joints' locations and the abdomen, where these body parts do not suffer from cutaneous injuries.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	E no it is sought for because of that which binds the member, as when breathing with a ponderous cushion on the chest and navel during sickness caused by an overflow of phlegm from the throat'dict to the lungs; they use this so that the quick motion of air within the body dissolves, doing so also upon the stomach and umbilicus; thus it frequently reduces the size of the member and relieves pain which is due to such movement.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And they are stopped over the hollows where there is accumulation of fluid and thickened humors due to strong attachment of these fluids, thus purging them from their place.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	When one is sitting upon the pelvis and breastbone, where winds circulate in those cavities.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	These coughs are administered by sucking only, and some of them even with the help of fire from a focus (likely referring to applying heat).
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	When water draugthy (or remedies) are fully administered for diseases of the womb,
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And it is for that the wind becomes full and produces much phlegm, such as water alone or with some plants added to make it suitable for coughing up phlegm.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	Form of administered wind: It is so the extent of two needles' points, as we have formed them; and the quantity of powder is the length of one palm; it lies in its place within him/her, where he circulates, the quantity of powder itself, which little amounts like a thorn when inserted into him.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	Its pain is caused by excessive bile or thick choler from the gallbladthy and heavy liver stones that do not allow it to maintain its position on itself.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	Whenever it is necessary due to a crossing of arrows or iron at its focus (possibly referring to the positioning and heating for cauterization), then there will be no pause in keeping the flame lit directly over that area.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And this is the great cause of that which we have recommended; and the little medicine for those diseases and states in which it is used.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	When liver and spleen bubbles are larger than those of youths and large limbs,
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	And the quality of keeping this fire above the limb is to gradually light a candle wax with a flame from the lighter, and keep it there on top of the vein in the area where the inflammation occurs so that the heat can be applied immediately afterward without risking damage to the patient's malady.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	Here comes the first source sentence to translate:
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	Based on the vocabuldictions and structures observed in this text which have some similarities with Latin, Italian, Spanish, and French languages:
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	May there be a bubbling apparatus used in the malady of bloating, containing water only (without transverse or disruptive elements), and administered solely to the limb without pause.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	This is how it goes: And this is its form: The more the wind increases, the better it becomes, so that it can receive a large amount of water.
Capitol .xcvii.	Capitol .xiviii. (Assuming "Capitol" refers to a
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	 When bloodletting is not administered to the hands but only where possible due to their small size and proximity to teeth and gums, or on bare flesh such as of the face when it resembles a limb; this refers to cases for which venesection (bloodletting) should be done with caution.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	The quality of using those bloodsucking creatures that are found in the waters under noses worldwide:
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	Here comes the first source sentence to translate:
E cum son umplidas e caso.	When full (are) and case.
E si es possible succio del loc am ventoza, es mays derier en juvament.	If it is possible that air enters into a location (possibly referring to an opening or cavity), then one may draw relief in joy.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	If not, then wash and apply warm water there for some time, and the inflammation will subside (or reduce).
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	If the catheterization of the sanctum (surgical intervention in this context) is prolonged and blood residues appear, then dip a linen cloth into cold water quickly, and pause over within to prevent the remaining fluid from draining out.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	If the sanction grows, sprinkle over it sulphur three times crushed, or gravels and stones from their causes specific, then the sanction will descend; when these pebbles stick to the place where they are placed, that is when the sanction descends.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	When necessary, repetition of bloodletting, when possible changing those.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	If the bloodletting is prohibited from suspension, then it must be restrained at the most recent sanction or leave an arrow in place within where there has been bleeding; and keep them paused until I sense any new hemorrhage.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	When you wish for a poultice on those areas, scatter a little powder of Aloe or salt and place it there immediately.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	After starting from the tender division: of restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is often necessary in the practice of medicine; it concerns the restoration and treatment for bone fractures and displacements.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Oh child, know that the doctors and barbers here boast of this chapter, and those who at times did not regard as free from ignorance nor read these letters themselves antique or ancient ones.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	For this reason the science of these learned men is excluded here; and it has never been forgotten for any time since; nor have I applied anything else afterward except what was read in ancient books by free thinkers, from which I extracted the knowledge.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	Return (or adjust) instruments for experiments and study throughout my life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	Here comes the first source sentence translated into English:
Capitol primier.	Capital first part or beginning (Note: This translation is an approximation as
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	Summaries and collections from the essence of bone fracture, which are required before we begin to recall the details of each broken bone and its various parts (Note: This translation is an approximation as it attempts to convey a medical text related to treating or understanding skeletal injuries. The original Latin sentences appear complex due to their structure but aimed at summarizing necessary actions for handling fractures).
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	Cover then, in the introduction of this chapter, we present the essence of our speech; and these chapters are understood by craftsmen and skilled workers who stand upon knowledge and truth about such arts beyond their own. Here it means that initially, within a specific section or introductthy at the start of the book (chapter), key ideas will be shared for readers to understand better—especially targeting those with practical experience in related fields._
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	And so it is said that when you experience a bone fracture or dislocation or twisting injury, then take care of yourself with an incision if no cause prevents this, to treat wounds as needed, whether the injury itself inflicts pain (fracture/dislocation), makes one weakened and decrepit, or occurs during intense cold or heat.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	Here comes the first source sentence: Return its content in lean meat of herbs and young animals' flesh; exclude heavy meats from it, adding only tender foods that fill blood vessels within the vein, provided you serve with caution for apendicitis treatment to avoid effusion into a limb.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	Whenever it returns to its original place within itself for which customarily belongs,
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	So when the bone breaks begins to be repaified, then it is necessary that you feed him with nutritious foods rich in substance and heavy (denoting nourishing elements), such as wheaten flours cooked in water, rice, legumes like lentils or chickpeas, fresh cheese from cows' bellies, milk, tender meats of pigs, young goat meat, large grains for them, and honey. In this way, coagulation occurs to heal the fracture limb by limb (implying bone repair).
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	Be aware that bones crack when they are in the bodies of young and weak individuals; it is impossible for them to remain continuous and solid as dictated by their nature due to drying out (exsuccation).
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	E become and continue according to their nature for as long as necessary for the removal of those limbs, just like how bones in small infants do (grow).
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	Nature always adjusts and binds over the fractured bones of any part broken by something resembling dough thickness inside which you attach and conglutinate your ensemble, within that cause from whose poison or forceful contraction nothing is forbidden for those performing their tasks.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	For this reason it is necessary that we pause the foods of malady (which bear weight and consistency), as we have mentioned.
Mota diversitat de fractura segon diversitat del membre.	Motor variety according to the part of the body'dicts a range of bone breaks that vary based on which segment of the body is affected.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	Be aware that the types of bone fractures are various according to the variety among body parts, and a fracture in the knee joint is different from a fracture in the skull; similarly, a fracture in the chest differs from one in the pelvis. Thus, all other members seem varied amongst themselves.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	When it is time for memory of all kinds of breakage, expressed in its own chapter distinct from the other:
Mota diversitat de fractura en si meteyssa.	Motion various kinds of fracture in themselves (or within them).
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	Here comes the first source sentence to translate:
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	When all is said about their own distress in the recovery phase after they will remember it differently at their respective places.
Mota senhal de fractura del os.	Motive for bone breakage.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	For the sake of this translation task given the mix of languages and archaic terms used in a medieval medical context, I'll interpret the text as close to modern English while retaining some original phrasing where necessary for authenticity:
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	So when there is neither twisted appearance nor bone breakage upon touching the joint and thigh without inflicting great pain on them, here it'thy not broken or dislocated (translation line by line):
