Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or is about to speak) with Albuccas.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	When it appears, apply pressure to that limb every time you can and along its direction, best so done by insertion or cutting said for furtherance of the location'dictated therein; when inserted internally (by catheterization) or externally (via incision), these actions ensure the site.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	Here comes the first source sentence to translate: She is in great pain; if that which was abated does not appear throughout the body again, fever will arise from some part of it, and this appears between her thighs near both ears (auricular) and ring fingers (anular).
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	Guard your nerves, and let the sanguine flow as much as you wish.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	Return and tighten the bandage over the site of incision and tension to heal properly.
De ventozacio e de las qualitatz de uzar de aquelas.	From windy conditions and of those qualities that come from them;
Ventozas so de corns, o de eram, o de veyre.	When joint pain is caused by corn-like pressure or inflammation due to iron (venous conditions) and stone formation in veins, these are the causes of discomfort:
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	Here comes the first source sentence to translate into English line by line:
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	This cutting or scraping that is done according to either of these two ways (with fingers or a pointed instrument), it corresponds secondarily to the action by means of pressure points.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	Here comes the first source sentence to translate:
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	When inflammation does not come out of the veins thinly scattered throughout the flesh, and for that reason it is not pushed out by it therefrom; nor shall we attempt to pull or perform surgery at its source (via phlebotomy), as long as the entire body has been evacuated.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	May it be necessary to provoke airflow for illness or due to continuous conditions; administer that immediately at the meal time with the patient and in their bedtime positioning as well during any occasion of day/night, throughout days herein discussed. (Here is a general guideline suggesting timely interventions aimed at promoting respiration when health issues persist or are exacerbated by continuous factors.)
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	When the cause is among men who seek to extract it through coughing and vomiting in their bodies, particularly head (brain), chest, and abdomen; from those whose appetite returns within them as well as on their face, neck, mouth, tongue protrusion accompanied by sneezing and other causes of appearance:
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	So when it occurs at any time of the day and particularly in the third or fourth part of the month, they command that wind eviction be felt as a pain passed throughout the course of the day (from morning until late afternoon).
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	When the vitality of the head is that which, when you apply gravity to your head and downward where it sinks into the humors in the vessels; perhaps this will expel all the fluids from the body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	This abrasion is in the location of craniotomy for the head (cephalic).
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	It is not known that one uses them when they are completely full or contain pus, and thus inflicts great harm on it.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	Through which liquid I use for that matter, and in the cups wherein illnesses are frequent.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	May those who continue on their path be unaware of it; and fear the generation of forgetfulness when you command the bellows to release a small amount through the partitions using the ventosa.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	May wind of the phlegmatic is in the location for bloodletting from the black vein and the bladder: therefore confer this upon asthma, and constriction of breath and division of sinew (perhaps referring to arthritis), coughs, and pleurisy.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	When a small vessel is inflamed and if it rests for some time, weakness occurs in the limbs and abdomen.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	And the wind from alchemy confers upon headaches and hernias, they migrate away, are directed towards the teeth'dictions (presumably referring to pain in the gums), where it is at the location of a dental procedure/extraction:
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	When you command the suction device not to press on your hand so that it does not cut an artery and cause bleeding flow,
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	Here comes the first sentence to translate: The warmth of breath comforts in the mouth, and corruption of gum, as well as the appearance of illnesses present within the mouth, they are situated where dental extractions take place for those whose lips reside there.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	Maying pain that occurs on the hips be conferred to relaxation, which is caused by heat accumulation as repose (or relief).
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	Here comes the first source sentence to translate:
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And command the cauterist not to proceed with scarring in that place where flesh has been removed, and immediately afterwards treat your nerves and blood vessels there.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	It is about a breeze by which it blows over the chest and afflicts with sores on the abdomen and putrid ulcers lately.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	Here comes the sentence to translate: When you command the windlass that is a great puffing, and made of clay, into its hollow sections where strong force has compressed it; then use small but effective vibrations with the cautery for scarring.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	May gentle breezes from the cushions for gradual manifestation blow all over the body and alleviate old pains of rheumatism and menstrual cycles as well as bladder issues; they provoke menses, relieve both sides (of discomfort), and remain at sites suitable for dilation or lithotripsy performed by experienced physicians.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	Even though they treat all parts of the body, it may happen that fainting occurs in people.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	Whenever winds uproar and disrupt, it is beneficial for health compared to the heat of those same cushions' sails.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	Here comes the first source sentence to translate:
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And cease repeating it and continue until you see the spot redden and swell, whereupon grief appears in one's body.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And when you scrape and repeatedly suck small amounts at a time, take note of the disposition of the body parts.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	When that person has tender flesh from excessive exercise and you have not treated them with care so that the location does not become ulcerated.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	And order the suction device to enhance the incision and apply a poultice continuously for ease of use.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	If the sanction is swolthy, then cut their veins regularly, and in the first treatment session, open the channel of subtlety to the sanction and its moisture.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	May in the second part be acquired knowledge of extracting the thick sancus.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	If the sanction is due to dirtiness, then it requires a cleaning of the surface skin so that further healing can occur.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	And at last, when we extract the small sanctum from each other or one another' extrication requires only a scratching.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	If we wish to extract the sickness's essence, cut it out with a cutting motion; and if the sickness is thick within us, then first carve before proceeding further.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	In the cutting where only the depth of the femur bone is concerned.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	If the colon is thick, hard, black, and its parts are cracked, such that the places of the purgatives become untanned, softened; if it's summer time, then with aloe oil or violate oil, honey from beeswax combs, wine vinegar, or snake oil, apply to these likenesses.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	If the excess is great and delicate, then apply honey, or oil of myrtle, oil of aloe, or juniper oil; according to their appearance.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	May it be that the bellows is made of large leather straps for tendons, and those to cover these areas where the bellows' breath are placed with water from wellsprings or freshwater lakes near them, or spring water, or water collected in baskets on hillsides like this.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	When it is derived from moisture humor that washes the breaths of them or with myrtle and sumac water and resembles these waters to them, then this fluidity originates in their body' extrinsic humors.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	From that from which the superfluous are gross, wash their breaths with warm water (such as seaweed or juniper berries and elderberries) or wine of honeydew, according to their appearance.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	When the windscreen is protected by bathing, and when it'dictates that such water should be administered for an hour or two hours at most, so too does the condition of the windscreen rest (recover).
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What is necessary for a bloodletting procedure before purgation?
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	When considering the meal: if it is from that which blows into your body and chest with cold wind or hot air (possibly representing symptoms of colds), caused by frosty causes such as acidified honeydew, indivia rooted uprooted and lettuce leaves together with sage seeds/crushed flowers, plus juniper berries for aroma;
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	When their foods are withheld as in fasting and roasted meats along with freshly cooked vegetables are taken by them, they appear pleasant to look at.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	From that of which the complexion is pale and prone to sweating or taking wine (or alsecanabin from seeds) with honey, as well as fragrant herbs between winter and summer; it's recommended for him to use little beer/wine consumption and eating habits, pausing the intake of legumes, cabbage, apples, peaches (and possibly tiny birds or small game), which affect his complexion.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	When drinking is greater than food on days of wind and fever, bleeding may occur as a result of excessive consumption during these times.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	When it is given in beer for some hours to Alcuin'thy physicians or a muscle medicine, as moxa or applied pressure, so that the main limbs are comforted and that which causes pain does not intensify; but if this becomes inflammation.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	May the wind-wounds that are being cauterized be those which have been stopped by their flesh, and on gout and hernia in the joints' locations, and under the umbilicus, where these limbs do not suffer cautery upon themselves.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	And it is not for these but the affluence of phlegm in the arteries and veins of the leg, where they use that to dissolve its rapid flow on the breastbone and belly button; this action reduces frequency and alleviates pain caused by wind.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And when pressure is applied to the moist or bloody areas of their operation site due to strong suction from the water jar, it removes the exudate (pus) from those locations.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	When it seems that breath is paused on the belly and breastbone in these chambdictions,
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	These breezes are administered with suction only, and some of them at the fire's light.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	When certain water-filled measures are administered in jaundice of the bowel,
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And it is for that reason the wind becomes full and thickened; thus only water alone or in which there are therape extrusions of plants, can restore this fluidity to its proper state.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	Form of administered air is as follows: it consists of two jars' capacity and a pinch (the amount) being the width of one palm; this portion exists in the body, within the location that lies on the circuit pathway—a small trickle corresponding to the quantity contained inside when an intravenous needle enters.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	Its pain is caused by stones of bile with heavy edges like gravel or lion'thy skin that does not lead the body part to maintain its position on it.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	Whenever it is necessary for light from a burning metal or charcoal (like iron or copper), to shine at the focus of firelight during evening time, this happens because:
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And this is the great wind that we have treated for those illnesses, and its slight pulse follows after them according to their conditions who use it.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	When liver swellings and enlarged veins are more than those of youthful individuals and heavy bodies,
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	And the quality of applying this pressure on the limb is to lightly ignite a candle wick with fire from the matchstick, and apply that flame over the spot where bleeding occurs in the vein transverse across at that point on the member so as not to burn through the patient'seum.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	Here comes the first sentence to translate: "Apply pressure on the member of the thighs and place it over the area we have mentioned before; when they breatse (blow/exhale) and cannot digest what is placed upon that area, causing vaporiness above said region, at that moment the wind vanishes into thin air.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	And with fire according to its nature, and repeat that which is inside of it if there are digestive issues within it.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	May there be a bag that is administered in the plague of lameness, filled with water where not even transverse waves or disruptions occur, and it is only filled to capacity; resting upon one limb solely.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	This is how it works: The larger the windlass (water container), the better, so that it can hold a large quantity of water.
Capitol .xcvii.	The provided line contains Roman numerals which do not directly correlate with any words in Latin or other
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	This line appears to be describing the administration of bloodletting (sanguissuguas) in cases where it is not possible or appropriate through veins due to their small size; instead, they are done on parts of the body that lack flesh such as joint areas with fingers and tongue present. Here's a translation into English:
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And as for those that have been found there are bloodsucking creatures in the waters of our excretions,
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	Return their leg wrappings for the day and night immersed in water, so that they are nourished but no cause remains inside of them therein; restore movement to their bodies through enemas and ventsilation processes; remove swelling from the limbs affected by edema within these bounds; ensure proper positioning on top.
E cum son umplidas e caso.	When they are filled up (with fluid or swelling), in that case...
E si es possible succio del loc am ventoza, es mays derier en juvament.	If it is possible to suck out the place with air, then they may enter in vigorously.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	If not, then wash the area with water and apply moisture; it will be cleansed and spread out.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	If the leg of sanction prolongs due to bleeding from blood vessels, and it appears that there is residue remaining inside (blood), then you press a wet cloth on it until such time as what remains has been expelled internally.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	If the sanction is multiplied, then powder over it has been applied three times with vitriol or small balls and similar objects for precise causes; at which point the sanction falls away; or they are paused on the location where dried fava beans have stuck in place, and at that moment the sanction falls away.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	And if necessary, repeated bleeding of blood vessels when possible, change them.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	If the flow of blood is prohibited from suspension, then it will be inflamed at the recent or fresh wound site (location), and they should remain stopped until I feel some new swelling; these pauses occur when such sensation arises anew.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	When you wish for a poultice over those areas, apply a little powder of ash or salt, and then place it there immediately.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	Ayssi begins the process of restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is regularly required in medical practice; it concerns the restoration of bone fractures and dislocations.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Oh child, understand that these learned doctors and barbers often disregard the freedoms of classical texts at times or cannot read from those ancient letters themselves.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	For this reason the disease of our learned physicians is limited here; and I have never ignored it for any time in my life; nor afterward did I neglect to apply what was read from ancient books or studies on understanding these matters, into which I extracted science.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	Return control or adjustment in my life'thy studies for an extended period of time.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	Here comes the first source sentence to translate: And hereby I have described in this chapter all that has been written about it up till now as far as my science goes and regarding which experiments I've conducted; I opened up what was already contained therein, liberating it from its occupation of elongation; I also unclogged the flow during ablution (bathing), showing it in the time for declaration; and formed flows or currents shaping the bones that are administered herewith as well by addition through demonstration, just like what has been done beforehand.
Capitol primier.	Capital First. (This phrase likely refers to an introduction or beginning of
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	Summa (Summary) and collections from the essence of bone fractures, which are necessary before we begin to recall the members affected by broken bones and various aspects thereof if one is involved.
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	Here comes the first sentence to translate: Now that we start in this prologue, and understand those chapters which formulate herein by craftsmen; it is thus between us and them who are quick to know or learn about these noble arts not their own.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	And so it is said that when you experience a bone fracture or dislocation and twist (sprain), then take care to perform the amputation of that part, unless there are no specific causes preventing this action; otherwise, if affected by inflammation, weakness, or old age/decrepit condition with strong heat or feverish conditions.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	Here comes the first source sentence translated into English: Provide its content with fresh herbs and meats from birds and fish; forbid large grains and fill it entirely with such foods that swell the veins of spleen, taking care to serve cautious antidotes against poisoning if you fear overflow or discharge in body parts.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	Whenever they return the intestine back to its original place in which it usually stays, according to what is customary for them at that time of day or evening (presumably referring to when patients typically experience symptoms).
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	Here comes the first source sentence to translate:
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	E understand that the bones crack when they are in their bodies and weakened parts, it is impossible for them to continue being continuous and solid according to their nature due to drying out of their body members.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	E become fixed and continue according to their nature for as long as necessary for the removal of those members, similarly how bones harden in children' extruded body temperature phase.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	Indeed nature adjusts and moistens over the broken bones of any part that seems similar to grape dough due to tightness within which one is ensnared with their own entrails, inside where poison from strong acidity or firmness arises—like a furnace for consumption—and no reason forbids this individual' extrusion through their works.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	For this reason it is necessary that we pause the foods of the malady (illness), which include those with weight and viscosity and thickness, as we have mentioned.
Mota diversitat de fractura segon diversitat del membre.	Motor variety according to the type of limb breakage.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	E know that the instruments of breaking are various according to the variety of limbs, for a break in the bone of the thigh is different from a break in the bone of the head; and a fracture in the bone of the chest differs from a fracture in the bone of the arm; seemingly all other members are various among themselves.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	When recalling all kinds of bone fracture, separated in its own section from the other.
Mota diversitat de fractura en si meteyssa.	When translating line by line into English while maintaining coherence in meaning as much as possible given the mixture of languages and medieval medical terminology, here is a potential
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	They have various types of bone fractures; some are arch-shaped ones that occur at the stars (referring to starfish or sea urchin); and others depend on the length of the bone: these include splinters from above and below, similar when writing preparation occurs, as well as skull cracks and disrufort in the head.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	When it is time for their specific restoration following the separate recall of them in their respective places,
Mota senhal de fractura del os.	Mention of bone fracture.
