Ayssi comensan las paraulas de Albucasim .	When Albucasis speaks now.
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	Whoever wants to heal their arm and dissolve their gallbladder with the help of what comes out from it through bowel movement, doing this gradually as per the quantity excreted daily:
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	May those who wish to treat their arm and shoulder muscles after the first session of bloodletting have strengthened it for up to seven or nine hours afterwards.
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	May who wishes to pull the limb of their body in opposition to where it turns (declines), will find that this happens on the second or third day.
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	May that part of the body where movement and injury have caused it to ache, bruise, or become feverish; such as happens when bleeding occurs during menstruation (or postpartum), producing large amounts which exacerbate inflammation within these periods. Therefore, you must maintain all conditions for cauterization treatment; place your hand over the soles of their feet to prevent blood from flowing into that area where they might choke on it during syncope episodes (fainting). This is particularly important when a practitioner lacks knowledge or carelessness.
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	When you intend to undress the arm and evacuate the bladder according to the due time, when its clamp has been applied on the vein and joint pain is occurrthy within it (the urethra), press under that impulse with your hand forcefully in order to restrain extension of urine stream. It's too much harm for this condition.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	1. Habentz le layssa entro que sia fleubotomat segondament; 
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	If a vein is distended, do not touch it lest the swelling of the varicose vein intensify.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	If it is necessary for you to trigger the bowels subsequently, there's no justification, then induce that below that place or in another vein as needed.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	And the vein called "vein of the arm" is incised in the location of the spleen or liver, when not crushed or pierced, it consists of these parts.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	The quality of the bloodletting for him is that his malady enters into his body in water within which it gets roasted and the vein becomes visible, when entering through the flame.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	And make its strength appropriate for that ligament affected by narrowing (or strain), and apply the poultice according to the transverse direction of the small part without lateral or longitudinal extension.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And it is both your large incision and your cautery that are on the joint where you make a small one.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	If the flow of blood is prohibited, then repeatedly move your hand in the tail end (anus) and make the blood circulate within as long as you continue to need it.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	If you were in the summer days, then you would be excused from bathing in the tail of water and your legs are rested there during times when young people go for a swim.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And as for this vein that has been opened here, it is a safeguard so that none of the other veins are pulsing and nerves do not exist there anymore.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	E the incision of the scrotum in the seventh day is assigned to the diseases of the testicles.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	Here comes the translation of each line:
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And keep your hand on the patient's flesh where their nerves are stripped of meat for a while; soon enough will come time to treat them in these ways:
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	Here begins the procedure to let it flow down in the tail vein and allow the blood to run smoothly there; if not done so in the tail vein, then the blood will clot at the site of the varicose vein'dictor, and its passage is forbidden.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	When extracting the sanction according to necessity, pause over the vein or artery so that it is not congealed together; and seemingly perform in all parts of the body simultaneously.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	Might the strength of that left foot incision be for these illnesses of the spleen?
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	Even during the patient's abdominal incision, it appears similar to what was done elsewhere (on another part of the body).
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	Here comes the first source sentence to translate: The vigor of the veins that emerge from laparotomy is associated with illnesses present in the body'dict parts at any time, like those caused by menstruation and retained menses, as well as ulcers and old hernias on thighs and cushions, similar to their appearance.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	Here comes the translation of the source sentence:
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	So apply poultice or soft massage oil on the thigh's large pad and foot sole, for they are better and more healing (poultices).
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	If a boil appears on the face, then guard your nerves that are beneath it over the face'thy area and pause thy incision therein, just as you would wish to stitch it up.
E sia le fleubotomi vosil.	Whenever it is necessary for you (the physician/doctor) with a cautery or forceps,
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	Whenever you are not allowed to use the sanction, then rub his (the patient'dict) leg in the tail section of the bladder and make him run while it is being emptied out.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	If the surgeon makes a mistake in the first cauterization, repeat it on their two hands/feet (depending on context), for they will find relief there; do not fear diseases caused by evil spirits, but guard yourself from our nerves as we have mentioned.
E semblantment fay de la sophena del autre pe engualment.	When it appears as if there is a hump of bone in the other leg upwards.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	From the venous sciatica, it has been seen as having its location with our feet near the western portion of the joint.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	The strength of Lu's lumbosacral puncture is its fault when performed blindly by hand.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	Here comes the first sentence to translate: And as for his bloodletting procedure, it involves bleeding between the thighs and festining/strengthening of the spleen located in the abdomen below the ankle with a long bandage that only appears when wet.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	And when it appears, make an incision there every time and as much as you can at each angle, better so—whether by sawing or cutting that space out, the location of your hand will be safe.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	Even when they are in motion and agitated; but if you worsen that condition, a limb of the body will convulse as a whole feeling emerges on both hands at the joints nearest to the ears and fingers (the radial and ulnar).
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	When it comes to your nerves, make them run as much as you wish.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	Return and apply pressure over the location of incision and tightening therein; thus healing begins.
De ventozacio e de las qualitatz de uzar de aquelas.	From wind'sea and those qualities of wearing them (the humors or properties carried by these elements).
Ventozas so de corns, o de eram, o de veyre.	When joints have wind (coldness), or rheumatism and leather issues arise - here come concerns about cornions on the body' extrication is needed:
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	And when the wound is bleeding due to pressure of these two actions (incisions and drainage), one causes it by cutting and draining blood from sanctum (body or a specific part, possibly referring to an organ like liver where such procedures might be performed in medieval times).
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	This abrasion that is being cut out by hand or knife follows two types of methods, one with a sharp instrument and the other without it.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	Here comes the first source sentence to translate:
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	Here comes the first source sentence to translate:
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	If it is necessary to provoke wind due to illness or continuous conditions, then immediately apply that at the mealtime of each day and on their bedtime, as well as in dreams whenever they occur.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet: it originates from men within whom this condition multiplies while they desire to extract themselves through urination and defecation due to obstruction or blockage at their bilious (liver) and sanguine cavities; furthermore, humors replenish and groan both on their face and head as well as in the chest causing cloudiness and heaviness: also where there is displacement of urination site; additionally, phlegm increases leading to multiple occurrences at nighttime when they sleep - with complaints emerging while resting such as flatulence (pass gas), wind accumulation, or other appearances resembling these symptoms.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	So when in any cause of those things, especially if it occurs on the third or fourth day after they have passed during the day for three to three hours, command that wind disease be treated promptly as such.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	When the vitality of the neck is that which, when it conforms to gravity in the head and descends into the humors within the body, perhaps even all may be expelled from the body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	This incision is in the location of craniotomy (brain surgery).
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	It is not permitted that one should apply it where there are dense humors or inflammation; for this causes great harm to the patient.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	Through which liquid I use for that purpose, and in the cups where their illnesses flare up frequently.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	May forgetfulness come to that person who is still upon it; and because you command the bellows operator to release his hand slightly on one of the bellows parts, they fear the generation of forgetfulness.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	May cold air conditions are in the location of phlebotomy for the black vein and bladder: therefore confer this condition on asthma, constriction of the arteries, sprain (joint injury), coughing, and pleurisy.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	When a small vessel is inflamed and rested for some time, it causes weakness in the limbs and abdomen.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	The windblown cold of the humidifier causes pain in the head and face, migrates, exacerbates it, causing pains in the teeth's roots; this is where dental extraction takes place (in a location associated with tooth removal).
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	When you command the bellows not to press on your hand so that it does not cut an artery and cause blood flow,
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	Evening breath from the mouth comforts the chest and corrupts the gums, as well as the semblance of illnesses present in the mouth; they are located at the site for extraction of dentures kept on the lips' cheeks.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	May the warmth that is felt on the hips confer with capacity, which occurs through heat accumulation.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	Here comes the first source sentence to translate:
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And order the cauterizer not to proceed in scarring, where flesh has been removed, and immediately attend to your nerves and arteries.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	E is a breeze in which it blows over the abdomen and conferred upon the stomach ulcers of late, recently.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	Here comes the first source sentence to translate:
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	May gentle breezes from the cushions for gradual manifestation, which drive away all pains of old rheumatism and menstrual cramps in the womb (uterus), causing menses and alleviating pain in both thighs and belly. They provide relief at sites suitable for cauterization by physicians or apothecaries, as well as lead to constipation and dysentery; they stand ready where enemas are administered with doctors' or pharmacists' instruments (enema tools).
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	In spite of everything, they affect all parts of the body and cause fainting in motion.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	From breezes enters the vitality, which is proportional to the vitality of those inhaled from the lungs' cushions.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	Here comes the line to translate: E la qualitat de la posicio de les ventozes es que pausa la ventosa com el vaig i suguia amb succ si no prolongeuix la durada de les ventozes, mais pauzia aquelles lungieraments i manten l'humors acompanyadors al loc darrera del passatge angol.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And do not cease this action, continue until you see the place turning red and swelling, and observe if there is groaning from the sickness.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And when you scrape and suck gently on each part of the body at intervals, take note in its disposition for the limbs.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	When that person'thy flesh is tough and sinewy, which you have scraped without applying pressure so the place does not become ulcerated.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	When a physician commands the bellows, they should intensify the incision and apply pressure with ease (and keep applying suction).
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	If the sanctum is swolthy, then cover it with poultices frequently; in the first application of such treatment, open up and introduce subtlety into both the body and its moisture.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	May occur in the second stage of acquiring knowledge about the removal of the large stone (presumably referring to gallstones or kidney stones).
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	If the sanction is faecal (indicating a blockage or obstruction), then perform an incision on the smooth surface to continue with its discharge.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	And at last, when we intend to extract small stones from bones or joints, it suffices for us one incision.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	If we want to extract a stone (implying kidney stones), cut it with an instrument for cutting the stone; and if you inform us that the stone is large, then proceed to remove it through cutting.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	The term of cauterization in which only the depth of the navel is involved.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	If the colon is thick, hard, black, and its pores are split open, so that the places of fistulas become softened, opened up, and resolved; if it's summer time, take oil from aloe or violate fruit, honeydew melon juice, cooking vinegar for this colic, or linden flower decoction, or chamomile tea.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	If the excess is heavy and quicksilver, then apply honey, or oil of myrrh, oil of aloe, or juniper oil; according to their appearances.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	May it be that the bellows is made of large leather straps for tendons, and should not use oil, nor apply these locations to them with wine from aromatic herbs or water (from juniper berries, freshwater spring, or mugwort), as they resemble those.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And it is he from whom the moisture comes out and washes his breaths with water of myrtle and sumac, or similar substances to these waters.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	From that which their surplus is thick, wash their breaths with vinegar antique or water from spring (aqua sanitatis), possibly wine made of majorcan herbs like myrtle, juniper berries, and marigold flowers—and by these means they resemble.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	When the wound is protected by bathing; there are cases where it should be administered appropriate medicine from the bath for an hour or two, and when this treatment has been done to the wound itself.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What should be done so that during bloodletting before wind displacement, it operates smoothly?
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	When considering the patient'зу: if there is wind from above and below him that strikes his chest sharply and inflames it, consider causes of coldness, like vinegar sweats mixed with mustard seeds, onion grease and endive leaves along with dill pickles, sage jelly, horehound candy, and their likeness.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	When their food is taken with peaches and well-prepared meats, and wine as for company (or pleasure), stop feeding them immediately afterward.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	From that which the complexion is pale and sweats profusely in fear or upon almond milk infusion (or almond extract of seeds), it's recommended for this person to use little amount of honey and food, pause consumption of legumes, cabbage, grains, peas, ducks, geese, fishes;
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	When in the day of windlass and bloodletting it is necessary for one' extrudate more than food,
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	Here comes the sentence to translate:
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	May the winds that are being scratched be stopped in their tracks on the feet, and over gout (gouty joint), and under the umbilicus (navel area), in the locations of the joints, so these limbs do not suffer from scarification.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	Not for these reasons but due to the attachment of bile from a member, together with windy pulsation over the breastbone in sickness caused by overflowing bile flow within and out of the gallbladden; they use it as well when applied on top of one's abdomen and navel, which rarely frees itself from its attachment and tears apart body parts like flesh and sinew. Here comes the translation:
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And it rests on the hips when pain occurs in their accumulated or retained humors, because of strong attraction to those humors and absorption from them.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	When a person rests on the belly and chest where wind circulates in these areas,
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	These breezes are applied using only suction, and some treatments are given over the fire.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	When certain waters are administered fully in the illnesses of the mouth,
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And it is for that the wind becomes full and produces much fluid; then water alone or in the liquid wherein are placed plants suitable to this purpose will suffice as a remedy.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	When administering poultice at the focus: it is two disks as for extent, and a palm's measure as quantity; in this location on him/her within his circuit area—the amount of heat, small according to how much enters through one needle.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	That pain is of bone or sourced from thick skin and hard materials like stones and leather, which do not lead the member to maintain its position on it.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	Whenever mercury or iron is used in its incandescinence at the focus of light, it is paused therein.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	Here comes the first source sentence to translate: And this is a great removal of that which we have recommended; and the small cushion from that second diseases and the state in which he uses it.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	When turning the bladders of the phlegm and extending them, they are other than those of youths and large thighs.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	And the quality of keeping this flame over the limb is to gradually light a candle's wick with fire from a burning taper, and maintain that flame above the vein transverse in the area where the swelling occurs so that it can be ignited quickly as soon as possible for fear that the part may catch on fire due to mal de ubre.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	Here applies the cessation over the member of the hernia, and it is placed on that tumor we have mentioned before, when they blow their breath in but cannot digest what sits there and makes steam above that swelling, then at once the breeze dissolves this.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	With fire according to its nature, and if there are digestive issues with that as well, repeat the same process for those aspects too.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	May there be a bubbling vessel that is administered in the illness of choleretic (inducing vomiting), where no transverse or disruption occurs within it, and it only contains water; held over just the limb alone.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	This is how it goes: And this is its form: The more inflamed (windzo), the better, so that it can receive a large amount of water.
Capitol .xcvii.	The provided medieval text is in an archaic form of Romance languages influenced by Latin
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	 When bloodletting is not administered on the limbs where it's impossible to place droppers (owing to their small size), then use them with one’s mouth and tongue, or in a naked member while attending its face; that refers to cases when direct application of leeches might be necessary due to lack of clothing.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And concerning those that have found bloodsucking creatures in the breasts of bodies washed by water,
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	Return their discharges to the day and night immersed in water, where they are nourished, so that no cause remains unresolved within the stomach of those individuals; apply drainage for the abdomen through clysters and enemas; let them cool down the swolthy member inside where it reddenesces; place their pauses on themselves.
E cum son umplidas e caso.	When they are filled up (with something), then it is/becomes a case for action or
E si es possible succio del loc am ventoza, es mays derier en juvament.	If it's possible to suck the place into wind, they may recover healthily (or 'recover'). It seems like this line is advising that if one can draw in fresh air or something similar from outside ("suck
