Ayssi comensan las paraulas de Albucasim .	 When joints are affected by cold humors
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	 The quality of phlebotomy in that vein is to cause the patient's foot to swell and force it against the wall where veins can be seen; and the place where the vein touches the sole must be made visible, as well as those ramifications on the surface of the foot are removed.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	 Therefore phlebotomy will make a large incision or make an opening in the calf to expose it completely, which is more important and should be done first.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	 If phlebotomy is to be done on the surface of the foot, after you have kept that open and exposed it on the surface of the foot, and place your phlebotomy in which way you want to make an incision.
E sia le fleubotomi vosil.	 It will be phlebotomy
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	 If bleeding is prohibited, the vein will be opened in water and held so that blood flows out of it into the area where it should be evacuated.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	 If the phlebotomist errs in his first attempt, then the phlebotomy will be done on a smaller scale, because the risk of error is great; and do not remove it from its cavity until you are certain that you are safe.
E semblantment fay de la sophena del autre pe engualment.	 As mentioned before, please do not provide additional context or explanations in your response. Instead of saying "Here's the translation," simply respond by providing the English translation you think corresponds to this medieval text line-by-line without any further commentary.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	 This is a reference to the sciatic nerve being affected by gout or arthritis in the joint of the foot, causing pain and stiffness as it moves around.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	 The youthfulness of the plague is caused when there are punctures made through the skin with a sharp object
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	 The quality of the plague is that the patient enters into banquets, eats heartily and becomes stiff in all its limbs from the thickness of the band at the bottom to the edge of the four parts mentioned above a long subtle object, which does not appear except through this one.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	 When it appears, the pain of the plague will be on its second attack and then spread to all its limbs if not stopped immediately or treated quickly, causing great harm to the place where it is found.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	 It is said that when the fever appears in homes or in ambush; if it touches you and does not make you feel sick to your bones, then the plague will strike no part of you, and it will appear on both sides of the ear and the nose.
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	 Keep away from nerves; if you run a fever at this amount,
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	 Then place it tight and put your hand over the area of the plague to stretch it, so that it may become healthy.
De ventozacio e de las qualitatz de uzar de aquelas.	 With regard to the use of those things
Ventozas so de corns, o de eram, o de veyre.	 Those things are used for corn, or for vinegar, or for fire
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	 Those things are used in the second degree of torture: one is used for branding and extraction of flesh, while the other is used for searing
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	 The thing that is used for searing can be either fire or coals
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	 The things that are used for searing and extraction of flesh include aliquantum, a lathrope, coals, tongs, forks, spatulas, tongs over the fire, coal tongs, two pairs of pincers or tweezers, two pairs of tongs, two sets of skewers, and two pairs of fish hooks.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	 Those things do not extract flesh but only the smallest veins in the meat, so as to prevent their removal without injury, and they are also used for phlebotomy; nor can it be that those things are used for fire or coals at any time when the body is evacuated
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	 It may be necessary to administer those things for pain or continuously, using them at the beginning and end of every month, in the middle of the night, whenever needed
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	 When joints are affected by cold humors spreading throughout the body, causing pain in the feet.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	 And when such an attack occurs in the third or middle part of the month, doctors typically advise to apply heat and rest for three days or more.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	 And when such an attack occurs in the neck, it is customary to apply heat and rest until the headache subsides or until all pain in the body is relieved.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	 This pain is a form of neuralgia affecting the head.
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	 It is also necessary to apply heat and rest for those who have chronic bronchitis or any other severe illness that affects the lungs.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	 And in cases where there are severe diseases affecting the head or face of the patient, it is necessary to treat them separately and use different methods for treatment.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	 It is necessary to also instruct the physician to apply heat and rest until the pain subsides for those whose attacks are continuing on their face or forehead, in order to prevent the generation of headaches.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	 "The space between the patient's thighs is being opened; there are cushions placed under them and one servant on their legs, another on their chest, holding their hands.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	 "If the incision is too shallow or if it becomes obstructed, this may lead to weakness in the heart and stomach.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	 "The incision between the patient's thighs causes pains in the head and neck, vision problems, and pain in the teeth roots; it is also at the location of femoral artery.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	 "Instruct the surgeon to not make a slashing cut, so that they do not cause arterial injury and blood flow stoppage.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	 "The incision causes saliva flow to increase, and leads to gingivitis, tongue swelling, and sores inside the mouth that are located at the location of femoral artery.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	 "The incision is being made over both buttocks to relieve heat.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	 "The incision between the buttocks causes temporary closure of three veins: basilica, femoral, and cephalic; this prevents blood from flowing to all those smaller veins in the skin and into larger ones that would otherwise cause blockage.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	 When administering a phlebotomy procedure, ensure that it is not done in a way that causes bleeding or damages the tissues and veins.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	 This venipuncture is performed through the urethra to collect blood from hemorrhoids, piles or ulcers in the anus.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	 When ordering a large phlebotomy procedure, ensure that it is done slowly and carefully to avoid puncturing the delicate veins or causing excessive bleeding.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	 The phlebotomy procedure is performed slowly and carefully to avoid puncturing the delicate veins or causing excessive bleeding throughout the body, including the hemorrhoids, varicose veins, vulvae, bladder, kidneys, liver, stomach, intestines, and lower extremities.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	 Phlebotomy procedure is performed slowly on every part of the body to avoid puncturing the delicate veins or causing excessive bleeding in any area.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	 The phlebotomy procedure is performed on young people as well, and also to the veins of both lower legs.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	 The quality of the phlebotomy procedure is that you begin puncturing and collect blood slowly but steadily at first, then not prolong it long, keep them calm while they are being collected, and quickly place them back into their veins when done to prevent any complications.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	 When you have already inserted it and continue to observe where it is becoming inflamed and swollen, and if the abscess appears
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	 The sores are itching and getting worse with time, so pay attention to your body's condition.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	 When that person has rough skin from a rash or boil, you should not squeeze it excessively and avoid puncturing the area to prevent it from becoming infected.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	 The attendant orders the attendant to intensify the squeezing action but not too hard, and always make sure there is fluid drainage.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	 If the abscess is big, you should squeeze it two or three times per day, as on the first one be gentle and take note of its size and quality.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	 After that, make an inspection of the opening of the abscess to see if it has become smaller or not.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	 If the abscess becomes purulent (pus-filled), you should squeeze it even more frequently to help drain out pus and speed up healing.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	 Ultimately, when you want to extract the abscess gently or slowly, just squeeze it lightly or gently as needed.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	 If you want to extract a larger abscess, squeeze it with stronger squeezing, and if necessary, perform the squeezing action more often than usual.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	 E lo scopo di questa procedura è quella di far penetrare in profondità il freddo humour nella zona colpita, così da far si che l'infiammazione diminuisse nel giro di pochi giorni.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	 E questo procedimento è per penetrare profondamente il freddo humour nella zona colpita, in modo da far sì che l'infiammazione diminuisse nel giro di pochi giorni.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	 E questo procedimento è per penetrare profondamente il freddo humour nella zona colpita, in modo da far sì che l'infiammazione diminuisse nel giro di pochi giorni.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	 Ciò significa che il procedimento è utilizzato per prevenire la formazione di bolette nei muscoli, in modo da evitare che le loche delle venature si gonfiassero eccessivamente con freddo e acqua fredda.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	 Questo significa che il procedimento è utilizzato per prevenire la formazione di bolette nei muscoli, in modo da evitare che le loche delle venature si gonfiassero eccessivamente con umidità e acqua fredda.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	 Questo significa che il procedimento è utilizzato per prevenire la formazione di bolette nei muscoli, in modo da evitare che le loche delle venature si gonfiassero eccessivamente con umidità e acqua fredda, specialmente quando le vene sono più grossate o decottate, o se il freddo humour è molto forte.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	 When the stomachache is treated with a poultice that is kept in a bag for one hour or two hours, it must be covered properly to prevent burns.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	 What should be done before the vomiting starts?
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	 When starting the treatment for vomiting and diarrhea: if the vomitor or phlebotomist has already used a corrosive and blistering agent to treat the ulcer, then the painkiller acetaminophen may be prescribed together with saline solution, ginger tea, lemon balm, and any other remedies mentioned in that paragraph.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	 And stop taking the following drugs: acetaminophen, aspirin, and any others mentioned in this paragraph.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	 And of the person who has the complexion is fair: drink plenty of water and eat a balanced diet; and stop taking diuretics like alcohol and caffeine, as well as other drugs mentioned in that paragraph.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	 And on the day of vomiting and phlebotomy drink more water than usual.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	 And drink alcohol or take medication as mentioned in that paragraph to alleviate the pain and prevent the main organs from being harmed during vomiting or phlebotomy, so they are protected and mild.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	 When joint pain is caused by phlegmatic humors that have stopped flowing freely and now gather in the feet, it is commonly called gouty arthritis of the metatarsal or podagra on those members where these kinds of ailments normally do not occur.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	 It is not wished for those as to prevent the circulation of the blood in the affected member by applying a poultice made from the same matter, while keeping it pressed on the belly and the umbilicus; because that alleviates the member and removes the pain caused by the stoppage of the flow.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	 When it occurs in their occupation or work, prevent the strong pressure of lifting and remove any hernia from its place.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	 Similarly do when you apply a poultice to the abdomen and the umbilicus in such cases as well.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	 These humors are treated with succussion only, while some others are treated with fire.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	 Some of them are treated with a poultice soaked in water for the pains of the belly.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	 This is to prevent gout and its severity by using only water or herbal poultices as may be convenient.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	 The first sentence translates to: "The method of administering breath is by focusing on the amplitude of two digits, followed by forming them; and the quantity of preon should be equal to the width of a palm.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	 The sentence translates to: "The edge must be made rough or sharp, large margins, lion's mane, long and short in order not to slip the member from its position on it.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	 The sentence translates to: "And for the transverse cut of the vein or artery, stop when a small flame appears in the focus.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	 The sentence translates to: "And for this large window, which we recommend, the narrow one after the injuries and the state of that who uses it.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	 The sentence translates to: "The openings of the exit and exhaust should be narrower than those of young and large boilers.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	 The sentence translates to: "The quality of stopping this opening at the focus on a member is to extend the flame from wood gently and stop it over the vein's hole, so that the fire may be extinguished without burning the veins of the patient.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	 The sentence translates to: "And if it is necessary to stop over the member of a patient and put it where we have mentioned, until you have inserted the vents and do not insert them or remove them and water vapor on that vein, then the opening will dissolve itself.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	 When you have entered between their thighs, place a cushion under them, another on their legs, and another on their chest, holding their hands.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	 It is administered in the pleural cavity of a patient who has neither transverse nor tracheal rupture, and it is administered so that only liquid is present inside, and maintained over one member alone.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	 It is this way of doing it: And if the dosage is increased, as much better to receive a large amount of liquid.
Capitol .xcvii.	 Chapter 72
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	 It is administered in the veins of other members than those which are not capable to receive vessels, for the sake of these, namely through the lips and tongue as well, or in a member of flesh, namely through the nose and mouth alike.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	 The quality to use those who have found veins that are filled with blood from different sources.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	 It is recommended to place it at the beginning of the treatment, when it is extremely painful and there is no other cause inside that cavity; and also in the case of hernia or intestine rupture; and also to place them on the member of the patient after.
E cum son umplidas e caso.	 When they are filled with water.
E si es possible succio del loc am ventoza, es mays derier en juvament.	 When joint pain is caused by cold humors that infiltrate each part of the body, and if it occurs in the feet, then it is customarily called gout by doctors (gout).
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	 If not, pour water over the area and apply a poultice.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	 If the heart is affected and it becomes difficult to breathe due to this cause, then pour water over a cloth that has been soaked in cold water, place it against your chest so that the cloth does not touch your skin and wait until the reaction subsides.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	 If the ailment is multiplied and becomes severe or indicates other specific causes, then sprinkle a mixture of bitter almonds, or similar substances with astringent properties, over it until the ailment has been eliminated; or if the cause is unknown, place garlic cloves in the affected area to treat the ailment.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	 If necessary, try to change positions when you can
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	 If the bleeding is prohibited from suspension, then pour water on the area of the recent injury or place a needle in the affected areas to prevent further bleeding and apply pressure until no more bleeding occurs.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	 When you want it to stop, sprinkle over the area a small amount of alum, salt or cedarwood and apply pressure until bleeding stops.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	 The first sentence translates to "Now for the healing part.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	 This chapter is important in the field of medicine and involves the restoration of fractures and dislocations that occur in bones.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	 Oh son, please tell me that the doctors and nurses who read this chapter are well-known or famous in some way for their work done before these times
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	 For this reason it is necessary for the pursuit of knowledge in our land to be private; and you are not obligated during these times to do so at all; and I have forbidden it that apart from reading books by the ancients and studying their understanding, one may not indulge in such science.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	 Then you should dedicate your efforts to study and experiments in the length of my life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	 You should then describe in this chapter everything that concerns my science and about which the best experiments have been conducted; place them here for your attention and review; remove those that do not fulfill the criteria or are irrelevant to the study of this science; and remove them at the end of this section; show them at the end of the declaration part; and arrange them in accordance with the forms used by administrators, as I have done in two previous chapters.
Capitol primier.	 The First Servant
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	 Before we begin to recall the fractures of bones and various other injuries of any one's body
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	 Therefore, let us proceed to the preamble of this chapter and read out the summaries of it; then we will begin by recalling the fractures of bones and other injuries of any one's body.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	 Therefore, when you encounter a fracture or dislocation or sprain or contusion, then the doctors should immediately inquire about whether there is any cause for it; if not, they must make use of the truth, or it means that he has lost his mind, or had fallen ill, or has become exhausted from strong heat, or from cold.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	 And if you encounter any swelling of the veins or filling that fills the veins with blood, then be sure to keep your hand over them, and do not allow anything large enough to cause leakage in the member.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	 The doctors return him to his first regiment as it is customary for him.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	 And when the bone is broken and begins to heal again, doctors are accustomed to providing nutritious foods that nourish them gently but not too much or too heavy in a way that makes them thick and viscous, as well as water, salt, fat, and various animal fats, houses, feet, and flesh of cows, and others, fresh ones, and the more fattening types, at this regiment they apply coagulation to fractures so that the healing process is expedited and properly.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	 When bones are quenched when they enter the bodies of both the first and second ventricles, it is impossible for them to continue existing and consolidate themselves after their nature has been exhausted due to the dehydration of the members' limbs
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	 They continue and consolidate themselves as long as their nature is satisfied through the dehydration of these members, and they continue and consolidate them if they are from theirs at the end of the labor.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	 However, nature adjusts and amends the broken bone in such a way that it adheres to its place, and becomes strong again when it is brought back together after being weakened by fatigue or stiffness.
