Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors, each part of the body will be affected.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	 Open the mouth of the patient and put in a cloth soaked with a mild corrosive to clean it; remove any corrosion from the gums, tongue, and all sores that may be there on the inside of the lips and any ulcers on the outside of both cheeks.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	 The treatment for cleansing is as follows: apply a cloth soaked in mild corrosive to the upper and lower lips, which will be done by way of heat application.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	 The treatment for cleansing the face boils down to three steps: first apply heat to the basilica artery and the cephalic veins; second, cauterize the jugular vein; third, cauterize all other smaller veins that may have infiltrated into the skin around them.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	 The attendant is to avoid scarring and ensure all nerves and arteries are intact.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	 It is a procedure used in the cleansing of hemorrhoids or ulcers that occur around the anus, to say nothing about any other parts.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	 The attendant should ask the cleanser to make a large procedure, meaning one that requires a lot of time and effort. The assistant must also ensure that all small veins are cauterized during this procedure as well.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	 The attendant should apply the cleansing procedure to all small veins one by one, making sure that each sore is treated individually and removing any old or new sores from the anus, groin, vulva, breasts, abdomen, thighs, and calves.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	 In this phrase there are two verbs in a similar order as each other but opposite meaning. The first verb means to cut, while the second is to open or begin.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	 This phrase literally translates to "and from the openings of the veins take a step towards the openings of two legs." However, I believe it's referring to venipuncture or blood-drawing procedure used in medicine where a needle is inserted into a vein for drawing out blood sample.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	 The quality of the position of the veins is that pauses at first to come and draws quickly for a short time, but do not prolong the position of the veins, may pause those temporarily, and remain those slightly, so that the humors go where they are accustomed to going.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	 Do not cease repeating this and continue inside until you see it become rigid and inflated, so that the rope's knot loosens.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	 The pains of your joints are caused by cold humors that infiltrate each part of the body and pain occurs in the feet.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	 For him who is prone to rash skin, do not scratch suddenly and without preparation, for fear that the location will be inflamed.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	 The phlebotomist commands the needle to increase the scratching a little bit, and always keep the procedure easy.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	 If the vein is narrow, then scratch two needles one at a time so that on the first needle you go through lightly to the center of it and from there proceed gently as well.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	 In the second, an examination of the exterior of the large intestine
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	 If the bowels are constipated, then let doctors administer laxatives to make them defecate properly
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	 Also when we want to extract the bowel slightly or little by little, he administers one
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	 If we want to extract the large intestine, he will administer a more powerful laxative; and if it is necessary that the bowel be very large, doctors prescribe stronger laxatives.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	 The term for cautery in which depth of incision only matters.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	 If the bowel is thick, hard, and filled with pus or other foul substances that cause great pain when it bursts, then doctors use cautery to cut open the bowels at once, without hesitation, whether in summer or winter, spring or autumn, early or late, or at dawn, dusk, midday, evening, night; they do this as a last resort.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	 If the excess is thick and rancid, doctors will use cautery to cut it open; or if there are other foul substances that cause great pain when they burst, they do this as well.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	 If the knife used is of good quality and strong enough to cut through tough meat, then doctors prohibit using it, so that when these incisions are made they can be washed with hot water or cold water, fresh from a well or a fountain, or cold water from a pond or a lake, and those like them.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	 When someone has a cold that causes mucus to be discharged from their nose, the servant should blow gently on it or water with vinegar and salt, as follows:
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	 For someone who has thick mucus discharge, the servant should blow gently on it or water with vinegar and salt as follows:
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	 The servant should keep the nasal passages open by using a bandage and administer it with the recommended amount of ointment or syrup for one to two hours, after which they should rest their nostrils.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	 What is required to regulate the nasal passages before a bloodletting procedure?
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	 When considering the beginning: if you suspect that the bloodletting procedure is causing pain and inflammation in the nose, then you should check for causes of coldness, such as chilblains, and also apply vinegar, salt water, or other remedies to soothe the affected area.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	 After applying these remedies as well: pause your wine, and make sure that you're using cold water instead of hot water, and apply the following mixtures for sores on wounds, such as:
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	 For someone who has a feverish complaint: you should drink barley water (eyssarop), or eye-sore of the many kinds mentioned before, salt, and vinegar which smells like garlic between day and night; also, make sure to decrease the amount of food and drink, and pause the wine consumption with a servant's suggestion.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	 "In the day of vomiting and bleeding, drink more water than usual.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	 "If someone is given a drink of tyriac acid or mucilage when they vomit and bleed, either to soothe the pain, calm them down, prevent them from panicking, or to help with vomiting or bleeding itself.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	 "The pain of vomiting will be less severe than the pain of stopping it if you pause for a while before applying any treatment to prevent scarring on the skin.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	 "It is not advisable to do so for those same reasons as mentioned before: to prevent scarring on the skin.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	 "When you sneeze or cough, hold your breath to prevent sneezing and coughing too hard.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	 "In the same way when holding in vomit and bile at those moments.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	 "The vomiting is treated with a gentle fluid, and some medicines are applied at high temperatures.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	 In full, that first sentence translates to: "In the groin, a treatment has been applied completely wet.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	 That means: "It is necessary for the abscess to be filled and full, either with pure water or with a solution that contains herbs suitable for this purpose.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	 The manner of administering the treatment: first determine the diameter that will be used for inserting it (the size of two fingers), then apply a measured amount to one palm; and lastly in the last place where the abscess is located, apply a smaller quantity equivalent to the tip of a needle.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	 The remedy should be applied in such a way that it does not prevent the member from being in its proper position on top of it.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	 It may be applied across the abdomen or to the back, and should be done with a steady flame at its source.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	 That treatment is of the greater kind than that which we recommended, and should be applied with a small amount from that place onto other abscesses or to its current location.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	 The ointments of the earlier type and the more powerful ones should be used only for young people or those with large abscesses.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	 The quality of applying the treatment with a steady flame at its source over the member is to extend it slightly by burning it gently while holding down only one candle of wax, and then apply it over the abscess in the transverse vein area so that the flame may be extinguished without burning through the patient's chest.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	 When the space between a patient's thighs is open, place it over their chest and say that you will now administer a powder to stop any breathing that occurs as soon as the wind enters through that opening, until which time?
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	 Place your hand over their chest after you have opened the space between their thighs, and let them know to expect whatever else may follow that
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	 The powder to be administered is meant for breathing relief and has no transverse or opening passages within it; the powder should only be poured into their chest cavity.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	 The form of this is as follows: And with larger quantities come the better results because more water will be received.
Capitol .xcvii.	 Chapter 72.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	 Bloodletting is not administered on the limbs but on the members where it is impossible to make an opening for the wind's passage because of their small size, as with lips and tongue; or in a member of flesh, as with the nose and mouth.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	 The quality of using those which have found blood vessels that are in the hollows of the ear.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	 Let the water drip gently into their ear, until they become famished and no cause of any kind occurs in their stomach; and place it on their chest from the start with a fumigation and air passages; and let them put it on.
E cum son umplidas e caso.	 When there are pains
E si es possible succio del loc am ventoza, es mays derier en juvament.	 If it is necessary to make a hole in the middle of the palm or the back, then do so with great care and youthfulness
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	 If not, then apply water, vinegar, and salt to the area and compress it.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	 If the swelling of the veins in the body's surface persists and is unbearable, then apply a compress soaked with water to it and remove any previous compress over time to avoid further swelling.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	 If the swelling is multiplied, then apply vinegar to it or look for the causes of it, such as a strict diet, and if necessary, remove any previous compress to stop it.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	 Then, when necessary, change the veins (venous system), if possible.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	 If the veins are prohibited from suspension (venous thrombosis), then apply water or leave a needle in the area to stop any pain and prevent further recurrence.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	 When you want to soak them with a little bit of vinegar or salt, squeeze as much as possible.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	 From the initial treatment: restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	 This chapter is about necessary healing procedures in medicine, including bone fractures and dislocations caused by accidents.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	 Oh son, please know that the physicians and surgeons referred to in this chapter are those who do not respect the liberties of the ancients or follow the laws of these times.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	 For this reason, it is considered that the practice of medicine in our land is private; and you are not permitted to engage in it by these times unless you have also studied and understood the works of the ancients and learned their wisdom so thoroughly that no other science could replace theirs.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	 I recommend trying experiments and studying in the length of my life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	 In this chapter, all that is described in it are the means by which my science has been practiced and with which I have done great experiments; put into practice what you have learned from reading these chapters, and make sure to apply them as stated; also describe at the end of the translation, and provide forms for administration like those used in previous chapters.
Capitol primier.	 First chapter.
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	 Summary and collections from the fractures of bones, which are necessary to be mentioned before we start on the remembrance of the members affected by various diseases one at a time.
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	 "You have now finished translating the first sentence of this text, which means you've successfully understood all the sentences in it and can figure out what each one means.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	 "When a fracture or dislocation occurs in the limb, doctors advise to begin with phlebotomy or leech therapy on that part, if there is no other cause; otherwise do your best to heal it as soon as possible.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	 "And let the veins be content with herbs and foods that are light and light-colored; avoid fats and fill in any excess liquid into the veins to prevent swelling of the member.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	 "Doctors return the patient to their first regimen as soon as possible.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	 "When the bone is broken, doctors recommend feeding the patient with nutritious foods that are light and easy to digest; avoid fats and viscous food as much as possible; let them have water, fruits, vegetables, lean meat from cattle, eggs, fish, poultry, fresh bread, heavy or fatty foods, etc., in this regimen they put coagulation therapy on it for fracture recovery.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	 When bones are quenched when they enter the home and in their first layer and in their drops, it is impossible for them to continue and consolidate themselves over time due to the dryness of their members
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	 They will continue to consolidate and expand over time due to the dryness of those members, except for the ones at the end of the length
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	 However nature adjusts and connects the torn parts with a strength that adheres them together and strengthens it until the end of hardness and firmness, except for when they come to an end due to fatigue and exhaustion.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	 For this reason, it is necessary that you hold the restraints of the patient, which are heavy and viscous and large, as I've mentioned before.
Mota diversitat de fractura segon diversitat del membre.	 A variety of fractures according to the variety of body parts.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	 The types of fractures are diverse according to the variety of body parts, for example a fracture in the arm is different from one in the head, and a fracture in the breast is different from one in the leg, and so on with all other members
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	 Remember every type of fracture described in its separate chapter.
Mota diversitat de fractura en si meteyssa.	 Many fractures in one leg
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	 Many fractures in one leg
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	 Every kind is different in the restoration of it, as soon as it comes to memory in your places
Mota senhal de fractura del os.	 The sentence you provided was incomplete and didn't include any more context or information about fractures. Please provide me with more details if needed.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	 The type of fracture in the leg is known as: tortuousness of it, and its prominence and perception by it to your hand
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	 Therefore, when there is not an evident tortuousness in the location and it does not feel like a fracture while touching your leg with gentle pressure without causing much pain, then it may not be a fracture
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	 It is possible that it could be a small fracture or a small tear, without knowing exactly what kind of lesion you have on your leg and compressing it all. You should pause over it to remember which medication was prescribed at the time that suited this place, and use a fine needle for stricture.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	 You know that the location is curved and not cut in two or another way without causing damage to it, as you have removed all of its covering, so now you should begin your time to repair it by doing the healing treatment carefully.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	 When an abscess forms on the finger, cut off that finger in three days so it does not continue to fester and become infected.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	 It is easier for you to restore the bone than to cut off the bone, that which falls out in such a way as described above.
E aprop strenh aquel segon que vindra la rememoracio de lu.	 Then take the second one and apply memory to it.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	 If the body part is cut off from both ends but one side of it remains intact and the hand or leg is small enough to cover it, then you should use your hand as a bandage for the arm/leg that was cut off; or if two cords are available, wrap around them with one cord and place your hand over the area.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	 While holding the member in a position that is close to its normal shape while extending the other parts of the body away from it, you should make sure that both hands or arms are placed over those areas so they do not come into contact with each other.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	 Do not apply any ointment or medicine to the patient's body during their operation, and make sure both hands are touching each other when applying anything from one hand to another.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	 While holding the patient's hand at that time, you should ensure it is in balance and correct any other position while maintaining a balance of effort based on your judgment.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	 When stretching and compressing the veins simultaneously with doctors' orders to squeeze down on them, they might cut off circulation in the limbs; especially when performed during the operation of varicose veins.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	 Stretch and compress the veins by attaching them together with surgery or stricture of that limb, pause and relax tranquility; apply the patient in this way and let the pain subside until the next day's rest and sleep, wait for it to take its place at all times during movement; guard against any other position which does not bring relief from pain; and keep them as such, so that there is no twisting when restored.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	 The quality of the limb stretch is one that you recommend, in order to know how different limbs are in their size and shape compared to each other.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	 For those who are very small like the arms and legs you mentioned above, it is customary for them to be wrapped in a very soft cloth.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	 For those who are very large like the thighs or calves, it is customary to wrap them tightly and firmly so that they are connected closely to the limbs during surgery in order to strengthen and extend the limb from both ends of the stretch evenly; otherwise there may be confusion as to where exactly the limb begins.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	 When it is necessary to start an operation on the thigh of a patient who has broken his bone, you must suspend any necessary operations at that time over the location of that fracture, and gently stretch your hand towards him for support.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	 You must firmly press on the area of the fracture while supporting him with your hand to prevent any further stretching or weakening of the location of the fracture.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	 You must gently stretch and loosen the area around the fracture slowly but surely until you regain control of the location after a large movement has occurred.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	 You must then take another object and wrap it tightly around the area near the fracture, covering any loose areas from the fracture; and thereafter, perform your operation on tightening up this area while loosening that one as you've already instructed in the first one.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	 You must pause between these two areas if they have the same tortuousity as that of the fracture, and otherwise do not pause in them for any cause.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	 You must pause over the other object, and gently alternate between these two areas as much as possible, if in that location there is no effusion or swelling to be seen, and pauses on top of the area opposite it from which the swelling originates; and lay this down for a few days; and you will then stretch over both areas.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	 The first steps of the ladder to climb are easy and broad
