Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors that infiltrate into each part of the body.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	 You've placed it in the hollow where you put that into place as soon as possible so that there is no pressure on both sides or above one side
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	 If there is an abscess that needs to be cauterized, stop the extraction of it and its restoration until you have cooled down the cautery, then resume it as soon as possible; and return to the restoration of it, holding it tightly like this.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	 If there is something stuck in his mouth or throat, you should treat it.
Capitol .xi.	 Chapter XI.
De restauracio de la fractura del adjutori.	 Of the restoration of the rib fracture.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	 The ribs are located between the shoulder blade and the top of the shoulder blade.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	 If it is broken, the restoration of it is done in two ways, one of which you must apply as soon as possible with a gentle touch so that healing may occur rapidly like this.
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	 If it is located in both extremities or hands, and if you are holding one of them, then put a cushion on the elevated limb.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	 The patient is being positioned so that the broken arm lies flat on the chest, with the elbow bent at an angle to prevent it from getting in the way of breathing while maintaining its natural curve
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	 The nurse is applying pressure to the broken arm in order to prevent further damage, while also ensuring that it does not interfere with breathing by keeping its natural curve.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	 The other nurse is pressing the patient's head down while holding their arm to prevent further injury, and asking two assistants to hold onto their hands in order to ensure that they do not interfere with the healing of the bone, one assisting from above the break, and another helping from below it.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	 If you want to press hard on both the broken bones at the same time, hold down the patient's head and place pressure simultaneously on both arms while having two assistants stretch out their limbs.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	 If the broken bone is close to a joint, hold down half of each arm on top of it and let the other assistant hold onto the fractured limb.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	 Similarly if the broken bone is close to a joint, hold down half of each arm over it and let one assistant hold onto the fractured limb.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	 When pain occurs in the feet
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	 If pain occurs through the nail
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	 And if the pain occurs through the nail
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	 Then return the intestine or hernia to its cavity, and place your hand over the area to prevent the intestine from coming out.
E lahoras usa de stelhas.	 The servant will be used for stitches.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	 And it is customary to place a cushion under them and another on their legs, and another on their chest, holding their hands.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	 Then return the intestine or hernia to its cavity, and place your hand over the area to prevent the intestine from coming out.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	 The servant is used for stitches.
E quant pus es alonguada la fractura sia la strictura menor.	 And when the smaller fracture has healed, then the larger one will also heal.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	 Then if the situation of the bones and fractures is such that it has happened at the moment when you restore the member to its position, then do so.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	 When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customary to call it gout for doctors.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	 The treatment for this condition involves keeping the affected area elevated above the level of the heart, applying cold compresses to reduce inflammation and prevent effusion or swelling, restraining the bowel so that it does not protrude from its cavity, and correcting any other relevant issues as mentioned earlier in the text.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	 If you suspect there is another underlying cause for this condition, doctors would advise treating it with a cold compress for three days or more as mentioned earlier in the text.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	 Place your hand over their abdomen and chest to prevent them from coming out, placing a cushion under their thighs as well.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	 Pause the attendant and consider it every time you start or end your work day to ensure that there is not any bleeding or softening of the torn member, or if there is a soft bandaging, correct this as well according to your expertise.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	 Pause the bowel movement after you've already mentioned this earlier in the order to ensure that the bowel movement is soft and starts gently, avoiding any straining; and doctors recommend adding a laxative as well.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	 In the meantime, while keeping the attendant and patient's leg bandaged for a long duration of days, it is customary to administer laxatives and apply ointments as needed in order to correct this issue.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	 When there's a fracture like that of an ankle, then doctors say it won't mend within one day or two months
Capitol .xii.	 Chapter 12
De restauracio de fractura del bras.	 Restoration of fractures in the arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	 The arm is composed of two bones called the humerus and radius. Of which one has a small end, that being the proximal end, and the other with a large end, that being distal
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	 If only the larger bone is fractured, or if it's just the smaller one, and both are broken, then they must be treated accordingly.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	 When the smaller bone is fractured, and its restoration would not work, then healing must be faster.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	 If only a small piece of bone is broken, the fracture may heal poorly, and healing would be difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	 When two bones are broken at once.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	 If the bone that was fractured is the smaller one of them, then it is advisable for a doctor to restore it as quickly as possible so that it doesn't get in the way.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	 If only the larger bone was broken, then healing must be more intense.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	 When both bones are broken, it is necessary to move very quickly with intense treatment.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	 "Place the limb on top of another cushion so that its bottom does not come into contact with anything hard.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	 "If there is a very high or heavy limb on the patient, place another cushion below it to prevent injury.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	 "The first minister extends one arm of his body and the other servant does so as well.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	 "The surgeon turns towards that second most prominent limb to reduce it.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	 "If there is a swelling in the arm, do not drain all pus from that location as well as your own.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	 "If the abscess is separate and you cannot reach it to drain or remove it, then leave it alone and apply another bandage on that side.
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	 "If the fracture is a compound one, do not simply close up the wound with a single dressing, but rather seek medical attention for it.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	 "If you begin to see signs of infection during the wound's care, use a dressing with a mix of red and white, varying in thickness and subtlety, covering it over the subtle incision until signs of the abscess are seen; after that, remove the gauze and apply a sterile pad soaked in povidone-iodine solution. If there is pus on the sterile pad, then apply another sterile pad over it.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	 The name of the bones in your arms are shown in the larger compartments or fractures in a single compartment or two compartments
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	 And if it is necessary to make the incision strong and violent in order to reach out to the fracture parts or weak parts of the body, pause the incision for a short while so that you remember this at the beginning of the chapter
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	 The bandages that cover the fracture should be moist and not too tight or too harsh, so that it is firmly held between subtle and thick, as we have recommended.
E considera le membre e·l liament aprop alcus dias.	 Consider the member of which to apply a poultice.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	 If any cause for correction is necessary, so that you cover the member with a poultice as soon as possible to prevent that issue.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	 Do not put the member back together until it stops hurting and then resume the incision
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	 If the incision has already been softened up and the wound is ready to be dressed and such like that, then dress it as your custom instructs.
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	 Consider if the nutrition is prohibited due to excess of incision, so that you soften it a little and leave it for some days until running towards it the nutrition, and then tighten it again.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	 When the patient has no complaints about any cause that you've mentioned, do not be concerned with this ailment between now and tomorrow
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	 Place the patient's hand on his chest to prevent any sudden movements, then place them on their back for sleep
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	 You should know that the fracture is healed in 30 days or less, and very light ones heal within 28 days. This depends on the complexity of the fractures and the state of health of the patient.
Capitol .xiii.	 [No translation provided]
De restauracio de fractura de la pinche de la ma e dels ditz.	 The restoration of fractures in the arm or leg.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	 You should know that an injury to the arm and legs needs special care, and it is not advisable unless there are severe symptoms.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	 When an injury to the arm occurs or sprain happens, it is customary for the patient to continue using their hand and placing it on a surface after applying ice to reduce swelling and inflammation.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	 The minister extends the bones that have been broken, and the surgeon works together with them to ensure proper alignment.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	 When the pain increases or there is a swelling, if you do not apply cold compresses, and place a cloth soaked in something warm on it instead.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	 When the pain of joints occurs in the belly, and pain arises from the palm, it is customary that the patient lies on his side with a hand extended to support their belly.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	 And if you want to extend your arm in the way that it is lifted, for that reason to apply the chest on the palm; and stretch that second one as well.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	 If the fracture is on the surface of joints, then tell the patient to place another strap and strap it tightly with their hand extended in all directions, for that reason to hold the finger between them.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	 And if the fracture occurs in the palm of one's hand, tell them to place another strap and tighten it with their hand extended all directions, for that reason hold the small strap tightly while elevating the fracture without allowing it to be loose.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	 If the fracture occurs in any of the other fingers or toes, tell them to place another strap and tie it tightly with their hand extended directly towards that one, or at its side, or on its earlobe, or on its ankle; or continue tying another strap along the way as well, whichever comes first. Or pause briefly over the small strap if you wish so, just like in the wrist.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	 "In your treatment and care for the patient, make sure that there is a cushion under their thighs, another servant on their legs, and another on their chest, holding their hands.
Capitol .xiv.	 "Chapter fourteen of the Capitularia
De restauracio de fractura del os de la coyssa.	 Restoration of a fracture in the femur bone
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	 The leg bones are broken and declared as such after they became worn out and experienced excessive wear.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	 The restoration is made by placing a strap over the fracture and another to hold the fractured part, while restraining the patient's stomach and face with restraints.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	 The minister extends the restraint by tightening it to its maximum extent after the bone is in position on the leg.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	 If you are to amputate the leg bone, the doctors will tighten both restraints for support and protection of the patient from falling out or being moved during recovery.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	 Similarly if the fracture is to be amputated, then the doctors will place both restraints as mentioned before.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	 The surgeon places the bones together again after the injury has healed naturally and both bones are united by a good connection; make sure to fasten them tightly if they do not fuse properly.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	 If you see an opening in it [the patient], the pain will cease within a certain number of days provided that the abscess is cured and you return to your duty
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	 The stricture is as follows: when you apply something hard over the fracture to immobilize it with three or four supports, and remove any excess fluid from it; then you bandage up the leg in such a way that its toes point towards the heel of the foot.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	 Place the patient on their back with the feet elevated, and turn one leg up so that it is below the level of the head; then roll them over onto the same side as the affected limb to place both extremities in a position which allows the bed to be seen from underneath.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	 Then apply a pad over the foot near the fractured area and place another pad under their knees.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	 Ensure that there is no gap between the bandage covering the foot and the thigh to ensure proper compression of the stricture.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	 The stricture should be placed tightly over the location of the fracture with three or four supports; and as long as you maintain your position there, your compression will be greater and more uniform.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	 Make sure both of the patient's limbs are elevated above their head to prevent them from bending towards it; and ensure that the hands of each arm rest in a position such that the bandage does not slip off its own position.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	 When the first sentence is caused by a space over there, so that no harm occurs to the member from coldness or frostbite and the like, if any cause of these exists then treat with care this part here
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	 If the passage is from the mouth that one has passed through, then pain occurs in it and if not, apply something to him and remove this part
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	 Some veins are strengthened with this fracture of the thigh and to it adjusted are also in the arms
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	 However, in the restoration of it by this way will no cause pain to a patient with claudication and if it is restored alone then another from it must be applied separately.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	 You know that the thigh is strengthened in days or a few months or less and this also depends on the variety of complications and other dispositions.
Capitol .xv.	 Chapter XV
De restauracio de la fractura de la rodela del denolh.	 Of the restoration of the fracture of the ankle bone.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	 You know that the fracture of the ankle bone is very painful and may cause pain in legs.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	 When a fracture occurs in the body, pain is merely a fissure or tear of the parts, and this is called a sprain, and about it everything is in agreement with the feeling.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	 The recovery of it is such that its return to the body's parts, which means taking and placing them back into place as easily as possible through arrangement and connection with the help of skilled workers or craftsmen.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	 Then place a cushion on top of that round stone if necessary and stretch out the opening to it as much as you can with your hand extended.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	 Then consider all the arrangements that are recommended for these other fractures as well, so too with the same caution and similar to what was done in the last injury mentioned above if necessary, because it is very important to do this correctly.
Capitol .xvi.	 Chapter Sixteen
De restauracio de la fractura de la camba.	 The recovery of the tibia fracture
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	 You know that in the leg there are two bones of which one is large and bears the name tibia; while the other is subtle, and named fibula.
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	 When both bones of the arm are fractured in this way, and for that reason it is necessary to perform recovery on them equally as well, and surgery is required on him.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	 When two bones are fractured in one's arm or leg, the cavity becomes filled with all parts.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	 If the bone is broken only slightly, the cavity fills up gradually.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	 If it is a large bone fracture that causes this, you must leave those alone as they are not the fault of the physician.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	 Then apply compression and elevation and leg raising to that part after all other things have been done.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	 If the bone fracture is only a small one that has not moved much, then you should compress it gently and elevate its head to help relieve pain and swelling at your own risk.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	 If the bone fracture is not the cause of surgery on that arm, and you have already applied a tourniquet to complete your tourniquet application throughout all the body's limbs, then you should apply gentle pressure on those areas only if they are very small, without using both hands but instead with one hand. Also measure their length against the bone itself, from which of them is shorter and whose swelling has decreased more.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	 Then wrap around each limb in two different wraps following its length, placing one on the part of the bone from that side and another over the other side, and place the remaining ends at both sides of the foot's base.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	 "You have already placed cushions between the patient's thighs in three different locations and to their legs, where this stretch is forbidden from touching either side of the chest, it should be avoided.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	 "Then administer a pessary second to the length of the intestine, and hold it in place for that purpose.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	 "Furthermore, please be careful when doing this; if any such thing should happen, immediately call a doctor.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	 "Take into consideration each day the intestine and study it over time, keeping an eye out for any swelling or other causes similar to these mentioned; if anything like this happens, stop applying this remedy until you determine that the condition has improved.
Capitol .xvii.	
De la fractura del talo e dels osses del pe e dels ditz.	 "Of the fracture of the heel and bones of the foot and fingers.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	 "The heel does not usually fracture completely; the bones of the foot sometimes break, and the fingers rarely break, unless they are crushed.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	 "If the bones of the foot suffer a fracture and it occurs that those bones are elevated between them, doctors usually place the patient's feet on the ground like this so that they may prevent slipping.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	 "Then place one foot on top of those bones, lift the other, and press them together in that position.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	 When you have already positioned yourself between the patient's thighs, place a cushion beneath them, another servant on their legs, and yet another on their chest, holding their hands.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	 After positioning yourself between the patient's thighs with a cushion beneath them and another servant on their legs, ensure that you have covered them completely and also apply other remedies to relieve any pain they may be experiencing.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	 After three or four days of treatment with the gout remedy, if you observe joints swelling or dislocations, perform surgery to remove them immediately.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	 If you see joints that are swollen or dislocated after treatment with the gout remedy, then restore them and adjust their position as recommended by your doctor in joint restoration procedures.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	 After positioning yourself between the patient's thighs with a cushion beneath them and another servant on their legs, ensure that you position one leg at an angle slightly below horizontal level; then place your hand over this area to administer treatment as recommended by your doctor in joint restoration procedures.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	 If the joints are swollen or dislocated for two or three days, after positioning yourself between the patient's thighs with a cushion beneath them and another servant on their legs, place one hand over each leg to support it securely; then position your other hand over their abdomen so that they have good support.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	 When the joint pain is caused by cold humors that infiltrate each part of the body, and when pains occur in the feet, it is commonly called gout by doctors.
Capitol .xviii.	 The first sentence translates to: "It's important not to overlook all the causes mentioned earlier for fractures or accidents, especially those related to cold humors.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	 Fracture of the thigh bone and the femur, and from the vertebra below
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	 When the thigh bone is broken, pain occurs at its fracture site and should be treated with care.
