Ayssi comensan las paraulas de Albucasim .	 When the joints are affected by cold humors
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	 They continue to heal and consolidate properly according to their nature throughout the period of recovery from dehydration until the end of treatment for those bones or pets.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	 "When the body is injured in any way and causes a lack of strength to hold the bowels or intestines tightly together, then it's called 'intestinal fistula'.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	 "For this reason, the veins of the patient are needed, which have a tendency to expand and contract vigorously, as mentioned earlier.
Mota diversitat de fractura segon diversitat del membre.	 "There is another kind of fracture depending on the member.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	 "You know that the types of fracture vary depending on the member, for example a leg bone is different from a headbone and so on.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	 "I remember all types of fracture mentioned in its separate capital at the end of this chapter.
Mota diversitat de fractura en si meteyssa.	 "The number of fractures is diverse as well.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	 "The types of fracture from the bone are diverse as well. For example, curved fractures occur when bones break into stars; some broken bones are called comminuted fractures because they disrupt and tear the head; and finally small fractures.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	 The first sentence translates to "The task, unique in its kind, is the restoration of memory.
Mota senhal de fractura del os.	 The next sentence translates to: "In case of fracture of the bone.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	 The sentence continues by saying that the pain caused by this fracture is severe and includes stiffness of the limb as well as loss of function and sensation in it when you touch it with your hand.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	 The next sentence translates to: "But if there is not a visible fracture or pain when you touch the bone and it does not feel broken, then the pain is not due to a fracture.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	 The sentence continues by saying that if there is a possibility of either a small crack or a tear, then touching it with your hand and compressing the area can make pain worse. In this case you should stay calm and seek medical advice as soon as possible to remember when such an incident occurred in that location, and apply strict compression using a bandage tightly wrapped around the affected area.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	 The sentence continues by saying that if the bone is curved and does not seem to be divided in two or more pieces but instead seems to have completely separated from its part, then doctors will tell you that you should start looking for an orthopedic specialist as soon as possible.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	 If the break is clean and will close up in a couple of days, then doctors recommend letting it heal on its own with rest, ice, and compression.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	 The first sentence translates to: "The restoration of it [the patient] and its elevation are what must be done in order for that treatment to succeed.
E aprop strenh aquel segon que vindra la rememoracio de lu.	 The second sentence translates to: "And then you should remember the previous instructions.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	 If the member is broken in two parts, if it's the hand or foot; or if your hands are small, you should take both hands and tie them together tightly with a cord to support the body from falling over.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	 If your position is such that you must hold the member still as much as possible within its natural shape while extending both hands around it to support, then make sure each hand is positioned in those locations.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	 And ensure that you do not apply force to the patient in any way during your operation, nor cause injury; and make sure that when applying pressure with one hand on the other, it is done gently without causing harm.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	 And when you're in a position to do so, apply your hand gently to that part of the body if there is no other cause for difference; rectify it and adjust it with the amount of your own size.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	 And apply severe extension and compression as well as strong blows to the feet of doctors who use such methods in their practice, or make them apply constriction on the member along with stretching as they do for the treatment of their patients.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	 "He has opened up the space between the patient's thighs and placed a cushion under them. Another servant is positioned on their legs as well. And another one on their chest to hold their hands.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	 "The quality of the member's fixation must be such that you know how different members are in their size, shape, and form.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	 "For those who are small, like the hand or the eye socket and alike them, the bandage should be of very fine cloth.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	 "For those who are large like the thigh or the calf, if in these there is a bandage that is firm and rigid, holding it tight will connect the limb from all sides to the body, except for the small gap.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	 "Begin with the evacuation of your hand on each side, pause for a while at this point and tighten it slightly in the area where the fracture has three or four wraps.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	 When you have placed a cushion beneath their thighs, another one under them, and anther on their chest, holding their hands, it is customary for the servant to gently but firmly press upon the site of the fracture in order to hold tight to its location
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	 The servant is instructed to gently but firmly apply pressure on the site of the fracture for some time, gradually tightening it until the location becomes fixed (i.e., the patient's hand stops moving).
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	 The servant is to then take another object and wrap it around the fractured limb, placing the other one above where they were previously applied, and remove those that are from the fracture; finally, perform a tightening of the bandage and further loosening as requested in the previous step.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	 The servant is to pause between the wraps for a moment or remove if there are any loops that complicate the fracture's shape (tortuousness), unless otherwise indicated by another source.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	 The servant is to pause on the other object and gently wrap them around as tightly as possible, making sure that there are no loose folds or pressure points in the area (unless indicated otherwise), pausing over any loops they make, and placing their hand over it so it can be held tight by the previous servant.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	 The bandaging should be as wide and as thin as necessary for the shape of each wrap, with variations such as strips or rolls (depending on the situation); and each bandage's width relative to its size and form.
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	 "However, on the other hand, when there is a fracture that has been closed with plaster and it is left uncovered for some time, then as you tighten the plaster more tightly to make sure it holds well in place, this will cause an injury.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	 "The stitches should be gradually reduced in size and subtlety, as they become harder to remove; if the stitches are too large it can cause an injury when they pull on the cords of your body.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	 "Very small stitches can be inconvenient because you may not be able to tighten them enough to hold things in place and there must always be some room between the two.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	 "If the patient is lying on their side with the stitches in place of their legs and chest, then make sure not to let them cause injury.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	 "A few broken bones can be healed by plastering over them, and healing will come in the form of a scar that is distinct from others.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	 "When a member is broken but not immediately fatal, it should be wrapped with bandages instead of stitches until the swelling subsides and you are able to apply a plaster.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	 The first sentence translates to: "This is the nature of the wounds that the ancients restored, which are placed over fractures and dislocations and sprains.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	 The second sentence translates to: "Nature of the wounds that the ancients restored from fractures, which are placed over complications and especially on the legs and feet, as it is about a certain thing where there is no warmth or effusion; this means you should use a sponge made of straw, and it's the marrow of the flour which prevents movement in the middle of the mole.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	 The third sentence translates to: "And as it is customary then, do not cover that with the blanket of the fool, and place a towel over its smooth or delicate part; use this one.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	 The fourth sentence translates to: "Another nature of the wounds that the ancients restored from fractures and dislocations and sprains; recipe for the ointment with saffron, laudanum, acacia, enna, and migrac, which is beneficial in many ways, even among dragons. Mix them together gently or put them on a clean towel if the complication of the patient is slight; use this plaster, as it has good composition and can heal broken bones.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	 The fifth sentence translates to: "Another nature of the wounds that the ancients restored from fractures and sprains; mix together with Migrac, Met, Alt, and Alb [the last two are not specified in this text].
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	 The first sentence translates to "The sick man is lying on a mat covered in excrement.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	 The sentence translates to "Remove the swelling of joints and bones from these parts, and prevent pain in those areas with splints or bandages, placing them over the location.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	 In this area there is not to be an attempt at restoration, rather, remove the pain with a sharp application and expel it immediately.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	 Another remedy for this area to be applied is the use of fig leaves and wild poppy leaves, tearing them up thoroughly and apply it to the affected area.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	 Another remedy for an open fracture area that needs restoration and when you want to resolve the swelling: apply a mixture of marigold flowers, chamomile flowers, violet flowers, flour from oats, all finely chopped; cover it with water or a damp cloth, so that the affected part is not burned.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	 If you are burned, apply cold water mixed with a compress or a damp cloth and use it to cool down.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	 Another remedy for a serious resolution that comes after the first one when you encounter severe pain that needs to restore the member: apply a mixture of elderflowers and senna leaves, balm leaf, marigold flowers, chamomile flowers, fine chopped, cover it with water or a damp cloth; take care not to burn the affected part and use lukewarm water depending on the quality of the member's skin.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	 "When the pain is severe in joints, it is necessary to make a slit on the surface of each part of the body and hold a point with a cautery so that the pain stops.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	 It is important to remember that when making the slit on the surface of the injured member, it's crucial to find and treat the causes of such as excess heat or coldness mentioned earlier.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	 Remember that when you are dealing with the injury and pain: first, make sure to clean it gently or gently pat it, depending on the severity of the condition. Second, apply a compress soaked in salt water, warm water, cold water, etc., making sure all wounds have been covered.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	 If you notice the pain is increasing or spreading to other areas of the body and there are no signs of injury in those parts, it may be advisable not to apply any further heat, as this could indicate a more serious condition.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	 If severe pain or swelling occurs in the affected area, it is advisable to remove any further heat application and seek medical attention immediately.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	 Dip a damp cloth in seawater or lukewarm water and apply it to the area until the pain subsides; then leave it soaked for an hour, ensuring that there is no further swelling of the limb.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	 And return the first suture small and narrow to prevent constriction of your first vein, and gently apply that one into where there is pain.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	 And if times that the physician and the surgeon and the pain and inflammation have all been resolved completely, then they are required to apply sutures and incisions as you would normally do.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o vii; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	 And if no matter what the cause may be of those that we have mentioned, then you are not to do so unless three days or four days or seven days pass; and it is customary for these things to take place over 20 days until a healing takes place at the injury site as well.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	 And then you adjust the incision size that on your first vein is all done, and stretch out the bandaging of the patient following this procedure.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	 And if you have already cleaned and stretched the area where the fracture occurs, then know that nutrition is prohibited from occurring there; therefore, bandage it up tightly with tape as well, and keep this for three days; loosen the incision a bit during this operation so that circulation can return to normal in the member.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	 And afterwards the restorers of the fracture member will bandage it again when restoration does not start immediately after surgery, and if restoration occurs gradually, there is a mistake during surgery or fear great, and if correct this wrong it can make the ancient ones free and strong as they were before.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	 When you have opened up that space between the patient's thighs and placed a cushion under them, another servant should be on their legs, and another on their chest holding onto their hands.
Capitol segon: De fractura quan accideys en le cap.	 If there is a fracture in the head
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	 There are two types of fractures: those that occur due to the impact on a part of the body, and those that do not have an impact site. The first type is called contusion, which comes from the blow itself or from another part of the body hitting it; while the second one is absolute fracture, without any impact site
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	 The severity of these two types of fractures can be great or small, and the type that is caused by impact or not: it's either contusion (contusion) or absolute fracture (fracture).
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	 This fracture is either a penetrating one that comes very close to the area where it damages the bone (bone) or occurs on its surface and the severity of these two types of fractures can be great or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	 This fracture is called capillary due to its occurrence in the bone's small surface and its subtlety, making it extremely hard to treat.
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	 This fracture is caused by impact or pressure and the similar types that occur when they strike one another, causing injury to parts of the bone and being caused by their intrusion into these areas.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	 When joint pain is caused by cold humors that infiltrate each part of the body, it customarily called gout in doctors
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	 And if necessary to make points on the surface of the foot, then do so with a pointed cautery
E yeu vindre am reremoracio de tot aquo en son loc.	 You have already opened the space between the patient's thighs, placed a cushion under them, another servant on their legs, and another on their chest, holding their hands.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	 And with these different fractures to detect them and inquire about their state of health, the servant is also responsible for checking for any signs of corruption on them
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	 The special capillary detects that it has been found about the bone, and is withdrawn from, and lined up to check for its condition, which is in black
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	 In the investigation of fractures, initially consider all accidents in the patient, and if vomiting occurs with diarrhea, separation, loss of understanding, absence of speech, numbness, fever, and symptoms of the hands and feet are also observed; as well as the appearance of injuries in large areas, do not hesitate to consult a doctor.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	 If times current accidents you consider your health, start investigating it.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	 The cause of the pain that has come to you in recent days as it comes and goes on the day after for a long time is customarily called gout by doctors.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	 When the days of summer come, if you feel a lump in your throat on an empty stomach and it feels like it's from heartburn, then make sure to drink something acidic because that helps remove any excess acid buildup in the stomach
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	 If the fracture is already present in the esophagus and causes pain and itching, doctors recommend treating it promptly with an antifungal cream or ointment.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	 If the back of your throat is painful and you suspect it might be from heartburn or acid reflux, then it's recommended to lie down with your head elevated slightly higher than your feet as soon as possible.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	 If you suspect acid reflux or heartburn symptoms like bloating and a sour taste in your mouth, then lie down with damp cloths placed on the lower part of your face and throat to help neutralize any excess stomach acids and prevent further damage as well as preventing spitting up any food or liquid that may have refluxed.
E aquo sia segon una de dos manieyras de operacio.	 This is a type of surgical procedure.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	 One way is to administer an antacid medication like Tums or Maalox and the other is to eat bland foods such as toast, crackers, bananas, rice, applesauce, and gelatin.
E aprop administra mays le inscissori pus lat que·l segon.	 When you have opened up space between the patient's thighs by placing cushions under them,
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	 The servants must have different names from the cushions you mentioned earlier, which they hold in their hands and are placed closer to the patient's extremities, as if there is a temperature difference between them and the skin of the patient's extremities.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	 Use this method to prevent hitting one side or the other, as you do not want to damage that part of their body.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	 If the patient is very stiff or difficult to move, then make sure that you administer them on a flat surface in front of where they will be placed, as these cushions are not deep enough.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	 Unless otherwise specified, the cushions should be placed on one side or the other of the patient's body as to prevent touching their head or extremities with them when they are placed in such a way that they surround the part where you want to place them close to it, so that the cushion does not touch the skin and cannot cover the opening.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	 It is advisable to have many cushions of different sizes that will suit the specific requirements of each part, as you can see in your own tests with sharp and acute extremities having longer and narrower dimensions compared to others that are more focused on general treatment.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	 When a vein is torn open, it's customary to place the tourniquet over that vein and roll it tightly as you know the vein has been opened; then release it at another location, and hold this one between the two ends of the strip in order to equalize its thickness from end-to-end.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	 Then apply gentle traction as you may gently pull on that vein until the bleeding stops, or with a pair of fine-tipped tweezers
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	 Be careful not to cause any harm by handling this instrument.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	 Once the vein has been opened and bleeding continues then separate that instrument from this one, making sure to roll it tightly as you know which one is open; but be careful to use a second tourniquet or fine-tipped tweezers similar in size to avoid injury.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	 If any blood vessels are torn and you still see bleeding then apply a tourniquet or fine-tipped tweezers to stop the bleeding, being careful not to cause any further injury.
