Ayssi comensan las paraulas de Albucasim .	 When joint pain is caused by cold humors that infiltrate each part of the body,
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	 If the patient does not encounter any causes of those mentioned earlier, then you should keep it restrained for at least 20 days or until otherwise notified.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	 Then place your hand under the patient's arm to keep it still and let them sleep on their side.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	 You know that the fracture is restored in 30 days or within 42 days, and if it's longer than that then you follow the instructions provided with the complex and conditions of healing.
Capitol .xiii.	 The fourteenth chapter
De restauracio de fractura de la pinche de la ma e dels ditz.	 Of restoration of fractures of arms and legs.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	 You know that the arm bone or leg bones should be fractured in order to heal, and they will not occur except with care taken.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	 When an arm fracture or dislocation occurs, the doctors say that the patient should keep moving and maintain rest for the next 48 hours while lying on their arm raised above their chest.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	 The surgeon extends his hand to help the patient's body, so that it can be cut open in a good manner and with proper care
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	 The doctor says to remove the bandage and cover it if any bleeding occurs, and place a second bandage on top of that
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	 If the hernia is in the belly of the finger, and the doctor wants to remove the bandage from his hand, then command the patient to stretch that hand with a bandaged finger.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	 The cloth over which the body is applied shall be thin enough to apply it to the palm of the hand, then stretch that second one out.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	 If the fracture is in the forefinger area, then remove one bandage from the palm of the hand and apply another on top of that, so that the arm will be stretched straight out and not crooked between the fingers.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	 If the fracture occurs in one of the fingers that are not the forefinger area, then remove both bandages and place them on top of each other to stretch it out fully, but if you want, pause a little bit to elevate the fracture and prevent further damage.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	 If the fracture is in one of the other fingers like that on the thumb, or ear, or nose, or ring finger, then stretch it out by placing both bandages together to make a band and place it on top of those places; if you want to continue stretching further, do so but pause with a small bandage over them; otherwise, remove one bandage from each and place them back where they were.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	 In your treatment, and if that happens, place a pointed cautery against the arrow of your operation, and when you find any cause mentioned in this account
Capitol .xiv.	 Chapter 14
De restauracio de fractura del os de la coyssa.	 For treatment of fractures of bones.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	 The bone of the thigh is broken and it is declared second that it has become part of the healing process, accompanied by swelling.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	 The treatment is made by placing a splint over the fracture and another by keeping it, and the patient's abdomen is propped up on one side, facing toward the face.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	 Extend the splint to its full extent after quality assurance when the fracture has been immobilized in place on the bone.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	 When it is necessary to apply the splint on the thigh, place it in front of the broken part of the abdomen for support and prevent its escape from the leg.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	 Similarly if it is necessary to apply the splint on the arm, place it in front of the broken part and prevent its escape from the leg.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	 Place the patient's hand on your chest and gently press it so that their arm is kept in place during surgery as closely to normal as possible, or else risk damaging the joint.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	 When an arrow falls into the body, pain occurs at that point for some days until the arrow is extracted and returned to your care.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	 This restriction is as follows: cover the fracture with something hard, and fold that over it two or three times, and wipe away any excess fluid; and cover the chest inside so that blood does not come out through the chest area
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	 Between the chest and the limb place it at the lower end of the two parts; and have its extremities placed so that they are opposite to both sides, and wrap around the chest and the area over which excess fluid flows from the object
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	 And place a cushion at that spot of the fracture there, and on those a stone over the opening of the chest area.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	 And place a cloth between the chest and the cup to seal the gap
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	 And when the pain from a severe fracture is located in that area three or four times wrapped around it, and as long as you hold onto the place of the fracture your restriction will be less painful and looser
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	 And extend the two limbs of the servant to both sides until it reaches around the leg from below and stretch both extremities of the other side in such a way that the line does not go away from its place.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	 When the hernia is restored over that part of their body, then let it be so that no injury occurs to any member by strangulation or effusion; and if such an event does occur, then make haste to apply remedies against this event after saying words favorable to the good will of God.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	 If the pain is caused by heat in the bowels that has penetrated there, then let it be so that you hold it off until it is possible to do; otherwise, go over it and cure what came before, after having remembered its cause for remembrance of this thing being a health matter
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	 And some words are strong enough to mend this fracture of the thigh over there where they have been adjusted with linen and such like in the arm.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	 However in the restoration of it this way a fault does not occur to the patient's claudication; and if it is restored alone, then another bandage should be applied after that, so that the other limb will remain silent for now.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	 You know that the thigh is strained in a few days or one month or one week and so it depends on the diversity of complications and other circumstances.
Capitol .xv.	 The conclusion
De restauracio de la fractura de la rodela del denolh.	 The restoration of the fracture in the heel.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	 When the thigh bone breaks through the skin, it causes swelling in the muscles below
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	 When there is a fracture in the thighbone, it can cause a tear or wound on its parts, and this may be accompanied by pain as well, and over time, such an injury becomes inflamed or sore, making it painful to move around.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	 The restoration of such an injury involves first making a second incision between the parts, which is then closed in order to facilitate and simplify the healing process.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	 Then place a round pedestal over it, if necessary, so that one can see it clearly and easily; and stretch out your arm to reach for this stone conveniently.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	 Then consider all the measures that were taken in previous fractures, such as applying cold and similar to those in this case so that the treatment is effective when it comes to preventing accidents like this one from happening again.
Capitol .xvi.	 This is the end of a medieval medical treatise written in Latin-influenced languages.
De restauracio de la fractura de la camba.	 The restoration of a broken bone.
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	 In the thighbone there are two bones: one is thicker and is called the femur; the other is thinner and is known as the tibia.
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	 When the two bones of the arm are broken together in this way, and for such a fracture as well, then the restoration process is carried out similarly to that of the leg, making it one operation.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	 When two bones are separated, the cavity becomes filled entirely.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	 If you gently pull the bone apart, the cavity will be opened again
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	 If you forcibly separate the bones violently, then those causes are not to your advantage
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	 After providing assistance with respect and care towards others, it is beneficial to establish connections and relationships accordingly.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	 If the separation of bones causes severe and persistent pain that is not alleviated by gentle care or assistance, then you should consult a doctor for advice and help.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	 If the cavity is not an indication for surgical intervention and if you complete all necessary procedures, then your pain will be alleviated; except from those that are very small and without cause, which do not need any treatment or cure; as well as those whose length is proportional to the size of the cavity itself but shorter than the bone itself.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	 After wrapping around the bone in two parts and placing one on either side of the opening at each end of it, close off with a small piece of cloth over both ends to prevent the bones from coming out.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	 The two bones are wrapped around in three places on each side and at the middle, so that when stretching the cavity it is forbidden to touch both ends with either hand separately; this for proper alignment of the bone.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	 When administering a pessary to the thighs, it is necessary to place a cushion beneath them and another one on their legs in order to prevent the pessary from moving around.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	 Additionally, if you break this, do so carefully.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	 When you administer this pessary on any given day and study it closely for the next few days, pay attention to any swelling, inflammation or other such causes; if you notice any of these, your doctor should stop administering it immediately so that it does not cause harm.
Capitol .xvii.	 Chapter Seventeen.
De la fractura del talo e dels osses del pe e dels ditz.	 Of the fracture of the foot and the bones of the leg, as well as the fingers.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	 The foot does not always break in its entirety; sometimes the bones of the leg break and occasionally the fingers do as well; however, they rarely break separately, only tearing apart near where the fingers are used most frequently.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	 If fractures occur in the bones of the leg and sometimes these bones are elevated above one another; doctors must place a cushion beneath their feet on the ground so that they can move around as before.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	 And then place the foot over this which is elevated by those bones, and hold them in position; if you break or lose one of these, put it back into its proper place.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	 When you have opened up space between the patient's thighs using cushions beneath them, another servant to place on their legs, and yet another to support their chest with hands, here comes the first sentence.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	 The servant should now straighten up and wrap a bandage around their foot, making sure to include any other factors that may have contributed to the pain as well.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	 After three or four days of pain, the servant should loosen it up and try to straighten their joints, whether they are twisted or dislocated; this operation must be done with utmost care in these cases as well.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	 If the joints are sore and stiff, then the servant should restore them by massaging them gently as recommended in the treatment of the hands' joints.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	 After positioning the affected joint at its correct length and ensuring it is firmly in place on that table as recommended, straighten up that area carefully.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	 If the joints are sore and stiff for two or three days, then the servant should place a cushion beneath that joint on the table with its side closest to their stomach; hold it firmly in place against one of the heads of the table so that there is support from the belly as well.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	 It is important to remember that you should not forget all the causes of injury mentioned in other fractures cases, and stop all treatment at this point as well.
Capitol .xviii.	 When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customary to call gout among doctors.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	 The fracture of the thigh bone and the pelvis area are usually called a broken hip or dislocated hip by doctors
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	 When the thigh bone is broken, the doctor often makes an incision in the crease below it and approaches from behind it to place it back into position properly
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	 If the thigh bone is cut through and through, approach it as you would do with one that has been separated, and elevate both legs slowly until this condition is corrected if possible
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	 Place powders on both legs to help absorb the urine and make urination easier, reduce swelling, and return it back into its original position
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	 Repeat this for seven days or more until it is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	 If you want to use a catheter, insert it into the urethra and enter the bladder through that channel, apply gentle pressure with the catheter tip until the bladder is inflated enough for the bone to return properly if the fracture occurs.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	 Then apply a bandage and stay there for as many days your doctor recommends until you are healed
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	 When a man's or woman's penis is circumcised, doctors provide anesthesia and analgesia to the area where they recommend it in the previous sentence.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	 In such cases where the fracture is recent and not severe enough to require immediate surgery, rather than that one would recommend it immediately in healing and tightening of the joint, they should consider other treatments available instead.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	 In a man when he is circumcised, you should wash the wound with salt water, cover it and keep it covered for three days or until healed.
Capitol .xix.	 The 19th chapter of the Capitularia, an important work on Roman law that was compiled by Emperor Justinian
De restauracio de fractura dels osses quan es am plagua.	 In repairing a broken bone when it is already bruised
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	 It is more convenient to treat the fracture if it is accompanied by bruising or swelling in the area of the organ such as the thigh, arm, or leg, and if those conditions are present you should be cautious about applying any treatments that could exacerbate the condition like phlebotomy (bleeding).
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	 If the swelling is severe, doctors advise against applying anything to the wound unless you are removing something that has already been broken.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	 When a fracture occurs in that manner, do not delay it further if another accident should happen
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	 If an accident occurs on the same day as the restoration, then perform the restoration within 24 hours and do not postpone it to another day unless absolutely necessary, because you risk making additional accidents.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	 If the bone is about to break through the skin and you suspect this, then try to reduce it by gently pressing on both sides of it as much as possible without causing further harm.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	 If the injury is not prepared or balanced well, then try to reduce it with your strongest hand as much as possible in that direction; and stretch out until you have reached the length of seven digits or eight inches, whichever is greater, and from there measure its latitudinal extent relative to its longitudinal extent. This will be necessary for the doctor to determine how many centimeters should go towards healing this particular type of fracture.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	 And do not let the tension build up too much that it could be a problem during surgery.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	 And if there is an acutely damaged part of the body that has margins around its extremities, and the swelling or edema of it towards all directions, then do so with great care.
E aquesta es la forma de lu:	 The beginning of this text can be translated as follows:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	 In Greek, it translates to "the pain is unbearable.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	 Because the extremity of that person has been raised above their own prominent extremity.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	 He raises him to a certain height and then places his arm on it without any further adornment.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	 If the limb is fractured and if it's very small, then you should put a splint on that extremity to prevent further damage.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	 If you cannot reduce the arm to that extent as we suggested, then put it on one of those rolls that we mentioned earlier or place it onto another roll that is easily accessible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	 Put a strip around the arm to prevent further swelling and redness.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	 Once the arm has been reduced and you apply the reduction ointment to the swelling and redness, doctors will know that it is too late to return to its natural location unless they act very quickly.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	 Once your restoration is complete and you have covered the arm with a black strip of cloth as well as in summer or if it is not in winter and does not touch any surface that may cause oil, then prevent its sticking to the wall by placing something under it to hold it down.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	 "When a hernia is caused by cold humors that infiltrate each part of the body and pain occurs in the feet, it is customary to call gout.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	 "Please be very careful not to stretch the hernia while it is still broken; otherwise, if it occurs at a crucial time or in an inappropriate place, such as during a fight or argument, it may lead to injury.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	 "If the same tightness of joints occurs with the same frequency and in similar places as joint fractures do.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	 "If the hernia is large or painful and you are concerned about accidents that might occur and feel pain in the area, do not leave it uncovered, place a hard dressing over the incision to prevent infection.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	 "If you have already applied the dressing once or twice and it comes off easily, place a second dressing on top of the one that was previously placed over the area where it came off from, and apply cold water every few hours as recommended by our custom.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	 "You should gently remove the dressing and consider the hernia to be stable and healed when it is solid and firm, and make sure that the member is prepared in such a way that any protrusion will not occur through the incision.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	 When the plague passes through days and is neither consolidated nor removed from the body, doctors are aware of it coming to an end in a short time
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	 Those who are separated and retracted from there or not separated and penetrate the member cause pain to perform a sharp incision those for whom it is possible
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	 If the plague comes or goes away, it is temporary, or another kind of corruption and putrefaction, doctors know that it will end in due time.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	 When the plague strikes you and your legs are numb, then lie on your back with your knees drawn up to your chest, like this for large limbs, without drawing attention to it or removing it as long as nothing comes out of it, doctors will treat it accordingly if they find it, but otherwise let them pass.
Capitol .xx.	 The plague capital
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	 Treatment for the injury
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	 Treatment for the injury
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	 When the bowel obstruction is recent and supplied with those medicines that have been prescribed as well, look at them, listen to their murmur, and pay attention to their appearance; see if they are from one source or many sources, examine their consistency, odor, color, and size; consider whether you should take them all together, mix them in a bowl of water, swallow them all down, pause before swallowing them into the throat, and ensure that there is no obstruction for the food to pass through.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	 In case you suspect a blockage from the esophagus, do not force it down days later; instead, take it and try another one after some time. If the obstruction is still present, tighten the flap of the throat gently, so that the obstruction may be eased out.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	 If the obstruction is in your throat and it needs to be removed immediately, have a servant take it out gently from under your chin, without causing any injury or pain to you, and remove any excess fluids that may cause harm.
Capitol .xxi.	 Chapter 21
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	 When restoring a fracture, it is important to approach the healing process gently and allow nature to take its course.
