Ayssi comensan las paraulas de Albucasim .	 In English this means: Here come the words from Albucasis
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	 "For each type, there is an appropriate remedy for restoration in its own way depending on the recollection of it from his memory.
Mota senhal de fractura del os.	 The sentence does not contain a complete statement or question that could be translated into English as a standalone sentence.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	 "Here is the knowledge of a fracture in his body; its tortuosity and that feeling he has while remembering it, as well as when you remember it with your hand.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	 "And when there is no visible tortuosity and it seems to have healed enough that touching his body doesn't cause a lot of pain, then the fracture has been resolved.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	 "It is possible that it's a small fissure, meaning you cannot squeeze it with your hand and compress the whole thing as well; pause over it from the medicines whose recollection helps at this moment in order to be strictly applied.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	 When the location is arched and not divided into two or more, then it's customary for the gout to begin with pain in its attack
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	 If the gout begins with pain in its attack and lasts for several days, then apply a second poultice every time you change hands to relieve and ease it
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	 The relief of the gout and incision are very important for this illness.
E aprop strenh aquel segon que vindra la rememoracio de lu.	 After applying a second poultice, remember to apply another one in due days
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	 If the pain in that limb lasts for more than two days and it is either your hand or foot, then you should cut off this part of his body, whether it's the left or right hand if the member is small; otherwise apply both hands or one hand and a cord on top.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	 Position yourself as though you were in the natural position of that member while applying to the areas between the joints of the bent limb; otherwise, apply both poultices and then every time you change hands.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	 Ensure that you do not touch the patient's body with your hands or cause any injury during the poultice application, and place one poultice on each hand separately after every two sessions.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	 When you are in a good position to touch his hand at that time, and if there is no other cause different, correct it and straighten it by the amount of your virtue
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	 Exceedingly vigorous stretching and compression are used by surgeons to prevent the retraction of retracted flaps during surgery, or to control the contraction of a member in such a way that it conforms with what is seen in the operation of retractors.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	 The patient's limb is to be stretched and compressed very gently in order to prevent the retraction of retracted flaps during rest periods or sleep, as well as movements that cause agitation; and wait until a position for this limb is found which causes no pain. Then it should replace this position with another one without causing any pain. And also ensure that the position for the limb is correct and straight so that the limb does not move awkwardly when it is restored
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	 The quality of the stretch on a limb is that which you recommend, as different members may be stretched differently in their size and shape depending on what they are
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	 For those that are small such as the arm and eye and alike to these ones, it is customary for the wrap to be made of very fine cloth.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	 When the large vessels and veins are congested with cold, such that they form a hard lump at their connection to the limbs, which causes pain in all parts of the body, making it difficult for anyone to move
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	 Now, gently stretch the affected limb as much as possible, without causing further damage to that area or any other part of the body; and hold your hand over it a little bit
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	 Now stretch that part of the limb gently away from where the fracture is located; and try not to force it into a position such as you had previously stretched out the area around the fracture.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	 Now stretch that part of the limb gently away from where the fracture is located; and soften it slowly into position gradually, trying to move only from the area around the fracture toward its full range of motion.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	 Now take another object and wrap it around the affected area just above where the fracture is located, and gently extend that object towards the opposite end of the fracture; then you should release the first object from its place on top of the limb, and gradually increase the stretch in the other direction as well.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	 Now pause between the folds of the cloth or drape over it as you would cover its complexity if there is one; and otherwise do not pause in doing so.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	 "Place a cushion under them and then spread out the stiles gently, if there is no swelling or redness in the area, so that pain doesn't arise from it. Then place an additional cushion over this space to prevent any further swelling; and hold their hand.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	 "The stiles should be formed as follows - either long and narrow or wide and short. Depending on the size of each stiles.
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	 "However, be aware that the stiles placed over a fracture should be thick and narrow to prevent any further injury.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	 "And be aware that the stiles should not be too thin or delicate, and they must feel firm to prevent any injury.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	 "Very thin stiles are not convenient because you may not be able to maintain the pressure needed for treatment and there must always be some space between them.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	 "If the patient has a problem with the joints of the stiles being placed too close to each other or in sensitive areas, then let them be separated so that there is not any damage.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	 Some broken veins are painful to touch, and an injury occurs in the finger, and you remember that in this singularity
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	 It means that if a member is broken, do not immediately put pressure on the first day; rather, wait until it's swollen or inflamed to apply pressure with caution according to your safety measures in case of any bruising or injury.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	 This is the custom among the ancients who set a cushion on fractures and dislocations of limbs.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	 The custom of setting cushions on the surface for fracture restoration is primarily done on limbs and elbows, where no heat or friction should be applied; it's important to prevent swelling, especially in women and children as it relates to preventing bone marrow movement from being damaged during recovery.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	 And once that is so, do not cover up the wound or attempt to dress it hastily without any care for cleanliness and subtlety; rather use the appropriate treatment.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	 Another custom in fracture and dislocation treatment: to apply bitter substances like lapis lazuli, acacia, and dragon's blood; mix them with water or the wound if it has become infected; and use this plaster as a dressing, which is of good composition and restores broken bones gently, providing care for people.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	 In the beginning of a procedure to set bones properly and to fix fractures, apply ointment on the wound with white plaster, doctor's handiwork, and after that cover it all up with a bandage.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	 Three drops of a mixture containing alcohol and water are to be taken in wine or vinegar, depending on the illness you have.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	 To separate the joints and bones from the rest of the body, apply ointment to the affected areas and place them in vinegar or oil with gauze covering over it.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	 Do not attempt surgery without proper training; do not use cautery to release pain from the body.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	 Another ointment that repairs fractures, made of fig leaves and wild poppy seeds; covers the wound entirely.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	 Another ointment for swelling to treat fractures and when you want resolution from the pain: apply a mixture of chamomile flowers, violets flower petals, flour from rye bread, and the ointment as described before; it should be applied with three drops at each part that is not swollen.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	 If you are swollen use vinegar or alcohol depending on the illness to alleviate swelling.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	 When the first incision is made to restore this member: apply ice and warm compresses alternately; also apply mustard plasters and blisters of mullein, greater-lot and lesser-lot flowers of violet, camomile, all together, even from the smallest patch to the largest one; all these patches are used until frostbite occurs or numbness sets in.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	 When the free space is covered over the affected member, do not apply any other ointment or remedy until you are certain to have restored it properly and that there was nothing else that caused this. And recommend making a distinction between size and subtlety.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	 It is noted that the frostbite patches should be applied over the torn member in order to restore it and identify the causes such as excessive cold or moisture causing it, as recommended previously.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	 When considering the injury and pain: apply mustard plasters or ice packs or ointment containing alum, as well as salt pads - all together; these patches are applied until frostbite occurs or numbness sets in.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	 When determining how much to apply in order for the inflammation to stop and the swelling to subside: consider if it is not accompanied by pain or bruising of the skin indicating a more serious injury, you do not need further treatment at this point.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	 When a severe pain or inflammation occurs at that place, the doctor will apply ointment to it right away, and cover it with a dressing
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	 To cool the inflamed area with seawater and sponge it thoroughly, submerge it in lukewarm water to relieve the pain and swelling; let it rest for an hour, and cover it again with a dry cloth soaked in vinegar or olive oil to stop the inflammation and get rid of the pain.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	 Apply a small bandage tightly but not too tight to relieve your first constriction, and gently apply it over where the pain is.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	 If the pain and swelling have already gone away from all of them, you should apply and bandage as before.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o vii; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	 If no cause is found for the pain in that member and it doesn't improve within three to four weeks or longer depending on how long you wait before seeking medical advice, then apply this ointment as described above until the fracture adheres and coagulation of the flesh occurs over it.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	 Adjust your bandage tightly as with the first one and lubricate the lining of the patient's abdomen before doing so, remembering to do this
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	 When a fracture occurs in the location already wetted and extended, you should know that nutrition is prohibited to prevent it from further happening; therefore, bind up this with thread so that water cannot come into contact with it; and do this for three days; and loosen the tightness after a short period of time by which operation restore its nourishment, as well as the health will be improved.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	 When restorers of the fractured member do not restore it properly from the beginning, or if they make second surgery for tightness, this is an error and great fear, because if it was correct, it would have healed in a short time without any trouble.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	 You should not look at them as an excuse for doing so, because this is something that does not happen.
Capitol segon: De fractura quan accideys en le cap.	 When a fracture occurs in the head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	 The types of fractures are different and have diverse causes, except for some that occur due to trauma on the bone, which causes injury within the skull, as such it is called skull fracture or brain concussion.
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	 The extent of these two types of fractures may be great or small, and those that are twisted or twisted; the cause is usually an impact to the head or face, causing injury.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	 When a fracture occurs near the groin area where it is difficult to approach due to its size or thickness, or when it happens on the bone itself, and the wound dressing for these fractures is large
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	 When a fracture occurs on a small bone, it is called a capillary fracture
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	 When a fracture is caused by a blow or impact to the bone and it goes into the marrow, causing its exit through the pores of the bones, as occurs when someone is hit and their entry through the wounds
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	 It often happens in the hollow bones like the elbow and shoulder blades.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	 All these special fractures cause pain so severe that they separate from one another.
E yeu vindre am reremoracio de tot aquo en son loc.	 You will find relief in this place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	 All these special fractures should be examined for causes and signs of infection as well as any damaged tissue that may cover them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	 A capillary fracture is identified by examining the bone and looking for signs of infection as well as any damaged tissue that may cover it.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	 In the treatment of fractures, consider from the outset the injuries that caused them and the pain associated with them, as well as other symptoms such as vomiting and exhaustion, loss of consciousness, dizziness, and rapid fever, which indicate a serious injury.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	 When joints are affected by cold humors causing pain in the feet, it is customary for doctors to call it gout.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	 The cause of this pain may be from a cold humor that infiltrates the joints as well as in the early days when it first occurs and is followed by pain in the feet later on, doctors are advised to apply a pointed cautery point.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	 If it's in the summer days, doctors are advised to try to cure the pain by removing the cold humor that is causing them and may also need to check for any other accidents or injuries
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	 If the fracture is also present in the nasal cavity and has symptoms such as pain when swallowing or breathing through the nose, doctors are advised to examine their condition thoroughly and seek further advice from medical professionals.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	 You should gently stroke the patient's head and uncover their nose, checking for any injuries or swelling around it, and examine them thoroughly to check if they have one.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	 If you detect any injuries or swelling in the nose, apply a cold compress to it and wait until it is saturated with oil and vinegar, then gently remove the bandage from around it, making sure no burns occur; and make sure to keep the gauze moist between applications by frequently wiping it off.
E aquo sia segon una de dos manieyras de operacio.	 The second procedure
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	 The first procedure is to apply a poultice made of sweet oil and fresh herbs to the affected area. This is how it works: Apply another incisionary instrument, one that is slightly finer than the previous one; this is done as follows
E aprop administra mays le inscissori pus lat que·l segon.	 The second procedure involves applying a poultice made of sweet oil and fresh herbs to the affected area. This is how it works: Apply another incisionary instrument, one that is slightly finer than the previous one; this is done as follows:
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	 You will need a variety of incisionary instruments, some that are very fine and others that are quite coarse; choose the one with which you feel most comfortable making an incision, whichever is last in sharpness on your fingers, to do it or let someone else do it for you.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	 Use them gently when applying the incisionary instrument so that it does not make contact with your face or hands.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	 If the poultice is very stiff or hard, make sure that when administering the incisionary instrument you do it through a cloth like this: The cloths which are named deep are not meant to be used for making an incision.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	 Do not use such cloths unless you are sure that they will fit properly to what you want it for, so that when the cloth is on its place and fits as if there were a small circle or edge around where your head ends against something like an edge or a small circle, this prevents the cloth from being submerged and passing over the opening of the incision.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	 When the pain is severe and in an extremity that is acutely defined (i.e., the amount of sharpness in the test corresponds to its length), then do this at your present location with tests from the extremities where they are acute as well.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	 This is the procedure for three types of tests: The quality to perforate through the broken limb should be that you place the probe on the limb and pull it as tight as possible, knowing that the limb has already been penetrated; then remove the test tube and move it elsewhere so that there is no contact between any part of the body and the test.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	 Then remove the test tube and apply a very fine point to it as described earlier, knowing that you should avoid contact with any part of the body or anything else nearby during this procedure.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	 You must be very careful not to touch any part of the body during this process.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	 When you have finished the test procedure and it is separated from the body cavity if it continues, then take that out as well; make sure to wipe both off in a way similar to how you wiped them before, but be careful not to touch anything else nearby during this process.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	 When the bones are brittle and fragile, doctors prescribe this remedy to alleviate discomforts; by rubbing it on the flesh of the affected area, it helps soothe itching caused by cold sores.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	 The other method of operation is gentle and soothing. It is done quickly; when you discover the fracture's site, it must be immobilized to prevent further injury to this sensitive part of his body, which is very important because...
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	 The fracture that is painful and sharp usually occurs in two parts before it becomes a single part, which means...
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	 You should gently apply pressure over the area of a small wound to try and stop it from bleeding too much. If you're unsure if this method will work or cause more harm than good, then it might be better to avoid using any remedy as these men are not medical professionals; furthermore, they may have had no sleep for days on end, so do your best to make sure there is no accidental injury done by attempting such a method.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	 There should be no additional cause or effect on the bones of the patient anywhere else in the body when using this method to treat a fracture that is painful and sharp; it may help alleviate pain as well.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	 "If the fracture does not penetrate into the pouch, and thus is removed or has fallen out of place, it will be applied to its area with a gentle touch and gently move those delicate areas that you have prepared for in various quantities so that they are accessible at any convenient location on them.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	 "When administering to the area where you place the bone that has just been removed or fallen out of place, use gently and apply gently on the very delicate part of it, do not stop doing this continuously until all the other treatments have been administered.
