Ayssi comensan las paraulas de Albucasim .	The patient's doctor begins to speak.
De ventozacio e de las qualitatz de uzar de aquelas.	Of ventilation and of its qualities to use those.
Ventozas so de corns, o de eram, o de veyre.	Ventilators are made of horns, or of horn, or of ivory.
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	Ventilation is done in two ways: one way is with a scarification and extraction of the vein, and the other is ventilation without scarring.
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	This procedure has two ways to be done, one by fire or by cold.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And the wounds that are administered by scarification and incision of pus are located in fourteen parts of the body, from which one is placed a wound at the neck, and it's the highest point on the head; and another wound near both sides of the throat; and wounds of the jaw behind and below the mouth; and wounds with spatulas; and wounds with aloes, and they are on the end of the penis; and wounds of two flints, which are from two brasses; and wounds of two cavities; and wounds of two groins.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	There is a wound of incision in the small, thin veins on the skin, and for that reason you should not cut through it, just as one does by flebotomy; nor do I know that the scarification is done by fire or with fire on any disease made by repletion within the whole body.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	However, if it is necessary to cause scarification for illness or for chronic conditions, administer it at the beginning and end of the month, and in the middle point of the month, as well as whenever it is convenient.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	The cause is that in those men, the disease is multiplied within when they require extraction by vomiting, and heavy and acidic thoughts occur in their serious head; and in those who experience bloating and bitterness in their face and head, and in their belly; and in those who feel pain in their face and forehead, darkness and ugliness in their eyes; and in those who vomit the location of their disease; and in those whose laughter is multiplied; and in those who enjoy sweetness in their mouth, or whose tongue is swollen and spits out phlegm; and in those whose sleep is multiplied, and in those who experience vomiting on waking, and other pains and plagues and other causes that seem similar to them.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	And therefore when this happens in any of these causes, and it is precisely during the third or half-day of the month, then command vomiting to be done after passing a day or two hours.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	It is just vomiting from the neck that when it conveys gravity to the head and as a result, it collapses in the hips; but be cautious so that this evacuation occurs throughout the whole body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	This condition is located in the area of the flebotomy of the head.
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	It is not suitable to use the one that is of broken or catarrheous quality, because it causes great harm.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And therefore there is no way to use the ones that are of old age, and on which there are maladies.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	But it is also true that on some it continues to be going on over it, and because of this, it is possible for you to command the operator to stop his hand a little near the parts left behind, lest there be generation of oblivion.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	But the hemorrhage from alcohol is in the place of the venous fuscita and basilica: and therefore it confers asthma, and constrictions of the throat, and the rupture of the swelling of the throat, and coughing, and congestion.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	And it is possible that the hemorrhage from alcohol be contained small, because if it is stopped there, it generates weakness in the body and stomach.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	It is the swelling of the gallbladder that causes pains in the head and eyes, and migraines, and also causes pain in the fingers of the hands, and it is rather than fluphotomy of the base.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	Cover command the operator that do not press with his hand on the scarification so that he does not cut the artery and it does not flow out blood.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	The swelling of the throat causes alcohol in the mouth, and corruption of the gums, and resembles those of diseases that are in the mouth, and they are rather than fluphotomy of alieric which is on both lips.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	But the swelling that is made on both shoulders causes a catarrh, which is done by excess of coldness.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	The swelling of the two divided parts of the fingers on the forehead causes slight bleeding from the fluphotomy of three veins, which are of the basilica, fusca, and cephalica, because that blood comes out from all those small veins in the skin, and those small veins become larger as the attraction to the three main veins.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	The text says: "And command the barber that he should not proceed in scarification, for the place is stripped of flesh, and leave him his nerves and arteries.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	It is a dressing on which the barber applies shavings and concedes to hemorrhoids of the anus and ulcers, pus.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	And you command the barber to be a large dressing and of linen, for this place is marked by great dryness; and little soft shaving under it, and apply scarification.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	But dressings on the legs are not to be put in case of manifest necessity, for they attack the health of the whole body, and relieve old pains of the joints and the kidneys, and the bladder; and provoke menstruation, and relieve coughing and fever; and stand in place of flebotomy of two sinews, and alharcoben, and of two cavillies.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	However, it weakens the whole body and causes syncopia in many men.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	And of the dressings alharcoben, the most suitable is applied to those on two legs.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	The joint pain is caused by cold humors that infiltrate each part of the body.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And do not stop this process until you see the area become red, inflamed, and that the wound appears.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And then carefully scrape and remove the pus little by little, and always consider the disposition of the body.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	As for that person who is of tender flesh and has rare scars, cover that you scrape him with a single occasion and not pus, so that the wound does not become ulcers.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	And command the assistant to amplify the scraping and make a small puncture, and also apply the poultice with ease.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	And if the wound is large, cover that you scrape it twice, because in the first scraping, you open the way of subtitication to the wound and its liquidity.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	But in the second scraping, you will make an examination with the acquired extract of the wound's contents.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	And if the wound is of feculent matter, cover that you make the third scraping on the second occasion so that it collects the latter.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	And finally, when we want to extract a small piece or a little bit of it, then we make a superficial scarification.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	If we want to extract a whole section of the abscess, we make a larger superficial incision; and if we know that the abscess is large, then we should carefully apply a round incision.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	The term of superficial incision in which only the depth of the cut is considered.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	If the skin is thick, hard, blackened, and its pores are very small, it is advisable to grease the locations of the vesicles with a mild opening agent; if it is in summer, one should apply as olive oil, or oil of aloe, or oil of violat, or oil of comfrey, and if in winter, then olive oil, or lily oil, or camphor oil, or abscess oil, and to those that resemble them.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	If the superficiality is large, rough, then apply oil of saffron, or balm of gilead, or aloe oil, or aneth oil, and to those that resemble them.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	The translation of the first sentence is:
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	A person suffering from an infection caused by moist humors should bathe his orifices with vinegar water or miritt and sumach, similar to these.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	A person suffering from thickened external symptoms should bathe his orifices with vinegar water or sanctic water, which is greater manna or decoction of anise or camamilla, similar to these.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	It is advisable to keep the orifice closed under the bath; administer it above the bath for one hour or two, and let the person sleep near the orifice.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What is necessary to regulate the swelling of the aortic veins before the phlebotomy.
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	It is advisable to consider the beginning: if the person suffering from phlebotomy has colic and redness over him, then cover his mouth and take remedies such as warm milk, lye water, and juniper, similar to these.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	Pause them with foods such as pollets, bird meat, and cooked vegetables with salt, similar to these.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	E of that person whose complex is crippled, cover it so that you take a drink from the alum water or alsecanabin syrup for semen, sumac, and vinegar; and take one mot odorant between evening and night; and have him ordered to use moderation in drinking and eating, and pause his food to let peas, canabis, pisseurs, and small fowl and columbat.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And so that on the day of convalescence and of flebotomy, his drink may be greater than his food.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	And so that he be given in drink at certain hours with some Tyrian aloes or musk medicine, if it pleases him, or alcelite before convalescence or before flebotomy, or as needed, so that his limbs may be comforted and his wound be subtly healed; and it should not be taken by itself.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	But the wounds that are at the fleshy parts of the joints, and on the feet, and on the navel, and in the swellings of the groin, should be left alone at those places; for those members do not bear scarification upon themselves.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	It's commonly caused by a sticking of the fluid in the limbs, just as with a pressure over the breast in an illness with excess flow of blood from the nose; and this is used to dissolve the air trapped in the member, just as pressure on the abdomen and navel; for that the member is refined and the pain is alleviated when resolving the air.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	It is also applied to the tonsils when an injury occurs in their obstruction or narrowing; for the sake of a light pressure which overcomes the obstruction and eradicates the infection from its place.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	It is similarly done when it is applied to the liver and fat, where the air accumulation in those places is enclosed.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	These air bubbles are administered as soon as possible with sugar only, and sometimes also with fire.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	And sometimes they are administered full of water to treat illnesses of the liver.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And this is why the air bubble should be filled with cold water alone or with water that has been mixed with suitable herbs.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	The text describes the method of applying a poultice to an area with an open wound, and seems to be prescribing a treatment for a boil.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	It's caused by an ear or citrus peel wound with large edges, lion, wounds and serpents to prevent the member from taking its proper position on it.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	And if it is in the middle of a transverse arrow or iron wound, then place a candle near the focus.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And also that great wind which we have recorded, and the small quantity of it according to the diseases and state of the one who uses it.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	And the wind bladders of old men and thin individuals are different from those of young people and thick-bodied individuals.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	And the quality of placing this blister on a focus over the member is that extend the flame of the fire by decently burning wood in front of a small candle wax, and place that wax over the middle of the transverse arrow wound in the middle place of the blister, so that the fire be ignited around the point, leaving space for it, to prevent the fire from burning the body of the sick.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	And place it on the limb of the sick, and say that it is so over the wound which we have said, until when they have the blisters and do not want to show it, then open the vapor onto that wound, afterwards the blister will dissolve soon.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	When you put out the fire according to your manner, and proceed to that place if necessary.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	But it is administered when the patient has pneumonia, watered with air, without any crossbar or track, and not filled with water but rather held over the member alone.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	This is the way of it: The air must be added to as much as possible when it becomes larger, so that it can receive a large quantity of water.
Capitol .xcvii.	Chapter 97.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Bloodlettings are not administered on more than two limbs, but only in the limbs where it is not possible to insert air tubes due to their small size, such as those of the mouth and gums or similarly shaped ones; or on a naked limb, such as that of the nose and its surroundings.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And the quality of using those which you have found bloodletting tubes located in the muddy waters of poisonous springs.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	And put them in water for day and night until they are fervent, and that no cause remains in the belly of those ones; and put evacuate the body through the commensament with flebotomia and air tubes; and put warmth on the member of the sick until it reddens up; and put them on.
E cum son umplidas e caso.	And when they are filled and swollen.
E si es possible succio del loc am ventoza, es mays derier en juvament.	If there is a possible evacuation of the affected area with air, it is more advisable in juveniles.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	And if not, then clean the affected area with vinegar and apply warm water; squeeze it and express.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	And if the course of the patient is prolonged near the opening of the veins, and it is bleeding, then put a cloth soaked in cold water on top of that which goes into the vein, and pause above until the bleeding stops.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	And if the patient is multiplied, then sprinkle over it vitriol dissolved three times, or garlic and substances resembling those of the syphilitic wounds, until the wound is lanced; or lay down on the spot the matted wool soaked in excoriating fava beans, and leave them there until they stick to the wound, and then the wound will be lanced.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	And also, if it is necessary, repeated application of veins, when it is possible to change those.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	And if the veins are prohibited from suspension, then clean the recent wound or leave an arrow in those places until the wound is sensitive. Then place them again, when these which cause sensitivity to the wound first appear.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	When you want them to stop, sprinkle some powdered aloes, salt, or ashes over those a little mixed together, then boil it.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	Then comes the beginning of the procedure for the torn part: restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is frequently needed in the art of medicine; it is restoration of fracture and accidental dislocation of bones.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Oh son, know that they boast about this chapter, foolish doctors and those who are ignorant of the time, and do not regard the books of the Ancients, nor read even a single letter from them.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	And for this reason, it is made that this way of the sciences in our land is reserved; and I have not forgotten about it during all those years, but rather have acquired knowledge from it only after long reading of the books of the Ancients and studying their understanding, before extracting the science from them.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	And I have directed my experiments and studies over the course of my life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	And I have described here in this chapter everything that I know of my science and on which is passed the most excellent experiment; for it has been shortened for you, so that you may be freed from occupation and lengthening; and abbreviated at the end of abbreviation; and shown at the end of declaration; and formulated into many forms of the instruments used in it, as is done by addition of declaration, just like I have done in two preceding chapters.
Capitol primier.	The first line translates to:
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	The general meaning of the sentence is: "Summarize and gather all those cases where a fracture of bones is necessary, before we begin to remember the damaged limbs and various ones of each.
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	We will therefore speak in the preface of this chapter about the main points; and since at the beginning it is necessary to understand the art and its application, we are you and those who should be informed and learn about this noble art other than yourselves.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	And therefore we say that when an accident occurs to a fracture, dislocation, twisting, or falling, it is necessary at the beginning to cut open and examine the area, whether it be due to weakness of virtue, or because of the nature of the person, or because he is old, or because of a time of great heat, or great cold.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	And it is good to keep in mind a life-sustaining diet of wild greens and the flesh of birds and crabs; and we prohibit fatty meats and filling them with food, until you are sure of applying cauterization to the artery, and if you do not fear an oozing of matter from the limb.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	And now return the illness to its primary regimen which it customarily follows.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	And therefore, when the broken bone begins to be restored, you must cover that the illness is fed with nutritious foods of meat and fat and thick like those foods made from flour soaked in water, rice, eggs, fish, bellies of cows, hens, and fresh fleshes similar to them, and this regimen is done because it causes coagulation of fracture more lightly and easily.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	It is wise to know that the bones break when one is in a strong body as in youth and later in decay, it is not possible for them to continue and be consolidated according to their nature by the drying of the members of its.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	And are consolidated and continue according to their nature all the time by the drying of those members, and they continue and consolidate those that are from theirs at the end of childhood, just like the bones of small children.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	But nature also adjusts and connects over the broken bone of a whole part, without any similar cause that makes swelling which adheres to strength and firmness, just as fire at the beginning, until no cause prevents that from its works.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	And for this reason it is necessary to stop the patient's food, foods in which there is gravity and viscosity and grossness, as we have said.
Mota diversitat de fractura segon diversitat del membre.	There is a great diversity of fracture according to the diversity of the member.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	You know that the species of fracture are diverse according to the diversity of the members, for the fracture of the hip bone is different from the fracture of the head bone; and the fracture of the foot bone is different from the fracture of the toe bone; and similarly all other members are diverse among them.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	I will remember all kinds of fracture, explained in their respective capitals distinct from one another.
Mota diversitat de fractura en si meteyssa.	There is great diversity within the fracture itself.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	They are diversified the species of bone fracture in their inner aspects; for some fractures occur arched or on the bones themselves; and others are done according to the length of the bone: and so are the fractures of certain joints and small stars, and those that proceed from inside as well as outside, as it is done in the pen when it is prepared to write, and there is a fracture with a wound and disruption in the head, and a small fracture fissure.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	The text means: And it is proper for every kind to be treated in the restoration of him according to what comes back, a memory of him will remain in his places.
Mota senhal de fractura del os.	A secret sign of bone fracture.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	And for this it is known that a fracture of the bone occurs when there is curvature of it, and of its prominence and appearance to the touch, so when you press upon that area with your hand.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	Therefore when it is not in the twisted place and neither a curvature nor a swelling are apparent, then with your touch when you touch the bone, if there is movement and the illness does not cause great pain, it is not a fracture.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	However, it may be a curvature or a small fissure, for if you press upon it with your hand and apply compression, there will not be pain. Sometimes pause over it of the medicines from which you remember something in that moment which suits the place; and let it straighten up by subtle constriction.
