Ayssi comensan las paraulas de Albucasim .	Assistance begins as Albucasis.
E extrayssi autra sageta a un Juzeu la qual cazec en lu en lo grays del sieu huel, dejos la palpebra pus dejos, e la sageta ja era occultada e no so conseguit de aquela sino una petita extremitat am la qual adhereys al sieu fust, e era gran sageta de las sagetas agudas dels Turcs , am ferr leon en la qual no havia aurelhas.	And when another arrow is shot into a Jew who has been caught in the gray area of their heel, leaving only one eyelid closed, and the arrow was previously hidden and could not be obtained from that place except for a small part to which it adheres to his flesh, and it was a great arrow among the sharp arrows of the Turks, with a lion's head on it, which had no hair.
E senat es le Juzieu , e no accidic en le sieu huel mal accident.	And this is the Jew, and not the injury occurs in his heel at all.
E extrayssi una autra sageta a un home Crestia la qual era cazuta en le golayro, e era sageta arabica, e es aquela a la qual so aurelhas; e adonc yeu inscidegui sobre aquela entre doas guidegi, e ja era submersa en le golayro de lu; e adonc yeu so subtiliat am aquela, e aprop extraxi aquela, e es sanat le Crestia .	And another arrow was shot into a Christian man who had fallen in the groin area, and it was an Arabic arrow, which is where his hair is; and then you inserted yourself between the two fingers, and already it was submerged in the groin of him; and then you subtilized that, and extracted it, and healed the Christian.
E extraxi autra sageta a un home la qual era cazuta en le sieu ventre, e cogitegui que moris per aquela; e donc, pus que foro passatz xxx dias e no es mudat sobre lu alcuna causa de las suas disposicios, inscidegui sobre la sageta e engenagui sobre aquela, e es sanat, e no accidic a lu accident mal.	And another arrow was extracted from a man who had fallen into his stomach, and he thought he was dying because of it; so since we waited for 30 days and nothing changed about him regarding his disposition, you inserted yourself onto the arrow and engaged with it, and he healed, and no accident occurred to the original wound.
E vi mays un home en le qual cazec una sageta en le dos de lu, e consolidada es la plagua sobre lu, e pus que foc aprop set ans, yssic la sageta en la razitz de la coyssa.	A man had an arrow stuck in his back and the wound was healing over him, but after six months, the arrow remained in its root.
E vi una femna a la qual cazec sageta en le sieu ventre, e la plagua es consolidada dedintz lu, e no es mudada en las suas disposicios en re, e la femna no atrobec nocument en alcunas de las suas opperacios naturals.	I saw a woman to whom an arrow had been stuck in her stomach and the wound had healed from within it, and she was not changed in terms of her natural behaviors or operations.
E vi un autre home al qual cazec sageta en la sua cara e consolidada es la plagua e romas la sageta, no atrobant aqui mota dolor, e motz semblantz ad aquestz.	I saw another man to whom an arrow had been stuck in his face and the wound had healed, breaking off the arrow, without causing any significant pain or resembling it.
E extrayssi la sageta del home dels princeps del rey que era cazuda en le mieg loc del nas sieu e ja havia declinat a la partida dreyta un petit, e occultada era tota la sageta.	The arrow was extracted from the man by the king's chief physician, who had been stuck in the middle of his nose and had already shrunk to a small size at the time of its insertion, and it was completely hidden inside him.
E yeu fu appelat a la curacio de lu aprop le cazement de la sageta entro a tres dias.	I was summoned to the patient's cure three days after the arrow had been inserted.
E adonc yeu atrobegui la plagua de la sageta mot streyta; e adonc yeu inquirigui aquela am tenta subtil, e no sentigui aquela; mays el la sentia puncio dejos la aurelha dreyta, e adonc speregui que aquela punccio era per la extremitat de la sageta.	And then I felt the wound of the arrow straight away; and then I inquired about that subtle part, and it didn't hurt at all, but rather I sensed it with my ear right behind it, and then I thought that that puncture was for the end of the arrow.
E amplastregui le loc am emplaustre en le qual es vertut atrectiva e digestiva, confizant de mi que·l loc se apostemes per que appares a mi le loc de la sageta, per que secces sobre aquela.	And I have expanded the location in which you have placed it, with an insertion that is both attractive and digestive, certain of my belief that this place will be where the arrow appears, for it contracts over there.
E no accidic en le loc accident significant que la sageta hagues conseguit aquel loc; e yeu continuegui am le emplaustre sobre lu per motz dias e no accidic accident; e consolidada es la plagua entretant, e romas le malaute de la extreccio de lu per spazi de motz dias entro que un jorn sentic la sageta dintz le sieu nas e recontec aquo a mi.	And it is not in that place of significant accident where the arrow has achieved that location; and you continue to insert there for many days, and no further accidents occur; and the disease becomes solidified in between, while the fever of the extremity subsides, and one day sending sensation through the space of many days into the arrow's depth, inside his nose, I return to this place.
E adonc yeu pausegui sobre la plagua medicina acuta corrosiva per motz dias entro que foc ubert, e am la tenta yeu assagegui aquel, e atrobegui la extremitat de la sageta subtil, la qual adhereys al fust.	And then you pause over the acute medicinal plague corrosive for many days until it subsides, and I take touch of that one, and you press down on the extremity of the arrow's tip, which adheres to the wooden shaft.
E aprop yeu ajustegui en la apersio de la plagua per aquela medicina acuta entro que apparec a mi visiblament la extremitat de la sageta, e passec a mi temps am aquo per le spazi de temps entro quatre meses.	And you adjust the opening of the plague by that acute medicine until it appears to me visibly the extremity of the arrow, and proceed with my time there for the space of four months.
E aprop pus que la plagua foc amplificada, e foc a mi possible entrometre las forfexs en lu, e remaure aquela, e no obezic ad eyssiment, lahoras yeu no cessegui subtiliar e ingeniar sobre aquela am manieyras de engen, entro que comensegui un dia sobre aquela am manieyras de engens pendre lu am forceps descentment faytas, segon que vindra la forma de aquelas en la fi del capitol, entro que extraxi aquela; e aprop restauregui aquela plagua.	And because the plague has amplified, and I put in my place those forks inside it, and remove them, and do not observe their entrance, for many times you do not cease to subtilize and invent over that one with manifold ways of ingeniousness, until a day comes where you begin to do so with manifold ways of extracting with forceps downwardly, as will come in the end of this book, until I extract it; and then restore that plague.
E alcus metges jutgavan que la cartillage del nas no es restaurada, e yeu restauregui aquela e la plagua es consolidada, e sanat es le malaute per sanetat entiera, e no noguec en lu en deguna causa.	The translation is:
E yeu recomti a tu la qualitat de extraccio de alcunas sagetas per que pauses aquo regla e significacio sobre aquo que no he dit, quar las partidas de aquesta art e las difinicios de aquela no so conprehendudas am narracio ni no comprehen aquelas le libre.	I try to guess the meaning and translate it line by line:
E le artifexs savi compara am pauc sobre mot; e am aquo que es present sobre aquo que es absent; e atroba operacio novela e instrument novel deves le descendement de las causas extranhas del art quan accideysso.	The doctor compares a little about the symptom, and on this that is present he looks for what is absent; and another new operation and new instruments are needed to follow the strange causes when it happens.
E donc yeu dic que sagetas no son fora-gitadas dels membres en les quals son ficadas sino segon dos manieyras: o per atraccio del loc en le qual intrec; o per le contrari de la autra partida.	And therefore I say that arrows are not wasted from the members in which they are fixed, but according to two ways: either by the attraction of the place where they inserted; or by the contrary of the other side.
E aquela que es gitada per le loc don es intrada, o es sageta procedent en loc carnos, e es atirada e fora-gitada.	And that which is inserted in the place where it was inserted, or a bone-proceeding arrow is shot to the meat, and is shot in and out.
E si no obezeys a eyssiment de la hora en la qual catz, lahoras cove que tu la laysses per alcus dias entro que poyresca la carn que es al enviro de lu, e sia alleujada l‘atraccio de lu e la sua egressio.	And if it does not obey the wound in the time when it occurred, then cover it for a few days until the flesh around it is healed, and release the attraction of the wound and its exit.
E semblantment si es ficada en os e no obezeys a tu a eyssiment, lahoras layssa aquela per alcus dias e itera aquela am atraccio e mocio en quascun dia, e ja es fora-gitada.	And similarly if it is fixed in bone and does not obey to the wound, then cover that one for a few days and iterate that again daily with attraction and motion to any day, and it is shot out.
E si no obezeys a tu eyssiment aprop alcus dias, lahoras cove que tu perforas en le circuit de la sageta en aquel os de tota partida am taravel subtil entro que·l loc sia amplificat de la sageta, e aprop extratz aquela.	And if it does not obey to the wound, then cover for a few days, and after that, carefully perforate in the circuit of the arrow in the bone of all sides until the place is enlarged by the arrow, and extract it.
E si la sageta es ficada en le os del cap e ja ha procezit en un dels ventres del cervel, e apparo en le malaute alcus de aquels accidentz les quals yeu e ditz, lahoras abste de la extraccio de la sageta e layssa aquela entro que·l sieu esser sia equat aprop alcus dias; quar si la sageta perve al ciphac, lahoras la mort no es a lu prolonguada.	If the needle is fixed in the bone of the head and has already proceeded to one of the ventricles of the brain, and appears in the illness of those accidents which I have told you about, then abstain from extracting the needle and let it rest inside until he becomes equal to the time for four days; because if the needle passes through the ciphac, his death is not prolonged.
E si la sageta no es ficada sino en le cors del os tant solament e no passa entro al ciphac, e roman le malaute per alcus dias, e no accideys a lu denguna causa de aquels accidentz, lahoras tu engenia en la atraccio de la sageta e en la atraccio de lu.	If the needle is not fixed in the bone of the skull alone, but only in the body of the bone and does not pass through the ciphac, and leaves the patient for four days, and no further accidents occur to him, then you have a good fortune in the attachment of the needle and in your own safety.
Mays si es mot ficada e no obezeys a tu a extraccio, lahoras tu aministra taravels en le circuit de la sageta ayssi cum havem recomtat, e aprop cura le loc entro que sia sanat.	But if it is fixed and does not obey your command to extract it, then you must administer travel-like movements around the circumference of the needle as we have previously recorded, and apply cure to the place until it heals.
Mays si la sageta ja es amaguada en le loc del cors, e es amaguada del sentiment, lahoras tu inquireys aquela am tenta, e si tu sentas aquela, lahoras atira aquela am alcus sturmentz les quals so convenientz a la atraccio de lu.	But if the needle is hidden in the location of the body and is hidden from the feeling, then you inquire about that hidden place, and if you feel that one, then tie it with those strong bands which are suitable for its attachment.
E si no podes sobre lu per la constriccio de la plagua e per la longitut del preon, e aqui no es os ni nervi ni vena, lahoras tu fen sobre la plagua entro que sia amplificada e que sia possible extrayre la sageta.	If you cannot reach the wound due to the constriction of the plague and its length, and there are no bones, nerves, or veins in that place, then take care of the wound while it is enlarged so that it can be extracted.
E si so a lu aurelhas am las quals sia tenguda, lahoras tu deliura la carn en la qual es ficada de tota partida am tot le engen que poyras far; e ingenia sobre aquo, si no podes sobre la evasio de la carn en la fractura de las aurelhas e en torssio de aquelas entro que obezesca.	If you have a joint affected by the which is bound, then take care of the flesh in which it is located from all side with all skill possible; and innovate on that if you cannot lift out the flesh due to fracture of the joints and in the torsion of those into obedience.
E quan tu administras la extraccio de la sageta en quascun loc on sia, lahoras tu usa am torcio de la tua ma am forceps a totas partidas entro que fassa aquela obezir; e subtilia am deriera subtilitat que la sageta no sia trencada e que sia fayta a tu dificil atraccio de lu e de aquela extraccio.	When you perform the extraction of the arrow in any place, then use your hand with forceps from all sides until it makes that obedience; and use subtle subtlety so that the arrow is not broken and is made easy to attract and that extraction.
E si no podes sobre aquela de la tua hora, lahoras tu layssa per alcus dias entro que se poyrescan las partidas que so en le circuit de lu, e aprop itera aquela quar lahoras es alleujada.	If you cannot do that from your own hour, then take ease for several days until the parts which are in the circuit of the place are opened and placed.
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	But if it goes against your natural flow of blood, then administer that which has been said about healing in its own capital.
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	Guard the integrity of the incision site at the vein or nerve, or cord, and administer skill in all manner to your possible means for the removal of the arrow; and do this with ease, tranquility, and delay, and firmness as you see it.
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	And therefore you must counter the arrow in such a way that the sickness is restored to its form as the manner of cutting down the arrow into it is, since it is more youthful.
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	But this is not in your power, therefore you must administer what is possible to the figures.
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	But arrows that are shot backwards beyond the other point, or where no further movement is made in the outside parts, or cause swelling on the extremity of the arrow due to the sensation of the part previously affected by the cord, and sometimes those points are greatly inflamed; then you should attack that one; and cut it according to the quantity in which they take hold with the forceps; and place it there, as it is made light and easy to remove.
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	But if it is retained in the bone, therefore you must twist and turn the lance according to opposite directions until the arrow penetrates the bone, and make it deeper into yourself; and remove that one.
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	And if so, let it heal for several days, and return to that procedure again when it gets worse.
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	If the arrow is lodged in that place, then you will pull it out.
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	But if the arrow is fallen and you want to administer pulsation, then you will insert it into that place, if it's silent, strengthen with a concave sound so that it passes through the cavity of the arrow, and then pull it out.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	But if the arrow is concave, then you will pull it out with a strong thrust into that place, because the arrow is eased by this.
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	And if the arrow is poisoned, then cover all the flesh in which it exists, if that's possible, and apply the treatment that suits.
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	And if the arrow is stuck in the foot, or in the belly, or in the bladder, or in the side, and it's close so that you touch that place with the tent (perhaps meaning "touch" or "apply pressure"), then apply pressure on that place if possible, because the risk of infection is high. Sear over that place while guarding yourself from the vein or nerve, extract it, and apply ointment to the wound as needed, and cure it until it's healed.
Forma de forceps am las quals so atiradas las sagetas:	Form for grasping the forceps which are applied to the points:
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	So that the extremities of them have like a beak of an owl, which are pains with saw when they grasp the point in order not to let it go.
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	And from those are pains of various sorts, large, few, and middle-sized, according to the quantity of the size of the point and its softness, and the width of the wound, and the tightness of it.
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	Form of pushing with concave cup from this extremity to cause the same effect as a owl's beak, in order that the instrument of the point may be relieved from it, and impulse of that dullness:
Forma de impellent de sorda extremitat:	Form of pushing of a dull extremity:
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	Same as with a needle to relieve the instrument of it in the concave point and is pushed into that.
De fleubotomia de las venas.	Of venesection (or flebotomy) of veins.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so xxx, de las quals so en le cap xvi, so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	Venesection of the veins which are usually cut, in the neck region (caput XVI), these two veins that are located near the ears, called "aurelias", two herbs that appear on the skin between the shoulders; and two veins on either side of the nose, called "aspicients"; and a vein prepared in the middle of the forehead, and a vein located at the extremity of the nose; and two guide veins on the neck; and two veins on each lip; and — these are called algebic veins —; and two veins that remain behind the tongue.
Mays las venas que so fleubotomadas en les brasses so v; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	Menses the veins that are lacerated in the armpits are weak; because of these is a cerebral, and it is from the wild beast; and the people call "the vein of the head", and silent, and it is a medium-vein, and it is composed of a branch of basilica, and another branch of the cerebral; and they name that one "the vein of all the body", and basilica is the vein which is stationed in the domestic side, and they call her "chitellar", and the vulgans name them "vein of the belly"; and the veins of the arm, and it is stationed on the cloth, and that is the one which is cut, and the one that appears on the hand by a manifest appearance; and the salvatella, and is the vein that is between the ear auricular and the smallest ear, and so in two branches.
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	And in the foot and the cushion are three veins: one of those is that leaves the curvature of the wild beast's neck; and the second is sophena, and its place is left over the cushion of the domestic side; and the sciatic vein, and its place is left over the cushion of the wild beast's side; and in the cushion there are other veins similar to these.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The blood of the young veins that are near the ears is cataritic, emigrated, and causes pain and ulcers in the head.
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	And the quality of those is according to what I advise: that it be rubbed on the head of the patient, and rubbed on the back of the head in the location of both veins wrapped in a cloth ample with good friction; tighten the warts the patient's neck with a bandage so that they appear at two locations near the ears on both sides of the head; and apply to that which I said, and if you feel the pulse of those, say to your patient.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Take the lancet scimitar, and that which is inserted, and insert those into the vein in the tendon where the flebotomy comes to the bone.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	And place your hand on the vein and tendon to the parts above and inside, and incise the vein at the point of insertion.
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	And the length of the incision is equal to twice or a little more than that, and go back from the source as far as you want.
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	Take strength of powder and poultice in that place so it may be healed.
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And previously, I have noted in the beginning of this book, their description and treatment by cautery.
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	But the two arteries, the temples, are those which are affected by young age of flebotomy, is migrating to old and bad and frequent eye troubles and acute corsets overflowing to the joints.
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And the quality of flebotomy is according to what I advised you: constrict the swelling, the stomach, by pulling tightly at the joint where the two veins appear, and manifest its presence through appearance and demonstrate the pulse of their tendons as my words dictate; and then take a look.
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	And then you will elevate the bandage above the vein at the part indicated by my words, and introduce the flebotomy incidentally into those areas, and lift the vein in its place; and similarly insert it as you have done in the other two veins; and run along the suture according to the quantity of your necessity.
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	Return the intestine to its cavity, and place your hand over the vein for an hour, then pause over that area, powder, and flour, and press down hard on those areas until they are relieved.
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	And already before that, their memory is recalled, and from those the incision is made, and attraction in the beginning of the wound.
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	And therefore the youth of phlebotomy, from the vein of the forehead, is applied to the phlebotomy of the head for ancient diseases of the face and emigration, and gangrene, and fetid ulcers.
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	And the quality of phlebotomy of that is according to what you recommend, so the patient strengthens his col with a bandage in which appears the vein; and place the instrument named fossori from which this is the form.
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	Pause the puncture which is at the head of the fossori on that vein and percute through it or another cause in the manner of it, and let the sanguine run according to the quantity you wish; and return the perforation of the wound and press hard into that until it is healed.
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	E some cases are opened with a flea-bottled lance, but it is not believed that the flea-bottomed lance should be applied to an acute extremity like the others, because it is cut from the opposite extremity, and the flea-bottomed part is according to the transverse, where the bone is proper and strong will break in it when the flea-bottomed is subtle.
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	May be the child of both veins which is at the lacrimal of two horns because of the horn's corruption and inflammation in the eyes, and on the faces with diseases.
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	And the quality of the flea-bottled lance is that the strong malady covers its own belly with a cloth, and so you should apply the flea-bottomed part, and you stand on its head.
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	And the flea-bottled lance should be performed along the transverse to a short length with the flea-bottomed part, since in that place there is no flesh; and if the flea-bottoming is subtle, then lightly the extremity of it breaks.
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	And let run quickly from the saint's spot until it is as necessary for you, and pause over that spot, and strengthen those with one night, and release those.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	The translation is: May the botomized vein of the nose be associated with acute fever and great violence, and with the diseases of the face, emigration and ruddiness that occur on the face, and more so when it is old.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	The translation is: And as for the quality of the vein's botomization, he has to put his patient's strength in his neck and place his left hand on his nose with his hand, performing a subtle long cut there at the middle point of the nose following rectitude, so that the vein does not appear in the sensation here, and so that the ointment begins to flow immediately.
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	The translation is: However, you end by placing your hand with the cut vein running at the ointment according to your need; and then cover it for one night, because that is gently restored.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	The translation is: But the young child of the vein's botomization leads to a constriction of bile and the beginning of leprosy and other maladies, inflammation and corrosive ulcers like herpes.
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	The translation is: And the quality of that vein's botomization is that the patient weakens whatever is in their neck tied up; and he places his hands on the top of the patient, and the patient should sit upright on a stool.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	Make the vein cut smaller at the long end of the vein, and make small cuts gradually until you reach the vein's full size, or as much as is needed to be there; and make it similar to the other vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	Appropriate untie the ligament and strengthen both veins with a middle strap so that the disease is not concentrated, and place it inside the body where the plague is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	The relief of vein cutting in the fingers, comforts small ulcers and boils on the mouth, corruption of the gums, and bad ulcers and fissures, as well as those that are in the nose and around it.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And this is the quality of vein cutting in those cases that stops the disease in front of you, strengthens the neck with a bandage, and returns to revolve the lips and observe both veins from which one is on the right side of the lip and the other on the left; where each is demonstrated by the darkness of each of them, and this is more so when those veins are small black ones in its circuit; and then inscribe each one for each incision.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	If there's doubt among them, and you do not know which one it is, then listen to the more prominent of those, and the most visible of those.
E fay le semblant de las doas venas que so en las labias desus.	And make it seem like there are two veins on the lips, that is.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	But usually cut more to incise the two veins on the lip.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	But the two veins on the left is more towards the flebotomy of the head, to those that are in the throat, to the illness of the uvula, and to illnesses of the mouth.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And the quality of performing that is to follow the illness between your hands in front of the sun, and elevate his tongue, and look at his tongue, from one side of the vein and from the other side of the vein, and the color of each changes to darkness.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And then perform the flubotomies one by one, and take care that you do not cut your hand while performing them, because those are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	The joints are injured by the frost of humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	This part means: And then, when the situation is like this, it is necessary to section and operate on these special and subtle things according to the size of the veins and according to their structure.
Forma de fleubotomi mirti:	This part means: Method of mitral ligation (flebotomy).
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	This part means: So that the ligature of the vein is tied in the same place, and it is necessary to open the convalve-filled veins which are swollen with great blood clots.
E aquesta es la forma de fleubotomi olivar:	This part means: And this is the method of olive vein ligation.
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	This part means: And this ligation is of lesser latitude and subtlety, and it is necessary to perform the ligation of subtle veins which contain small blood clots like citrus.
