Ayssi comensan las paraulas de Albucasim .	Assessors begin to speak of Albucasis.
Capitol .iii.	Book III, Chapter 3.
De restauracio del nas quan es trincat.	On restoring the nose when it is pierced.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	Be aware that the nose is not simply cut but two parts are separated and sometimes one of these parts has a cartilaginous structure, which does not get cut, only becomes inflamed with irritation, twist, and entanglement.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	But if one of the two parts is broken, then be cautious that you insert a small instrument into the nasal passage, and grasp that fracture with your said instrument, outside as well as inside, until you return the nose to its natural shape.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And do this with your own ease, and be careful that it does not bring harm to the patient's illness.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	And if the break is in the upper, cartilaginous part of the nose, and not to cut it, then be careful that it is equalled with a proportionate section at the base of the limb where there is great swelling.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	And if the break is in both parts, then make it similar to that.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	I have a fracture that needs to be treated on the first day of the injury, if possible, and if not, then I will take care of his wounds or apply 10 days' rest for the swelling.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	Place a cloth soaked in oil in the nostril of the limb, if the fracture is in one part, or take two cloths, if the fracture is in two parts, and tie it so tightly that it covers the entire track of the nose.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	There are some ancient treatments that the cloths should be soaked in borage, and left on for the whole day, but I do not see this done by anyone; perhaps the cloth is soaked in honeyed album with powder of moli, and you should press the cloths into the cavity before the bone is set and the cartilage becomes hardened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	Some people insert them into the nose, instead of a cloaca, fearing that an acrid pus would be trapped inside, wrapped in linen cloth, whether it is already severely fractured in the nose or the illness does not allow for inspiration.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	This cause is not necessary to you; and if you wish, do it, and if you wish, do cloths.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	If an other swelling occurs on the neck, place it under the ear or the chin, with fat or oil immersed in vinegar and rose water, or in aqua diquinone.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	But if it does not happen an inflammation on the neck, then cover it with flour of sesame and powder of fenugreek and egg white; and place a stopper on it, so that the nose is blocked with no other cause.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	But if the bones of the nose are fractured with small fracture or compressed, then cover it by cutting those parts, and extract them with instruments that are suitable for them; and place a dressing on this wound, and treat it with water that is cooling and consolidating, and apply plaster accordingly.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	If it happens an abscess forming in the nose, then cover that with cauterizing and administer lead pipes into it while it is being completely cured.
Capitol .iiii.	It seems like you've reached the end of the text. The medieval medical treatise appears to be concluding. Would you like to translate more passages or stop here?
De restauracio de la mandibula quan es trincada.	On restoring the jawbone when it is fractured.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the mandible is completely broken and there is no open wound from the fracture, carefully examine whether the fracture is outwardly only, so that it is not cracked into two pieces and is curved towards the parts of the lower jaw.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	Therefore, if the fracture is in the upper part, insert your left index finger into the patient's mouth; and similarly, if the fracture is in the lower jaw, then insert your right index finger; and push it against the gum of the fracture towards the outward parts, with your other hand from outside the bone, so that you will apply an equal pressure.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	If the fracture of the mandible has already separated into two pieces, then cover that it is possible to apply an extension of two parts in such a way as to align them.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	If there is a commotion of teeth that disrupt the alignment, then strengthen those which you hope will remain in line with gold or silver wire or leather; and place a pause over the fractured mandible on the double cloth, and another pause on the large star-like sheet, placed decently made, or one single strip along the length of the jawbone; and tie that according to how it is dressed as you have tied the ligation of it, so that it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	The text means: And command the patient to rest and tranquility, and pause his food until he eats.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	If you think that already the form has been altered in some way, then you must cure it on the third day; and correct what is corrupted from him and apply to it powdered mint, album of honey, or flour of chamomile, so that you will have restored his skin, and pause wool yarn over the applied one.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And when the annex is fixed and that plaster is applied to him, and the disposition of the bone is not altered, softening him, so as not to remove it until he has recovered and strengthened the fracture; for many times this fracture has been straightened in three weeks.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if another case occurs with an abscess, then administer that which we have said many times in the sitting of him until he is healed, and be cured that abscess.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	And if the fracture is infected, then consider whether it is a separation of the bone or sutured, then be subtle as to remove those sutures along with whatever is necessary in the removal of those swellings.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	If the opening of the wound is straight, then you should enlarge it with the flabellotomy according to the quantity of your necessity.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	When you have finished those stitches and cannot remove the stitches anymore, then enlarge the wound if it is so; or else pause on one of the plates that suits that place and enclose them, until it heals.
Capitol .v.	It seems like you've finished the text! Would you like to provide more text for me to translate?
De restauracio de la furcula quan es trinquada.	On the restoration of the fulcrum when it is broken.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	When the forearm is fractured at the point where the muscle meets it, and that fracture occurs in one of three manners.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	For it is broken, or separated, or separated into two parts that cannot be stitched together; and it is easier to restore it; or else it happens in such a way that stitches are needed, and it is difficult to restore it; or else the fracture occurs within the wound.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the operation in that case, when the fracture is within a wound, is that you make two assistants present, so that one holds the assistant and follows the broken fulcrum, and the other extends his hand to that part.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then properly align the fracture according to its shape so that it is done with a thin form, and not in an excessive prominence or concavity.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	If it is necessary to cover the area of extension, then cover yourself with a title cloth or wool, and take note of its size according to your need; extend and elevate the gallows and curtail the cloth with your hand so that you properly align the fracture.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	If you are unable to lift the extremity of the gallows outside the joints, so that it is driven into place, then cover the patient on his back and place a cushion under the muscle in its size.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the minister presses down on the muscle next to the joints until the bone of the gallows is elevated as much as it was in its place, and then you correct the fracture and align it with the joint.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	But if you feel stubbornness of the gallows and so much reluctance, then cover that and extract those stubbornness with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	If it is retained in the bone, then your ingenuity will cut into it with one of the saws that you have dressed for this purpose, since you had placed those stitches at the furcula to calm the inflammation; and this is the form of the instrument:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	It is similar to an awl, and this is the cavity, and it should be of such size as you needed it, according to the size of the bone or the smallness of the bone.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	But the length of it should be according to what is possible for the operation; there should be two extremities as much as possible, and one extremity broad and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	If the disruption of the wound which you have incised when you extract the bone is wide and secure of apoplexy, then you will close both lips of the wound with suture.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	If the disruption is small, or you fear apoplexy, then you will dress the wound with linen and powder according to the quantity of the laceration of the wound.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	If an apostaema occurs, then wrap it in vinegar and oil, and place it on that.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	When the bone fracture is bound with a plaster made from flour of wheat and egg white, place it on top of the swellings, and after that, cover them with powder, if necessary. Then take a small wooden splint whose length is equal to one palm or more; cover that splint with a cloth, then wrap the cloth around the splint with that powder, and cover the fracture with a dressing similar to how you did before; then apply humectant in that manner as if it were revolting, rolling that over the patient's head and allowing the swellings of the fracture to show through, and reducing them until they are entirely covered, when every time the bone fracture is set straight, it is no longer concealed from your view.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And make sure the splint is not placed too tightly over the fractured bone; so that you may see the patient's illness every day, when the bandage becomes loose or sometimes the splint has already become moistened, then you correct this and strengthen the ligature.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	Place the patient's legs on your hands and hold them to elevate the helper of his neck, so that the fracture of the fibula is elevated to the muscle; or rather, the arm of him is bound to the neck of him.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	Do not untie the bandage unless it happens precisely at the wound or swelling, within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And prop renew the dressing if you have seen the face of him at that point, and adjust in the stricture and restore it so that it is restored and until the fracture of the fibula is healed and the clot is fully formed.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And it is strong and comfortable as much in the first month, XXVIII days, and sometimes in some cases, it is done in less than a month.
Capitol .vi.	Chapter VI.
De restauracio de fractura de la spalla.	Of the restoration of a broken shoulder.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	A spatula is fractured at the back of him and not on him, but only at the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	When the location of the wound - and it is broken in the middle of the body - and nothing is known except by touch, then according to the shape of the fracture, prepare it and reduce it as closely as possible to its natural form in all manner, in which is at your disposal.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	Stop over the wound with powder of mill, alum and honey, and stop the bleeding; then stop with powdered cloth twice, and stop over it again with a subtle table iron, according to the quantity of the spoon, either all or a little more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	However, if the table iron is concave in some parts of the spoon's location, then you cover that concavity with powder and stop the bleeding, and then place the table iron according to equality.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	Apply force downwards, with linen bandage around the swelling of the tongue due to constriction, and keep the table iron fastened inside so that it does not get redressed into its original place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	Consider the ligature every day; and whenever it is softened, re-tie it again and apply force to hold the table iron fast if it has returned to its original place.
E jagua le malaute sobre le sieu latz sa.	The patient's illness is placed upon his left side.
E la spatula es restaurada en xx dias o en .xxv.	The spatula (or cautery) can be restored after either XX days or XXV (25) days.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	Therefore when that number is completed, you must then dissolve the ligament, and know for certain whether it is concerning the bones from which the commencement was not feared nor its dissolution.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you proceed to the location of the bone, and set aside the chain, then you must cut over it, and pierce it, and do as they have said in the fracture of the furcula (of the neck) of Sado-Cartagenia caut (i.e. with caution), if such occurs here.
Capitol .vii.	Chapter VII.
De restauracio de la fractura del pietz.	On the restoration of a fracture of the toe.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The toe sometimes breaks in the middle of it and causes a great pain; but the extremities of it are not usually broken, nor are they comminuted.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And of the accidents of it when it breaks in half it is that it declines into the parts and causes great pain, difficulty in breathing, coughing, a light fever, and vomiting; and it is declared in its cavity within the broken bone and is not concealed from the sensation.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	It is the restoration of his malady that he should be turned back upon his two feet, and a cushion placed between his shoulders; and it shall be premeditated on his muscles, and adjusted with the bones of two costards, and subtlely done in the operation, and in the equation, as much manner as is possible and convenient to him, until the figure of the bone according to which he comes.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	And thus carefully place upon the plaster and bandage and pause over the star-shaped table of saffron or calcigee, as much like in levitation, so that you envelop it in a cloth; and carefully do it to be bound on the broken bone, lest it break again. Then go along with the ligaure according to retortion on the back sometimes, and strengthen that tie with strictura decent; and thus consider the ligaure at all times, and when it is softened, strengthen that one too.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	But if necessity requires that you provoke the removal of that one (i.e. the malady), then cut and dissect it, or corrosion, or pain, or swelling that occurs in the place, always do thus and remove that one and eradicate the plaster and correct what happens by its way of cure for him; and return to adjust the plaster sometimes on his face; and strengthen his strictura until he is healed.
Capitol .viii.	The start of a medical treatise.
De restauracio de las costas quan son trincadas.	Restoration of the back when it has been twisted.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Be aware that fractures of the back are not in the joints, but rather at larger locations where two meet; and from the extremities of their lower end, this contraction does not occur on those parts unless through that which is cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	It is known to the eye, not hidden from the examination of it are these things.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration is thus that it makes equal the fracture at those places as possible, whether it is bound or swollen according to how one thinks, and to plaster and strengthen the broken bone in place, if needed.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the back fracture is inclining towards the joint, it often occurs severe malady and sharp pain and puncture, just as with puncture that occurs at one who has bleached, and therefore because we put the bone under the veil; and it occurs to him difficulty in walking, coughing, vomiting of some medicine; and this is a hard cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	And already the Anticeps are positioned in that place with much strength.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	The body that is swollen with the illness must be emptied of its swelling and flatulence, so that the belly may be distended and expanded, and the fracture may be driven out to the outside parts.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	But we should do this only if it is not likely to cause an acute abscess, unless it happens; and if it does happen, then the doctor will be able to help with that.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And they said that the swelling should be stopped and that the strength of the patient be strengthened; it is a reasonable thought, but however, it is feared that the swelling will spread to other parts due to weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	They said that the place should be covered with wool that is already submerged in hot oil, and there should be powder put between the ribs until it is filled, so that the membrane is pulled tight as you fold it back according to thinness; and let the patient be cured with pleurisy treatment by meat and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	But if it causes great constriction of the disease which does not bear it, and the bone punctures the membrane with a sharp point, they fear over the disease; therefore, they will break on that spot, discover the fractured rib, and place over it an instrument that preserves the key, the memory of which is preceded, and inserts the bone with ease, and extracts it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	Let's adjust the two lips of the wound if it's large, with cauterization, and treat it with an emplastrum until it's healed.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	If an apstema occurs, then put the fist into it and pour powder in olive oil on it, and place over that to cure the illness with this that covers the apstema.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	Let him lie on the back over which he sleeps until he is healed.
Capitol .ix.	It seems like that's an end-of-treatment note, possibly "Capitol.ix." as in "Capitoli ix" meaning chapter 9 or just a note indicating the completion of treatment.
De restauracio de fractura del spondil del dos e del col.	On the restoration of the fracture of the spine at the level of the two and the neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some fractures occur in the bones of the neck, and sometimes they also involve their articulation, and similarly in the spines of the two.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And if this happens to someone and you want to know if they will heal or not, then consider, because if your hands are softened, stiffened, and dead and cannot be made whole or stretched or strengthened, when you press those joints with your fingers or poke them with an awl and do not feel pain in those places, then you know that it is not healing, and in such cases of disposition it is mortal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	If those places are tender to the touch and have an incision and puncture, then you will know that the neck of the bone is saved and the ulcer will heal with treatment.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	If the neck of the spine looks like that and you want to know if it will heal or not, then you should consider his feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	But if there is only softening and it occurs in the areas that are swollen, then when you touch his toes, you will see ventilation and expulsion of what he wishes, but sometimes it reoccurs on his toes and he cannot urinate and it is known to be mortal, therefore do not bother with his treatment.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if it does not occur any of those causes, the cause is more and lighter.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the healing of him is that you will perfume yourself with the cauterization of the apothecary applied to the saturated vertebrae oil roseate or with mulberries as astringent; pause over that place occasionally, until it anesthetizes the apothecary.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And then pause one of the soft bandages and tighten it above the limb, and command the patient to rest and be quiet, and not sleep on the part where he experiences pain until his health is restored.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if it happens that the bone is twisted or some other cause has been separated from it, then take care to apply pressure on the tendon and place the bone; and adjust both lips of the wound, with sutures if necessary, and cure that area with an ointment made of flesh fat until health is restored.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	But if the lower part of the bone is broken and that's the end of the wound, then take care to insert the broken bone with the point of your right hand into the buttock, and mend it with the other hand according to what's possible by analogy; and pause over that plaster and steel, if necessary, and tighten it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you find fractured hinges in it, then place and hold them fast, and treat the wound with the cure that is applied beforehand until it is healed.
Capitol .x.	Capital of the humors that cause pain in the joints.
De restauracio de la ancha.	Of restoration or widening.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the joints that are swollen and cracked, and if they crack, the fracture is only communication in the extremities of those and are inserted along their length and decline to the parts; and this happens to the disease pain at the location and puncture, and the cushion is stunned when it is fractured.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the restoration of it is that you extend your hand over that opening so that it is on the fracture, which is the form of it.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	And if the fracture is only in the extremity of it alone, then you cover that according to what you have on your clothing, so that it is assembled in order to be in its natural figure.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	But if the fracture is in the long one that declines to the parts those, then you press the disease upon your stomach so it is prepared for your restoration of that fracture.
