Ayssi comensan las paraulas de Albucasim .	A doctor starts speaking about Albucasis.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	But if the fracture has already been corrupted by panicle and the cover is over the brain, and it is broken into small pieces and torn apart, then cover yourself well by inscribing the broken part and tearing it apart, according to what you have recommended.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And this is because you reason the head of the plague-infected person, and uncover about the bone according to custom and manner as your case may be, following the figure of the plague, so that it may be lighter on the plague.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	But if you experience difficulty in finding the bone, blood flows, or an apoplexy, then you oppose it, and because this covers, you cover that place with moist rags soaked in wine and rose oil, and cause the plague to rest until the apoplexy is calmed down, and the flow of the wound becomes secure; and thus begin to operate around the bone and in its removal.
E aquo sia segon una de dos manieyras de operacio.	It is done according to one of two surgical methods.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	And one method is that you cut the bone with an inner saw straight through, and this is how it is done:
E aprop administra mays le inscissori pus lat que·l segon.	Return the administration of more cauterized wounds than what was according to the second.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	And consider that you must choose from various scissors, among which you have the thicker ones and the thinner ones; and the thicker ones are more durable than the others, and they have in them a hardness of their extremities, and they are made of iron or steel.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	Use them in their facility to percussion on the scissors, so that you do not hit your head and damage it.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is hard, durable, consider that you may perforate in the circumference of it before administering the scissors on the superficial layers, which are called shallow cuts.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	And do not call it an assis, but rather those that do not pause the end of the bone, near where they are placed, because when a cut is rounded extremity or edge on it, which leaves its head sharp like an edge or a small circle, which forbids being submerged and passing through the thickness of the bone.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	It is convenient to take many of these cuts, of which each suits the density of some bone, whether in your hand or in all tests, where the extremity of which is sharp, the length and breadth being according to the density of that test.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	This is the translation:
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	Make a careful incision in the place where the bone is broken and there is subtle pus that you can weigh on top of it in the end, as they have said, until you radiate the bones or with your hand or with another cause for this great disturbance which will appear at that point, just like calenders and forceps subtle.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And be careful that the incisor does not touch any cause of the skull.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And therefore when you have circled the bone and it is perforated, and separated from the skull if continued on it, and you extract that, be careful that you cut out equal and thin as those others in the roughness of it, but nonetheless, with a softer and more subtle pus than the others.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	And if there remains any small and delicate part of the bones, then take that as an excuse to deal with the disturbances; place it in its rightful place with linens and apply a poultice for the wound, which they have said.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	And the other way of operation is lighter, longer and more cautious than fear, as said Gualia and praised by great praise; and this is his saying: it is necessary for you in the beginning to start uncovering the bone part that has the fracture more violent and more manifest, until when you have uncovered that part and placed on it the extremity of this incisor slowly and gentle, which is this form:
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	The translation is:
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	When cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	In cases where there is no hidden cause related to the bone of the gallbladder in certain locations of the bone, the one near the extremity of the joint will be cut, and that which facilitates it, so that it is liberated from its harm and its pain.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	If the bone fracture does not penetrate into the gallbladder, and that which is cut or separated from the bone is the surface of it, then because it remains in roughness and subtle fissures, you must cover what causes those roughnesses and eradicate those subtle fissures with sharp razors by which you have prepared the number, of various quantities so that it is possible to administer them in all the most convenient places of their application and the most suitable for each according to where you lose yourself during your operation that fractured bone and its figure.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	Covering what you administer in your mixture with which you cut the bone at the beginning will be the last part of those razors, and therefore do not cease doing so until continuity is reached where you go on to administer the powdered plaster and the subtle powder of all that.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	There is no cure for small fractures in the fingers or subtle fractures, you will administer treatment according to what you have lost at the right time of recovery.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	It is because they are not educated on all the things that have been studied in that art.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	But concerning this, what has been shown by those who have written about great fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	If the pannicol is turned when you radiate the bone, then cover it with oil according to the quantity of the wound, and submerge it in rose oil, and place it over the orifice of the wound; and take another cloth folded or tripled, and submerge it in vinegar and oil, and place it on the first one lightly as you can, so that it does not press too hard on the pus; and administer upon it linen thread, but not tighten it, only to the extent that the wound has, alone.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	Let it lie for one or two days until you are sure of the onset of gangrene; then remove it and administer medicines with which it is superfluous dryness, such as linen yarn and flour of ears, powder of stones and of astrology, and substances similar to those.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	You make pouder of these medicines that are pulverized on the plague, in such a way as they dry; and universally, administer all this medicine of property which you absterge and do not bite.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	Guard well the order of your virtue so that the plague in your cure is clean; and do not be in a state of madness to swallow or ingest anything else; nor let you add more virulence there; for when it is applied to the pannicle of the brain, it corrupts that and poisons that, and happens on the patient with great evil because of that wicked malice.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	It happens on the cheek of the head, as it is made manifest by the bone and more when the cure is pressed; and it appears black on its surface; therefore consider how often it happens to the patient the accidents that have been said, wise knowing that it is due to pustules.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas iii, e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	If it does not happen blackness but of the medicine that is placed on it, and it is due to that medicine that makes it black, often take from honey one part and from sweet oil three parts, and tie those lines a cloth, and place that over the cheek; and place cure with those special medicines until it is healed.
Capitol .iii.	Book III Chapter 1.
De restauracio del nas quan es trincat.	The restoration of the nose when it is perforated.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	Be aware that the nose is not split because it is fractured, but rather two separated parts rise up or one of those rarely seen occurrences, for which there are two bones, and when the separation occurs, it leaves cartilaginous tissue instead of bone, and thus does not occur only by fracture, but also by torsion and curvature.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	Even if one of the two parts of it is fractured, know that you must insert your little finger into its nose, and then grasp the fracture with your index finger outside, while returning the nose to its natural shape.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And do this so that it is done for your ease, and beware that you will not fall ill because of this operation on the patient's malady.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	But if the fracture is in the rising part of the nose, and you do not touch that one, know that you must put equal weight on the extremity of the bone where the small swelling is.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	If the fracture is in both parts, then you will make it look like that.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	If you want to restore the patient's health on the first day of the fracture, if it is possible; otherwise, place him in bed with ice or 20 degrees below freezing to rest from the swelling.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	Place a cloth soaked in lard into the nostril of the affected extremity, if the fracture is in one part; or place two cloths, if the fracture is in two parts, so that it covers the thickened lump of such quantity as to cover the nasal passage.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	There are some old restorers who say that cloths should be soaked in borage and applied all day, but I have not seen it done to my knowledge; however, some think that the cloth should be soaked in a mixture of honeycomb ash with powdered muller's powder; and let it ease the swelling so that the bone may set and the cartilage becomes hardened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	Some cases are inserted into the nostril instead of the swelling, lest a foul poultice be made, wrapped in lard from a lion; and so that even if the fracture is more violent and the disease cannot be prevented by breathing.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	This cause is not necessary for you; and if you wish to do so, do it; and if you wish to do so, do cloths.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	If another varicose vein appears in a place where it should not be, apply the nose with cerote or put the wound filled with vinegar and oil, or with diaphragm and olive.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	But if you do not occur another varicose vein, then cover that area with flour of sago and powder of honey and almond meal, and place over it a stopper, and do not apply the nose with any cause.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	But if the bones of the nose are broken and there is a small fracture or concretion, then cover those areas, extract them with instruments suitable for that, and apply plaster to the wound so that it heals and consolidates, and to the surface as needed.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	If a plague has infected the nose, then cover that area with calomel and administer lead pipes into it until all of its salivation.
Capitol .iiii.	It seems like you're ending the text!
De restauracio de la mandibula quan es trincada.	On the restoration of the jawbone when it is fractured.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jawbone is broken and the fracture is outside alone, without being torn into two parts, and curved towards the lower parts, then one's perception is light.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	If the fracture is on the right side, then you should insert your left index finger into the mouth of the patient; and similarly if the fracture is in the left mandible, you should put the right index finger into the mouth. And then push that into the gland of the fracture to make it easier for the parts outside to come out, with your other hand from the outside part of the bone; and thus place it evenly on both sides.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	If the fracture of the jaw is already separated into two parts, then cover that you will administer an extension of two parts according to right ratio as long as it is possible for the equation of him.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	If it happens with movement of teeth to disruption, then cover those which you expect will break at the end of gold or silver or wood; and place a pause over the broken jaw bone, a pause over that doubled cloth, and a pause over that large star-shaped cloth in decent manner made, or a single sheet pulled up to the length of the jawbone; and tie it above such as according to what is fitted on you and which suits the application, until not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	The patient should command his servant to use rest and quietness, and pause the food of the sick person, avoiding sour foods.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	If you think that the figure has been altered in any way, then on the third day you should remove and disinfect it; and straighten it out as it is altered, by applying to it powder of flour, albumen of hen, or wheat flour, so that you will put back its original shape, and place wool upon the applied layer.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And when the attached splint is adjusted over it, and the disposition of the bone is not altered, gently remove that, so as not to let it go until it has healed and strengthened the fracture; for three months have been found to heal this fracture straight.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	If another severe edema occurs, then give to him that which has been said many times in the sitting of the patient, until it heals, and remove that swelling.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	If the fracture is with a plague, then consider whether it is a separation of the bone or a swelling, and then apply those swelled things to that spot according to what is necessary for its removal from the surrounding inflammation.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	If the wound of the plague is straight, then you should enlarge it with the flubotomy according to the quantity of your need.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	After you have applied those treatments, and because those ones will not be remade again, if the wound of the plague is enlarged; and if not, pause over one of the emplasters that corresponds to this point and cover it, until it is healed.
Capitol .v.	It seems like you're saying "The End" or possibly a humorous interjection in Latin.
De restauracio de la furcula quan es trinquada.	Of the restoration of the ligature when it is broken.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	If the ligature has been broken in a visible spot next to the muscle, and that fracture is done in one of three ways.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	Or if it is broken or separated, or separated into two parts other than the ones that do not respond to treatments; and is lighter to restore them; or if it happens again that it responds to treatments, and is difficult to restore them; or if there is a fracture with the plague.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the operation in that case, when there is a fracture with the plague, is that you make it so that there are two ministers present, so that one holds the assistant and follows the broken ligature, and the other extends the arm over that part.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then place the fracture in the joint of the thigh, inside where it is being shaped according to its form, so that it is not in prominence or concavity.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	If it is necessary to extend the limb, then cover it with a cloth or linen, and let its size be according to your need; and extend and elevate the bowels, while holding down the covering with your hand so that you shape the fracture according to its form.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	If you cannot lift the extremity of the bowels outside, so that it is carried to the groin, then cover that the patient lies on their back, and place a cushion on their belly in its middle size.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the minister presses the muscle on both sides inside so that the bone of the bowels is elevated as much as in the groin area; then you correct the fracture and place it in the joint.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	But if you feel stitches of the bowels and they are swollen, then cover that you cut open those and extract them with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	If it is retained in the bone, then your ingenuity will not be able to cut into it with one of the saws that you have equipped there, for as you placed those clamps on the furcula (stirrup), the disturbance caused by this serves the ciphac (trephine) device; and this is a form made of wood or iron.
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	It is similar to the shape of an arrow shaft, and this is the concavity; and its length according to what you needed it for, in proportion to the size of the bone or the smallness of it.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	But its length is according to what you can accomplish in the operation; that there be two opposite ends, and one end broad and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	If the disruption of the wound which you have incised when you have removed the periosteum of the bone is wide, and it is certain that the apostema (swelling) is secure, then you will close the two lips of the wound with sutures.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	If the disruption is small, or you fear an insecure apostema (swelling), then you will apply the wound with cloths and powder according to the quantity of the laceration of the wound.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	If an abscess occurs, then immediately put a dressing on it with vinegar and oil, and place it there.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	But the stiffness of the bone when it is wounded and split, is that you put on a plaster made of wheat flour with egg white and oil, and place it over the wound, stop up the artery, and place a linen cloth under it, if desired, and take hummus to make its thickness similar; because it's called the Sarras's bone, which has a long length and width equal to one palm or slightly more; and put two powders on the stop and plaster; and take a subtle table stake whose length is three fingers and similar in length; wrap that around the plaster, wrap the plaster with that in the wound location, place hummus as it revolts, and revolve it over the neck of him and under his ulcer, reduce everything to its whole part, and when the stiffness of the fracture has been loosened, it will not be hidden anymore.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And that the stake over the broken bone should not be sharp; so that you may see the ulcer every day, when the ligament is softened or sometimes the stake has already been removed, then you correct it and strengthen the bandage.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	Place the patient's sleeper over their shoulder, and pause those which stir, in order that he may sleep on that pillow; for this way is elevated the assistant of his arm from the lat (of his back), thus elevating the fracture of the furcula to elevation of the muscle; or so it is bound with the arm to the shoulder.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	Do not untie the bandage unless it happens in that place or an abscess forms within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And appropriate renewal of the plaster if you have seen the face of that person, and adjust in the stricture and restore that and lay it flat until it is restored and the fracture of the furcula is coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	It is strong and comfortable after thirty-eight days, and sometimes it happens in a few weeks or months, that it is made.
Capitol .vi.	Chapter vi.
De restauracio de fractura de la spalla.	On the restoration of a fracture of the shoulder.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The spoon is fractured at the joint of the arm and not from the arm itself, only at its edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	When the location of it is broken - and it is broken in its middle part - and cannot be felt except by touch, therefore follow according to the shape of the fracture's force as you prepare it and reduce it so that it is along the natural form in all manner in which it can be, with your available means.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	Place a powder of millstone and alum on the wound, and stop the bleeding; place a pulverized cloth twice, and place a poultice made from a soft tablecloth according to the quantity of the spoon, all or slightly more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	However, if the poultice is concave in some parts of the spoon's location, therefore you will cover that concavity with the same powder, and place the poultice according to equality.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	Apply strong plaster under the humectated wound due to constriction, and hold firmness of the poultice until it is not reddened from its own place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	Consider the ligature every day; and whenever it is softened, tie another one, strong as before, and equalize the poultice if it is reddened from its own place.
E jagua le malaute sobre le sieu latz sa.	The patient has laid on his back.
E la spatula es restaurada en xx dias o en .xxv.	And the spatula (instrument) is restored after XX days or in XXV (days).
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	Therefore when this number is completed, then you dissolve the ligament, and you must know that it is not suitable for bones of which the beginning is not known or their dissolution.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you proceed to the place of the bone pit and put aside the chain, then you slice it over there, and hold it, and do so as they have said in the fracture of the Furcula of Sado-Caecilia, Caut if it occurs here.
Capitol .vii.	Chapter VII.
De restauracio de la fractura del pietz.	On the restoration of the foot fracture.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The foot sometimes is broken in the middle of it and then it becomes swollen; but the extremities of it are torn apart and crushed.
