Ayssi comensan las paraulas de Albucasim .	The patient begins to speak about Albucasim.
Capitol .xviii.	Chapter XVIII.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	On the fracture of the neck in a woman, and the bone of the little finger, and the joint of the man.
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When the vulva of a woman is cut open, then they are stopped in that wooden wedge, and they are inclined towards the departure of the bones of the little finger, and it should be held behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	And the mother places the wound in its proper place, and it is done in the same way as with a spear; and when the woman is stirred up, and her little finger is lifted little by little, until all that is outside is forgotten, then the bone that was pierced returns.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And place powder on the back of him, and when he wants to urinate, push the wound with ease and let urine, and return that one according to the manner in which it mixed with the beginning, and return to his first powder.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	And so is done for seven days or a little more, until that is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you wish, take an onion and stretch over the wound of him a cannula of flax; and put all the bladder inside the wound, and breathe into the cannula with value until the bladder is inflated within the wound, so that the fracture returns.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	And after it is filled with wool and has been prepared for that duration according to what they have counted, until it is cured.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And when the bone of the patient's elbow or shoulder is fractured, they administer in the restoration and puncture of it according to what they have counted in the bone.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And so what is true is not concealed in these fractures proper and proper, and only happens on rare occasions, especially to one who has studied it and used this book; because that fracture signifies to you in the major dispositions via of direction in the restoration and strictures of it, therefore understand well.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	But in the leg of man when it is fractured, they take guarguamela from horse, and put the leg in it; and place a pause over its wrapping of cloth, and wrap it up, and let it be laid for three days or more in that state, and it will be cured.
Capitol .xix.	Chapter XIX.
De restauracio de fractura dels osses quan es am plagua.	Of the restoration of fractured bones when it is infected.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	A person who suffers from a fracture and an injury is convenient to attend to, especially if the bone is large like the hip bone or the assistant's bone, or similar to it.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	If the wound bleeds excessively, cover that you consider to tie it off in such a way that you powderize over it three times, unless there is another cause that does not exist.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	Begin to restore the fracture on that day, and do not prolong it, unless an apoplexy occurs.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	However, if an apoplexy occurs cautiously, then lay off the restoration of it for three days, until the apoplexy has subsided, and do not approach it on the fourth day, lest you cause more harm.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	However, if the broken bone is protruding over the exposed tendon, cover that you perform to reduce it and engage it with your fingers as quickly and easily as possible.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	However, if the extension is not in a position that is readily prepared and equal to your hands, then you reduce it with your hands as much as possible; and this instrument is made of iron, whose length is seven or eight fingers long, and its width according to the quantity of the wound; and for this reason it is necessary for the doctor to take three or four of these according to the quantity that you indicated earlier in the treatment of all types of fractures.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	It's caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	It is of acute nature extending to the extremity where the margin of the vein is visible on its own sides; and the upper part is swollen with thickened tissue, and the lower part within is filled with swellings.
E aquesta es la forma de lu:	And this is the form of it:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	It is named in Greek "labrys volenterum atelarum", therefore it is called a little thing.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	Why it must be raised the extremity of it, elevated above the bone of the limb.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	It is fixed in a position within which it returns to the bone, and is tightened without any tie.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	Therefore, it is necessary to force the limbs of the fracture between them, and if the broken extremity is subtle, and does not receive that shock for good excuse, then you must insert the extremity of that bone into which the instrument has power.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	When you cannot reduce the bones of everything present in this place, then take out that which is needed for the incisions, the ones that have been said, or cut that one out with a saw in some manner, according to what can be done.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And place that which remains within the bone of roughness and small cuts.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And when the bone is reduced, and you place the reduction on the patient with great care, then if it is known that the bone has not been returned to its natural location, then do so thus.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	When the completion of your restoration is finished, which you do to the bone, and afterwards you submerge the dress in a vinegar black one, and properly if it is in summer, and do not stay on the plague crust nor any other cause where there is oil, so that it does not provoke putrefaction and corruption.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And provide stitches in the hour of your completion of the bone's restoration, and gently uncover the exposed wound, incising it with forceps and bandages according to the amount of the wound.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	If you have any other lines of the text please let me know.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	If the tendon is lax, soft, and different from the structure of other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	If the wound is large or a bad wound and you fear about those sharp accidents which have recommended remedies, and meanwhile do not dare to pause on that spot, but rather lay down an enclosure of hard sheets instead of stakes and bind tightly there.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	And when the wound has started to heal for a day or two, you take off the sheet that you had laid on top of it because it was wet with your sweat and lay a new one there, and then you administer calomel, quinine, and other remedies, as is our custom to treat wounds, just like tetraferman.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	It is convenient for you to consider cutting the ligament and treating the wound on any day morning until it is consolidated and healed, and make sure that the member is prepared in such a way that the poultice can run smoothly from the part left empty.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If the plague passes for many days, and it is not consolidated nor detached from the limb, then you will know that there are diseases of the small kind, therefore investigate the wound with an attempt.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And of those diseases, there are those that can be separated from the marrow and extricate them, and those that cannot be separated from them, putting the limb on and causing pain, therefore inspect those according to what is possible for you.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	If the plague comes to boil or boils, it is fever or another kind of corruption and putrefaction, then know that if you wait until one of those has it, what is necessary for treatment will be indicated in its head, as reported in its book.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	In this one in which you see the swellings, then do thus: when the swelling is big, pierce over the limb as if with the bone of the joint and the assistant's bone, like those of the large members, and don't presume an attack on it, nor the removal of it, after twenty or thirty times this has happened by that means, death comes; make a clean incision into what is soft, where the strong fall, for forty days or more; then cure the plague if you are able to see it, and if not, soften that one.
Capitol .xx.	A medieval medical treatise.
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	The healing of the knot that occurs in the stump of a fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Scars that are seen occur in the stump of a fracture recovery, and more so near the joints, and is due to its shape; and it lightly forbids the member from performing its natural operation.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Therefore consider if the knot is recent and applies in that particular medicine which has styled its case to be apart, and then, and seeing, and scraping, and squeezing, and resembling those; therefore take from among those certain or all of them, and confirm those with styptic, or with alum of vinegar, or with vinegar itself, and place that upon the knot on a hot surface, and constrict it tightly to good constriction.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	Let loose the tightness that does not loosen the knot for many days; and then remove it and repeat this until the knot is mended; or press firmly on that plate of lead which has property to cause all to be reduced within the members.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	But if the knot has already turned into a scar and straightening is necessary due to necessity, then loosen that cordamently, and cut it from the highest point above it, and incise the superfluity and excess, or ratz it with alum of resin until it is mended; and cure that within the time of healing, and until health comes.
Capitol .xxi.	The beginning of a chapter or section.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	Restoration of a fractured limb when it is restored and the surrounding membrane remains intact, and this does not continue according to its natural state.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a fractured bone is restored, and the surrounding membrane remains intact, however, this is not done simply due to one reason: for example, because of excessive solution to tie and ligature made incorrectly according to its need; or because of unnecessary restriction of the tie within the member when the nourishment cannot be allowed to run through the limb; or because of too much application of embrocaccio (a medicinal plaster); or because of superfluous movement not in its hour; or because of scarcity of sanation in the body of the sick and due to weakness of it.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And the cure of this is to feed the sick and make the heart of it tender within, so that the sanation multiplies in it; and give medicine; and put gaug ( possibly referring to opium or another pain reliever) and leticia ( likely referring to a sedative) upon it.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	And place a poultice on the member, so that the poultice attracts to it more nutritious matter, or continues embrocaccio (medicinal plaster) with water tibia ( lukewarm), until the nourishment runs and returns to its natural figure.
Capitol .xxii.	Chapter 22.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	The treated bones should be straightened when restored, and it should not be operated on from that point on.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When a restored member is straightened again after the healing of its curvature and protrusion into the bone, and it becomes bent and knotted again, yet it is not prohibited from its natural movement, but rather one must be careful to receive the word of that person who claims to have established that member as newly knotted.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	But it is already known to many physicians and restorers who have done this in our land, and this operation is most detestable, leading to great fear, for the sign of which is mortal.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	But if recent claudication and nodosis are present, then it is permissible to encase them with water-soaked cloth, just as the feet of an elephant have soft soles and rough skin, like those; and do it on a soft dressing, just as quilled linen has been made; or what is meant by mucilage of high altitude, be applied to it with oil of gallanum or olive oil, and be wrapped in that one; or if there are prezes figs fat and crushed on the femur skin, and resembling those of medicines named armans consolidation.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	Some joints are dissolved by excessive friction that causes them to swell and become moist, and they should be treated with movement of the member in all parts during all hours.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	But if tortuosity has been added behind and it is made strong and converted into a nail, and the cause of its necessity to cure it with iron, then cover that it does not become too hard and let the continuity of the bone be dissolved, and so that there are no excessive nodules on that metal that has pierced the bone with subtle incisions, and ease should be given to that part when solicited.
Capitol .xxiii.	Chapter 23.
De sermo en dislocacio.	On the matter of dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is a consequence of some joint being displaced in the patient's location, so it is prohibited from movement, and the figure of the limb is adjusted, and it brings pain and great injuries to the patient.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when it happens that there is a dislocation, cover and perform as soon as possible to reduce it, and do not delay reducing it, because if it is delayed, the place becomes swollen and strong with it, and it makes it difficult to reduce the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	It's causing pain and inflammation in the affected area on the day of the operation.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	May be when this happens, you must catch yourself at the flabellotomy of the illness, and put it back in place while stopping the bleeding; and tie up the member with warm water and oil, and reduce the difficulty.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And all that member will be cured by this of which the memory comes back to its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And you already ordered the capitals of dislocation according to what is preceded in fracture; from the top of the body downwards, into the left side.
Capitol .xxiiii.	Capital twenty-four.
De curacio de dislocacio de la mandibula dejos.	On the treatment of dislocation of the lower jaw.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	If both jaws are dislocated and they don't meet; or if the dislocation of both is done in one of two ways: that either they are pressed back into their places by little traction, and so softened a little; or they are completely dislocated and completed, until they are softened at the joint, when saliva from the illness flows out and it cannot hold them together nor can close its mouth, and its tongue is wrapped in its word.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	The translation is: When a dislocation is rare, it's customary to return it to its original position when there is little cause.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	If a dislocation is complete and entire, then cover it with something lighter, and do not delay.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And so the minister should have the patient, and the doctor enter one of his fingers into each side of the dislocated jawbone from under the chin, if the dislocation is on one part; or he enters both of his fingers together, if the dislocation is in two parts; and with the other fingers of the patient, which are outside, he grips them so that they don't move; and commands the patient to stop moving his jawbones and release any of the teeth from either side; and the doctor grips the jawbone and presses it back into place while it returns to its original position.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	If it is difficult to reduce them, and especially if both jawbones are severely dislocated, then he administers a poultice of water and oil inside, until the reduction is done lightly on both sides, rather than delaying the reduction of both jawbones at once, as they have said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	The translation is: And therefore when you return and the wounds are closed, and the mouth of the sickness is sealed and not softened, then pause over those powder drap with cerot, and it should be done with wax and oil rough.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And it should be that the sleep of the sickness is upon his back, and his head is standing between two aurelles, so that he does not complain on the left or right side; and do not force him to chew any cause; until his body is strong again, before when the pains are relieved and the mandibulas are numb, then he should complain of it.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And so should be administered with ease, and do not work on the appearance of the mouth concerning eating and drinking and secretion, until the mandible is numb and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if it is difficult to reduce two dislocated mandibles when they are displaced in any hour and not converted back to their original places, then various fever accidents occur; a strong soda is administered to the patient's belly, and a strong vomiting of pure cerra.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	When you apply that, you will already know that it is a loss; and if you have seen it happen to someone after x days.
Capitol .xxv.	Chapter 25.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	Of the reduction of the dislocation of the clavicle and the extremity of the muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The clavicle is not displaced from the shoulder due to its continuity with the bone; and sometimes it is displaced from the beginning outward, and this is declared upon examination.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration of it is that the patient is placed on his back and extends his arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	And place around this spot with your palm and strong bandaging, so that it will return.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And place on top of that plaster and powder, and strengthen it.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	But the extremity of that which has dried the cord and is continued with it, is not displaced at any time; for some know how to reduce and encase it as they have said, and so according to their habit.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	Place your hand over that plaster, powder, and bandage, and command the patient to remain calm and rest in between while they are being healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And this type of curative is reduced when the extremity of the muscle is separated from its place.
Capitol .xxvi.	Chapter XXVI.
De la reduccio de la dislocacio del muscle.	On the reduction of the dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Be aware that the muscle is not dislocated but rather in three ways: one of which it is dislocated from its beginning to its end.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is that it is dislocated from its beginning and end of the muscle, and this is done slowly; and it is not dislocated at the parts in front of the shoulder, nor at the parts behind by the joint.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And it is more severely dislocated and protrudes beyond the parts behind the joint of the tendon, and much more so in those where there are little fat, whereas in those with more fatty tissue, it is less dislocated.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	Injuries often happen to acute patients with percussion or fall, and the muscle of them is inflamed from inflammation, and it's cut by this that already be dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	So that you can press into this that is on while you are sitting down under it, and then process in the healing of it.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And it is known that dislocation occurs when the joint parts are left exposed due to swelling; so that you can distinguish between the muscle dislocated and the muscle sound, where you will notice differences in diversity manifesting; and you will feel at the head of the muscle a cavity with swelling due to touching the swollen part as if it were an ulcer, and the patient cannot reduce their hand to its original shape, nor be able to move that part.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is dislocated, you will then look at the foot or its surroundings, and you will notice the manifestation of the touch, and it is not hidden.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And from this dislocation, there is made light reduction when it is fresh and the patient is in infancy.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the reduction of it is that the minister raises the hand of the patient to the part where it is dislocated; and then pauses those tight bandages next to the swelling, and elevates the joint with great force in its own place, and the minister raises the hand of the patient and extends it there; and then pauses it so that it returns lightly.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	If through this that has been said does not return, and so is from the beginning what causes the dislocation, after many days, then the illness will be bathed in hot water and administered with broth which softens and loosens the joints as if it were coal tar of alum, fenugreek, and melecyot in water, and it shall be administered.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	And that the illness should be raised onto its feet and placed on top of the swellings which will wait for wool until it is drawn between lifting and tension, and accordingly the doctor places his toe upon the spine, elevates the head of the muscle to virtue, tightens the hand of the sick person so that it does not get bruised at those parts, and another minister holds the head of the sick person so that it does not get bruised at those parts, until that it returns to its place.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you wish, reduce it in this manner: for it is that you make to be present a man whose length exceeds that of the illness, and who is from that side, and inserts his muscle under the swelling of the illness and elevates the swelling up to those parts until the illness is suspended in air, and another minister pulls out the hand of the sick person from those parts of its belly.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	If the disease is mild, it is often covered up because of another cause that needs to be suspended, so as not to make it worse, for because dislocation returns soon.
