Ayssi comensan las paraulas de Albucasim .	A cure begins with the words of Albucasis.
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	But arrows that are out of date, according to the opposite side of the other part, or those which have already proceeded no further parts to outside parts, or that cause gibosity on the arrow's extremity by feeling of the part beyond the cord, and often even more than that; then you should press upon that one; and the section should be so, according to the quantity in which they take hold with the forceps; and then fire it, since it is made light for ease.
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	Joint pain caused by cold humors infiltrating each part of the body can lead to a condition called gout in the feet. To treat this condition, doctors often use cauterization. To apply heat, reduce swelling or insert an intestinal stent (or hernia device) into the affected area and cover it with your hand to prevent further complications. In treating patients, you have already prepared the patient's body by placing cushions under their thighs, on their legs, and on their chest, while holding their hands in place.
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	But if the pain is heavy for several days, and you apply it again into the wound.
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	And if the arrowhead is in that one, then you apply that one with the patient.
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	But if the arrowhead has fallen and you want to administer an impulse, then you insert that one into it, if it is silent, you support with a concave instrument so that it enters the cavity of the skin at the base of the arrow and apply it to the patient.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	But if the arrowhead is concave, then you apply that one with a strong forceful instrument into it, because the arrowhead is alleviated by that.
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	And if the arrowhead is poisoned, then cover all the skin where it enters, if possible, and apply that which is suitable for it.
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	If the arrow is stuck in the foot, or in the belly, or in the bladder, or near the side, and you touch that spot on the arrow, then, it is to your advantage to cauterize over that area, for if you let it dry, you will be at risk of hitting a vein or a nerve, so extract the arrow, and apply some ointment to that wound, and take care not to strike it again.
Forma de forceps am las quals so atiradas las sagetas:	You will grasp the forces (forceps) with which you will pull out the arrows:
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	So they are grasped by the extremities of their beaks, which are painful like a saw when they take hold of the arrow, so that it will not slip from them.
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	And of these there are some special pains, great, small, few, and moderate, according to the size of the arrow and its slenderness, as well as the width of the wound, and the tightness of it.
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	They are pushed with the concave end of this extremity in such a way as if it were a beak to relieve the discomfort of the arrow in its place, and they push that dull part:
Forma de impellent de sorda extremitat:	How to move a paralyzed limb:
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	Assist with the movement of the injured part into the concave channel and let it be carried.
De fleubotomia de las venas.	On division of the veins in the groin area.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so xxx, de las quals so en le cap xvi, so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	Of the veins of the groin area, which customarily require ligature around the femoral vein, located in the 16th region, which are two pulsating veins near the armpits (dic alhasisain), two herbs found on the outer and inner temples; and two veins on the lacrimal bone with two small holes called aspicientz; and the prepared vein at the middle location of the front, and the vein located at the extremity of the nose; and two guide-like veins near the neck; and two veins in the upper lip, and two veins in the lower lip, which are called algelic - these are the veins that go behind the tongue.
Mays las venas que so fleubotomadas en les brasses so v; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	So the veins that are ligated in the groin area are five, of which one is cephalic (le latz silvestre), which the people call "the vein of the head", and is pale, and is a mixed vein, composed of a branch of the basilica and another of the cephalic; and they name that one "vein of the whole body". The basilica is a vein that is stopped in the lateral region, and it is called "citillar", while among the common people it is known as "vein of the belly"; and the vein of the arm, which is ligated on the skin, is stopped over the fold, which is the one that appears on the wrist to manifest its presence; and salvatella, which is the vein between the ear cartilage and the smallest cartilage, with two branches.
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The juice of the veins that are near the elbows is often cataractous and migratory, and causes painful ulcers on the head.
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	And according to what I recommend to you, it is that the head of the disease be shaved and the head be scraped in the occipital region at the location of both veins with a large cloth wrapped around it and with good friction; tie up the disease tightly by its neck with a bandage through which appear the two wounds and the locations where its veins are located near two points on the head that are opposite each other, and take care according to what I said, and if you feel the pulse of those affected according to what I said, follow this.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Take the lancet-sword, and that is the one that is incised, and insert those into the vein in the tendon between where the flebotomy comes to the bone.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	And lift your hand with the vein and the tendon to the supraspinous area and incised vein at the incision.
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	And let the length of the incision be twice or a little more than that, and go away from the wound as far as you please.
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	Appropriate strength should be added to the powder and dust that enter, so that it may be healed.
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And I had already explained the introduction of those and their cautery in the beginning of this book.
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	But among the two arteries, the vein is also called an ancient and evil migraine, which causes frequent and acute eye pain, and a swollen body.
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And the quality of the flebotomy is according to what I advised you: constrict the belly, its neck inside where the two veins appear in the sensation, and show forth the boils of theirs so that your said words may be demonstrated.
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	And thus you elevate the codena above the vein to the parts which I indicated, and insert the flebotomy incidentally on those, and raise the vein in them; as you have done on the other two veins; and let it run off with the sap according to the quantity of your necessity.
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	And thus you release the swelling of the belly, and pause your said word over the vein for an hour, and place there powder and strength as before with great constraint, and dust it in so that it may be healed.
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	The text means: And already before their memory is forgotten, and from those it is written, and the attraction in the beginning of the book.
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	The translation is: And therefore the treatment of flaubotomia of the vein on the forehead is taken from the flaubotomia of the cephalic vein for old face diseases and emigration, and roaring, and festering ulcers.
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	The translation is: And the quality of the flaubotomia of him is according to what you recommend to me; so that the patient's strong side has its cloth around which appears the vein; and take the instrument which is named fossori, from which this is the form of it:
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	The translation is: Pause the puncture which is at the head of the fossori on that vein and strike upon him either standing or in another manner, and let the wound run as much as you want; and place the perforation of the ulcer into that inside so that it may be healed.
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	The translation is: And some times it opens with flaubotomy late, however, I do not think that the flaubotomy is of acute extremity as the others are, but from its opposite side, and perform flaubotomia on that according to the transverse, where the bone is proper and soft, and will break in him when it is subtle.
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	The translation is: "But the remedy of the two veins that are called tears of two wounds on the surface of the wounds, by applying ointment and salve to the wounds, will cure the diseases of the face.
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	The translation is: "And the quality of the flebotomy is that the patient with a strong stomach binds his stomach with a bandage, and then applies the flebotomy to that one, and you stand above his head.
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	The translation is: "And it is done the flebotomy along the transverse line a little bit with a small flebotomy, because there is no flesh; and if the flebotomy is subtle, break is strongly the extremity of him.
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	The translation is: "And then run from the source as far as it is necessary to you, and pause on that spot, strengthen those for one night, and release them.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	The translation is: "But the flebotomy of the vein at the nose is applied to acute fever and violent sweating, and to the diseases of the face and emigration, and ointments that occur on the face, particularly when it is old.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	The text means:
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	You should tie your hand to the foot with a thread and slowly pull it out through the smallest part according to your need; and place that one for a night, so that it is restored lightly.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	The youth of the phlebotomy from both sides causes contraction and leads to leprosy and other diseases, and produces painful ulcers corrosive as hernorrhage.
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	And the quality of that phlebotomy is that the illness wearies and leaves nothing in its place on the patient's skin; and there are artists above the patient's head, and the patient lies on a bed.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	And tie the phlebotomy to the long vein with the phlebotomy, slowly and little by little; and draw out the part according to the season's quantity or as much as is needed there; and make it similar to the other vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	And untie the ligature and strengthen both veins with a median tie so that the illness is not focused; and put it inside the body where the plague is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	The translation is: And the youth of hemorrhoids of the veins, you comfort small ulcers and pustules in the mouth and corruption of the gums and bad ulcers and fissures, and also of bad ulcers that are in the nose and around it.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And the quality of hemorrhoids of those is that you bring to face the patient, and strengthen the neck with a bandage, and return the labia, and observe which vein of each, one is on the right lip and the other on the left; and this is demonstrated by the blackness of both, and it's more noticeable in the small veins around those areas, and then you inscribe each according to its inscription.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	But if you are in doubt about those, and you do not know which one is of those, then listen to the inscription of the larger of those, and observe the visible pus of those.
E fay le semblant de las doas venas que so en las labias desus.	And make it look like the two veins that are in the lips of those.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	But, it is usual to cut more towards inscribing the two veins that are in the lip of those.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	When two veins are left uncovered, the youth is likely to develop a condition of the pharynx known as flebotomia due to excessive blood flow, which affects the uvula and other oral maladies.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And the quality of flebotomia is such that the malady spreads between your hands in front of the sun, and elevate his tongue, and look at it, from one side where a vein enters and from the other side where another vein exits, and the color of each changes to black.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And that is flea botomia in general, and be warned that do not touch the veins of those who have it, because they are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And the veins in your neck that are affected by flea botomia are common to all men, and the flea botomia of theirs is done in two ways: either they put on millet or olive oil at subtle decline; or cut with the flea botomia razor, and call it "lesnessil", which is the way of him.
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this "lesnessil" is the cutting and sectioning of those [veins], and they have special cuts and subtle ones, depending on the amplitude of the veins and according to their stiffness.
Forma de fleubotomi mirti:	Form of Myrtle botomy:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	So the laces of the patient should be tied every time, and it is convenient to open the convex veins that are full and appear as large swellings, and also those that contain a thick black clot.
E aquesta es la forma de fleubotomi olivar:	And this is the form of olive botomy:
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	And this olive botomy is of lesser latitude and has subtle pus on the extremities, and it is convenient for the subtlety of the vein that contains a subtle clot like citrus.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	May the young one of olive botomy on the basilican vein be one of the three veins: for it releases the pus of diseases left by the goat and the colon, and from this that dries the feet and the abdomen.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	And it is convenient to the one who performs the botomy, when that one makes the botomy, to guard well that and be cautious on that vein, for as long as he has an artery, if he erres and adjusts at the puncture of the fleubotomi, cuts into that artery and causes flows of pus, so that it may not cut him on another by another painful fleubotomy, unless they search with lances.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	If it does not appear through a clear manifestation in the basilica, then take that and move to the other one, or try to find any remaining part; or cut off the fingers at the end of the arm, where that is manifest; and make a fleubotomy on the same day, as we have said.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	But if you wish the middle finger cut, then cover under the structure of the arm where you touch the location in which you know the location of the pulp, and take a snuff; and close the fist and make a fleubotomy on the same day, as we have said; and be careful that there is no concussion for some space of the location of the artery.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you cut, with stretched ligaments, inflammation in the location where you have sniffed, then that inflammation is an inflammation of the artery, and therefore avoid it.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if the sanguis flows in the fleubotomia as it does when an infant urinates, and the sanguis is very subtle, then you know that it is of the sanguis of the artery; therefore take your cut and pause your hand over it for a long space; and close your hand, and if the sanguis is detached, though it has been detached many times, then stretch the arm and loosen it.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	Guard your patient from the feet of him, and be careful over them and do not trouble him for a few days until he is healed.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	But if the wound is not healing, and at times you do not have medicine to apply there, then be cautious and inscribe the artery, for when the extremity of him is contracted and the wound is opened; or if he has scabies and break out with that, then take one measure and strengthen that over the place of the vein with strictured cord and powdered into another day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And if the wound is opened, then so be it; and if not, then cure that place with water from which it was preceded before remembering the location of the powdered dust that flowed out from the wound.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the opening of the wound is difficult in many positions due to the small place of the plague and the possibility of the swelling of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	But if the black vein is used for flebotomy, it is just enough to cut off the wound from the top of the head down to the left side of the body; for that is composed of a branch of basilica and cephalic, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	Here is the guessed translation:
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	If the vein is between two nerves, then it must be severed in length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The young art of vein cutting, specifically the phlebotomy of the cephalic vein, is that by cutting it, you trap and relieve pain from headaches.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	It is said that if you want to perform the phlebotomy at a specific place, either with the olive or myrtle phlebotomy, because it is the most safe of all veins, and does not leave it with an artery or nerve.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	But however, it is necessary to your consideration that you do not pierce the skull with the phlebotomy alone, but rather find the lighter place, and do not notice it, unless because of a blow on the percussion first, which happens occasionally.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	But however, a small swelling appears on some people, when the phlebotomy is not performed at the first percussion.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	But the quality of the phlebotomy in this is important, and one must consider their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first line of the text translates to:
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	It is done with a flea-bitten incision on the third day or as soon as three hours have passed since morning.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	Fleabitten incision is administered when it is beneficial and necessary, or at night or at any other time, in every hour and in all times.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	It is not done in children under 14 years old, and women who are pregnant should not have it until the fourth month of pregnancy, and elderly people who have lived over 60 years should not have it.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	Even if someone wants to have a flea-bitten incision in some way, it is good that the intestines are covered with a plaster or leather strap during the operation, so that the veins do not burst through the superficial cut, as they are pure, and will not cause damage to the main members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	Flea-bitten incisions are not performed on those who suffer from nausea and diarrhea, nor do they prevent disease or drunkenness while the operation is being carried out, nor do they cure illnesses such as dropsy, but rather that flea-bitten incision is feared to cause colic, vomiting, stomach pain, and a multiplication of boils, and of work and exertion, and of all causes that dissolve the virtue, namely the body or animal.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	Consider the subtlety of humors present here if the sickness is severe, with food and drinks, and medicines if it's possible to apply them.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	Enter the bath if no other cause prevents it, or exercise in some manner to soothe the sickness.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	Pause the foot amputation in the third toe, since it is an unfavorable time, as they have said.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	Perform the consideration that the third toe should be left untouched on that day of all evil accidents and animal misfortunes, as they have said, such as anguish, anger, fear, and all sorts of bodily accidents, which are excessive labor, pain, and ugliness, similar to them.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And to his seal, have it be that the causes are presented in use, of which it is customary among men with aroma and scent, and with balms, similar to those according to the quantity of possibility.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	Follow the amputator on a warts that are more than those of the toe to be amputated.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	Extracting the joints from the arm and rubbing them with a flubberothamadore twice or three times, and tightening the ligament with a rope and covering it twice.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	If there is an early stricture, where the stricture does not bind or if it is superfluous, then flow of the saint is forbidden; or if it is softening and therefore the course of the saint should be avoided.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	When the stricture occurs, cover that which should have been flubberothamaded, and rub his hands ten times between them where the veins are inflamed, and declared by sensation.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	Applying the flubberothamadore to his own flubberothomy with a few drops of ancient oil properly; and placing his right hand's index finger on that vein, leaving the place where he wants the flubberothomy, so that the vein will recede a little, and the percussion will be settled because from those veins (the one that is cut by the flubberothamy) runs away quickly like a cord that flees; from those it is full of windiness and when you pause on that one it becomes contracted; this is discovered by the flubberothamadore; and if it strikes the vein, then that vein is straight.
