Ayssi comensan las paraulas de Albucasim .	Assistance begins for Albuçates.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	It is convenient for you to take a large number of these tapers, of which the one suits each kind of bone, in such a way that every time you are present with all the bones of the head and neck, whose extremity is sharp, the quantity being proportional to the density of each bone.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	This is the translation of the given line:
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	If necessary, cut open the tendon that is between any joint of the bone, and apply to that soft pus which you can put over it in the end when lifted, as they have said, until the bone radiates or with your hand or with some other cause for this painful disturbance, which will appear after, like talus and forceps subtle.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	Be careful that the cut tendon does not touch any cause of the cough.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	Therefore, when you have circled the bone and it is perforated, and the membrane separates from the cough if continued, and you will extract that, be careful that the rates and proportions of it are equal to those in the roughness of it in the bone, as with another kind of incision similar to inscissori, but more so with pus thinner and more subtle than others.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	If there remains any part of the small bones and satellites, then take that with ease to what is owed to you in terms of disturbance; and place it on the plaster or poultice that has been applied to cure the wound.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	It's commonly believed to be caused by the presence of cold humors that infiltrate various parts of the body, particularly in the feet. This is a customary diagnosis made by doctors.
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	The text is saying that a lens-shaped incision (partition) on the surface of the skin (facia) is made, from two latz avantz in front in length, and not into any other cause, whereas an acute partition is made along the bone.
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	It is proposed to puncture the incision with a small needle into which all the bones are accommodated, and you should be sure that no accident occurs in this way, even if it happens by chance, and if the patient is asleep.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	When there is a fracture of the bone in the panniculus, at several locations of the bone, an incision is made on the one closest to the end of the incision, and that one (the lenticular) is delivered with ease, because it has been freed from its noise and pain.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	If the fracture of the bone does not penetrate into the panniculus, and that which is detached or separated from the bone is the skin, then it remains rough and subtle scars, then cover why those roughnesses and eradicate those subtleties with razor-like tools, because you have prepared a number of them in diverse quantities, so that it be possible to administer those to all places the most convenient for their administration, and the most beneficial to use according to where you lose your operation that broken bone and its figure.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	A treatment should be administered in your ratio which you use to examine the bones at the beginning of the process with those saws, and carefully apply the subtle pus from it, and do not cease doing so until continuity is established between administering the pus thin and applying the subtle pus of all those.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	For any of the other small fractures and subtle fractures, a cure should be administered according to what you have lost in the correction of them.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	It is because he has not studied all those, which have been studied in that art.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And this is what has been written by those who have shown it in great fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	If the panicle is shortened when you eradicate the bones, then take up cloth according to the quantity of the wound, and submerge it in white oil, and place that on the orifice of the wound; and take another cloth folded or tripled, and submerge it in wine and white oil, and place it over the first cloth and do this gently as you can over that, so that you do not weigh down the ciphac excessively; and apply to that linen wool, and not bind it too tightly, but only by the quantity that the wound has, alone.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	It is applied to this treatment for one or two days until you are sure of the caut; and return it and administer medicines such as excessive dryness, like linen and flour of sesame seeds, and powder of dates and rhubarb, and similar to those.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	And this is because you make powders of these medicines that are crushed over the wound, just like they are dry; and universally, administer the entire medicine to which you remove or do not bite.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	And watch according to your judgment that the wound in your treatment is clean; and does not become under madness of consumption or any other; nor do you allow to add virulence to it; because when it is tied around the panniculus of the brain, it corrupts and poisons that, and occurs evils on the patient because of this malignant malice.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	And evils occur in the chest of the head, just as from there is spread out the bone and more so when the treatment is delayed, and it is darker on the surface of it; therefore consider how often accidents happen to the patient according to what we have said, knowing that it is because of pustules all over the body.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas iii, e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	If it does not happen something worse than the medicine that is applied to these, and it happens because of that medicine, then often cover yourself with honey from one part and olive oil mixed parts III, and wrap those linens around a cloth, and place it on the ciphac; and treat that by using the necessary remedies before you are healed.
Capitol .iii.	Cap III
De restauracio del nas quan es trincat.	On restoring the nose when it is broken.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	Be aware that it is not the whole nose that is broken, but two separate parts are separated, or perhaps one of those rare and wondrous things, for in this case you have two bones, where the part that separates is cartilaginous, and not broken, so that there occurs only irritation, twisting, and narrowing.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	But if one of the two parts is broken, then cover that you insert the little finger into the nose, and grasp that fracture with your little finger outside, until the nose returns to its natural shape.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And do it in this way for your ease, and be careful that you don't fall because of that operation on the patient.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	If the fracture is in the upper part of the nose, which is not supposed to be broken, then cover that area, as soon as possible.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	If the fracture is in two parts, then make it seem like that too.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	And immediately restore the person to health on the first day of the fracture, if it is possible; and if not, then place him under rest with poultice caut.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	And apply a cloth made of linen into the extremity of the nose, if the fracture is in one part; or apply two bandages, if the fracture is in two parts, and make the largest bandage fit snugly around the nasal fracture.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	And call to mind the old restorers that the bandages should be soaked in borage, and kept moist all day, but I have not seen it so; perhaps cover that the cloth is soaked in a mixture of honeyed album with powdered mallows; and apply softness to the area between the bone and cartilage so that the bone may be fixed and hardened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	Some wounds are entered into the nose, in place of a caustic substance that is wrapped in linen from lion's skin; and if it has already fractured the nose with great violence, and the patient cannot inhale.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	This cause is not to your need; and if you wish, do it, and if you wish, do caustic.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	If another wound occurs with a swelling, apply the nose with cerot or cutaneous pus in vinegar and rose oil, or with diaphenthal.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	But if there is no swelling, cover it with flour of millet, powder of cooked eggs and albumen of fowl; and place your hand over it so that the stopple of the lion does not lie on it, and do not touch the nose with any cause.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	But if the bones of the nose are broken with small fracture or conjoined, then cover those and cut them, and extract them with the instruments that correspond to them; and place oil on the wound, and cure it with what brings flesh and consolidates, and apply plaster accordingly.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	If a plague occurs in the nose, it is customary to cover that and cure them with calx, and administer lead tubes until they are completely cured.
Capitol .iiii.	It seems like you're trying to express some kind of agreement or excitement! "Capitol" is a bit out of place here, but if I had to guess, it might be something like "Well done!" or "Good job!" Am I close?
De restauracio de la mandibula quan es trincada.	On the restoration of the jaw when it is fractured.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the fracture is not infected, look carefully if the breakage is outward only, alone, and the bone has bent in two directions, then its cognition is light.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And therefore, if the fracture is on the right side, you insert your left index finger into the patient's mouth; and similarly, if the fracture is on the left jaw, then insert your right index finger; and apply force to the fracture in the direction outward with facility towards the outside, with your other hand on the outer part of the bone; and accordingly equalize it.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is already separated into two, then cover that both parts are extended according to right alignment until it is possible to equalize them.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	If a person suffers from a motion of the teeth at disruption, then hold those which you expect will break in line with the tooth of gold or silver or lead; and place your hand over the broken jaw, then place your hand over that duplicated cloth, and place your hand on the large starbed dressing well-made, or a single piece sewn to the length of the jaw; and bind that accordingly as what is fitted on you according to the ligation of him, before it is destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	Command the patient to rest and peace, and pause the food of him sour lemons.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	If you expect that already the figure has been altered in some manner, then you tie him and untie that on the third day; and correct this that already is altered of him and embroider it with powder of flour, albumen of hen, or wheat flour, so that you will keep intact the skin of him, and place a linen cloth upon it.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And when you are annexed and adjusted that plaster on him, and the disposition of the bone is not altered, then ease him, do not untie it until he is healed and strengthen the fracture; for three months it has been found that this fracture is straight.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	If another inflammation occurs in the apothecary's hand, then he has to administer this which we have mentioned previously in his office until it is healed and that inflammation is removed.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	If the fracture is a wound, then he considers whether it is a bone separation or a staggers, then he will carefully apply those staggers with these ones that conform to each other for the removal of those from the injuries.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	If the wound opening is straight, then he will enlarge it with flabellotomy according to the quantity of his necessity.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	And when you have put those staggers, and since those do not require removal again, then he will widen the wound if it is enlarged; or else, place one of the plates that are suitable for it on top and cover it, until it is healed.
Capitol .v.	It seems you've reached the end of the text! It was a pleasure helping with the translation. If you'd like to translate the rest of the medieval medical treatise, feel free to share more text.
De restauracio de la furcula quan es trinquada.	On the restoration of the fibula when it is broken.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	A joint has been broken at the junction of the head of the bone before the tendon and that fracture is made in one of three ways.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	Where it is broken, separated, or separated into two parts that do not allow for stable healing; and it is lighter to restore than if it were so unstable, and more difficult to restore than if the fracture were accompanied by a plague.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And in that case, when the fracture is accompanied by a plague, it is that you make two ministers present, so that one has an assistant and sees the broken tendon, and the other extends his arm over that part.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And it is proper to align the fracture with the two ends together, so that it may be done in the shape according to the way it should be, and not in the prominence of the bone or concavity.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if it is necessary to extend the limb, then cover that part with a cloth or wool, and make its size according to the quantity of your need; then stretch and elevate the tendon and pull the cloth over with your hand until you equalize the fracture according to the way.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	If you cannot lift the limb of the lock to the parts outside, because it has become attached to the bone, then cover that the illness is lain over his neck, and pause on the muscle of him a cushion in half size.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the minister presses the muscle to the left parts inside where the bone of the lock is elevated as in the place of that one, and then you correct the fracture and cover it with those tight strings.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	But if you feel swollen of the lock and are suspicious, then cover that you cut over it and extract those swellings with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is retained in the bone, then you make an incision of him with one of the scissars which you have already equipped for that purpose, so that you have put down the lock on the stimulant which serves the ciphac; and this stimulant is of wood or iron from which it has this form:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And it is similar to a chisel from which this is the cavity; and its width according to what you have needed of it, according to the size of the bone or the thinness of it.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	The text says: "Measure the length of him so that it be according to your possibility in the operation.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	If the disruption of the plague which you have cut when you extracted the bone is wide, and you are sure it has an apostaum caut (probably a blood clot), then you will close both lips of the plague with sutures.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	If the disruption is little, or you fear an apostaum caut (probably a blood clot), then you will apply the plague with cloth and powder according to the quantity of the cut of the plague.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	If an apostaum caut (probably a blood clot) occurs, then you will put cloth in vinegar and rose oil, and place it over that.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	But the stiffness of the bone when it is cut with the plague and sectioned, is that you apply plaster made from wheat flour and albumen of egg, and place it over that, stopping the pain; and you place a cushion under it, if necessary, to prevent the swelling. And then you take humemate, as the Sarrazis have long said, which should be so long that its length is about one palm or more near that; and you apply powdered plasters on both the stop and the plaster; and you take a thin table stake whose length is three fingers long; and you wrap that in cloth, and then you wrap that cloth with the stick in the place over the fracture; and you place humemate again as it is revolved, and revolve that over the shoulder of him and let its swelling be on his malady, and reduce that completely, and when the stiffness of the fracture is stiffer, then that is not covered by you.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And finally, when the star on the broken bone has been covered; and so that you may see the malady every day, whenever the bandage is softened or the star has already been renewed, then you correct this and strengthen the ligature.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	And place the patient's sleeper on their back, and cover their titillations with a small cushion, so that he may lie down in bed at night, a little elevated by an assistant holding him up from the latex of his back, thus elevating the fracture of the sternum to elevation of the muscle; or rather, his arm is bound to his back.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	Do not loosen the bandage unless an accident occurs at the wound or an abscess forms within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And repair the plaster if you see the face of him like that, and adjust in the structure and restore it until he is restored and the fracture of the sternum is coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And it is strengthened and comforted according to the months in twenty-eight days, and sometimes in some healthy men it is done in less time than that.
Capitol .vi.	The treatment of joints.
De restauracio de fractura de la spalla.	Restoration of a shoulder fracture.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	A broken splint is cracked at the back of it, not the part itself, but its edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And therefore when the location is broken - and it is cracked in the middle of it - it is not known except by touch, as soon as you judge according to the shape of the fracture, prepare and reduce it according to its natural figure in every possible manner to which it is feasible.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	And place powder of flour mixed with milk and alum, on top of that. Also, place powdered cloth doubled, and cover it with a soft linen sheet according to the quantity of the spoon all or more a little.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	But if the linen is concave in some part of the spoon's location, then you cover that concavity with alum, and place the linen so as to be equal.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	And place a strong dressing under the wound along the length of the skin with a moderate constrictive band and a firmness of the linen so that it is not burned by its own place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	Consider that the pain is in each part of the body every day, and whenever it becomes softer, examine it again and strengthen and set the joint in its place if it has come out from its location.
E jagua le malaute sobre le sieu latz sa.	Put the disease on the patient's side.
E la spatula es restaurada en xx dias o en .xxv.	And the treatment is restored in XX days or .XXV (25) days.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	Therefore when this number is completed, examine the joint and know that you have secured that it is not in the bones of which the beginning was not feared or its dissolution.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you proceed from the bone, put aside the chain, then split on it, and fasten it, and do so according to what they have said in the fracture of the fractured sacrum and apophysis, if it happens here.
Capitol .vii.	Chapter VII.
De restauracio de la fractura del pietz.	Of the restoration of the fractured toe.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The toe sometimes breaks at its middle part and there is an articular joint, but the ends of it are more brittle and shattered.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	The translated text reads:
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	Joint pain is caused by cold humors that infiltrate each part of the body, and when it occurs in the feet, it is customarily called gout by doctors.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	E prop pause over the plaster and cloth, and then place on that table of silk or caligo, and to their likeness in levitation, so that you envelop that in linen; and carefully tie it up with a broken bone so as not to injure; and go along the ligature according to retorticity towards the back some times, and strengthen that rope stringently; and consider the rope at all hours, and when softened, tighten that one.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	If it is necessary to provoke the removal of that (the dressing), then corrosion or prussic acid, or pain, or an ulcer that occurs in the place, at that time you cut and separate that one and remove the plaster and correct what happens because of this by the method of curing of him; and return the plaster, if often to it the face; and adjust its stringency until it heals.
Capitol .viii.	It seems like a heading or a chapter title rather than a translation of the text. Would you like me to proceed with the next part?
De restauracio de las costas quan son trincadas.	Of restoring the backs when they are punctured.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Be aware that a fracture of the backs is not in those places, but in larger locations where two are joined; and from the extremities of them, before they are cut, it does not happen to those constrictions except through this, because of cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	He has discovered that it is not hidden from the feeling of the disease, because of the inquiry about it.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration should be so that it equals the fracture in the sense possible, according to which person, and wrap tightly around the broken bone, if requested.
