Ayssi comensan las paraulas de Albucasim .	The doctor begins to speak about Al-Bukhatir.
E ja les Antixs so engeniatz en aquela am motz engientz.	The text means: And already the Ancients knew about that kind of strength.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	The text means: And of them it is said that the one who stops the food and drink of the sick because of inflammation and fever, so that the belly may be inflated and extended, and the fracture may be driven to the outside parts.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	The text means: But we would rather have this for that it may not be a light cause to generate phlegm cautery, if not, and if already it happens, then help is already given to it.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	They said that Alcus of his opinion to stop the wind and keep it strong, but this is similar reasoning, yet however the wind drives excess into the place due to weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	They said: cover the place with wool that is already submerged in oil caut, and let them put powder between the ribs until it's filled, so that the skin may be stretched when you wrap it around according to reticulation; and make the wound cured with pleurisy of flesh and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	If it causes violent constriction of the wound which does not tolerate it, and the bone punctures the cloth with a sharp point, they fear over the wound, then cover that place, carefully uncovering the broken ribs, and placing an instrument on top of it, which preserves the ciphac, the memory of which is preceded, and inscribe the bones with ease, and extract it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And that they would adjust the two lips of the wound, if it is large, with coagulation, and heal it with plaster until it is cured.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	If an apothema occurs, then you coat it with powder and oil rubbed on it, and rest over the place, and treat the ulcer at that time which heals by the apothema.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And let it lie on the back over which he sleeps until it is healed.
Capitol .ix.	Chapter X.
De restauracio de fractura del spondil del dos e del col.	Of the restoration of a fracture in the vertebrae of the back and neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some times the fracture is found in the bones of the neck and in some cases to their articulation, and similarly in the vertebrae of the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And with that, if you want to know whether it will heal or not, then consider, for when the skin is so softened and inflamed and dead, and cannot be cured or extended or strengthened, and when you press on those parts or pierce them with an awl, and there is no pain in those places, then you will know that it is not healing, and in those cases of disposition it is mortal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	But if you pierce those places and feel a constriction or pressure in them, then you will know that the neck of the bone is saved and that the ulcer heals with cure.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	If you see a spondylitis of the neck, which seems to be so and wants to know if it will heal or not, then consider his feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	Therefore if it is just swollen, accidents will occur at those places also which happen in the joints, and when you stand on his feet, you will feel heaviness and difficulty urinating according to his wish, and sometimes he is pushed backwards onto his feet and cannot urinate, then one knows that it is mortal, and therefore do not work on his cure.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if there are no accidents of those kinds, the cause is better and less serious.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	The cure of him is that you perform the sedation of the apothecary's cauterization, applied over the spondylarized oil, or with mullets of honey and ashes; pause over that area, sometimes just before it gets saturated with sedatives, the apothecary's cauterization.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And then pause one of the comfortable plasters and apply it over that area, firmly pressing on the bandage; command the patient to use rest and quiet, and not sleep on the part where the pain occurs until he heals.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	If it happens that the joint pain is caused by the satiagios bone or any other cause already separated from it, then cover that over the cord and take out that bone; and adjust both lips of the wound, sew with sutures if necessary; and cure her with alchemical encarnatiu until she is healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	If the bone is fractured at the end of the heel and that's the end of the cut, then cover your right foot into his behind with your right hand and take the broken bone in the other hand according to what is possible by equitation second; and pause on it over plaster and astragals, if necessary, and strengthen it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	If you find fractured satiagios bones in it, then take out that one and cure the wound with the treatment which is preceded until it is healed.
Capitol .x.	It seems like an abbreviation or a placeholder. There's no clear translation for "Capitol.x." Can you please provide more context or information about what this notation means in the medical text?
De restauracio de la ancha.	Of restoration of the width.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	When the bones of the joints are cracked, and if they crack, then the fracture of them is not other than commotion in the extremities of those and they are incised along the length and decline to the parts of that joint; and it happens to the patient pain at the place and puncture, and the chamber is stunned when there is a fracture.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	The treatment of the patient is that you stretch your hand over the place where there is the fracture, which is the shape of the figure.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	If the fracture is only in the extremity of the body alone, then you cover that accordingly as what it is wrapped up for, so that it is assembled to its natural figure.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	But if the fracture is in the long or that declines to the parts it leaves, then you fasten the swelling over the belly of the patient so that it is prepared for your treatment of that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And therefore when you have wrapped it up, pause on that plaster, and place a pause over that wooden or chain-like rod, and strengthen by strengthening over the which there is no fear of fracture point nor removal of the star.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	And wrap the cavity with that which fills it in so that that (the fracture) takes hold of the strengthening according to equality, and command the swelling to sleep on its two or above its side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	But if an apoplexy occurs, then you stop the extension of it and its treatment until the apoplexy is sedated, and place over it that which sedates according to what precedes; and return to the treatment of it, and strengthen that again like a wall.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	If it happens that they occur in the saggital bones or are crushed, then you treat them.
Capitol .xi.	Chapter 61.
De restauracio de la fractura del adjutori.	On the restoration of the fracture of the auxiliary bone.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	The auxiliary is that part between the jugular vein and the top of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is fractured, then the restoration of it is in one of two manners, of which is the one where you take half an inch of rough flesh according to this shape:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And they are tied in two extremities with ligatures, and it is suspended from the elevated place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And it follows the malady into an abscess; and take out his broken arm, placing the fist within where it comes to the titlec of him in the middle place from which is attached the curvature of the fist.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And suspend it over that grave cause, or if the minister extends it to the left parts; and take the surgeon who will apply his hands to the fracture in such a way that the fracture returns according to what is thought.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	The treatment begins by placing the patient on their back, with the head supported by the neck and the arm of the servant over the fracture, while the other servant holds the legs down.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	If you want to extend it further, then tie the patient tightly on the fracture with a ligature and over another one with a second ligature, and let each of the two ministers stretch to their own parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	So then if the fracture is close to the extremity of the muscle, place half a ligature over the citiculli and let the other side hold the fracture against the cord.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	Similarly, if the fracture is close to the cord, place a ligature over that location and on the cord itself.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Secure that ligature and its work, and as long as it is tied tightly according to what you consider and is applied correctly, do not loosen it in case of apoplexy.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	But if apoplexy occurs, then loosen the tie within seven days, and place over it wool saturated with vinegar and rose oil until the apoplexy subsides, and then tie again.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	The translation of the first line is:
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	The text means: And place the cloth and strength on the assistant's arm so that his arm is in a stable position, if you do not prevent any cause of the broken bone.
E lahoras usa de stelhas.	And usually uses needles.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And that pauses over the fracture of that needle which is most loaded and strong than the others; and pauses between each needle the latitude of the finger, and is the length of the needles according to the breakage at addition of three words from all parts.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	And then places strength over the needles according to the structure which I have said at the beginning of this chapter.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And that your structure over the location of the fracture is straighter.
E quant pus es alonguada la fractura sia la strictura menor.	The more severe the fracture, the smaller the lesser structure.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	And therefore at times, the situation of the needles and the structure as they were said in the hour when you restored the member to its original position, the doctor will do.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	And if you fear apoplexy, the doctor will loosen the structure and the needles into the day like it has been said.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	Consider the limb in all parts for three days so that it does not occur in the same place or inflammation; or is food prohibited from reaching the member by a disposition of superfluity of stricture; and therefore correct everything according to what we have said.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	But if you are on caution that no such thing occurs, then do not remove the ligature but keep it for three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	His sleep is over his two limbs, and his hands are on the stomach.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	Pause on the assistant's cauterized full of wool dressing, and consider in all the hour of night or day that the broken member is not damaged nor dissolved, nor is the inflammation softened, therefore correct it all at your discretion.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	Pause the patient's food according to what we have previously mentioned, in order that the food be subtle at the beginning until it is consumed stronger; and thus cover that you make the food thicker of him.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	As is customary with the assistant and his cushion, they are strengthened in xLI days; and thus cover that they be removed and administered baths, and be medicated with ointments which correct what needs to be done.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	If the fracture is completely broken, then you should not dislocate that joint and put the bones into place within two days or within two months.
Capitol .xii.	Chapter XII.
De restauracio de fractura del bras.	On the restoration of a fractured arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The arm is composed of two bones, which are called "pins," one small and the one that supports it from below. The former is called the radius, and the latter is called the ulna, placed above the small radius.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	If both bones are fractured, but one is lightly broken and the other is severely broken.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	And when the small bone is broken below, then the restoration of it is easy, and the healing of it is even easier.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the bone above the fracture is broken, then it is bad, and the healing of it is difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	And worse still, when both bones are fractured at once.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Then if the bone that is broken is the small one below, it is convenient for the doctor to restore it, and to put a short pause between the two extensions until it is healed.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	The text means: But if the fever is great, then you should cover it because of its extension and violence.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	If the two fevers are joined together, then you should cover the separation more strongly.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	Cover the figure of the hand by restoring it to its place, and extend the separation over a cushion, so that the joints of the hand are towards the parts affected, more than all other things, and the ear is lower than the others, and the illness should be centered on a covered bed.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	And put a cushion under it in the height or on the side of him, so that the illness will not occur again.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	And place the minister to extend the arm of the part more towards you or on its limb, and another minister extends it similarly.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	And the doctor should bite into the bone where it is reduced, according to the best figure possible.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	If the fracture of the bone is very stubborn, then you should press all the pieces together in its place with your hand.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	If it appears that the disease is fully separated from the cord and does not benefit from your hope for restoration, then you should lament over it and fix it in the manner we have discussed.
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	But if the fracture is a plague, you already know how to handle that case, and therefore take care of it.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	If an apstema occurs at the beginning of your restoration, then you will line it with a cloth made from olive oil and white wax, and make it moderate between specificity and subtlety, and put a strong cloth over that with subtle structure until the apstema is relaxed; and then remove the wax and pause a prepared plaster made of powdered millet with clarified honey, and place a star there which is more pressed on the wound and stronger.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	And you know that the number of stars on your arm is visible in more significant dispositions, namely when there is a fracture in one joint or in two joined joints.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	And put the structure over the location of the fracture stronger and more vehemently, and when further the tightening reaches the parts beyond the previous fracture or to the lower parts of it, put the structure a little moist according to what is preceded by the remembrance of him in the beginning of the case.
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	The translation is:
E considera le membre e·l liament aprop alcus dias.	Consider the limb and the complaint after three days.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	And if an accident occurs and a correction is necessary, then just as it happens to the limb, you should bring the limb into the warm water until that pain subsides.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	Let the limb not return to its original state until you relax and re-tighten the structure.
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	And if the structure is already soft and the bone has been softened to its original form and appearance, then correct everything as you see fit.
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	And consider further whether the nourishment should not reach the limb due to excessive structure, because then you can soften it a little and let it recover for three days before giving it nourishment again, and re-strengthen it.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	But if the patient does not experience any of those causes, then you should not loosen him within 20 days or nearby.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	And therefore let the patient be suspended by his hand to prevent excessive agitation of the limbs, and make him sleep on his two feet.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	It is understood that this fracture is restored in XXX days or in XXXII days, or light is restored in XXVIII days, and all of this is according to the disposition of the complexities and the dispositions of virtue.
Capitol .xiii.	Chapter XIII.
De restauracio de fractura de la pinche de la ma e dels ditz.	On the restoration of a fracture of the little finger and the thumb.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	You will know that the little finger and the nails of the thumb are prone to fracture, and it does not happen to them unless they have suffered some previous injury.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	And when the finger suffers a fracture or an injury, it is customary to cover the wound with gauze and to place the hand over that area extended.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	And the minister should extend the broken bones, and the doctor should enclose them within when they are being conjoined in good conjunction.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	And afterwards cover with plaster and bandage, if there is no ecchymosis apply cauterization; and place the stake under as required according to the quantity of the spot, and you have already covered it in linen.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	When the rupture is in the lower parts of the abdomen, and it looks like a thread of cloth, then command the patient to press her palm against that part, tightly with her fingers.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	If it is the star of cloth on which it floats, then so that the flesh may be applied to the palm, press it tightly according to its power.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	But if the fracture is outside, then press the star that pauses in it and another star from each part left on the palm, so that the hand may be open and straight; and then pause the constraint, as if you are turning the hand to the joint by the ligaments.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	But if it happens that the fracture occurs at one of the nails of the finger, then press the nail down, if it is swollen, press it tightly on the palm and if it swells, pause the small star straight above to elevate the fracture and not make it worse.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	But if the fracture is in other fingers, as in the middle finger, or in the index, or in the ear, or in the little finger, then press it down and tie it to the nail where that one is; or tie all of them together according to continuity, and it is better; or pause over that small star, as we have said before.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	Consider carefully your restoration and place that accordingly, the arrangement of cauterized stump opposed to the operation - as it is understood when such accidents occur due to those causes, according to how often the narrative of him.
Capitol .xiv.	The chapter of the fourteenth.
De restauracio de fractura del os de la coyssa.	On the restoration of a fracture of the bone of the thigh.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The bones of the thigh are usually fractured and it is declared according to its nature, as it has been converted into a swelling before and a pus has risen.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	And the restoration of him is done in such a way that the limb is strengthened over the fracture and another limb leaves the fracture, and the patient is laid on his belly and on his face.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	And place the minister extend all the limb to its part according to its quality, when the fracture is in the middle of the bone.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	But if it is applied to the root of the thigh, then take the limb and place it against the part of the knee joint, so that the extension space falls in its place, and leave the other limb apart from the fracture.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	When a sprain is caused by the breaking of vessels in the body, and pain occurs in the feet, it is customarily called gout by doctors.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	And the doctor will put both hands in between the two fingers to feel where the bone is inserted, and then reduce it according to its natural shape; if this occurs on a limb that becomes swollen.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	But if it occurs on a limb that becomes swollen, then you will have to let it rest for several days until the swelling subsides, and then return to treatment.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	The bandage is applied thus: you wrap the fracture with a hard cloth, and fold it over two or three times, and remove any superfluous wrapping; and then wrap the cushion around where it comes to the ankle and the toe joint.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	And insert long threads between the joint and the cushion next to the patient's parts, and pull apart the extremities of the thread from the more superior part of the two limbs, and then roll over the cushion and joint so that any excess wrapping is removed.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	Place your hand over the wound in the location of that broken bone, and place one star on the bone of the joint.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	Put the voids between the joint and the wound with moist cloths, to coagulate the discharge.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	Appoint a strong bandage of the middle on the location of the fracture with three or four wraps, and when you extend your limb further towards the place of the fracture, your bandage will be less tight, lighter, and more moist.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	Extend both of the feet towards the parts left inside where it will penetrate into the cavity of the foot, and bind tightly both of the feet of the other part so that the bandage is not loosened from its place.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	Loosen the bandage on that one, so that it does not cause corrosion of the limb or swelling, apothema, or inflammation like those; and if any such cause occurs, then cut yourself free from him, and correct this as much as possible, according to what has been previously said.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	When pain is caused by the pressure of bone on another bone that you put in, then cover what you have placed according to what is possible for you; if not, fall upon it and repair that one, and cure the one from which this recall occurs before it is healed.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	And some times this fracture of the thigh is strengthened by another thing being tightened to that star, as they have said in the assistant and in the arm.
