Ayssi comensan las paraulas de Albucasim .	 This appears to be a statement that begins with "Thus begin the words of Al-Bukhari.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	 And if the fracture is in the uppermost part of the nose and the nostril does not reach it, then it should be made equal with the tip of the ray on which it has been fractured.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	 And if the fracture is in two parts, then you will make them similar to each other.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	 And you will take care of his restoration on the first day after the fracture, if possible; and if not, then on the seventh or tenth day, let him rest from the cautery of the abscess.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	 And then insert a wick of linen into the tip of the nose if the fracture is in one part, or place two small sticks, if the fracture is in two parts, and let them be of sufficient size to fill the hole in the nose.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	 And thus say some of the ancient restorers that the sticks should be wrapped in cloth and changed every day, but I have not seen this; it is better for the wick to be soaked in egg white mixed with powdered chalk; and then let the stick remain until the bone has healed and the cartilage has hardened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	 This sentence is discussing the treatment of a nose injury or breakage. Here's a line-by-line translation:
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	 And for this reason it is not necessary for you; and if you wish, do this, and if you wish, do that.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	 And if another abscess occurs, apply a plaster on the nose with wax or cotton soaked in vinegar and oil, or with diachylon.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	 But if the abscess does not occur, then you should apply a plaster to that area from outside with sesame flour and powdered iris mixed with egg white; and then place over it a leek stopper, and do not touch the nose for any reason.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	 But if the bones of the nose are broken or crushed, then you should cut into them and remove the fragments with appropriate instruments; then close the wound, and heal it with a solution that promotes healing and strengthening, and with suitable plasters.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	 And if there is a wound inside the nose, then you should treat it with that (medicine) and administer lead tubes until it is completely healed.
Capitol .iiii.	 Chapter IV
De restauracio de la mandibula quan es trincada.	 On the restoration of the jaw when it is broken.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	 When the jaw has been broken and the fracture is not due to a wound, first consider if the fracture is only on the outside and not broken in two, and it is bent inward at the edges, then its recognition is easy. ›
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	 And therefore, if the fracture is in the right part, you should insert your left index finger into the patient's mouth; similarly, if the fracture is in the left jaw, then insert the said index finger of the right hand; and with that, push out the swelling of the fracture inside with ease to the outside parts, with your other hand from the outside of the bone; and with that, gently align it.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	 And if the jaw fracture is already separated into two parts, then it is necessary to administer a stretching of both parts according to the straight alignment until the alignment is possible.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	 And if there is a dislocation of teeth due to the fracture, then strengthen those that you expect will remain with gold or silver wire or silk thread; and then place over the broken jaw some wax, and then place a doubled cloth, and place over it a large star-shaped pad properly made, or a sole leather strip equal in length to the jaw; and then tie it on top according to how you are equipped for binding and as needed for application, until it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	 And order the patient to rest and be calm, and give them food in the form of thin porridges.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	 And if you think that the shape has already been altered in some way, then you cut and open it on the third day; and then rectify what has already been altered from it and plaster it with powder of mill, with egg white, or with sesame flour, since you will have removed the wart from it, and place wool over the plaster.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	 And when that plaster is attached and firmly placed on it, and the bone's position has not been altered, leave it in place without removing it until it is healed and strengthens the break; for many times this break is healed within three weeks.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	 And if in another case an abscess forms, then administer what we have said many times in its treatment until it is healed and the abscess has been removed.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	 And if the break is with a wound, then consider whether it is a separated piece of bone or splinters; in that case, you should be careful to remove those splinters with whatever is suitable for removing those kinds of foreign objects.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	 And if the opening of the wound is narrow, then you should widen it with a scalpel according to your needs.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	 Sure, let's break down the sentence and translate it line by line:
Capitol .v.	 Capítulo V
De restauracio de la furcula quan es trinquada.	 Sobre la restauración de la clavícula cuando está rota.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	 A menudo se rompe la clavícula desde el músculo delantero y esta fractura puede ocurrir de tres maneras diferentes.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	 Porque puede estar rota, separada o separada en dos partes sin que haya astillas; y su restauración es fácil. O puede ser que haya astillas, lo cual dificulta su restauración. O puede ser que la fractura esté con una placa.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	 Y la operación en este caso, cuando la fractura está con una placa, es que haya presente dos asistentes, para que uno sea el ayudante y siga la clavícula rota, y el otro extienda el cuello hacia esa parte.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	 Luego, aproxima la fractura con tus dedos hasta que se forme correctamente y no haya prominencias ni depresiones.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	 Y si necesitas más extensión, entonces coloca debajo del hueso del paciente una almohada de tela o lana, y su tamaño debe ser acorde a la cantidad de extensión requerida; extiende y eleva la clavícula y corta la almohada con tu mano hasta que aproximes la fractura como es debido.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	 Based on the given text and its translation, let's break down this sentence:
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	 And the assistant presses the patient's muscles in the separated parts until the bone of the collarbone is raised, which is on top. Then you correct the fracture and bandage it with your words.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	 But if you feel splinters of the collarbone and they are painful, then you should cut over that area and remove those splinters with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	 And if it is stuck in the bone, then you should ingeniously cut it out with one of the knives that you have prepared for this purpose, because you had placed under the collarbone the tool that serves to probe; and this tool is made of wood or iron, the form of which is as follows:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	 And it is similar to a hook with which the following is its concavity; and let its length be according to what you need from it, according to the size of the bone or its smallness.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	 But let the length of it be according to what is possible for you during the operation; that it has two ends like this, and one end is wide and the other is narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	 And if the wound that you have cut when you extracted the splinter from the bone is wide, and you are sure of an impending abscess, then you should join the two lips of the wound with stitches.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	 And if the injury is slight or you fear a post-infection (apostema), then fill the wound with cloths and powders according to the size of the cut.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	 And if you fear an abscess (apostema), then pour vinegar and oil into a cloth, and place it on the affected area.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	 But when the bone is broken without a wound or cut, you should place a poultice made of flour and egg white on it, and place a stopper (or cork) on top. Then, if you need to, place a splint under the armpit or thigh. Choose one that is long enough, about a palm's width or thereabouts; then place double-layered cloth over the stopper and poultice. Next, take a thin board, whose width is three fingers and lengthwise similar; wrap that in cloth, and wrap that cloth with the board around the fracture site. Then place bandages similarly as it is wound, and wind it around the neck, under the armpit of the patient, and under the thigh, covering all parts. And whenever the bone fracture tightens with stricture, it is not hidden from you.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	 And everything should not be covered with a blanket over the broken bones; therefore, you must see the patient every day to ensure that when the bandage is softened or the blanket is raised, then you correct this and strengthen the bandage.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	 And then place the patient's pillow under his neck, and underneath his head you should put a small cushion at night; so that with this, the helper is raised on his side, and thus the fracture of the collarbone is elevated by the muscle lift; or it could be that his arm is tied to his side.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	 Do not untie the bandage unless you find in the place more swelling or pus within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	 Then renew the plaster if you see his face change like this, and adjust it in the stricture and restore that, and leave it until the collarbone fracture is healed and clotted.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	 And it is strengthened and made comfortable according to the month in twenty-eight days, and sometimes in some men it is done in a few months of that time.
Capitol .vi.	 Chapter VI
De restauracio de fractura de la spalla.	 Of the restoration of the shoulder fracture.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	 The shoulder blade is often broken in the back part of it and not broken from it but only the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	 And therefore, when the place of him is broken — and it is broken in the middle part of him — and it is not known except by touch, then according to the shape of the fracture, forcefully take its preparation and reduce it according to the natural form in every way possible with your mind.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	 And then place on the area powder made from ground alum and egg white, sealed with wax; and then place on it folded cloth; and then place on him a thin sheet of wood according to the size of the entire spatula or slightly more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	 But if the wooden sheet has any concavity in some parts of the spatula, then fill that concavity with wax and then adjust the sheet until it is level.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	 And then strengthen it on top with a long piece of cloth with proper constriction and the firmness of the sheet, so that it will not move from its place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	 And check the bandage every day; and whenever it is soaked, change it and reinforce it and level the sheet if it has moved from its place.
E jagua le malaute sobre le sieu latz sa.	 And make sure to keep the patient on their side.
E la spatula es restaurada en xx dias o en .xxv.	 And the spatula is restored in 20 days or in 25.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	 And when this period is completed, then you should remove the bandage and be assured that the bone has healed, for neither its beginning nor its healing is feared.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	 And if it is a bone protruding from the wound, remove it as you would with an aposteme, and treat it as we have said in the case of a broken furcula or clavicle.
Capitol .vii.	 The text you provided is written in Occitan, which was spoken in Southern France during the Middle Ages. Here's a line-by-line translation of "Capitol .vii.":
De restauracio de la fractura del pietz.	 Of the restoration of the broken foot.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	 The foot is sometimes broken in the middle part of it, and that delays healing; but its ends move faster because they are cut and divided.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	 And of its accidents when it is broken in the middle part, it inclines towards the divided parts and causes great pain, difficulty breathing, coughing, a strong fever, and vomiting blood; and there is an evident cavity in the broken bone, which is not hidden from feeling.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	 And its restoration is that the patient be placed on his back and a cushion be placed between his shoulders; and then press down on his muscles and adjust his ribs with two hands, and be subtle in the operation of him and in the setting according to every manner possible and convenient for this purpose until the bone returns to its proper shape.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	 Then place over him a plaster and cloth and then place over it a thin wooden splint of willow or hazel or similar light wood wrapped in linen; and then be careful to tie that over the broken bone so that it is not too tight; and go with binding according to roundness on the back sometimes, and strengthen that with decent firmness; and then consider the binding always, and when it becomes soft strengthen it.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	 And if the necessity arises to remove that pus or inflammation, or pain, or abscess that occurs in that place, then you cut and clean that area and remove the emplaster and correct what happens there with the manner of curing it; then return the emplaster if it fits on the surface; and adjust a stricture until it is healed.
Capitol .viii.	 Chapter VIII.
De restauracio de las costas quan son trincadas.	 On the restoration of ribs when they are dislocated.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	 Know that a fracture of the ribs does not happen except in thick places such as the back; and in their extremities from the front, contusion does not occur there except because they are cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	 And knowledge of it is not hidden to feeling except by inquiring about it with the fingers.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	 And the restoration should be such that one encloses the fracture with the fingers according to the possible manner, until it is swallowed as needed, and then apply and strengthen the broken bone with iron, if necessary.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	 And if the fracture of the ribs inclines towards the inner parts, then there is for the patient a very severe pain and puncturing, just as the puncturing that happens to someone with pleurisy, and because of this the bone pierces the diaphragm; and it causes difficulty in breathing, coughing, and vomiting much blood; and this is difficult to cure. 😊
E ja les Antixs so engeniatz en aquela am motz engientz.	 And already the Ancients have invented this with ingenious words.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	 And of this they say: it is necessary to place the patient's food on top to induce flatulence and bloating so that the belly becomes swollen and extended, and the fracture is pushed outwards to its parts.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	 But we prefer this method to avoid causing an abscess, unless it has already occurred; and if it has already occurred, then it helps with that.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	 And some of them say that it should be placed on top of the bladder and then sucked with force; and this seems reasonable, but nevertheless it is feared that the bladder will draw the excess fluids to the site due to its weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	 And some of them say: the site should be covered with wool that has been soaked in hot oil, and cushions should be placed between the ribs until it is filled, so that the dressing is equal on all sides like an envelope; and then the patient should be treated with a diet and medicine for pleurisy.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	 And if the patient suffers from intense pain that they cannot bear, and the bones pierce the membrane with a tooth-like point, we fear for the patient; then it is necessary to cut open the site, expose the broken rib, and then place over it an instrument that preserves the pus, which was mentioned earlier; and we should easily cut the bone and extract it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	 And now that we have adjusted both lips of the wound, if it is large, with stitching, and we treat it with dressings until it is healed.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	 And if an abscess occurs inside, then cut and insert woolen plugs soaked in oil into the area, and let the patient be cured with whatever is appropriate for the internal abscess.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	 And he should be placed on his back on the bed where he sleeps until he is healed.
Capitol .ix.	 Chapter IX.
De restauracio de fractura del spondil del dos e del col.	 On the restoration of a broken vertebra in the back and neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	 Sometimes there is a fracture of the bones in the neck, and then it has swelling, as well as the vertebrae in the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	 And if this happens to someone and you want to know if he will be cured or not, then consider this: if you see his hands already softened and numb and dead and he cannot move those nor extend nor strengthen those, and when you squeeze those with your fingers or prick those with a needle and he does not feel pain in them, then you know that he will not be cured, and in the same way it is fatal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	 And if he moves those and feels constriction with the fingers and the pricking, then you know that the bone of the neck is safe and that the patient will be cured with treatment.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	 And if you see something similar to this on the spine of the neck and you want to know whether it will heal or not, then consider his feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	 And if you see that they are already softened, do to them what was done to the hands, and then when lying on their back, there is flatulence and evacuation without their consent, and sometimes they are turned onto their back and want to urinate but cannot, then know that it is fatal, and therefore do not labor in their cure.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	 But if none of these things happen, the cause is better and lighter.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	 And his cure is that you perforate the aposteme with a heated needle and place over it on the inflamed spine oil alone, or with mallow juice added; place this on him several times during the day until the aposteme is drained.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	 And then place a soothing and strengthening poultice on it, and bind it strongly with a bandage; and order the patient to rest and be calm, and not to sleep on the painful side until healed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	 And if there is an exudate from the bone or any other cause that has already separated from it, then it is necessary to cauterize on the tendon and remove that bone; and then close the two lips of the wound with stitches if it is large; and then cure it with some healing ointment until healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	 If the tip of the bone is broken and it's at the end of the spine, then you should insert your left index finger into the anus, and with the other hand, straighten the broken bone as much as possible according to its natural alignment; then place a plaster and bandage on him if you have them, and strengthen that.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	 If you feel broken ribs in him, then make an incision over it, remove it, and heal the wound with the prescribed treatment until it is healed.
Capitol .x.	 Chapter X
De restauracio de la ancha.	 Of the restoration of the jaw.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	 The jaw bones are often broken, and if they break, the fracture is not severe but occurs at the ends of the bone and extends inward along its length; and it happens that the patient feels pain in the area and a puncturing sensation, and the leg becomes numb when it breaks.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	 And the restoration of it is that you should place your hand over it until it matches the shape of the fracture.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	 And if the fracture is only at the end of it, then straighten that part according to its natural alignment until it resembles its natural shape.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	 If the fracture is in the shin or near the knee joint, then make the patient lie on their back until you are prepared to set the fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	 When you have wrapped it, place a poultice on the patient, and then place a splint of wood or leather on top, and bind it securely so that you do not fear displacement of the fracture or movement of the splint.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	 And wrap the cavity with a bandage that fills it until it takes on the same tightness, and instruct the patient to sleep either on their back or on their side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	 But if you see a cold abscess developing, then cease from stretching and restoring until the cold abscess is settled, and place upon it a bandage that settles it as has been said before; and afterwards return to restoring it, and bind it so as is necessary.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	 And if it happens in the shin bones or they are splintered, then draw them out.
Capitol .xi.	 Chapter XI
De restauracio de la fractura del adjutori.	 Of the restoration of the dislocated hip.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	 The hip is that which is between the thigh and the head of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	 And if it is broken, then its restoration is done in one of two ways. One way is for you to take a dowel of medium thickness according to this manner:
