Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	 "And next, ignite the cloth according to its method, and repeat this if you need more of it.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	 "But in the case of a cupping glass used for pleurisy, with water, there is no crossbeam or hole, and it is not administered unless it is filled with water, and it is placed only on the limb.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	 And this is its form: The larger this container is, the better it is, because it can hold a greater quantity of water.
Capitol .xcvii.	 Chapter XCVII.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	 Sanguijuelas are not applied to all members, but only to those in which it is not possible to place ventouses, due to the smallness of these, such as the foot and gums and their similar parts; or on a member devoid of flesh, such as the teeth and nose and their similar parts.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	 And the quality of using those that you find is to use bloodsuckers that are in clean, still waters.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	 And then they should be placed day and night in still water until they are sluggish, and that there is no cause left in their belly; and then the body should be evacuated at the beginning with phlebotomy and with ventouses; and then the member of the patient should be rubbed until it reddens; and then they should be placed on him.
E cum son umplidas e caso.	 And when they are filled and fall off.
E si es possible succio del loc am ventoza, es mays derier en juvament.	 And if it is possible to suck the place with a ventouse, it is more appropriate for healing.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	 And if not, then wash the place with vinegar and then with warm water; and let it be rubbed and squeezed.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	 Here's a line-by-line translation of the given text:
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	 And if the blood is excessive, then sprinkle on it powdered vitriol or similar astringent substances until the bleeding stops; or place cooked fava beans on the area and let them sit until they stick to the spot, at which point the bleeding should stop.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	 And it is also necessary, when possible, to change those leeches.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	 And if leeches are not available, then the area should be wiped with fresh blood or a needle should be inserted into the spot until it bleeds; and then they should be placed there, for those that sense any blood will quickly adhere.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	 And when you want them to fall off, sprinkle a little powdered aloe, or salt, or ash on them, and they will quickly fall off.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	 Thus begins the chapter of the third section: Restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	 This chapter is very necessary in the art of medicine, and it deals with the restoration of broken bones and dislocated joints.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	 Oh son, be aware that fools and the common people boast about this chapter, as well as those who at any time did not respect the books of the Ancients nor read a single letter from them.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	 And for this reason it is done that this method of the wise ones in our land is kept secret; and I have not forgotten it at any time; and I have not added anything else to it, except after a long study of the books of the Ancients and reflection on their meaning, until I extracted the science from them.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	 And accordingly I directed my attention to experimentation and study throughout my life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	 And I have already described in this chapter all that my science contains and on which my experiment has passed; since I have abbreviated it for you others and delivered you from the labor of prolixity; and I have abbreviated it at the end of abbreviation; and I have shown it at the end of declaration; and I have formed in it many forms of the instruments that are used in it, as is done by addition of declaration, as I have done in two preceding chapters.
Capitol primier.	 Chapter one.
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	 Summary and collection of the causes of bone fractures, from which a necessary preface is required before we begin to recall the members fractured in various ways, each one by one.
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	 Therefore, in the preface of this chapter we will state the main points of the subject matter; and the chapters that at the beginning require the masters to be stationed on the truth of these; thus it is with you and those who are quick to learn or teach this noble art, others of you.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	 Based on the pattern of the provided translations, here's a line-by-line translation of the given sentence:
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	 And then he should be content with food that is light and consists of green herbs, birds, and crabs; avoid heavy meats and filling oneself with food that clogs the veins with blood, until you are sure it is free from abscess, and if not, watch for matter leaving the member.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	 And then return the patient to his original diet which he was accustomed to before.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	 And when the broken bone begins to heal, then it is necessary that the patient be fed with nutritious foods that are abundant and heavy in viscosity, such as foods made from cooked wheat with water, rice, meat, heads, feet, stomachs of cows, sheep, fresh fish, fatty meats and similar ones. And with this diet the fracture is healed more easily and better.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	 And know that broken bones in men who are very old and weak cannot be continued and healed according to their nature due to the dryness of their limbs.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	 And they are always continued and healed according to their nature due to the dryness of those limbs, and those that are at the end of their tenderness are also continued and healed, such as the bones of small children. 	
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	 Here's a line-by-line translation of the given text:
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	 And for this reason, it is necessary to remove the food from the patient, food that contains heaviness, stickiness, and thickness, as we have said.
Mota diversitat de fractura segon diversitat del membre.	 Fractures vary according to the different parts of the body.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	 And you should know that the types of fractures are diverse according to the diversity of the members, for a fracture of the bone of the thigh is different from a fracture of the bone of the head; and a fracture of the bone of the foot is different from a fracture of the bone of the back; and similarly, all other members are diverse among themselves.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	 I will now recall every type of fracture, presented in its own chapter, separate from the others.
Mota diversitat de fractura en si meteyssa.	 Additionally, there is diversity within each type of fracture itself.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	 And the types of bone fractures are further divided within themselves; for there is the arch-shaped fracture which occurs when stars fall upon it; and sometimes a fracture is made according to the length of the bone: and these are the fractures of the shaft, splinters, and protrusions, whether they protrude or not, as is done in the pen when preparing to write, and there is a fracture with bruising and tearing in the head, and there is a small fissure fracture.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	 This text appears to describe a medical procedure or treatment for a patient. Here's the translation line by line:
Mota senhal de fractura del os.	 Motu signum fracturae ossis.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	 And by this it is known to be a bone fracture: it is twisted and swollen, with a bump and sensitivity when touched or pressed by your hand.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	 And therefore if there is no visible swelling or sensitivity when you touch the bone with a slight shake and the patient does not feel great pain, then it is not a fracture here.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	 It is possible that it is just swelling or a small crack, so you should not move the affected area with your hand and apply pressure; place upon it medicines suitable for the moment, such as those that bind well; and then tie tightly with fine bandages.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	 And know that if the area is bent and not split in two or anything else happens to it, like a wound, when all its parts are moved from their place, then you should start at once with the straightening of it, having a poultice applied to it first.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	 And if a suppurating poultice is applied to it, then leave it for some days until the suppuration ceases; and then wrap it in any manner you can with lightness and skill.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	 And know that restoring and bloodletting him is easier than for bones in which this happens.
E aprop strenh aquel segon que vindra la rememoracio de lu.	 Then strengthen the second one, as remembering him will come later.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	 But if the bones are fractured, then it is necessary to extend this broken limb, whether it is the hand or foot; use your hands for a small limb, or two ropes for a large one, or one rope and a hand.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	 And let your position be such that you place the limb in its natural form, while the broken parts of the fractured limb are extended, and then you will make those additions return to their places with cunning and as best as possible for each part.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	 And be careful according to your strength that nothing happens to the patient due to your operation, neither pain nor injury; and do your best to align one bone with its companion in the best way possible.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	 And it is necessary that at that time you touch with your hand and if you find any different cause here, correct it and align it according to the amount of your skill.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	 And avoid excessive stretching and compression, as many foolish doctors do, who with their many observations cause pus to form due to their operation, or cause contracture in the limb, as we have seen this happen through their many observations.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	 And then you should attach a splint, making sure it is aligned properly and securely in place for the member; advise the patient on this matter and make them understand that they should not move or disturb it during their waking hours or sleep, and observe its position and movement, and control all its movements with all your skill; and watch to see if the position of the member is such that the pain is assured; for when one feels pain or injury in the disposition of the member's position, then it is necessary to change it to another position where there is no pain; and be careful that this position is straight and equal, so that the member does not become deformed when it is healed.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	 And the quality of the splint for a calmed member is what I recommend; know that broken members are varied in their smallness and largeness and in their form.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	 And for those that are small, such as the arm and finger and toe, it is necessary that the wrapping be of very fine cloth.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	 But for those that are large, such as the thigh or shin, it is necessary that there be a thick and hard wrapping, for the thick and hard wrapping holds together the large member and strengthens it from all sides with an equal splint, so that no bruise enters into it.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	 And then begin, during your evacuation of excrement, to place suitable bandages on that broken area with three or four wraps depending on the size of the limb; and strengthen your hand a little with the bandage.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	 And then come to that place on the upper part of the broken area, and strengthen less than when you make the stricture with which you have strengthened the broken area.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	 And then extend yourself with an additional wrap on the broken area, and gradually loosen the stricture until you have taken a large part from the broken area.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	 And then take another bandage and wrap it again on the broken area, and then come to the lower part of the fracture; and let your operation be in the stricture of the bandage and in the loosening thereof according as we have said in the first wrapping above.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	 And then place between the wraps of linen or cloth with which is covered the twist of the fracture, if there is a twist in it; and if not, do not put anything in it for any reason.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	 And then place another bandage on top, and then cover these wraps with a decent-sized cloth immediately, if there is no swelling or abscess on the area, and then place on it whatever cures the abscess and removes the swelling; and leave that for several days; and then strengthen over it with the cloths.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	 And let the sticks of the bed frame be made from sturdy cane or well-formed reed, or they may be made from pine wood; or from palm ribs. And let each stick be as wide as this form and figure:
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	 And it is necessary that the stick placed over the fracture be a little thicker and sturdier than the other sticks, and the length of the stick according to the size of the limb, both large and small. Then strengthen the sticks with another bandage according to your initial wrapping, and then bind it securely with a decent strap as we have mentioned for the binding, so that the binding is tighter near the fracture, and the further it is from the fracture, the looser the binding should be.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	 It is necessary that the threads be of medium thickness and fineness, and they should be made from silk. And if the threads are thick, as I have seen in the operations of some foolish people who use their threads from twisted ropes, it is a great mistake, because when the binding is too tight, it can cause equal damage.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	 And likewise, very fine threads are not suitable, because you will not achieve with them what you want through binding, and it is not necessary that there be less than one finger's width between stick and stick.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	 And if the patient is bitten by the ends of the stars near the constriction in these places, then place under that some thick cloth or wool blanket until it does not cause harm to him.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	 Sometimes a fracture is with a wound, and there is a rupture in the cord, and I will come to remember that in the chapter according to its specific case.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	 And know that not every broken limb is bound with bandages on the first day; the reason for this is that if the limb is large, it should not be covered with bandages immediately but rather after about five days or seven or more, according to your caution of the possible formation of pus.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	 And this is the method of plasters with which the Ancients restored [bones], which were placed on fractures and dislocations and twists.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	 The method of plaster as described for the restoration of fractures is suitable for many complex cases and especially for women and children, because it does not require heat or cold: you should take flour dust, which is the soft part of the flour that sticks to the walls of the mill.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	 And make it thus as it is, except that you sieve it with egg white, and the composition of it should not be too thick nor too thin; and then use this [plaster].
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	 Certainly! Here's the translation of the given text into English:
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	 Sure, let's break down the sentence and translate it line by line:
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	 This is a translation of a medical text from the Middle Ages in Old Occitan. The sentence means: "Everything is ground to dust in a mortar with great care and then sieved, and mixed with water or egg white and administered.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	 "Method for plastering joints and bones separated from their places, where pain occurs in these areas, as well as cracks and fractures: take clean wool and soak it in vinegar and hot oil, then place it on the area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	 "However, this plaster does not have the virtue of restoration, but rather cauterizes and expels pain specifically.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	 "Another method for a plaster that restores broken bones: take leaves of wild fig tree and poppy, grind them all together and make a plaster from them.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	 "Method for a short plaster administered to promote bone healing and resolution of remaining infection: take roots of mallow, chamomile, violet flowers, barley flour, all in equal parts; grind them all together and mix with vinegar, if the member is not cut.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	 "But if it is cut, then mix that plaster with water from cooked chicory leaves or with water and use it.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	 Based on the provided context and the similarity to medieval medical texts in various Romance languages, here's a line-by-line translation of the given text:
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	 Here's a line-by-line translation of the given text:
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	 Based on the given context and the similarities to Latin, Italian, Spanish, and French, here's a line-by-line translation of the provided sentence:
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	 Here's the translation of the given sentence:
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	 Here's the translation of the given sentence:
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	 And if a severe pain or swelling or inflammation occurs in that place, then you should cut or dissolve it immediately and remove the plaster from there.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	 And take a cloth of linen and marine sponge soaked in warm water, and immerse it in tepid water, and with it wash the place until the swelling ceases and the pain is soothed; then let the member rest for an hour; then place on it wool soaked in vinegar and oil or rosemary oil, and bind it onto it for a night until you are sure of a cautious abscess, and that the inflammation of the member subsides, and the pain is alleviated.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	 And then repeat that gentle and small bandage, and do not tighten it with your first constriction, and refine it until it is healed.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	 And if you see that the abscess and redness and pain and inflammation and all the accidents have already subsided completely, and you desire bandages and constrictions, then repeat it in the same way as you did at the beginning.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o vii; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	 And if no cause of those that we have mentioned occurs in the member, then do not dissolve it but rather wait three days or four or five or seven; and sometimes all this is left for twenty days according to what appears to you by the dissolution of the member, as we have said, until the fracture adheres, and approaches the coagulation of the flesh on that.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	 And then adjust the constriction more than you did in your previous stricture, and adjust according to the thickness of the patient's food, as was mentioned before.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	 But if you see that the place of the fracture has dried out and atrophied more than it should, then you know that the nourishment is not reaching there; therefore, soak that part in lukewarm water every time you leave it; and this should be done for three days. Then slightly reduce the constriction, and through this operation, the nourishment will reach the member, and it will heal easily.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	 But what fools do when they try to reset a fractured limb at another time after it has not been properly set at the beginning, according to what is needed, and if it is set incorrectly, is an error in their operation and a great danger. And if this were done correctly, as the ancients have written in their books and have operated with.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	 And I have not seen any of them do this, which is why it seems more reasonable that it should not be done.
Capitol segon: De fractura quan accideys en le cap.	 Chapter Two: When a fracture occurs in the head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	 There are many types of fractures, and their figures are diverse, and the causes are distinct. For some fractures are caused by the blow of a weapon, and the blow breaks all the bone into pieces, which remain under the skin, just as happens with a stick, and for this reason this type is called comminution; or the weapon cuts off some part of the bone and cuts the flesh without reaching to the other side; and this type of fracture is called absolute amputation.
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	 And this wound from these two fractures is either great or small, and the fracture is either concave or convex; and its cause is impact with a club or falling on rock, and their appearances.
