Ayssi comensan las paraulas de Albucasim .	 Here begins the treatise of Al-Bucasis.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	 And then fill the spaces between the leg and the thigh with soft cloths, so that the bandage may be held firm.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	 The text appears to be discussing a method for treating a bone fracture using bandages or bindings. Here's a line-by-line translation:
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	 And then extend both ends of the thread through the openings until they reach the toe, and tighten both ends of the needles on the other side to ensure that the bandage does not slip from its place.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	 And then leave the structure in place so that no corrosion, apostema, or swelling occurs on the limb; if any of these happen, then consider removing it from him, and correct what happens immediately, as we have said many times.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	 But if the bone is broken where the lesion is located, then you must splint it as best as you can; if not, wrap it and keep it immobile, and treat it with the remedy mentioned previously until it heals.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	 And sometimes this bone fracture is strengthened by adjusting needles to it, as we have said in the adjutory and in the arm.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	 But however, in the restoration of it done in this manner, no limping occurs to the patient; and if it is restored alone, or something else is applied to the other leg, then it is necessary that he who was always lame limp.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	 "And know that the cushion should be held in place for forty days or a little more or less, and all of this depends on the diversity of conditions and other dispositions.
Capitol .xv.	 "Chapter XV.
De restauracio de la fractura de la rodela del denolh.	 "On the restoration of the fracture of the knee joint.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	 "Know that a fracture of the knee joint occurs late, but it happens to some people more frequently.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	 "But if it happens to someone, then it is only a crack or hole in its parts, and this is with or without pain, and all of this depends on the feeling.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	 "And its restoration is such that the broken parts are made equal with the aforementioned methods, until it is joined and united as much as possible by equality, facility, and craftsmanship.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	 "Then place a plaster and press it onto that round part, if needed; and hold it tightly in place with a suitable bandage.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	 "Then consider all the dispositions that we have recommended for other fractures, such as poultices and similar things, to guard against any accident and what is suitable for it until it is healed.
Capitol .xvi.	 The translation for "Capitol .xvi." is "Chapter XVI.
De restauracio de la fractura de la camba.	 "On the restoration of a thigh fracture.
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	 "Know that in the thigh there are two bones, one of which is large and is named after the thigh itself; the other is thin and is called the fibula.
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	 "And it happens to each of the types of fractures that occur in both bones of the arm, and restoration is made in this way as with the arm equally, and its operation is one.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	 "And if two bones are broken together, the thigh becomes completely shattered.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	 "And if the thinner bone is broken, the thigh becomes shattered in front.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	 "And if the larger bone is broken, it falls backward, and this is one of those cases that you should not attempt.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	 "Then administer extension, straightening, and binding of the splints according to the same method.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	 "However, it is necessary that if the thigh fracture is jagged with many splinters, the extension should be less and lighter, and ease it with your skill.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	 "And in the thigh there is one operation similar to that of the arm, which is when you have joined the splints and completed the entire procedure, then you will take wooden pegs, which are placed beneath the splints that are placed on the sole, and these are made exactly like palm branches; choose those with small thickness, not very thick, and let their length be according to the length of the thigh, and drive it in from the top to the bottom.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	 And then wrap around each leg in two layers of cloth according to its length, place one layer over the top of one thigh and the other over the opposite side, ensuring that they reach down to the lowest part of the foot.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	 And then bind the two thighs in three places: at both ends and in the middle, because with this binding the thigh is prevented from bending to the right or left, and it remains stable.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	 And a splint of wood is administered according to the length of the thigh; and it is placed on the leg to prevent it from moving.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	 And it is most important that you do this in cases of fracture, for with such injury it is called precisely.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	 And then consider the thigh every day and study it for any changes, and guard against abscesses or swelling or other similar causes; and if you notice any such cause, then apply to it what is necessary until it is healed.
Capitol .xvii.	 Chapter XVII.
De la fractura del talo e dels osses del pe e dels ditz.	 On the fracture of the ankle and the bones of the foot and toes.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	 The ankle does not always fracture completely; but the bones of the foot sometimes do fracture; and the toes of the foot rarely fracture, and they do not experience anything except attrition in their position.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	 And if the bones of the foot seem to have a fracture and you see these bones raised above themselves among each other, then place the patient's foot on the prepared ground as if they were walking.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	 Then place one foot on what is elevated from those bones, and then step on them, press down, and grind them until they return to their places.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	 Then place a plaster and wool above it, and underneath the foot's sole, put a small board with two flat surfaces.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	 Then strengthen it with the foot using a straight bandage, after you have wrapped it with cloth and other materials needed for the treatment.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	 And after three or four days have passed, then you shall unbind the bandage, for you will find that the bones have been ground down or perhaps they are displaced or dislocated, and the operation on them is as you know.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	 But if some bones are displaced, then restore those and grind them as I have instructed you in the restoration of the hand's fingers.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	 Then place a splint on the displaced finger according to its length and slightly wider than it; then under the foot place this board that I have recommended to you, and strengthen it with a proper bandage.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	 Here's a line-by-line translation of the given text:
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	 And it is appropriate for you to not forget that you should consider all the causes that were mentioned to you in other treatises on accidents that we have discussed; and apply yourself to every accident with what is needed.
Capitol .xviii.	 ### Chapter XVIII
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	 ### On the Fracture of a Woman's Pelvis, the Penis Bone, and the Man's Shaft
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	 When the woman's pelvis is fractured, then have her sit in a squatting position, and afterwards incline her slightly to one side, and hold her from behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	 Then the midwife should fill the pelvis with cotton, and it should be done in the woman's pelvis as described; and then the woman should be shaken, and her back should be raised little by little, because all this is forgotten until the fractured bone returns to its original position in front of the pelvis as described.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	 Then place cushions on her back, and when she wants to urinate, remove the cotton with ease and then urinate, and replace and return it as you did at the beginning, and then return to the first cushion.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	 And do this for seven days or about that time, because by then it will be healed.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	 Sure, here's the translation of your provided sentence:
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	 And it should be filled with cotton and left in place for some days, as we have recommended, until it is healed.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	 And when the bones of a man's or woman's finger are broken, then administer in their restoration and alignment what we have recommended for the hip bone.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	 And what is correct is not hidden in these nearby fractures and seldom happens, especially to one who has some education and knows how to use and understand this book of mine; for that fracture indicates to you the best position for correct restoration and fixation, so pay close attention.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	 But in the case of a man's penis when it is broken, take an egg white and put the penis into it; then place a cloth wrapping over it and let it be wrapped up, and then let it rest for three days or around that time, until it is healed.
Capitol .xix.	 Chapter XIX
De restauracio de fractura dels osses quan es am plagua.	 On the restoration of bones when there is an injury.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	 It is advisable for someone who has suffered a fracture with an injury, especially if the bone is large, such as the hip bone or thigh bone, or similar to that, that you bleed them and perform phlebotomy on them immediately if the conditions for phlebotomy are favorable to you, as we have said above.  (Note: "fleubotomia" is an old term for bloodletting)
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	 And if the wound is bleeding, then you should hold pressure on it so that you can sprinkle powdered dry eggshells on it, unless there is another reason present.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	 And then begin to restore the broken bone on that same day, and do not delay this, unless an abscess occurs.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	 But if an abscess forms, then you should leave the restoration of it until the ninth day, until the abscess has subsided. Do not approach it on the third and fourth days, for you will cause worse accidents.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	 But if the broken bone protrudes over the skin and is exposed, then it is necessary to pierce it with a needle and level it with your hands with ease and slight extension.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	 But if the extension is not suitable and the balance of it with your hands, then you should reduce it with this instrument; and it is an instrument that is made of iron, the length of which is seven or eight fingers long, and its width according to the size of the wound; and for this reason it is necessary for the physician to take three or four of these, as many as are needed for all kinds of fractures in every way.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	 Here's a line-by-line translation of the given sentence:
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	 Based on the context and the similarities with modern Romance languages, here's my attempt at translating the given sentence into English:
E aquesta es la forma de lu:	 And this is how it is done:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	 And its name in Greek is "labret willingly help," which means a small shovel.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	 Because the end of it must be placed at an angle, raised over the protruding part of the bone.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	 And you should strike it once until the bone returns to its original position and is covered with some kind of poultice.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	 And so you should cover the ends of the fracture between them, and if the broken end is thin and does not fit well with the instrument, then it is necessary for you to insert the end of that bone until the instrument has enough power to do so.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	 But if you cannot reduce the bone completely with what we have mentioned, then insert it with whatever is suitable among the instruments that we have mentioned; or saw it off with one of the saws in any way possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	 Then scrape away what remains on the bone, the roughness and small fragments.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	 And when the bone is reduced, and if after the reduction the patient feels intense pain, you should know that the bone has not returned to its natural place; and then do what you can to bring great relief to the patient.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	 When your treatment of the bone is complete, and at this point submerge a cloth in black stiptic wine, especially if it is summer, and do not apply wax or any other substance containing oil to the wound, so that it does not cause inflammation or corruption in him.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	 And at this time administer steel to the patient when you finish the bone treatment, and leave the wound uncovered so that flies can lay eggs, then use tweezers to remove the maggots and apply dressings according to the size of the wound.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	 And be very careful not to stretch the wound with the fracture, for it is said that many foolhardy doctors have done this and caused death or severe injury to their patients, which is unhealthy.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	 And if the wound has a slight swelling, soften it, unlike the swelling of other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	 And if the wound is large or bad, and you fear that the aforementioned bad accidents might occur, and you feel pain in the area, then do not apply steel to it, but rather make a dressing of hard cloth instead of steel and stretch it with them.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	 And when after one day or two the wound begins to heal, which in him has generated a bruise, then you remove from him the cloth that you had placed over him with honey, and then apply calves, ointments with which according to our custom we treat wounds, such as tetrafarmacon ointment and similar ones.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	 And it is necessary for you to unbind the bandage and examine the wound every day in the morning and evening until it is healed and firm, and it is important that the limb be prepared in such a way that the sore runs out of him towards the parts below with ease.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	 If many days have passed and the wound is neither healed nor removed from him, then know that here are the effects of smallpox, so you should still examine the wound with a probe.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	 And from those effects, those that are separated, remove and extract them; those that are not separated and cause pain to the limb and make it swell, incise them as much as is possible for you.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	 And if pus or fluid exudes from the wound, indicating suppuration or another type of corruption and putrefaction, then you should place one of those (remedies) on it which is suitable for him according to the treatment whose narrative has been told in its chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	 Here's my attempt at translating this sentence:
Capitol .xx.	 "Capitol .xx." translates to "Chapter XX.
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	 "De la curacio de nodacio que accideys en le vestigi de alcuna fractura." translates to:
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	 Sure, I'll attempt to translate the given medieval medical text into modern English:
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	 Here's a line-by-line translation of the given sentence:
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	 Based on the provided text and pattern, here's a line-by-line translation of the given sentence:
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	 Here's a line-by-line translation of the provided text:
Capitol .xxi.	 Chapter 21
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	 On the restoration of fractures, when it is restored and then the member remains subtle and brittle, not according to its nature.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	 When a bone fracture is restored, and the member remains subtle and brittle, it happens not without reason: one of these reasons is an excess of dissolution of the ligaments and their binding, which was not done as needed; or due to excessive tightness of the ligaments, preventing nourishment from reaching the member; or due to superfluous tightening; or because of excessive movement at the wrong time; or due to a lack of blood in the patient's body and their weakness.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	 The cure for this is to give the patient food and make their heart tender until the blood is replenished in them; administer baths; and introduce joy and happiness over them.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	 And then place a plaster on the member, so that the plaster draws the necessary nourishment to it, or continue the moistening of it with warm water until the nourishment runs and the member returns to its natural shape.
Capitol .xxii.	 Chapter 22
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	 On the treatment of gnawed bones, when they are restored crookedly and you prevent the operation from doing what is needed.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	 When the limb that has already been restored approaches its healing process due to tortuosity and prominence of the bone, and it is because of this that the shape of the limb is distorted, nevertheless the limb is not prevented from performing its natural operation, then you should not accept the word of someone who claims that the limb has been newly set.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	 However, there have been foolish physicians and restorers who have done this in our land; and this operation is very blameworthy, causing great fear, the sign of which is deadly.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	 But if lameness and nodosity are recent, then they should be soaked in tepid water, into which have been cut mollifying herbs such as leaves of mallow and roots of mullein, and melilot, and similar to those; and let a poultice with mollifying properties be made for him, such as well-made diachylon; or take the powder of mullein root and mix it with egg white or oil of sweet almonds, and make a poultice with that; or take fat figs and mash them with pigeon dung, and similar to those of the medicines which are called ammans consolidacium.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	 E algunas veces se disuelve con un frotamiento suave y constante, realizado con las manos húmedas, y se debe mover el miembro en todas direcciones durante todo el tiempo.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	 Más si la tortuosidad ya ha avanzado y se ha vuelto fuerte y convertido en piedra, y se requiere un tratamiento con hierro, entonces es necesario que el pus sea evacuado y que la continuidad del hueso sea disuelta. Se debe cortar lo que sobra del nudo de ese miembro con tijeras finas, y se debe administrar facilidad en esa parte con solicitud y estudio.
Capitol .xxiii.	 Capítulo XXIII.
De sermo en dislocacio.	 Sobre el desplazamiento (dislocación).
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	 La dislocación es el desplazamiento de alguna de las articulaciones de su lugar, lo que impide el movimiento, distorsiona la forma del miembro y causa dolor y grandes daños al paciente.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	 Por lo tanto, cuando ocurre una dislocación, es necesario actuar rápidamente para reducirla y no demorar en hacerlo. Si se tarda, el lugar se llena de pus y es muy difícil realizar la reducción de la dislocación.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	 And for this reason, it is not necessary for the patient to be moved or stretched during the time of sleep, because many times it brings on spasms and toothaches.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	 But when this happens, you should go to the patient's bedroom, and immediately lay them down on their back so that they can rest; then wrap the affected member in warm water and oil, and gently reduce it.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	 And let every member be treated with the water from which the memory will come to its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	 And I have already ordered the chapters on dislocation as follows, after fracture; from the highest part of the body down to the lowest part.
Capitol .xxiiii.	 Chapter 24
De curacio de dislocacio de la mandibula dejos.	 Of the cure for dislocation of the lower jaw.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	 Both jaws can be dislocated; and the dislocation of both is done in one of two ways: either they are moved from their places by a small distance and softened somewhat, or they are completely dislocated so that they are softened at the joint until the patient drools saliva and cannot hold it or close his mouth, and his tongue is wrapped in its own flesh.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	 When the dislocation is minor, it usually returns to its original position on its own with little effort.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	 But if the dislocation is complete and fully realized, then it is necessary to apply a slight reduction to it promptly, without delaying at all.
