Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	When you have entered between the thighs, then you command the patient to strain, and induce that expulsion with caution, for it will be forcefully expelled if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it is not forcefully expelled by what we have recommended, then you slowly return the fold until you place it back in its natural position, for it will be forcefully expelled with a gentle insertion.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if it is prevented by everything we have recommended, then take some alum and dissolved gum, and pound all of it in the mortar with good pounding, and then line the woman’s womb with this mixture, at the lowest part of her abdomen.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And then make the patient sit in tepid water until it reaches the hypochondria (the area on either side of the upper abdomen below the ribs).
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when you see that the parts of him are softened, then perform fumigation with myrtle and place it under him.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	And when you have the sub-fumigation for an hour, then make them sit on a chair, and then cause that person to sneeze and open their mouth wide, and lift them up from there, and press the lower part of their abdomen with gentle compression, because the substance will be expelled quickly.
Eyssiment del fet sobre les sieus denols e las suas mas.	Eyssiment del fet sobre les sieus denols e las suas mas.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	When the fetus will come out according to this form, then you gradually insert your fingers into its small hands; and then the woman should be laid on her back with her feet hanging down, and she should be sitting on something low, and hold onto her own hands.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	And then press on the abdomen of the patient little by little, and then extract what is under their feet from between the ears into which it was prepared at the part below them.
E si le fet no es fora-getat, lahoras pren les pes de lu e mau aquels am movement vehement, e aprop prem aquo que es sobre les ypocondres petit a petit entro que le fet puege a las partidas desus.	And if the fart is not expelled, then take their feet and move them with a forceful motion, and then press the area above the hypochondriac region little by little until the gas rises to the upper parts.
E aprop entrometa las suas mas e engualhe le fet petit a petit, e comanda a la femna que se exprema entro que le fet sia foro-getat.	And then insert your fingers and gently widen the small area, and command the woman to strain inward as the fetus is being extracted.
Eyssiment del fet latutidinalment pendent una de las suas mas.	Extract the fetus longitudinally while holding one of its limbs.
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	Attempt to reduce the dislocation of his hand, but if you cannot do so, then raise the woman and let her go [in the sense of allowing her to move or be repositioned]. 
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	And if they cannot go, then make the patient lie on the ground, and shake their thighs with a strong shaking, and then administer plasters which are made from and consist of mucilages.
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	And if the childbirth has begun, then let her sit on a chair, and immediately focus on the reduction of the hand, aligning the child according to its natural position, and make the woman sneeze and command her to compress herself inward until she is exhausted.
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	Exuding from the wound on his neck, spreading its fluids and the surface of it is toward his mother's side.
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	It is necessary that the midwife hold the hand of the child and then turn it little by little, so that it may come out easily.
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	And when it is ready and has been mixed equally, then place on the wound what we have recommended of oil and poultices.
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	Then command him to vomit little by little, and once you have done that, place the mixture in a pot and instruct him to lean over the right side, then command him to compress himself; and make him sneeze with the condition.
Exitus foetus praeparati super latus.	The prepared fetus is placed on the side.
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	When dealing with horrors from the mother according to this method, be cautious, and then incise the second layer with your fingernail until the moisture is drained.
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	And if the fetus is suspended by its face and neck, then you should incise the umbilical area so that it is not retained and dies.
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	Then push the fetus inward towards the parts until you place it in the position that is needed, and instruct the woman to compress herself several times, and it will be expelled gently with effusion, if God so wills.
Exitus geminorum aut foetuum multorum.	Exitus geminorum aut foetuum multorum.
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	Here is the translation of the given line:
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	And among those, even if they are multiplied, a second is counted, and they are separated by a siphon, distinguishing them within the ligament at the navel of each of these; and sometimes they are expelled as though it were done by a light natural secretion, and sometimes they come out due to an unhealthy expulsion, just as we have recounted.
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	And if some births are difficult and you assist in the childbirth leading to what we have mentioned about unnatural positions, then treat those cases as we have recounted.
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	And if the midwife is skilled and does this with ease and subtlety, and with patience, and is inventive according to every shape according to what is prepared of the instrument leading to health.
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	Remembrance of that which is formed in the womb from embryos and are aborted.
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	Here is the translation of the given text line by line into English:
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	And all of this must be known by the midwife who has that small resemblance to this, and thus applies herself to it with what is necessary.
Capitol .lxxvi.	Capitol .lxxvi.
De extraccio del fet quan es mort.	For the extraction of the fetus when it is dead.
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	When you treat a dead fetus using what we have said in the section on medication and it is not expelled, and you are forced to use manual operation, then you must consider whether the woman is of sound health and not suffering from any conditions that could lead to her harm.
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	And now it is necessary that the woman be placed face down on the bed on her back, and that her head be inclined to one side and her thighs be elevated.
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	And the minister should hold it from both sides or bind it with a bandage so that the body does not extend during the extraction of the fetus.
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	Then you moisten the mouth of the mother with humid oils and with a mucilage of fennel, fenugreek, and its seeds.
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	Then anoint the midwife's hand with those oils and mucilages, then gently insert her hand into the mother, and then search with her hand for the place where she can grasp the fetus with her fingers.
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	And here is what to do: then you consider if the fetus is positioned to descend head-first, and then you place your fingers in its ears, or in its neck, or in its mouth, or in its palate, or under its chin, or in its armpit, or near its ribs, or below its hypochondrium.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	But if it is descending feet-first, then [you should grasp] in the ankles or in the middle of the legs.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And it is necessary to hold the hook with the right hand, and place its curvature in the area between the fingers of the left hand, then gently insert the hand so that the hook can be placed in one of those areas we have mentioned, until you reach the cause of obstruction.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	And then place and keep in the appropriate position another pillow, or a third if necessary, so that the traction is equal, and not just according to its straightness.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And it should be wrapped entirely so that the excretion from it is eased just as is done in dental procedures for the extraction of it.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And it is necessary to introduce into it what is between them so that the extension is softened; and if any part of it is retained, then it must be that the midwife anoints some of her fingers with oil and carefully inserts those and twists with them what is retained.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	So if part of the fetus is stuck, then the pillows should be adjusted to a more suitable position; do this until the entire fetus is delivered. 
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	And if one hand is dislocated in front of the other and cannot be reduced due to the contraction of the limb, then a cloth must be wrapped around it; then extract that part until everything is protruded, and incise either at the joint of the hand or at the elbow.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And thus you must do the same on the other hand and on both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	And if the head of the boil is large, or you encounter constriction during exudation, or if there is water tightly bound in the head, then you must insert between the fingers a pointed instrument and split the head to drain the water, or use an instrument called “alundat,” the form of which will be shown with the forms of other instruments in the chapter that follows this one.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And similarly, if the boil has a large head by nature, then you must incise it with a scalpel, or take hold of it with an alundat as we have said; and then extract the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head has exuded and is constricted, you should split it open so that the moisture within the feet may be released.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	But if it is not complicated and does not require exudation, then you should incise the head as soon as possible according to what is feasible for you.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the lower part of the abdomen is abscessed or is dropsical, then you must pierce it to allow the moisture within to drain out.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	And if the swelling is on their feet, then its attraction is slight and its direction towards the mouth of the vein is also slight.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	If the abdomen and feet are constricted, then you must extract that which is wrapped around your hand with cloth, and cut into the abdomen and feet so that what is inside may flow out. 
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	Here is the translation of the provided sentence:
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the opening of the womb is constricted by an abscess that has occurred at the mouth of it, then it should not be disturbed; first, you must administer a effusion of greasy and moist substances.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And administer plasters; and continue treating the patient with waters that soften and moisturize.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the puncture is on the patient's side, then if possible, it should be drained; and administer what we have said to the fresh wound.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if this is not possible, then it should be cut into pieces and extracted.
E cove que non layssas alcuna causa dedintz de la segondina.	And it is necessary that you do not leave any cause within the second layer.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed all of your operation, then administer what we have said about the treatment for the swellings that occurred from the wound.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if bleeding occurs, then immerse in styptic waters and administer the other treatment.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have seen a woman whose fetus in the womb was dead, and then she became pregnant again, and another fetus died in her.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	It happened to someone after a long time that a swelling occurred in their groin; and it swelled inside where a cut was made, and they began to discharge pus.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And I was called to his care, and treated him for a long time, but the plague did not subside.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then I placed some strongly adhesive plasters on him, and drew out a bone from him, and after several days, I drew out another bone; and I was very amazed because there were no bones in his belly.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then I thought that they were the bones of a dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Then I treated the plague, and extracted many bones from him; the woman existed in her own dispositions within, and lived in such a way for a long time, occasionally moving slightly. 
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And I do not intend to be strange, but rather because in this lies knowledge and assistance for the doctor who administers treatment with their hands.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Of the forms of the instruments that are necessary to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	Form of an instrument with which the mother is cut open:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the form of a stretcher on which the ribs are joined, where the joining consists of two hinges at the two ends of two poles.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	However, this hinge must be more delicate than the stretcher and should be made either of iron or wood.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the width of each pole should be two fingers, and the edge of each should be one finger wide, and the length of each is one and a half palms; and in the middle of the two poles there are two joints made from the same material, which are already fixed, each of which has a length of half a palm plus a little more, and the width of each is two fingers or slightly more.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two additives should be inserted into the mother's mouth so that it is opened with them when you rotate the two prescribed instruments.
Forma autra semblant de aquela pus subtil e pus leugiera:	Forma autra semblant de aquela pus subtil e pus leugiera:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	Sia fayta de fustz de eba o de boys segon la semblansa de forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	And however at the extremity of his two additions thus as sometimes happens, and the length of those additions is each one palm, and the width of each is two fingers.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you want to open the womb with those methods, then you make the woman lie down on the bed with her feet hanging off, and open what is between her thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And then open your hand with the instrument just as you would with scissors, cutting according to the amount you desire of the opening of the mouth of the wound until the midwife does what she wants. 
La forma de vertitge la qual diysero les antics:	The form of dizziness that the ancients called:
Forma de impellent am le qual es empellit le fet:	Forma of pushing with which the fetus is pushed:
Forma de amisidat2 am le qual es conterit le cap gran	Forma de amisidat am le qual es conterit le cap gran.
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it resembles forceps which have teeth at the end, just like tweezers, and sometimes it is made long like forceps according to this form, just like tweezers, which have teeth like saw teeth with which it is incised and contorted. 
Forma de amesidat pauc:	Forma de amesidat pauc:
Forma de unci havent una spina:	Forma de unci havent una spina:
Forma de unci havent doas spinas:	Form of an ounce having two spines:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Forma de spatum havent dos extremitatz am le qual le cap es abscindit:
Forma de dos espatums latz:	Forma de dos espatums latz:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are exercised, and when more of their kinds are multiplied and prepared by the artisans, it is lighter for their operation and better for humans due to their quantity.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	And you should not use those instruments at all, for the necessity of them is not excusable.
De extraccio de la segondina.	From the extraction of the second molar.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	When the second stage of labor is delayed in childbirth, then you must command the patient to hold their breath, and then make them sneeze with spices, and press your hand over their mouth and nose, and if by this the expulsion occurs, it is good.
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	And if not, then you take an egg and pierce the shell with a hole and place it on herbs that have been burned, such as calamint, rue, anise, chamomile, Arabian safflower, and cinnamon stick, and mugwort.
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them should be submerged in water in the pot, and place that over the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	And then place a reed tube in the mother's mouth, and keep it there so that the vapor comes to the cavity of the mother.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	And then make that person sneeze as we have said, and the second one will be expelled with velocity.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	And if this treatment is to continue and has not been completed, then you command the midwife to submerge her left hand in olive oil or in marjoram lotion, and then insert that into the vagina and search with that for the second twin, and once you have found it, slowly pull it out little by little. And if it is attached to the placenta of the firstborn, then insert your hand as we have described, and when you find the second twin, gently extract it bit by bit so that the mother does not suffer a violent traction.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Before anything is done, make sure that the right and left sides are manipulated easily.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	And then adjust the amount of traction, for it will obey and withdraw from adherence.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the birth canal of the mother is narrowed, we have already described the treatment with sneezing and with medication using herbs.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	But if it does not come out using all the methods we have recommended, then be careful not to strain too much in repeated attempts at extraction. However, what has emerged from him towards the birth canal should lie on the woman's thigh, and then anoint it with unguent and a four-part medicine; for this will cause it to ripen within a few days and become dissolved and expelled.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	When the patient is weak, raise their head and stomach to an elevated position, which alleviates the illness; then it becomes necessary to administer fumigations and appropriate treatments for this condition.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	However, some of the Ancients have expressed that fumigation with juniper and dried figs is effective.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	The method of the instrument used to fumigate a woman for the retention of menses and the secundines is as follows:
Sia fayta de veyre o de eram.	It should be made of brass or bronze.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And place the finer end into the vagina and the wider end over the fire, so that the fumigation is directed over the embers of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And keep it in place until that fumigation is finished and then repeat with another one.
De curacio del cul del enfant no-perforat.	On the treatment of an infant's unperforated anus.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Some infants are born with their anus unperforated, which is a fine and obstructed closure.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then it is necessary for the midwife to pierce that swelling with her finger; and if not, pierce it with a sharp spatula, and be careful not to touch the membrane.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	Then place over it wool soaked in wine and oil; then treat it with an ointment until it is healed.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear it is blocked, then place a catheter in the tract for several days, and remove it when the child wants to digest properly.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And it may happen that the anus is blocked by the consolidation of a plague or an abscess; then it is necessary to incise that consolidation and then treat it with what we have said about the treatment and the use of lead.
De curacio de las fistulas que endeveno dejos.	On the treatment of fistulas that occur below.
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistulas that occur in the lower part below are narrow and thick, most of which appear near the anus externally or in the space of that part.
E es una fistula o motas.	And it is a fistula or multiple fistulas.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And when that swelling is old and comes from moist white phlegm or subtle corruption, and sometimes these fistulas are penetrating.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those penetrating are known by what is excreted from them through excretion and flatulence; and sometimes the patient experiences excretion, and worms are expelled from them.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And of those fistulas some observed in the space penetrate into the bladder, and into the shaft of the penis; and of those that penetrate into the joint of the thigh and into the buttocks.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And in what is known as a penetrating and non-penetrating fistula, it is that you insert your index finger into the anus, and introduce a thin probe of reed or iron into the fistula when there is no tortuosity.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	And if there is tortuosity in that area, then introduce a thin probe of lead or horsehair until you feel the probe or the hair with your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel anything at all and do not find any cause of discharge, worms, or gas during the procedure, as we have said, then you know that it is non-penetrating, and thus you should attend to its treatment.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when the fistula penetrates into the bladder or into the urethra of the penis, then its significance is that urine flows from it and prevents the area from being healed with medicine.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	But if it penetrates into the joint of the thigh or into the bone and causes pain in the area, then the sign of this is that the probe goes through there without tortuosity into the bone, causing pain in the affected area; and that pus continuously flows from it; and that medicine does not work on it, nor can it be healed with ointment.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those fistulas not everything is a complete cure, and the treatment of these relies on the hard work and vanity of the young doctors upon whom they depend.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	And in that which is not penetrating and not ancient, healing with iron is hoped for according to what I will recount to you, and this which has already been stated. 
