Ayssi comensan las paraulas de Albucasim .	And here is the translation of the given line:
Mays si persevera le fluxs del sanc, lahoras cove que tu aministres regiment e curacio e polveras las quals he recomtadas en motz locs de aquest nostre libre e de divisio.	But if the bleeding continues, then you must administer treatment and cure using powders which I have recommended in various places of this our book and its sections.
Mays si es en temps de hivern, e·l loc de la apostema es loc de motz nervis, lahoras cove que tu enfundas pulvils en vi e oli caut, e pauses aquels sobre les locs.	And if it is during winter time, and the location of the swelling is near sensitive nerves, then you should infuse pillows with vinegar and hot oil, and place those on the affected areas.
E si es en estiu, e les locs son carnoses, lahoras cove que tu pauses pulvils enbeguts am aygua e oli o am vi e oli, e tot aquo sia freg entro que sia le ters dia, ayssi cum havem dit, e lahoras cove que tu deslies le apostema e abstergescas aquel e aministres en la curacio de lu aquo que a lu conveneys entro que sia sanat.	And if it is summer and the areas are fleshy, then you must place poultices soaked in water and oil or wine and oil, and all this should be rubbed for up to three days as we have said, and then you must open the abscess, clean it out, and administer what is necessary for its healing until it is cured.
E aysso es aquo que es necessari de la cognicio de la curacio de apostemas universalment, mays segon la via de distinccio ja he dit de tot apostema en qual manieyra es via de la cura de lu per capitols singularment.	And this is what is necessary for the knowledge of the treatment of abscesses universally, but according to the method of distinction, I have already spoken about each abscess individually in separate chapters.
Capitol .xli.	Chapter XLII.
De seccio de apostemas les quals veno en la codena del cap.	Of the section of abscesses which appear in the nape of the neck.
En la codena del cap petitz apostemas, e so de specias de nodes les quals conteno tunicas que so a lor factz ; e las specias de lor so motas.	In the nape of the neck, small abscesses appear, and they are similar to nodes that contain tunics which are in their formation; and their contents are particles.
E de lor son pingas, e de aquelas so que conteno humiditat semblant a lima.	And from them come pus, and those contain a moisture similar to slime.
E de aquelas so las quals conteno humiditat semblant a pols, et asemblantz a lor; e de aquelas so que son lapideas, durs.	And from those contain moisture similar to powder, and they resemble stones; and from those come the stony, hard ones. 
E en la seccio de totz, e en la extraccio de aquels no es temor, cum deves la exteccio de aquels no fa contrariat arceria.	And in the section of all surgeries and in the extraction of those where there is no fear, you should perform the extraction of those which do not cause contradiction or harm.
E la operacio en seccio de aquels es que tu esproes aquels am instrument la forma del qual ve aprop aysso, le qual es apelat entromes, entro que sapias que contengua.	And the operation in cutting those is that you express those with an instrument the form of which comes close to this, which is called a lancet, within which you know it contains.
Quar si aquo que conte es humiditat, lahoras scindeys aquel am seccio segon la longitut per seccio superficial segon aquesta forma:	For if what is contained is moisture, then cut that with a longitudinal incision according to this superficial section:
E comensa en la seccio de la linha de .B. entro a la linha de .G. Donc cum la humiditat es evacuada, lahoras tu excoria aquela pel que conte aquela humiditat, e no leysses de aquela alcuna causa de tot, quar tropas veguadas retorna, si roman de aquela alcuna causa.	And begin at the section of line B into line G. Thus, as the moisture is evacuated, you scrape that area which contains the moisture, and do not leave any cause behind, for if any cause remains, the problem returns repeatedly.
E aprop submergeys coto en enguent egipciach, si es present, e sino, en aygua e sal; e umpleys am aquel la plagua e layssa aquel entro ad autra dia, quar am aquo corrodeys tot so que es romas de aquela pellicula.	Then submerge a piece in Egyptian poultice, if it is available, and if not, in water and salt; and fill the wound with that and leave it there for another day, for with this you corrode all that is rotten from that membrane.
E aprop itera sobre aquel coto am enguent egipciach segondament e tersament si indigeyses de lu, entro que·t comfides que no y haia romas alcuna causa de aquela pellicula; lahoras cura la plagua am enguent entro que sia sanada.	Then repeat the application of the Egyptian poultice a second and third time if needed, until you are confident that there is no rotten cause remaining from that membrane; now treat the wound with the poultice until it is healed.
E si apostema conte nodi gras, lahoras tu inscideys aquel segon aquesta forma:	And if the abscess contains fatty nodes, then you incise it in the following manner:
am seccio havent forma de crotz, e geta oncis entre doas labias de la seccio e scorsa aquel de tota partida, e esforsa la tua vertut en extraccio de la tunica la qual conte aquel.	with an incision having the shape of a cross, and extend once between the two lips of the incision and scrape it thoroughly, and apply your effort in extracting the membrane that contains it.
Mays si a tu arceria fa contrarieta, lahoras fay aquo que yeu t’e recontat primieyrament.	But if the arrow causes complications, then do what I tell you first.
E semblantment fay en le apostema lapificat de seccio e de curacio segon que a tu havem dit; e seccio sobre apostema lapificat es pus leugiera, quar es de pauc sanc e de pauca humiditat.	And similarly, perform the section and cure of a calcified abscess as we have told you; sectioning a calcified abscess is easier, for it contains little blood and moisture.
E alcunas vetz so alcus de aquestz apostemas les quals so en le cap en alcus homes am los quals de tot no es humiditat; la qual causa es quar yeu inscindigui sobre un apostema en le cap de una femna vielha e atrobegui le apostema ayssi cum peyra sorda, aspra, blanqua, la qual no podia esser trinquada, e si a alcu fos am aquela percussit, plaguera aquel.	And sometimes some of these abscesses that are on the head in some people contain no moisture at all; the cause is that I once tried to incise an abscess on the head of an old woman and found the abscess as hard as a stone, rough, white, which could not be broken, and if anyone were to strike it, it would hurt them.
Mays en les autres apostemas accidentz en le cap otra aquest no es aquest capitol, ayssi cum les apostemas que veno als caps dels enfantz e deves las razitz de las aurelhas, mays la seccio de aquestz totz sia seccio superficial.	However, in other accidental abscesses on the head this is not the case, such as the abscesses that occur on children's heads and around the earlobes; however, the sectioning of all these should be superficial.
E pausa la perforacio de aquels de la partida pus bassa de lor per so que sia alleujat le cos de la sania a las partidas pus bassas.	And stop the puncturing of those from the lower part to relieve the flow of pus to the lower areas.
E aprop cura aquelas am aquo que conveneys ad aquel de curacio.	And then treat those with whatever is appropriate for that treatment. 
Capitol .xlii.	Capitol .xlii.
De seccio de scrophulas las quals accideyso en le col.	Of the treatment of scrophulas which occur in the neck.
Motas veguadas endeveno aquestas apostemas en le colh e en las aysselhas e en les angonars; e alcunas veguadas accideyso en las autras partidas del cos.	Swollen glands often cause these swellings in the neck and in the armpits and in the groins; and sometimes they occur in other parts of the body.
E so aquelas que accideysso en le colh, e so motas que so engendradas entre lor, e tota scrofula de aquelas es dintz la sua tunica propria, e ayssi cum en les nodis e apostema del cap, ayssi cum havem recomtat.	And those that occur in the neck are often generated between them, and all of these scrofulas have their own proper layer, just as in the knots and swellings of the head, as we have described.
E las specias de aquestas scrophulas son motas, quar de aquelas so alcunas lapideas, e de aquelas so que conteno humiditatz, e de aquelas so malignas las quals no obeseysso a curacio.	And the types of these scrophulas are diverse, for some are stone-like, and some contain moisture, and there are malignant ones which do not obey treatment.
Donc en aquela la qual tu vezes de bona disposicio en le Tocament, de la qual la color de aquo que es manifest es propda a la color de la codena, e es mauguda a tota partida, e no es annexsa am le nervi del colh, ni am las venas, ni am la arceria, e no es preonda, cove que tu inscidiscas aquela am siccio superficial de la partida desus a la partida dejos del cos de la linha de .G. entro la linha de .B., e scorja aquela de tota partida, e exten dos labias de la codena am onci, o am motz oncis si has necessitat de aquels, ayssi cum havem dit en las apostemas del cap, e extratz aquela petit a petit.	Therefore, in the one that you find to be of good disposition upon touching, where the color that is evident is close to the color of the chain, and it is soft throughout, and it is not attached to the nerves of the neck, nor to the veins, nor to the artery, and it is not hard, you should incise it with a superficial cut from the part above down to the part below along the line of G within the line of B, and scrape it thoroughly, and extend both lips of the chain with an ounce, or with several ounces if you need them, as we have said in the swellings of the head, and extract it little by little.
E es mays cautela que no sia inscidida la vena o nervi.	And it is more cautious that neither the vein nor the nerves be cut.
E sia le spatum no mot agut, que no ajuste a tu la tua ma am inscizio, o que enquiete le malaute, e que inscidas aquo que no es necessari inscidir; quar si inscideysses vena o arceria e prohibeys tu de la tua operacio, lahoras pausa en la plagua vetriol trissat o autras polveras las quals ostan fluxs de sanc, e estrenh la plagua, e layssa aquel entro que·s repausa la acuitat de la apostema e sia mollificada la plagua e comense esser poyrida.	And let the spatula not be too sharp, so that it does not hurt your hand upon incision, or disturb the patient, and cut what is not necessary to cut; for if you were to cut a vein or artery and stop your operation, then apply finely ground vitriol or other powders which stop blood flow, and constrict the wound, and leave within that which alleviates the acuteness of the inflammation and softens the wound so it begins to become pus-filled.
Quan le sanc es abscindit.	When the blood is congealed.
Donc retorna a la tua operacio entro que l’aias complida.	Then return to your operation until you have completed it.
E aprop inquireys am le tieu dit indic si es romas alcuna causa de las autras petitas scrophulas, donc inscideys aquelas e munda aquelas.	And then use your index finger to check if there is any cause of the other small swellings, then incise those and clean them.
E si es en la razit de la scrophula gran vena, cove lahoras que no inscidas aquela scrophula de la sua razitz.	And if there is a large vein at the base of the swelling, you must not incise that swelling at its base.
Abantz cove que lies aquela am fiel doblat fort e que leysses aquela entro que caia per si ses nocument.	Before it is necessary to heat that with strong folded cloth and to leave that inside so that it falls by itself without harm.
E aprop omple la plagua de coto vielh le qual tu has ja submirgit en enguent egipciac, e aprop cura aquel.	And then fill the wound with old cataplasm which you have already soaked in Egyptian ointment, and then treat it thus.
E si inscides aquela scrophula tota, lahoras cove que tu ajustes las doas labias de la plagua e cuzas2 tantost pus que no y ha romasa deguna superfluitat.	And if you incise that scrofula completely, then you must approximate the two edges of the wound and sew them immediately so that there is no remaining excess material above.
Mays si tu vezes que haia romasa superfluitat per la grandeza de la scrofula, cove que tu entendas a inscidir la razit de aquela, e astrayra aquela e aministra sutura e aquo que es dit.	But if you see that there is excess material due to the size of the scrofula, you must understand how to incise the root of it, draw it out, and administer suture as mentioned.
E aquela de las scrophulas que conteno humiditatz, perfora aquela am perforacio superficial aqui la on appar a tu le loc de maturacio de lu, e pausa perforacio de aquo que siec le pus bas del cos, ayssi cum havem dit.	And for those scrofulas that contain moisture, pierce it with a superficial puncture where you see the site of maturation, and make an incision to drain the pus at the base of the swelling, as we have said.
E aprop aministra perforacio, calguas am enguent e semblantz ad aquels, per so que corroda aquo que es romas de la corropcio.	And then administer a puncture, using cautery and ointments similar to those, so that it corrodes the remaining corruption.
E aprop quan tu vezes la plagua ja esser mundada, lahoras tu cura aquela am enguent de carn generatiu entro que sia sanada.	And then when you see the wound already cleaned, then you treat it with an ointment of flesh-generating properties until it is healed.
Capitol .xliii.	Capitol .xliii.
De seccio del pilhot del apostema accident dintz le guolayro.	Of the section of the abscess plug that occurs in the groin.
Diyssero les antics aquesta seccio en le epilhot, e no vist alcu hom en nostra terra que aquela aia fayta.	The ancients performed this section on the abscess plug, and no one has been seen in our land who has done this procedure.
E aquesta es la inscriptura del sermo de aquels.	And this is the inscription of the speech of those [individuals]. 
Mays en les homes haventz esquinencia, cove que sia esquivada la extraccio del epilhot, cum per aquo no sia fayt juvament per so quar totas las venas e las majors del malaute so aqui.	More in men who have hemorrhoids, it must be avoided to extract the stone, because by doing this no benefit is made since all the veins and the larger ones of the patient are here.
Mays en aquels que han apostemas cautz en la boca o guolayro o dos aurelhas, quan la malautia no es en la cana, cove husar de la seccio de epilhot a fugir la perdicio la qual es fayta per perfocacio.	And in those who have abscesses caused in the mouth or throat or both ears, when the illness is not in the bone, it is necessary to incise from the section of the epiglottis to avoid the destruction that is caused by perforation.
Donc cove quan volem aquo, que inscidam le epilhot dejos tres cercles dels cercles del epilhot, o quatre am petita seccio per la latitut en aquel que es entre dos cercles per quantitat, que la seccio sia en ciphac, no en la cartillage, e aquest loc es convenent a seccio, quar es privat de carn e les vayselhs de sanc de lu son luhen.	Therefore, when we want to do this, we must incise the epididymis leaving three circles of the epididymis untouched, or make four small sections across its width between two such circles, ensuring that the cut is made in the body part, not in the cartilage, and this area is suitable for sectioning because it lacks flesh and the blood vessels are sparse.
E si le metge es pauruc, cove lahoras que extenda la codena del golayro am onci, e aprop fenda la codena entro que pervengua a la canal, mays evite les vaysels de sanc si vetz de aquelas alcuna causa.	And if the doctor is inexperienced, it is necessary to extend the ligament of the kneecap with an incision, and then cut the ligament until it reaches the canal, but avoid the blood vessels if there is any reason to do so.
E aprop inscida li ciplach segon que havem recomtat; e es significat sobre la seccio de la canal per le flacma le qual es de aquela eyssit am aquo que es de lu disromput e per la abscizio de la votz.	Then incise the chipla as we have recommended; it is indicated by the section of the canal through the flap, which is that part that remains after the disruption and by the separation of the voice. 
E layssa la plagua uberta per alcun temps.	And leave the wound open for some time.
Donc cum la hora es remauguda en la qual perforacio es temuda, agregua doas labias de la codena de la plagua, e cus aquela sola ses la cartillage.	When the hour is dreaded in which the perforation is feared, add two loops of the chain of the wound, and thus only the cartilage is affected. 
E aprop administra medicinas que fan naysser la carn entro que sia sanat.	And then administer medicines that promote flesh growth within so that it may heal.
E diyssec Albucasis que la summa del sermo le qual havem recomtat, exposicio no es sino que veias que alcus de aquetz apostemas ja han opilat lo guolayro del malaute, e le malaute es vengut entro a mort, e le ale de lu es entresecat, e alcus van a inscidir le epiglos per so que respire le malaute sobre le loc de la plagua per alcuna respiracio, e sia salvat de mort.	And Albucasis says that the essence of the sermon we have recounted is that some of those abscesses have already obstructed the windpipe of the patient, and the patient has come near to death, and their breath is cut off, and some proceed to incise the epiglottis so that the patient may breathe at the site of the wound through some respiration and be saved from death.
E per aquo comandero layssar la plagua uberta entro que sia consumida la malicia de la malautia; e es la malicia de lu per tres dias; e donc lahoras comandero cosi la plagua, e cura aquela entro que sia sanat.	And by this, you should leave the wound open until the malignity of the disease is consumed; and the malignity lasts for three days; and then after that, you should close the wound and treat it until it heals.
E aquo que yeu he vist per mi meteys, es que una sirventa pres un cotel e mesec le en le sieu golayro e inscidic am aquel una partida de la cana del pulmo, e yeu fu apelat a la curacio de lu, e atrobegui la mugen ayssi cum es mugit del moridos, e descubrigui la plagua e atrobegui le sanc le qual era yssit de la plagua petit.	And what I have seen in my practice is that a servant took a knife and inserted it into her windpipe and cut a part of the trachea with it, and I was called for her treatment, and I found the sound like the moaning of someone dying, and uncovered the wound and found blood that had seeped from the small wound.
Donc yeu fo confessat que aquela no havia inscidit vena ni guidegi, e le vent yssia de la plagua, e curegui aquela entro que foc sanada.	Therefore, it must be confessed that she had not cut any vein or artery, and the air came out of the wound, and she treated it until it healed.
E no accidic a la sirventa si no rauquiera en la votz, e aprop alcus dias retornec ad miloracio de las suas dispozicios.	And it does not harm the servant if there is no hoarseness in their voice, and after a few days they return to the improvement of their conditions.
E ara dic yeu que en la seccio del epilhot no ha temor.	And now I say that in the section of the hernia there is no fear.
Capitol .xliv.	Capitol .xliv.
De seccio sobre apostema le qual accideys en le golayro defora, e es apelat hernia del golayro.	Of surgery on an abscess that occurs outside the throat area, and it is called a hernia of the throat. 
Aquest apostema nompnat hernia del golayro es apostema gran segon la color del cors, e es mot en las femnas.	This kind of swelling named hernia of the groin is a large swelling according to the body's color, and it occurs in women. 
E es segon dos manieyras, quar o es natural o accidental.	And it is of two manners, for it can be either natural or accidental.
E en le natural no es engen de curar.	And in the natural case, it is not something to be cured.
E l’accidental es segon dos manieyras del qual la un es semblant a nodes grasses, e l’autra manieyra es semblant apostema le qual es fayt per nodacio de arteria, e en aquel es temor.	And the accidental is of two manners, one of which resembles fatty nodes, and the other manner is similar to an abscess, which is caused by arterial obstruction, and in that case, there is danger.
E no cove que·s fassa presumpcio a lu cum ferr sino en aquel que es petit.	And it is not necessary to apply pressure with iron unless it is in the case where it is small.
E tu proha aquel e investigua aquel am le dit, e si atrobas lu semblant a nodi gras, e no es suspendut am alcuna de las venas, lahoras tu inscideys aquel ayssi cum les nodes, e extratz aquel am aquo que conte lu de la pel e bursiclam; e sino, lahoras es perscrutat tot le sieu esser, e aprop cura le loc am aquo que cove de curacio entro que sia sanat.	And you should probe and examine it with your finger. If you find it resembles fatty nodes and is not suspended by any veins, then incise it as you would for nodes, and extract it using what contains the contents of the pouch and fluid; otherwise, thoroughly investigate its entire nature, and then treat the area with whatever is necessary for healing until it is healed.
Capitol .xlv.	Chapter XLV.
De seccio de las specias de nodes.	On the section of types of nodes.
Dels nodes so motas specias e yeu ja he dit totas las specias de lor en la divisio.	About the various types of nodes, I have already described all their types in the division.
E cove que yeu recomte assi la diferencia entre node e exitura cum fassa dubitacio.	And it is necessary that I recount thus the difference between a knot and a hernia as if there were doubt.
Donc yeu dic que am exitura es caliditat e febre e dolors vehementz entro que es sedada la ebullicio de la superfluitat; e es complida putrefaccio que lahora cessa la febre, la dolor e la calor.	So I say that in a hernia there is heat and fever and violent pains within until the boiling of the excess is calmed; and complete putrefaction occurs at which point the fever, pain, and heat cease.
Mays am node no es caliditat ni febre ni dolor, e conte aquel ciphac leon le qual es al u sac propri.	However, in a knot, there is neither heat nor fever nor pain, and it contains a solid mass that is like a lion's paw in its own sack.
E es segon la color del cors, e le comensament de lu es cum un ceze e es fayt ayssi cum vace, sia major o minor, e son segon dos specias, quar o so grassas e conteno humiditat, e las colors de la humiditat son motas, segon que yeu diyssi en la divisio.	And it depends on the color of the body, and its beginning is like a seed, and it grows as a vein, being larger or smaller, and they are of two types: dry or fatty and containing moisture, and the colors of the moisture are spots, as I have described in the division.
Donc cove, quan pervenas a la curacio de node, que exprohes aquel e inquiras aquel al comensament am sturment le qual es apelat intromes, segon que vindra la sua forma en le capitol le qual es aprop aquest.	Therefore, when you arrive at the treatment of a knot, you must remove it and trace it back to its origin using a tool that is called an introitus, as its form will be described in the chapter that follows this one.
E es manieyra de inquisicio de apostemas e de totz nodes, e es que tu prenguas aquest sturment e entromet aquel en le loc pus humit le qual atrobas en le apostema, e tu revolveras les tieus ditz am aquel petit a petit entro que sapias que·l sturment ja ha penetrat la codena.	And it is the method of investigating abscesses and all knots, which is that you take this tool and insert it into the most moist area that you find in the abscess, and you will stir the contents with it little by little until you know that the tool has penetrated the core.
E aprop ultima la tua ma segon la mesura de la grandeza del apostema, e aprop extratz le entromes e considera aquo que es yssit en le vestigi de lu.	And then adjust your hand according to the size of the abscess, and then extract the foreign matter and consider what has been left behind in its trace.
E si es fora-getada la humiditat corrent, de qualque color sia, lahoras tu le inscideys am seccio superficial segon que he dit en les autres apostemas.	And if the current humidity, of whatever color it may be, is extruded, then you incise it with a superficial cut as I have said in other cases of abscesses.
E si del vestigi de l’intromes no hieys humiditat, lahoras sapias que es gras.	And if there is no humidity left in the trace of the foreign matter, then you know that it is fatty.
E secca sobre lu am seccio havent forma de crotz segon aquesta forma:	And dry it with a cut in the shape of a cross as follows:
ayssi cum t’e ensenhat, e suspen aquel am oncis, e excorja la codena de tota part am facilitat, e guarda la pel o sac, si podes, sobre aquel e extraguas aquela sania am le node.	Do as you have been taught, and suspend it by the knots, and remove the chain from all sides with ease, and cover the skin or sack over it, if possible, and extract that pus along with the knot.
Mays si es romput en la operacio, no es possible extrayre aquela sana, e motas veguadas endeve aquo, e lahoras tu la extratz a pessas entro que de lu no romangua denguna causa.	But if it is broken during the operation, it is not possible to extract that pus entirely, and sometimes you must do this instead, and then you extract it in pieces to ensure nothing remains.
Quar si de lu roman denguna causa, pauc o trop, le node retorne segon le mays.	For if any of it remains, whether little or much, the knot will return accordingly.
E si tu vezes que de lu roman alcuna part petita, lahoras comple la plagua de alcunas polveras corrosivas agudas e strenh la plagua, e pausa sobre aquela que sede apostema caut, e cura aquel del autra curacio entro que sia sanat.	And if you see that some small part remains from it, then complete the wound with some sharp and caustic powders, strengthen the wound, place over where the abscess sits a cautery, and treat that with another form of cure until it is healed.
E si es node gran, lahoras tu cus las doas labias de lu e cura aquel am aquo que encarna.	And if the knot is large, then sew the two lips of it together and treat that with something that promotes healing.
Mays si vena pulsatil es a lu contraria, o no-pulsatil, lahoras tu coyta e huemple le loc de zegi trissat que es vetriol e leyssa aquel streyt per dos dias o per tres entro que·s poyresca la plagua e que repause la ebullicio del sanc; e aprop retorna a inscindir aquo que es romas del node.	But if the pulse is contrary or non-pulsating, then cut and fill the area with something like trissat which is vitriol, leave that in place for two or three days until the wound becomes pus-filled and the blood's boiling subsides; then return to incising what remains of the knot.
Capitol .xlvi.	Chapter XLVI.
De las formas del sturmentz necessaris en seccio e perforacio.	On the forms of instruments necessary for section and perforation.
De aquels so las formas dels intromesas, e so de tres specias, que de aquels es alcu gran, e de lor es migier, e de lor es petit.	Of those, the forms of the instruments are of three types, some are large, some are medium, and some are small.
La forma de intromes gran es aquesta:	The form of the large instrument is as follows:
La forma de intromes migier es aquesta:	The method of midwifery is as follows:
La forma de intromes petit es aquesta:	The form of introducing something small is this:
Sian faytz de ferr, de alfulud, de extremitatz cayradas decentment, per so que festino le intrament en les apostemas.	Here is the translation of the given line:
E aquestas so las formas dels experientz, e son nompnatz albered, e un de aquels es apelat berid.	And these are the forms of the experienced ones, and they are called albedri, and one of those is called beryd.
E so de tres especias, quar de lor es gran, migier e pauc.	And so of three spices, for among them are grain, honey, and a little [of something else].
La forma de experient gran, forma de lu:	The form of great experience, form of it:
La forma de experient migier, forma de lu:	The form of experienced midwife, in this case:
La forma de experient pauc, forma de lu:	The form of poultice, form it as follows:
Conveneysso que sian per aquels apostemas e exituras e fistulas e bubos per so que entre aquelas so dels osses e de autras causas.	It seems like the text you provided is a mixture of languages similar to Latin, Italian, Spanish, and French. Here's an attempt at translating the given sentence:
E so faytz redontz, grosses, leons, ayssi cum grans agulhas am las quals son cosidas las selhas, e son faytas de eram citri, o de eram o de ferr, o de argent, E las milhors so quan so faytas de eram citri.	And you make them round, thick, like large needles with which leather is sewn together, and they are made of citrus wood, or of wood or iron, or silver, and the best ones are those made of citrus wood.
E son faytz les experient de plum negre, les quals se acordan que per aquels sian ubertas las fistulas en la conquavitat de las quals so reflexios, que sian reflectidas am la sua levitat am aquelas refleccios.	And they make the practice of black plumes, which they agree that by those the fistulas in their cavity are opened where reflections occur, and are reflected with its light with those reflections.
E so de tres specias, quar alcus de lor so loncs, e dels autres migiers, e dels autres breus, segon la quantitat del ample de la fistula e de la strictura de lu.	And of three types, for some are long, and others medium, and others short, according to the quantity of the width of the fistula and the stricture. 
Forma del experient gran de plom:	Forma del experient gran de plom:
Forma del experient migier de plom:	Form of the experienced midwife with lead:
Forma del experient petit de plom:	Form of the small lead instrument:
Las formas dels oncis so de motas specias, quar de aquels so alcus simples, als quals es una curvitat solament, e so de tres specias: grans, paucs e migiers.	The forms of wounds are of various types, for some are simple curves, which have only one curvature, and they are of three types: large, small, and medium.
E de lor so uncis orps, e so de tres specias.	And from these are formed hooks, and they are of three types.
E de aquels so uncis haventz doas curvaturas, e so de tres specias.	And of those hooks having two curves, and there are three types. 
E de lor so haventz tres curvaturas, e so de tres specias.	And they have three curves, and are of three types.
E totz aquetz so necessaris en lor loc.	And all of these are necessary in their place.
Forma de unci simple gran, forma de lu:	It seems like the text is written in an old or constructed Romance language similar to medieval Latin or Old French. Here's a translation of the provided phrase:
Forma de unci simple migier:	Form of a simple emollient:
Forma de unci simple pauc, forma de lu:	Forma de unci simple pauc, forma de lu:
Forma de unci orp gran:	Form of an onion poultice:
Forma de unci orp migier, forma de lu:	Forma de unci orp migier, forma de lu:
Forma de unci orp pauc, forma de lu:	Forma de unci orp pauc, forma de lu:
Forma de unci gran havent dos curvaturas:	Forma de unci gran havent dos curvaturas:
Forma de unci migier havent dos curvatas:	Form of an instrument having two curves:
Forma de unci pauc havent dos curvaturas:	Forma de unci pauc havent dos curvaturas:
Forma de unci gran havent tres curvaturas:	Forma de unci gran havent tres curvaturas:
Forma de unci migier havent tres curvaturas:	Forma de unci migier havent tres curvaturas:
Forma de unci pauc havent tres curvaturas:	Forma de unci pauc havent tres curvaturas:
E aquestas so las formas dels scalpels am les quals son seccatz e scorjatz les nodes e le apostemas, e so de tres specias, quar de aquels es gran, migier, e pauc.	And these are the forms of the scalpels with which nodes and abscesses are cut and squeezed, and they come in three types, namely large, medium, and small.
Forma de scapel gran:	Forma de scapel gran:
Forma del scapel migier:	Forma del scapel migier:
Forma de scapel pauc:	Forma de scapel pauc:
Las extramitatz de aquels am les quals es fayta seccio so agudas e las autres extramitatz so no-agudas, e no so pausadas en tal manieyra, sino per que sia fayt juvament en la excorjacio dels nodes la temor de inscizio de vena o de nervi, e per aquels sia sanat le malaute e atrobe tranquilitat un petit per la adustio la qual atroba deves la excoriacio del apostema.	The extremities through which a section is made are sharp, and the other extremities are not sharp, and they are not placed in such a manner, but rather to ensure that there is caution during the lancing of nodes so as to avoid injury to veins or nerves, and through this the patient may be healed and find some tranquility from the burning sensation that arises from the lancing of the abscess.
E aquestas son las formas de almagidas, e so de tres specias: gran, migier e pauc, ayssi cum veyras.	And these are the forms of almagidas, and they are of three types: large, medium, and small, as you will see.
La forma de magda gran:	The form of the large magda:
Forma de magda migier:	Form of the medium magda:
Forma de magda pauc:	Form of the small magda:
Sian faytas de eram e so semblantz de ray am le qual e fayt alcofol.	They are made from barley and resemble the form with which alcohol is made.
E es en la extramitat lada punctada am spatum occultada e en aquela corr a las partidas dedintz e defora, quan tu vols, ayssi cum veses.	And in the soft extremity, it is pricked with a hidden spatula and in that area, it reaches both inside and outside parts, as you wish, just as you see.
Las formas de spatimis, les quals so amaguatz entre los ditz deves la perforacio dels apostemas e no les percebo les malautes, e so de tres specias: gran, migier e pauc.	The forms of spatimis, which are hidden between the fingers causing the puncture of the abscesses and the patients do not feel them, and they exist in three species: large, medium, and small.
E aquestas so las formas de aquels:	And these are the forms of those:
Las formas de ventozas am las quals es abscindit le flux del sanc, e so de tres specias; gran, migiera e pauca; las formas de lu:	The forms of cupping with which the blood flow is cut off, and there are three types; large, medium, and small; the forms of it:
Sian faytas de eram citri, redondas am alcuna longitut , e sian subtils.	Sian faytas de eram citri, redondas am alcuna longitut, e sian subtils.
E cove que sian aquestas specias de ventosas deves tu grans, migieras e paucas, per so que per aquelas abscindas flux de sanc am velocitat en necessitat, e lahoras quan a tu primieyrament no es medicina.	And it is necessary that these sizes of cupping glasses be large, medium, and small, so that with those you can quickly draw off blood when needed, and at times when first there is no medicine.
Enpero no uses de aquelas ad abscidir sanc en tot loc del cors, e non uses sino en locs carnoses, ayssi cum en les lacertis de las cambas e de las coyssas, e en les lacertz dels brasses, e de las mamillas e del ventre e dels engonars, e semblantz a lor dels lacertz carnoses humitz.	However, do not use those for bleeding the entire body, and only use them on fleshy areas, such as in the creases of the arms and thighs, and in the creases of the breasts, belly, and knees, and similar to these in other fleshy moist creases.
E alcunas veguadas son faytz de aquels strumentz autres petitz semblantz scorsas de fisacs segon aquesta forma; per les quals lo sanc es abscindit quan es fayt per fleubotomia, o deves inscizio de vena o de arceria.	And sometimes, other small instruments resembling little hooks according to this form are used; through which the blood is let when performing phlebotomy or proper incision of a vein or artery.
E alcunas veguadas son faytas redondas segon aquesta forma:	And sometimes they are made round according to this form:
Capitol .xlvii.	Chapter XLVII.
De la cura de las mamillas dels homes las quals so asembladas de femnas.	On the treatment of men's breasts that resemble those of women.
Alcunas veguadas so infladas las mamillas de alcus homes deves le compliment del dormir cum comensan esser pellutz, e aprop so infladas las mamillas, e so asembladas las mamillas de las femnas, e romano apostemosas, lejas.	Sometimes the breasts of some men become swollen due to the excess of sleep as they start to become flaccid, and then the breasts swell and resemble those of women, becoming pendulous and full of abscesses.
E ad aquel que avoreys aquo, cove que inscidisca aquelas am seccio lunar segon aquesta forma, de la linha de .B. entro a la linha de .G., e aprop excorja la groceza tota, e aprop uempla la plagua de medicament encarnatiu, e aprop ajusta las doas labias de la plagua am cosidura, e cura aquel entro que sia sanat.	And for the one who wishes to treat this condition, you must incise those areas with a lunar section according to this form, from line B inward to line G, and then extract all the thickness, and then apply a wound-healing medication to the wound, and then suture the two edges of the wound together, and care for it until it is healed.
Mays si la mamilla declina a las partidas dejos e es mollificada per la sua magnitut ayssi cum endeve a las femnas, lahoras sia fendut en dos latz sieus pus sobiras, am dos seccios semblantz a figura lunar, de las quals quascuna sia contenguda en l’autra deves la fi de quascuna, entro que sia que la linha major contengua la menor segon aquesta forma de la linha de .B. e la linha de .G. E aprop excorja la codena la qual es entre dos labias de la plagua, e osta la pingueza, e aministra aquo que havem dit de la sutura e de las polveras aquo que es necessari en la curacio entro que sia sanat.	Here is the translation of the given text line by line into English:
