Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaсим.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	And if you encounter an ulcer inside the nose, then you must treat it with cauterization and administer lead tubes until it is completely healed.
Capitol .iiii.	Chapter IV.
De restauracio de la mandibula quan es trincada.	On the restoration of the jaw when it is fractured.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the fracture is not associated with an ulcer, observe whether the fracture is only external and has not been split into two parts nor bent inward; in this case, the treatment is straightforward.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And therefore, if the fracture is on the right side, you should insert your left index finger into the patient's mouth; and similarly, if the fracture is on the left jaw, then insert the right index finger; and with that finger, push the soft tissue of the fracture inward easily to the outer parts, using your other hand on the outer part of the bone; in this way, you properly align it.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is already separated into two parts, then you must administer extension from both sides according to straightness until it is possible to align it.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if you encounter the dislocation of teeth to disruption, then bind those from which you hope will remain with gold or silver wire or thread; then place wax over the broken jaw, and then place a doubled cloth over it, and place a properly made bandage or a piece of linen as long as the jaw over the cloth; then bind it according to how your binding of it is prepared and apply it so that it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	And command the patient to use rest and tranquility, and place their food in sipped broth.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	And if you suspect that the shape has already been altered in some way, then on the third day, you should be cautious and unbind it; then correct what has already been altered in it by applying a plaster made with ground powder, egg white, or sesame flour, after you have removed the wax from it, and place wool over the plaster.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And then, when that plaster is attached and adjusted properly over it, and the position of the bone is not altered, leave it like that, do not loosen it until it is healed and the fracture has strengthened; for often this kind of fracture tightens in three weeks.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if an abscess appears again, then administer what we have said multiple times during the sedation while it is being healed, and ensure that the abscess is thoroughly treated.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	And if the fracture is accompanied by a wound, then consider whether it is a fragment of bone that has separated or splinters, then you must carefully remove those splinters with what is appropriate for that in the treatment of such injuries.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	And if the opening of the wound is narrow, then you should enlarge it with an incision according to your necessary extent.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	And then, when you have performed those treatments and nothing harmful comes out of them, then sew up the wound's opening if it is wide; and if not, apply one of the plasters suitable for this and promote healing there until it is healed.
Capitol .v.	Chapter 5.
De restauracio de la furcula quan es trinquada.	On the restoration of the collarbone when it is fractured.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	Often the collarbone is broken in front of the muscle, and this fracture can occur in one of three ways.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	For it is either broken, separated, or divided into two parts without any complications; and its restoration is easy. Or there are complications that make its restoration difficult. Or the fracture is accompanied by a wound.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the procedure for when the fracture is accompanied by a wound is that you have two assistants present, so that one holds the support and follows the broken collarbone, and the other extends the neck to that part.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then align the fracture with your fingers in such a way that it takes the desired shape, and neither should there be any slight prominence nor concavity.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if you need more extension, then it is necessary to place a roll under the patient's limb wrapped in cloth or wool, and its size should be according to your need; extend and lift the fork and compress the roll with your hand until you align the fracture as required.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	And if you cannot pull the end of the fork to the outer parts because it has reached the elbow, then the patient should be laid on their back, and place a cushion of moderate size on the muscle area.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the assistant should press on the muscle below so that the bone of the fork is lifted towards the elbow, and then you should correct the fracture and align it with your fingers. 
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	And if you feel thorns from the fork and they are painful, now it is necessary to cut over that area and remove those thorns with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is retained in the bone, then you should plan an incision with one of the incisors that you have prepared for this, since you have already placed the fork-like instrument used to hold the drill; and this instrument is made of wood or iron and has the following form:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And it is similar to a spoon, of which this is the concavity; and its width should be according to what you need from it, according to the size or smallness of the bone.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	And let the length of it be as much as is possible for you during the operation; it should have two ends, just like a wedge, with one end being wide and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	And if the disruption of the wound that you have incised when you extracted the splinter from the bone is wide, and there is a risk of pus formation, then you should approximate the two edges of the wound with stitches.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	And if the disruption is small, or you fear pus formation, then you should fill the wound with cloths and poultices according to the extent of the tear in the wound.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	And if pus formation does occur, then soak a cloth in sweet wine and rose oil and wine, and place it over the area.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	However, when the bone is swollen and its section is tight, you should apply a plaster made of ground meal with egg white, and place lion's foot over it. Then, if needed, place titillike beneath that, and then take a splint, which the Saracens call "torca," which should be long enough and about one palm wide; then place a double poultice over the lion's foot and the plaster. Next, take a thin board strip whose width is three fingers and similarly in length; then wrap that in cloth, and wrap this cloth with the board strip over the fracture area. Then apply splints as if they are wrapped around, wrapping that over the joint and below the titillike of the patient, reducing it over all parts, and when you do so, tightly bind the fracture with a tight bandage, which is something not hidden from you.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And overall, the splint should not be too tight over the broken bone; and for this reason you must see the patient every day, so that when the bandage is softened or you see the splint already becoming loose, then you correct this and tighten the binding.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	Then place the patient’s pillow under their neck, and put a small cushion under the armpit of the side where they are sleeping at night; so that by doing this, the shoulder on that side is elevated, and thus the clavicle fracture is raised along with the muscle; or bind their arm to that side of the neck.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And do not loosen the bandage unless suppuration or an abscess occurs at the site within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	Then renew the plaster if you have seen its surface like this, and adjust it to the constriction, restore it, and leave it until the clavicle fracture is restored and coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And it is strengthened and healed according to the method in twenty-eight days, and sometimes in some people, it happens in less time.
Capitol .vi.	Capitol .vi.
De restauracio de fractura de la spalla.	For the restoration of a shoulder fracture.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	A spatula is broken in the side area of it, and it is not broken from it except at the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And thus when the place is broken — and it is broken in the middle of it — and it is not known except by touch, then according to the shape of the fracture force its preparation and reduce it according to its natural figure in every way of ingenuity that is possible for you.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	Then place over the area powdered mallow mixed with egg white and lion's tar; then place a layer of folded cloth; then place over it a thin piece of wood according to the amount of the whole spoon or a little more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	But if the piece of wood leaves a concavity in some parts of the spoon, then fill that concavity with lion's tar, and then raise the wood to equality.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	Then strengthen over it with a long bandage applied tightly and secure the wood in place so that it does not move from its position.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	And examine the bandage every day; and whenever it becomes loose, bind it again and tighten it, and adjust the wood if it has moved from its position.
E jagua le malaute sobre le sieu latz sa.	And lay the patient on his side.
E la spatula es restaurada en xx dias o en .xxv.	And the spatula is restored in twenty days or in twenty-five.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	And thus when this number is completed, then you dissolve the joint, and you must know for certain which of the bones do not fear their beginning nor their dissolution.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you proceed to the site of a bone splinter and place the chain there, then you cut into it, remove it, and do as we have said in the fracture of the clavicle due to an abscess. If it happens that way here.
Capitol .vii.	Capitol .vii.
De restauracio de la fractura del pietz.	For the restoration of the fracture of the foot.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The foot sometimes breaks in the middle and it heals slowly; however, the ends tend to move and become misaligned and crushed.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And of the consequences when it is broken in the middle, it tends to incline towards the inner parts and causes great pain, difficulty in walking, coughing, severe fever, and vomiting blood; and it is evident in the cavity of the broken bone and is not hidden from sensation.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	And the restoration of it is that the patient should be laid face down, and a cushion should be placed between their shoulders; then press on the muscles, and align the bone ends with your hands from both sides, and delicately perform the operation and adjustment in every possible way suitable for this purpose, until the bone returns to its proper shape.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	Then place a plaster and tow over it, and cover that with a thin linen or canvas bandage or something similar in lightness, as you wrap it in cloth; then carefully bind that over the broken bone so that it is not too tight; tie it according to the roundness of the back sometimes, and secure it with an appropriate tightening; then monitor the binding at all times, and when it loosens, tighten it.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if necessity provokes the removal of that due to corrosion or puncture, or pain, or an abscess that may occur in the area, then you cut and remove that, eradicate the plaster, and correct what has happened according to the method of curing him; and then return the plaster, if it needs to be applied again; and adjust the binding until he is healed.
Capitol .viii.	It seems like you've provided a chapter or section heading from an older text, specifically "Capitol .viii." which likely means Chapter VIII (Chapter Eight). Without additional context or content that follows this heading, it's not possible to provide a translation or further explanation. If you have more text from this chapter that needs translating or explaining, please feel free to share!
De restauracio de las costas quan son trincadas.	This phrase appears to be in an old Romance language similar to Medieval Latin or Old French. Here is the translation into English:
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Understand that a rib fracture does not occur except in thick parts of the back; and at the ends of them, in front, such injuries do not happen because they are cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And the knowledge of it is not hidden from the senses; you should investigate it with the fingers.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration should be such that you align the fracture with your fingers in the most possible way, until it is properly aligned as needed, and then apply and secure the broken bone with a splint, if necessary.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the rib fracture is inclining towards the inner parts, then the patient experiences intense pain and puncture-like sensations, similar to those who have pleurisy, because the bone affects the membrane; and it causes difficulty in breathing, coughing, and vomiting blood; and this condition is difficult to cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	And the arteries are formed in that area with many branches.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And concerning this, it is said: one must restrict the diet of the patient that causes inflammation and flatulence, so that the stomach is not inflamed and expanded, and the fracture is not pushed outward toward the outer parts.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	And let us beware of this so that it does not lightly cause the formation of an abscess if it happens; and if it does happen, then it already helps in this.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And some of them said that a cupping glass should be placed on it and then suctioned strongly; this seems logical, but nevertheless it is feared that the cupping glass might draw excesses to the area due to weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	And some of them said: the area should be covered with wool that has already been soaked in hot oil, and cushions should be placed between the ribs until it is filled, so that the wrapping is as when you envelop that second roundness; then the patient should be treated with a therapy for pleurisy using food and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if the pain constrains the patient strongly and cannot be endured, and the bone pierces the membrane with puncture wounds, we fear for the patient; therefore, it is necessary to incise over that area, expose the broken rib, then place an instrument over it that holds the spine in place, remembering which one to use beforehand, and cut the bone easily, and extract it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	Then we stitch the two edges of the wound together if it is large, and treat it with plasters until it heals.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if an abscess forms inside, then you should soak pillows in oiled rags and place them over the area, and treat the patient with what is necessary for the internal abscess.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And let him lie on his side on which he sleeps until he is healed.
Capitol .ix.	Chapter IX.
De restauracio de fractura del spondil del dos e del col.	On the restoration of fractures of the spine and the neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Sometimes fractures occur in the bones of the neck, and at other times in their articulations, and similarly in the vertebrae of the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And when this happens to someone and you want to know if they will be healed or not, then consider, for if you find their hands already softened and stunned and deadened and cannot move them nor extend nor stretch them and when you press them with your fingers or pierce them with a needle and do not feel pain in them, now you know that they are not healed, and in the months of bad disposition it is mortal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you press them and feel constriction with your fingers and piercing, now you know that the bone marrow is saved and that you will cure the patient with treatment.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if this appears in the vertebrae of the neck and you want to know if they will be healed or not, then examine their feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	Now if you find them already softened, what happens to the hands will also happen here, and when he lies on his back, there is swelling and involuntary discharge, and sometimes he rolls onto his back and wants to urinate but cannot, now you know that it is mortal, and then do not labor in his treatment.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if none of those causes occur, the cause is better and lighter. 
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the cure for it is that you pierce the abscess to make it drain, which should be done above the affected or inflamed vertebra, or with poultices of eggs placed; place on that area several times a day until the abscess has drained.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And then apply one of the comforting and stimulating plasters, and bind it tightly with a bandage; and command the patient to rest and remain calm and not to sleep on the part where they find pain until it is healed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if you happen to remove the friction of the bone or any cause that has already separated from it, then you must dry out the wound and extract that bone; then approximate the two edges of the wound, stitching them if it is large; then treat it with some flesh-growing ointment until it is healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	And if the posterior end of the bone in the hip is fractured, which is the end of the femur, then you must insert the thumb of your left hand into the buttock and align the broken bone as much as possible by second-degree equilibrium; then apply a plaster and splint over it if needed, and bind it tightly.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you feel that there are broken shards in it, then you must operate on that area, remove them, and treat the wound with the previously mentioned treatment until it is healed.
Capitol .x.	The line "Capitul .x." appears to be indicating the start of a new chapter or section in the medieval medical treatise. Translated into English:
De restauracio de la ancha.	For the restoration of the ankle.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the upper arm are broken, and if they break, then their fracture is not just a simple communication at the ends but extends longitudinally and inclines within; and the patient experiences pain in the area and puncture sensations, and the shoulder becomes numb when fractured.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the restoration of it is that you extend your hand over that area which is above the fracture, which is the shape of it.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	And if the fracture is only at the extremity of it, then you align that according to how you are prepared by setting to make it resemble its natural form. 
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	And if the fracture is in the spine or declines to the parts below it, then you make the patient lie on their belly until you prepare the restoration of that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And then, once you have aligned that, place a plaster over it, and then place a splint of wood or linen over that, and secure it tightly so that you do not fear any misplacement of the fracture nor movement of the splint.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	And align the cavity with something that fills it until it takes a tight form according to equality, and instruct the patient to sleep on their back or on their side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	And if an inflammatory swelling occurs, then you should stop the extension and restoration of it until the swelling is reduced, and apply something to reduce it as previously described; then return to the restoration of it, and secure it as needed.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if the bones are shattered or crushed, then you treat them.
Capitol .xi.	Chapter XI.
De restauracio de la fractura del adjutori.	For the restoration of the fracture of the auxiliary [bone or limb].
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	Helpers are those who are between the hip and the top of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is broken, then the restoration of it can be done in one of two ways, one of which is that you take a flat splint of moderate thickness according to this form:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And at the two ends, there should be ties, and then it should be suspended from an elevated place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And place the patient on a sheet; then extend their broken arm on the splint so that it reaches the tip of it in the middle where the curvature of the splint is attached.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And then suspend over it some heavy object, or the servant should extend it to the sides of it; and then the doctor should hold the fracture with their hands together until the fracture is properly realigned.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other method is that the patient should lie on their back and suspend the arm of the collar with ties; then command two servants, one of whom holds what is above the fracture with their hands, and the other holds the part below it; each should extend to their respective side.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want the extension to be stronger, then you pull on the fracture with one bandage and on the other side with another bandage, and each of the two assistants pulls from their respective sides.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	And thus if the fracture is near the end of the muscle, then it must be that half of the ligament is placed on the tendon and the other left over the fracture itself.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	And similarly, if the fracture is near the knee, then it must be that the ligament is placed over that area and over the knee.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Apply that with ease and proper work, and then when it is aligned as needed and applied correctly, strengthen that area unless an abscess forms, in which case cauterize it.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	But if an abscess forms, then leave the bandage on for up to seven days, and place over it wool soaked in vinegar and rose oil until the abscess bursts, and then strengthen that area.
