Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaçim.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	A complete fracture does not occur in the ankle; however, fractures do occasionally occur in the bones of the foot; and fractures rarely occur in the toes, and they only happen to them during periods of predisposition.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	And if the bones of the foot do fracture and sometimes those bones become elevated above each other, then the patient should place their foot on the prepared ground in such a way as mentioned.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	And then place a hand over that which is raised from those bones, and then press on them, and rub them within the area where they are elevated.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	And then apply a plaster and lint over it, and place a small board with two rounded ends on the foot's belly.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	And then strengthen that area with the foot using a proper structure, since you have wrapped it with cloths and other materials as needed.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	And after three or four days have passed, then you untie the bandage, for you will find the bones rubbed together, whether they are fractured or dislocated, and the operation on them is thus as you know.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	But if some fingers are fractured, then restore them, and align them as I have taught you in the restoration of the fingers of the hand.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	And then place a splint on the fractured finger according to the length of the finger, and slightly to one side; then place this board under the foot as I have taught you, and secure it with a proper binding.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	If what is cut from the bones are two or three or more pieces, then you place on each finger a bandage of its amount wrapped in linen cloth, and secure the table at the lowest part of the foot, and stand over one end of the table, piercing the sole of the foot so that it has good retention.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	And it is important for you not to forget that you should not consider all the causes which have been mentioned to you in other fractures and accidents we have discussed; and prepare yourself for any accident with what is necessary.
Capitol .xviii.	Capitol .xviii.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	Of the fracture of the chin of the woman and of the bone of the pelvis and of the penis of the man.
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When the chin of the woman is fractured, then let her sit in a reclining position, and then slightly tilt her towards one side, and keep her held from behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	And then the midwife fills the chin with cloth, and it is done in the chin of the patient just like a splint; and then the woman should be shaken gently, and her back should be raised little by little, for all this is forgotten until the front part of the chin aligns properly and the fractured bone returns to its place. 
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And then place pillows under his back, and when he wishes to urinate, lower the cloth easily and let him urinate, and reduce [the position] and return it in the manner in which you initially placed it, and then return him to his original pillow.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	And do this for seven days or around that time, for it is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you wish, take a sheep's bladder and attach a reed tube to the wound; insert the entire bladder into the rectum, and then blow into the tube with force until the bladder is inflated inside the rectum, for the fracture will return to its proper place.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	And then it should be filled with cloth and kept for several days as we have recommended, until it is healed.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And when the bone of the pelvis of a man or woman is broken, then administer in its restoration and setting what we have recommended for the hip bone.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And what is right is not hidden in these rare and nearby fractures, especially for one who has some study and practice and understands my book well; for that fracture signifies to you the greatest rectitude in its restoration and binding, and thus understand well.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	When it comes to the man's penis when it is frostbitten, take goose fat and place the penis in it; then wrap it with cloth, make sure it is well wrapped up, and leave it like that for three days or so, and it will be healed.
Capitol .xix.	Chapter XIX. 
De restauracio de fractura dels osses quan es am plagua.	For the restoration of fractures of the bones when it is from an injury.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	It is convenient for those to whom a fracture with inflammation occurs, and especially if the bone is large like the femur or the thigh bone, or similar to that, that you take care of it and perform trepanation on it immediately if the conditions for trepanation are evident to you or testify as we have said above.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	And if the inflammation causes bleeding, then you must take care to stop it by sprinkling powdered and crushed sage over it, unless there is another reason not to do so.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	Then begin to restore the fracture on the next day, and do not delay this, unless an abscess occurs.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	But if an abscess occurs, then you should delay the restoration until the ninth day, until the abscess has diminished, and do not approach it on the third and fourth days, for you may cause further complications.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	But if the broken bone protrudes above the skin, then you must carefully reduce and align it using your hands with ease and minimal extension.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	More or if extension is not prepared by you and the reduction of it with your hands, then you will reduce that with your hands using this instrument; and the instrument which is made of iron, the length of which is seven inches or eight and the width of which according to the amount of the injury; and therefore it is necessary for the doctor to take three or four of these according to the quantity needed for this in the treatment in all kinds of fractures.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	And it should be round, and slightly thin at the end so that it is not bent when you apply pressure on it during the operation.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	And it should have a sharp end with its edges on the ends; and the top of it should be thick throughout, and from the middle towards the ends it should taper.
E aquesta es la forma de lu:	And this is its form:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	And it is named in Greek “labre volentz atelarem,” which means a slightly thin spatula.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	Therefore, it is necessary to raise the end of the instrument above the prominent part of the bone end.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And push that back into place while you return the bone, and keep it aligned with some kind of fixation.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	And thus you must force the ends of the fracture together, and if the broken end is delicate and does not hold well with the instrument by good exception, then you must incise the end of that bone where the instrument can have power over it.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	And if you cannot reduce the bone completely as we have recommended, then cut it with whichever incisor is suitable for it from those we have mentioned; or saw through it with one of the saws in whatever manner is possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	Then smooth out any roughness and small shards that remain on the bone.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And when the bone is reduced, and the patient experiences intense pain at the site of reduction, then you should know that the bone has not been returned to its natural position; and thus do whatever will greatly benefit the patient.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	Once your restoration of the bone is complete, then soak a cloth in black styptic wine, and especially if it is summer, do not place cerot or any other ointment containing oil on the wound, so that it does not cause putrefaction and corruption.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And then administer poultices at the time of the completion of the bone's restoration, and leave the wound uncovered so that you can cut away the scab with scissors and use bandages according to the extent of the wound.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	And be cautious to not strain the wound with the fracture, for many times foolish doctors have done this, causing their patients to suffer death or a corrosive or putrid illness, which is gangrene.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if your fracture is light, soft, different from the other fractures. 
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	And if the wound is large or it is a bad wound, and you fear that those harmful accidents we have mentioned may occur, and you find pain in the area, then do not place bandages over it, but rather create a wrapping of hard cloths instead of bandages and bind it with those.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	And when after one or two days the wound begins to fester and pus is generated in it, then you should remove the cloth that was placed over it, and administer salves, ointments with which it is customary for us to treat wounds, such as tetrafarmacon ointment and similar ones.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	And it is necessary for you to loosen the bandage and examine the wound each morning and evening until it is healed and stable, and it must be that the limb is prepared in such a way that the pus runs out of it easily towards its parts.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If many days pass for the wound and it is not healed nor has the pus separated from it, then you should know that there are signs of small issues, and you must examine the wound with a probe.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And of those signs, those that are separated should be removed and extracted. Those that do not separate and affect the limb and cause pain, you must incise them according to what is possible for you to do.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if the wound is affected by gangrene or ulcers, which are forms of corruption and putrefaction, then you must treat it with one of those methods appropriate for it, as previously described in its respective chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And with this in which it is necessary that my speech stands and you pay attention: when the large bone is broken, elevate the limb as if it were the thigh bone or of the helper bones and similar to those of the large limbs, and do not presume attraction towards it nor its extraction because many times it causes death; leave that inside so that it rots, for by itself it will fall out after 20 or 30 days; and then treat the wound if you see it, and if not, leave it as is.
Capitol .xx.	It seems like you've provided a section heading that looks like ".xx." from what could be an old document or text, possibly related to some kind of legal, historical, or literary work. Without more context or content following this header, it's not possible to provide a translation or explanation. Could you please provide more details or the text that follows this section heading?
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	Here is the translation of the provided line:
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Here is the translation of the given sentence:
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Then consider if the swelling is recent and administer those medicines that have astringent properties such as alum, and ashes, and myrtle, and cicuta, and acrasia, and similar ones; in such a way that you take some or all of these, and mix them with wine that has an astringent quality, or with egg white, or with sweet wine, and place that on the swelling with tow, and bind those to it tightly with good constriction.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And leave the binding in place for several days without loosening it; then loosen it and repeat another round until the swelling is reduced; or bind a piece of lead over it loosely, because lead has the property to reduce anything that is inflated in the limbs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	But if the swelling has already turned into a hard stone and is tight, and it is necessary to carefully remove it, then cut through the most prominent part of it, and incise the excess and protruding parts, or treat it with appropriate remedies until it is reduced; and care for it until it is healed.
Capitol .xxi.	Chapter XXI.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	For the restoration of a fracture when it is restored and then the limb remains thin and weak not according to its natural state.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a bone fracture is restored, and the limb remains thin and weak afterward, this does not happen except for several reasons: one of which is an excess of dissolution in the ligament and incorrect bandaging; or due to excessive tightness of the ligaments preventing nutrition from reaching the limb; or by unnecessary application of too much rubbing; or by excessive movement at the wrong time; or by a lack of blood in the patient's body and their overall weakness.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And the treatment for this is to give the patient food to eat and make their heart tender until blood is multiplied in them; administer baths; and introduce joy and happiness to them.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	Then place a poultice on the limb, so that the poultice attracts the necessary nutrients, or continue to rub it with warm water until the nourishment flows and returns to its natural state.
Capitol .xxii.	Chapter XXII.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	On the treatment of broken bones when they are restored crookedly and prohibiting the proper operation for their correction.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When you encounter a limb already restored near the healing of its curvature and prominence at the broken bone and knotting, and it is because of this that the shape of the limb has changed, yet the limb is not prevented from its natural function, therefore you do not need to believe the words of those who think that the limb is newly broken.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	But there are foolish doctors and restorers who have done this in our land; and this operation is highly reproachable, leading to great fear, the sign of which is mortal.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	But if the limp and knotting are recent, then they should be treated with tepid water in which soothing herbs have been boiled, such as the leaves of elder and its roots, and melilot, and similar ones; and an ointment should be made with a mollifying plaster like well-made diachylon; or take the mucilage from the root of the elder and mix it with ground green vitriol or oil of ceramium, and apply it as a plaster; or take fatty figs and crush them with pigeon droppings, and similar medicines named for consolidation.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And sometimes it is dissolved with constant light friction using moistened hands, and the limb should be moved in all directions at all times.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	Here is the translation of the provided medieval medical text into English:
Capitol .xxiii.	Capitol .xxiii.
De sermo en dislocacio.	From the sentence provided:
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e favenir sobre le malaute dolors e lesios grans.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when a dislocation occurs, it is necessary to immediately perforate and reduce it, and do not delay this reduction, for if it is delayed, the area becomes inflamed and it becomes difficult to perform the reduction of the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for this reason, it should not be massaged or stretched during the time of inflammation, because doing so can bring about spasms and pain.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	However, when this occurs, you must prepare for the incision of the patient, and then leave it so that the inflammation can rest; afterwards, the limb should be anointed with warm water and oil, and then it can be reduced easily.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And every limb should be treated so that the memory of its proper place returns to it. 
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And I have already ordered the chapters on dislocation as they precede in fractures; from the part of the body most superior to the one that is lower.
Capitol .xxiiii.	Capitol .xxiiii.
De curacio de dislocacio de la mandibula dejos.	For the translation of the given sentence:
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	So dislocated the two jaws if not treated; and the dislocation of both is done according to one of two ways: that either they are moved slightly from their places and softened a little; or they are dislocated by complete dislocation and fully, during which they are softened at the joint where saliva flows from the patient and cannot be held there nor can he close his mouth, and the tongue of him is wrapped in his words.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	When the dislocation is slight, it often returns by itself with little cause in major cases. 
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	And if the dislocation is complete and entire, then it must be treated with a gentle reduction, and should not be delayed at all.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And it is that the minister holds the head of the patient, and the doctor inserts one finger of his hand into the area of the dislocation of the jaw inside the mouth of the patient if the dislocation is on one side; or he inserts both fingers together, if the dislocation is on both sides, and the other fingers of his hand are outside with which he balances; and he commands the patient to stop moving their jaws and let them go from each side; and the doctor balances the jaw and pushes the jaw until it returns to its place.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction is difficult, and especially if both jaws are dislocated, then administer an evaporation with hot water and oil until a slight reduction of both is made, and do not delay the full reduction of both, as we have said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And then when they are returned and balanced, and the mouth of the patient is closed and not softened, place over them a cloth poultice with cerot, which is made of wax and oil mixed together; and then bind it easily with soft bandages.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And let the patient lie on their back, with their head resting between two bolsters, so that it does not turn to the right or left; and do not force them to chew anything forcefully; rather, let their food be minced meat until such time as the pains have diminished and the jaws are unhindered, at which point they may eat what they wish.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And this should be administered easily, and do not exert pressure around the mouth area regarding eating, drinking, and speaking, until the jaw is unhindered and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if it is difficult to reduce two dislocated jaws when they are displaced at any time and do not return to their proper places, then often fevers and frequent sweating occur, and the patient's belly is greatly distended, and they vomit pure bile.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see this, then you know that it is a sign of deterioration; and often the one to whom this happens dies within ten days.
Capitol .xxv.	Chapter XXV.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	On the reduction of the dislocation of the clavicle and the extremity of the muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration is that the patient lies on their back and extends their arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	And then compress the area with your palm using strong pressure, because it will return.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And then place an ointment and poultice on that area and strengthen it.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May the extremity of that which is sick and continues to be affected not be displaced at any time; therefore, it must be reduced and aligned as we have said and according to what you are prepared to do. 
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And then place over that a plaster, and pillows, and bandages, and command the patient to adhere to tranquility and rest until they are healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And with this method of treatment, the extremity of the muscle is reduced when it is separated from its place.
Capitol .xxvi.	Chapter XXVI.
De la reduccio de la dislocacio del muscle.	On the reduction of muscle dislocation.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the muscle is dislocated in only three ways, one of which is when it is dislocated at the part near the tendon.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is when it is dislocated at the upper part of the muscle, and this happens slowly; it is not dislocated behind by the shoulder; nor is it dislocated in front by the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And it is more frequently dislocated and protrudes at the lower parts of the tendon, especially in those whose flesh is thin, where it dislocates easily; but in those with more flesh, it protrudes with difficulty.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And forcefully impact or fall happens to some people, and the muscle of theirs becomes inflamed with a hot abscess, and it is considered that it has already been dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Therefore, it is necessary that you proceed with this while you are properly positioned over them, and then continue with the treatment of them.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And it is known that dislocation occurs when there are differences in the parts where you feel tremors; so that you can distinguish between a dislocated muscle and a normal muscle, because you find clear differences between them; and at the head of the dislocated muscle, you find a concavity, and at the place where you feel tremors, the touch of the head of the muscle is like an egg, and the patient cannot bring their hand to their ear or move it in any way.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If the foot or its parts are dislocated and you now find a clear touch, and it is not hidden. 
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And of this dislocation, easy reduction is performed when it is fresh and the patient is a child.
