Ayssi comensan las paraulas de Albucasim .	Here is the translation of the given line:
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	Therefore, if the fracture is on the right side, you should insert your left index finger into the patient's mouth; and similarly, if the fracture is on the left jaw, then insert the right index finger; and with that finger, gently push the joint of the fracture inward to align the parts externally, using your other hand to support the external part of the bone; in this way, you properly realign it.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is already separated into two parts, then it is necessary to administer extension from both sides according to correctness until it is possible to align it.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if you encounter the displacement of teeth to disruption, then strengthen those which you hope will remain with a gold or silver wire or cord; and then place cerot over the broken jaw, and then place a doubled cloth over it, and place a properly made splint or a piece of linen as long as the jaw over the cloth; and then bind it according to how your binding is prepared and where you need to apply it until it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	And command the patient to use rest and tranquility, and place their food in sipped broths.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	And if you suspect that the shape has already been altered in some way, then on the third day, be cautious and unbind it; then correct what has already been altered and apply a plaster made with powdered alum, egg white, or flour of squill, after you have removed the cerot from it, and place wool over the plaster.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And then when that plaster is placed and adjusted on it, and the position of the bone is not altered, leave it alone, do not remove it until it is healed and the fracture has strengthened; for often this fracture takes three weeks to tighten.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if swelling occurs again, then administer what we have said multiple times during the patient's sedation until it is healed, and let that swelling be reduced. 
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	And if the fracture is accompanied by a wound, then consider whether it is a piece of bone that has separated or splinters, and you must carefully remove those splinters with what is appropriate for the removal of such debris.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	And if the opening of the wound is narrow, then you should enlarge it with trephination according to the amount needed.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	And then when you have performed those tasks, and nothing unsuitable flows from them, then sew up the wound opening if it is large; and if not, apply one of the plasters suitable for this purpose to promote healing until it is healed.
Capitol .v.	Chapter 5.
De restauracio de la furcula quan es trinquada.	On the restoration of the collarbone when it is fractured.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	Often the collarbone is fractured in front of the muscle, and this fracture can occur in one of three ways.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	For it is either broken, separated, or divided into two parts without any complications; and its restoration is easy. Or it may be such that there are complications, making its restoration difficult. Or it may be that the fracture is accompanied by a wound.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the operation for that case, when the fracture is with a wound, is that you have two assistants present, so that one holds the support and follows the broken collarbone, and the other extends the neck to that part.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then align the fracture with your fingers into the shape that is needed, and it should not be on a small prominence nor in a concavity.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if you need more extension, then you must place under the patient's limb a sphere made of cloth or wool, the size of which should be according to your need; extend and lift the fork and compress the sphere with your hand until you align the fracture as needed.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	And if you cannot pull the end of the fork to the outer parts because it has reached the shoulder, then the patient must be laid on their back, and place a cushion halfway in size over the muscle.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the assistant should press the muscle of the limb below so that the bone of the fork is raised towards the shoulder, and then you correct the fracture and align it with your fingers.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	But if you feel splinters of the fork and they are causing pain, then you must cut over that area and remove those splinters easily.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is retained in the bone, then you should plan an incision on it using one of the incisors that you have prepared for this purpose, since you have already placed the forked instrument called the sturnent, which serves as a clamp; and the sturnent is made of wood or iron, and this is its form:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And it is similar to a spoon, of which this is the concavity; and its width should be according to what you need from it, according to the size or smallness of the bone.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	And let the length of it be as much as is possible for you during the operation; that it have two ends just as you need, and one end be wide and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	And if the disruption of the wound that you have incised when you have extracted the splinter from the bone is wide, and there is a risk of pus formation, then you should approximate the two edges of the wound with sutures.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	And if the disruption is small, or you fear pus formation, then you should fill the wound with cloths and poultices according to the extent of the tear in the wound.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	And if pus does form, then soak a cloth in sweet wine and rose oil and wine, and place it over the area.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	But the fixation of the bone when it is wounded and severed is that you apply a plaster made of ground meal with egg white, and place lion's fat over it, and then place a splint if needed, which should be long enough and its width about one palm; and then place doubled poultices over the splint and the plaster; and then take a thin wooden board whose width is three fingers and length similarly; and then wrap that in cloth, and then wrap that cloth with the board at the site of the fracture; and then apply plasters as if wrapped around, wrapping it from the neck down to where necessary on the patient's limb, and extend it over all parts, and when you fix the bone with proper fixation, this is what should not be hidden from you.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And altogether, the splint above the broken bone should not be loose; and therefore you must see the patient every day, so that when the bandage is softened or you notice the splint already to be loose, then you correct this and strengthen the binding.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	And then place the patient’s head on their pillow, and put under it a small cushion so that during the night the patient's head is elevated on one side; thus, the support of their shoulder is raised along with that side, and therefore the clavicle fracture is lifted by the elevation of the muscle; or have the patient's arm tied to their neck.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And do not remove the bandage unless you encounter pus or an abscess within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	Then renew the plaster if you have seen that its surface has become like this, and adjust it to the constriction, restore it, and leave it until the fracture of the collarbone is restored and coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And it is strengthened and healed according to the method in twenty-eight days, and sometimes in some men, it is done in less time than that.
Capitol .vi.	Chapter VI.
De restauracio de fractura de la spalla.	On the restoration of a shoulder fracture.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The spatula part is broken on the outer side of it, and not through it but only at the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And thus when the area is broken — and it is broken at the middle part of it — and it is not known except by touch, then according to the shape of the fracture, force its preparation and reduce it according to its natural shape in every manner of skill that is possible for you.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	And then apply powder of ground meal mixed with egg white and lion's wool over the area; then place a layer of doubled cloth; and then cover it with a thin piece of linen according to the quantity of the entire spoon or somewhat more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	And if the thin piece of linen leaves a depression in any part of the spoon area, then fill that depression with lion's wool, and then raise the linen accordingly to make it level.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	And then strengthen it with a long bandage applied tightly and secure the thin piece of linen so that it does not move from its position.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	And examine the bandage each day; whenever it becomes loosened, apply another layer and tighten it, and adjust the thin piece of linen if it has moved from its position.
E jagua le malaute sobre le sieu latz sa.	And turn the patient onto their side.
E la spatula es restaurada en xx dias o en .xxv.	And the spoon area is restored in twenty days or twenty-five days.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	And therefore, when this number of days is completed, then you remove the bandage, and be sure to know that this involves bones whose beginning is not feared nor their dissolution.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you process from the site of a bone splinter and place the chain there, then you cut into it, remove it, and proceed as we have said in the fracture of the clavicle: cauterize if an abscess occurs here.
Capitol .vii.	Capitol .vii.
De restauracio de la fractura del pietz.	For the restoration of the fracture of the foot.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	When the foot sometimes breaks in the middle and it heals slowly; however, the ends heal and are joined together.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And of the accidents when the middle is broken, it declines into the internal parts and causes great pain, difficulty in breathing, coughing, severe fever, and vomiting blood; and it is evident in the cavity where the bone is fractured and not hidden to the senses.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	And the restoration of him is that the patient should be laid on his back, and place a cushion between his shoulders; then press on his muscles, and align his ribs with both hands, and be delicate in the operation and in the adjustment according to every possible manner that suits this, until the bone returns to its proper shape.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	And then place an ointment and lint over him, and cover it with a thin cloth of sage or calendula or something similar in lightness, as you wrap that in cloth; then be delicate in laying that on the broken bone so that it is not damaged; go around with the bandage according to the roundness of the back several times, and tighten that with a proper binding; then monitor the bandage at all times, and when it loosens, tighten it.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if necessity arises from corrosion or irritation, or pain, or an abscess that may occur in the area, then you should care for it by loosening and removing the bandage and eliminating the ointment, and correct whatever happened due to this using methods of healing him; then reapply the ointment if needed for that purpose; and adjust the binding until he is healed.
Capitol .viii.	Capitol .viii.
De restauracio de las costas quan son trincadas.	For the restoration of the ribs when they are broken.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Sure, here is the translation of the given sentence:
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And knowledge of it is not hidden from the senses; therefore, an investigation should be done with the mentioned methods. 
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration is such that you equalize the fracture with the mentioned methods as possible, so that it is aligned correctly, and then plaster and strengthen the broken bone with a splint, if needed.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs is penetrating inward, then it causes severe pain and puncturing in the patient, just as a puncture wound occurs in one who has been stabbed, and because of this, the bone pierces the membrane; and it leads to difficulty breathing, coughing, and vomiting blood; and this condition is difficult to cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	And already the ants are engineered in such a way with many engineered parts.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And among these things it is said: one must prevent the patient from consuming foods that cause inflammation and flatulence, so that the belly does not become swollen and extended, and the fracture is not pushed outward.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	And let us take care of this so that it does not easily cause the formation of an abscess, if it has not already happened; and if it has already occurred, then it helps with this.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And some of them said that a suction cup should be applied and then sucked strongly; it seems reasonable, but nevertheless it is feared that the suction cup might draw the excess substances to the area due to weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	And some of them said: the area should be covered with wool that has already been soaked in oil, and pillows should be placed between the ribs until it is filled, so that the binding is as when you wrap around that second roundness; then the patient should be treated with a cure for pleurisy using food and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if the patient suffers from severe constriction that is not tolerated, and the bone pierces the membrane with a puncture, we are concerned about the patient; therefore, it is necessary to incise over the area, expose the broken rib, and then place an instrument over it that holds the spine stable, remembering which one precedes, so that we can cut the bone easily and extract it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And then we bring together the two edges of the wound, if it is large, with stitching, and we treat it with plasters until it heals.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if you encounter an abscess inside, then apply and soak pillows in oiled rose oil and place them over the area, and treat the patient with what is necessary for the internal abscess.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And let him lie on his side on which he sleeps until he is healed.
Capitol .ix.	Chapter IX.
De restauracio de fractura del spondil del dos e del col.	On the restoration of fractures of the spine and the neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Sometimes fractures occur in the bones of the neck, and similarly to their articulations, and likewise in the vertebrae of the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And when this happens to someone and you want to know if they will be healed or not, then consider, for if their hands are already softened, stunned, and lifeless, and cannot move them nor extend nor stretch them, and when you press them with your fingers or pierce them with a needle and they feel no pain, then you know that they will not be healed, and in the days of such conditions, it is fatal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you feel swelling and notice constriction with the fingers and pricking, then know that the bone marrow is safe and that you will heal the patient with treatment.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if it appears similar in the vertebrae of the neck and you want to know if it will heal or not, then consider the feet of the patient.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	And if you see that they are already softened, apply to those what is applied to the muscles, and then when he lies on his back, there is windiness and involuntary discharge, and sometimes he turns onto his back and wants to urinate but cannot, then you know it is mortal, and thus do not labor in his treatment.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if none of those causes apply, the cause is better and lighter.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the treatment is to apply a sedative to the abscess by placing olive oil or rose oil, or boiled hen eggs, on the affected vertebra; place this on it several times a day until the abscess is sedated.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And now apply one of the comforting and stimulating plasters, and bind it tightly with a bandage; and command the patient to rest and stay calm and not to sleep on the painful area until they are healed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if you happen to scrape the bone surface or any cause that has already separated it from the flesh, then it is necessary to dry out the wound and remove that piece of bone; then bring together the two edges of the wound with a suture if it is large; then treat it with some flesh-generating ointment until it is healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	And if the rear part of the bone in the buttocks is broken, which is the end of the thigh bone, then you must insert the thumb of your left hand into the buttock and align the broken bone as much as possible with your other hand according to the principle of equal pressure; then place a plaster and splint over it if those are needed, and finally secure it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you feel fractured flesh in it, then you should incise over that area, remove the fractured part, and treat the wound with the previously described treatment until it is healed.
Capitol .x.	Chapter 10.
De restauracio de la ancha.	On the restoration of the ankle.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the ankles are often broken, and when they break, the fracture is usually a communication at the ends of those bones and extends lengthwise, inclining inward toward the center; the patient feels pain in that area and puncture sensations, and the leg becomes numb when fractured.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the restoration of it is that you extend your hand over that area which is above the fracture, which is the shape of it.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	And if the fracture is only at the extremity of it, then you should align that according to what is appropriate for setting, so that it resembles its natural form.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	And if the fracture is in the spine or has already declined to the lower parts, then you should have the patient lie on their stomach while you prepare the restoration of that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And then, once you have aligned that, place a plaster over it, and then place a splint of wood or a bandage over that, and secure it tightly so that there is no concern of puncture from the fracture nor displacement of the splint.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	And align the concavity by filling it so that it takes on a tight form according to equality, and command the patient to sleep on their back or on their side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	And if an inflammatory swelling occurs, then you should stop the extension and restoration of it until the inflammatory swelling is reduced, and apply something to reduce that swelling as previously indicated; then proceed with the restoration, securing it as appropriate.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if it happens that the bones are splintered or broken, then you treat them.
Capitol .xi.	Chapter XI.
De restauracio de la fractura del adjutori.	For the restoration of the fracture of the auxiliary [bone or limb].
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	Helper is that which is between the thigh inner to the head of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is broken, then the restoration of it can be done in one of two ways, of which one is that you take flat wood of medium thickness according to this form:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And let there be two ligaments at the two ends, and then let it be suspended from a high place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And place the patient on a seat; then extend their broken arm over the wood until it reaches the tip of it at the middle point where the curvature of the wood is attached.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And then suspend something heavy over that, or the servant should stretch it at the ends; and then the doctor should hold the fracture with their hands together until the fracture returns to its proper position.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other method is that the patient should lie on their back and suspend the arm with a ligature from the neck; then command two servants, one of whom holds above the fracture with their hands, and the other holds below it; and each of them stretches their respective end.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want the extension to be stronger, then you pull on the fracture with one bandage and on that [fracture] with another bandage, and each of the two assistants extends their respective parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	And therefore, if the fracture is near the end of the muscle, then it must be that half of the ligament is placed over the tendon and the other left below the fracture by the knee.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	And similarly, if the fracture is near the knee, then it must be that a bandage is placed over that area and over the knee.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Apply that with ease and perform the work, then when it is properly aligned as needed and applied correctly, strengthen that area if an abscess does not occur.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	But if an abscess does occur, then release the binding by the seventh day, and place on it wool soaked in vinegar and rose oil until the abscess heals, and then strengthen that area.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And the method to strengthen that area is to place a plaster over the fracture, then put a bandage of clean cloth over the plaster; then adjust the arm on that support, and place your open hand over their muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	And place the cloth and strengthen over the support the arm so that the arm is in a stable position, unless any cause from the broken bone prohibits this.
E lahoras usa de stelhas.	And now use splints.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And it is that you place over the fracture that splint which is more oblique and stronger than the other splints; and place between each splint the width of a finger, and let the length of the splints be according to the break with an addition of three fingers on all sides.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	Then secure the splints with the binding that I mentioned at the beginning of the chapter.
