Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another method for making a poultice that you apply to fractures and sprains: take myrrh and add white marshmallow, each by weight of ten drachmas; of frankincense and aloe vera, each by weight of five drachmas; of acacia, six drachmas; of Armenian bole, twenty drachmas.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	All shall be crushed in a mortar with great care, and they shall be sifted, and they shall be mixed with water or egg white and then administered.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	Method for making a poultice for joints and bones that are out of place, which causes pain in those areas as well as fissures and fractures: take clean wool, soak it in sweet wine and boiled oil, and place it over the affected area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	However, in this poultice, there is no virtue of restoration; rather, it is meant to cauterize and properly expel the pain.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another method for a plaster that restores broken bones: take the bark of a fig tree and the bark of wild poppy; grind all of them together and make a plaster from them.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	Method of a short plaster administered for the restoration of bone fractures and when you want resolution of the remaining abscess: take roots of elder, chamomile, and flowers of violets, flour of iris, all in equal parts; let them all be crushed and mixed with wine, if the member is not inflamed.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	And if it is inflamed, then soothe it with coriander water or with water and oil of it.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another method of plaster stronger in resolution than this first one, when you encounter a hard abscess and need the restoration of the limb: take roots of coltsfoot and seeds thereof, and hawthorn, sweet clover, marjoram, violet flowers, camomile, all in equal parts and well mixed; all should be crushed and steeped in sage water or fresh water or wine, all according to the quality of the limb and the color condition of it.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	May Hippocrates not say in his book that it should be placed on the fractured limb for its restoration, but rather a salve made of wax and oil, and nothing else; and he recommends that it be intermediate between thickness and fineness.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	May it be observed in Gaul that they place on the broken limb for its restoration and the causes which are drying with a little heat, such as myrrh, resin, and similar substances to those causes we have mentioned.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	Method of plaster that alleviates injury and pain: take mastic, chickpeas, human placenta or dove droppings, coltsfoot, and salt, all in equal parts; they should be crushed, sieved, steeped, and then made into a plaster.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	And the quantity according to which the binding should remain and then be loosened is that you consider if it is not an accidental pain or a sharp pain nor is the bone broken or dislocated, then you do not loosen for many days.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	And if you encounter a place with intense pain or swelling, then you should bind or loosen that area immediately, and remove the plaster from it.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	And take linen cloth and marine sponge wetted with water, and submerge that in tepid water, and wash the area until the swelling subsides and the pain is soothed; then let the limb rest for an hour; then place upon it wool soaked in sweet wine and oil or ointment, and bind it over for a night until you are sure there is no danger of abscess, and that the inflammation of the limb has ceased, and the pain is alleviated.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	And then apply that gentle binding and a small plaster without making it as tight as your first constraint, and do so gently until it is healed.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	And if you find that the abscess and the hardness and the pain and the inflammation and all the symptoms have been entirely alleviated, and there is no longer a need for plasters and bindings, then you should repeat the process in the same way as you did at the beginning.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o vii; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	And if you do not encounter any of the causes we have mentioned in the limb, then do not loosen it but wait for three or four or five or seven days; and sometimes this is left for twenty days according to what appears to you regarding the loosening of the limb, as we have said, until the fracture adheres, and approaches the coagulation of the flesh over it.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	And now adjust more in the constriction than in your first constriction overall, and adjust according to the swelling of the food of the patient, as it is preceded by the recollection of him.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	If you see the location of the fracture already dry and exhausted more than it should be, then know that nourishment is prohibited from reaching there; therefore, foment that area with lukewarm water continuously while you dress it; and this should be done for all three days; and ease the tightness a little, and by this operation, nutrition flows to the limb, and it heals gently.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	However, what those unskilled restorers of a fractured limb do otherwise when it is not restored at the beginning as it should be, and is restored with deformity, is an error according to their operation, causing great fear; if this were corrected, the Ancients would have expanded on this in their books and acted accordingly.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	And I have not seen any of them do this, which is why it is more reasonable that this should not be done.
Capitol segon: De fractura quan accideys en le cap.	Chapter second: On fractures when they occur in the head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	The types of fractures are many, and their forms are diverse, and the causes are distinct. Some fractures are caused by the impact of a club, where the impact crushes all the bone inside the skull, which is left as bone, just as this happens to a tree trunk; therefore, this type is called ascial. Or the club incises some part of the bone and cuts into the flesh but does not penetrate through to the back side; this kind of fracture is called levatio absoluta.
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	And the harm from these two fractures is either great or slight, and of a fracture that is comminuted or impacted; and the cause of it is percussion with a blunt object or falling on stone, and similar causes.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	And this fracture either is penetrating and approaches the periosteum which is beneath the bone; or it is on the surface of the bone, and the severity of these two fractures can be great or slight.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	And regarding fractures, it is displaced in the bone, in the subtlety of small hairs, and thus this type of fracture is named capillary.
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	And it is a fracture that is caused either by a fall or by the impact of a stone and similar objects, which causes some fragments of the bone to enter the inner parts, and it occurs in the concave area, just like when you strike the tiles on a roof and they break with their shards entering inward.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	And this is particularly done in bodies of moist bones, such as infants' heads.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	And thus to all these types of fractures, they apply weights such as separate stones.
E yeu vindre am reremoracio de tot aquo en son loc.	And I will return to all this with further explanation in its proper place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	And know all these types of fractures by detection on them and by inquiry into their attempts and the presence of corrupted flesh that is over them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	And the capillary type is known by what is discovered on the bone, which is cleaned and wiped over with cloth, for the fracture appears black.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	In the treatment of fractures, first consider the symptoms of the patient, and if you see by the symptoms that they indicate manifestly dangerous signs such as vomiting from anger, stretching, loss of understanding, loss of voice, fainting, acute fever, discharge from the wounds and inflammation around them, and similarities to these symptoms in severe conditions, then know that healing is not possible.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	And if you face uncommon accidents and hope for recovery, then you begin the treatment of him.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	Which means that if the injured person comes to you at the beginning of winter while they are still injured, then you must study the setting of the bone before the fourteenth day according to all dispositions.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	And if it is during the days of summer, then you must take care to set the bone before the seventh day, because what is left in the bone may be corrupted by pus, and accidents that we have recounted may occur.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	And if the fracture has already penetrated to the pus covering the brain and is in small fragmented and gritty pieces, then you must incise the fragmented and gritty parts, as I will recount to you.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And you shave the head of the injured patient, and expose the bone according to your custom and method as much as possible based on the nature of the injury, making it light for the patient.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	And if you encounter difficulties in the detection of the bone, such as blood flow or an abscess requiring cautery, then you should intervene with what is necessary, which is to fill the area with cloths soaked in wine and oiled with rose oil, and allow the wound to rest until the abscess is calmed, and ensure that the blood flow stops; then proceed with the reduction of the bone and its proper positioning.
E aquo sia segon una de dos manieyras de operacio.	And this should be done in one of two ways of operation.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	And one method is that you incise the bone with a straight grooved incisor, and this is its form: And then apply another incisor like this one, slightly more to the side than the previous one; and this is its form.
E aprop administra mays le inscissori pus lat que·l segon.	And then apply another incisor further to the side than the second one.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	And it is necessary that you have various incisors of different kinds, some of which are wider apart than others; and some of them are shorter than the others and are sharp at their ends, and they should be made of Indian iron or steel.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	And use them easily during the percussion on the incisors so that the head does not become blunt and remains sharp.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is strong and hard, then you must perforate around it before applying the incisors with the drills, which are called non-deepening drills.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	And they are called this way because these drills do not reach the end of the bone but only get close to it; thus, the drill has a rounded end or edge on top, with its sharp head resembling a small margin or circle, which prevents it from being submerged and passing through the thickness of the bone.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	And it is appropriate that you take many of these needles, each of which should be suited to the sharpness needed for each bone; among them there should be one at your disposal for all parts of the skull, with its end being sharp, and the length and brevity should be according to the degree of sharpness needed for this part.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	And this is the form for three types of needles: The quality of piercing around the broken bone is that you place the needle on the bone and rotate it with your fingers until you know that the bone has been penetrated; then move the needle to another location, placing it so that the distance between each puncture is about the width of a finger or thereabouts.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	Then cut with the incisor between each fracture of the bone, making as fine a cut as you can at the end where it is loose, as we have said, until you clear out the bone, either by hand or by using other tools that you will prepare for this purpose, such as tongs and fine forceps.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And you must be careful with all caution that the incisor does not touch any part of the spine.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And therefore, once you have circled the perforated bone, and it will be separated from the chip if it continues with it, and you will extract that, scrape and equalize that on the roughness of what is in the bone using another instrument similar to a chisel, but however it must be more tenon-like and subtler than other chisels.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	And if any small and brittle parts of the bones remain, then take those easily with what you must use from the instruments; then treat the wound with lint and ointments which we have mentioned.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	And the other method of operation is lighter, farther from fear, which you dissect Gualia and open with great caution; and this is what he says: it is necessary for you at the beginning to begin uncovering the part of the bone in the place where the fracture is most forceful and most apparent, such that when you have uncovered that part and have placed under it the extremity of this gentle and happy instrument of which this is the form:
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	And here is the translation line by line:
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	And then strike on the incision of one part with a small hammer between which you cut through the entire bone so easily as it is turned, and be sure of the periosteum that no accident happens to it in any way, and even if the medic was the most foolish of all men and the most ignorant among them; certainly, and even if he were asleep.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	When if any fragment attached to the bone of the abdominal region in some places of the bones, cut that part with the sharp end of a lens-shaped instrument, and remove it easily, for it is removed without harm and without fear.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	And if the fracture of the bone does not penetrate into the subcutaneous tissue, and what is severed or remains of the bone is its surface, and roughness and subtle splinters remain in it, then you must scrape away that roughness and eradicate those splinters with fine razors which you have prepared in various quantities so that you can apply them in all the most appropriate places for their use and the most precise ones according to where your operation on that broken bone and its shape requires.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	And you must use the coarsest of those razors at the beginning to scrape the bone, and then gradually use the finer ones, and do not stop doing this continuously until you administer the finest and most subtle of all those razors.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	And in each of the other small capillary and subtle fractures, you must administer treatment according to what you determine is necessary for the correction of it.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	And it is important to note that not all who have studied this art are equally skilled or reliable in its practice.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And we have demonstrated this on large fractures as well.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	And if the panicle is extracted when you eradicate the bone, then it is necessary that you take cloth according to the amount of the wound, and submerge that in oiled rosewater, and place that over the opening of the wound; and then take another folded or tripled cloth and submerge it in wine and oiled rosewater and place that over the first cloth, making this as gently as possible so you do not harm the tissue; and then apply a linden leaf remedy on top, and do not tighten that beyond the amount necessary for the size of the wound.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	And leave it with this treatment for one or two days until you are sure of the safety from abscess; then remove that and subsequently administer medicines which have excessive drying properties, such as flaxseed and wheat flour, and powder of rushes and aristolochia, and similar substances.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	And it is that you should make these medicines into a powder that is sprinkled over the wound when they are dry; and generally, apply to it any medicine whose property is to cleanse without irritating.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	And be careful according to your skill that the wound in your treatment is clean; and there should not be any deafness of pus or other corruption; nor should you allow virulence to accumulate in it; for when it is applied over the brain panicle, it corrupts that and harms it, leading you to cause a malignant evil to the patient.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	And you operate on the skull, as it is modified by the bone and especially when the care of it is neglected, and there is blackness on its surface; therefore consider now if these accidents happen to the patient that we have mentioned, know that it is harmful in every way.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas iii, e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	And if no blackening occurs except from the medicine that is placed upon it, and it is due to that medicine causing such blackening, then you must take one part of honey and three parts of rose oil, and with those anoint a cloth, and then place that over the wound; and then treat that with the healing spices as befits until it is healed.
Capitol .iii.	Chapter III. 
De restauracio del nas quan es trincat.	For the restoration of the nose when it is broken.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	Know that the nose is not broken into more than two main parts, or one of those halves may be cartilaginous, because there are two bones in it, and the part that is cartilaginous does not break; thus, you only encounter friction, twisting, and sinuosity.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	If one of the two parts of the nose is broken, then you must insert your little finger into the inside of the nostril and align that fracture within with your index finger, while using your thumb from the outside to return the nose to its natural shape.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And this should be done easily by you, and be careful not to cause additional pain to the patient through your procedure.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	And if the fracture is in the upper main part of the nose, and your finger cannot reach it, then it should be aligned using the tip of a probe that has a small thickness.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	And if the fracture is in two parts, then you should treat it accordingly. 
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	And treat with restoration of the patient on the first day of the fracture, if possible; and if not, then around the seventh or tenth day, you should rest from the abscess cauterization.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	And then insert into the end of the nose a strip of linen cloth if the fracture is in one part, or use two bandages if the fracture is in two parts, and let the bandage be thick enough to fill the passage of the nose.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	And some of the ancient restorers say that the bandages should be dipped in pitch and changed throughout the day, but I do not agree with this; instead, it is better that the strip be soaked in egg white mixed with ground meal; then leave the bandage on until the bone is set and the cartilage has hardened.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	And sometimes a strip of goose fat wrapped in linen cloth is inserted into the nose instead of a bandage; this is used when the nasal fracture is severe and to ensure that the patient's breathing is not obstructed.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	And this method is not necessary for you; if you wish, do this, and if you prefer, use bandages.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	And if swelling occurs again, apply a poultice to the nose with wax or fat mixed with sweet wine and rose oil, or use diachylon (a type of plaster).
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	And if you do not apply cautery to the abscess, then it is necessary to cover that area externally with flour of fenugreek and powder of crushed violets mixed with egg white; and then place a lion's foot (a type of herb) over it, and do not unseal its nose for any reason.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	If the bones of the nose are fractured or comminuted, then you must incise over them and extract the fragments with instruments suitable for that purpose; then close the wound and treat it with substances that promote healing and consolidation, and with plasters appropriate for this condition.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	And if there is an inflammation inside the nose, then you must treat it with cauterization and administer lead tubes until it is completely healed.
Capitol .iiii.	Chapter IV.
De restauracio de la mandibula quan es trincada.	On the restoration of the jaw when it is fractured.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the fracture is not inflamed, then observe if the fracture is only on the outer side and has not been split into two parts nor bent inward; in this case, the treatment is simple.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And therefore, if the fracture is on the right side, you should insert your left index finger into the patient's mouth; and similarly, if the fracture is on the left jaw, then insert the right index finger; and with that finger, push the joint of the fracture inward easily to the outer parts, using your other hand on the outer part of the bone; in this way, you properly align it.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is already separated into two parts, then you must administer extension from both sides according to straightness until it is possible to align it.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if you encounter the displacement of teeth to disruption, then strengthen those which you hope will remain with a thread of gold or silver or wax; and then place cerot over the broken jaw, and then place a doubled cloth over it, and place a well-made pad or a piece of sole leather equal in length to the jaw over the cloth; and then bind it according to how you have prepared the bandage for it and apply it appropriately until it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	And command the patient to use rest and tranquility, and give them food that is easy to digest.
