Praefatio.	Foreword.
Si ergo accidit aliquid ex illis, tunc oppone ei cum eo quod oportet, usquequo sanetur, si Deus uoluerit.	If therefore something happens from those things, then oppose it with what is suitable until he is healed, if God wills.
De fractura ossium Pedis, et Digitorum.	On the fracture of foot bones and toes.
Caput XVIII.	Chapter 18.
Calcaneo quidem non accidit fractura penitus.	Indeed, a fracture of the heel bone does not penetrate deeply.
Ossibus uero Pedis accidit quandoque fractura, et Digitis parum etiam accidit fractura: et non accidit eis nisi attritio in pluribus dispositionibus.	A fracture of the foot bones sometimes occurs, and a slight fracture also occurs to the toes; and it does not occur to them unless there is grinding in many settings.
Quod si accidit ossibus Pedis fractura, et uides illa ossa sublimari super se adinuicem, tunc ponat infirmus Pedem suum super terram praeparatam, sicut ambulans.	What if a fracture of the foot bones occurs, and you see those bones raised above each other upon meeting, then the injured person should put their foot on the prepared ground, as one walking.
Deinde sta tu, et pone Pedem tuum super illud quod eleuatur ex illis ossibus: postea preme, uel calca eam: et aequa ipsam, donec redeat in locis suis.	Then stand there, and put your foot on what is elevated from those bones; afterwards press or tread on it, and make it equal, until it returns to its places.
Deinde pone emplastrum, et stuppam desuper: et pone sub uentre Pedis tabulam paruam, cui sint duo capita plana.	Then put on a plaster, and padding above; and place under the sole of the foot a small board, which has two flat heads.
Deinde stringe eam cum Pede strictura decenti, postquam tu inuoluis eam cum pannis, et reliquis quibus indiget.	Then bind it with the foot by a suitable strapping, after you have wrapped it with cloths and other things which it needs.
Cum ergo praetereunt ei tres dies, aut quatuor, tunc solue ligamentum.	When therefore three days or four have passed, then loosen the bandage.
Nam tu inuenies ossa aequata, siue sint fracta, aut sint dislocata.	For you will find the bones equal, whether they were fractured or displaced.
Operatio ergo in eis est, sicut uides.	The treatment therefore is in these things, as you see.
Si autem franguntur aliqui digiti, tunc restaura eos, et aequa ipsos secundum quod narraui tibi in restauratione digitorum manus.	If some toes are broken, then restore them, and make them equal according to what I told you about the restoration of fingers on the hand.
Deinde pone digito tuo astellam secundum longitudinem digiti, et sit latior eo parumper: deinde pone sub Pede hanc tabulam quam narraui tibi, et stringe eam strictura decenti.	Then put a small stick on the toe according to the length of the toe, and let it be slightly wider; then place under the foot the board that I told you about, and bind it with a suitable strapping.
Si uero quod frangitur ex ossibus est duo, aut tria, aut plus, tunc pone super omnem digitum astellam suae quantitatis, inuolutam in panno lini: et stringe tabulam in inferiori Pedis: et sit stans super unum capitum tabulae extra uentrem Pedis, ut teneat retentione bona.	If however what is broken from the bones is two, or three, or more, then put on each toe a small stick of its own quantity, wrapped in a linen cloth: and bind the board to the lower foot; and let it stand on one head of the board outside the belly of the foot, so that it holds with good retention.
Et conuenit tibi, ut non obliuiscaris, quin consideres omnia quae dixi tibi in reliquis fracturis ex accidentibus quae diximus: et oppone omni accidenti cum eo quod oportet.	And it is fitting for you, lest you should overlook, to consider all that I have told you about the remaining fractures from the accidents that we have mentioned; and to oppose each accident with what is suitable.
¶ De fractura Vuluae mulieris, et ossis pectinis, et uirgae uiri.	About the fracture of a woman's pubic bone, and the ossicle of the quadriceps muscle, and the rod of a man.
Caput XIX.	Chapter 19.
Quando frangitur Vulua mulieris, tunc fac eam sedere quadratam.	When the pubic bone of a woman is fractured, then have her sit squarely.
Deinde inclina eam ad partem dorsi ipsius parumper, et teneatur retro.	Then incline her towards the dorsal part of her own hip, and let it be held back.
Deinde impleat obstetrix Vuluam eius coto, donec impleat eam: et fiat in Vulua ex eo sicut sphera.	Then fill the cavity of her pubic bone with lint, until it fills it; and let it become spherical in shape within the pubic bone.
Deinde concutiatur mulier, et eleua dorsum eius paulatim.	Then the woman is shaken, and her back is elevated gradually.
Illud enim cotum egreditur, donec fiat ante portam Vuluae sicut sphera, et os fractum redit.	For that cavity emerges, until it becomes a sphere before the gate of the pubic bone, and the broken bone returns to its place.
Deinde pone puluillum super dorsum eius.	Then put a small cushion on her back.
Quando ergo uult mingere, remoueat cotum cum facilitate, deinde mingat: et reduc ipsum secundum modum, quo intromisisti ipsum in primis: deinde redeat ad puluillum suum primum.	When therefore she wants to urinate, remove the cushion with ease, then let her urinate; and reduce it according to the method by which you first introduced it; then let it return to its original small cushion.
Faciat illud septem diebus, aut circiter, os ipsum enim restauratur.	Let her do that for seven days, or around that time, for the bone itself is restored.
Et si uis, accipe uesicam ouis, et stringe super foramen eius cannulam arundinis, et intromitte uesicam totam in Vuluam eius.	And if you wish, take a bladder of a goat, and tie above its opening a tube of reed, and introduce the whole bladder into her pubic bone.
Deinde suffla in cannulam cum uirtute, donec infletur uesica intra Vuluam, fractura enim redit.	Then blow into the tube with strength, until the bladder is inflated within the pubic bone, for the fracture returns to its place.
Deinde impleatur cum coto, et stet aliquot diebus, secundum quod narrauimus, donec sanetur.	Then fill it with lint, and let it stand for several days, according to what we have narrated, until she is healed.
Et quando frangitur os Pectinis uiri, aut mulieris, tunc administra in restauratione eius, et ipsius aequatione illud quod narrauimus in osse Anchae.	And when the quadriceps bone of a man or woman is fractured, then administer in its restoration, and adjust it according to what we have narrated for the ankle bone.
Et non occultatur rectum in his fracturis propinquis, quae parum contingunt, praecipue cui est quiddam studii, uel usus.	And it is not hidden that there are fractures nearby which touch hardly anything, especially when there is something of a study or use.
Et intellige librum meum istum multum, quoniam fractura ipsa significat tibi in pluribus dispositionibus uiam rectam in restauratione sui, et strictura sui: intellige ergo.	And understand my book thoroughly, because the fracture itself shows you the right way in many arrangements for its restoration and alignment; therefore, understand.
In Virga autem uiri quando frangitur, accipe guttur anseris: et intromitte uirgam in ipso.	When a branch of a man is fractured, take the gullet of a goose: and insert the rod into it.
Deinde pone super ipsum inuolutionem ex panno, et inuoluatur, et dimittatur tribus diebus, aut circiter eos, et sanabitur, si Deus uoluerit.	Then put a dressing made of cloth over it, and it is dressed, and left for three days or around that time, and it will heal, if God wills it.
¶ De restauratione fracturae ossium, quando est cum uulnere.	On the restoration of fractures of bones, when there is a wound.
Caput XX.	Chapter 20.
Conuenit ei cui accidit fractura cum uulnere, praecipue si est magnum, sicut os coxae, aut adiutorii, aut simile illi, ut properes, et phlebotomes ipsum statim: si attestantur tibi conditiones phlebotomiae, sicut praemisimus.	It is fitting for one who has suffered a fracture with a wound, especially if it is large, such as the hip bone or the adjacent ones, that prompt and phlebotomists attend to him immediately: if the conditions of phlebotomy are suitable, as we have previously mentioned.
Quod si uulnus effluit sanguinem, tunc oportet, ut properes ad abscisionem eius, ita ut puluerizes super ipsum zegi tritum: si non est tibi praesens aliud.	If the wound flows with blood, then it is necessary to apply a poultice of crushed zegi powder on it immediately; if you do not have another remedy present.
Deinde incipe restaurare fracturam in illo eodem die: et non postponas illud, si non accidit apostema.	Then begin to restore the fracture on that same day: and do not put it off, unless an abscess occurs.
Si uero accidit apostema calidum, tunc dimitte restaurationem eius usque ad diem nonum, donec sedetur apostema.	If a hot abscess occurs, then cease the restoration until the ninth day, until the abscess subsides.
Et non appropinques ei in die tertio, et quarto omnino, nam tu faceres ei accidere accidentia mala.	And do not approach him on the third and fourth days at all, lest you cause bad accidents to happen to him.
Si autem os fractum est eminens super cutem detectum: tunc oportet, ut coneris reducere ipsum, et aequare ipsum manibus tuis cum facilitate et extensione parua.	If the fractured bone is prominent above the detected skin: then it is necessary to try to reduce it, and to adjust it with your hands using gentle and slight extension.
Si autem non praeparatur extensio eius, et ipsius aequatio manibus tuis: tunc reduc ipsum cum isto instrumento.	If the extension of it is not prepared, and its adjustment with your hands: then reduce it with that instrument.
Et est instrumentum quod fit ex ferro, cuius longitudo est quantitas septem digitorum, aut octo: et eius latitudo est secundum quantitatem uulneris.	And there is an instrument made of iron, whose length is the measure of seven fingers, or eight; and its width is according to the size of the wound.
Et propter illud necesse est medico, ut accipiat ex eis tria, aut quatuor secundum quantitatem qua indiget ad illud ex curatione in omni specie fracturae.	And therefore it is necessary for the doctor to take three or four of these according to the size that is needed for that cure in every type of fracture.
Et sit rotundum: et sit in eo grossitudo parua, ut non duplicetur apud compressionem super ipsum in hora operationis: et sit acutae extremitatis, cui sit margo in extremitatibus suis.	And let it be round; and let there be a small thickness in it, so that it is not doubled over itself during compression at the time of operation; and let it have an acute extremity, which has an edge at its extremities.
Et sit superius eius ad grossitudinem ex medietate eius usque ad inferiora.	And let its upper part be thickened from the middle of it to the lower parts.
Et haec est forma eius.	And this is its form.
Oportet in Hac Operatione, ut ponatur extremitas eius acuta curuata super extremitatem ossis eminentis: et impelle ipsum cum eo uice una, donec quando redit os et aequatur quadam aequatione.	It is necessary in this operation that the acute curved extremity of it be placed over the prominent bone extremity; and press it with it so unitedly until, when the bone returns and is adjusted by a certain adjustment.
Conare ergo aequare extremitates fracturae adinuicem.	Therefore, adjust the extremities of the fracture to each other.
Quod si extremitates eius fracta est subtilis, et non accipit eam instrumentum accaeptione bona, tunc opotet, ut incidas extremitatem illius ossis, donec instrumentum potestatem habeat eius.	If the extremity of the fracture is subtle and does not receive the instrument with good reception, then it is necessary to cut into the extremity of that bone until the instrument has power over it.
Si uero non potes reducere eos cum eo quod narrauimus omnino, tunc incide ipsum cum eo quod conuenit ei ex Incisoriis quae diximus: aut serra ipsum cum una serrarum quocunque modo possibile est tibi.	If indeed you are not able to reduce them with what we have narrated altogether, then cut into it with what is convenient for it from the incisions that we have mentioned; or saw it with one of the saws in whatever way possible for you.
Deinde rade illud quod remanet in osse ex asperitate et corticibus minutis.	Then rasp what remains in the bone from roughness and small cortical layers.
Cum ergo reducitur os, et inuenit infirmus post reductionem eius dolorem uehementem laedentem, tunc scias, quod os non rediit ad locum suum naturalem.	When therefore the bone is reduced and finds weakness after its reduction, then know that the bone has not returned to its natural place.
Fac ergo illud.	Do it therefore.
Nam tu confers infirmo iuuamentum magnum, cum completur restauratio tua quam facis ossi.	For you bring great relief to the weak, when you complete the restoration that you make for the bone.
Tunc submerge pannum in uino stiptico, nigro.	Then soak a piece of cloth in wine, black.
Et proprie si est in aestate.	And it is especially so in summer.
Et non ponas super uulnus caerotum, neque aliquid in quo sit oleum: ut non faciat accidere in ipso putredinem et corruptionem.	And do not apply it to an ulcerated wound, nor anything in which there is oil, so that it does not cause putrefaction and corruption.
Deinde administra astellas in hora complementi tui a restauratione ossis.	Then administer the remedies at the hour of your complete restoration of the bone.
Et dimitte uulnus detectum: ita, ut incidas cum forficibus foramen in inuolutionibus secundum quantitatem uulneris.	And reveal the detected wound: thus, that you may cut with forceps a hole in the bandages according to the size of the wound.
Et caue omni cautela, ne stringas uulnus cum fractura.	And take every precaution, lest you constrict the wound with a fracture.
Multotiens enim fecerunt istud stolidi medici: et fecerunt accidere super infirmos suos aut mortem, aut corrosionem, aut zuchem, id est, saniem.	For many times foolish physicians have done this: and they have caused to happen to their weak patients either death or decay, or ulcers, that is, sanies.
Et sit strictura tua mollis, lenis, diuersa stricturae fracturarum reliquarum.	And let your constriction be soft, gentle, and diverse from the constrictions of remaining fractures.
Quod si uulnus est malum, aut est uulnus magnum, et times super ipsum quaedam accidentia mala quae narrauimus, et inuenis dolorem in loco suspensum: tunc non oportet, ut ponas super ipsum astellas.	For if the wound is bad or it is a large wound and there are certain evil accidents that we have narrated, and you find pain in the suspended place: then it is not suitable to apply remedies to it.
Et fac eis inuolutiones ex pannis duris in loco astellarum, et stringe ipsum cum eis.	And make bandages for them out of rough cloths in the place of remedies, and constrict it with them.
Cum autem est post diem unum, aut dies duos, et uides uulnus iam incipere, ut in eo generetur pus: tunc aufer desuper ipsum pannum quem posuisti super ipsum cum uino.	When, however, it is after one day or two days, and you see the wound has already begun to generate pus: then remove from above the cloth that you had applied with wine.
Deinde administra licinia, et unguenta cum quibus de consuetudine nostra est, ut medicemur uulnera: sicut unguentum tetrapharmacon, et similia illi.	Then administer the liniments, and ointments with which it is our custom to heal wounds: such as the four-drug ointment, and similar to that.
Et conuenit tibi, ut soluas ligamentum.	And it is fitting for you to loosen the bandage.
Et considera uulnus in omni die mane et uespere, donec consolidetur, et sanetur.	And examine the wound every morning and evening until it is consolidated and healed.
Et oportet, ut praeparetur membrum taliter, ut currat ex eo pus ad inferiora cum facilitate.	And it is necessary to prepare the limb in such a way that pus flows out of it easily downwards with ease.
Quod si praetereunt uulneri dies multi, et non consolidatur, neque abscinditur pus ab eo: tunc scias, quod illic sunt satagie ossis parua.	For if many days have passed over the wound and it is not consolidated, nor is the pus separated from it: then know that there are small particles of bone remaining.
Quare oportet, ut inquiras uulnus cum tenta.	It is necessary to examine the wound with a probe.
Quot uero ex illis alsatagie sunt separata, remoue ea, et extrahe ipsa.	What truly belongs to those separated things, remove them, and extract their own.
Et quae ex eis sunt non separata, et pungunt membrum, et faciunt accidere dolorem, conare incidere ea, et auferre ea omni modo quo possibile est tibi illud.	And what of those is not separated, and pierces the member, and makes the pain happen, try to cut them away, and remove them in every way that is possible to you at that time.
Quod si accidat uulneri zuchen, aut ekileten, id est, estiomenus, aut species alia corruptionis et putrefactionis: tunc oportet, ut opponas unicuique ex eis cum eo quod conuenit ei ex curatione, cuius praecessit narratio in capitulo suo.	What if it happens that the wound becomes infected, or festering, that is, foul-smelling, or another type of corruption and putrefaction: then it is necessary to apply a unique remedy for each of them, which suits its cure, whose preceding narration is in its own chapter.
Et ex eo in quo oportet ut stet sermo meus, et cui facias praesentem mentem tuam quando frangitur os, et eminet super membrum, sicut os coxae, et adiutorii, et similia eis ex membris magnis, est, ut non praesumas attractionem eius, multotiens enim accidit ex illo mors, imo dimitte ipsum, donec putrefiat.	And from this point on, it is necessary for my speech to stand, and you should have a present mind when the bone is fractured, and it protrudes above the member, such as the hip bone, and the surrounding ones, and similar ones from the large members, that is, so you do not assume an attraction of it, for many times it happens because of that death, or rather, abandon it, until it putrefies.
Fortasse enim cadet per se post uiginti dies, aut triginta.	Perhaps it will fall off by itself after twenty days, or thirty.
Tunc ergo cura uulnus, si uidetur tibi: et sinon, dimitte ipsum.	Then, therefore, treat the wound, if it seems good to you: and if not, abandon it.
¶ De curatione Nodationis in uestigio fracturae.	On the treatment of a swelling on a fracture of the thigh bone.
Caput XXI.	Chapter 21.
Multoties accidit haec Nodatio in uestigio sanationis fracturae.	This swelling often occurs during the healing of a fracture of the thigh bone.
Praecipue, quae est prope iuncturas: et foedatur ex ea figura membri.	Especially when it is near the joints, and it becomes deformed from the shape of the member.
Et fortasse prohibet membrum ab operatione sua naturali.	And perhaps it prevents the member from its natural function.
Considera ergo tunc, si nodatio est recens: administra in ea medicinas quae stipticitatem habent, sicut aloe, et olibanum, et myrrha, et sarcocolla, et acacia, et similia eis.	Therefore consider then, if the swelling is recent: administer to it medicines that have a drying quality, such as aloe, and olibanum, and myrrh, and sarcocolla, and acacia, and similar ones.
Ita, ut accipias ex istis quasdam, aut omnes eas: et confice eas cum uino stiptico, aut cum albumine oui, aut cum aceto: et pone eas super nodationem in stuppa, et stringe eas super ipsam strictura bona.	Thus, take some of these, or all of them: and mix them with wine that is drying, or with egg white, or with vinegar: and apply them to the swelling in a poultice, and bind them on with a good bandage.
Et dimitte stricturam, nec soluas eam diebus multis.	And release the stricture, not loosening it for many days.
Deinde solue eam, et itera aliam, donec remoueatur nodatio.	Then loosen it, and apply another one, until the swelling is removed.
Aut stringe super ipsam laminam plumbi decenter.	Or wrap a layer of lead above it, not deviating from the center.
Plumbo enim est proprietas remouendi omne quod timetur ex membris.	For lead has the property of removing every swelling that is feared in the limbs.
Si autem nodatio iam in lapidem conuersa est, et stricta est, et festine prouocat necessitas ad auferendum eam: tunc finde super eam ex superiori parte eius, et incide superfluitatem eminentem: aut rade eam cum quibusdam rasoriis, donec remoueatur: et cura ipsam, donec sanetur.	But if the swelling has already turned to stone, and is hardened, and urgent necessity demands its removal: then make an incision above it from the upper part, and cut away the prominent excess: or shave it off with certain rasps, until it is removed: and treat it thus, until it is healed.
¶ De curatione quando restauratur, et remanet membrum post illud subtile, non secundum naturam suam.	On the cure when it is restored, and a member remains after that subtle one, not according to its own nature.
Caput XXII.	Chapter 22.
Quando restauratur fractura ossis, et remanet membrum post illud subtile, debile: tunc non fit illud nisi propter caussas multas.	When a fracture of the bone is restored, and a member remains after that subtle one, weak: then it does not happen unless due to many causes.
Quarum una est, multitudo solutionis ligamenti et ligationis eius non secundum quod oportet: aut propter superfluitatem stricturae ligamentorum, donec prohibeatur nutrimentum currere ad membrum: aut propter multitudinem embrocationis superfluae in non sua hora: aut propter paucitatem sanguinis in corpore infirmi, et debilitatem eius.	Of which one is, the multitude of solution of the ligament and its binding not according to what is necessary: or due to the excess of stricture of the ligaments, until nourishment is prevented from flowing to the member: or due to the multitude of superfluous embrocation at an unsuitable time: or due to the scarcity of blood in the weak body, and its debility.
Et curatio illius est, cibare infirmum, et tenerum facere corpus eius, donec multiplicetur sanguis in eo.	And the treatment of that is to nourish the weak person, and to make their body tender, until blood is multiplied in them.
Et administra balneum.	And administer a bath.
Et intromitte gaudium et laeticiam super eum.	And bring joy and cheerfulness upon him.
Deinde pone picem super membrum: ut attrahat pix ad ipsum nutrimentum multum.	Then put pitch on the member: so that it attracts much nourishment to itself.
Et assiduet embrocationem eius cum aqua tepida, donec currat nutrimentum, et redeat ad figuram suam naturalem.	And apply frequent embrocation with warm water, until nourishment flows, and it returns to its natural shape.
¶ De curatione ossium fractorum quando restaurantur tortuose.	On the cure of fractured bones when they are restored twistedly.
Caput XXIII.	Chapter 23.
Quando accidit membro iam restaurato post sanationem eius tortuositas, et eminentia ossi fracto, aut nodatio: et foedatur per illud forma membri, uerumtamen membrum non prohibetur ab operatione sua naturali: tunc non oportet ut recipias sermonem eius, qui existimat, ut frangatur membrum denuo.	When a limb, already restored after its healing, has twisted deformity and a prominent fracture or knot, and is deformed in that shape of the limb, yet the limb is not prevented from its natural operation: then it does not seem necessary to receive his speech, who thinks that the limb should be refractured anew.
Et iam fuerunt multi stolidorum medicorum et restauratorum, qui fecerunt illud in terra nostra.	And already there were many foolish doctors and restorers who did that in our land.
Et haec quidem operatio est uituperabilis ualde, perducens ad mortem, uel timorem magnum, ut scilicet sit mortalis.	And this operation is indeed detestable, leading to death or great fear, as if it were mortal.
Verum si claudicatio et nodatio sunt recentes: tunc oportet, ut embrocetur cum aqua tepida, in qua decoctae sint herbae mollificantes, sicut folia alteae, et radix eius, et mellilotum, et illis similia.	But if the lameness and knot are recent: then it is necessary to foment with warm water, in which are decoctions of softening herbs, such as the leaves of altaea, and its root, and melilot, and similar things.
Et fiat ei emplastrum cum emplastro mollificatiuo, sicut dyachilon decenter factum.	And let a plaster be made for him with a softening plaster, such as a well-made dyachilon.
Aut sumatur mucilago radicis alteae, et concutiatur cum adipe gallinae, aut oleo sisamino: et emplastretur cum eo.	Or let there be applied an ointment of the root of altaea, and mixed with the fat of a hen, or sesame oil: and let it be plastered on with that.
Aut sumantur ficus pingues, et terantur cum fimo columbino, et similibus eis quae nominantur ex medicinis diminuentes consolidationem.	Or let there be applied rich figs, and crushed with dove's dung, and similar things which are mentioned in medicines that diminish consolidation.
Et quandoque soluitur nodatio cum fricatione assidua, antiqua, et leni, quae fit cum manibus humidis.	And when the knot is loosened with gentle, long, and mild friction, which is done with moist hands.
Et administretur motus membri ad omnem partem in horis omnibus.	And let the movement of the limb be administered to every part at all hours.
Si autem tortuositas iam antecessit, et fortis facta est, et conuersa est in lapidem, et prouocata est necessitas ad curatonem eius cum ferro: tunc oportet, ut secetur superius eius, et soluatur continuatio ossis, et incidatur quod superfluit ex nodatione aut osse cum Incisoriis subtilibus: et administretur facilitas in illo cum sollicitudine et studio.	But if the twisting has already preceded, and become strong, and turned into a bony hardness, and necessity has been provoked to cure it with iron: then it is necessary to section above it, and release the continuity of the bone, and cut out what is superfluous from the knot or bone with subtle incisions: and let facility be administered in that with solicitude and study.
¶ De sermone in Dislocatione.	On Speech about Dislocation.
Caput XXIIII.	Chapter 23.
Dislocatio est exitus alicuius iuncturarum a loco suo.	A dislocation is an exit of a joint from its place.
Quare prohibetur a motu suo, et foedatur figura membri.	Because it is prevented from its motion, and the form of the limb is deformed.
Et facit accidere super infirmum dolores, et laesiones uehementes.	And it causes to happen severe pains and vehement injuries.
Quando ergo accidit alicui dislocatio, tunc oportet festinare ad restaurationem eius: neque tardet eam omnino.	When therefore a dislocation happens, then it is necessary to hasten to its restoration: and not delay it at all.
Nam si tardatur, apostematur locus, et fortasse cum eo reductio dislocationis.	For if it is delayed, the place becomes putrid, and perhaps with it the reduction of the dislocation.
Propter illud ergo non oportet, ut moueatur, neque extendatur in hora apostemationis eius.	Because of this, therefore, it is not suitable to move or stretch it during the hour of its putrefaction.
Quoniam multotiens facit accidere spasmum, et dolores laedentes.	Since it often causes spasms and painful wounds.
Verum quando accidit illud, tunc oportet, ut properes ad phlebotomiam infirmi.	But when that happens, then it is necessary to hasten to bloodletting of the affected part.
Deinde dimittatur, donec quiescat apostema.	Then it should be left alone until the putrefaction subsides.
Deinde embrocetur membrum cum aqua calida et oleo.	Then the limb should be anointed with warm water and oil.
Deinde reducatur cum facilitate.	Then it should be reduced with ease.
Et curetur omne membrum cum eo cuius rememoratio ueniet in loco suo.	And the whole limb should be treated so that its memory returns to its proper place.
Ego quidem iam ordinaui capitula dislocationis, etiam secundum quod praecessit in fractura, a superiori parte corporis usque ad inferiorem eius.	I have now arranged the chapters on dislocations, and also according to what preceded in fractures, from the upper part of the body down to its lower part.
¶ De cura dislocationis Mandibulae inferioris.	Concerning the treatment of a dislocated lower jawbone.
Caput XXV.	Chapter 25.
Parum dislocantur duae Mandibulae nisi raro.	The two jaws rarely become dislocated.
Et dislocatio ambarum fit secundum unum duoru modorum.	And the dislocation of both occurs according to one of two modes.
Aut enim remouentur a locis suis remotione parua, et mollificantur parumper.	Or indeed they are removed from their places with a small removal, and are softened for a short time.
Aut dislocantur dislocatione integra, completa, donec mollificentur ad partem pectoris, donec currat saliua infirmi, et non possit tenere eam, neque possit claudere os suum, et inuoluatur lingua eius cum sermone.	Or they are dislocated with a complete and total dislocation, until they become soft towards the chest, until the saliva of the affected part flows, and it cannot hold it, nor can it close its mouth, and its tongue is entangled with speech.
Quando autem dislocatio eius est parua, tunc redit in pluribus dispositionibus per se cum paucitate.	When the dislocation of it is small, then it returns into many dispositions by itself with fewness.
Si uero est dislocatio completa, integra: tunc oportet, ut administretur reductio eius uelociter, et non tardetur penitus: et est, ut teneat minister caput infirmi: et intromittat medicus pollicem manus suae unius in radicem Mandibulae dislocationis inter os eius, si dislocatio est a parte una.	If the dislocation is complete and entire, then it is necessary to administer the reduction quickly and not to delay at all: and it is as if the servant head of the injured person holds fast; and the physician inserts the thumb of his hand into the root of the jawbone at the place of the dislocation, if the dislocation is on one side.
Aut intromittat duos pollices suos simul, si dislocatio est a duabus partibus.	Or he inserts both thumbs simultaneously, if the dislocation is from two parts.
Et reliqui digiti manuum eius sint extra, quibus aequet.	And the remaining fingers of his hands are outside, which are equal.
Et praecipe infirmo, ut mundificet Mandibulas suas, et absoluat eas ad manducandum ad omnem partem.	And instruct the injured person to clean their jawbones and free them for chewing in every way.
Et medicus aequet Mandibulam, et impellat Mandibulam, donec redeat ad locum suum.	And the physician adjusts the jawbone and pushes the jawbone until it returns to its place.
Quod si difficilis sit reductio eius, praecipue si sunt ambae Mandibulae simul: tunc administra uaporationem cum aqua calida, et oleo, donec fiat facilis reductio ambarum: neque tardes reductionem ambarum omnino, sicut diximus.	If the reduction is difficult, especially if both jawbones are involved simultaneously; then administer a fomentation with hot water and oil, until the reduction of both becomes easy: nor delay the reduction of both at all, as we have said.
Cum ergo redeunt et aequantur, et clauditur os infirmi, et non mollificantur: tunc pone super eas puluillos pannorum, cum ceroto quod sit factum ex cera: et oleo rosato.	When they return and are adjusted, and the injured bone is closed, and not made soft; then place over them small pads of cotton cloth, with a cerate that is made from wax: and rose oil.
Deinde ligetur cum facilitate cum ligamentis mollibus.	Then bind with ease using soft ligaments.
Et sit somnus infirmi super dorsum suum: et caput eius sit stans inter duo puluinaria, ut non moueat ipsum ad dextram et sinistram: neque conetur, uel cogatur masticare aliquid: imo ponatur cibus eius sorbitio lenis, donec quando remouentur dolores, et nodatur Mandibula: tunc comedat quod uult, et administretur illud cum facilitate.	And the injured person should sleep on their back: and their head should be positioned between two pillows, so that they do not move it to the right or left; nor should they try to chew something: rather, let their food be given in a soft drink, until when the pains are removed, and the jawbone is restored: then they can eat what they want, and administer it with ease.
Non laboret super operationem oris sui apud comestionem et potum, et oscitationem, donec nodetur Mandibula, et sanetur.	Let them not strain over the operation of their mouth during eating and drinking, and kissing, until the jawbone is restored, and they are healed.
Quod si difficilis fiat reductio duarum Mandibuiarum, quando dislocantur in hora aliqua, et non conuertuntur ad loca sua: tunc multotiens accidunt inde febres, et soda assidua: et fortasse soluitur uenter infirmi, et fortasse uomit choleram puram.	If the reduction of the two jaws becomes difficult when they are dislocated at some hour and do not convert to their places, then many fevers often occur from it, and constant pains; and perhaps the weak belly is loosened, and perhaps pure yellow bile is vomited.
Cum ergo uides illud: tunc scias, quia est perditio, et multotiens moritur ille cui accidit illud in decem diebus.	Since you have seen that, then know that it is a loss, and many times he dies who suffers that within ten days.
¶ De reducione dislocationis Furculae, et extremitatis humeri.	On the reduction of a dislocated elbow, and the extremity of the shoulder.
Caput XXVI.	Chapter 26.
Furcula quidem non dislocatur ex latere intrinseco, propter continuationem suam cum pectore.	The elbow indeed is not dislocated from the inner side, on account of its continuity with the chest.
Et dislocatur quandoque ad exteriora: et declaratur illud sensui.	And it is sometimes dislocated outwardly, and that is made clear by sensation.
Et restauratio eius est, ut iaceat infirmus super dorsum suum, et extendat brachia sua.	And its restoration is, that the weak person lies on his back, and extends his arms.
Deinde coarta locum cum palma tua coartatione forti, nam ipsa redibit.	Then bind the place with your strong palm's binding force, for it will return to its position.
Deinde pone super ipsam emplastrum, et puluillos, et stringe eam.	Then put a plaster on top of it, and poultices, and bind it tightly.
Extremitates uero eius quae sequuntur cubitum, et continuantur cum eo, non dislocantur, nisi raro.	The extremities that follow the elbow and are continued with it are not dislocated, unless rarely.
Quod si dislocatur die aliquo: tunc oportet, ut reducatur et aequetur secundum quod diximus, et quod praeparatur tibi.	If it is dislocated at some time: then it is necessary that it be reduced and adjusted according to what we have said, and what has been prepared for you.
Deinde pone super ipsam emplastrum, et puluillos, et stricturam.	Then put a plaster on top of it, and poultices, and a tight binding.
Et praecipe infirmo, adhaerere tranquillitati et quieti, donec sanetur.	And instruct the weak person to adhere to tranquility and quiet, until they are healed.
Et cum hac eadem curatione reducitur extremitas Humeri, quando separatur etiam a loco suo.	And with this same treatment, the extremity of the shoulder is reduced when it is also separated from its place.
¶ De reductione dislocationis Humeri.	On the reduction of a dislocated shoulder.
Caput XXVII.	Chapter 27.
Scias, quod Humerus non dislocatur, nisi secundum tres modos.	Know that the shoulder is not dislocated except in three ways.
Quorum unus est, ut dislocetur ad partem titillici ad inferiora.	Of which one is, that it is dislocated downwards towards the armpit.
Secundus est, ut dislocetur ad partem pectoris.	The second is, so that it may be displaced towards the part of the chest.
Et fortasse dislocatur ad superiorem partem Humeri: et illud fit raro.	And perhaps it may be displaced towards the upper part of the shoulder: and that happens rarely.
Et non dislocatur ad posteriora, propter spatulam.	And it does not dislocate backwards, because of the blade-like shape.
Et non dislocatur ad anteriora, propter neruos.	And it does not dislocate forwards, because of the tendons.
Et plurimum quidem dislocatur et egreditur ad inferiora uersus titillicum: praecipue in illis, quorum carnes sunt paucae.	And indeed it is most often displaced and protrudes downwards towards the buttock: especially in those whose flesh is scant.
Quoniam egrediur in eis uelociter, et ingreditur uelociter.	Because it protrudes quickly in them, and is reduced quickly.
In illis autem quorum carnes sunt multae, est econtrario illius, scilicet quia egreditur cum difficultate, et ingreditur cum difficultate.	In those, however, whose flesh is abundant, it is the opposite of that, namely because it protrudes with difficulty, and is reduced with difficulty.
