Praefatio.	Foreword.
Et Fusca.	And the Dark One.
Et est Media uena, et est composita ex ramo Basilicae, et ramo Cephalicae: et nominat eam uulgus uenam corporis.	And it is the Middle vein, and it is composed of the branch of the Basilic vein and the branch of the Cephalic vein; and the common people call it the vein of the body.
Et Basilica, et est posita in latere domestico: et nominatur etiam Titillicaris.	And the Basilic vein, and it is placed on the domestic side; and it is also called Titillicaris.
Et nominat eam uulgus uenam uentris.	And the common people call it the vein of the belly.
Et Funis brachii, et est posita super focile: et est illa in qua phlebotomatur, et est illa quae apparet supra pollicem appatitione manifesta.	And the Vein of the Arm, and it is placed above the bend; and it is the one that is cut for bloodletting, and it is the one that appears above the thumb with a clear manifestation.
Et Saluatella: et est uena quae est inter annularem et minimum: et sunt ei duo rami.	And the Salvatella; and it is a vein which is between the ring finger and the little finger; and it has two branches.
Et in crure et in pede sunt tres uenae.	And in the leg and in the foot there are three veins.
Vna earum est quae est sub pollicis curuatura ex latere syluestri.	One of them is the vein that is under the curve of the thumb on the Sylvester side.
Et secunda est Saphena: et locus eius est apud calcaneum ex latere domestico.	And the second is the Saphena: and its place is at the heel on the inner side.
Et uena Nesse: et locus eius est apud calcaneum ex latere syluestri.	And the vein Nesse: and its place is at the heel on the outer side.
Et in crure alio sunt tres uenae similes illis.	And in the other leg there are three similar veins.
¶ De phlebotomia duarum uenarum post Aures.	Concerning the bleeding of two veins behind the Ears.
Phlebotomiae uero duarum uenarum quae sunt post Aures, iuuamentum est ad catarros antiquos, et hemigraneam, et sahafati, et ulcera capitis mala antiqua.	The bleeding of two veins which are behind the Ears is a remedy for ancient catarrhs, and hemicrania, and saharfat, and evil old head sores.
Et qualitas phlebotomandi eam est secundum quod narro.	And the quality of the bleeding is according to what I narrate.
Et est, ut radatur caput infirmi: et fricetur occipitium eius in loco duarum uenarum cum panno aspero fricatione bona.	And it is done by scraping the head of the sick person: and rubbing their occiput in the place of the two veins with a rough cloth, using good friction.
Deinde stringat infirmus collum suum cum uitta, donec appareant duae uenae.	Then the sick person should bind their neck with a cord, until the two veins appear.
Et loca earum sunt post Aures in duobus locis depressis capitis.	And the places of them are behind the Ears in two depressed areas of the head.
Quaere ergo eas digito tuo, et ubi sentis pulsum earum sub digito tuo, illic signa cum encaustro.	Therefore, feel for them with your finger, and where you sense the pulse of them beneath your finger, mark it there with a branding iron.
Deinde accipe phlebotomum cultellarem, et est ille qui dicitur Incidens.	Then take a lancet, and it is the one that is called an Incider.
Deinde intromitte ipsum sub uena in cute, donec perueniat phlebotomus ad os.	Then insert it under the vein in the skin, until the lancet reaches the opening of the vein.
Deinde eleua manum tuam cum uena et cute ad superiora, et incide uenam cum cute incisione incidente.	Then lift your hand with the vein and skin upwards, and make an incision in the vein with a cutting incision.
Et sit longitudo incisionis quantitas duorum digitorum iunctorum, aut circiter illud: et fac exire ex sanguine quantum uis.	And let the length of the incision be the quantity of two joined fingers, or around that; and make it flow out of blood as much as you wish.
Deinde stringe eam cum puluillis, et dimitte eam, donec sanetur.	Then bind it with soft cloths, and leave it, until it heals.
Et iam praecessit in principio libri incisio earum, et ipsarum cauterizatio.	And now the cutting of the veins and their cauterization has preceded at the beginning of this book.
¶ De phlebotomia duarum Arteriarum in timporibus.	Concerning the bleeding of two Arteries in the temples.
Duarum uero Arteriarum quae sunt in duobus timporibus phlebotomiae iuuamentum, est ad hemigraneam antiquam: et sodam prauam, et obtalmiam assiduam: et cursum superfluitatum effusarum acutarum ad oculos.	Here is the translation:
Et qualitas phlebotomandi eas est secundum quod narro tibi.	And the quality of bleeding them is according to what I relate to you.
Stringat infirmus collum suum multum, donec appareant duae uenae sensui apparitione manifesta: et demonstretur pulsus earum sub digito tuo.	The string of the ailing neck is greatly affected, until two visible veins appear in a manifest sensation: and their pulse is demonstrated under your finger.
Tunc enim signa cum encaustro.	Then, indeed, the signs are with a branding iron.
Deinde eleua cutem desuper uenam ad superiora cum digito tuo indice, et intromitte phlebotomum incidentem desubtus, et eleua uenam ad superiora.	Then, elevate the skin from above the vein upwards with your index finger, and insert the lancet obliquely beneath, and elevate the vein upwards.
Et incide eam, sicut fecisti in duabus uenis aliis: et fac currere ex sanguine secundum quantitatem necessitatis tuae.	And cut into it, as you did in the two other veins: and make the blood flow out according to the quantity of your necessity.
Deinde solue coartationem infirmi, et pone digitum tuum super uenam hora una.	Then, release the constriction of the ailing part, and put your finger on the vein for an hour.
Postea pone super ipsam cotum et puluillos, et stringe ipsum desuper constrictione forti: et dimitte ipsam, donec sanetur.	Afterwards, put a bandage over it and poultices, and bind it strongly above with a constriction: and leave it, until it heals.
Et iam praecessit rememoratio earum, et ipsarum incisio, et earum extractio in principio libri.	And now the description of those has preceded, and their incision, and their extraction at the beginning of the book.
¶ De phlebotomia uenae frontis post phlebotomiam Cephalicae.	Concerning the bloodletting of the forehead vein after the bloodletting of the cephalic vein.
Iuuamentum uero phlebotomiae uenae frontis est post phlebotomiam Cephalicae, ad aegritudines faciei antiquas: et ad hemigraneam, et rubedinem: et ulcera foeda.	The benefit of bloodletting the forehead vein is after the bloodletting of the cephalic vein, for old facial weaknesses: and for hemigraine, and redness: and foul ulcers.
Et qualitas phlebotomiae eius est, secundum quod narro tibi.	And the quality of this bloodletting is according to what I relate to you.
Coartet infirmus collum suum cum uitta, donec appareat uena.	The ailing neck is constricted with a ligature, until the vein appears.
Deinde accipe instrumentum quod nominatur Fossorium.	Then, take the instrument which is called a Fossorium (lancet).
Cuius haec est forma.	Its form is this.
Pone acumen eminens quod est in capite Fossorii super ipsam uenam, et percute super ipsum cum pectine, aut cum re alia in modo eius: et dimitte sanguinem currere secundum quantitatem quam uis.	Put the sharp point which is on the head of the Fossorium (lancet) above the vein, and strike it with a plectrum, or with some other instrument in its manner: and let the blood flow out according to the quantity that you wish.
Deinde solue perforationem infirmi, et stringe eam, donec sanetur.	Then dissolve the perforation of the wound and stitch it, until it is healed.
Et quandoque aperitur cum phlebotomo lato.	And when it opens with a broad scalpel.
Verumtamen non oportet, ut sit phlebotomus acutae extremitatis, sicut reliqui phlebotomi, imo sit latae extremitatis.	However, it is not suitable that the scalpel should be of a sharp extremity, like other scalpels, but rather of a broad extremity.
Et phlebotoma eam secundum transuersionem: quoniam os est propinquum: et fortasse in eo frangetur phlebotomus quando est subtilis.	And the scalpels are divided according to the transverse cutting: because the bone is near: and perhaps the scalpel will be broken when it is subtle.
¶ De phlebotomia Venarum in duobus Lachrymalibus.	Of the venous scalping in two lacrimal veins.
Iuuamentum autem duarum Venarum quae sunt in duobus Lachrymalibus duorum oculorum, est ad oculum ex scabie et rubedine: et sebel in oculo, et aegritudinibus faciei.	The treatment of the two veins which are in the two lacrimal veins of the two eyes is for an eye affected by itchiness and redness: and a dirty condition in the eye, and facial weaknesses.
Et qualitas phlebotomiae earum est, ut stringat infirmus collum suum cum uitta.	And the quality of the scalping of them is such that it stitches the wounded neck with a thread.
Deinde phlebotoma eas: et tu sis stans super caput eius.	Then the scalpel is thus: and you should stand above its head.
Et fiat phlebotomia secundum transuersum ad longitudinem parum, cum phlebotomo paruo, lato parumper, nam in loco non est caro.	And let the scalping be done transversely along a short length, with a small scalpel, broad and somewhat flat, for there is no flesh in that place.
Si enim phlebotomus est subtilis extremitatis, fortasse frangitur.	If the scalpel is of a subtle extremity, perhaps it will be broken.
Deinde fac currere ex sanguine quantum est tibi necesse.	Then make flow out from the blood as much as is necessary for you.
Et pone super eas cotum, et stringe eas nocte una, et solue eas.	And put a bandage over them, and stitch them up at night for one day, and dissolve them.
¶ De phlebotomia uenarum Nasi.	Of the venous scalping of the Nose.
Venae autem Nasi phlebotomia, est conferens ad febrem acutam, et sodam uehementem, et aegritudines faciei, sicut hemigraneam, et rubedinem quae accidit in facie: praecipue quando est antiqua.	The venous scalping of the Nose is beneficial for acute fever and violent headache, and facial weaknesses, such as half-headache and redness which occurs on the face: especially when it is chronic.
Et qualitas phlebotomiae eius est, ut stringat infirmus collum suum.	And the quality of its scalping is that it stitches the wounded neck.
Deinde tene nasum eius manu tua sinistra, et accipe phlebotomum subtilem, longum: et fige eum in medio leporis ipsius, inter illud quod distinguit nasum secundum rectitudinem.	Then hold the nose with your left hand, and take a subtle and long scalpel: and fix it in the middle of the nostril itself, between that which separates the nose according to its straightness.
Quoniam uena non apparet sensui illic, et quia sanguis incipit fluere statim.	Since the vein does not appear to the sense there, and because the blood begins to flow suddenly.
Et oportet, ut ultimes manum tuam cum phlebotomo parumper: et facias currere ex sanguine secundum necessitatem tuam.	And it is fitting that you should ultimately bleed your arm with a phlebotomy scalpel for a time; and you should make the blood flow according to your need.
Deinde liga ipsam nocte una.	Then bind it with a bandage at night alone.
Ipsa enim restauratur uelociter.	For it is restored quickly indeed.
¶ De phlebotomia uenarum Guidegi.	On the Phlebotomy of Veins, by Guidegi.
Duarum uero Guidegi phlebotomiae iuuamentum, est ad constrictionem anhelitus, et incaeptionem leprae, et aegritudines melancholicas, et impetiginem et ulcera mala, et corrodentibus, id est, herpetibus estiomenis.	Indeed, Guidegi's phlebotomy is a remedy for constriction of the breath, and for leprous interception, and for melancholic ailments, and for evil ulcers, and corrosive sores, that is, herpes and other such things.
Et qualitas phlebotomiae earum est ut stringat infirmus sub utrisque in collo suo cum ligamento: et stet artifex super caput infirmi, et infirmus sit sedens super sedem.	And the quality of that phlebotomy is such that it constricts the weak vein under both arteries in its neck with a bandage: and let the craftsman stand over the head of the weak person, and the weak person should sit on a seat.
Deinde phlebotoma uenam ad longitudinem phlebotomia ampla parumper.	Then open the vein to the full length of the phlebotomy scalpel for a time.
Deinde extrahe ex sanguine quantitatem temperatam, aut secundum illud quod uides ex necessitate quae est ad illud.	Then extract from the blood a moderate quantity, or according to that which you see as necessary for that purpose.
Deinde fac similiter de uena alia.	Then do likewise regarding the other vein.
Postea solue ligamentum, et stringe duas uenas strictura media: ut non praefocetur infirmus.	Afterwards, loosen the bandage, and constrict the two veins with a moderate stricture: so that the weak person is not suffocated.
Et dimitte eam usque mane.	And let it stand until morning.
Sanatur enim uulnus.	For the wound will heal.
¶ De phlebotomia uenarum Algeberich.	On the Phlebotomy of Veins, by Algeberich.
Venae autem Algeberich phlebotomiae iuuamentum est: quia confert ad alcolam in ore, et corruptionem gingiuae: et ulcera mala: et fissuras labiorum, et ulcera mala, etiam quae sunt in naso, et in circumitu eius.	Algeberich's phlebotomy of veins is a remedy: because it helps against inflammation of the mouth, and corruption of the gums: and evil ulcers: and cracks of the lips, and evil ulcers, even those that are in the nose, and around it.
Et qualitas phlebotomiae earum est, ut facias sedere infirmum coram te: et stringe collum eius cum uitta.	And the quality of that phlebotomy is such that you make the weak person sit in front of you: and constrict their neck with a cord.
Deinde reuolue labium eius, et aspice ad duas uenas: quarum una est a dextera labii, et secunda a sinistra eius: et demonstratio utriusque est per nigredinem ambarum.	Then turn back the lip, and look at the two veins: one of which is on the right side of the lip, and the second is on its left; and their demonstration is through the dark bluish color.
Et illud uerum est: quia in circumitu earum sunt uenae minutae, nigrae.	And that is true: because in the vicinity of those are small black veins.
Incide ergo utramque incisione incidente.	Make an incision on both sides, making a cut into each.
Si autem dubitatio est super te, et non scis quae earum est: tunc intende ad incisionem maioris earum, et ipsarum manifestiorem.	If you are in doubt and do not know which of them is, then make an incision on the larger one, and it will be more clearly manifest.
Et similiter fac de duabus uenis quae sunt in labio superiore: et plurimum quidem currit consuetudo cum eo: et incide duas uenas quae sunt in labio inferiori.	And do similarly for the two veins that are in the upper lip, and it is mostly customary to do so with them; and make an incision on the two veins that are in the lower lip.
¶ De phlebotomia Venae sub lingua post Cephalicae phlebotomiam.	Concerning the bloodletting of the Vein under the tongue, following the Cephalic bloodletting.
Duarum uero Venarum quae sunt sub lingua phlebotomiae iuuamentum: est, quod phlebotomia Cephalicae est ad praefocationes quae sunt in gutture, et aegritudinem uuulae, et aegritudines oris.	The benefit of the two Veins that are under the tongue in bloodletting is this: because the Cephalic bloodletting is for the purification of the things that are in the throat, and the cleansing of the ulcers, and the cleansing of the mouth.
Et qualitas phlebotomandi eas est, ut sedeat infirmus inter manus tuas coram sole: et eleualinguam eius, et aspice sub lingua a latere eius uno uenam, et a latere eius alio uenam: et color utriusque decliuis ad nigredinem.	And the quality of performing bloodletting on them is such that the patient should sit between your hands in front of the sun, and elevate his tongue, and look under the tongue on one side for one vein, and on the other side for another vein: and their color will decline towards blackness.
Phlebotoma ergo utramque: et custodi, ne ultimes manum tuam in phlebotomando eas.	Therefore, perform bloodletting on both: and take care, lest you move your last hand while performing bloodletting on them.
Nam sub eius sunt arteriae, et fortasse accidet fluxus sanguinis ex illis arteriis.	For underneath them are arteries, and perhaps a flow of blood may occur from those arteries.
¶ De tribus Venis in cubito.	Concerning the three Veins in the elbow.
Venae autem tres quae phlebotomantur in cubito, sunt in quarum phlebotomia cucurrit consuetudo in omnibus hominibus.	The three Veins that are bloodletted in the elbow are those on which customary bloodletting is practiced in all people.
Et phlebotomia earum fit secundum duos modos.	And the bloodletting of them is done according to two methods.
Aut pungendo cum phlebotomo myrtino lato: aut oliuari ad subtilitatem decliui: aut secando cum phlebotomo cultellari, et est Alnesil.	Either by pricking with a Myrtle-shaped lancet: or by draining to subtlety with an olive-shaped instrument: or by cutting with a scalpel-shaped lancet, and it is called Alnesil.
Et haec est forma eius.	And this is its shape.
Sic Alnesil est, quod conuenit ad sectionem.	Thus Alnesil is, which is suitable for incision.
Et ex eis sunt species latae, et subtiles secundum amplitudinem uenarum et stricturam earum Forma phlebotomi myrtini sit lata, sicut uides.	And from them are broad and subtle species according to the width of the veins and their structure. The shape of the Myrtle-shaped lancet is broad, as you see.
Et conuenit ad aperiendas uenas concauas, plenas, procedentes, apparentes, grossas, et illas quae continent sanguinem grossum, turbidum.	And it is suitable for opening concave veins, full ones, proceeding ones, apparent ones, thick ones, and those that contain thick, turbulent blood.
Et iste phlebotomus est minoris latitudinis, et subtilioris extreminatis.	And this lancet is of smaller width and more subtle at the extremity.
Et conuenit ad phlebotomiam uenarum subtilium, quae continent sanguinem subtilem citrinum	And it is suitable for bloodletting of subtle veins that contain thin, clear yellow blood.
¶ De phlebotomia Basilicae.	On the bloodletting of Basilica.
Basilicae autem quae est una harum trium uenarum phlebotomiae iuuamentum est.	Basilica, however, which is one of these three veins for bloodletting, is a benefit.
Quia extrahit sanguinem ex aegritudinibus, quae sunt sub gutture et collo, ex eo quod sequitur pectus, et uentrem: et conuenit phlebotomatori cum phlebotomat eam, ut caueat, et sit super timorem ex ea nam sub ea est arteria.	Because it extracts blood from the diseases that are beneath the throat and neck, since it follows the chest and stomach; and it is suitable for the bloodletter with this bloodletting, so that he may be cautious, and it is above fear because beneath it is an artery.
Si ergo errat, et addit in punctura phlebotomi, incidet illam arteriam, et accidet fluxus sanguinis.	If therefore he makes a mistake, and adds to the puncture of the bloodletter, he will cut that artery, and there will be a flow of blood.
Quapropter oportet, ne phlebotomet eam cum phlebotomo pungente: imo sit secans cum Alnesil.	Wherefore it is necessary not to bloodlet with a pricking lancet; rather, it should be cutting with an Alnesil.
Quod si non apparet Basilica apparitione manifesta, tunc oportet, ut alienes ipsam, et permuteris ad aliam, aut quaeras aliquem ramum eius: aut phlebotomes loco eius Funem brachii.	Which if it does not appear in a clear and manifest appearance of Basilica, then it is necessary to transfer it elsewhere, and you will change it for another, or you will seek some other branch of it; or instead of the bloodletter, the rope of the arm.
Ipsa enim est manifesta, et seca eam cum phlebotomo Anesil, sicut diximus.	For that is clear, and you will cut it with an Alnesil-shaped lancet, as we have said.
Si autem uis phlebotomiam ipsius eiusdem, tunc oportet ante stricturam brachii, ut tangas locum, donec cognoscas locum pulsus.	If however you wish to perform phlebotomy on that same person, then it is necessary before constricting the arm, so that you may touch the place, until you recognize the place of the pulse.
Deinde signa super locum cum encaustro, postea brachium, et seca uenam sectione concaua cum phlebotomo Alnesil, sicut diximus.	Then mark the place with a cautery, afterwards constrict the arm, and cut the vein at a curved section with a phlebotomy knife of Al-Nezal, as we have described.
Et caue ne cadat percussio per spacium a loco arteriae.	And take care that the percussion does not fall through the space to the place of the artery.
Et quando uides, cum tu stringis ligamen, inflationem in loco quem signasti cum encaustro, tunc illa inflatio est inflatio arteriae: deuita ergo eam.	And when you see that, as you constrict the ligament, an inflammation occurs in the place which you marked with a cautery, then that inflation is an arterial inflation: therefore beware of it.
Quod si uides sanguinem apud phlebotomiam salire, sicut urina pueri, et est sanguis subtilis, rubeus: tunc scias, quia est ex sanguine arteriae.	What if you see the blood at the phlebotomy to be salty, like a child's urine, and it is subtle, red blood: then know that it is from an arterial blood.
Tunc ergo propera, et pone digitum tuum super ipsum spacio longo, deinde aufer digitum tuum.	Then therefore press, and put your finger on the same long space, afterwards raise your finger.
Si ergo abscinditur sanguis (multotiens namque abscinditur) tunc stringe brachium, et dimitte ipsum: et caueat infirmus a motione eius: et sit super timorem eius.	If therefore the blood is cut off (for it is often cut off), then constrict the arm, and release it: and beware lest the patient be weakened by its motion: and let it be above his fear.
Et non moueat ipsum diebus aliquot, donec sanetur.	And do not move it for some days, until it is healed.
Si autem non abscinditur sanguis, et uincit te: et non est tibi praesens in momento tuo medicina, tunc incide arteriam, si apparet tibi.	If however the blood is not cut off, and it overcomes you: and there is no remedy present for you at that moment, then incise the artery, if it appears to you.
Nam extremitates eius contrahuntur, et abscinditur sanguis.	For the extremities are constricted, and the blood is cut off.
Aut accipe corticem fistici, et finde eum: accipe medietatem unam, et stringe eam super locum uenae strictura decenti, cum ligamento et puluillis usque ad diem alium.	Or take a small linen cloth, and bind it: take one half, and constrict it over the place of the vein's constriction, with a ligature and soft padding until another day.
Tunc si abscinditur sanguis, est bonum.	Then if the blood is cut off, it is good.
Et si non: tunc cura ipsum cum eo cuius praecessit rememoratio ex loco puluerum abscindentium fluxum sanguinis: et abscisio sanguinis eius non est difficilis in pluribus dispositionibus, propter locum paruum uulneris, et possibilitatem ligamenti ex brachio.	And if not: then treat it with the method that preceded, remembering the place of the dust of the cut off blood flow: and the cutting off of his blood is not difficult in many dispositions, because of the small wound location, and the possibility of a ligature from the arm.
¶ De phlebotomia uenae Fuscae.	On the bloodletting of the veins of the forehead.
Venae autem Fuscae phlebotomiae iuuamentum est, quod trahit sanguinem ex superiori parte capitis, et inferiore corporis: propterea, quia est composita ex ramo Basilicae, et ramo Cephalicae, sicut diximus.	The veins of the forehead bloodletting is beneficial, because it draws blood from the upper part of the head and lower body; therefore, since it is composed of the basilic branch and the cephalic branch, as we have said.
Et conuenit phlebotomanti eam, ut sit super timorem ex phlebotomia eius, nam sub ea est neruus.	And it is fitting for the bloodletter to open it, so that it may be above the terror from its bloodletting, for beneath it is a nerve.
Si ergo addit in punctura phlebotomi, et inuenit neruum, accidit in ea stupor, et difficilis fit sanatio eius, et fortasse non sanatur penitus.	If therefore the bloodletter adds to the puncture of the bloodletting, and finds the nerve, there occurs in it numbness, and healing becomes difficult, and perhaps it does not heal completely.
Et iste neruus multotiens apparet sensui.	And this nerve often appears to the senses.
Si autem occultatur in quibusdam hominibus, et est subtilis, et non ostenditur: tunc oportet ut ponas phlebotomiam tuam qua eam phlebotomas, sectionem cum Alnesil, et deuita neruum cum fortitudine tua.	If however it is hidden in certain men, and is subtle, and does not show itself: then it is necessary that you place your bloodletting where you bloodlet, a section with the Alnesil, and divide the nerve with your strength.
Quod si uena est inter duos neruos, tunc finde uenam in longitudine.	What if the vein is between two nerves, then find the vein in its length.
¶ De uena Cephalica.	On the cephalic vein.
Phlebotomiae autem uenae Cephalicae iuuamentum est, quia attrahit sanguinem ex capite, et confert ad aegritudines oculorum.	The bloodletting of the cephalic vein is beneficial, because it attracts blood from the head, and relieves the weaknesses of the eyes.
Et oportet in hac uena proprie, si uis, ut phlebotomes eam pungendo cum phlebotomo oliuari, aut cum phlebotomo myrtino: quoniam est saluior uenarum omnium, quoniam non est subea arteria, neque neruus.	And it is necessary in this vein particularly, if you wish, to bloodlet it pricking with an olive-shaped bloodletter, or with a myrtle-shaped one: because it is the most healthful of all veins, since there is no artery beneath it, nor nerve.
Verumtamen conuenit tibi apud phlebotomiam, ut deuites cum phlebotomo caput lacerti tantum, et quaeras locum leniorem: et non nocet ei, si non inuenitur cum percussione prima, ut iteretur super eam cum phlebotomia aliquotiens.	However it is fitting for you to bloodlet with caution, so that you divide the head of the vein only, and seek a smoother place: and it does not harm if it is not found with the first percussion, so that it may be repeated over it several times with bloodletting.
Verumtamen fortasse apostematur in quibusdam hominibus quando non phlebotomatur in percussione prima, sed non nocet ei illud apostema in aliquo.	However perhaps there occurs an abscess in certain men when it is not bloodletted at the first percussion, but that abscess does not harm them in any way.
¶ De utilitate Phlebotomiae, et cautelis in ea obseruandis.	On the usefulness of bloodletting and the precautions to be observed in it.
Qualitas autem Phlebotomiae, et accidentia eius ex ea, in cuius rectificatione oportet te cogitare.	However, the quality of bloodletting and its accidental effects resulting from it, which require careful consideration in its correct performance.
Primum ergo illius est de quo oportet ut scias, quod phlebotomia non administratur, nisi in conseruatione sanitatis, et perseuerantia eius, et cautela ab aduentu aegritudinum.	Firstly, it is essential to know that bloodletting should not be administered unless for the conservation of health, its preservation, and caution against the onset of diseases.
Et ut fiat phlebotomia in una uenarum trium quae sunt in cubito, scilicet Cephalica, et Fusca, et Basilica.	And that bloodletting should be performed on one of the three veins that are located in the elbow, namely the Cephalic, the Fusca, and the Basilic.
Et ut fiat phlebotomia in principio Veris super ieiunium, in uere, et aestate: et autumno, et hyeme post comestionem, quando apparent significationes repletionis.	And that bloodletting should be performed at the beginning of spring, on an empty stomach, and in the summer; and in autumn and winter after digestion, when signs of repletion appear.
Et fiat phlebotomia in die primo, aut in tertio, postquam praeterierint de die tres horae.	And let bloodletting be performed on the first day, or on the third day, after three hours have passed since dawn.
Phlebotomia autem quae administratur in aegritudinibus, non habet horam determinatam: sed quando prouocat conuenientia et necessitas ad illud, in nocte, aut die, et in omni hora, et in omni tempore.	However, bloodletting that is administered for diseases does not have a fixed hour: but rather when convenience and necessity demand it, whether at night, or day, and in every hour, and at all times.
Et non oportet, ut phlebotomentur pueri, donec ueniant super eos quatuordecim anni.	And it is not suitable for children to be bloodletted until they reach fourteen years of age.
Neque phlebotometur mulier praegnans, nisi a mense quarto usque ad septimum.	Nor should pregnant women be bloodletted, unless from the fourth month up to the seventh.
Neque phlebotomentur senes, qui iam pertransierunt sexaginta annos.	Nor should old people be bloodletted who have already passed sixty years of age.
Cum ergo aliquis uult phlebotomari propter quemcumque modum sit: oportet, ut mundificet intestina sua ante phlebotomiam cum clisteri leni, si in eis est stercus multum retentum: ut non attrahant uenae apud phlebotomiam ex intestinis superfluitates putridas nocentes membris principalibus.	When someone wishes to be bloodletted for any reason: it is necessary to cleanse their intestines beforehand with a gentle clyster, if there is much retained feces in them, so that the veins do not draw out putrid and noxious superfluities from the intestines during bloodletting, which harm the principal members.
Neque phlebotometur patiens toctina, id est, satietatem nauseatiuam: neque crapulatus, neque euadens ab ebrietate, donec remoueatur illud ab eis.	Nor should those who are tired or nauseous be bloodletted, nor those who are intoxicated from drinking, until they are freed from that condition.
Neque infirmus cum hydropisi.	Neither weak with dropsy.
Et caueatur phlebotomia iterum post colicam passionem, et uomitum, et fluxum uentris, et multiplicationem coitus, et laboris, et exercitii, et uigiliarum, et ieiunii, et omnis quod dissoluit uirtutem ex re corporea aut animali.	And beware of phlebotomy repeated after a bout of passion, and vomiting, and flux of the stomach, and excessive coitus, and labor, and exercise, and wakefulness, and fasting, and all that which dissolves the virtues from the bodily or animal corpus.
Deinde considera in subtilitate humorum ante illud, si sanguis est grossus cum cibis et potibus, et medicinis: si possibile est ei illud.	Then consider the subtlety of the humors beforehand, if the blood is thick with food and drink, and medicines: if it is possible for him.
Deinde introeat balneum, si non prohibet ipsum aliquid: aut exercitetur aliquo exercitio, ut subtilietur sanguis.	Then let him take a bath, if nothing prohibits it: or let him be exercised by some exercise, so that the blood may be subtly thinned.
Et pone phlebotomiam eius in pectore, circa tertiam diei, sicut diximus: et conare, ut euacuetur pectus eius illa die ex omnibus accidentibus animalibus malis: sicut angustia, et ira, et timor: et ex omnibus accidentibus corporeis, sicut labor, et poena, et superfluicoitus, et illis similia.	And let phlebotomy be applied to his chest, around the third day, as we have said: and take care, so that his chest may be evacuated of all bad animal accidents on that day: such as anxiety, and anger, and fear: and from all bodily accidents, such as labor, and pain, and overexertion, and similar things.
Et sedi suae faciat esse praesentes res cum quarum usu cucurrit consuetudo hominum ex aromaticitate, et odoramento, et tripudio et similibus illis per quantitatem possibilitatis.	And let him have present things with which he is familiar through the use of aromatics, and perfumes, and trips and similar things to those in accordance with the quantity of possibility.
Deinde sedeat phlebotomator super puluinari, quod sit altius quam puluinar phlebotomandi: postea extrahat brachium suum, et fricet ipsum phlebotomator manu sua bis, aut ter.	Then let the phlebotomist sit on a pillow, which is higher than the pillow of the one being phlebotomized: afterwards let him draw out his arm, and rub it with his hand two or three times.
Deinde stringat ligamentum cum corrigia, et inuoluat eam bis.	Then let him tie the ligature with a cord, and wrap it twice.
Et sit strictura temperata, quoniam strictura quando est inaequalis, aut per superfluitatem in strictura, tunc prohibet cursum sanguinis: aut in mollificatione, tunc etiam prohibet cursum sanguinis.	And let the stricture be moderate, because when the stricture is unequal, or excessive in the stricture, then it prohibits the flow of blood: or in relaxation, then also it prohibits the flow of blood.
Deinde post stricturam oportet, ut fricet phlebotomandus manus suas simul adinuicem, donec inflentur uenae, et declarentur sensui.	Then after the stricture it is necessary to rub the hands of the one being phlebotomized simultaneously, until the veins become inflated and declare themselves to the senses.
Deinde abstergat phlebotomator phlebotomum cum pauco oleo, antiquo proprie.	Then the surgeon removes the bloodletting instrument with a little oil, properly and skillfully.
Deinde ponat digitum suum indicem manus sinistrae super ipsam uenam sub loco cuius phlebotomiam uult, parum: ut non fugiat uena, et cassetur percussio.	Then he places his index finger of his left hand on the vein under the location where he wants to perform the bloodletting, gently: so that the vein does not flee and is compressed by the percussion.
Quoniam ex uenis est quam inuenis sicut chordam fugientem apud phlebotomiam: et ex eis est quae est plena uentositate: et quando ponis phlebotomum super eam, contrahitur sub phlebotomo, et decipitur phlebotomator, et non aperit phlebotomus uenam: et si aperit eam, est stricta: propter illud ergo oportet, ut firmetur phlebotomator, et sit sollicitus in his rebus omnibus.	Since the vein is like a fleeing chord during bloodletting: and it is one of those that is full of windiness: and when you place the bloodletting instrument on it, it contracts under the instrument, and the surgeon is deceived, and the instrument does not open the vein: and if it opens it, it is constricted: therefore for this reason it is necessary to steady the instrument, and one should be solicitous in all these matters.
Deinde deponat phlebotomum.	Then he puts down the bloodletting instrument.
Si ergo aperitur uena ex uice una, tunc bonum est.	If then the vein is opened with a single stroke, it is good.
Et si non, tunc itera illud uice alia sub illo loco parum, aut supra ipsum cum festinatione: si non apostematur locus.	And if not, then try that stroke again at another place nearby with gentle pressure, or above it with quickness: if the spot is not missed.
Quod si apostematur, aut expauescit infirmus, tunc dimitte eum die, aut duobus diebus: et non stringat ligamentum.	What if the spot is missed, or the patient becomes weak, then leave him for a day, or two days: and do not tighten the bandage.
Fortasse enim attrahet apostema calidum.	Perhaps indeed it will attract a warm poultice.
Neque ingrediatur balneum.	Nor should he take a bath.
Deinde iteret phlebotomiam, si amat.	Then repeat the bloodletting, if necessary.
Quod si apertio est parua, aut currit sanguis subtiliter: et times ut non egrediatur ex sanguine quantitas quam uis: tunc itera phlebotomum in foramine ipso secundum rectitudinem, et adde in operatione parum.	What if the opening is small, or the blood flows subtly: and sometimes so that the quantity of blood does not flow out as desired: then try the instrument again in the same opening according to the straightness, and add a little to the operation.
Et fac illud cum festinatione, antequam apostemetur locus, apostematus enim locus est in multis hominibus apud operationem paruam.	And do it quickly, before the spot is missed, for a missed spot is frequent in many people during a small operation.
