Ayssi comensan las paraulas de Albucasim .	Indeed, here is the translation:
Capitol .xxiii.	Chapter 23.</end_of_turn
De sermo en dislocacio.	From speech concerning dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is the immediate displacement of any joint of the limb, because it is prohibited from movement, and is accompanied by the figure of the limb, and brings about great pain and damage.</end_of_turn>
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when an accident of dislocation occurs, it is necessary to perforate as soon as possible so that it can be reduced; and do not delay its reduction, for if it is delayed, the limb is swollen and strong, which makes it difficult to reduce the dislocation.</end_of_turn
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And do not touch or stretch at the time of reduction, because moved veins cause spasms and pain.</end_of_turn
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	When this has happened, the doctor must command the patient to rest quietly in the discomfort of the pain, and should lay the limb immersed in lukewarm water and oil, and should reduce it with ease.</end_of_turn
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And all the limb should be treated with the water from which the memory will remain in its limb.</end_of_turn>
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And indeed I have ordered the heads of dislocation to be treated according to the order of fracture; from the part of the body higher up to the part of the body lower down.</end_of_turn
Capitol .xxiiii.	Chapter XXV.</end_of_turn>
De curacio de dislocacio de la mandibula dejos.	Of the treatment of dislocation of the jawbone downwards.</end_of_turn>
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	So dislocated are both mandibles if they are not held; and the dislocation of both is useful according to two methods: either they are slightly displaced from their places for little mobility, or they are completely dislocated and complete, until they are softened at the junction where saliva comes from the pain and does not want to open its mouth, and its tongue is wrapped in its sputum.</end_of_turn
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	If the dislocation is slight, the limb will return to its place by itself with little cause.</end_of_turn
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	If the dislocation is complete and complex, the limb must be urgently reduced, and must not be delayed at all.</end_of_turn
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And the minister has the head of the patient, and the doctor places his thumb on the root of the mandible that is dislocated, if the dislocation is of one side; or the doctor places two thumbs together in the middle, if the dislocation is of two sides, and the others say of the most of them that they are outside of them; and commands the patient to stop his mandibles and take away those that are not in their place; and the doctor grasps the mandible and supports the mandible until it returns to its rightful place.</end_of_turn
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction is difficult, and more so if both mandibles are simultaneously dislocated, the doctor should administer evaporation with lukewarm water and oil, until it is finally successful in reducing both of them, and not wait for both of them to reduce at the same time, as we have said.</end_of_turn
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And therefore when they have returned and are softened, and the patient’s mouth is closed and not softened, the doctor should rest upon those little grains of millet around the root, and apply wax and oil; and hold firmly with ease.</end_of_turn
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And let the patient sleep on his two limbs, and let his head be supported between two cushions, so that neither the right side nor the left side is touched; and do not force him to bite for any reason; have the limb well bandaged, so that when the pain is gone and the mandibles are not dislocated, the limb may be moved without pain.</end_of_turn
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And when the evacuation is administered easily, and not work on the opening of the mouth to force swallowing and drinking and speaking, until the mandible is set and healed.</end_of_turn
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if the reduction of two mandibles is difficult when they are simultaneously dislocated at any time and are not converted into their proper places, the doctor must know that fever and persistent vomiting are dangerous for the patient’s belly, and that he is extremely agitated.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	When this happens often, the doctor must know that it is a loss; and that no one survives whom this has happened to in a few days.</end_of_turn>
Capitol .xxv.	Chapter XXV.</end_of_turn>
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	Of the reduction of the dislocation of the furcula and of the extremity of the muscle.</end_of_turn
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The furcula is not dislocated from the side where it joins with the feet; and some say that it is displaced outwards, and that is known by the feeling.</end_of_turn
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration is that the patient grasps his two limbs and extends his arms.</end_of_turn
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	And quickly cover the wound with your palm, with a strong covering, so that it returns.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And quickly cover the wound with your palm, with a strong covering, so that it returns
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May the limb that has suffered the wound continue to be supported by that, not being dislocated in any day; for it is to be reduced and dressed according to what has been said and as it appears to you.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And quickly cover the wound with your palm, with a strong covering, and extract, and command the patient to adhere to tranquility and rest until he is healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And in this method of treatment the limb of the muscle is reduced when it is separated from the hip joint
Capitol .xxvi.	Chapter XXVI.</start_of_turn>
De la reduccio de la dislocacio del muscle.	Of the reduction of the dislocation of the muscle
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	You know that the muscle is not dislocated except in three ways, of which is one that it is dislocated from the part of the titillis to the part beyond
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is that it is dislocated from above the muscle, and that is sufficient; it is not dislocated at the back by the scapula; and it is not dislocated at the front by the nerves
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And most often it is dislocated outwards from the part beyond the titillis, and more so in those in which the flesh is little, willingly it is dislocated; but in those in which there are many bones, it is difficult to pull it out
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And many times it happens in men by percussion or violence, and the muscle of them is loosened from its place, and is cured as soon as it has been dislocated
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then cover it so that you are certain that it is sufficiently done, and when you are sure that you have completed the treatment
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And it is known that the dislocation of the muscle is when it is to the part beyond the titillis; so that you may distinguish between the dislocated muscle and the sound muscle, for you will find among these various signs; and you will find the head of the muscle hollow and the titillis beyond the touch of the head of the muscle just as if there were a hole, and the patient cannot reduce his hand to the hip joint, or make any movement at all.</start_of_turn>
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is dislocated from the foot or from above, and you find a mark of it on the touch, do not be deceived.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And in this dislocation is useful a quick reduction when it is fresh and the patient is young.</start_of_turn>
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the reduction of it is that the minister raises the hand to the part above; and immediately place the ankles under the titillis of the limb, and raise the joint with force at the hip joint, and the minister raises the hand and extends it; and immediately pause so that it returns willingly.</start_of_turn
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	May it be that what we have said is not returned, and so from the beginning of the dislocation, for several days, the patient should be bathed in warm water and be administered embrocation that softens and soothes just as if it were composed of the hairs of a horse, and fennel, and marigold in water, and be administered.</start_of_turn
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	And immediately the patient should be placed lying down on the hips and be supported under the titillis of the limb until the swelling has subsided between elevation and tension, and the physician should place his hand over the hip and raise the head of the muscle with force, and the minister should grasp the hand of the patient so that it is not bruised at the parts below, and another minister should hold the head of the patient, so that it is not bruised at the parts below, for all these things must return to the hip joint.</start_of_turn
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you wish, reduce it in this manner: and that you find a man who is longer than the patient and is at the side of the patient, and that you interpose the hip of the muscle between the titillis of the patient and elevate the titillis to the parts above until the patient is suspended in the air, and another minister pulls the hand of the patient from the parts below the hip.</start_of_turn
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	And if the patient is urgent, the hours must be that another cause is suspended, so that it does not worsen, for the dislocation will return immediately.</start_of_turn
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced immediately in another manner: and that a long staff be placed on the ground with a round head, like a mallet, which is not thick or thin, and that it be placed under the patient; because when it is placed over the head of the staff, the patient is standing according to the length of the staff, and the hand is extended to the parts below the other side; and the body is extended from the other side with force, so that the joint returns to the hip joint quickly.</start_of_turn
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	If it is difficult to reduce the swelling for all the reasons mentioned above, use this remedy: take a fistful of the amount that is as long as two fists and as wide as four fingers, and make it thick in the palm of the hand like this.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	Then place over the head of the patient some layers of wool or linen so that the fist does not damage the patient
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And place the thumb of the patient under the fist and extend the hand or arms over the fist inside the parts under the thighs, and tie the fist over the cushion and the arms and the wrist
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And place the arms on a scale as wide as the thighs, and the hand is extended to the parts under the thighs, and the other limb is suspended from the other part, so that the joint is within.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the swelling is complete according to any possible way, then stop and place upon the thumb a prepared plaster of powder of mustard and egg white over all the muscles, even if it is twisted downwards, and strengthen the thumb with tight binding; and the ligament is twisted over the plaster, and the hand is fixed to the forearm, and keep it quiet for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And keep the patient's diet reduced until the limb is comforted, for it is more pleasant for the healing of the limb.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And let food be given in greater quantity about the seventh or eighth day, or let the limb be exercised; and thus if it is stopped and is not softened, the hour has already healed
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	But if the joint is displaced somewhat by humidity that happens to it or for another reason, then it is necessary to administer cautery three times, as it is said in the chapter of cautery
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if all this has been done and seven days have passed, the ligament is detached and the joint is not fixed, and the plaster and the binding are reduced over it somewhat loosened, and it is not fixed and relaxed and cannot elevate the limb above the parts below, then you must know that the nerves of the limb, which are at the head of the muscle, are already insensible or extended or softened, and that the joint will never be fixed in place again.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	From the dislocation of that which is useful to give the thigh and the knee or the parts behind, the reduction is useful with impulse and extension with the most, until it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And let it be administered in this other tightening, and take care that it is healed.<end_turn>
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if it happens that the healing of the limb is delayed by gravity in the limb and tardiness in the movement of the limb, then the doctor must use cold packs until that gravity is relieved and the limb returns to its former state
Capitol .xxvii.	Chapter XXVII.</end_turn>
De curacio de dislocacio del coyde.	Of the treatment of dislocation of the ankle.</end_turn>
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	You must know that the ankle joint is dislocated with difficulty and almost returns with difficulty; and that which is dislocated throughout is more especially at the front than at the back, and the dislocation of the limb is not hidden from you that it is caused either by leaving it untouched or by touching it according to any figure that is dislocated, and when you adjust the dislocated ankle, that is to say that you make the ankle flexible, the joint is concave and cannot bend the limb, nor touch any of the muscles.</end_turn
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And you must know that the ankle, and reduce the dislocation as much as possible before it becomes fixed with cautery, for if you see it fixed with cautery, it is difficult to reduce it, and it is not well healed of all; and especially when it is at the back, for it is worse of all other kinds of dislocation, and for greater pain, and many veins are seen to be clotted at that time.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And the restoration of it, when it is possible to reduce it, is that the thumb is extended with two hands, and the arms are expanded, and the hands of the doctor are over the ankle and under it, and the plaster is put on the joint with the nails of the thumbs together, or with the heel of the palm against it until it returns to its place.</end_turn
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	And even if the dislocation is at the front, the doctor must return it as soon as possible so that he can touch the ankle with his hand, except that he perforates the ankle with the heel of the palm of his hand.</end_turn
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not obey the reduction, the doctor must administer violent extension and force.</end_turn
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And that two assistants extend the arms, and hold that support two assistants so that it is not left behind due to the extension.</end_turn
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	When the doctor touches the joint with his hand, anoint it with some oil so that these are the causes that help to lubricate the joint and facilitate; and then press the joint with force inwards until it returns.</end_of_turn>
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	Then reduce it, cover it so that there is stasis on the bruise in which there is stasis and exudate with vinegar, and extract it with tension, suspend the arm from the collarbone, and leave it for several days.</end_of_turn>
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	Then untie; and therefore if the joint is formed in the heel, then you untie the ligament from it and leave it thus.</end_of_turn>
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if the joint does not mend, then you repeat the packing and the ligament, and leave it thus for several days until it is extracted; and then untie that.</end_of_turn>
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	But if the accident happens to it towards the reduction of the joint, and the position is in movement, then administer humidity in bath and friction in moderation, and understand, until it is relieved; or rest upon the joint relieved, so that there is no fatty movement; and tie it up, and leave it thus for the day and the night.</end_of_turn
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And thus do that, and put it into the bath; and when it swells, then you cool the joint with temperate friction, and then repeat over that relieved, so that it is harmonious in movement, once, twice, and three times.</end_of_turn
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	The corruption has already spread throughout the bowels within the bath, until it has reached the limit.</end_of_turn>
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish, rest upon that wound of the moist cow and scald it along the edge and over that; and make some compresses, so that it is moist and reduces to its position.</end_of_turn
Capitol .xxviii.	Chapter XXVIII.</end_of_turn>
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Of the care of dislocation of the limb, that is between the arm and the hand.</end_of_turn
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	A dislocation of the hand frequently occurs; the reduction of the dislocation is easy, unlike that of the other joints, however cover that the speed of reduction in the moment in which it is dislocated, since it can cause bruising or that an injury occurs in it during the bruise.</end_of_turn
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of the dislocation is that you place the hand of the patient on a table and extend the hand of that, and the doctor places his hand or palm on the vicinity of the joint, and press that until it returns to its normal position.</end_of_turn
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	However, it must be considered if the palm is already bowed inward of the hand, then the patient should place two of his hands on a table beside the extension and reduction; and if the dislocation is previous, you should place two hands of the patient, so that the hand of the doctor lies over that vicinity of the joint.</end_of_turn
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And thus if it returns well, it is good; otherwise, press that again with packing yielding the bruise and leave that; do not repeat that until, because of suffering or doing more harm to the reduction.</end_of_turn
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	However, the joint remains according to its tortuousity; and do not note to the patient any cause, but that the hand is softened and cannot withstand any cause; the hours say that the nerves are cut or crushed, and that it is not strained in it except for being stretched by the wound and for that cause.</end_of_turn
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	Therefore when the limb is returned, the hours pause over it the packing that have been recommended, and let it rest and stretch for five days; and then untie that and let it rest and exercise the hand.</end_of_turn
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	However if its movement is delayed and an accident occurs in it some degree, the hours softens that with cold water and make some compresses, until it is relieved.</end_of_turn
Capitol .xxix.	Chapter XXIX.</end_of_turn
De la curacio de dislocacio dels ditz.	Of the care of dislocation of the fingers.</end_of_turn
Alcunas veguadas so dislocatz les ditz a tota partida.	Some fingers are dislocated throughout.</end_of_turn
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when one of those fingers is dislocated at the base of the palm or on the underside, the hours stretch it and press the dislocation back with the thumbs, until it returns.</end_of_turn
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And support the head of the digit, suspend that which deviates from its place, and leave that for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And suspend that and extend that until it becomes even in that limb that day.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when the night has passed, lie that one according to that narrative, and do not cease loosening that one in the day and exercising with movement, and lie that one in the night; and do this for a few days until it is healed.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And remain like that, if it is dislocated at the wrist, and lie that one to that part and do that the first operation, until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And remain like that in the same way when it is dislocated in other parts.
Capitol .xxx.	End of text.
De la curacio de dislocacio dels spondils del dos.	Concerning the treatment of dislocations of the bones of the foot.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When an accident happens to some of the bones of the foot or the heel dislocation completed, and so many bones remain loose from their place, in that case treatment is not appropriate, for death covers the disease.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And a sign of that is that the evacuation of the disease is outside the will, and cannot be retained; and many veins are softened in some parts of it or two veins of it or two branches of it, or one of them; or that a bone has become loose from its place, for that one has become loose and the soft parts are made useless for the evacuation of those four parts.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Therefore that one has already become loose in the back parts and is called gelosis.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	May the treatment of it be that you consider if the gelosis occurred from infancy, for in that case neither treatment nor healing of all is possible
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	May in that case you see it by chance or by percussion or by suspicion, as the Ancients say, the ways of treatment are long, of which the most part returns for profit; may I already have abbreviated that of which little is spoken of because of my proximity to your understanding, to which I have exposed myself and explained it with various instruments from that which I showed you and explained.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And I say that in gelosis that occurs from the front part of the foot, neither bandage nor healing of that is possible; and in the same way as regards that which is made useless for two sides.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And that one is cured only when it occurs in the two places precisely as I recommend.
