Ayssi comensan las paraulas de Albucasim .	Certainly. Here is the translation:
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if necessary you cause a loosening of that, you must correct the inflammation or swelling, pain or prominence that occurs in the place, then you will cover it and remove that and rectify what has happened in such a way as to care for it; and then reduce the plaster, sometimes up to the face; and adjust the stricture so that it is healthy.</start_of_turn
Capitol .viii.	End of Document.</start_of_turn
De restauracio de las costas quan son trincadas.	On the restoration of the back when it is fractured.</start_of_turn
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Know that the fracture of the ribs does not take place except in the hollow parts that follow the two; and as for the extremities of them from the front part, it does not cause them to curve inwards but only because of the cartilage.</start_of_turn
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And you must recognize that it is not hidden from the feeling that you must inquire about it according to what is said.</start_of_turn
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration is just as to embrace the fracture according to what is said, except that it must be embraced according to that which covers it, and then support the fractured bone with a splint, if you do not wish for that.</start_of_turn
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs is inclined downwards towards the plantar part, then it causes the patient great pain and puncture, just as if it were a puncture of that which has pleura, and because the bone puts on the membrane; and it causes difficulty in swallowing, coughing, vomiting and fainting; and this is of difficult care.</start_of_turn
E ja les Antixs so engeniatz en aquela am motz engientz.	And already the Ancients have devised in that way that it should not impede.</start_of_turn
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And so they say: cover that you suspend food from the patient that generates inflammation and wind, so that the belly is not swollen and is extended, and the fracture is impeded from the parts outwards.</start_of_turn
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	May we avoid this so that it is not the cause of causing further pain; and if it has already happened, then you can help with that.</start_of_turn
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And I say to you that the wind should be stopped and that you should take with forcitude; and it is like reasoning, but indeed it is feared that the wind will draw out the humors from the place because of the weakness.</start_of_turn
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	And he said to them: cover the wound with a bandage that is already submerged in oil, and let fine particles of alum between the ribs until it is full, that is, let the dressing adhere when it covers the wound again; and then let the pain be treated with the care of food and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if it causes violent constriction of the pain that does not suffer, and you pierce it with a pointed needle, remember about the pain, for when you cover the wound, uncover the area around the fracture, and then stop that instrument which conserves the bowels, remembering that which precedes it, and that it facilitates the bones, and extract it.</end_of_turn>
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And if it is great, we should suture the two lips of the wound, and cure that with plasters until it is healed.</end_of_turn>
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if it happens that there is swelling after the bath, then let your hand rest in olive oil and place it over the wound, and let the pain be treated with what covers the swelling after the bath.</end_of_turn>
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And rest on the side on which you sleep, until it is healed.</end_of_turn>
Capitol .ix.	Chapter IX.</end_of_turn>
De restauracio de fractura del spondil del dos e del col.	Of the restoration of the fracture of the spine of the thigh and the heel.</end_of_turn>
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	In some cases the fracture occurs in the bones of the heel, and sometimes at the thigh bones. The spine bones are affected in the same way.</end_of_turn
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And when such things happen to some, and you wish to know if he is healed or not, consider that sometimes the wounds are more softened, but sometimes they are swollen and dead, and you cannot bend them or extend them or stretch them, and when you compress them with your fingers or prick them with a needle and you do not feel pain in them, then you know that he is not healed, and in these matters of disposition it is deadly.</end_of_turn
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you see that and feel that constriction with your fingers and needle, then you know that the marrow of the bone is saved and that the pain will go away with care.</end_of_turn
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you see the spine bones of the heel like that and you wish to know if he is healed or not, then consider the weight of his foot.</end_of_turn
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	Then sometimes when they are softened, the accident has occurred in the most important, and when you put your hand on the two thighs, you feel heat and swelling, and some people fall asleep on the two thighs and are unable to urinate, then you know that it is deadly, and do not work on his care.</end_of_turn
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	May it be that no other cause of these has occurred, the cause is better and lighter.</end_of_turn
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the care of them is that you perforate the wound with a cautery needle that rests over the fractured spine, with olive oil or with cold compresses of vinegar; place your hand over that until the wound is closed.</end_of_turn
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And let us pause one of the comfortable plasters and put on that which binds; and command the patient to rest and be tranquil and not to sleep on the part where he feels pain until he is healed.</end_of_turn
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if the fracture has occurred from a fall or any other cause that has separated from it, then let us cover that with a bandage and keep that bone in place; and then suture the two lips of the wound, if it is great, and cure that with the care of the wound, until it is healed.</end_of_turn
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	But if it is fractured at the back of the thigh bone, and it is the end of the limb, then let us put our left hand over the buttock and grasp the fractured bone with the right hand as well as is possible; and then let us put on the bandage and plaster, if necessary, and keep that still.</end_of_turn
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if the heel bones are fractured in them, then let us rest over that, and keep that, and cure the wound with the care that precedes it until it is healed.</end_of_turn
Capitol .x.	Chapter X.</end_of_turn
De restauracio de la ancha.	Of the restoration of the limb.</end_of_turn
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the limb are often fractured, and if they are fractured, then the fracture is only a communication in the extremities of those and is inscribed in the length and declines towards the inward parts; and it happens that the patient feels pain in the area and punctures, and the limb is stupefied when it is fractured.</end_of_turn
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the restoration of them is that you extend your hand over that which is over the fracture in the shape of it.</end>
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	If the fracture is only in the extremity, then you must embrace that part as it is normally worn until it is put back into its natural position.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	Even if the fracture is in the leg or is already drooping downwards, then you must make the patient lie on the abdomen until such time as you are ready to restore the fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And therefore when you have embraced that part, stop over the dressing, and then stop over the bandage of lint or wool, and strengthen it with a tight bandage over which you do not fear making points of fracture or removing the splinter
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	Embrace the concavity with that which is within that which supports the restriction according to equality, and command the patient to lie on their side or recline on their side as well
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	If blood vessels should happen to burst after the cautery, then you must stop the extension of the limb and the restoration of the limb until the blood vessel has clotted, and stop over it until that which is precedent has passed; and then return to the restoration of the limb, and strengthen it thus as before.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if it should happen in the heel bones or they are fractured, then you must treat them
Capitol .xi.	(The text ends abruptly here.)
De restauracio de la fractura del adjutori.	On the restoration of the fracture of the adjunct.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	The adjunct is that which is between the hip bone and the head of the femur
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is fractured, the restoration of the limb is in two ways, of which one is that you take a piece of bone of moderate size following this fashion:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And suspend it from the elevated place with two ligaments
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And keep the patient lying on a seat; and then pull the fractured limb out from over the bone until it reaches the middle part of the limb from which the curvature of the limb is appended
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And if there is any other serious cause, or if the limb is too stiff, extend the limb downwards; and the physician must place something that supports the fracture more firmly, until the fracture returns as it should
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other way is that the patient be placed lying down on the neck and suspend the hand of the limb from the collarbone by a ligament; and command two assistants to hold one that supports the fracture on its sides; and the other to hold the limb; and each of them extend to their part.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you wish that the extension should be stronger, then strengthen over the fracture by a ligament and over that by another ligament, and each of the assistants extend their two parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	Therefore if the fracture is close to the extremity of the muscle, cover that half of the ligament over the trochanter and the other over the fracture against the hipbone.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	Similarly if the fracture is near the hipbone, cover that ligament over that place and over the hipbone
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Embrace that which is easy and useful, and when it is sufficiently embraced as it should be, then strengthen that which is not blood clotted after the cautery
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	Even if blood vessels should burst after the cautery, then lay aside the restriction until the seventh day, and stop over it a bandage of wool and oil of rosemary until the blood vessel has clotted, and then strengthen that again
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And the way to strengthen that is to place the plaster over the fracture, and then place a layer of lint around the plaster; and adjust the arm over that adjunct, and place your hand open over the muscle
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	And suspend the limb and strengthen over the adjunct the arm so that the arm is in place, if nothing else prevents it from any cause of the fractured bone
E lahoras usa de stelhas.	And use crutches.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And place over the fracture that staple which is stronger and sturdier than the others; and place between each staple the width of a finger, and the length of the staples according to the fracture in addition to three fingers from the whole part
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	And strengthen over the staples on the restriction which I mentioned at the beginning of the chapter.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And that your restriction over the location of the fracture be more straight
E quant pus es alonguada la fractura sia la strictura menor.	And when the fracture is longer, the restriction is smaller
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	Therefore if sometimes the position of the staples and the restriction is as we have said at the hour when we restored the limb to its natural position, then you must do it.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	If you fear an embolism, then leave the stricture and the stones inside for seven days as we have said.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	If you consider the ligament in all parts for three days so that it does not become inflamed or swollen; or if food is prohibited in order to reach the limb by the action of the stricture; then rectify all this as we have said.</end_of_turn>
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	May be if you are confident that no cause of this will arise, then do not remove the ligament but keep it for three days or more.</end_of_turn>
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	And let the patient rest on the side of the bed, and the legs more so over the stomach.</end_of_turn
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And pause over the attendants who are eating pork fat with ointment, and consider throughout the night or day that it is not deliated or dissolved the figure of the fractured limb, or that the ligament is softened, therefore rectify all this with your art.</end_of_turn
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	And pause food for the patient according to the order we have given more, except that food be soft at the beginning until it has been chewed; and the hour cover that the food be taken away from them.</end_of_turn
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	As for the custom of the attendants and the limb is that they be strengthened in forty days; and the hour cover that they be taken away and that bath and medicine be administered with the ones that rectify this.</end_of_turn>
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the fracture is delayed, then do not remove the ligament and the stones before six weeks or two months.</end_of_turn
Capitol .xii.	End of Document</start_of_turn>
De restauracio de fractura del bras.	Restoration of a Fractured Arm.</start_of_turn
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The arm consists of two bones which are called the ulna and the radius; of which the one is small, which is called the olecranon, and the other is large, which is that which is supported from behind the little finger, from the part beyond the wrist.</start_of_turn
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	And it is strong that only the large bone is fractured, or only the small, or both are fractured together.</start_of_turn
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	And when the small bone is fractured, the restoration of it is easy, and its healing is easier.</start_of_turn
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the large bone is fractured behind the wrist, the fracture is bad, and the healing is difficult.</start_of_turn
E pus mala de aquela es quan son trencatz dos osses essemps.	And the worse of all is when both bones are fractured together.</start_of_turn
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore if the bone that is fractured is the small one outside, it is convenient for the doctor to restore it, which should be done with little extension until it is healed.</start_of_turn
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	And if the large bone is fractured, the hour cover that you pause extension even more violently.</start_of_turn
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	And if both bones are fractured together, the hour cover that you must keep the limb still as much as possible.</start_of_turn
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	And you must keep the figure of the hand still during the restoration of it and the extension of it supported on a cushion, and that the thumb be lower than the other fingers, and the wrist be lower than the other fingers, and the patient be sitting on a cushion.</start_of_turn
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	And let there be a cushion under the arm or on the side of the arm, so that the patient does not move.</start_of_turn
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	And let the attendants extend the arm from the part beyond the wrist towards the shoulder or towards the ligament, and another attendant extend them in the same way.</start_of_turn
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	And the doctor should heal the bone until it is reduced according to the better figure that can be made.</start_of_turn
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	And if there is swelling of the bone, the hour perforates to reduce the whole limb in the socket with your art.</start_of_turn
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	And if there appears a separate swelling that makes you fear that it will not be healed, the hour must leave it and keep it as we have said before.</start_of_turn
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	And if the fracture is in the palm of the hand, and I have already said enough about this case, take care of that.</start_of_turn
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	And if an embolism occurs at the beginning of your restoration, the hour lays a bandage with a little rosemary and white wax, and let it be half between stiffness and softness, and strengthen the bandage over that which is over the stricture until the embolism is gone; and the hour leaves the bandage and pauses the plaster prepared from powdered gypsum with lime, and put on the stones; and let the stone which is placed over that fracture be more firm and strong.</start_of_turn
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	The bones of the arm bear witness in the greater abundance, or a fracture in one or two bones together.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	And thus hold the stricture firmly over the fractured area more strongly and more urgently, and when more than one part above the fracture or below it should be stretched out a little more than before according to the recollection of the same in the beginning of the chapter.</end_of_turn>
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	And the cloths which cover the fracture should be soft and moist, not hard or rough, and the thread with which it is stitched should be strong enough either from itself or between the warp and weft, as we have recounted.</end_of_turn>
E considera le membre e·l liament aprop alcus dias.	Consider the limb and the ligament nearby for a few days.</end_of_turn
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	And if any cause occurs for which rectification is necessary, even as it happens to the limb, then cover that you may embrocate the limb with cold water until the itching subsides.</end_of_turn
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	And keep the limb still until it has recovered, and then remove the stricture.</end_of_turn>
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	And if the swelling has already subsided and the bone has already regained its shape and seems like this, then rectify everything with your skill.</end_of_turn
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	And consider also if the nourishment is prohibited to reach the limb due to excessive stricture, for it is necessary to soften that a little and leave it for a few days until the nourishment reaches it again, and strengthen that.</end_of_turn
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	If the patient has no other cause for the matters we have mentioned, then do not remove the dressing for about xx days or so.</end_of_turn
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	And thus suspend the patient's hand for their ability to move restlessly, and make them sleep on the bed two.</end_of_turn>
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	You know that this fracture is restored in xxx days or in xxxii days, or more likely in xxviii days, and all this according to the condition of the complications and the ability.</end_of_turn
Capitol .xiii.	Chapter XIII.</end_of_turn>
De restauracio de fractura de la pinche de la ma e dels ditz.	On the restoration of fractures of the thumb and fingers.</end_of_turn>
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	You know that in the thumb and the fingers there is a fracture of the bones, and it does not happen to them except accompanied by soft tissue tears.</end_of_turn
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	And when the hand is fractured or there is an abrasion, then the patient must continue to fall and bend it lightly as before, and place their hand over that which is extended.</end_of_turn
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	And thus the minister extends the fractured bones, and the doctor should unite them until they are congruent with good union.</end_of_turn
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	And it is necessary to keep the dressing and bandage still, if not a cautery is necessary; and pause the star above according to the amount of the area, and you have already covered that with cloth.</end_of_turn
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	And if the break is in the lower parts of the palm, you must leave the palm of the hand relaxed, and command the patient to strengthen that which is their fractured thumb; strengthen that with a long bandage.</end_of_turn
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	And the star of the forearm must be applied to the palm so that the forearm is applied to the palm; and strengthen that as much as is necessary.</end_of_turn
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	And if the fracture is at the ends of the bones, then it is necessary to remove the star above and another star below in the palm, so that the hand is opened and closed; and then pause the stricture, even if the hand is rotated between the fingers with the ligaments.</end>
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	And if there is a fracture in one of the bones of the fingers, if it is said to be loose, then it should be united as much as is necessary and the palm must be strengthened if you wish, and if you want, pause the small ring finger to raise the fracture and not to break it.</end>
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	And if the fracture is in the other fingers, just as in the middle joint, or in the index, or in the ring, or in the little finger, then it should be united and bound with the finger to which it is related; or they should all be bound continuously, which is better; or pause over that small star as we have said above.</end
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	Consider in your restoration, and indeed that which opposes the custom — with the exception of the surgeon — with what is said to be caused by any of those things, according to the narration of these things.</end
Capitol .xiv.	Chapter XIV.</end_of_turn
De restauracio de fractura del os de la coyssa.	De restauration de fractura del os de la coyssa.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The thigh bone being moved about is fractured and is declared to be converted to the surrounding parts and the sovereign pus.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	And the restoration is done in this way that the ligament is stretched over the fracture and another ligament leaves the fracture, and the patient lies prone on the belly and on the face
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	Then the minister extends all the ligament to its quality according to the quality, when the fracture is in the middle of the bone
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	May be at the root of the thigh, but the ligament is properly placed to the nail at the fifth part, so that the extension is made there, and the other ligament leaves the fracture
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	Similarly, if the fracture is at the nail, then properly place the ligament to the nail and make the extension to the parts beyond
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	And the doctor should bite the bone on both sides as much as he can until he reduces that which is according to the natural shape; and the bone is united by good junction; the hour is that he stops applying pressure and performs stricture, if it does not happen to the limb afterwards
