Ayssi comensan las paraulas de Albucasim .	The text means: "Thus Commences the speech of Albucasim."
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	If the vein is clotted, then do not touch it until the clot has settled.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	And if it is necessary to evacuate the blood according to the circumstances, and this is not excusable, then do so over that area or on the other arm in another vein
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	The swollen vein called "funis brachi" is phlegmatized in the place of fat or bone, when not found or hidden, which is composed of those things.</start_of_turn>
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	The quality of the phlebitis of these veins is that the patient places their hand in cold water until the pain disappears and the vein becomes clearly visible.</start_of_turn
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	Then strengthen the point over that which there is a ligament or stricture; and do not phlebotomize horizontally or longitudinally, but rather in a small circle.</start_of_turn
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And let the opening be wide and your phlebotomy be over the joint of the hand a little.</start_of_turn
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	And if the flow of the blood is prohibited, then repeat the hand in cold water and let the blood flow in the water until you have achieved your purpose.</start_of_turn
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	Even in the summer days, you are excused from the repetition of hand in cold water, and the month is stopped for the preservation of the blood in cold water in winter.</start_of_turn
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	The phlebotomy of this vein is more beneficial than all the others, for it has no pulsating vein or nerves.</start_of_turn
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	The phlebotomy of the cubital vein is related to the diseases of the fetlock.</start_of_turn
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	The quality of the phlebotomy of these veins is that you strengthen the hand over the ligament or over the hand, for since you have placed it in cold water, the vein is swollen and is immediately visible; and do phlebotomy in a circle; if you do not do so, you will not achieve anything.</start_of_turn
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	Beware that you do not touch your hand with phlebotomy, for you leave them without nails of flesh.</start_of_turn
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And repeat the hand in cold water and let the blood run in that way, for if you do not repeat it in cold water, the blood will coagulate in the orifice of the vein, and it is prohibited to flow.</start_of_turn
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	When the blood is extracted according to the quantity of need, then you pause over the vein with oil and salt, so that it is not solidified too much; and at the same time cover that you do not touch anything nearby.</start_of_turn
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	Moreover, the help of the phlebotomy of the left hand is that it is related to the diseases of the heel.</start_of_turn
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And do the same in the phlebotomy of these veins as you did in the other.</start_of_turn
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	The help of the median vein in phlebotomy is for diseases that are in the lower parts of the body, such as diseases of the knee, and for retention of menstrual blood, and for the diseases of the tonsils and ulcers of abscesses and ancient wounds.</start_of_turn
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	The quality of the phlebotomy of these veins is that the patient puts their whole foot in cold water and makes a friction over that area until the veins become visible; and they bind over the ankle joint with a bandage; and in the area of the vein they feel a pulsating that must be pointed out, and from that there branch out in the face of the foot many nerves.</start_of_turn
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	Therefore, phlebotomize as widely as possible or leave the bandage over the ankle where it has been placed to avoid adhesion.</start_of_turn
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	If you phlebotomize on the face of the foot, then you must take care of the nerves that are left over that area of the face of the foot, and pause your phlebotomy over that which you phlebotomize so as not to injure it.</start_of_turn
E sia le fleubotomi vosil.	Be careful in your phlebotomy.</start_of_turn
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	Even if blood flow is prohibited, repeat the foot in cold water and let the blood run in that way until it is evacuated.</start_of_turn
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	If the phlegmatic patient flees in the first watch, then repeat the phlebotomy a little later, when the limb is relaxed; and do not fear the malice of the patient, more than that you take care of the nerves just as we have said.
E semblantment fay de la sophena del autre pe engualment.	Similarly do as with the other foot, exactly as before.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And concerning the sciatic nerve, as we have said, its root is to be left in the pelvic cavity
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	The benefit of phlebotomy is that it is useful for an aching ankle when it is for healing the burn.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	The quality of phlebotomy is that the patient's pain ceases, and he is relaxed and his belly is relaxed from the flank of the thigh to below the four fingers up to a long strip that does not appear except for this.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	And therefore, when it appears, repeat the phlebotomy whenever possible and according to the condition, and it is better; or perform it by incision or by excision, because the root of the limb is relaxed
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	It is in many homes not so well known; and if you find it like that and it does not appear to the feeling of the whole, repeat the phlebotomy of some part of the limb, that is which appears in the two toes instead of the thumb and the index finger
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	Take care of the nerves, and run the healing in the quantity you wish
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	Then remove the ligature and place your hand over the site of the phlebotomy to strengthen the limb, because it is immediately healed.
De ventozacio e de las qualitatz de uzar de aquelas.	From the wind and from the qualities of these things
Ventozas so de corns, o de eram, o de veyre.	The winds are of barley, or of wheat, or of ivy
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	And the wind is useful in two ways: one is by scarification and extraction of blood, and the other is by the wind itself
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	And this wind that is of scarification is done in two ways, that is by fire or by friction
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And to the winds that are administered by scarification and extraction of blood there are fourteen parts of the body, of which one in which the winds are stopped is the ankle; and the fifth part from the knee downwards; and the winds from the chin downwards go beyond the mouth; and the winds from two spatulas; and the winds of alohost, which is at the end of the thigh; and the winds of two flames; and the winds of two braziers; and the winds of two cavities; and the winds of two cushions
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	The wind does not extract blood except from the small veins scattered in the flesh, and by this it does not take away the virtue of these things, just as in the case of phlebotomy; neither does it suffice that the wind should be done by fire or friction in any ailment that is useful for the evacuation of everything from the body
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	However, if necessary, we can cause a wound for an ailment or for a continuation, we will administer it at the beginning and at the end of the month, and in the middle of the month and at any other time as needed
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	The cause of this is that in many people in which there is an excess of blood, they do not agree with the extraction of blood by the wind and they find in the belly great coldness and bitterness; and from those they find repletion and redness in the face and in the belly, and in the belly of the thigh; and from those who find thirst in the face and front of the head and shadows and faintness in the knees; and from those who vomit the blood of the wound; and from those whose laughter is multiplied; and from those who find a taste of blood in their mouth, or that their tongue is swollen and spitting blood; and from those who sleep multiplied, and from those who see blood in their sleep full of rigor and old age and spots and other causes that make them similar to this
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	And therefore, when in any case of these, and properly if it is in the third or half of the month, it is commanded that the wind should be done more than at any other time of the day or two or three hours
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	And the benefit of the wind from the neck is that when it confers gravity to the head and that which is effaced from the heels; however, it does not suffice that it should be a close evacuation of everything from the body
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	And this wind is in the place of the cephalic phlebotomy
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	It is not lawful to use it for those who are of complete madness, or in which there is congestion, because it gives great harm to that.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And for this reason it does not suffice that it should be used for the old people, and in the heads of those who have diseases of the head
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	May it be known to him who remains silent on this matter that the cause of the pain is oblivion; and for this reason I command the attendant to remove his hand a little from the patient's side, fearing the generation of oblivion.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	The scent of ale is more effective than the lancing of the veins of the belly and the bladder: and for this reason I assign it to the asthma, and to the constriction of bile and the cutting of the pain of bile, and to coughing, and to distension
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	And I order that the scent of ale be applied sparingly, because if it is left behind, it generates weakness in the body and the stomach
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	The scent of chamomile relieves headaches and ophthalmia, diarrhea, anxiety, and toothache; and it is more effective than the lancing of the veins of the veins of the marrow
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	And I command the attendant that he does not touch his hand too much with the knife so as not to bruise the artery and cause the flow of blood to stop
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	The scent of mint relieves hiccups in the mouth, and corruption of the gums, and resembles the taste of the diseases that are in the mouth, and it is more effective than the lancing of the veins of the liver that are in the armpits
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	And the scent which is useful over the armpits relieves the headache, which is useful for replacing heat.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	And the scent of the armpits of the armpits which comes from the bones relieves the lancing of three veins, that is of the bladder, belly and head, because those that are behind bring blood to all those veins which are more numerous than those that go out from them, and those smaller veins which go out of the others enter into those three veins.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	I command the attendant not to proceed too much with the knife, because the flesh is stripped of skin, and leaves the nerves and blood vessels exposed.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	This is a scent that is applied over the buttocks and relieves haemorrhoids and ulcers behind the legs.<end_turn>
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	And I order the attendant that it should be a strong scent, and that it should be of cinnamon, because it digests strongly of fat; and strong should be taken subtle winds and should be applied with a knife.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	The scent of the camomile that is taken in small quantities is useful for all the body, and relieves the ancient pains of the kidneys and the liver, and the bladder; and it provokes menstruation, and relieves vomiting and diarrhea; and it is more effective than the lancing of two veins, and it stops swelling and bruising, and two cavities
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	However they do not benefit all the body and make it swell in many people<end_turn>
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	And the scent that stops swelling is useful alongside the scent of two veins of the buttocks
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	The quality of the position of the scent is that it stops the initial vomiting and promotes the vomiting of a tempered amount, and does not prolong the position of the scent, but rather pauses them leisurely, and keeps them moderately, and that the humors go to the place they should go spontaneously without being delayed
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And do not cease until you see that the place already recovers and swells and that the rigor of the blood appears
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And when you have finished the lancing and repeated the vomiting a few times, and consider the condition of the body.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	For the weak person who has soft flesh and rare veins, I command that you give a little scarification and do not do it again, because the place is not to be ulcerated
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	I command the attendant to widen the scarification and make a little hole, and to breathe slowly.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	And if there is toughness in the blood, I command that you make two incisions, because in the first incision the delicate vein of the blood is opened up and the blood is released from it.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	And in the second one the acquisition of the extraction of the thick blood is obtained
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	And if the blood is not thick, I command that you make a third incision so that you can achieve the marrow
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	Finally, when we want to extract the blood little by little or a little, suffice with a single incision.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	And if we want to extract a lot of blood, we make several incisions; and if we know that the blood is thick, I command that you make a wide incision.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	The limit of the incision is only the depth of the skin.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	If the thumb is large, hard, dark, and swollen, that the veins become smoother, open and resolving; if in summer, thus as olive of aloes or olive of violets, or olive of meadowsweet, or olive of poppy seed; if in winter, then olive of mastic or olive of lily, or olive of chamomile, or saffron.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	If the swelling is great, fiery, then let olive oil be taken either amaranth or balsamite, or aloes or pennyroyal, and the like.</end_of_turn>
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	But if the wind is of great power of tough hair, then let it be forbidden to take oil, and let the veins of the wind be bathed with water of almonds or hot water of the sun, or water of poppy seed, or water of chamomile, or the like.</end_of_turn>
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And if the patient has moisture of humiture, wash their veins with vinegar or water of myrtle, mastic and alike.</end_of_turn>
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	And if the swelling is great, wash their veins with strong vinegar or water of elderberry, which is greater, or of chamomile or of camomile, and the like.</end_of_turn
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	And let the wind be kept away from bathing; having bated it must be administered almost immediately after the bath for an hour or two, and let it rest near the wind.</end_of_turn>
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What is it that makes it useful to restore the veins from a phlebotomy before the venostasis?
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	Let us consider at the beginning: if the wind or the one who is to perform the phlebotomy is bilious and winds over them sick and inflamed, let it be foreseen that cold causes will be excluded, thus as vinegar and lettuce, and saffron, and juniper berries, and alike.</end_of_turn
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	And omit their food thus as poultry, and fatty meats, and foods with vinegar, and the like.</end_of_turn
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	And if the complexion is fiery, let it be foreseen to abstain from drinking strong drinks or eating almonds and fennel, and garlic; and let them be advised to drink little and eat sparingly, and omit poultry and meat and fish and peas and onions.</end>
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And let the drink be greater than the food in the day of wind and phlebotomy.</end_of_turn>
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	And let the patient be given in some hours after the meal some strong drinks like barley barley flour or medicine of must or honey before or after the wind or phlebotomy or at the same time, so that the principal members be comforted and the sickness be mitigated; and let them not take any enemas.</end_of_turn
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	But the winds that we must not sacrifice are the winds that stop their fetor on the heel and the ankle, and on the navel, in the groin, and the armpit, because these members must not suffer sacrifice upon them.</end_of_turn
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	And it is not desired for these except for the attraction of the sickness of a limb, thus as the wind is stopped over the breast in the disease of flux of blood of the breast; and they use this for that the wind is dispersed from the limb thus as over the belly and the navel; for that scarcity strengthens the limb and makes it scaly and removes the pain that resolves the wind.</end_of_turn
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And already is it stopped on the hiccups when they happen in their application or support, for by the power of strong attraction it makes the hiccups go away and expels the phlegm from its place.</end_of_turn
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	And in the same way when it is stopped on the heel and the ankle it removes the wind from those enclosed.</end_of_turn
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	These winds are administered cold with vinegar only; and some are administered with fire.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	And some are administered full of hot water in the diseases of the breast.</end_of_turn>
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And this is for that the wind should be full and greater, so is hot water alone or hot water in which are boiled herbs that are convenient.</end_of_turn
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	Form of wind administered with fire: the breadth of the orifice of two fingers, as we have formed it; and the quantity of the preparation is the amount of a palm; and it is placed on the side of the limb, in the place where it is in the circuit, the amount of the limb, the neck is small according to the quantity that enters it with a needle.</end_of_turn
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	E las ventosas dels efantz e extenuatz so outras que las ventozas dels joves e de grosses corssas.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquella sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.
Capitol .xcvii.	Capitol .xcvii.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu
E cum son umplidas e caso.	E cum son umplidas e caso
E si es possible succio del loc am ventoza, es mays derier en juvament.	E si es possible succio del loc am ventoza, es mays derier en juvament.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.
