Ayssi comensan las paraulas de Albucasim .	The sentence translates to: "Thus begins the speech of Albucasim."
E quan tu administras la extraccio de la sageta en quascun loc on sia, lahoras tu usa am torcio de la tua ma am forceps a totas partidas entro que fassa aquela obezir; e subtilia am deriera subtilitat que la sageta no sia trencada e que sia fayta a tu dificil atraccio de lu e de aquela extraccio.	And when you administer the extraction of the arrow in any place, the hour uses with all its force at all times to make that work; and whisper that the arrow is not fractured and that it is easily attracted and extracted.</end_of_turn
E si no podes sobre aquela de la tua hora, lahoras tu layssa per alcus dias entro que se poyrescan las partidas que so en le circuit de lu, e aprop itera aquela quar lahoras es alleujada.	And if you cannot do that of your hour, the hour leaves it lying for a few days until the parts that are around it have healed, and then iterates that the hour is relieved.</end_of_turn
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	Maybe if you do something contrary to the flow of custom, the hour recommends that you administer what has been said about care in the head.</end_of_turn
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	And preserve your vigilance from the beginning of the vein or nerve, or string, and administer instruments in every way possible to facilitate the evacuation of the arrow; and do it with ease, tranquility, delay and firmness as I have said and you have recommended.</end_of_turn
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	Therefore make the arrow go out contrary to its figure so that the illness is in accordance with the figure according to which you must order the evacuation of the arrow, which is more helpful.</end_of_turn
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	Maybe if that is not possible for you, the hour recommends that you do what is possible for you according to the figures.</end_of_turn
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	Maybe the arrows which are expelled contrary to the other side, or which already proceed from one side to the other, or make the transmission of the arrow difficult because of the sensation of the side which is below the hip bone and sometimes that eminent; then you must abstain from that; and let the incision be according to the quantity in which the forceps grasp; and then pull it out, because it is lighter at this time.</end_of_turn
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	Maybe if it is retained in the bone, the hour recommends that you twist the limb contrary to the custom until the arrow presses against the bone, and expand it halfway, and then extract it.</end_of_turn
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	Or leave it lying for a few days, and then repeat that until it heals.</end_of_turn>
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	And if the head of the arrow is in that place, the hour recommends that you pierce that with it.</end_of_turn
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	May it be that if the fever has subsided and you wish to administer an impulse, then insert your finger and, if it is numb, stir cautiously so that between the concavity of the thumb and the heel you may impel that which is in it.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	If the thumb is concave, then insert your finger forcefully so that the thumb is relieved by that.
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	And if the thumb is poisoned, then you must cover the entire area where the pain is with your hand, if you can, and then care for that which you suspect
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	And if the thumb hurts in the foot, or in the belly, or in the bladder, or in the side, and it is close to causing you to touch that area, then touch that with your finger and if possible drain that, for it will prevent infection of the vein or nerve, and extract that, and then compress that until it has healed.
Forma de forceps am las quals so atiradas las sagetas:	Form of forceps with which the thumbs are grasped:
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	Their extremities are like the beak of a sparrow, which are firm like a saw when they grasp the thumb so that it does not slip away
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	And these are various forms of forceps, large, small, medium and small, according to the quantity of the greatness of the thumb and its scarcity, and of the breadth of the wound, and of the constriction of it.
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	Method of pressing inwards of this limb as much as possible like the pain of a sparrow so that the inside of the thumb is relieved, and impulse of that which is numb:
Forma de impellent de sorda extremitat:	Method of pressing inwards of the numb limb
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	like this so that the inside of the thumb which is concave is relieved and is driven out by that
De fleubotomia de las venas.	Of the flebotomy of the veins.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so .xxx., de las quals so en le cap .xvi., so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	The veins which are usually flebotomized are those of the foot, hand, belly and chest of which there are sixteen in total There are two pulse veins which are close to the ankles, which are called the palpebral veins; two veins which are in the two temporal regions which appear; two veins which are in two tear ducts of two holes which are called the lacrimal veins; the vein which is prepared in the middle of the face, and the vein which is in the extremity of the nose; two veins which are in the cheek; two veins which are in the lower lip; two veins which are in the upper lip; and these are the veins which are called the palpebral; and there are two veins which are in the tongue
Mays las venas que so fleubotomadas en les brasses so .v.; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	But the veins which are flebotomized in the limbs are worth five for in those there is a cephalic vein, which is blind, and is called the “head vein”, which is a minor vein, which is composed of a branch of the basilica and another branch of the cephalic; and people call that “the vein of the whole body”, and the basilica vein is stopped in the domestic lap, and is called “citellar”, and they call those which are in the belly “belly veins”; and the funis of the arm, which is stopped over the elbow, and is that in which flebotomy is performed, and that appears on the heel for its manifestation; and the great saphenous vein, which is between the thumb and the little finger, and there are two branches in it
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	And in the foot and the thigh there are three veins; one of which is that which is beyond the curvature of the heel of the outside; and the second is the saphenous, the place of which is beyond the thigh of the outside; and the sciatic vein, the place of which is beyond the thigh of the outside; and in the thigh there are other veins similar to those.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The support of the veins which are close to the ankles is for catarrh of the ancient times and emigration and safra and ulcers of the head of bad ancient times
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	And the quality of bleeding these is as I recommend to you: that the head of the patient should be calm and the head of the patient in the occipital region where both veins are somewhat wide and have good friction; to strengthen the patient's head let him hold his chin with two fingers placed two finger-breadths below the head; and if you feel that two fingers are enough to hold it, here you will hold the hand.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Take your needle lance, which is the one that is incisions, and insert that which is left of the vein in the bone so that the flebotomy comes out to the bone.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	And elevate your hand to the vein and the bone to the sides and then you will puncture the vein at the incision point.
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	The length of the incision should be equal to twice the width of two fingers, and do as much as you wish; and thus you will perform the operation safely.
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	Then withdraw the powder and leave only that which has healed.</end_of_turn>
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And thus the incision of those and their cautery are completed.</end_of_turn>
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	More than two veins or arteries which are at the temples help to prevent inflammation is an old emigration and is bad and excessive vomiting and abundance of acute effusions in the heel.</end_of_turn
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And the quality of the inflammation of those is as I recommend to you: constrict the patient's abdomen until two veins appear to be visible in the sentiment of their appearance and when they are shown to be present; and when you are certain, then do what you desire.</end_of_turn
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	Then elevate the limb above the vein towards the buttocks as I have indicated, and introduce the inflammation into the body through the incision, and elevate the vein again; and make the incision in the same way as you did with the other two veins; and do as much as you wish of the operation.</end_of_turn
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	Then remove the covering of the patient, and rest your hand on the vein for an hour, and then rest over the wound and the powder and tighten that which is under your hand, and leave only that which has healed.</end_of_turn
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	And thus the memory of those things is completed, and the incision, and the attraction at the beginning of the operation.</end_of_turn
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	And thus the benefit of the inflammation of the vein of the forehead is similar to the inflammation of the cephalic vein to the ancient illnesses of the face and emigration and swelling and ulcers that are fetid.</end_of_turn
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	And the quality of the inflammation of those is as I recommend to you; so that the patient grasps the abdomen with a bandage until the vein appears; and then take an instrument which is called forceps of which this is the form.</end_of_turn
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	Pause the puncture at the tip of the forceps over that vein and perforate it either forward or backward in the manner of the hand; and leave the wound to run as much as you wish; and then remove the perforation of the abdomen and tighten that which has healed.</end_of_turn
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	Many veins are opened with the inflammation, but do not think that the inflammation is of acute extremity as well as the others; for it is of remote extremity, and the inflammation is in proportion to the breadth of the os which is proper and firm in it when the inflammation is subtle.</end_of_turn
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	More useful are the two veins which are at the corners of two heels for scabbing of the heel for swelling and swelling in the heel, and for the illnesses of the face.</end_of_turn
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	The quality of the inflammation is that the patient grasps the abdomen with a bandage, and immediately perform the inflammation of those things, and you remain standing over their head.</end_of_turn
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	And thus the inflammation is successful according to the proportion of the length to the breadth of the inflammation, for in the place there is no bone; and if the inflammation is subtle, the limb is firm and the os is fractured.</end_of_turn
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	Then do as much as you wish of the operation, and rest over those wounds, and tighten those for a night, and then remove them.</end_of_turn
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	More than the inflammation of the vein of the nose is with acute fever and violent vomiting, and with the illnesses of the face and emigration and swelling that occur in the face, and more when it is ancient.</end_of_turn
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	And the quality of the inflammation of those is that the patient grasps the abdomen and take hold of the nose with your left hand, and perform the inflammation slowly and leave it in the middle of the face according to the direction of the ruler, for the vein does not appear in this place, and the blood begins to flow freely.</end_of_turn
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	Cover that the inflammation is done little by little and gradually let the blood run according to your need; and leave that for a night, for that is restored pleasantly.</end_of_turn
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	More useful is the inflammation of the two guide veins to constriction of ale and to the beginning of leprosy and to spots of illness and itching and corrosive ulcers just as herpotromen.</end_of_turn
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	And the quality of the inflammation of those is that the patient grasps something from the abdomen with his limbs; and let the artifiacts be over the head of the patient, and let the patient be sitting on a cushion.</end_of_turn
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	Then remove the ligature and tighten the two veins near the midpoint to prevent further bleeding, and leave the bandage inside until the wound has healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	And in the treatment of phlebitis of the great veins, compare small apostemas and pustules of the mouth, corruption of the teeth, bad ulcers and fissures, and bad ulcers that are in the nose and in the throat area.</end_of_turn>
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And the quality of the phlebotomy of these is that it should cease the pain immediately, tighten the neck of the vein with a bandage, and then rotate the lips of the vein and ligate two veins, one from the right lip and the other from the left lip; and the sign of which is the blackness of either of them, and more especially when the two veins are black in the circuit of these.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	If there is any doubt, you may leave it to the incision of the greater of these, and the sign that will manifest itself from these.
E fay le semblant de las doas venas que so en las labias desus.	And make them resemble the two veins that are in the lips above.</end_of_turn>
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	It is more common to ligate the two veins that are in the lip than to leave them.</end_of_turn>
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	More useful than ligating two veins that are left in the tongue is the phlebotomy of the cephalic vein to prevent affections that are in the gullet, to the disease of the uvula, and to diseases of the mouth.</end_of_turn>
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	The quality of phlebotomizing these is that it should follow the pain between your teeth right away, elevate the tongue, and restrain the tongue, from one side of the vein and from the other side of the vein, and the color of each is tending towards blackness.</end_of_turn
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And so phlebotomize each; and take care that you do not touch the vein with your hand, for you may leave them as arteries.</end_of_turn
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And these veins which are phlebotomized in the groin are those in which blood usually runs in all men, and the phlebotomy of these is useful in two ways, or by making a small puncture of the skin with a needle or by making a small incision with a lancet; or by pressing on the puncture with the thumb and index finger, and this is the way to do it.</end_of_turn
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this is because it agrees with the section and those species of veins and subtleties according to the amplitude of the veins and according to the stricture of these.</end_of_turn>
Forma de fleubotomi mirti:	Method of small puncture:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	Both thumbs and index fingers are to be used as many times as necessary, and you must open the veins that appear flattened and contain a large amount of blood.
E aquesta es la forma de fleubotomi olivar:	This is the way of making a large puncture
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	This phlebotomy is of smaller breadth and more subtle, and is suitable for phlebotomy of small veins that contain subtle blood clots.</end_of_turn
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	More useful is the phlebotomy of the basilica vein which is one of the three veins: which extract the blood of the affections that are left in the gullet and the neck, and of what is left of the legs and the belly.</end_of_turn
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	It is necessary for the phlebotomist, when he phlebotomizes that, to guard well and be cautious in that, because if he does not, he may leave the artery open, and if he is mistaken in the puncture of the phlebotomy, he will puncture that artery and blood will flow, so that you must avoid that by cutting as little as possible.</end_of_turn
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	And if the basilica does not appear to be obvious, then you must leave that one and move to the other, or that you seek any branch whatever; or that you phlebotomize in place of it at the end of the arm, which is also obvious; and cut that one with the phlebotomy as well as we have said.</end_of_turn
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	More if you wish to perform the phlebotomy of the median nerve, then you must precede by guarding the stricture of the arm that touches the area inside where you begin the area of the forearm; and then put on a bandage over that; and then tie the arm and cut the vein with a concave incision with the phlebotomy as we have said; and take care that the percussion does not extend to the space of the artery.</end_of_turn
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	When you stretch the ligament, an inflammation occurs in the place that you have marked, for that inflammation is of the artery, and therefore it swells up.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	When sometimes the blood flows in the swelling like urine of a child, and the blood is thick like barley, know that it is the blood of the artery; and when you see that the swelling has extended for a long distance, stop the hand that you have placed over that area; and if the blood is split, that is to say if there are clots, remove them; for if the blood is split, the hand which you have stretched will leave it behind.</end_of_turn>
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	Beware the patient from the discharge of their urine, and do not fear them for a few days until they are healed.</end_of_turn>
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	Maybe if the blood is not split, and sometimes even if you do not wish it, you must pierce the artery if it appears to you; for the limb will be contracted, and the blood will be split; or that you take a short fist, and do so, and take a little powder and stretch that over the place of the vein which is strictured with the ligament and the pulp within to the other day.</end_of_turn
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And if the blood is split, it is not good; otherwise, keep that which preceded the recollection of the place of the split veins flowing blood.</end_of_turn
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	The split of the blood of the limb is difficult in masses of blood due to the smallness of the wound and the possibility of the ligament of the arm.</end_of_turn>
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	More of the veins are useful for draining blood from the upper part of the head and the lower part of the body; for they are composed of branches of the basilica and branches of the cephalic, as we have said.</end_of_turn
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And cover the phlebotomist who is over-anxious in the phlebotomy of the limb, for that one is a nerve; and when you touch the puncture of the phlebotomy and find the nerve, you will cause him to faint, and it is difficult for him to recover, and he will not be completely healed. And this nerve is visible in some people and is thin and not visible; so cover that the phlebotomist does not prick the nerve with his sharpness.</end_of_turn
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then you must cut the vein lengthwise.</end_of_turn
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The advantage of phlebotomy of the cephalic vein is that it draws out the blood of the head and relieves the evils of the heels.</end_of_turn
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And take care of this in this way, if you want the phlebotomist to prick with the phlebotomy olive oil or with the phlebotomy myrtle; for this is the best remedy for all the veins, for it is not to prick the artery or the nerve.</end_of_turn
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	However, you must know that you must not prick the head of the bone too much only with the phlebotomy, but seek the place that is most likely to yield blood, and do not notice it, if it is not seen at the first percussion that there are some clots in the phlebotomy.</end_of_turn
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	However, it is often seen in some people that when it is not phlebotomized in the first percussion, it is not noticed afterwards.</end_of_turn
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	However, the quality of the phlebotomy of this and its accidents must be considered in their rectification.</end_of_turn
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	It must be known that phlebotomy is not administered except in the conservation of health and in the hope of health and caution in the event of the occurrence of diseases, and that it is useful phlebotomy in one of the veins that is in the groin, that is to say: cephalic, femoral and basilica; and that it is useful phlebotomy at the beginning of spring, after breakfast in the spring and in the autumn, and in winter almost with food, when there is a significant sign of replenishment.</end_of_turn
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And it is useful to phlebotomize every three days or at most once a day after three hours have passed.</end_of_turn
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	Phlebotomy that is administered must cause convenience and necessity in this, or at night or day, in all hours and at all times.</end_of_turn
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And it must be known that children should not be phlebotomized until they are thirteen years old, and women should not be phlebotomized except after the fourth month of the seventh month, and old people should not be phlebotomized who have already passed their eightieth year.</end_of_turn
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And when someone wants to be phlebotomized for any reason, it must be modified by placing a sponge over the belly before the phlebotomy, if there is a clot retained in it, so that the veins are not injured by the surplus of blood that is pushed out, and that they do not cause damage to the principal members.</end_of_turn
