Ayssi comensan las paraulas de Albucasim .	Thus we begin with the remedies of Albucazim.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	And then the minister extends all the ligaments to their part according to quality, when the fracture is in the middle place of the bone.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	Maybe it is propelled to the root of the thigh, then the ligament is propelled to the outer part of the knee, so that the extension remains in its place, and another ligament below the fracture.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	And similarly if the break is propelled to the outer part, then make the ligament propelled to the outer part, and let the extension be in the lower parts.
E aprop le metge enguale le os am amduas las sieuas mas entro que reduzesca aquel segon la semblansa natural e l’os es conjungit per bona conjunccio; lahoras cove que pauses emplastre e strictura, si no accideys al membre apostema.	And then the doctor wraps the bone with both hands inside so that it reduces to its natural similarity and the bone is joined by good conjunction; then it is convenient to pause in plaster and structure, if not, the limb becomes aposteme.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	Maybe it occurs in the aposteme, then you leave it for some days until the post-apostemic abscess is calmed, and then return to your cure.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	The structure of it should be done thus: it is convenient to wrap around the fracture a hard bandage, and double that two or three times, and remove the superfluous part; and then wrap the leg until it reaches the ankle and the root of the thigh.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	And insert a long wooden splint between the thigh and the leg near the outer part, down to the lower parts, and bring together the extremities of the splint from the upper part above both sides, and then revolve around the leg and the thigh so that it exceeds the bandage.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	And then pause on the thigh at the place of that fracture thus, and pause with those one stake on the bone of the leg.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	And then fill in the voids between the leg and the thigh with many cloths, so that the extrication is coagulated.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	And then begin with a strong structure over the middle of the fracture with three or four wraps, and when you feel that you have loosened the ligament of the place of the fracture, your structure should be less and lighter and more relaxed.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	And then extend the two extremities of the splint to the lower parts until they reach the heel of the foot, and strengthen both extremities of the stakes on the other side so that the ligament is not removed from its place.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	And then leave the structure over that, so that it does not occur to the corroding member or apostemic abscess or inflammation and similarly to those; and if some cause of those occurs, then cut away from the disunion of it, and rectify what occurs totally, according to what we have said many times.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	Maybe in the bone there is a piece of bone that has been broken, then it is convenient to wrap that according to what is possible for you; and if not, finish over it and remove that, and cure with what precedes the remembrance until it is healed.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	And some times it is strengthened by this fracture of the thigh or other adjustments to its stakes, as we have said in the adjuster and in the arm.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	Maybe in the restoration of it, in such a way that it does not occur to the patient's lameness; and if it is restored alone, or another that the other leg should be applied, then it is necessary that it limps for some time.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	And you know that the thigh is strengthened in 40 days or a few months, and all that is according to the diversity of the complications and other dispositions.
Capitol .xv.	Chapter 15.
De restauracio de la fractura de la rodela del denolh.	On the restoration of fractures of the knee joint.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	You know that fracture of the knee joint is difficult to heal, maybe it occurs to many times with attrition.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	When there is an accident to the fracture, then it's not just a crack or break in its parts, and that's a wound or several wounds, and above all this is what has been established as the sensation.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	And the restoration of it is also in a way that it's glued together what's broken from its parts with the inner joints until it's reunited and conjoined as much as possible for equalization and facilitation and fabrication.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	And then stop the plaster and put it on that round steel, if you need it; and stretch underneath to the structure according to what is convenient.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	And then consider all the dispositions which we have recommended in other fractures, also with apostemic caution and similar to those that oppose all accidents in what is convenient for it to be healthy.
Capitol .xvi.	Chapter 16.
De restauracio de la fractura de la camba.	On the restoration of a fracture of the leg.
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	You know that in the leg there are two bones, one of which is large, and it's called by the name of the leg; and the other is subtle, and it's called ankle.
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	And it happens to some species of fracture that it happens to the two bones of the arm, and therefore it's made restoration of it just like the restoration of the arm by union, and the operation of it is one.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	And if both bones are broken together, the leg is converted into all its parts.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	And if the thin bone is broken, the leg is converted into the anterior parts.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	And if the large bone is broken, you will have those symptoms, and it's because of those causes that are not easily reduced.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	And then administer extension and equalization and ligamentation of the bones according to that union.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	However, Emperor Cove, if the fracture of the leg is already having many painful symptoms, that the extension should be milder and less frequent, and it will alleviate your virtue.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	And in the leg there is some cause of operation on the arm, and it's when you unite the bones and complete the entire surgical operation, then you will take pieces of wood from the palm tree which were placed above the causes that were placed in solutes; and so make a splint of branches of palm; likewise take those away from the small grooves, and not be hindered by the bandages, and let it be the length of those according to the length of the leg, and from the knee to the foot.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	And then envelop it with a certain cloth in two envelopes according to its length, and put one over the part of the leg on one side and the other on the other side, and so from the knee to the foot at the lowest place.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	And then bind the two bones in three places of two extremities and at the middle place, because with this structure the leg is prevented from bending to the right and left sides, and it stays in good position.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	And then administer a wooden board according to the length of the leg; and let it be placed on the leg so that it conserves its movement.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	And moreover, Cove, you do this in fracture, and when you have that wound properly.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	And then consider each day the leg and study it for further study, and you will guard it from apostema and inflammation or other similar causes; and when some cause of those happens, then stop it with what Cove has taught you to be healthy.
Capitol .xvii.	Chapter 17.
De la fractura del talo e dels osses del pe e dels ditz.	On the fracture of the ankle and bones of the foot and toes.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	The ankle does not have complete fracture; however, the bones of the foot have some veiled fractures; and the toes of the foot rarely have fracture, and they do not have it unless it's attributed to an awkward position.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	And if the bones of the foot receive fracture and those bones are elevated above each other, then the patient puts their foot on the prepared earth in this way like a nest.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	And then put one foot on what is elevated by those bones, and then calcify those, and press, and unite them until they return to their places.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	And then put on plaster and stop underneath, and put below the belly of the foot a small table to which are two flat plates.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	And then stretch that around the foot in descending structure, since you have enveloped it with cloths and other causes of which you need.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	And when three or four days have passed, then you will release the ligament, because you will find the bones united, or broken, or dislocated, and the operation in those is thus as it is known.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	But if some toes are broken, then restore them, and unite them thus as you have recommended to me in the restoration of the toes of the hand.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	And then put the broken toe bone according to the length of the toe, and let it be bound with a little bandage; and then put below the foot this table that you have recommended, and stretch that around in descending structure.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	More often it happens that the bones are broken in two or three places, then you stop on any digit of this quantity wrapped in lion's drap, and stretch the table at the lowest part of the foot, and stand on one of the legs of the table to hold the belly of the foot for good retention.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	And it is convenient for you not to overlook that you do not consider all the causes which have been told to you in other fractures of accidents, and pause to consider each accident as if it were new.
Capitol .xviii.	Chapter 18.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	On the fracture of the hip joint of the thigh and of the bone of the penis and of the wand of the man.
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When the hip joint of the thigh is broken, then make that cesspit in the hollowed-out seat, and incline it to the back of the two small ones, and hold it from behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	And place the matron under the hip of the patient, and make it in the hip of him just like a spear; and place the thigh to be concuted, and elevate the back of the small one little by little, because all this is forgotten until it is inside the joint again just like a spear and the broken bone returns.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And place poultices on the back of him, and when he wants to urinate, remove the patient to facilitate it and place urine, and return and reduce according to the manner in which you mixed at the beginning, and return to the first poultice.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	And do it thus for seven days or around that, because then it is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you want, take an egg of ovella and stretch it over the thigh of him with a cane stick; and insert all the bladder into his hip, and blow into the cane stick until the bladder is inflated inside the hip, so that the fracture returns.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	And place it full of patient and stay there for several days according to what we have recommended, until he is healed.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And when the bone of the penis of man or woman is broken, then administer in the restoration and agglutination of what we have recommended for the bone of the ankle.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And that which is direct is not hidden in these proper fractures and few happen, mainly to one who has some study and use and understands my free book; because that fracture means to you in the major dispositions via direct restoration and in the structure of him, and therefore understand well.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	More often in the wand of the man when it is broken, take a twig of elder tree, and put the wand in that; and place poultices over the wrapping of lion's drap, and it will be wrapped, and place it to rest for three days or around that, and it will be healed.
Capitol .xix.	Chapter 19.
De restauracio de fractura dels osses quan es am plagua.	On the restoration of fractures of bones when they are wounded by plague.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	It is convenient for one to whom a fracture with plague occurs, and mainly if the bone is large thus as the bone of the hip or of the adjutori, or similar to that, which you collect and remove as soon as possible if the conditions of removal are suitable for you or testify thus as we have said before.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	And if the plague flows with blood, then it is necessary that you collect at the retention of him in such a way that you powder on the dried-out wound, if another cause is not present.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	And then begin to restore the fracture on that same day, and do not prolong it, if an abscess does not occur.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	More often if an abscess occurs cautiously, then you delay the restoration of him until the ninth day, until the abscess is calmed, and do not approach him on the third day and the fourth of all, because you will cause bad accidents.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	More often if the broken bone is prominent above the uncovered codena, then it is necessary that you perforate to reduce it and to engulf it with your hands facilitated and with little external extension.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	More often if the extension is not prepared for you and the equipment of him with your hands, then you reduce it with your hands more; and it is a sturment which is made of iron, the length of which is seven or eight digits and the width of which is according to the quantity of the plague; and therefore it is necessary for the doctor who takes those three or four according to the quantity that he indicates in the cure of all species of fracture.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	And it is rounded, and it is in a small groove so that it does not double over itself during the operation hour.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	And it is of sharp extremity to which the margin is in the six extremities; and it is the beneath of him with a gross tendon stretching, and of the greatness of him within the parts.
E aquesta es la forma de lu:	And this is its shape:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	And it is named in Greek "labre volentz atelarem", which means a small spatula.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	Because it is necessary that the extremity of him, the elevated acute point, be placed above the extremity of the prominent bone.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And he should be placed in a warm bath so that his bones are relaxed, and it is equalized in some equation.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	So then forces should be applied to equalize the extremities of the fracture among them, and if the broken extremity is subtle, and do not take that instrument for good acceptance, then it is necessary that you insert the extremity of that bone so that the instrument has power over it.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	Maybe you cannot reduce the bone to its entirety as we have recommended, then insert that into the one who governs the instruments which we have described; or it will be one of the serrations in some manner that is possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And then grind that which remains in the bone of roughness and of small scars.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And when the bone is reduced, and then the reduction alleviates the patient's vehement pain, then you know that the bone has not returned to its natural place; and therefore do that which you confer to the patient great comfort.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	When your restoration is completed which you do to the bone, and then submerge it in a stipptic wine, and properly if it is in summer, and do not pause over the oily plague or another cause in which there is oil, so that it does not induce decay and corruption.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And then administer stelas at the time of the completion of the bone restoration, and thus uncover the plague in such a way that you insert the fork-shaped instruments and uses of enveloping according to the quantity of the plague.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	And beware that you take all caution so as not to strengthen the plague in the fracture, because many times it makes the foolish doctors, and it ferments above the diseased mortifying or corroding wounds, so it is healthy.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if the bone structure loosens, softens, differs from the structure of other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	And if the plague is great or it is a bad plague, and you fear about those evil accidentals that we have recommended, and it brings pain to the place, then it does not fit to pause over those astellas, maybe do adhesion with those enveloping of harsh dry draps in place of stelas and strengthen it.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	And when one or two days have passed since the plague began, which in it has generated a break, then you remove from underneath the drap which you had placed over that vein, and then administer calques, injecting those of our custom that we medicate the plagues, thus as we inject tetrafarmacon and similarly to that.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	And it is convenient for you to dissolve the liament and consider the plague in some morning and evening until it is consolidated and fixed, and it fits that the member be prepared in such a manner that the purging corruption flows from it to the lower parts, facilitated.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If the plague passes many days, and it is not consolidated nor has it abscessed from the break, then you know that here are satanisms of the small wounds because it fits to inquire into the plague in tenderness.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And of those satanisms, those that are separated remain and extract, those that from there are not separated and put the member and make it ache, therefore you should insert them according to what is possible for you.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if you reach the plague with zinc oxide or lunar caustic, it is stimulants, or another species of corruption and putrefaction, then it fits to pause on one of those which convenes to him for the cure of which is preceded by narration in the previous chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o .xxx.; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And of that which fits to stay in the middle sermon and you make present your peace: when the bone is well-trimmed, it seems above the member just as the bone of the thigh and of the helper and similarly to those of the big members, and do not presume attraction from it, nor the extraction from it because many times it aches per that which mortifies; having thus until you purge, because strong will be your case for if then xx days or ... . And then cure the plague if you have seen it, and if there is not that.
Capitol .xx.	Chapter xx.
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	On the cure of nodulation that occurs in the vestige of some fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Many times it aches this nodulation in the vestige of sanitation of fracture, and moreover that it is near the joints, and it is ordained by the figure of the member; and strongly it prohibits the member from its natural operation.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Then consider if the nodulation is recent and administer in those medicines that have stipulated thus as aloen, and enses, and mira, and sercacollo, and acrassia, and similarly to those; in such a way that you take some of those or all, and combine them am vi stip, or am album of huou, or am vi agree, and pause that over the nodulation in estopa, and constrict those over it for good constriction.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And let the extrication not dissolve that for many days; and then dissolve it and iterate another, until the nodulation is removed; or strengthen over that lamina of lead decentment, because lead has the property to remove all that which is inflated in the members.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	When the disease has turned into a stone and becomes strengthened and it is necessary to provoke an evacuation of that accumulation, and then divide it into parts with superior abundance and prominence, or make a hole in order to expel it; and take care that what remains is healed.
Capitol .xxi.	Chapter 21.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	On the restoration of a fracture when it is restored and then returns to its Roman [normal] subtle member, freed from secondary damage according to its own natural law.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a fracture of bone is restored, and then returns to its normal subtle member, it is not done except for many causes: one of which is the multitude of solution of the ligament and the bonding of the broken part not according to its natural course; or due to excess of structure in the ligaments so that nourishment is prohibited from flowing to the member; or due to multitude of superfluous embrocation; or due to excessive movement not at its proper time; or due to lack of health in the patient's body and weakness.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And the care of this is to give nourishment to the patient and make their heart tender so that health may be multiplied in them; and administer baths; and put gypsum and lettuce on them.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	And then pause the poultice on the member, so that the poultice attracts to it the necessary nourishment, or continues embrocation with warm water, until the nourishment flows and returns to its natural figure.
Capitol .xxii.	Chapter 22.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	On the care of broken bones when they are restored incorrectly and prohibit the operation of their own that is proper.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When it happens to a member that is restored with the healing of its crookedness and eminence to the broken bone and node, and it is because of the deformity of the form of the member, but meanwhile the member does not prohibit its own natural operation, then it is not proper that you receive the word of him who says that this member was newly broken.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	Many have been foolish doctors and restorers who have done this on our earth; and this operation is very reprehensible, producing great fear of the sign which is mortal.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	Many times stiffness and node are recent, then it is proper that they be embrocated with warm water in which they collect softening herbs, thus as they are fuels of high virtue and roots of the same, and melilot, and similar to those; and let it be made a plaster with mollifying emplaster, thus as it will be well done; or that it takes mucilage of root of high virtue and is mixed with grey gauze or oil of cirami, and is embrocated there; or that they take fat figs and are trussed in females' colostrum, and similar to those of the medicines which are named merman's consolidation.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And some times it is dissolved in frequent friction of the ligature that is in the most humid places, and let there be administration of movement to the member at every hour.
