Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucazim.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	And so, if the fracture is on the right side, you insert the index finger of your left hand into the patient's mouth; and similarly if the fracture is on the left jaw, then insert the index finger of your right hand; and press them against the gums to facilitate the reduction of the fractured teeth to their proper place, and in this way you will equalize the bite of the other side.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is separated into two parts, then you must administer extension to both separate parts according to their correct alignment until it is possible to equalize them.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if the teeth are dislodged due to disruption, then you must strengthen those which remain with a thread of gold or silver or cedar; and place a poultice on the fractured jaw, and place a double-layered dressing, and a piece of solid tin held by a long bandage around the jaw; and adjust that underneath according to how you have prepared the ligature and so that it is convenient for application, until it is not destroyed.
E comanda al malaute que use de repaus e tranquilitat, e pausa la vianda de lu sorbicios leons.	And command the patient to rest and be tranquil, and place food near their bed so they can take it easily.
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	And if you suspect that the figure has been altered in some way, then you will touch and dislodge it on the third day; and apply rectification to what has been altered of it and apply a poultice made of soft powder, alum, or flour of chamomile, since you have removed the crust from it, and place the poultice on the affected limb.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And then add cum sta annex and adjust that poultice over it, and the disposition of the bone is not altered, leave it like that, so it doesn't dislodge until it is healed and strengthens the fracture; because many times this fracture is straightened in three weeks.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if another time the disease recurs, then administer what we have said many times in the treatment of it until it is healed, and remove that aposteme.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	And if the fracture is a disease, then consider whether it is a piece of bone separated or displaced, then you will subtly remove those displacements with instruments that are convenient for removing them.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	And if the orifice of the disease is narrow, then you will amplify it with a flea-botomy according to the quantity of your necessity.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	And then when you have removed those displacements, and none will remain, then you will close the orifice of the disease if it is wide; and if not, place one of the poultices that are convenient for it and encarnate it, until it is healed.
Capitol .v.	Chapter 5.
De restauracio de la furcula quan es trinquada.	On the restoration of the ankle when it is dislocated.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	Many times the ankle joint is broken in front of the foot, and that fracture is made in one of three ways.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	Because it is broken, or separated, or separated into two parts that do not touch each other; and it is easier to restore it; or it happens that it touches in its displacements, and it is difficult to restore it; or it happens that the fracture is a disease.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the operation in that case, when the fracture is a disease, is that you must have two ministers present, so that one holds the injured ankle and the other extends the vein to that affected part.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then bind the fracture with tight bandages until it takes its natural shape according to what is convenient, and it is not in a prominent place nor concave.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if you need more extension, then it is convenient to place a small cloth or wool underneath the patient's bed, and its greatness according to the quantity of your necessity; and extend and elevate the ankle and bend the foot with your hand until it binds the fracture according to what is convenient.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	And if you cannot reduce the extremity of the ankle to its previous parts, because it has been perverted to the prong, then it is convenient that the patient be resupinated on their back, and place a larger cushion under the muscle of one side in greatness.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the minister takes the patient's muscle to the divided parts below so that the bone of the elbow is elevated and it is in the press in them, and then you straighten the fracture and anoint those ties with.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	Perhaps you feel numbness of the elbow and your wrists, then cover what you find there and extract those numbness to facilitate.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is retained in the bone, then you make a precise incision on them with one of the instruments which have been prepared for that, because you had placed under the elbow the instrument that serves the ciphac; and it is an instrument of wood or iron from which this is the shape of it.
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And it is similar to a hollow cylinder of which this is the concavity; and its width will be according to what you need from it, according to the size of the bone or the weakness of it.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	Perhaps the length of it will be according to what is possible for you in the operation; that there should be two extremities thus, and one extremity should be ample and the other stretched.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	And if the disruption of the wound which you have incised when you have extracted the numbness of the bone is large, and you are sure of a cautious postulate, then you adjust the two lips of the wound to a suture.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	And if the disruption is small, or you fear a cautious postulate, then you fill the wound with dressing and poultices according to the quantity of the separation of the wound.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	And if you fear a cautious postulate, then you put a warm dressing on it and anoint with rose oil and wine, and pause above that.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	Perhaps the structure of the bone when it is wounded and separated, is that you put a plaster made of flour from millet in album of egg white, and you pause above the stoppage of the lion, and then you pause the spine below the titillations of it, if you are induced to do so; and then you take a human mate, so that it is not too long, and its width is about one palm or around that; and then you put double poultices above the stoppage and the plaster; and then you take a subtle table stake of which the width is three fingers and similar in length; and then you wrap that in a dressing, and then you wrap that dressing with the stake on the spot above the spot of the fracture; and then you pause human mate thus, and revolve that around the neck of it and below the titillations of it on both sides, and below the titillations of its thigh, and you reduce that throughout all parts, and when the structure of the fracture is reduced to a descent, and it is not hidden from you.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And thus, that the stake does not remain stuck to the broken bone; and for this reason you will see the patient every day, because when the ligament is mollified or the stake is already removed, then you straighten it and strengthen the bond.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	And then you put the patient to sleep on their chest, and you put below the titillations of it, so that they sleep in a small space at night; for thus the helper of it is elevated from the side of that, and therefore the fracture of the elbow is elevated by the elevation of the muscle; or its arm is tied to the neck.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And do not loosen the ligament unless you fear it will settle in an improper place or postulate, until twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And then you renew the plaster if you have seen the face of it up to that, and adjust in the structure and restore it and leave it until it is restored and the fracture of the elbow is coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And it is strengthened and comforted according to the month in 28 days, and some vegetables are cooked in some houses which are done in less time than that.
Capitol .vi.	Chapter 6.
De restauracio de fractura de la spalla.	On the restoration of fractures of the shoulder.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The shoulder blade is broken in its lateral part and does not break except at the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And then when it is broken in its middle part — and it is broken in the middle of its part — and it is not known except by touch, then according to the figure of the fracture thus you prepare it and reduce it according to the natural figure in all manner of engendering which is possible for you.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	And then you put above the spot of dust from millet in album of egg white and stoppage of lion; and then you put double poultice dressing; and then you put above it a subtle table stake according to the quantity of the entire shoulder blade or perhaps a little.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	Perhaps if the stake is concave in some of the spots of the shoulder blade, then you anoint that concavity with lion's stoppage, and then you balance the stake according to equality.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	And then strengthen below with a long human mate by gentle compression and firmness of the stake until it is not removed from its own place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	And consider the ligament every day; and all vegetables that are mollified, another vegetable and strengthen it and equalize the stake if it is removed from its own place.
E jagua le malaute sobre le sieu latz sa.	And you place the patient on a soft mattress.
E la spatula es restaurada en xx dias o en .xxv.	The splint is restored in 20 days or in 25.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	And then when this number is completed, then you dissolve the ligament, and you know that it is assured that those are bones which were not joined together nor did they dissolve.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you proceed to the place of the bone's fracture and put a bandage underneath, then you divide it above, and remove it, and do as we have said in the fracture of the sacred aposteme's furcula, so that it does not become inflamed here.
Capitol .vii.	Chapter 7.
De restauracio de la fractura del pietz.	On the restoration of the fracture of the foot.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	Some feet are broken in the middle of them and that end is twisted; but the extremities of it are moved and communicated.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And of the accidents of it when its middle is broken, it declines to the internal parts and becomes inflamed with great pain, and difficulty in walking, and stumbling, and faintness, and vomiting blood; and it is declared in the cavity of the broken bone and does not hide from the sensation.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	And the restoration of it is that the patient should be placed on a soft bed, and a cushion between their hips; and then press upon the muscles of it, and adjust the ribs of it with two pairs of ribs, and subtly intervene in the operation of it and in its equilibrium according to all manner that is possible and that is convenient, until the shape of the bone returns as it was.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	And then place a cushion upon the plaster and stopper and a cushion above that of a smooth table or of saffron or of its similar levitation, since you envelop it in a cloth; and then subtly intervene on that over the broken bone so that it is not bruised; and go to the binding according to the retondition of some feet, and strengthen it with decent structure; and then consider the binding at all times, and when it is mollified, strengthen it.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if it is necessary to provoke the dissolution of that corrosion or putrefaction, or pain, or aposteme that becomes inflamed in the place, then you cut and dissect that and eradicate the plaster and rectify what becomes inflamed through that manner of cure; and then return the plaster, if sometimes it is done to that face; and adjust its structure until it is healthy.
Capitol .viii.	Chapter 8.
De restauracio de las costas quan son trincadas.	On the restoration of the ribs when they are fractured.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	You know that fracture of the ribs does not occur except in gross places that are next to the spine; and of the extremities of their part from the front do not become inflamed unless through those which are cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And knowledge of it is not hidden from the sensation, because of the inquiry into its conditions.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration is thus that it unites the fracture with its conditions according to the possible manner, until it is united as it was, and then plaster and strengthen the broken bone in this way, if it is needed for that.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs declines to the internal parts, then it becomes inflamed with vehement pain and puncture, thus as puncture that becomes inflamed in one who has pleurisy, and because of this the bone puts forth a velament; and it becomes difficult to breathe, and stumbling, and vomiting of much blood; and this is of difficult cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	And now the Antiques are ingenious in that with many ingenious remedies.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And of them it is said: it is good that you apply remedies to the patient that induce inflammation and flatulence, so that the belly becomes inflated and extended, and the fracture is pushed towards the anterior parts.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	We have avoided this because it is not the cause of generating aposteme unless it becomes inflamed; and if it has become inflamed, then it helps towards that.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And some of them said that it should be placed under the windows and then sucked with a strong force; and it is similar to reasoning, but meanwhile I think that the window attracts the superfluities to the place due to debilitation.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	And some of them said: it is good that the place should be covered with wool that has been submerged in hot oil, and powders should be placed between the ribs until it is filled, so that it is the binding that envelops it according to retondition; and then the patient should be cured with a cure of pleurisy through diet and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if it causes vehement constriction to the patient who does not suffer, and the bone puts forth a velament with puncture leading, I think about the patient, then it is good that we place upon the place, uncovering the fractured rib, and then pause above that instrument which preserves the cipher, the remembrance of which precedes, and that we facilitate the bone, and extract it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And then adjust the two lips of the wound, if it is large, with coziding, and cure it with plasters until it is healed.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if you encounter an acute abscess, then touch and gently press the swollen area with your fingers, and stop there to heal the patient's affliction in that place.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	He should be placed on his back on the bed where he sleeps, until he is healthy.
Capitol .ix.	Chapter 9.
De restauracio de fractura del spondil del dos e del col.	On the restoration of fractures of the vertebrae of the back and neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some vertebral fractures are hidden, and it is necessary to adjust them carefully, and similarly the vertebrae of the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And when you encounter some of these cases and want to know if they will be healed or not, then consider this: because sometimes the most swollen and stupefied and deadened limbs cannot be moved or extended or strengthened, and when they are constricted, they have numbness or piercing pain, then you know that they are not healed, and in these conditions it is mortal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you find that they are numb and feel constricted in the fingers and punctured, then you know that the core of the bone is saved and that the patient's wounds will be cured.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you see the vertebrae of the neck similar to this and want to know if they will be healed or not, then consider their feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	Then if you see that they are already paralyzed, it means that what happened in the marrow has occurred, and then when you sit on their back, there is evacuation and egestion according to their will, and some hidden things are placed on their back and want to urinate but cannot, then you know that it is mortal, and therefore do not struggle in their cure.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if you do not encounter any of these causes, the cause is worse and more obscure.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the cure of it is that you perform a sedation on the abscessed vertebrae with a hot iron sole, or with mugwort steam; pause on that day until the abscessed vertebrae are sedated.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And then pause with one of the comforting and soothing plasters, and strengthen around that limb; and command the patient to use rest and tranquility and not to sleep on the affected side where they feel pain until they are healed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if you encounter the separation of the vertebrae or some cause that has already been separated from it, then it is necessary to sew up the wound and to adjust the two lips of the wound, with a suture if it is large; and then cure that encarnated wound of the joints, until it is healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	But if the vertebrae of the spine are broken, and it is the end of the coccyx, then it is necessary that you introduce the finger of your left hand into the anus, and that you adjust the broken bone with your other hand according to what is possible for second alignment; and then pause on the plaster and staple, if you need those, and then strengthen it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you feel broken vertebrae in it, then you feel on that, and remove it, and cure the wound with the cure that is preceded until it is healed.
Capitol .x.	Chapter 10.
De restauracio de la ancha.	On the restoration of the narrowness (or stricture).
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the narrownesses are easily broken, and if they break, then the fracture of theirs is not only communication in the extremities of those and are inserted in the length and decline to the affected parts; and it encounters the patient's pain in the place and puncture, and the limb is stupefied when it is fractured.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the restoration of it is that you extend your hand over it until it is on the fracture which is the figure of it.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	And if the fracture is in the extremity of it alone, then you adjust it according to what appears to you as possible for equal adjustment until it is assembled to its natural figure.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	But if the fracture is in the loin or already declines to the lower parts, then you make the patient sit on their back ventre until it is prepared for you to restore that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And then when you have adjusted it, pause on the plaster, and then pause on that staple of wood or of bone, and strengthen by stricture over which there is no fear of puncture of fracture nor movement of the staple.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	And adjust the concavity to that which fills it until it takes the stricture according to equality, and command the patient to sleep on their back or on their side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	But if you encounter an abscessed vertebrae, then cease from extension of it and its restoration until the abscessed vertebrae is sedated, and pause on that which sits according to what is preceded; and then return to the restoration of it, and strengthen it thus as it is necessary.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if you find them in the vertebrae or they are communicated, then treat them.
Capitol .xi.	Chapter 11.
De restauracio de la fractura del adjutori.	On the restoration of the fracture of the adjutator (or helper).
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	The adjutator is that which is between the rib and the head of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	If it is broken, then the restoration of it is in one of two manners, one of which you take first as a thick plaster according to this method:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And you will find them in two extreme ligaments, and then they are suspended from the elevated place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And follow the patient on a chair; and then you will place the broken arm straight over the inner hollow of the thigh, until it reaches the knuckle of their hand in the same location where the curvature of the thigh is attached.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And then suspend it above some heavy cause, or the master extends that to the divided parts below; and then the doctor will know that the fracture is in the most sensitive places, until the fracture returns according to its natural course.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other manner is that the patient is resupinated on their back and suspended by the hand from the neck, and then command two ministers that one of them holds what is above the fracture in their hands; and the other holds the pus below them; and almost all of them extend to their divided part.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want the extension to be stronger, then you stretch over the fracture in one ligament and over that in another ligament, and almost all of the two ministers extend to their two divided parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	And then if the fracture is close to the extremity of the muscle, then it happens that half of the ligament is placed over the knuckle and the other below the fracture towards the elbow.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	And similarly if the fracture is close to the elbow, then it happens that the ligament is placed over that place and over that elbow.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	That will facilitate and ease the treatment, and then it will be applied according to what happens and is applied for good application, then stretch that if you do not encounter any opposing abscess.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	But if you encounter opposing abscess, then loosen the structure until the seventh day, and pause on the lane of the wounded skin in seven agreements and oils rosated until the abscess settles, and then you stretch that.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And the manner of stretching that is to place a plaster over the fracture, and then you pause enveloping with new cloth over the plaster; and then adjust the arm over that adjuster, and place your hand opened over the thigh muscle.
