Ayssi comensan las paraulas de Albucasim .	Thus we begin to read the paragraphs of Albucasim.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	And then bleed the vein at length with a small bloodletting little by little; and then extract blood according to tempered quantity or according to what is needed, as it is seen that there is need for it; and then make similar to the other vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	And then release the ligament and strengthen the two veins in a mild stricture so that the patient is not affected, and lay him down at night because the wound is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	And the juice of the bloodletting of the Algerich veins causes small apostemes and pustules on the mouth and corruption of the gums and evil ulcers and fissures, and to evil ulcers that are in the nose and in the circuit of it.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And the quality of the bloodletting of those is that you make the patient cease within you, and strengthen his neck with a bandage, and then revolve his lips and look at the two veins, one of which is on the right lip and the second on the left; and the demonstration of each is for the blackness of each of both, and it is because in the circuit of those small black veins; and therefore you will inscribe each for an incidental inscription.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	If you have doubts below you, and do not know which one is of those, then you will understand the inscription of the greater part of those, and of the most manifest part of those.
E fay le semblant de las doas venas que so en las labias desus.	And make similar to the two veins that are on the lips above.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	It is customary to correct by inscribing the two veins that are in the lower lip.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	It is because of the two veins that are below the tongue, the juice is then the bloodletting of the cephalic to prevent those that are in the throat, and to evil diseases of the uvula, and to evil diseases of the mouth.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And the quality of bleeding those is that it follows the patient between his hands within the sun, and raises his tongue, and looks below the tongue, from one side of the vein and from the other side of the vein, and the color of each is declining to blackness.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And then bleed each one; and beware that you do not exceed your hand in bleeding those, because below those are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And the veins that are bled in the body are those in which it is customary to correct in all homes, and the bleeding of them is done according to two manners, either by putting on the subtle bleeding mirror or olive oil with declining subtlety; or by anointing with bleeding cutlery, and applying to the needle, and this is their form.
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this needle is that which converges to the section and of those special sides and subtleties according to the amplitude of the veins and according to the stricture of those.
Forma de fleubotomi mirti:	Form of subtle bleeding:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	It is the side of it also as times, and converges to open the concave full veins proceeding with apparent grossness, and to those that contain gross turbid blood.
E aquesta es la forma de fleubotomi olivar:	And this is the form of olive oil bleeding:
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	And this bleeding is of lesser latitude and of more subtle extremity, and converges to the bleeding of subtle veins that contain subtle citrus blood.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	It is because the juice of the bleeding of the basilica vein, which is one of three veins: it extracts the blood from the evil diseases that are below the throat and neck, and from there it seizes the chest and belly.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	And it converges to the bleeder, when bleeding that one, that he should guard himself from that and be above-fear in that, because below it has an artery, and if he errs and adjusts at the point of the bleeding, he will inscribe that artery and cause flows of blood, so that he knows not to bleed that with a pungent bleeding, unless it is sectant with the needle.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	And if the basilica does not appear for manifest appearance, then it is known that you should leave that one and that you move to another, or that you seek some other vein; or that you bleed at the end of the arm, because that one is manifest; and search that one with a needle, just as we have said.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	If you want to perform the phlebotomy of the patient's thigh, then place a strap around the structure of the arm that touches the area inside so that you can constrict the area of the pulses, and apply a bandage over the arm and tighten it in a concave manner next to the phlebotomy site as we have described; and be careful not to cause a percussion on any space of the artery.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you do it, with the strength of the ligament, an inflammation occurs at the site where you have tightened, then that inflammation is inflammation of the artery, and therefore avoid that.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if the blood flows in the phlebotomy like the aurora of an infant, and the blood is subtle red, then you know that it's from the blood of the artery; and then you touch and pause the string mentioned above for a long space; and apply the mentioned string, and if the blood is absorbed, because many veins are absorbed, then you tighten the arm and release it.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	And beware of the patient's mood, and be above-temperament with them and do not upset them for several days until they are healthy.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	But if the blood does not absorb, and it seems that you do not have a present medicine for that, then you incise the artery, if it appears to you; because the extremity of the patient is constricted, and the blood is absorbed; or take a thread of fistic, and finish that, and take one vein and tighten it over the site of the vein with a descending structure next to the ligament and pulpils until another day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And then if the blood is absorbed, it's good; and otherwise, then cure that with water from which it is preceded by the remembrance of the site of the powders that absorb the flux of blood.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the absorption of the patient's blood is difficult in many dispositions for the small site of the wound and the possibility of the ligament of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	But the dark vein phlebotomy is a juvenation that extracts the blood from the subterranean part of the head and the lower part of the body; therefore, because it is composed of branches from the basilica and cephalic veins, as we have described.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And beware the phlebotomist that they are above-temperament in the phlebotomy of the patient, because below that is a nerve; and then if you adjust on the puncture of the phlebotomy and touch the nerve, it will cause stupor to them, and healing is difficult for them, and far from being completely healthy. And this nerve has many veins appearing at the sentiment; and if it is hidden for several hours and is subtle and does not show, then beware that you pause the phlebotomy in the way you phlebotomize in a concave manner, and avoid the nerve with your forcefulness.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then you finish the vein in its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The juvenation of the phlebotomy of the cephalic vein is that it attracts the blood from the head and comforts the illnesses of the eyes.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And beware in this proper manner, if you want the phlebotomy to puncture an olive phlebotomy or a myrtle phlebotomy; because it is the safest of all veins, because it is not below the artery nor nerves.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	But Emperor convenes to you that you should beware of the phlebotomy that guards that with the phlebotomy you do not puncture the head of the lacert so suddenly, and seek a site more gentle, and do not touch it, if it is not touched by the first percussion that is above that phlebotomy in several veins.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	But Emperor strongly advises you that it is postulated in several hours, when it is not phlebotomized on the first percussion, but rather does not touch in response to that postulation.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	But the quality of the phlebotomy of that and the accidents of the patient are so many, in which you should beware to think about their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first of the patient is that you should know that phlebotomy is not administered except in conservation of health and for the hope of their recovery and caution against the occurrence of illnesses, and that it be done phlebotomy on one of the veins that are in the cord, so it is: cephalic, dark, and basilic; and that it be done phlebotomy at the beginning of spring, above fasting in spring and autumn, and in winter near the digestion, when apparent signs of replenishment appear.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And phlebotomy should be done on the third day or at first light after three hours have passed since the morning sun.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	But phlebotomy that is administered, but when it provokes convenience and necessity at any time, or of night or of day, in every hour and in every time.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And beware that if the infant is not phlebotomized until they are 14 years old, and a woman who has not been phlebotomized except for four months within seven, and the old ones who have passed 60 years.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And since you want to be a fluid botanist for some manual therapy, it is necessary that you mundify the swollen veins within the botany of the intestine, so that if there is stagnant retention, the veins do not attract superfluous fluids in the botany of the intestines, which are purged, and do not disturb the principal members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And you do not find the passive nauseous sacration and cramps, nor evacuation of bad digestion or introversion until it is remade into its own, nor bad digestion of hydropsy, and more because botany is tempered by colic passion and vomiting, and belly pain, and multiplication of coitus and trebal exercise of vigils or total cause that dissolves the virtue, either in a corpse or an animal.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	And you should consider the subtlety of humors within if the blood is gross, in food and drink, and in medicines if it is possible to adjust them to the patient.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And you should enter into a bath if some cause does not prohibit it, or be excited by some exercise so that the blood is subtly purified.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	And stop the botany of it in the foot of the day, so it is around the third hour, thus as we have said.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And be careful that the foot of that one is guarded on that day from all bad accidents, animals, thus as it is anguish, anger, fear, and all bodily accidents, thus as it is labor and excessive pain and coitus and similar to them.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And at its session, the surface should be present with the causes in the use of that which corrects customarily in men with aromaticity and odorment and balms and similar to them according to the quantity of possibility.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And follow the botanist over a cushion that is put above the cushion of the one who should be botanized.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	And you should extract the liquid vein, and touch the hand to the botanist's hand with two or three fingers; and you should strengthen the ligament in the correct way and involve those two fingers.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	And it is the tempered structure, because the structure when not engorged, or the structure is superfluous, then it prohibits the flow of blood; or it is mollified, and then it prohibits the body of the blood's essence.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And you should temper the structure, because the one who should be botanized touches their hands together between them so that the veins are inflated, and are declared to the sentiment.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And you should anoint the botanist with a little oil of anti-inflammatory properties; and you should stop the liquid indicator on the left hand over that vein, below the place where you want the botany, so that the vein receives a little, and the percussion is seated because the veins are the ones that attract fugitive cord of the botany, and of those it is full of windiness and when you stop the botany on that one it is contracted against the botany, and it is discovered by the botanist; and the botany does not overcome the vein, and if it overcomes, that one is stretched.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And therefore, because of this, the botanist should be firm and solicited in all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And you should pause the botany, more if the vein is huberated in a way, then it is good; and if not, you iterate another way below that place a little, or above them with festination, if the place is not apostematized.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the place is apostematized, or the bad digestion spreads, then you leave it for a day or two, and do not strengthen the ligament, because it would fortify the apostema's caution, nor enter into a bath.
E aprop itera la fleubotomia si la ama.	And you should iterate the botany if it is loved.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the perception is small and corrects blood subtly, and you fear that it does not reach the quantity that you want, then you iterate the botany in that tract according to rectitude and adjust in the perception a little, and do festination within so that the place is apostematized, because the place is apostematized in many homes due to little perception.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	More if the one has already been apostematized, then you do not iterate over it, because it does not excuse any cause for you; and stop on that certain part of the wound with oil, because it alleviates the body of the blood.
E es milhor en aquest loc que oli e que les autres olis.	And it is better in this place with oil than with other oils.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And similarly, you administer the wound of oil in all botany where the botanies touch the veins due to the prohibition of bodily blood, and make a tyriacal alfadol and sagzenea when it is stopped from one of those over the place, because the blood is subtly purified and revolved when it is gross.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	And if in the place of botany a great apostema is engendered, because many veins accumulate, and it is majorized to that one which has not been washed except for that vein, or in the perception of little vein, and then you touch, and stop over the place spongy infused with water and salt, a little scaled, and strengthen it for an hour, because it is dissolved.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	It seems that you're dealing with an archaic medical text, written in a language that shares similarities with Latin, Italian, Spanish, and French. I'll attempt to translate the given sentences line by-line into English:
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	Here's my attempt to translate the sentence:
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	Here's my attempt to translate the sentence:
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	Here's my attempt to translate the sentence:
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	Here's my attempt to translate the sentence:
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	Here's my attempt to translate the sentence:
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	Here's my attempt to translate the sentence:
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	Here's my attempt to translate the sentence:
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	Here's my attempt to translate the sentence:
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	Here's my attempt to translate the sentence:
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	Here's my attempt to translate the sentence:
E a la qual es acostumat sobrevenir sincopi deves la fleubotomia, e cove que tu cures aquel denant la fleubotomia am un petit de pa infus en vi de milgranas o de oximel simple scalfat; e extratz a l u del sanc en tres veguadas o quatre.	Here's my attempt to translate the sentence:
E si es enfregiditat de compleccio, lahoras prengua denant la fleubotomia pa infus en eyssarop de mirra o en eyssarop de mel aromatizat am specias ayssi cum am pebre, canela, gingiebre e semblantz, o en eyssarop aromatizat e mot odorant.	Here's my attempt to translate the sentence:
E si accideys sincopi deves la fleubotomia, e es causa de lu issiment de mot sanc, lahoras cove que prengua en beure aygua de carn e eyssarop mot odorant subtil; e use de aromaticitat am algualea, e sia linit le sieu pietz am aquela.	Here's my attempt to translate the sentence:
E usa de las autras causas que havem ditas en la divisio en le capitol de sincopi per evacuacio.	Here's my attempt to translate the sentence:
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	Here's my attempt to translate the sentence:
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	Here's my attempt to translate the sentence:
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	Here's my attempt to translate the sentence:
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	Here's my attempt to translate the sentence:
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	And do not cover when you want to free the arm and evacuate the second vein, since it is already closed the orifice of the vein and it is very difficult to remove the blood, that you press underneath with vehemence and encircle, because it is too bad.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	Having the lancet enter secondarily; or it remains there in the acuity of the fleubotomi that is coagulated blood in the orifice of the vein; or pause on that of tyriacal alfarach, or of sagzenea, and compress underneath so that the blood comes out gradually.
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	And if the vein is inflamed, then lance it and do not touch it until the inflammation is calmed.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	And if it is necessary to provoke the evacuation of the blood secondarily, and there is no excuse, then prick that spot or on the other arm in another vein.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	And the vein called "funnel of the arm" is fleubotomized in the place of the fuse or of the basilica, when they are not constricted or narrowed, because it is composed of those.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	And the quality of the fleubotomy of it is that the patient introduces their hand in warm water so that the vein becomes more prominent and appears manifestly.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	And then tighten above that limb with a strict ligature; and then fleubotomize according to the small transverse, not longitudinally nor according to the length.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And it is a broad perception and it is your fleubotomy that you fleubotomize above the joint of the hand, a small one.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	And if the blood flow is prohibited, then you iterate with the hand in warm water and let the blood run into the water until you achieve your necessity.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	Moreover if you were in the summer days, then you are excused from the iteration of the hand in warm water, and the month is placed, the body of the blood in warm water at winter time.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And the fleubotomy of this vein is more salvageable than all the other veins, because there it has no pulsating vein, nor nerves.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	And the fleubotomy of the little vein of the right hand is convenient for the diseases of the liver.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	And the quality of the fleubotomy of it is that you tighten the hand with a ligature or with your own hand, since you have put it in warm water, until the vein is inflated and is well demonstrated at the moment; and then fleubotomize transversally; and if you insert it all the way no one will know what you are doing.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And be careful not to ultimately hurt your hand in the fleubotomy, because there the nerves of the fingers are exposed and denuded of flesh.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And then iterate the hand in warm water and let the blood run into it, because if you do not iterate it in warm water, the blood will coagulate in the orifice of the vein, and the flow is prohibited.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And when you extract the blood according to the quantity of necessity, then pause on the vein with oil and salt, so that it is not consolidated too quickly; and similarly cover what you do in all tightly bound.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	Moreover the benefit of the fleubotomy of that vein of the left hand is that it is convenient for the diseases of the spleen.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And do similarly in the fleubotomy of it as you have done in the other one.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	And the benefit of the saphena vein in fleubotomy is for the diseases that are in the lower part of the body, such as those of the mother, and for retention of menses, and for the diseases of the kidneys and ulcers of thighs and legs, and for their similar diseases.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	And the quality of the fleubotomy of it is that the patient introduces their foot in warm water and makes friction on that spot until the veins appear; and he places it above the joint of the foot with a cord; and the place of the vein has a visible thread, and from there it ramifies into the surface of the foot through many routes.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And then fleubotomize the largest branch or below the leg where the thread of the aggregation of it is, because it is better and more healthy.
