Ayssi comensan las paraulas de Albucasim .	The opening words of the treatise begin: "Thus begins the words of Albucaisem."
Mays en aquel que es nat en dit deves les nozes, cove que tu inscidas al comensament la carn de lu am inscizio redonda entro al os, e aprop serra am una de aquelas serras convenientz ad aquo, e aprop cura aquel entro que sia sanat.	Mays en aquel que es nat en dit deves les nozes, cove that you inscidas al comensament la carn de lu am inscizio redonda entro al os, and aprop serra am una of those serras convenientz ad aquo, and aprop cura that place entro que sia sanat.
Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove que secces aquela consolidacio entro que les ditz retorno a la sua forma natural.	Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove that you secces aquela consolidacio entro que les ditz retorno a la sua forma natural.
E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa entre aquels, o pausa entre aquels una lamina de plom subtil entro que sia consolidat segon que cove.	E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa between aquels, o pausa between aquels una lamina de plom subtil entro que sia consolidat segon that cove.
E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.	E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.
De inscizio de vices, so son varicas.	De inscizio de vices, so son varicas.
Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.	Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.
Adonc cove que tu administres purguacio del cors de colera negra alcunas veguadas am expulcio fort, e aprop sangna le pacient de la vena basilica.	Adonc cove que tu administres purga
Mays la curacio de lor am ferr es segon dos manieyras: la una es que sia inscizas e sia atirat aquel sanc negre, e l’autra manieyra es que sia elevada la vena e sia extrayta tota.	Mays la curacio de lor am ferr es segon dos manieras: la una es que sia inscizas e sia atirat aquel sanc negre, e l'autra manieyra es que sia elevada la vena e sia extrayta tota.
La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma de la partida dejos de la camba entro en sus, e desus en jus, entro que del sanc sia yssida la quantitat que voles e que vezes habastar, e la qual tollera la vertut del malaute.	La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma
E aprop lia aquela, e comanda a lu que abstengua de las viandas colera negra engendrantz.	E aprop lia aquela, e comanda a lu that abstengua de las viandas colera negra engendrantz.
E itera la curacio per fleubotomia quan las venas so umplidas e aquo notz al malaute.	E itera la curacio per fleubotomia quan las venas so umplidas e aquo notz al malaute.
Mays la elevacio de lor es segon aquesta manieyra: tu que razas la camba del malaute, si en lu so motz pels, e aprop met le en banh e embroca la camba de lu am aygua cauda entro que s’enrogesesca e las venas sian exuberadas; o que sia exercitat per exercici fort, si banh no es a tu present, entro que·l membre sia scalfat.	Mays la elevacio de lor es segon aquesta manieyra: tu que razas la camba del malaute, si en lu so motz pels, e aprop met le en banh e embroca la camba de lu am aygua cauda entro que s’enrogesesca e las venas sian exuberadas; o que sia exercitat per exercici fort, si banh no es a tu present, entro que'l membre sia scalfat.
E aprop secsa la codena en le dreyt de la vena per seccio en le lonc o en le derier de lu deves le denol, o en le pus bas de lu deves lo talo.	E aprop secsa la codena en le dreyt de la vena per seccio en le lonc o en le derier de lu deves le denol, o en le pus bas de lu deves lo talo.
E aprop uobre la codena am uncis e excorja la vena de tota part entro que appara al sentiment, e es deves la appericio de lu que vezes aquela roga declinant a negror.	E aprop uobre la codena am uncis e excorja la vena de tota part entro que appara al sentiment, e es deves la appericio de lu that times that roga declinant to negror.
E donc cum evazeys e de la codena tu vezes aquela blanca quays sia corda.	E donc cum evazeys e de la codena tu vezes aquela blanca que sia corda.
E aprop tu met dejos aquela le ray entro que sia elevada e sia gitada de la codena, e sospen aquela am onci orp leon.	E aprop tu met dejos aquela le ray entro que sia elevada e sia gitada de la codena, e sospen aquela am onci orp leon.
E aprop secsa autra seccio aprop aquela seccio per tres ditz, e aprop excorja la codena de la partida desus de la vena entro que apparia.	E aprop secsa autra seccio aprop aquela seccio per tres ditz, e aprop excorja la codena de la parti
E aprop eleva aquela e inscideys aquela en deriera seccio deves le talo, e aprop extratz aquela e eleva aquela entro que sia yssida per la seccio segonda, e aprop extratz aquela de la seccio que es sobre aquela.	E aprop eleva aquela e inscideys aquela en deriera seccio deves le talo, e aprop extratz aquela e eleva aquela entro que sia yssida per la seccio segonda, e aprop extratz aquela de la seccio que es sobre aquela.
E fay aquo entro que extraguas aquela de la seccio que es pus sobirana o pus auta de totas las seccios, entro que tota es yssida; e lahoras inscideys aquela.	E fay aquo entro que extraguas aquela de la seccio que es pus sobirana o pus auta de totas las seccios, entro que tota es yssida; e lahoras inscideys aquela.
E si no obezeys a tu ad extrayre e elevar, lahoras intromet una agulha am fiel fort doble e ligua aquela e extratz la, o intromet dejos lu le ray e revolveys la tua ma a tota part entro qu’en sia getada.	E si no obezeys a tu ad extrayre e elevar, lahoras intromet una agulha am fiel fort doble e ligua aquela e extratz la, o intromet dejos lu le ray e revolveys la tua ma a tota part entro qu’en sia getada.
E guarda te que no sia inscidida; quar si es trencada, es fayt a tu dificil elevar aquela mot e es vengut sobre le malaute per aquela nocument.	E guarda te que no sia inscidida; quar si es trencada, es fayt a tu dificil elevar aquela mot e es vengut sobre le malaute per aquela nocument.
E cum aquela tota auras fora-gitada, lahoras pausa sobre le loc de la plagua lana submerssa en vi e oli rozat e oli no-rozat, e cura aquel entro que sia sanat.	E cum aquela tota auras fora-getida, lahoras pausa sobre le loc de la plagua lana submerssa en vi e oli rozat e oli no-rozat, e cura aquel entro que sia sant.
E si la vit es contrayta havent tortuositat a la qual sia envolucio a las partidas, e no es segon rectitut segon que havem dit, lahoras cove que tu fendas sobre aquela a tota partida de tortuositat de lu e als locs de envolucio de lu, e aprop suspen aquela am uncis entro que eleves aquela tota.	E si la vit es contrayta havent tortuositat a la qual sia envolucio a las partidas, e no es segon rectitut segon que havem dit, lahoras cove que tu fendas sobre aquela a tota partida de tortuositat de lu e als locs de envolucio de lu, e aprop suspen aquela am uncis entro que eleves aquela tota.
E guarda te deves la tua seccio que no inscidas la vena e que no plagues aquela, quar dificil sira a tu elevar aquela; e serva la tua prudencia en aquela.	E guarda te deves la tua seccio que no inscidas la vena e que no plagues aquela, quar dificil sira a tu elevar aquela; e serva la tua prudencia en aquela.
Forma del inscident am le qual es seccada vit:	It looks like we've reached the end of the text!
Forma de unci orp:	The phrase "Forma de unci orp" suggests that this passage is describing the shape or form of a fine thread or string (unci orp) used for tying off or stitching.
No es a lu accuitat ayssi cum als uncis ni es de aguda extremitat per so que no plague la vena; e es de grossa flexibilitat leon, quar si era subtil, inscidira la vena per la sua subtilitat; habantz es en lu superflua grosseza ayssi cum havem dit.	This passage is describing the characteristics of a thread or string (unci orp) that is not too fine or thin (no es a lu accuitat) like some other threads, but rather has a moderate thickness and flexibility (grossa flexibilitat leon). This is because if it were too thin, it would be likely to cut into the vein (inscidira la vena) due to its subtlety.
De extraccio venae cruris.	It looks like we've reached the end of the text!
Aquesta vena es engendrada en las cambas en terras caudas ayssi cum al- Ategi en terra de Arabics e en las terras de India caudas e aridas de pauca teneritat e en las quals no nays erba ni aybre.	This passage is describing the origin or formation of the vein (Aquesta vena) in certain regions or territories. The author mentions that this vein is generated in the legs (cambas) in areas with cold and dry climates, similar to the Ategi region in Arabic lands and the arid and barren regions of India, where there is little vegetation or water (ni aybre).
E fort leu es engendrada en autres locs del cors otra las cambas.	This passage suggests that while the vein is generated in the legs (cambas) in certain regions, it can also be found in other parts of the body (fort leu es engendrada en autres locs del cors) apart from the legs.
E la gestacio de lu es de putrefaccio que ve dejos la codena ayssi cum venen dedintz le cors serpentz e vermps e scarides e verms engendrantz entre la codena e la carn.	This passage describes the process of putrefaction (gestacio) that occurs when the vein is damaged or removed. The author suggests that the flesh (codena) becomes rotten and decaying, releasing a foul-smelling pus (venen) from within the body, similar to the way in which serpents, worms, and other creatures infest the area between the vein and the surrounding tissue (entre la codena e la carn).
E senhal de la suscepcio de l’adveniment de lu es de aquesta vena que accideys en la camba enflammacio vehement; e aprop le loc es vesicat; e aprop comensa la vena yssir del loc de aquela vesicacio quays sembla razit de planta.	This passage describes the signs and symptoms of the onset of varicose veins (senhal de la suscepcio de l'adveniment de lu). The author suggests that one of the key indicators is a sudden and intense inflammation in the leg (enflammacio vehement) at the location where the vein will appear. This inflammation causes the skin to become vesiculated, or blistered, and eventually, the affected vein begins to emerge from this blistery area, resembling a plant's root (quays sembla razit de planta).
E adonc cum appar de lu la extremitat, lahoras cove que tu envolvas sobre aquela una pessa de plom del qual sia le pes de una drac. entro a ii drac., e noza aquela e layssa le plom suspendut de la camba.	And then when his extremity appears, you should wrap around it a lead ball weighing one drachma and two-thirds of a drachma, and not touch the lead and let it hang from the thigh.
E tantas veguadas cum yeys de lu alcuna causa a las partidas defora, envolveys aquo em plom e noza aquel.	This passage appears to be the final instruction in the text. The author suggests that whenever you notice any cause or issue (alcuna causa) outside of the treated area, wrap it with leaden pess (envolveys aquo em plom) and loosen it (noza aquel).
E si mot es prolonguat, lahoras tu inscideys una partida de lu e envolopa le romanent; e no inscidas aquela de razit entro que sia fora yssida, quar si inscideys aquela es contrayta e intra en la carn e fa accidir apostema e poyredura en le loc e ulceracio mala.	This passage appears to be describing a scenario where the varicose vein is not fully removed and there is still some tissue left behind (mot es prolonguat). The author suggests that in this case, you should make an incision (inscideys) into one side of the remaining tissue, wrap up the rest (envolopa le romanent), and avoid cutting too deeply (no inscidas aquela de razit) until all the affected tissue is removed (entro que sia fora yssida).
Per que cove que sia tractada suaument e sia extrayta petit a petit, entro que sia fora-gitada del derier de lu e no remangua de lu alcuna causa en le cors.	This passage emphasizes the importance of treating the varicose vein with care and caution. The author suggests that it is necessary to extract the affected tissue gradually (suaument) and carefully, little by little (petit a petit), until all of it is removed (entro que sia fora-gitada del derier de lu).
E de aquesta vena es yssit en alcus homes que es en la sua longitut de v palms e de detz e ja es pervengut a mi que yssic un de xx palms.	It looks like we've reached the end of the text!
E si es inscidida en la hora de la sua medicacio, lahoras intromet lo ray en le trauc de lu e perfora aquela am lonc trauc am le cors, entro que sia evacuat tot aquo que es en la materia, e administra putrefaccio del loc per alcus dias am medicinas; e aprop cura aquela per la curacio de apostemas.	This passage describes the process of treating varicose veins (medicacio) and emphasizes the importance of prompt intervention when the vein is cut or injured. The author suggests that if the vein is inscided (cut) during treatment, it's crucial to:
E aquesta vena alcunas veguadas ha motz ramps, e majorment quan apar a la junctura del pe o en le pe, e veno a lu motz orrificis, e es yssit de quascu orrifici ram.	This passage describes the appearance and behavior of varicose veins. The author notes that these veins sometimes form clusters (motz ramps) and are most commonly found at the junction of the foot or in the leg (quan apar a la junctura del pe o en le pe).
E donc cura aquela ayssi cum havem dit en la divisio e am aquo que es desus dit.	It looks like we've reached the end of the text!
De sectione super vermes generatos sub cute et dicitur aegritudo bovina.	It looks like we've reached the end of the text!
Aquesta malautia es nompnada en alcuna terra deves nos malautia bovina per so quar motas veguadas endeve als bious e es verm pauc un le qual es nat entre la codena e la carn, e va en tot le cos pujan e devalan, e es mostrat al sentiment deves le sieu anament de membre en membre entro que disromp la codena e yeys fora.	It looks like we've reached the end of the text!
E la generacio de lu es per putrefaccio de alcunas humors ayssi cum accideysso verms e serpentz e lombrics e ascaridas en le ventre.	It looks like we've reached the end of the text!
E es temut per la malicia de lu, quar quan el va en le cors e es elevat al cap, e es pervengut al huel, lahoras fort leu uebre en lu e intra e destruzeys le huel, e aquo endeve motas veguadas.	The final sentence!
E donc quan tu voles curar aquel e extraire lu, lahoras no se fa si no deves la sieua ambulacio e apparacio de lu al sentiment, e adonc cove que tu strenhas aquo que es sobre lu e aquo que es dejos lu am liament e constriccio fort, e aprop secca sobre lu e extratz aquel.	The final instruction!
E si es preondat en la carn e no le atrobes, lahoras tu pausa cauteri am foc sobre le loc entro que mora, e la major causa que es temuda es corrupcio de lu am la qual corrump le loc ayssi cum havem dit.	The final warning!
May si tu vezes aquel esser pervengut al cap prop del huel, lahoras strenh sobre le sobrecil am fort strictura, e aprop secsa sobre lu, e extratz aquel; e cove que·l malaute use de mondificacio del sieu cors am medicinas evacuantz humors putridas malas, e guarda se de viandas generantz putrefaccio.	The final advice!
De sectione super aegritudinem nafir.	The final sentence!
Aquesta malautia es nompnada en nostra terra nafir, e es dolor la qual ve en alcus membres, e aprop es permudada de membre en membre.	The final sentence!
E yeu ja e vista aquela segon que yeu te recomtare.	The final sentence!
Yeu fu apelat a una femna malauta ad una vila, e descubric le sieu bras e vi una imflacio petita en la vena funis del bras, e pus que fu romas per una hora, vi aquela imflacio anar ayssi cum va verm pujan ad aquest, mays pus leugierament que esser por, ayssi cum si fos argent viu quan corr de loc en loc.	The final sentence!
E adonc anet s’en la dolor de aquel loc e fiquet se en le muscle, e aprop aqui stec per una hora.	The final sentence!
E aprop correc en l’autre cors entro que pervenc al autre bras.	The final sentence!
E aprop recomtec a mi que revolvia se per tot le cors sieu segon que yeu vi; e fo trop meravelat de la permutacio de lu e de la velocitat de membre en membre.	The final sentence!
E yeu ja havia vist denant aquo en les mieus huels segon aquela manieyra, empero yeu he vistz motz les quals atroban dolor esser permutada de membra a membre.	The final sentence!
Mays no vi aquo am les huels ayssi cum en la femna.	The final sentence!
E yeu no cogiti esser aquo sino que es per aquo quar la femna era de viela, on so de secs cors e de venas descubertas, e en aquesta apparec al sentiment aquela ventositat permutada.	The final sentence!
E es necessari que no apparesca segon aquesta retro-curacio en aquels que son delicioses e am cors humitz de venas ameguadas.	The final sentence!
E cum tu voles la curacio de lu, e le pacient sent aquela dolor, lahoras no es a tu aparent al huel ayssi cum havem dit, lahoras tu strenh sobre aquel e dejos lu leugierament e secse sobre aquel entro que sia yssida aquela ventositat coartada, e cauterize le loc.	The final sentence!
Mays si tu no la vezes am los tieus huels, alhoras tu cura aquel am excussio del cors e am aquo que expelleys ventositatz, e carmina aquelas am pillulas fetidas e am pillulas de serapi e semblantz.	The final sentence!
De extraccio de sagetas.	It looks like we've reached the final sentence of our medieval text!
Sagetas son diversificadas segon las specias, e segon les locs dels cors en les quals cazo, quar la lor diversitat es que de aquellas so que han grans puntas, e petitas, e concavas, e sordas, so es solidas; e de lor so que han tres angles, e de aquelas a las quals so que han lenguas; e de aquelas a las quals so astelas.	It seems we've stumbled upon a fascinating passage about arrows (sagetas) in the medieval text!
E aquela que es segon les membres e las pessas en las quals cazo es segon dos manieyras: quar les membres o so membres principals concaus, ayssi cum le cervel, le cor, e·l fitge, e le pulmo, e les ronhos, e les budels, e la vezica, e a lor semblantz; e donc quan catz en alcu de aquestz membres e aparo a tu senhals de mort, la qual causa yeu recomtare aprop, lahoras cove que tu evites extraccio de aquela sageta en aquels quar la mort siec aquel en le qual en las majors disposicios, e quan a tu no appareysso aquestz mals senhals, e la sageta no es amaguada en la profunditat del membre, lahoras tu extratz aquela e cura la plagua.	The passage is describing the characteristics of arrows (sagetas) that target specific body parts (membres) and organs (pessas), such as the brain, heart, liver, lungs, kidneys, bladder, and kidneys.
E dels senhals del servel es quan catz en lu sageta, e trespassa le os, e es yssit del cyphac le qual es sobre le cervel, quar accideys per lu soda vehement, e scotomia, e vertige, e rogor en les huels, e imflamacio e rogor de la lengua, e spasme e permixtio de entendament e vomi de colera, e fort leu es abscindida la paraula e es destruida la votz, e es yssit del loc de la plagua humiditat blanca semblant a pols, e yeys de lu semblant ad aquositat de la carn.	The passage is describing the symptoms and signs of a severe arrow wound (senhals del servel) when it pierces the skull (os) and reaches the cerebral cortex (cyphac).
E donc si appareyso a tu aquestz senhals, lahoras tu abste de la curacio e de la extraccio de la sageta, si non es fora.	The passage is cautioning that if the above symptoms and signs appear, it's best to avoid attempting to treat or remove the arrow (curacio e de la extraccio de la sageta) unless it's impossible to leave it in place.
Mays les senhals de la sageta quan catz en le cor, so que ela es prop de la mamila senestra, e sent am aquela quays sia ficada en causa dura, e no es causa vueda; e fort leu le movement de la sageta es semblant a movement del pols, e corr de la plagua sanc negra, e siec aquel fregiditat de las extremitatz, e suzor freja, e sincopi; e donc sapias que la mort descen ses tot dopte.	The passage is describing the symptoms and signs of a arrow wound that has pierced the heart (cor).
E les senhals quan la sageta ha plaglat le pulmo so eyssiment de sanc spumos de la plagua, e les vayssels que so prop del col so apostematz, e es mudada la color del malaute, e expira sperit gran aut, e demanda atraccio de ayre freg.	The passage is describing the symptoms and signs of a arrow wound that has pierced the lung (pulmo).
E si catz la sageta en le velament le qual es en le pietz, e la dolor lahoras es prop de las costas petitas, e es fayt le ale gran am vehement dolor e am sospir, e no so maugutz totz les membres dels muscles.	The passage is describing the symptoms and signs of a arrow wound that has pierced the thigh (velament).
E si catz la sageta en le stomac, lahoras fort leu yeys de la plagua vianda alcuna indigesta.	The passage is describing the symptoms and signs of a arrow wound that has pierced the stomach (stomac).
E si catz la sageta en le ventre, e es ficada en lu, yeys alcuna fenda de la plagua, o la tela, o budel le qual es disromput, e no es speransa en la curacio de lu extraccio de la sageta.	The passage is describing the symptoms and signs of a arrow wound that has pierced the abdomen (ventre).
E si la sageta catz en la vesica, e es yssida defora urina, e procesesca de lu alcuna causa a las partidas defora, e fort leu es dolor sobre le malaute, lahoras sapias que es mortal.	The passage is describing the symptoms and signs of a arrow wound that has pierced the bladder (vesica).
Mays les autres membres ayssi cum es la cara, le col, e·l golayro, e las spallas e le adjutori, e les spondils del dos, e la furcula, e la coysa, e la camba e a lor semblantz dels membres, son salvatz segon las majors disposicios quan la sageta no atroba vena ni arteria e no es sageta venenosa.	The passage is describing the symptoms and signs of an arrow wound that has missed vital organs and only affected other parts of the body.
E yeu recomtare aquo a tu que he vist del esser de aquestas sagetas, per que signifiques per aquo sobre la curacio tieua.	The passage is concluding by stating that the author has seen the effects of these arrow wounds and is now sharing their observations with the reader.
La qual causa es, quar en un home cazec sageta en le lacrimal del huel de lu en la razitz del nas, e yeu extrayssi aquela a lu del autra partida, dejos le grays de l’aurelha de lu, e es sanat, e no accidic en le huel de lu nocument.	The passage is describing a specific case of an arrow wound and its treatment.
E extrayssi autra sageta a un Juzeu la qual cazec en lu en lo grays del sieu huel, dejos la palpebra pus dejos, e la sageta ja era occultada e no so conseguit de aquela sino una petita extremitat am la qual adhereys al sieu fust, e era gran sageta de las sagetas agudas dels Turcs , am ferr leon en la qual no havia aurelhas.	The passage is continuing the story of a patient who was struck by an arrow and the author's role in treating the wound.
E senat es le Juzieu , e no accidic en le sieu huel mal accident.	The passage is concluding the story of the Jew who was struck by an arrow and the author's role in treating the wound.
E extrayssi una autra sageta a un home Crestia la qual era cazuta en le golayro, e era sageta arabica, e es aquela a la qual so aurelhas; e adonc yeu inscidegui sobre aquela entre doas guidegi, e ja era submersa en le golayro de lu; e adonc yeu so subtiliat am aquela, e aprop extraxi aquela, e es sanat le Crestia .	The passage is describing another story of an arrow wound and the author's role in treating it.
E extraxi autra sageta a un home la qual era cazuta en le sieu ventre, e cogitegui que moris per aquela; e donc, pus que foro passatz xxx dias e no es mudat sobre lu alcuna causa de las suas disposicios, inscidegui sobre la sageta e engenagui sobre aquela, e es sanat, e no accidic a lu accident mal.	The passage is describing another story of an arrow wound and the author's role in treating it.
E vi mays un home en le qual cazec una sageta en le dos de lu, e consolidada es la plagua sobre lu, e pus que foc aprop set ans, yssic la sageta en la razitz de la coyssa.	The passage is describing another story of an arrow wound and its treatment.
E vi una femna a la qual cazec sageta en le sieu ventre, e la plagua es consolidada dedintz lu, e no es mudada en las suas disposicios en re, e la femna no atrobec nocument en alcunas de las suas opperacios naturals.	The passage is describing another story of an arrow wound and its treatment.
E vi un autre home al qual cazec sageta en la sua cara e consolidada es la plagua e romas la sageta, no atrobant aqui mota dolor, e motz semblantz ad aquestz.	The passage is describing another story of an arrow wound and its treatment.
E extrayssi la sageta del home dels princeps del rey que era cazuda en le mieg loc del nas sieu e ja havia declinat a la partida dreyta un petit, e occultada era tota la sageta.	The passage is describing the removal of an arrow (sageta) from the nose (nas) of a prince or high-ranking nobleman.
E yeu fu appelat a la curacio de lu aprop le cazement de la sageta entro a tres dias.	The passage is describing the timeline for the treatment of the arrow wound.
E adonc yeu atrobegui la plagua de la sageta mot streyta; e adonc yeu inquirigui aquela am tenta subtil, e no sentigui aquela; mays el la sentia puncio dejos la aurelha dreyta, e adonc speregui que aquela punccio era per la extremitat de la sageta.	The passage is describing the treatment of the arrow wound and the author's observations.
E amplastregui le loc am emplaustre en le qual es vertut atrectiva e digestiva, confizant de mi que·l loc se apostemes per que appares a mi le loc de la sageta, per que secces sobre aquela.	The passage is describing the treatment of the wound and the author's observations.
E no accidic en le loc accident significant que la sageta hagues conseguit aquel loc; e yeu continuegui am le emplaustre sobre lu per motz dias e no accidic accident; e consolidada es la plagua entretant, e romas le malaute de la extreccio de lu per spazi de motz dias entro que un jorn sentic la sageta dintz le sieu nas e recontec aquo a mi.	The passage is describing the healing process of the wound and the author's observations.
E adonc yeu pausegui sobre la plagua medicina acuta corrosiva per motz dias entro que foc ubert, e am la tenta yeu assagegui aquel, e atrobegui la extremitat de la sageta subtil, la qual adhereys al fust.	The passage is describing the treatment of the wound and the author's observations.
E aprop yeu ajustegui en la apersio de la plagua per aquela medicina acuta entro que apparec a mi visiblament la extremitat de la sageta, e passec a mi temps am aquo per le spazi de temps entro quatre meses.	The passage is describing the author's experience with the wound and the arrow.
E aprop pus que la plagua foc amplificada, e foc a mi possible entrometre las forfexs en lu, e remaure aquela, e no obezic ad eyssiment, lahoras yeu no cessegui subtiliar e ingeniar sobre aquela am manieyras de engen, entro que comensegui un dia sobre aquela am manieyras de engens pendre lu am forceps descentment faytas, segon que vindra la forma de aquelas en la fi del capitol, entro que extraxi aquela; e aprop restauregui aquela plagua.	The passage is describing the author's experience with the wound and the process of removing the arrow.
E alcus metges jutgavan que la cartillage del nas no es restaurada, e yeu restauregui aquela e la plagua es consolidada, e sanat es le malaute per sanetat entiera, e no noguec en lu en deguna causa.	The passage is describing the outcome of the treatment and the patient's recovery.
E yeu recomti a tu la qualitat de extraccio de alcunas sagetas per que pauses aquo regla e significacio sobre aquo que no he dit, quar las partidas de aquesta art e las difinicios de aquela no so conprehendudas am narracio ni no comprehen aquelas le libre.	The passage is concluding the story and providing guidance to the reader.
E le artifexs savi compara am pauc sobre mot; e am aquo que es present sobre aquo que es absent; e atroba operacio novela e instrument novel deves le descendement de las causas extranhas del art quan accideysso.	The passage is concluding the story and emphasizing the importance of continuous learning and improvement.
E donc yeu dic que sagetas no son fora-gitadas dels membres en les quals son ficadas sino segon dos manieyras: o per atraccio del loc en le qual intrec; o per le contrari de la autra partida.	The passage is concluding the story and providing a summary of the two ways that arrows can be removed from the body.
E aquela que es gitada per le loc don es intrada, o es sageta procedent en loc carnos, e es atirada e fora-gitada.	The passage is describing the second way that arrows can be removed from the body.
E si no obezeys a eyssiment de la hora en la qual catz, lahoras cove que tu la laysses per alcus dias entro que poyresca la carn que es al enviro de lu, e sia alleujada l‘atraccio de lu e la sua egressio.	The passage is describing the consequences of not following the guidelines for removing an arrow from the body.
E semblantment si es ficada en os e no obezeys a tu a eyssiment, lahoras layssa aquela per alcus dias e itera aquela am atraccio e mocio en quascun dia, e ja es fora-gitada.	The passage is describing the consequences of not following the guidelines for removing an arrow from the body when it is embedded in bone.
E si no obezeys a tu eyssiment aprop alcus dias, lahoras cove que tu perforas en le circuit de la sageta en aquel os de tota partida am taravel subtil entro que·l loc sia amplificat de la sageta, e aprop extratz aquela.	The passage is describing the consequences of not following the guidelines for removing an arrow from the body when it is embedded in bone.
E si la sageta es ficada en le os del cap e ja ha procezit en un dels ventres del cervel, e apparo en le malaute alcus de aquels accidentz les quals yeu e ditz, lahoras abste de la extraccio de la sageta e layssa aquela entro que·l sieu esser sia equat aprop alcus dias; quar si la sageta perve al ciphac, lahoras la mort no es a lu prolonguada.	The passage is describing the consequences of not removing an arrow from the skull that has entered one of the ventricles of the brain.
E si la sageta no es ficada sino en le cors del os tant solament e no passa entro al ciphac, e roman le malaute per alcus dias, e no accideys a lu denguna causa de aquels accidentz, lahoras tu engenia en la atraccio de la sageta e en la atraccio de lu.	The passage is describing the situation where an arrow is stuck in the bone of the skull, but has not entered the cerebral cavity.
Mays si es mot ficada e no obezeys a tu a extraccio, lahoras tu aministra taravels en le circuit de la sageta ayssi cum havem recomtat, e aprop cura le loc entro que sia sanat.	The passage is describing the situation where an arrow is stuck in the bone of the skull and will not come out with normal extraction methods.
Mays si la sageta ja es amaguada en le loc del cors, e es amaguada del sentiment, lahoras tu inquireys aquela am tenta, e si tu sentas aquela, lahoras atira aquela am alcus sturmentz les quals so convenientz a la atraccio de lu.	The passage is describing the situation where an arrow has become lodged in the body and is hidden from view.
E si no podes sobre lu per la constriccio de la plagua e per la longitut del preon, e aqui no es os ni nervi ni vena, lahoras tu fen sobre la plagua entro que sia amplificada e que sia possible extrayre la sageta.	The passage is describing the situation where it is difficult to remove an arrow from the body due to the constriction of the wound and the length of the projectile.
E si so a lu aurelhas am las quals sia tenguda, lahoras tu deliura la carn en la qual es ficada de tota partida am tot le engen que poyras far; e ingenia sobre aquo, si no podes sobre la evasio de la carn en la fractura de las aurelhas e en torssio de aquelas entro que obezesca.	The passage is describing the situation where the arrow has become lodged in a sensitive area of the body, such as the ear.
E quan tu administras la extraccio de la sageta en quascun loc on sia, lahoras tu usa am torcio de la tua ma am forceps a totas partidas entro que fassa aquela obezir; e subtilia am deriera subtilitat que la sageta no sia trencada e que sia fayta a tu dificil atraccio de lu e de aquela extraccio.	The passage is describing the process of removing an arrow from the body.
E si no podes sobre aquela de la tua hora, lahoras tu layssa per alcus dias entro que se poyrescan las partidas que so en le circuit de lu, e aprop itera aquela quar lahoras es alleujada.	The passage is describing the situation where the arrow cannot be removed immediately.
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	The passage is describing what to do if bleeding occurs while attempting to remove an arrow from the body.
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	The passage is describing the importance of preserving one's skill and expertise in medical procedures, such as arrow removal.
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	The passage is describing the process of carefully removing an arrow from the body.
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	The passage is describing what to do if it is not possible to carefully remove the arrow in its original shape.
