Ayssi comensan las paraulas de Albucasim .	Thus begin the paragraphs of Albucazim.
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	Perhaps you have caused a contrary flow of blood, then you should administer what we have said about cure in the seventh chapter.
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	And beware of your virtue of insight into veins or nerves, or cords, and administer instruments in all manner possible for the evacuation of the arrowhead; and make it facilitated and tranquil and slow and firm, just as you know and as I have recommended.
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	And therefore you should make a counter-incision to remove the arrowhead so that the patient may be according to the figure according to which you have deviated from the judgment of the arrowhead in him, for it is perhaps more just.
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	Perhaps if that is not possible for you, then you should administer what is possible for you according to the figures.
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	Perhaps the arrowheads that are counter-set by the opposite part, or that have proceeded to some part outside, or have made the extraction of the arrowhead difficult by sentiment of the part above the codeine propounded and sometimes that is eminent; therefore you should section about that; and it should be the section according to the quantity in which they take hold with the forceps; and then you should attempt that, for it is made lighter by experience.
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	Perhaps if it is retained in the bone, then you should twist the lamina according to counter-pressure until the arrowhead is embedded in the bone, and amplify its measurements, and then extract it.
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	And if not, leave it for several days, and then repeat it until you find success.
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	And if the thrust of the arrowhead is in that, then you should impel it with the instrument.
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	Perhaps if the thrust is fallen and you want to administer impulse, then you should introduce and insert it, if it is dull, instrument concavely so that it enters the cavity of the arrowhead in the hollow of the bone and then impel it with the instrument.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	Perhaps if the arrowhead is concave, then you should impel it with a strong instrument entering into that, for the arrowhead is alleviated by that.
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	And if the arrowhead is intoxicated, then it is necessary that you concave all the flesh in which it is, if it is possible for you, and then cure it with what is convenient.
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	And if the arrowhead is caught in the foot, or in the belly, or in the bladder, or in the ribcage, and it is near so that you can touch it with your hand, and it is possible for you to section about that, then section about that and beware of insight into veins or nerves, and extract it, and then close the wound if it is indigent, and cure it until it is healthy.
Forma de forceps am las quals so atiradas las sagetas:	The form of forceps which are suitable for extracting arrowheads:
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	They are the extensions of their ends like a bird's beak which are made with serrations when they take hold of the arrowhead so that it does not escape.
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	And of those are caused by excessive motions, great, few and moderate, according to the quantity of the greatness of the arrow and of the small weakness, and of the amplitude of the plague, and of the constriction of it.
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	Form of impulse with the concavity of this extremity that conquers also with pain of a wing to prevent the instrument of the arrow from entering it, and an impulse of that sore:
Forma de impellent de sorda extremitat:	Form of impulse of a sore extremity:
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	Also with a ray to prevent the instrument from entering it in the concave arrow, and it is propelled also at that.
De fleubotomia de las venas.	Of the bloodletting of the veins.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so .xxx., de las quals so en le cap .xvi., so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	The veins of bloodletting, which customarily run to be bloodletted thus. of those that are in the head 16. It is two pulsating veins that are near the ears, it is said in the authorities; two herbs that are in the two temples apparent; and two veins that are in the two lacrimal ducts of the two eyes that are called aspicientz; and the vein prepared in the middle place of the forehead, and the vein that is in the extremity of the nose; and two guides that are at the neck; and two veins that are under the lip; and two veins that are above the lip; and — these are the veins that are called algelic —; and it is two veins that are beneath the tongue.
Mays las venas que so fleubotomadas en les brasses so .v.; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	More, the veins that are bloodletted in the arms thus. Because of those, one is a cephalic, and it comes from the wild lettuce; and the people call it "the vein of the head", and sour, and it's a moderate vein, and it's composed of one branch of the basilica, and another branch of the cephalic; and the people name that "vein of the whole body", and the basilica is a vein which is placed in the domestic lettuce, and is named "citillar", and the commoners call it "vein of the belly"; and it's the end of the arm, and it's placed above the elbow, and it's that one which appears above the pulse for manifest appearance; and salvatella, and it's the vein which is between the auricular finger and the small finger, and so in the two branches.
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	And in the foot and leg there are three veins; one of those is below the curvature of the knee of the wild lettuce; and the second is sophea, and its place is below the leg of the domestic lettuce; and the sciatic vein, and its place is below the leg of the wild lettuce; and in the leg there are other similar veins to those.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The treatment of the veins that are near the ears is for catarrhal, ancient and migratory and sapiential and ulcerous evils of the bad head, from ancient times.
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	And the quality of bleeding those is according to what you recommended to you: it is that the head of the patient be raised, and the head of the patient be rubbed in the occiput at the place of both veins with a gentle touch; then strengthen the patient's seat with a bandage inside which appears the two veins and their places near the ears in two preeminent places of the head; and if you feel that tie, and if you sense the pulse of those in the tied digit, here it will be tended.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Then take the cutting lancet, and it is that which is incident, and then introduce it below the vein in the codeine until the bloodletting comes out to the bone.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	And then raise your hand on the vein and codeine to the upper parts and incidentally incise the vein in an incidental incision.
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	And let the length of the incision be the quantity of two digits adjusted or around that; and make the blood flow out as much as you want.
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	And then strengthen the pulse and let it settle in until it is healthy.
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And already I have preceded in the commencement of the book the incision of those and their cauterization.
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	More, of the two arterial veins that are in the temples, the treatment of bloodletting is for ancient and malicious migraines and perpetual and continuous ophthalmia and body of acute overflowing effusions to the eyes.
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And the quality of bloodletting those is according to what you recommended to you: constrict the patient's seat with a motive inside so that the two veins appear at the sentiment for manifest appearance and demonstrate the pulse of those below the tied digit; and then it will be tended.
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	And then you raise the codeine above the vein to the upper parts with the tied digit indicated, and introduce the bloodletting incidentally below, and raise the vein in its place; and incise it thus as you have done in the two other veins; and let the blood flow according to the quantity of your necessity.
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	And then release the constriction of the patient, and stop the tied digit on the vein for an hour, and then stop above that cut and pulse and strengthen it from above with a strong constriction, and let it settle in until it is healthy.
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	And already proceeded the memory of them, and of those the incision, and the attraction in the commencement of the book.
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	Thus the youthful treatment of phlebotomy of the vein at the forehead is suitable for phlebotomy of the cephalic to ancient evils of the face and to emigrate and purge fetid ulcers.
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	And the quality of the phlebotomy of it is according to what you have recommended to you; so it is that the patient should hold the sieve with a bandage around the arm, and take the instrument which is called a fleam, of which this is the form.
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	Pause at the prominent point where the fleam is placed on that vein and puncture it with a pen or another instrument in your hand, and let the blood flow according to the quantity you want; and then release the perforation of the patient and hold it in place until it is healed.
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	And some evacuated veins are opened in phlebotomy, however it is not known that the phlebotomy is of acute extremity thus as the other phlebotomies, unless it is of a fat extremity, and phlebotomize it according to the transverse, because the bone is propitious and fortifies the tendons in it when the phlebotomy is subtle.
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	The youthful treatment of the two veins that are also the lachrymals of two eyes for scabbing of the eyes to purge and cleanse them, and at the evils of the face.
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	And the quality of the phlebotomy is that the patient should hold the arm with a bandage, and then phlebotomize them, and you stand steady over the head of it.
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	And it is done the phlebotomy according to the transverse a little at a time with a small phlebotomy, because in that place there is no flesh; and if the phlebotomy is subtle, it fortifies the tendons of its extremity.
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	And then let the blood flow as much as you need, and pause on that spot, and hold it for one night, and then release it.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	The phlebotomy of the vein at the nose is convenient for acute fever and vehement sweat, and at the evils of the face and to emigrate and purge what accumulates on the face, and it is more effective when it is ancient.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	And the quality of the phlebotomy of it is that the patient should hold the arm and you place your left hand on the nose, and take the subtle phlebotomy longwise and fix it in the middle spot at the head of the nose according to rectitude, because the vein does not appear to the sense here, and because the blood begins to flow soon.
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	You know that you open your hand on the phlebotomy little by little and let the blood flow according to your need; and then leave it for one night, because it is restored lightly.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	The youthful treatment of phlebotomy of the two guidons leads to constriction of the wings and commencement of leprosy and to many evils and impetigo and bad corroding ulcers, thus with herpetromeno.
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	And the quality of the phlebotomy of those is that the patient should hold them with a ligament on the arm; and there are artificial devices on the head of the patient, and the patient sits on a chair.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	And then phlebotomize the vein at length with a small phlebotomy little by little; and then extract blood according to temperate quantity or according to what is needed at that time; and then make it similar to the other vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	And then release the ligament and hold the two veins with a moderate structure so that the patient is not overwhelmed, and let it enter into the morning because the plague is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	And the youthful treatment of phlebotomy of the Algerich veins, comforts small apostemes and pustules of the mouth and corruption of the gums and bad ulcers and fissures, and at bad ulcers that are in the nose and in their circle.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And the quality of the phlebotomy of those is that you make the patient sit down in front of you, and hold the arm with a bandage, and then revolve the lips of it and regard the two veins of which one is on the right lip and the second on the left; and the demonstration of each one is for the negation of each of both, and that is why in the circle of those there are small black veins; and then you inscribe each one for an incidental incision.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	If there is doubt in you, and you do not know which one of those is, then you undertake the incision of the larger of those, and of the most manifest pustule of those.
E fay le semblant de las doas venas que so en las labias desus.	And make it similar to the two veins that are on the lips above.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	It is customary to correct and incise the two veins that are on the lower lip.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	The youthful treatment of the two veins that are below the tongue is suitable for phlebotomy of the cephalic to precocious ones that are in the throat, at the evils of the uvula, and at the evils of the mouth.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And the quality of flatulence is that which follows the patient between their hands, in front of the sun, and raises their tongue, and looks below their tongue, from one vein on the left and another vein on the right, and the color of each is declining towards blackness.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And then flatulence occurs; and beware that you do not ultimately place your hand in flatulence during those, for below those are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And your veins that are flatulent in the hollow of the artery, where it usually correlates with all the humors, and the flatulence of theirs is done according to two methods, either by placing the mirtilated or olive oil on subtlety declining; or by evacuating the cutellar flatulence, and applying it to the lessening, and this is their form.
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this lessening is what convenes to section and of those special veins, subtle and according to the amplitude of the veins and according to their structure.
Forma de fleubotomi mirti:	Form of mirtilated flatulence:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	It is the side of the thus-come-times, and it convenes to open the concave full veins proceeding apparently gross, and to those that contain a great gross turbid.
E aquesta es la forma de fleubotomi olivar:	And this is the form of olive flatulence:
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	And this flatulence is of lesser latitude and of purer subtle extremity, and it convenes to flatulence of subtle veins that contain a pure subtle citrus.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	Moreover, the juvament of the flatulence of the basilica vein, which is one of three veins: for it extracts the sap from the bad humors that are below the gullet and the colon, and from that which sieves the chest and the belly.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	And it convenes to the flatulence-doctor, when that flatulence occurs, that he guards well that and is above-trembling in that, for below it has an artery, and if he errs and adjusts in the puncture of the flatulence, he will incise that artery and cause fluxes of sap, so that it seems that he does not flatulence on that which is a pungent flatulence, unless he is secting with lessening.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	And if the basilica does not appear through manifest appearance, then it seems that you should leave that and move to another, or seek some other branch; or that flatulence occurs at the end of the arm, for that is manifest; and it will be lessened with flatulence thus as we have said.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	Moreover, if you want the flatulence of the thigh, then it seems that within the structure of the arm that touches the place between which you know the place of the pulses, and places a sign above the hand; and places the arm and evacuates the vein in concave section with flatulence thus as we have said; and beware that you do not strike the percussion for some space of the place of the artery.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you do so, as you stretch the ligament, it swells in the place where you have felt the hand, then that swelling is swelling of the artery, and therefore avoid that.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if the sap flows in the flatulence thus as aurina of an infant, and the sap is subtle rouge, then you know that it is of the sap of the artery; and then you touch and pause the said tieu above for a long space; and place the said tieu, and if the sap is absorbed, because many evacuated sap is absorbed, then you stretch the arm and leave that.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	And beware of the patient's humor, and be above-trembling of it and do not handle that for some days until it is sanctified.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	Moreover, if the sap is not absorbed, and it seems that you do not present medicine to that, then you incise the artery, if it appears to you; for the extremity of it is constricted, and the sap is absorbed; or take a gentle pinch, and finish that, and take one measurement and stretch it above the place of the vein with strict structure and ligament and pulses until another day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And then if the sap is absorbed, it is good; and if not, then cure that with water of which it is preceded to the remembrance of the place of the powdered absorbents to flux of sap.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the absorption of the sap of it is difficult in many dispositions for the small place of the plague and the possibility of the ligament of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	Moreover, of the dark vein, the flatulence is juvament that extracts the sap from the upper part of the head and to the lower part of the body; for it is composed of a branch of the basilica and a branch of cephalica, thus as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And it seems that the flatulence-doctor should be above-trembling in the flatulence of it, for below it is a nerve; and then if he adjusts in the puncture of the flatulence and touches the nerve, he will cause stupor to it, and it is difficult to heal it, and far from being sanctified, And this nerve appears many evacuated sentiments; and if it is occulted at some homes and is subtle and does not show, then it seems that you should pause the flatulence in which you flatulence in section of lessening, and avoid the nerve with your forcelessness.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	If the vein is between two nerves, then you must divide the vein along its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The treatment of the phlebotomy of the cephalic vein is to attract the blood from the head and confer relief to the pains of the shoulders.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And take care in this procedure, if you want the phlebotomies to puncture either olive or myrtle phlebotomy; because it is the safest of all veins, since it neither touches an artery nor a nerve.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	May the emperor's wisdom guide you in phlebotomy, which guards that the phlebotomy needle does not puncture the tender skin of the lacert as much as possible, and seeks a more yielding spot, and does not harm it, if not assisted by the primary percussion that is above that phlebotomy, some veins having been evacuated.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	May the emperor's strength be apostemated in some men, when they are not phlebotomized by the primary percussion, may they not harm themselves in that aposteme.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	May the quality of the phlebotomy of that and its accidents are so many, in which you should take care to consider their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first of these is that you should know that phlebotomy is not administered except for the conservation of health and in hope of its benefit and caution against the occurrence of pains, and that it be done phlebotomy on one of the veins that are in the hollow, such as: cephalic, fusca, and basilica; and that it be done phlebotomy at the beginning of spring, on an empty stomach in spring and autumn, and in winter near mealtime, when apparent signs of fullness.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And phlebotomy should be done on the third day or at the first hour after sunrise, once three hours have passed since yesterday.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	May phlebotomy that is administered, may it bring convenience and necessity to whom it is given, whether at night or day, in every hour and at all times.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And take care that infants are not phlebotomized until they have fourteen years, and females who are pregnant are not phlebotomized except for the fourth month until the seventh, and old people are not phlebotomized if they have passed sixty years.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And when someone wants to be phlebotomized for some mania, take care that you purge the stools beforehand with a clyster of Leon, if in those there is retained matter, so that the veins do not attract superfluities in the phlebotomy of the intestines, which are pure, and do not harm the principal members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And they are not phlebotomized, the patients who have nausea and cramp, nor those who evacuate badly or have a tremble until what is retained is removed from them, nor those with hydropic pain, and may phlebotomy be tempered according to colic passion and according to vomiting, and according to belly pain, and according to multiplication of cough and of trouble and of exercise of fasting or of vigils and of all causes that dissolve virtue, whether it is corporal28 or animal.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	And also consider in subtlety of humors beforehand if the blood is gross, with wine and beer, and with medicines if it is possible to do so.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And also enter into a bath if some cause does not prohibit it, or is excited by some exercise so that the blood is subtled.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	And pause the phlebotomy of it on the feet of the day, that is around the hour of tierce, thus as we have said.
