Ayssi comensan las paraulas de Albucasim .	The words of Albucazim begin thus.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	But the bleeding of the vein of the nose is corresponding to acute fever and intense sweating, and to diseases of the face and ancient migraines that occur on the face, and most particularly when it is old.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	And the quality of the bleeding there is that the patient strengthens their neck and you take hold of your left hand with your right hand, and take the subtle bleeding instrument long and place it in the middle location of the nose according to rectitude, because the vein does not appear by sense perception here, and because the blood begins to flow at once.
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	It is necessary that you conclude your right hand with the bleeding instrument little by little and make the blood flow according to your necessity; and then bind it for one night, because it is restored a little more.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	But the purpose of the bleeding of the two guides is to relieve constriction and the beginning of leprosy, and to many diseases, impetigo, and bad ulcers that are corrosive like herpes.
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	And the quality of the bleeding there is that the patient strengthens each one below in their neck with a bandage; and the artist stands above the patient's head, and the patient sits on a stool.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	And then bleed the vein at length with an ample and small bleeding instrument little by little; and then extract blood according to seasonable quantity or as much as is necessary, and then make it similar to the other vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	And then release the bandage and strengthen both veins with a middle-sized constriction so that the patient is not befuddled, and let it remain until morning when the wound is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	And the purpose of bleeding the veins in the Algerich region is to cure small apostemes and pustules on the mouth and corruption of the gums and bad ulcers and fissures, and to bad ulcers that are on the nose and in its circuit.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And the quality of bleeding there is that you make the patient look at you, and strengthen their neck with a bandage, and then revolve their lips and regard the two veins of which one is on the right side of the lip and the other is on the left; and the demonstration of each is by the blackness of each of both, and this more so because in the circuit of those veins are small black ones; and then you incise each one with an incised instrument.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	But if you are in doubt about which one is the correct one, and do not know which one of those is the true one, then take the incision of the largest of those, and the most manifest one.
E fay le semblant de las doas venas que so en las labias desus.	And make the same appearance as the two veins that are on the lips above.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	But it is customary to cut more when incising the two veins that are on the left lip.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	But for the two veins that are on the left side of the tongue, the purpose is to bleed the cephalic vein in order to relieve symptoms that occur in the gullet, to treat the disease of the uvula, and to treat diseases of the mouth.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And the quality of bleeding there is that you follow the patient between your eyes and in front of the sun, and lift up their tongue, and look down at their tongue, on one side of their vein and on the other side of their vein, and the color of each one declines to blackness.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And then bleed each one; and be careful not to conclude your right hand in bleeding those, because below those are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And your veins that are bled in the cleft are those in which costumarily flows in all men, and the bleeding of theirs is done according to two manners, or they put on the bleeding instrument a mirtillat or olivary one at subtlety declining; or cut off with a bleeding instrument a cullinary one, and call it thus, and this is its form:
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this alnessil is that which corresponds to cutting and to those species of sides and subtle ones according to the amplitude of the veins and according to the constriction of these.
Forma de fleubotomi mirti:	Form of bleeding with mirti:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	So the side of it is as follows: thus, it corresponds to opening the concave veins that are full and proceeding with apparent large ones, and to those which contain gross blood.
E aquesta es la forma de fleubotomi olivar:	And this is the form of bleeding with olivary:
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	And this bleeding is of smaller latitude and more subtle extremity, and corresponds to bleeding the subtle veins that contain subtle citrus-colored blood.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	But the purpose of bleeding the Basilic vein, which is one of three veins, is to extract blood from diseases that are below the gullet and the neck, and therefore to relieve the feet and belly.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	And the bleeding operator should be careful when bleeding this, and be over-cautious in it, because below it is an artery, and if he errs and adjusts in the puncture of the bleeding instrument, he will incise that artery and cause a flux of blood, for which reason it is necessary not to bleed this with a piercing instrument, but rather to cut with alnessil.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	And if the Basilic vein does not appear in a manifest way, then it is necessary that you leave it and move to another, or seek out some branch of yours; or bleed at the end of the arm, where it is manifest; and cut it off with alnessil as we have said.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	But if you wish to perform the bleeding on the median line, then it is necessary that you do so before the constriction of the arm that touches the location within which you know the location of the fingers, and approach placing your hand above with a tencha; and approach binding the arm and cutting off the vein with concave section using alnessil as we have said; and be careful not to hit the artery at any distance from the location.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you bleed, as you strengthen the bandage, swelling occurs in the location that you have marked with a tencha, then that swelling is the swelling of the artery, and therefore avoid it.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if the blood flows in the bleeding like golden tears of an infant, and the blood is subtle and red, then you know that it is from the artery; and therefore you should hold your breath and pause for a long time over that spot; and approach placing your hand on top of it, and if the blood is absconded, because many vessels are absconded, then you should strengthen the arm and leave that.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	And watch over the patient from the morning on, and be over-cautious of them and do not neglect that for some days until they are healed.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	But if the blood is not absconded and you are not present to apply medicine, then you should incise the artery if it appears to you; because the extremity of it is contracted, and the blood is absconded; or that you take a poultice of fistula, and make it flow, and take one half of it and strengthen it over the location of the vein with constriction downwards with bandage and powder until the next day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And therefore if the blood is absconded, it is good; and if not, then cure that with what preceded to the remembrance of the location of the powder-absorbing flow of blood.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the absconding of the blood from it is difficult in many dispositions due to the small location of the wound and the possibility of binding the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	But the bleeding of the Vena Fusca is a purpose that extracts blood from the upper part of the head and the lower part of the chest; therefore it is composed of branches of the Basilic and Cephalic veins, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And the bleeding operator should be over-cautious in the bleeding of this, because below it is a nerve; and therefore if he adjusts in the puncture of the bleeding instrument and finds the nerve, he will cause numbness to it, and it will be difficult to heal, and very likely it will not be fully healed. And this nerve many times appears to the sensation; and if it is hidden from some men and is subtle and does not show itself, then it is necessary that you pause the bleeding with the instrument with which you are bleeding with a section of alnessil, and avoid the nerve with your force.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then you should find the vein in its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The purpose of bleeding the Cephalic vein is to extract blood from the head and to relieve diseases of the eyes.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And it is necessary to do so precisely, if you want to bleed with a piercing instrument, either with an olive-shaped one or a mirth-shaped one; because it is the safest of all veins, since there is neither artery nor nerve below.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	But it is necessary for you to take care that with the bleeding instrument you do not puncture the top of the lacertus too much, and seek out the location where it is thinner, and do not touch it unless it is discovered through the first percussion which is above that location a few times.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	But often very many times, when it is not bled in the first percussion, the swelling does not appear until later.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	But the quality of the bleeding and its accidents are many, in which you must think about their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first one is that which you should know: bleeding is not administered except for the preservation of health and by hope of recovery and caution against the event of diseases; and that bleeding should be done on one of the three veins in the armpit, namely: cephalic, fusca, and basilica; and that it should be done at the beginning of spring, after a fast during spring and autumn, and in winter just before consumption, when signs of repletion appear.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And it should be done bleeding at the third day or at the first moment that three hours have passed since sunrise.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	But bleeding that is administered, it is when it provokes convenience and necessity for that, or at night or during the day, in any hour and at any time.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And it is necessary that children not be bled until they are fourteen years old, and women should not be bled unless they have completed their fourteenth month after giving birth, and the elderly should not be bled if they have already passed one hundred years.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And when anyone wants to be bled in some way or other, it is necessary that they cleanse their bowels before the bleeding with a leon's clister, if there is a great fissure retained, so that the veins do not carry away the superfluous things from the bleeding of the bowels, which are pure, and thus not harm the principal members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And do not be bled if you are suffering from nausea and vomiting, or if you have a bad illness or intoxication, or if you have been drained of your strength and vitality, nor if you are afflicted with dropsy, nor yet if you should bleed due to colic passion, vomiting, or bowel distress, or if there is multiplication of coitus, travail, and exercise, or from fasting or vigilance, or for any reason that dissolves the virtue, whether bodily or animal.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	And also consider the subtleties of airs and vapors before this if the blood is thick, with food and drink, and with medicines if it is possible to do so.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And also enter into bath if no cause prohibits, or exercise through some exercise in order that the blood may be subtletized.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	And pause the bleeding at noon, around the hour of tercia, as we have said.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And force yourself to keep the peace in that day of all animal accidents, as is anguish, anger, fear, and all bodily accidents, as is travail and excessive pain, and similar things.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And have the same person make themselves present to the causes in the use of that which is customary among people, with aromaticity and odour, and with balms and similar things, according to the quantity of possibility.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And follow the bleeding operator on a couch that is higher than the one on which the person to be bled should sit.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	And also remove the person's arm, and wipe it with their own hand or with the bleeding operator's hands twice or three times; and then strengthen the bandage with a cord and wrap it around the area twice.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	And the constriction should be early, because the constriction when not equal or the constriction is with superfluity, then prohibits flows of blood; or it is with mollification, and then prohibits only the flowing of blood.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And also the constriction should be such that the person to be bled wipes their hands together between them until the veins are inflated and declared to the sense.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And also the bleeding operator should take a little bit of old olive oil and apply it to their own bleeding instrument; and then pause their left index finger on that vein, below the location where the bleeding is desired, so that the vein will flow a little bit, and the percussion will be settled, because the veins are like strings that flee from the bleeding instrument, and those are full of airiness, and when the bleeding operator pauses their instrument over that one, it becomes constricted, and the bleeding instrument falls away; and the vein is not filled, and if it is filled, then it is stretched.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And therefore, it is necessary for the bleeding operator to be fixed and solicitous in all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And also depause the bleeding instrument, but if the vein is huberta in one spot, then that's good; and otherwise, you should iterate this process on another spot nearby, or over it at a feast, if the location is not swollen.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the location is swollen or the disease is spreading, then you should leave it alone for a day or two and not tighten the bandage, because it may attract a swelling caution, nor enter into bathing.
E aprop itera la fleubotomia si la ama.	And also iterate the bleeding procedure if needed.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the warning is small and the blood flows subtly, and you fear that it will not yield the quantity of blood you desire, then you should iterate the bleeding procedure on that spot according to rectitude and adjust it slightly in the warning, and do so at a feast before the location becomes swollen, because in many men's bodies, the location becomes swollen with little warning.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	But if it has already become swollen, then do not iterate on it, because there is no excuse for you; and pause on some part of the oil's gash, because it relieves the blood's heart.
E es milhor en aquest loc que oli e que les autres olis.	And it is better in this location that you use olive oil and other oils.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And similarly, administer a gash of oil in all bleeding procedures where you bleed the veins according to the prohibition of blood's heart, and make it tyriaca alfadoc and sagzenea when one is paused on one of those spots over the location, because the blood is subtletized and revolved when it is thick.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	And if a great swelling is generated in the location of the bleeding, which often occurs, and especially to that person who has not been bled before, or in the warning of the vein being slight, then you should apply compresses, and pause on the spot with a sponge infused in water and salt, slightly scalded, and strengthen it for an hour, until it is dissolved.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And it is necessary to do this similarly with the sediment of blood from that vein, with the complement of either one or another vein.
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	And if it remains in the location for some days with some blackness or greenish tint, do not worry about this; and if you wish, pause on that spot with some cause of aloen and mirra dissolved, or some cause of mentastre's sap or calament, or something similar.
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	And often such swellings and elevations occur as a result of bleeding from the basilica.
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	And therefore pause your hand over that spot, and if you find mollicia, then apply your compress on that spot, but if that eminence is bad and evil; and then be careful not to pause on that spot with any of the causes we have mentioned, because it may flow from the artery's blood.
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	And make an ointment with this on that spot where it is stiptic, so that the location may be tempered, and apply care to that spot with another cure until it is healed.
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	And it is necessary to extract from the blood for every person according to the quantity of their virtue and according to the color that appears on top of the blood as it appears.
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	Because if the blood is black, then you should let it flow out until it becomes red; and similarly if it is thick, then you should let it flow out until it becomes subtletized; and similarly if it is sharp, until the acidity of it is removed.
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	And it is necessary for that person who is full and strong and has a need for bloodletting in one spot, to have the bleeding procedure of the vein amplified and the bleeding instrument made large.
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	And in that person who is frail, do the opposite of what was said before; and it is necessary to extract blood from them in multiple spots, and that the incision should be narrow.
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	And the best way that is administered in bleeding of vein is a transverse section, not a puncture.
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	And this manner of bleeding is saved from flow of blood and inflammation of nerves, and it is more praiseworthy and more saving than bleeding according to latitude and longitude.
E a la qual es acostumat sobrevenir sincopi deves la fleubotomia, e cove que tu cures aquel denant la fleubotomia am un petit de pa infus en vi de milgranas o de oximel simple scalfat; e extratz a l u del sanc en tres veguadas o quatre.	And to which one is accustomed to occur syncope, it is necessary to perform the bleeding procedure after taking care of that person with a little bit of pa infused in vinegar of milgranas or simple oxymel scalded; and extract the blood in three or four sessions.
E si es enfregiditat de compleccio, lahoras prengua denant la fleubotomia pa infus en eyssarop de mirra o en eyssarop de mel aromatizat am specias ayssi cum am pebre, canela, gingiebre e semblantz, o en eyssarop aromatizat e mot odorant.	And if it is a case of congestion or completion, then take care before the bleeding procedure by infusing pa in myrrh's essence or in aromatic honey with species such as pepper, cinnamon, gingerbread, and similar substances, or in aromatic essence with many odors.
E si accideys sincopi deves la fleubotomia, e es causa de lu issiment de mot sanc, lahoras cove que prengua en beure aygua de carn e eyssarop mot odorant subtil; e use de aromaticitat am algualea, e sia linit le sieu pietz am aquela.	And if syncope occurs during bleeding, and it is the cause of excessive blood loss, then take care to drink water with beef broth and a subtle odorous essence; and use aromatics with a little bit of salt, and anoint your feet with that.
E usa de las autras causas que havem ditas en la divisio en le capitol de sincopi per evacuacio.	And use the other causes that we have mentioned in the division of the chapter on syncope by evacuation.
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	And who wants to eventuate their arm and dissolve their blood according to the second degree, must be done by one whose bleeding is for moderate evacuation, and whose virtue is cold, that evacuates the blood little by little, so it is according to the quantity of virtue in continuous days.
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	But who wants to eventuate their arm and let out their blood according to the third degree, and whose body is strong, then do it about 7 or 8 hours after the first bleeding.
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	But who wants to draw the blood from their body in the opposite direction of the part where it declines, then do it on the second or third day.
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	But in that body where there is already a lot of scalded and acidic blood that causes fever, it is necessary to extract the blood from one spot and let out a large quantity, and amplify the warning until syncope occurs; but you must have preserved all the conditions for bleeding; and pause your hand over the pulse of the blood in order to avoid death instead of syncope, because many times this happens when the bleeding operator is ignorant and negligent.
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	And do not attempt to release the arm and evacuate the blood in the second degree when the orifice of the vein is already closed and it becomes difficult for the blood to flow out, that you press strongly on it with vehemence and bend it slightly outward, because this is too bad.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	Let it be until it is bloodletted secondarily; or remove this with the acidity of the bleeding that is coagulated in the orifice of the vein; or pause over that with tyriaca alfarach, or sagzenea, and compress that with a light compression until the blood is outside.
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	And if the vein is swollen, then let it be and don't touch it until the swelling subsides.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	And if necessity demands that you must evacuate the blood again, and there is no excuse, then you should let out some blood from another location or on the other arm in another vein.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	And the vein called "funis del bras" is bloodletted in the location of the fossa or basilica when it is not obstructed or hidden, because it is composed of those.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	And the quality of the bleeding procedure is that the patient inserts their hand into cold water until the finger becomes red and the vein appears clearly.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	And it should be made strong on that spot with a gentle pressure and mild constriction; and the bleeding procedure should be done transversely, not longitudinally nor according to length.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And let it be a broad warning and your bleeding procedure with which you bleed that spot at the joint of the hand, a little bit.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	And if the flow of blood is prohibited, then you should insert your hand into cold water and let the blood flow into the water until you achieve your desired outcome.
