Ayssi comensan las paraulas de Albucasim .	Thus begin the rules of Albucasim.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And do not remove the bandage if it does not adhere to the wound or abscess within twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And then renew the dressing if you have seen their face to that water, and adjust in the structure and restore it thus that it may be restored and the fracture of the furcula may be coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And it is strengthened and comforted according to the month in twenty-eight days, and some vegetables given to some men are done in less time than that.
Capitol .vi.	Chapter 6.
De restauracio de fractura de la spalla.	On the restoration of a fracture of the shoulder.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The spatula is broken in the broad part of theirs and does not break unless at the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	And then when the part of theirs is broken — and it is broken in the middle part of theirs — and it is not known except by touch, then according to the shape of the fracture forces you to prepare theirs and reduce it according to the natural figure in every manner of engineering, which is possible for you.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	And then place on the dusty place of many albas of that man and stop the lion; and then place a double-layered cloth of drap; and then place on the starry board of subtle table according to the quantity of the entire spatula or a little more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	Perhaps if the starry board is concave in some of the places of the spatula, then you will engage that concavity with a stopper, and then balance the starry board according to equality.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	And then strengthen below with a long humanation by decent construction and firmness of the starry board until it is not removed from its own place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	And consider the bandage every day; and all vegetables that are softened, another vegetable is strengthened and equalizes the starry board if it is removed from its own place.
E jagua le malaute sobre le sieu latz sa.	And let the patient be about their own side thus.
E la spatula es restaurada en xx dias o en .xxv.	And the spatula is restored in twenty days or in twenty-five.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	And then when this number is completed, then you will dissolve the bandage, and you will know for certain that it is of the bones which began not to be tender nor their dissolution.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if you proceed from the place of the bone to the ankle and put underneath the cushion, then you will split above it, and lift it, and do according to what we have said about the fracture of the furcula with careful attention to the abscess, being cautious so that it adheres here.
Capitol .vii.	Chapter 7.
De restauracio de la fractura del pietz.	On the restoration of a fracture of the foot.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The foot, some vegetables are broken in the middle place of theirs and that tart endures; perhaps the extremities of theirs move slowly and are comminuted.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And of the accidents of theirs when the middle of theirs is broken, it is that which declines to the internal parts and adheres to the great pain, and difficulty in the hale, and toes, and strengthens and vomits blood; and it is declared in the cavity of the broken bone and does not hide from the sentiment.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	And the restoration of theirs is that the patient be resupinated on their own back, and placed between the shoulders of theirs with one cushion; and then press on their muscles, and adjust their ribs to the more than two rib-stops, and subtily proceed in the operation of theirs and in the equalization according to every manner that is possible and convenient, until the figure of the bone returns as it was.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	And then place on their dressing and stop and place above the starry board of subtle table of sawdust or of chalk and of its similar levitation, since you envelop that in drap; and then subtily proceed to bind that above the broken bone so it is not moved; and go with the binding according to retonditat on the back some vegetables, and strengthen that with decent structure; and then consider the binding at every hour, and when it is softened, strengthen it.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if it is necessary to provoke the dislocation of that from corrosion or bruising, or pain, or abscess that adheres in the place, then you will cut and dissect that and eradicate the dressing and rectify what adheres for that manner of cure; and then reduce the dressing, if times return to that face; and adjust their structure until it is healthy.
Capitol .viii.	Chapter 8.
De restauracio de las costas quan son trincadas.	On the restoration of the ribs when they are fractured.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	You know that a fracture of the ribs does not occur except in gross places that follow the back; and of the extremities of theirs from the front part do not adhere to those contradictions unless for what is cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And knowledge of theirs is not hidden from the sentiment because of the inquiry into theirs with the fingers.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration should be such that it envelops the fracture in the fingers according to the possible method, so that it is enveloped according to what is convenient, and then apply a plaster and strengthen the broken bone in its place, if needed.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs is declining into the divided parts, then it causes the patient vehement pain and puncture, just as puncture that causes pain to one who has suffered a fall, and because of this, the bone sets in its covering; and it causes difficulty in breathing, and coughing, and vomiting of much blood; and this is a difficult cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	And already the Anticodes have been prepared in that matter with many ingenious remedies.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And of them it is said: they cause the patient to take windy remedies that generate inflammation and flatulence, so that the belly becomes inflated and extended, and the fracture is driven out to the divided parts beforehand.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	We must avoid giving him that remedy so that it does not cause the gathering of evil humors, if it does not help; and if it does help, then it will assist in that.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	And they discovered some of them that were stopped under the windings and then sucked with a strong fortitude; and it is similar to reasoning, but most of the time it is feared that the windings attract the superfluities to the place of debilitation.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	And they discovered some of them: it is said that the place should be covered with wool that has been submerged in hot oil, and powders are placed between the ribs until it is full, so that it is the binding that envelops according to retention; and then the patient is treated with a cure of poultices and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if it causes vehement constriction to the patient who does not suffer, and the bone puts its covering in punctured pain, they think about the patient, then it is said that they should put a bandage on the place, discover the broken rib, and then stop using that instrument which preserves the phlegm, the remembrance of which precedes, and which facilitates the bone, and extracts it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And then adjust the two lips of the wound, if it is large, with a closure, and heal it with plasters until it is sound.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if it causes divided aposteme, then you should apply a cushion and pour powders in rose oil and place them on the area, and the patient is treated with what is suitable for the divided aposteme.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And it should be raised above the bed where he sleeps, until it is healed.
Capitol .ix.	Chapter 9.
De restauracio de fractura del spondil del dos e del col.	On the restoration of fractures of the spine, back, and neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some veiled injuries involve fracture of the neck bones, and similarly they have an atrition, and it is similar to the vertebrae of the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And with that, it causes harm to some and wants to know if it will be healed or not, then consider, because many times the veins are more mollified and stupified and deadened and cannot move them nor extend nor strengthen them, and when they constrict them in the tender fingers or prick them with a needle and do not feel pain, then you know that it is not healed, and in the midst of these dispositions it is mortal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if it moves them and feels in them a constriction in the fingers and puncture, then you know that the nut of the bone is saved and that the patient will recover with treatment.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you see the vertebrae of the neck similar to that and want to know if it will be healed or not, then consider its weight.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	Then if you see that it is mollified, it causes harm to those who have been affected in the same way, and then when they sit on their back, they experience windiness and lack of appetite according to their will, and some veiled injuries are raised above their back and want to urinate but cannot, then you know that it is mortal, and therefore do not struggle with its treatment.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	We must not attribute some cause to those, the cause is worse and more evil.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And the treatment of it is that you perform a sedation of the evil humors that gather above the atrited spine with rose oil sol, or with mugwort of hue and sat; place it on those veiled injuries every day until the evil humors are sedated.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And then place one of the comforting and soothing plasters, and strengthen it above that wound; and command the patient to use rest and tranquility and not to sleep on the side where he feels pain until it is healed.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if it causes the atrition of the satiated bones or some cause that has already been separated from it, then it is said to secede above the codena and to remove that bone; and then adjust the two lips of the wound, with a suture if it is large; and then heal it with an encarnated remedy for the enguements, until it is healed.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	We must if the bone is broken in the last vertebrae, and it is the end of the coccyx, then it is said that you should enter the finger of your left hand into the anus, and envelop the broken bone with the other hand according to what is possible for secondary equilibrium; and then place a plaster on it and bind it, if needed, and strengthen it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	If you feel stagnant humors settled in the patient, then put a warm compress on them, and remove that, and take care to cure the plague as it is preceded until it is healed.
Capitol .x.	Chapter 10.
De restauracio de la ancha.	On the restoration of the narrow (passage).
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the narrow passages are so broken, and if they break, then the fracture is only communicated to the extremities of those and are inserted in the length and decline to the divided parts; and it causes great pain in the place and puncture, and the leg is stupefied when it is fractured.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	And the restoration of it is that you extend your hand over it until it is above the fracture which is the shape of it.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	And if the fracture is in the extremity of it alone, then you bind it according to what appears to you by equalizing the binding until it is assembled to its natural shape.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	But if the fracture is in the loin or has already declined to the lower parts, then you make a plaster over the sick belly until it is prepared for you to restore that fracture.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And then when you have bound it, pause on the plaster, and place a pause on that wooden or cotton splint, and strengthen by stricture over which there is no fear of puncture of fracture nor movement of the splint.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	And bind the concavity with water that fills it until it takes the stricture according to equality, and command the patient to sleep on their back or on their side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	But if it causes a hot abscess, then you cease the extension of it and its restoration until the hot abscess is sedated, and pause on the water that sits over it according to what is preceded; and then return to the restoration of it, and strengthen it thus in a convex shape.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if they are stagnant humors or are communicated, then you treat them.
Capitol .xi.	Chapter 11.
De restauracio de la fractura del adjutori.	On the restoration of the fracture of the adjutator (helper).
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	The adjutator is that which is between the elbow and the head of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is broken, then the restoration of it is in one of two manners, one of which is that you take a wooden plate of moderate thickness according to this form:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And there are two extremities of two ligaments, and then it is suspended from the elevated place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	And follow the patient on a chair; and then he puts his broken arm on the wood until it reaches the tiny end of it in the middle place where the curvature of the wood is annexed.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And then it is suspended above some heavy cause, or the minister extends that to the lower parts; and then the doctor says that the fracture is in its places most often, until the fracture returns according to its convex shape.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other manner is that the patient is resupinated on their cervical spine and suspends the hand of the neck with ligament; and then he commands two ministers that one of them holds water above the fracture in its places most often; and the other holds the pus below it; and almost all of them extend to their part.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want the extension to be stronger, then you strengthen over the fracture with ligament and over that with another ligament, and almost all of the two ministers extend to their two parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	And so if the fracture is close to the extremity of the muscle, then it is fitting that half of the ligament be placed over the cilium and the other below the fracture towards the elbow.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	And similarly if the fracture is close to the elbow, then it is fitting that the ligament be placed over that place and over that elbow.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Bind it with facilitated and easy handling, and then when it is bound according to its convex shape and is applied for good application, then strengthen it if it does not cause hot abscess.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	But if it causes hot abscess, then loosen the stricture until the seventh day, and pause on the woolen cloth wrapped in seven layers and oiled roses until the abscess rests, and then you strengthen it.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And the manner of strengthening it is that you put a plaster on the fracture, and then you put a wrapping of new cloth over the plaster; and then you adjust the arm on that adjutator, and put your hand open over the shoulder muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	And put the cloth and strengthen on the adjutator the arm so that the arm is in its place of stability, if it does not prohibit any cause of the broken bone.
E lahoras usa de stelhas.	And then it uses stability.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And it is that which puts on the fracture that stability which is more firm and stronger than the other stabilities; and put between each stability the latitude of the digit, and let the length of the stabilities be according to the breaking with an addition of three digits from all parts.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	And then strengthen on the stabilities with the stricture which I said at the beginning of the chapter.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And it is that your stricture on the place of the fracture be more straight.
E quant pus es alonguada la fractura sia la strictura menor.	And when the fracture has been lengthened according to the minor structure.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	And so if you observe the positioning of the stars and the structure likewise as we have said at the hour in which you restore the member to its usual situation, then do it.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	And if you fear an abscess, then place the structure and the stars within the seventh day likewise as we have said.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	And then consider the ligament in all parts for three days so that it does not become inflamed or swollen at the site of the injury; or it is prohibited to bring food to the member by disposition of superfluous structure; and thus rectify all as we have said.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	Moreover, if you are confident that no cause of this will occur, then do not loosen the ligature until three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	And let the patient's sleep be on their back, and their hands should be over the stomach.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And apply the warm woolen dressing to the affected area, and consider at all hours of the night or day that the figure of the injured member is not distorted or dissolved, or that the ligament is softened, thus rectify all in accordance with your virtue.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	And administer the food to the patient according to the order which we have previously mentioned, so that the food is subtle at the beginning until it begins to strengthen; and then cover the food of his.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	It is customary for the warm application and his leg to be strengthened in 40 days; and then it is necessary that they be loosened and bathed and medicated with ointments which rectify that.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the fracture is badly broken, then you do not loosen the ligament and the stars within a day or within two months.
Capitol .xii.	Chapter 12.
De restauracio de fractura del bras.	On the restoration of fractures of the arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The arm is composed of two bones which are called two forearm bones; one of them is small and it is the one that supports the hand, and the other is large and it is the one that is placed below the small bone, from the part above.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	And sometimes the larger forearm bone is broken alone, or the smaller one, and sometimes they are both broken together.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	And when the smaller forearm bone is broken below, then its restoration is easier, and its healing is even easier.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the bone of it is broken below the fracture, the breakage of it is bad, and its healing is difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	And worse than that is when both bones are broken together.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore, if the bone that is broken is the smaller forearm bone below, then it is convenient for the doctor to make a small extension to facilitate its healing.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	Moreover, if the larger forearm bone is the one that is broken, then it is necessary to make a more vigorous extension.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	And if both forearm bones are broken together, then it is necessary that you make the external treatment even stronger.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	And it is necessary that you make the figure of the hand in such a way that its restoration and extended extension are supported on a cushion, and the pulse of the hand is at the parts below, more than all the other fingers, and the auricular finger is lower than the other fingers, and the patient should be seated on a wooden chair.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	And let there be a cushion placed underneath it in its elevation or inclination, so that the patient does not suffer trouble.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	And then the minister extends the arm from the part below to the hand or ligament, and another minister extends similarly from above.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	And then the doctor sets the bone in place so that it is reduced to its best figure as much as possible.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	And if the breakage of the bone is such that it is dislocated, then you must forcibly reduce all the mass to its place with your virtue.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	And if it appears that the dislocated bone is separated and cannot be reduced by your skill, then you should fix it in place and leave it according to the manner which we have mentioned above.
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	Moreover, if the fracture is a wound, I have already made a special chapter about it, and thus take its treatment.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	And if you fear an abscess at the beginning of your restoration, then line a cloth with cerate made of rose oil and white wax, and it should be moderate between specification and subtlety, and strengthen the cloth over that with subtle structure until the abscess is calmed; and then remove the cerate and apply an emplaster prepared from powder of mulberry in clear water, and then place the stars; and let the star which is placed on that fracture be fixed firmly and strongly.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	And know that the number of the stars of the arm is seen in the major dispositions, or whether the fracture is in one forearm bone or in both bones together.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	And then place your structure over the site of the fracture firmly and vigorously, and when more is needed, extend it to the parts above the fracture or to the parts below it, place the structure a little more softly according to what precedes the remembrance of it at the beginning of the chapter.
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	And the bandages that are wrapped around the fracture are not very humid, and they do not have any rough or harsh qualities, and it is necessary to strengthen them properly between subtle and gross, just as we have recommended.
E considera le membre e·l liament aprop alcus dias.	Examine the limb and its ligaments for about ten days.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	And if you find some cause for which correction is necessary, then proceed to correct it in the limb, and then try to straighten the limb with warm water until that correction ceases.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	And leave the limb unbound until it rests, and then return to re-establishing the structure.
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	And if the extraction is already softened and the bone is already re-meshed and resembles those, then correct all that with your virtue.
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	And consider it more if the nourishment is prohibited from reaching the limb due to excess of structure, because then try to soften that a little and leave it for several days until it runs towards that nourishment, and then strengthen it.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	But if the patient does not find any cause among those that we have mentioned, then do not try to delay it for about 20 days or around that.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	And then the hand of the patient should be suspended by its virtue of agitated movements, and make him sleep on his back.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	And you will know that this fracture is restored in 30 days or in 32 days, or at least it is restored in 28 days, and all that is according to the disposition of the complexities and the dispositions of the virtue.
Capitol .xiii.	Chapter 13.
De restauracio de fractura de la pinche de la ma e dels ditz.	On the restoration of fractures of the fist of the hand and of the fingers.
