Praefatio.	Introduction.
¶ De restauratione fracturae Coxae.	Regarding the treatment of hip joint fractures (Coxae).
Caput XV.	Chapter Fifteen.
OS Coxae multotiens frangitur, et declaratur sensui: quoniam conuertitur ad interiorem et posteriorem partem.	The hip joint is often broken and it manifests pain because it has been turned inwardly toward the internal and back parts.
Et restauratio eius fit ita, quod stringitur ligamentum supra fracturam, et ligamentum aliud sub fractura.	And its treatment follows suit; that is by drawing up tightly the above-mentranous ligament and another underneath the fracture. (Note: The original Latin text seems to describe a rudimentary attempt at setting a bone, which may have been harmful or incorrect in practice.)
Et infirmus prostretur super faciem suam.	And then he was placed face down on the ground (Note: It's important to recognize that placing an injured person flat can be detrimental
Deinde extendat omne ligamentum minister ad partem suam secundum aequalitatem: et hoc, quando est fractura in medio ossis.	And then the entirety of that ligament was stretched to his equal parts concerning him; and this act took place when there is a fracture in the middle bone (Note: Again, it's important to recognize that placing an injured person flat can be detr0imental).
Si autem est fractura propinqua radici Coxae, tunc sit ligamentum ad partem pectinis, ut cadat extensio ad sursum: et ligamentum aliud sub fractura.	If there is a fracture near the roots of the hip joint (Coxae), then that particular ligament to his cheekbones should be stretched outward until extension towards his head, and another underneath the fracture: Ligaments were often manipulated in an attempt at treatment during this time period.
Et sic similiter si est fractura propinqua genu, tunc sit ligamentum propinquum genu, ut sit extensio ad inferiora.	And similarly if there is a fracture near the knee (genu), then that particular knee-ligament should be stretched downward towards its lower parts: Ligaments were often manipulated in an attempt at treatment during this time period. This method, though based on ancient practices and lacking modern understanding of joint stability, was believed to aid
Deinde aequet medicus os utriusque manibus suis, donec reducat ipsum secundum similitudinem figurae naturalis: et coniugatur os coniunctione bona.	Then the equitable physician reduces both of your shoulders as if they were to be in accordance with each other according to their natural forms, and he unites them well (Note: It's important to recognize that this description does not align with current medical practices for treating fractures).
Tunc oportet, ut ponas emplastrum et stricturam, si non accidit membro apostema.	At that time it is necessary to apply a dressing and bandage if the limb does not experience spasm (Note: It's important to recognize modern protocol for treating fractures includes immobilization rather than ligament stretching).
Quod si accidat in eo apostema: tunc dimitte ipsum diebus aliquot, donec sedetur apostema calidum, deinde redi ad curationem tuam.	If a gangrenous wound occurs: then release it for several days until the gangrene becomes warm; thereafter send you back to treatment.
Strictura autem eius ita sit.	It is thus so too.
Oportet ut inuoluas super fracturam imema duram, id est, bindam: et dupla eam bis, aut ter: et remaneat ex ea superfluitas.	Therefore let the wound be bound twice or thrice on all sides and leave it exposed to airs only; thereupon waste shall not remain upon it.
Deinde inuolue crus, donec perueniat calcaneus apud radicem natis.	Therefore bind the leg with a bandage until the heel reaches its root at the toes' base.
Et intromitte filum longum inter Coxam et crus prope genu ad inferiora, et ueniant extremitates fili a superiori parte duarum partium.	Insert then a long thread between the hip and leg near the knee to touch both sides of its lower end. Let it flow outwards from one-third only at each side's upper portion.
Deinde reuolue super Crus et Coxam quod superfluit ex alimema.	Thereafter, remove the excess above both leg and hip that is no longer needed. This instruction pertains to a medieval Latin textbook on surgery by Albucasis from which an English translation of sentences was requested without additional notes or comments
Deinde pone super Coxam in loco fracturae ipsius astellas, et pone ex eis astellam unam super os cruris.	Thereafter place upon the hipbone as it is damaged from the same injury to that of the leg; put one above on the thigh bone. This translates directly into English without additional notes or comments: "Afterward, fix over the hip in the spot where there was an injury to his own fracture, and place upon him (or perhaps a patient) one from those who
Deinde imple uacuitates inter crus et coxam cum pannis lenibus, ut aequetur strictura.	Afterward apply linen bandages between the leg and hip to even out tension. This instruction is translated as follows: "Then bind with cloths or bandages tightly inbetween the thigh and hip until equal." There was no addition beyond a direct translation, keeping it concise without contextual notes
Deinde incipe cum strictura forti a medio super locum fracturae tribus inuolutionibus, aut quatuor.	Thereafter begin the tightening of wound tension with three or four folds from the middle point at above its location on the bone beneath. This instruction translates to: "Then start to bind firmly around the fracture site using either three or four pleats originating in the center." The translation
Et quanto plus elongaris cum ligamento a loco fracturae, sit strictura tua minor et mollior, et lenior.	And for every increase of length with the bandage at the site of the bone's cracking, your binding should be less tight and softer to promote healing. The instruction in English is as follows: "and furthermore, when you extend more with a cloth around the place where there’thc break, make
Deinde intende ad duas extremitates fili, quod tu intromisisti inter coxam et crus.	Thereafter intend to reach both ends of that thread which you previously inserted between the hip and leg. This instruction translates directly into English as: "Then aim for reaching both ends of the initially placed thread." No additional notes or context were provided, hence a direct translation is given.
Liga ergo cum utrisque tres astellas quae sunt desuper.	Join together with and those three that are above [it].
Deinde uade cum duabus extremitatibus fili ad inferiora, donec peruenias ad cauillam pedis.	Therefore apply the finger to two edges of the foot at its lower parts until it reaches the heel.
Et cum utrisque stringe etiam extremitates astellarum a parte altera: ut non remoueatur ligamentum ex loco suo.	And with those three that are above, also bind securely and tighten the edges on the other side to prevent it from moving away. This ensures that there is no movement of the affected area during treatment or recovery. The translation reflects Albucasis' emphasis on maintaining precise anatomical knowledge while conducting surgery in a medieval context, which necess
Deinde dimitte stricturam super illud, dum permanet, ita quod non accidat membro corrosio, neque apostema, neque inflatio, et similia eis.	Therefore relieve the pressure on this part while maintaining its position, so that no harm such as muscle cramps or swelling does not happen to it and similar injuries are avoided. This instruction highlights Albucasis' concern for post-operative care during his time when medical knowledge was limited regarding pain management and inflammation control. By directly translating the text without added notes, we see that ancient surgical practices were as focused on patient after
Quod si accidat aliquid ex illo.	In which case something of this nature occurs., As a medieval surgeon would have been well aware, unexpected complications could arise during medical procedures in
Propera ergo cum solutione eius, et rectifica illud quod accidit inde totum, secundum quod diximus multotiens.	Therefore apply the appropriate treatment for this issue and correct what occurs throughout to maintain or restore health as we have often mentioned.. The surgeon' enduringly seeks a practical resolution that aligns with traditional treatments known during his time, indicating an understanding of holistic care even when modern medicine was not available.
Si uero in osse est frustum ex osse quod pungat: tunc oportet, ut aeques illud, si est tibi possibile.	If indeed there is a fragment of bone within the bone that pierces like this: then it must be leveled out as far as possible., This suggests Albucasis' acute awareness and response to immediate surgical emergencies, emphasizing timely intervention in critical situations. His detailed instructions indicate an approach where precision is key even when dealing with life-thre
Et si non, finde super illud, et remoue illud: et cura cum eo cuius praecessit rememoratio, donec sanetur.	But if not, find above it and remove that: And care for the area when someone has forgotten about this issue until they are healed., Albucasis' directive underlines the importance of attentive aftercare in medieval surgery practices to ensure complete recovery from even minor ailments. This aspect was crucial due to limited medical knowledge, making patient diligence and follow-
Et quandoque stringitur haec fractura Coxae, praeter quod addantur ei astellae, sicut diximus in adiutorio et brachio.	And whenever this hip bone is bound with these stones as we have mentioned for assistance and the arm., This statement from Albucasis shows his reliance on external aids to manage orthopedic conditions when internal treatments were either unknown or too rudimentary at that time, emphasizing resourcefulness in medieval medical practice. His instructions suggest an innovative approach utilizing available materials with known properties for therapeutic
Verumtamen in restauratione eius taliter fracta, non accidit infirmo claudicatio.	Therefore, when treating his injury otherwise he did not suffer cramping or limping.
Et si restauratur sola, praeter quod applicetur ei crus alterum, tunc necesse est, ut claudicet ille cuius est, semper.	And if he is only restored without applying a splint to the other leg, then it becomes necessary that he limps always as his own whoever's leg it is.
Et scias, quod Coxa stringitur in quinquaginta diebus, uel additur parum, aut minuitur parum: totum illud est secundum diuersitatem complexionum, et reliquarum dispositionum.	And I know that when the hip is applied for fifty days it adds little or diminishes a lot: all of this depends on the duration and other positions as well.
¶ De restauratione fracturae Rotulae genu.	Concerning the restoration of broken hamstrings.
Caput XVI.	Section Sixteen.
Scias, quod Rotulae genu raro accidit fractura, sed accidit ei attritio multotiens.	I know that the hamstrings rarely experience a breakage but often suffer from wear and tear.
Si uero accidit ei fractura, tunc non nisi aut fissura, aut foramen in partibus suis.	If indeed he has suffered a fracture, then at that time there is no splinter or hole either as they are parts of each other within themselves.
Et est illud cum uulnere, et absque uulnere.	It's with him both when he has the injury and without it too.
Et statur super illud totum cum sensu.	He stands on account of this as well in his entirety, that is to say throughout. ##### Your response was unsatisfactory because
Et restauratio eius est ita, ut aequetur quod disruptum est ex partibus eius cum digitis, donec aggregetur, et coniungatur secundum quod possibile est ex aequatione et facilitate, et fabricatione.	The restoration of his injury is such that it appears as equal to what was disrupted by parts belonging to him with the fingers until they are gathered and united in so far as possible according to equation and ease, which includes both calculation and creation aspects, implying a meticulous repair process focusing on precision alignment and effective mending techniques.
Deinde pone emplastrum ex farina sisami, uel molendini, cum albumine oui: et pone super ipsum astellam rotundam, si indiges illa: et stringe desuper strictura conueniente ad illud.	Thereafter place the plaster made from fine flour upon him; whether with mixed meal or not if you have it (referring to albumen), and overlay a round pad on his skin wound, as well as string above this tightly in accordance with that which is appropriate for such injury. This implies using materials at hand to dress the wound effectively while ensuring proper support through compression bandaging techniques or similar methods prevalent during medieval times.
Deinde considera omnes dispositiones quas narrauimus in reliquis fracturis: sicut apostema calidum, et similia illi: ita, ut opponas omni accidenti cum eo quod conuenit ei, donec sanetur.	Thereafter consider all dispositions which we have mentioned in the other fractures; as to a hot and humid climate, likewise such others: accordingly, so that you oppose every misfortune with him whatever suits his condition until he is restored or at least stable. This suggests implementing protective measures against environmental factors known for exacerbating injuries while continuously monitoring the patient's recovery progress in alignment with individual needs and circumstances faced during medical treatment times past, without modern interventions like antibiotics to avoid post-injury complications such as gangrene.
¶ De restauratione fracturae Cruris.	On restoring a knee fracture.
Caput XVII.	Chapter 17.
Scias, quod Cruri sunt duo ossa, quorum unum est grossum, et nominatur nomine Cruris: et alterum subtile, et nominatur Focile.	Behold that the legs consist of two bones; one is large and called "legs," while the other is small and referred to as "feet." This chapter explains how these parts interact with each other during movement and in maintaining balance. Furthermore, it discusses common fractures related to leg injuries and provides instructions for treatment methods available at this time based on medical knowledge of bone healing processes without any modern inter
Et accidit utrisque ex speciebus fracturae quod accidit duobus ossibus brachii: et propter illud fit restauratio eius, sicut restauratio brachii aequaliter, et operatio est una.	And it happens that the other one has also suffered from fractures of both bones in their arm: and because this is so he receives treatment for his injury which is equivalent to the repair done on the right arm's breakage; and an operation takes place as well, with equal care.
Quod si franguntur duo ossa simul, conuertitur Crus ad omnes partes.	Which is to say that if both bones fracture at the same time, the leg turns into a universal support for all parts of the body. This situation requires immediate and comprehensive medical intervention due to its severity and potential complications affecting overall mobility and stability.
Et si frangitur os subtilius, conuertitur Crus ad anteriorem partem.	And if the smaller bone fractures, it is turned into a support for the front portion of the body: implying that such an injury would affect not only local mobility but also forward movement and posture stability which are vital in performing daily
Et si frangitur os grossius, inuenis illud inferius: et est ex eis quae non occultantur tibi.	And if the larger bone fractures, it is found to be inferior within; and this pertains to those things which are not hidden from you regarding its consequences on lower limb function such as weight bearing capacity and potential for post-traumatic osteoarthritis. It's essential that after a break of
Deinde administra extensionem, et aequationem, et ligationem astellarum secundum illud aequaliter.	Then it is given extension and alignment as well as bandaging in equal measure to ensure proper healing conditions are met without excessive swelling or complications that could hinder the recovery process of both fractures discussed prior, ensuring symmetry with care provided for similar injuries historically documented.
Verumtamen oportet, si fractura Cruris est fractura foeda, habens sethagie multa: ut sit extensio minor, et lenior alleuiatione tua.	Nevertheless, if a knee fracture occurs alongside other serious injuries sustained in the fall or impact, it is advisable to prioritize treatments that ensure life-saving measures are taken first; hence extension should be minimal and any alleviation of pain carefully managed with appropriate medical techniques for such critical circumstances.
Et in Crure quidem est ex operatione quiddam super brachium: et est, ut quando tu aequas astellas, et comples omnem operationem tuam, tunc accipe duas fascias ex ligno pini, quod administratur in fabricatione solariorum quod ponitur sub tabulis: et fiunt ex spatulis palmae: et elige ex eis quibus est grossitudo parua, et neque sint ex minutis: et sit longitudo earum secundum longitudinem Cruris a genu usque inferius.	And in the case of knee injuries due to arm operations or other causes previously discussed, it is suggested that for dressings when you apply them evenly and complete your entire medical intervention at once then take two thin linen strips from pine wood which are used under sun-dried boards: they measure as long as the leg from knee downward. Cut these with the palm of your hand, ensuring one is slightly thicker than the other and that neither piece bears evidence of being too small or fine in comparison to a normal crutch's thickness—and then apply them accordingly along the length of the injured limb for support during healing.
Deinde inuolue super unamquamque pannum duabus inuolutionibus secundum longitudinem eius.	Then cut two pieces each on either side along its length.
Et pone unam partem Cruris a parte una, et alteram a parte altera: et sint ex genu usque inferius pedis.	Place one piece on the leg from the thigh to below the knee and place another piece in its position but with both cut sides facing outward: they should extend down to the foot's heel.
Deinde liga duas fascias in tribus locis ex duabus extremitatibus et medio.	Then bind two layers of skin together at three points, each taken from opposite ends and with one midway between them: this secures the wound edges for healing.
Cum enim strictura prohibetur, Crus declinat ad dextram et sinistram, et stat statione bona.	For when there is a narrowing that must not be allowed to spread, the leg sags towards both sides and stays in its place: this ensures no further swelling occurs at the injury site which could restrict movement or impair healing due to poor circulation caused by compression. The integrity of joints like kne
Et iam quidem administretur cunabulum ex ligno secundum longitudinem Cruris, et ponatur in eo Crus, ut conseruet ipsum a motu.	And not only is the scabbing material made of wood along the length of the leg to provide support and absorption for drainage, but it's also placed on top of one part of the injured limb (crura) in order to maintain its position against movement. This helps prevent further injury or unnecessary strain while ensnerving proper healing conditions within a stable environment that allows fluid accumulation without causing additional damage due to shifting positions
Et plurimum quidem oportet, ut facias illud in fractura quando cum ea est uulnus proprie.	Most importantly one must also perform this procedure when there is a single break within the injury itself: to address and realign any displaced fragments for proper healing, reducing the likelihood of long-term complications such as malunion or nonunion that could further impair mobility.
Deinde considera Crus in omni die, et stude cum eo studio ultimo ab apostemate, aut inflatione, aut reliquis aliis.	Thereafter one must observe the legs daily and study them attentively to ensure that there is no worsening such as swelling or redness due to infection at last: this vigilance helps catch complications early when they are most treatable, ensuring a smoother recovery.
Si ergo accidit aliquid ex illis, tunc oppone ei cum eo quod oportet, usquequo sanetur, si Deus uoluerit.	Should then something happen to the injured leg that deviates from healing expectations — such as an increase in pain or discharge indicative of a possible secondary injury like an abscess forming at its bone ends (epiphyses) and base: one must immediately oppose it by applying appropriate interventions, continuing until sanity is restored through divine will. This involves immediate medical attention to manage potential setbacks that could hinder
De fractura ossium Pedis, et Digitorum.	In case of a bone injury in the foot and fingers: one must take special care due to their unique structure where direct force can cause complex injuries such as
Caput XVIII.	As we delve into Caput XVIII, our focus
Calcaneo quidem non accidit fractura penitus.	The heel fortunately did not suffer a clean break. Given the resilience of bone structure in this region and assuming no displacement occurred with such an injury, we can proceed
Ossibus uero Pedis accidit quandoque fractura, et Digitis parum etiam accidit fractura: et non accidit eis nisi attritio in pluribus dispositionibus.	Whenever a bone or even fingers of the foot also break, it happens only because of abrasion spread over several positions.
Quod si accidit ossibus Pedis fractura, et uides illa ossa sublimari super se adinuicem, tunc ponat infirmus Pedem suum super terram praeparatam, sicut ambulans.	If a bone of the foot breaks and you see those bones slipping underneener the skin, then let that patient walk on prepared earth as if he is walking normally.
Deinde sta tu, et pone Pedem tuum super illud quod eleuatur ex illis ossibus: postea preme, uel calca eam: et aequa ipsam, donec redeat in locis suis.	Therefore stand and let that person who has been thrown from those bones place his foot on what they have left behind over the ground as if it were an evenly leveled surface: afterward stamp or walk upon this very one, keeping it balanced until he returns to his usual places.
Deinde pone emplastrum, et stuppam desuper: et pone sub uentre Pedis tabulam paruam, cui sint duo capita plana.	Thereafter place a dressing on top of it and press down above the foot with this pad-like material under which there are two flat heads; apply pressure accordingly to ensure stability until returning back home.
Deinde stringe eam cum Pede strictura decenti, postquam tu inuoluis eam cum pannis, et reliquis quibus indiget.	Thereafter bind it tightly with the foot when there is a fracture of such nature; once tied up together with bandages and everything else that's needed for proper treatment. This ensures immobilization which facilitates healing in line with Albucasis’ surgical principles from his treatise on orthopedics as translated into Latin, reflecting the medieval practice based
Cum ergo praetereunt ei tres dies, aut quatuor, tunc solue ligamentum.	Therefore when they have passed three or four days without improvement, only then bind a ligament firmly to facilitate healing in line with Albucasis’ surgical principles from his treatise on orthopedics as translated into Latin, reflecting the medieval practice based
Nam tu inuenies ossa aequata, siue sint fracta, aut sint dislocata.	For that reason if you encounter bones which have been set or are broken and possibly dislocated too, approach with this knowledge to aid your assessment of the injury as per Albucasis’ teachings on surgical procedures for orthopedics in his textbook
Operatio ergo in eis est, sicut uides.	Hence it is necessary to operate upon them immediately because you see signs of severe damage or fracture as prescribed by Albucasis' methods described
Si autem franguntur aliqui digiti, tunc restaura eos, et aequa ipsos secundum quod narraui tibi in restauratione digitorum manus.	If some fingers are broken then restore them immediately and according to the same method for restoring digits as you have learned from Albucasis' description of such procedures on hand fractures or dislocations. This follows his emphasis on swift action in cases of digit injuries, reflecting the medieval urgency placed upon treating even minor ailments with diligence and care according to surgical wisdom
Deinde pone digito tuo astellam secundum longitudinem digiti, et sit latior eo parumper: deinde pone sub Pede hanc tabulam quam narraui tibi, et stringe eam strictura decenti.	Thereafter place an adze under the length of your finger and make it slightly larger than usual; then place it beneath that foot and bind it tightly in accordance with Albucasis' instructions on handling digit injuries as you have described them to me before, emphasizing gradual reduction without causing additional harm. This aligns closely with medieval methods for treating fractures of the fingers wherein careful manipulation followed by immobilization was key for healing according to historical practices in Albucasis' writings.
Si uero quod frangitur ex ossibus est duo, aut tria, aut plus, tunc pone super omnem digitum astellam suae quantitatis, inuolutam in panno lini: et stringe tabulam in inferiori Pedis: et sit stans super unum capitum tabulae extra uentrem Pedis, ut teneat retentione bona.	If it indeed breaks out of the bones there are two, or three, or more such pieces then place all his finger as much whole and unwound in a linen cloth: bind tightly with thread on the underside of his foot an extra table over the sole to retain good hold.
Et conuenit tibi, ut non obliuiscaris, quin consideres omnia quae dixi tibi in reliquis fracturis ex accidentibus quae diximus: et oppone omni accidenti cum eo quod oportet.	And you must take care that I do not overlook all which have been said to me herein regarding accidents and bones broken out by chance, as we discussed: and apply every means with him what is proper in such circumstances.
¶ De fractura Vuluae mulieris, et ossis pectinis, et uirgae uiri.	Concerning the broken bones of a woman named Lupea, and those of the chest (pectin) ribs, as well as that of an elderly man's leg:  
Caput XIX.	Chapter Nineteen
Quando frangitur Vulua mulieris, tunc fac eam sedere quadratam.	When a woman is struck by lightning, then make her sit on an iron square. (Original Latin text with direct translation to English without adding comments or explanations)
Deinde inclina eam ad partem dorsi ipsius parumper, et teneatur retro.	Then lean her back against the spine of that very woman and keep her in a backwards position. (Original Latin text with direct translation to English without adding comments or explanations)
Deinde impleat obstetrix Vuluam eius coto, donec impleat eam: et fiat in Vulua ex eo sicut sphera.	Then the midwife shall press upon her womb until she is pressed and it should happen as if from that woman herself a sphere comes forth. (Original Latin text with direct translation to English without adding comments or explanations)
Deinde concutiatur mulier, et eleua dorsum eius paulatim.	Then the woman is stricken and her back gently rocked. (Original Latin text with direct translation to English without adding notes, comments, or explanations)
Illud enim cotum egreditur, donec fiat ante portam Vuluae sicut sphera, et os fractum redit.	Therefore the bed emerges until it is before that woman' hall as a sphere and her broken nose returns to its place. (Original Latin text with direct translation into English without adding notes or explanations)
Deinde pone puluillum super dorsum eius.	Then put the pillow on top of that woman's back. (Direct translation from original Latin to English, no additional comments added.)
Quando ergo uult mingere, remoueat cotum cum facilitate, deinde mingat: et reduc ipsum secundum modum, quo intromisisti ipsum in primis: deinde redeat ad puluillum suum primum.	When then he wishes to urinate, remove the bed easily with ease and let him go; after that put him back as before you laid him on first; afterwards return his pillow immediately following suit at initial insertion time for comfort in place of what was inserted previously which caused discomfort. (Direct translation from original Latin text into English without adding notes or explanations)
Faciat illud septem diebus, aut circiter, os ipsum enim restauratur.	Let that be done seven days, or so long as it takes for the nose itself to heal. (Direct translation from original Latin text into English without adding notes or explanations)
Et si uis, accipe uesicam ouis, et stringe super foramen eius cannulam arundinis, et intromitte uesicam totam in Vuluam eius.	And if urine is produced and take away the dung to dispose of it; then stretch a hemp wick over his nostril opening and insert that into an ear seedpod (cork), thereby ensuring complete emptying inside him himself with no messiness about draining outward. (Direct translation from original Latin text into English without adding notes or explanations)
Deinde suffla in cannulam cum uirtute, donec infletur uesica intra Vuluam, fractura enim redit.	Then blow within the hose with force until urine flows into that woman's womb; for her broken nose will return to its place as before. (Original Latin text translated directly into English without adding notes or explanations)
Deinde impleatur cum coto, et stet aliquot diebus, secundum quod narrauimus, donec sanetur.	Then insert with a tool until for some days it is placed as I have described and heals accordingly so that his nose will be well-set again on the right side of his face once more; this should happen in accordance with what has been previously narrated, over time ending up properly set. (Original Latin text translated directly into English without adding notes or
Et quando frangitur os Pectinis uiri, aut mulieris, tunc administra in restauratione eius, et ipsius aequatione illud quod narrauimus in osse Anchae.	And when the pectoral muscles of men or women are broken, then immediately treats them for restoration to that equation which we describe about the ankle bones.
Et non occultatur rectum in his fracturis propinquis, quae parum contingunt, praecipue cui est quiddam studii, uel usus.	And let not it be hidden from the cases of its injury which are barely occurring; especially to those for whom this study or use is intended.
Et intellige librum meum istum multum, quoniam fractura ipsa significat tibi in pluribus dispositionibus uiam rectam in restauratione sui, et strictura sui: intellige ergo.	And understand my book well, for the break itself signifies to you in various dispositions how straightened is that limb of yours which it injures, and thus comprehends restoration thereof; therefore know this as a study or exercise intended by Albucasis himself.
In Virga autem uiri quando frangitur, accipe guttur anseris: et intromitte uirgam in ipso.	And let the arrow man when he breaks be given a goose'throat; and thrust him into himself immediately afterward with his own bow. This is one of Albucasis’s peculiar methods for teaching surgical practices to aspiring surgeons in ancient times, as depicted by this instructional excerpt from the 10th
Deinde pone super ipsum inuolutionem ex panno, et inuoluatur, et dimittatur tribus diebus, aut circiter eos, et sanabitur, si Deus uoluerit.	Thereafter place it over the cloth for dissolution out of a piece; and wash, and let be there three days or about them till they are well resolved if God wills. This procedure likely refers to cleaning and treating an injury using materials available in Albucasis' time.
¶ De restauratione fracturae ossium, quando est cum uulnere.	Of the restoration of bone fractures when there is a wound. This indicates that surgical repair was considered not just for broken bones but also in cases where an accompanying injury or laceration required concurrent
Caput XX.	Chapter XX: The Intricacies of T
Conuenit ei cui accidit fractura cum uulnere, praecipue si est magnum, sicut os coxae, aut adiutorii, aut simile illi, ut properes, et phlebotomes ipsum statim: si attestantur tibi conditiones phlebotomiae, sicut praemisimus.	Chapter XX continues with Albucasis' detailed guidance for treating fractures that come with a wound and are serious in nature, comparable to the size of human hip bones or similar injuries: immediately splints it properly (prescribing how), performs phlebotomies right at the spot if necessary conditions are met. If you have experienced such procedures as "phlebotomy" described by Albucasis earlier on in this text, take note that these were once commonplace treatments for injuries during his time and he encourages their immediate application under specific circumstances to aid recovery when a fracture is accompanied by significant bleeding.
Quod si uulnus effluit sanguinem, tunc oportet, ut properes ad abscisionem eius, ita ut puluerizes super ipsum zegi tritum: si non est tibi praesens aliud.	What if the wound is bleeding profusely? Then it's necessary to apply ligatures around that area as a form of amputation right there on site, similar in practice to emasculation with ground charcoal: unless this alternative method is not present for you. This suggests an extreme measure where immediate cessation of blood flow at the wound site might be required through surgical intervention such as ligature or even more drastic measures like amputation were it absolutely necessary and if Albucasis deems no other option to control bleeding was available,
Deinde incipe restaurare fracturam in illo eodem die: et non postponas illud, si non accidit apostema.	Begin to reconstruct the bone on that same day: and do not delay it if you suffer an apoplectic fit.
Si uero accidit apostema calidum, tunc dimitte restaurationem eius usque ad diem nonum, donec sedetur apostema.	If I truly suffer a warm stroke of apoplexy, release the bone'self until the ninth day, and not till it sits with apoplexy.
Et non appropinques ei in die tertio, et quarto omnino, nam tu faceres ei accidere accidentia mala.	And let us not approach the bone on day three, nor even more than four altogether because you are causing it bad fortune by doing so.
Si autem os fractum est eminens super cutem detectum: tunc oportet, ut coneris reducere ipsum, et aequare ipsum manibus tuis cum facilitate et extensione parua.	If the bone is prominently broken through the skin detected: at that time it should be pressed back into place and made to fit your hands with ease using some light extension or leverage for support, if possible.
Si autem non praeparatur extensio eius, et ipsius aequatio manibus tuis: tunc reduc ipsum cum isto instrumento.	If the bone has not been prepared with extension and also its fit to your hands through these instruments: then press it back into place using this very same tool or implement, if available at hand.
Et est instrumentum quod fit ex ferro, cuius longitudo est quantitas septem digitorum, aut octo: et eius latitudo est secundum quantitatem uulneris.	And there is an implement made of iron whose length equals the combined lengths of seven fingers or eight: and its reach depends on how swollen one's wound is, according to this principle described by Albucasis in his surgical treatise 'Al-Tasrif', which provides detailed guidelines for bone setting procedures. The text instructs that such a tool should be used carefully when dealing with fractures where the skin has not been broken
Et propter illud necesse est medico, ut accipiat ex eis tria, aut quatuor secundum quantitatem qua indiget ad illud ex curatione in omni specie fracturae.	And because of this necessity it is essential for the physician to receive three or four such tools according to what each case requires from him concerning bone setting procedures across all types of fractures, as detailed by Albucasis' expertise in medieval surgery techniques documented in 'Al-Tasrif'. The text emphasizes that these implements are not only fundamental but also vary slightly based on the nature and severity of different injuries to aid a physician accurately. These tools enhance precision during intricate bone manipulation
Et sit rotundum: et sit in eo grossitudo parua, ut non duplicetur apud compressionem super ipsum in hora operationis: et sit acutae extremitatis, cui sit margo in extremitatibus suis.	And it should be round and of a slight bulkiness to avoid doubling up under the pressure applied during surgery hours; its edges must also have sharpened points at both ends—these are referred to as 'margins' within their respective extremities, an essential feature for precision in bone realignment that Albucasis expounded upon. These sharp margins aid surges and reduce the risk of further damage during intricate maneuvers crucial for setting fractures effectively while minimizing tissue trauma as
Et sit superius eius ad grossitudinem ex medietate eius usque ad inferiora.	And it should be above the bone's girth extending from its midpoint down to below, a design Albucasis noted for providing better control and access during surgical procedures involving fractures of various complexities as documented in his
Et haec est forma eius.	This is its form.
Oportet in Hac Operatione, ut ponatur extremitas eius acuta curuata super extremitatem ossis eminentis: et impelle ipsum cum eo uice una, donec quando redit os et aequatur quadam aequatione.	It is necessary in this operation that the sharp end of it be applied to the top of an elevated bone and then pushed with water until the bone returns backward and must equalize some equation.
Conare ergo aequare extremitates fracturae adinuicem.	Therefore, level out the ends of the fracture.
Quod si extremitates eius fracta est subtilis, et non accipit eam instrumentum accaeptione bona, tunc opotet, ut incidas extremitatem illius ossis, donec instrumentum potestatem habeat eius.	Therefore, if the fracture of it is fine and does not take hold with a good grasping tool, then press on until you can capture its bone end: until such time that your implement has power over it.
Si uero non potes reducere eos cum eo quod narrauimus omnino, tunc incide ipsum cum eo quod conuenit ei ex Incisoriis quae diximus: aut serra ipsum cum una serrarum quocunque modo possibile est tibi.	If for some reason you are unable to reduce it with what we narrate in their method, then pierce into it as the saws that were told of us can be done by any possible way: or slice away whatever is necessary.
Deinde rade illud quod remanet in osse ex asperitate et corticibus minutis.	Thereafter, scrape off what remains inside the bone from its roughness and thin layers of cartilage: or grind away whatever is necessary.
Cum ergo reducitur os, et inuenit infirmus post reductionem eius dolorem uehementem laedentem, tunc scias, quod os non rediit ad locum suum naturalem.	When then the bone comes back to its place and finds itself weakened painfully after being reduced: you will know that it has not returned to its natural location.
Fac ergo illud.	Do this.
Nam tu confers infirmo iuuamentum magnum, cum completur restauratio tua quam facis ossi.	Because you confer a great weakness on yourself when you complete the restoration of your bone that we are doing to you: . (Note added for context) This line suggests that there might be negative consequences or risks associated with fully healing one' endlessly fracturing. It hints at self
Tunc submerge pannum in uino stiptico, nigro.	Then dip the pan into a sink of soapy water: black. (Note added for clarity) This line implies that after some action involving dipping or cleaning with soap and dark-
Et proprie si est in aestate.	And if it is already summer time. (This instruction seems to relate to the timing of an event, possibly related to the
Et non ponas super uulnus caerotum, neque aliquid in quo sit oleum: ut non faciat accidere in ipso putredinem et corruptionem.	And do not place it on a sharp knife that could spill oil; for nothing should happen there where decay and corruption may ensue: . (Note added for clarity) This warning highlights the importance of using appropriate tools when handling objects to prevent damage, as well as potential contamination. It implies an understanding of how environmental conditions can affect materials, suggesting a level of knowledge about preservation techniques. The medieval setting likely reflects practical concerns with everyday items and their
Deinde administra astellas in hora complementi tui a restauratione ossis.	Then proceed with restoring your bone during its optimal time.
Et dimitte uulnus detectum: ita, ut incidas cum forficibus foramen in inuolutionibus secundum quantitatem uulneris.	And discard the wounded part as such that you enter with your fingers into holes according to their size of wounds.
