Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucius.
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	And it is similar to the shape of a chisel, with its concavity facing downward; and let its width be according to your need, depending on the size of the bone or the hollowness of it.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	But the length of it should be according to what is possible in the operation; that it has two ends like this, and one end should be wide and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	If the wound caused by the incision that you made when extracting the swelling of the bone is wide and certain of pus, then you adjust the two lips of the wound with suture.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	If the wound is small or you fear pus, then you fill the wound with cloths and powders according to the size of the wound's incision.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	If pus occurs, then you pour wine vinegar and rose oil over it.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	If the bone (neck or spine) is fractured without a wound and incision, then you place a plaster made of flour mixed with egg white on it, and place it on a thick leather pad, and place your hand over the area if it is necessary, and take human fat, which is called "torca" by the Saracens, that is long, and its width should be one palm or slightly more; and place double powders over the leather pad and the plaster; and take a thin wooden stick with a width of three fingers and wrap it in cloth, and wrap the cloth around the stick in the location above the fracture; and pour human fat as needed, and rub it over the neck and over the patient's head, and move it back and forth over the area until the bone is reduced to its original position. Whenever the bone is reduced with a reduction that descends, it should not be hidden from you.
E tot, que no sia mauguda la stelha desobre le os trencat; e per so cove que tu vejas le malaute quascun dia, que quan le liament es mollificat o vezas la stela ja esser remauguda, lahoras tu rectifica aquo e strenh la liadura.	And in addition, the stick should not be harmful to the fractured bone; and therefore, you must examine the patient every day, as when the swelling is reduced or the stick is removed, then you correct it and tighten the bandage.
E aprop pausa le dormir del malaute sobre le col de lu, e pausa dejos le titillic de lu deves le dormir de lu en la nueyt un petit coyssi; per so que am aquel sia elevat le adjutori de lu del latz de aquel, e donc es elevada la la fractura de la furcula a elevacio del muscle; o sia le bras de lu liat al col de aquel.	And place the patient's head on a pillow or bolster and sleep with their head slightly elevated, so that the support under their neck is also elevated, which raises the fracture of the neck to an elevation of the muscle; or it may be that their arms are placed on their neck.
E no deslies le liament si no accideys en le loc prusiment o apostema, entro a xii dias.	And do not remove the bandage unless pus or pressure sores occur in the area before twelve days.
E aprop renovelha le emplastre si has vista la facia de lu ad aquo, e ajusta en la strictura e restaura aquel e layssa entro que sia restaurat e sia coagulat la fractura de la furcula.	And renew the plaster if you see any signs of infection in the area, and adjust it in the bandage and restore it until it is restored and the fracture of the neck is coagulated.
E es strenguda e comfortada segon le mes en xxviii dias, e alcunas veguadas en alcus homes es fayt en mens de temps de aquel.	And it should be strengthened and comforted according to the usual period of twenty-eight days, and in some cases in men, it is done within the month's time of that.
Capitol .vi.	Chapter VI.
De restauracio de fractura de la spalla.	On the restoration of shoulder fracture.
Spatula tart es trencada en le loc lat de lu e no so trencatz de lu sino les marges.	The spatula is broken at its middle part and not completely, but only at the edges.
E donc quan es trencat le loc de lu — e es trencat en le mieg loc de lu — e no es conogut sino per tocament, lahoras segon que es la figura de la fractura sforsa te la preparacio de lu e reduzir aquela segon la figura natural en tota manieyra de engen la qual es a tu possible.	Therefore when it is broken in its middle part, and not completely, but only at the edges, it is recognized by touch alone. Then according to the shape of the fracture, prepare for its reduction and align it in accordance with its natural position in any possible way that you can.
E aprop pausa sobre le loc polvera de moli am album de huou e stopa leon; e aprop pausa pulvil de drap duplicat; e aprop pausa sobre lu stela lada de taula subtil segon la quantitat de la spatula tota o mays un pauc.	Place powdered poppy seeds mixed with white of egg and stopper lion; place double-fold cloth over it; place on the steel rod of thin table according to the size of the spatula or a little more.
Mays si dejos la stela es concavitat en alcu dels locs de la spatula, lahoras tu enguala aquela concavitat am stopa leon, e aprop pueja la stela segon equalitat.	But if the rod is concave at one of the parts of the spatula, then you fill that concavity with stopper lion and adjust the rod accordingly.
E aprop strenh desus am humemati longua ab constriccio decent e am fermesa de la stela entro que no sia remauguda del sieu loc.	Place strong and long human hair over it, with tight constriction and secure the rod inside so that it does not protrude from its place.
E considera le liament en quascun dia; e totas veguadas que sia mollificat, lia autra veguada e stren le e equa la stela si es remauguda del sieu loc.	Consider the bandage every day; and every time it becomes soft, replace it with a new one and tighten and adjust the rod if it protrudes from its place.
E jagua le malaute sobre le sieu latz sa.	Wash the patient over his own bed.
E la spatula es restaurada en xx dias o en .xxv.	The spatula will heal in 20 days or a little more.
E donc quan es complit aquest nombre, lahoras tu dissolveys le liament, e que tu scias ensegurat quar aquela es dels osses dels quals la cominicio no es temuda ni lor dissolucio.	Therefore when this number is completed, you should remove the bandage and be sure that the bones from which it began have healed and their dissolution is not feared.
E si procezeys del loc del os pessa e pongeys dejos la codena, lahoras tu scindeys sobre lu, e osta le, e fay segon que havem dit en la fractura de la furcula de sadacio de apostema caut si accideys aqui.	And if there is pressure on the bone and you see swelling, then cut it open and remove it, and proceed as previously mentioned in the cervical fracture treatment or cauterize the abscess if an abscess occurs here.
Capitol .vii.	Chapter VII.
De restauracio de la fractura del pietz.	On the restoration of the fracture of the foot.
Le pietz alcunas veguadas es romput en le mieg loc de lu e aquo tart endeve; mays las extremitatz de lu mot endeve que so ciccadas e comminuidas.	The foot is sometimes broken in its middle part and it heals by itself; but the ends move which are swollen and crushed.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	The signs that the middle part is broken are that it inclines towards the sides and a great pain occurs, difficulty in breathing, coughing, high fever and vomiting; and it is visible in the cavity of the broken bone and not hidden from sensation.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	The treatment of this is that the patient lies on his back, a cushion placed between his shoulder blades; and press the muscles of it, adjust the ribs of it with both hands and be careful during the operation and in the alignment according to any possible method that is appropriate and convenient, until the shape of the bone returns as it should.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	Place a plaster and stopper on it, and place a thin steel rod of willow or walnut and its equivalent in weight, then wrap it; be careful not to damage the broken bone; move it slowly according to the curvature of the back for some time, and tighten it with proper constriction; consider the position at all times, and when it becomes soft, tighten it again.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	And if necessary, you should cause its removal due to corrosion or prussic acid, pain, or abscess that occurs in the area; then cut and release it, remove the plaster and correct any problems caused by it with methods of healing it; and replace the plaster as needed; and adjust its tightness until it is healed.
Capitol .viii.	Chapter VIII.
De restauracio de las costas quan son trincadas.	On the restoration of the ribs when they are broken.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Know that the fracture of the ribs occurs in large parts and not near the spine; and at the ends of these divisions, it does not occur due to compression but because they are cartilaginous.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And the detection of this is not hidden from sensation, so you should investigate it with questions.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the treatment is to fill the fracture with questions according to any possible method until it is filled as necessary, and then apply a plaster and tighten the broken bone with a rod, if necessary.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs is declining towards the sides, then the patient experiences intense pain and puncture, like the pain that occurs in those who have pleurisy, and for this reason the lining of the lung should be applied; and there will be difficulty breathing, coughing, and vomiting with blood; and this is difficult to heal.
E ja les Antixs so engeniatz en aquela am motz engientz.	The ancients were skilled in that area with many ingenious methods.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And they said: it is necessary to stop the food of the patient that produces inflammation and wind, so that his stomach may be inflated and extended, and the fracture should be pushed towards the sides outside.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	But we should avoid this as much as possible to prevent the formation of abscess, if not necessary; and if it occurs, help with it immediately.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	Some of them said it should be stopped above the bladder and that urine should be expelled; this is like reasoning, but it is feared that the bladder may attract impurities to the area due to its weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	Some of them said: it should be covered with wool that has been immersed in hot oil, and powder should be placed between the ribs until it is filled, and the position should be aligned when wrapping it according to its curvature; and the patient should be treated with pleurisy diet and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if the patient is experiencing intense constriction which they cannot bear, and their bones press on a tender spot through puncture, fear for the patient arises. Therefore, it is necessary to make an incision at that location, expose the fractured rib, cover it with the instrument mentioned before (which preserves the opening), remember its recall, and cut the bone easily, then extract it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And then we adjust the two lips of the wound (if it is large), sew them up with sutures, and care for it with plasters until it heals.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	If there is an abscess inside (a collection of pus), then you must make an incision and pour warm oil on the affected area, wait for it to heal, and take care of the patient with whatever is required for an internal abscess.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	The person should lie down on their side on the affected side until they recover.
Capitol .ix.	Chapter IX.
De restauracio de fractura del spondil del dos e del col.	On the restoration of the fracture of the spine and neck.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Some fractures occur in the bones of the neck and soon thereafter cause their adhesion, similar to fractures of the spine in the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And if you want to know whether a fracture will heal or not, consider that if the muscles around it are already softened and stiffened and dead and cannot be strengthened or extended, and when you press on them with your fingers or prick them with a needle and do not feel pain in them, then you know that it is not healing, and in this case, it is fatal within a month.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if the muscles are bad and feel constriction when pressed or pricked with a needle, then you know that the neck of the bone is saved, and the patient will recover with treatment.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	If you see a fracture of the spine in the neck and want to know if it will heal or not, consider the position of the legs (paralysis).
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	If you see that they are already softened (meaning the fracture has healed), then apply whatever is appropriate for such cases, and when they lie on their back, they vomit involuntarily and have a feeling of restlessness and sometimes lie on their chest and cannot urinate, then you know it is fatal, and do not bother with its treatment.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if none of these occur, the cause is better and easier to manage.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	The treatment for this is to perform the incision of the abscess with a warm cautery applied to the adhered spine, or with mullein leaves soaked in oil; apply it several times a day until the abscess is healed.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	Then apply a comforting and healing plaster, strengthen it with lint, and command the patient to rest and be calm and not sleep on the affected side until it heals.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if it is necessary to adhere the bone to the cartilage or any cause that has been separated from it, then you must dry the affected area and remove the bone; then adjust the two lips of the wound (if it is large), sew them up with sutures; and cover it with a dressing made of ointment until it heals.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	But if the joint of the bone at the ankle is broken and the end of the tendon is affected, then you must insert your left hand into the buttocks, grab the broken bone with the other hand as much as possible by equalizing it, and cover it with a plaster and splint if necessary, and strengthen it.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	If you feel broken joints in it (the patient), then cut them open, remove the bone, and treat the wound with the treatment prescribed until it heals.
Capitol .x.	Chapter X.
De restauracio de la ancha.	On the restoration of the inguinal hernia.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	The bones of the inguinal area are usually broken, and if they break, their fracture is not a true fracture but rather a dislocation at the extremity that is pushed inwards and goes through the length and slope towards the affected side; and when the patient feels pain in that area and pressure or pricking with a needle, the hernia swells when it is broken.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	The restoration of this is to stretch your hand over it until it covers the fracture, which is the shape of the hernia.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	If the fracture is only at the end of it (the hernia), then you grab it as much as possible according to what is appropriate for equalizing it, until it resembles its natural shape.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	But if the fracture is in the length or slopes towards the affected side, then you have the patient lie on their stomach until the restoration of the fracture is prepared.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And when you have grabbed it, apply a plaster to it, and cover it with a wooden or cloth splint, and strengthen it by tying it tightly, without fear of causing further fracture or removal of the splint.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	Grab the concavity with what fills it until it tightens evenly, and command the patient to sleep on their back or on their healthy side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	But if an abscess forms (a collection of pus), you stop the extension and restoration of it until the abscess is healed, and cover it with whatever is appropriate to heal it; then return to the restoration of the hernia, and strengthen it as necessary.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	And if this happens in the bones at the joints or they are fractured, you treat them.
Capitol .xi.	Title. XI.
De restauracio de la fractura del adjutori.	On the Restoration of Adjuvant Bone Fractures.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	The adjutor is that which is between the shoulder and the neck.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	And if it is broken, the restoration of it is done in one of two ways, of which one is that you take a flat piece of lead of medium thickness according to this form:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	And attach them at both ends with straps, and place it in a raised location.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	Follow the patient over a seat, and throw his broken arm into the hole up to the handle, which is in the middle of where the curve of the pole is attached.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	And suspend it for some serious reason, or the minister extends it to the outside; and have the doctor and his assistants near where the fracture is, until the fracture returns as needed.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	And the other method is that the patient lies on his back and suspends his arm from his neck with a strap, and commands two assistants to one of them to hold what is above the fracture with their hands; and the other to hold the pillow below him; and each one extends to their side.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	And if you want the extension to be stronger, you must pull on the fracture with a strap and on the other side with another strap, and each of the two assistants extends to their sides.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	And therefore if the fracture is close to the muscle's edge, it is necessary that half of the strap be placed on the handle and the other half on the side of the fracture.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	Similarly, if the fracture is near the joint, it is necessary that the strap be placed at that location and on that joint.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Tie it with ease and without effort, and apply it as necessary and in good alignment, then pull on it if an abscess does not develop.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	But if an abscess forms, leave the tightening for seven days and apply wool soaked in warm vinegar and rose oil over it until the abscess subsides, then pull on it.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And the method of strengthening it is to apply plaster on the fracture, and place a cover of thick cloth over the plaster; and adjust the arm on that support, and place his hand open on the muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	And hold the cloth and pull on the support for the arm to be in a stable position, unless there is any reason that prevents it due to the broken bone.
E lahoras usa de stelhas.	And you use splints.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And you place a wider and stronger splint on the fracture than the others; and between each splint leave the width of a finger, and the length of the splints should be according to the fracture with an addition of three digits in total.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	And pull on the splints with the tightening mentioned at the beginning of this chapter.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And your tightening on the site of the fracture should be tighter.
E quant pus es alonguada la fractura sia la strictura menor.	And as the fracture becomes longer, the tightening should become smaller.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	And therefore if the situation of the splints and the tightening is as described at the time when you restore the limb to its position, then do it.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	And if you fear an abscess, leave the tightening and splints for seven days as described.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	And consider the strap in all parts for three days so that there is no immediate or inflammation at the site, or food is prohibited from reaching the limb due to excessive tightening of the strap; and therefore correct everything as described.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	But if you are certain that there will be no problem with this, do not remove the ligature until at least three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	The patient's sleep should be on his back, and his hands on his stomach.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And place a hot cooked splint full of woolen bandage on the injured limb, and consider at all times of the night or day that the shape of the broken limb should not be loosened or dissolved, or that the straps are softened; therefore correct everything with your judgment.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	The patient's food should be according to the order that was previously mentioned, in such a way that the food is subtle at first until it becomes stronger; and therefore you must make it coarse.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	In custom of the assistant and bedside, they are strengthened for forty days; and then it is necessary that they be discontinued and a bath given, and medicine administered with oil, which corrects [the condition].
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the fracture is open, then you do not remove the ligament and splint immediately, but leave it for days or up to two months.
Capitol .xii.	12th Chapter
De restauracio de fractura del bras.	On the restoration of the fracture of the arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The arm is composed of two bones, which are called the two focils; one is small, and it is the one that is referred to as the little head, and the other is large and is the one that is placed below the small one, from the lower part of the arm.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	And when only the large bone (focal major) is broken or both are fractured together.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	And when the small bone (focal minor) is broken above, the restoration of it is easy, and its healing is more easy.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the bone below (the larger one) is broken, the fracture of it is bad, and its healing is difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	And even worse if both bones are fractured together.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore, if the bone that is broken is the small one above, it is appropriate for the doctor to make a small extension with ease before the wound is sewn up.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	But if the large bone is fractured, a more forceful extension is necessary.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	And if both bones are fractured together, you must make the extraction less forcefully.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	You must make the figure of the hand with the restoration and extension stretched out on a cushion, and place the fingers at the edges above, as all others have said, and the ear (auricular) should be lower than the others, and the patient should lie down centred over a low couch.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	And place a cushion in front of him at his height or inclined to him, so that the patient does not suffer labor.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	And bring the minister (assistant) to stretch out the arm from above to below with his hand or a ligament, and another minister should do the same above.
E aprop le metge engualhe le os entro que redugua aquel segon la milhor figura que pot.	And bring the doctor to sew up the bone inside so that he reduces it according to the best shape possible.
E si en la factura del os so satagias, lahoras te perforsa raduzir tota pessa en le sieu loc am la tua vertut.	And if there is a fissure in the bone, you must carefully reduce all things in their place with your skill.
E si appar en lu satagia separada que punh la codena e no es a tu speransa en la restauracio de lu, lahoras tu fen sobre lu e osta aquela segon la manieyra la qual havem dita desus.	And if a fissure appears separated that pierces the skin and is not hopeful for restoration of it, then you make an incision over it and remove it according to the manner we have described above.
Mays si la fractura es am plagua, yeu ja he fayt ad aquo capitol singular, e donc pren la curacio de aquel.	But if the fracture is with an ulcer, then refer to the special chapter we have already discussed, and thus take care of it.
E si accideys apostema caut al comensament de la tua restauracio, lahoras tu lineys un drap am cerot fayt de oli rozat e cera blanca, e sia migier entre specitut e subtilitat, e strenh drap sobre aquel am strictura subtil entro que le apostema sia cedat; e lahoras remau le cerot e pausa emplastre preparat de polvera de moli am clayre de huou, e aprop pausa stelhas; e sia la stela la qual es pauzada sobre aquela fractura pus lada e pus fort.	And if an abscess arises at the beginning of your restoration, then you should line a cloth with a suture made of rose oil and white wax, which is moderate in thickness and strength, and stretch the cloth over it with a subtle string until the abscess is softened; then remove the suture and apply an emplaster prepared from milled powder with clay of huou, and place splints; and let the splint that is placed over the fracture be firm and strong.
E sapias que·l nombre de las stelas del bras so vi en las majors disposicios, o sia la fractura en un focil o en dos focils ensemps.	And you should know that the number of splints for the arm is seven in the major positions, or if the fracture is in one bone or two bones together.
