Ayssi comensan las paraulas de Albucasim .	Thus, the text begins with the words of Albucasis.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	Make the patient lie on their back, with their head between two pillows to keep it straight and prevent it from rolling to one side or the other. Do not force any food or drink into the mouth of the patient. Give them only liquids such as broth until the pain subsides and the jaws are no longer swollen. Then, you may give them what they desire.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	Give the patient light food and drink, and avoid forcing their mouth open for eating or drinking until the jaw is healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	If it is difficult to reduce two dislocated jaws at any time and they do not return to their proper position, observe for signs of fever and sodium overuse, and administer strong laxatives and pure emetics to induce vomiting.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	When you see these signs, know that it is a disaster; and in ten days, the patient who experiences this will die.
Capitol .xxv.	Chapter XXV.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	Treatment for dislocation of the neck and the extremity of the muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The neck is not dislocated from the back by its continuous connection with the spine, and sometimes it can be dislocated to one side, which can be confirmed through examination.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	The treatment for this is to have the patient lie on their back and extend their arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Then, grasp the neck with your palm and apply strong pressure to keep it in place, as it will return to its proper position.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	Place a warm compress on that area and hold it firmly.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	However, the extremity of that bone which is continuous with it cannot be dislocated at any time; in such cases, it should be reduced and immobilized as previously mentioned and according to what you are equipped with.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	Place a warm compress on that area, apply pressure and bandage it. Tell the patient to rest quietly until they are healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	With this treatment, the dislocated extremity of the muscle is reduced and returned to its proper position.
Capitol .xxvi.	Chapter XXVI.
De la reduccio de la dislocacio del muscle.	Treatment for reducing a muscle dislocation.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the muscle can only be dislocated in three ways: one of which is when it is dislocated from the tip of the coccyx to the side.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	The second way is when it is dislocated above the muscle, which can be corrected quickly and should not be dislocated behind the shoulder or in front of the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	Dislocations that occur outside the side of the coccyx are more common and can be easily reduced in those with little flesh; however, in those with thicker flesh, it may be difficult to dislocate it.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	In some cases, trauma such as a blow or fall can cause the muscle to develop an abscess, which should be treated with cauterization and drained if it has already been dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then you must spread this substance that is over-secreted from him, and then proceed with the treatment of it.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	It is known as the dislocation when it occurs at the joints and you should feel for the displaced muscle; so that you may distinguish between the displaced muscle and the normal one, because you will find differences among them; and you should feel for the head of the displaced muscle and then touch the tip of the head of the muscle like a hawk, and the patient cannot return his hand to its socket or move it at all.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is a dislocation, you must touch the limb or the joint and make sure to feel its exact location, as it should not be hidden.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And with this type of dislocation, there is usually an easy reduction when it is fresh and the patient is young.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	The reduction is when the assistant raises the patient's hand to the joint above it, and then places both hands under the affected area, lifting it with force towards its original position, while the assistant raises the patient's hand, stretching it out; and then holds it in place, so that it returns easily.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	However, if it does not return despite the previous instructions, and if it is in the beginning of the dislocation, several days later, you must have the patient bathed in warm water and administer a poultice that softens and soothes, such as a mixture of chamomile tea, fenugreek, and marshmallow in water, and administer it.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Place the patient on his back and hold him down gently but firmly, with a wool pad placed between softness and firmness, and the doctor should place his foot on the affected area and lift the head of the muscle with force; at the same time, pull the patient's hand towards the unaffected side so that it does not protrude from the joint, and another assistant should hold the patient's head to prevent it from protruding from the joint, as it will return quickly to its original position.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	If you wish, reduce the patient in this manner: and it is that you bring a man who is taller than the patient, from the side of the bed, and penetrate his muscle near the patient's groin and lift the patient's groin area towards the incision points above, until the patient is suspended in the air, and another servant pulls the patient's hand from below their abdomen.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	If the patient is lightweight, then it is necessary that the one who causes the weight be suspended, in order to ease the displacement, for the dislocation returns quickly.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	It is reduced in the same way by another method: and it is that a long pole with its head round like a mortar pestle, neither too thick nor too thin, be placed near the patient; then cloth lion skins are placed over the top of the pole, and the patient stands according to the length of the pole, and their hand is extended towards the other side; and the part of the other side should be strong, for the joint returns quickly to its place.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	If the reduction is difficult for all the reasons mentioned, then use this remedy: and it is that you take a pole whose length is two forearms, and its width four fingers, and reduce its thickness at the handle according to this form:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	Cloth lion skins are placed over the rounded head of the pole to prevent the pole from hurting the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	The patient's groin area should be placed near the pole, and their hand or arm should be extended over the pole towards the other side; the pole should be covered with a leather strap and the arms and hand of the servant.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	The arms should be placed on a step according to its width, and the hand extended towards the other side, while the other part is suspended, for the joint will return quickly.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	When the penetration of the instrument is complete according to any method possible for you, then it is necessary that you place a sheep's wool pad over the groin area; and apply a plaster prepared with flour and egg whites over the entire muscle, so that it is rolled up, and tighten it around the groin area with a suitable bandage; and the linen should be wrapped over the plaster, and the patient's hand should be tied to their neck, relaxed, and not be swollen for 7 days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	It is necessary that the patient's diet be limited until the affected member is comforted, for it is easier to heal in this way.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And the diet should be given more meat or eggs, and exercise should be done; therefore, if it is closed and not softened, then it is healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	But if the joint is dislocated for multiple observations due to moisture or other reasons, then in that case it is necessary to administer cauterization with three cuts, as mentioned earlier in the chapter on cauterization.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if all this is done and the linen and joint are not closed after seven days, and the plaster and bandage are reduced several times without being closed, and it cannot raise that arm towards the other side, then you should know that the nerves of it, which are at the head of the muscle, have been severed or extended or softened, and you should know that the joint will never be placed in its proper place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	The reduction of that dislocation should be done by pressing and stretching the feet and hips or the back parts, until it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And administer the other bandage to it, and cure that one until it is healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	If there is difficulty with the healing of a member or slow movement in it, then have the patient bathe several times until that gravity is relieved and it returns to its natural state.
Capitol .xxvii.	Chapter XXVII.
De curacio de dislocacio del coyde.	On the treatment of shoulder dislocation.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	You should know that the joint of the shoulder is dislocated with difficulty and also returns with difficulty; it can be dislocated in all directions, but especially towards the front and back, and the dislocation of the shoulder is not relieved by any means, because it is hidden by muscles or by a deformed shape, and when you adjust the dislocated shoulder with the hand, that is clearly indicated to you, because the joint is concave and cannot bend the arm or touch the muscle with it.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And you should cut it, and reduce the dislocation as quickly as possible before it forms an abscess cauterized, for if it forms a cauterized abscess, the reduction of it is difficult, and it does not heal easily; especially when it is towards the back, because it is worse than all other types of dislocations, and more painful, and may lead to death in many observations.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	The restoration of it, when it is possible to reduce, is that the hand of it should be extended with two hands, and the arm should be stretched out, and the hands of the doctor should be on the shoulder and below it, and they push the joint with the knuckles of their fingers or with the flat of their palm until it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	If the dislocation is at the shoulder joint, then you should return it as if doubling your hand with its other, until you strike the hip with the back of your hand using the side of your palm.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	If reduction does not occur, then administer strong extension and movement.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	Two ministers should extend the arms, and another two to ensure that there is no resistance during extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	The arm should be rotated completely, as it is wrapped with long fabric around its hand, or bound.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	When the doctor touches the joint with his hand, anoint it with some oil to help in lubricating the joint and facilitate its movement, then apply strong pressure and push it back into place.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	The reduction process should be stopped over the plaster in which there is a rigid and excessive swelling with an albuminous discharge, and it should be compressed with a bandage of gauze, and tightened with a descent traction. The arm should be suspended from the neck, and left in that position for several days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	Then remove the bandage; and if the joint is formed in its location, you should then remove the dressing from it and leave it as it is.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	If the joint is not strong, you should apply fresh plaster and bandage, leave it for several days until it becomes tightened, then remove it.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	But if there is difficulty in the reduction of the joint and its position is moving, you should administer humectation with bathing and subtle friction, compress it until relief occurs; or place a cushion over the affected joint, this being made of thick grease; and bind it, leaving it on the bone for a day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	Then remove it and put it in the bath; when it is healed, you should scrape the joint with a heated friction tool, and apply it again over the affected area, three times a day, on the first day, the second, and the third.
corrupcio ja es pervenguda sobre le denolam intrament de banh, entro que sia linit.	Corruption has reached the intestines internally through bathing, until it becomes hardened.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	If you wish, place a wet and warm cowhide patch over the wound, sew it on and press it down; and do this for some days, as the wound is moist and helps in its healing.
Capitol .xxviii.	Chapter XXVIII.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	On the treatment of shoulder dislocation, that is the joint between the arm and the hand.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	The shoulder of the hand sometimes gets dislocated, and the reduction of the dislocation of it is relatively easy, but the opposite is true for other joints; however, speed is required in reducing it at the time of its dislocation, before the location is closed or there is cautionary puncture.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	The reduction of the dislocation is that you place the patient's hand joint on a table and have the patient extend their arm, and then place your hand or palm over the proximity of the joint and push it back into place until it returns to its location.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	However, it is important to consider whether the palm has already been placed on the patient's abdomen, in which case you should have the patient extend and reduce their hand on a table; if the dislocation preceded this, you should position the patient's hand intrinsically on the table so that the doctor's hand can rest on the proximity of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if it returns quickly, that's good; otherwise, you should strengthen it with plaster allowing the puncture to heal and leave it as it is; do not repeat this, because you cannot force or endure the reduction of it any further until several days have passed.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	However, the joint may remain twisted; and do not inform the patient of any cause, but rather that the hand is softened and cannot be strengthened in any way; in this case, you should know if the nerves are broken or torn, and in such a situation, do not manipulate it but rather strengthen it with a hot cautery near the amputation site and provide some means of relief.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	Once the shoulder has been returned, you should place it on the plaster that you have recommended, and allow it to rest and heal for 5 days; then remove the dressing and leave it exposed and exercise the hand.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	But if there is no movement in it and some difficulty occurs, you should apply warm water and gentle friction for several days until relief is achieved.
Capitol .xxix.	Chapter XXIX.
De la curacio de dislocacio dels ditz.	Of the treatment of finger dislocation.
Alcunas veguadas so dislocatz les ditz a tota partida.	Fingers are sometimes dislocated at all joints.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	If a finger of these is dislocated at the palm or the back of the hand, you should hold the finger and push it back into its place with your thumbs until it returns to its location.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	Then support the finger's head and suspend the affected area, and leave it for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	Suspend the affected area and extend it until it is properly aligned in that day.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	When it is night, lay the affected area as described above and do not stop unwrapping it during the day or exercise with movement, but keep it wrapped at night; do this for several days until it becomes strong.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	Make it appear as if water, if the hand is dislocated in the abdomen and you place it at that division and make it appear as if water the first operation, until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	Making it appear as if water when the hand is dislocated in other places.
Capitol .xxx.	Chapter 30.
De la curacio de dislocacio dels spondils del dos.	On the treatment of dislocation of the vertebrae of the back.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When a dislocation of any of the vertebrae of the back or neck occurs and remains uncompleted with other vertebrae at its location, then there is no cure for it, because death comes to the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	A sign of this is that the patient's excretion is outside their control and they cannot retain it; and in many cases, some limbs or both legs or both arms, or one of these, are softened or dislocated, or a vertebra is removed from its location, because in many cases, it is dislocated and the removal of these is made to four places.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Therefore, it has been removed at the back parts and is called scoliosis.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	But the treatment for it is to consider whether scoliosis occurs in childhood, because in that case, there is neither a cure nor healing of it entirely.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	But in those cases that occur by accident or by blows or similar, the ancients used to discuss the methods of treatment at length, from which much returns with profit; but I have shortened it from that, because the small excuse for the excess of it, due to the more convenient explanation, with which I have explained and formed it using various instruments from that, and I will show and explain it here.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	I say that in scoliosis of the back part near the feet, there is neither cure nor healing for it; and similarly in those that occur on both sides.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	There is no cure for these, except the one I recommend.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	The patient is to be stretched on their back close to the wall, and their legs are to be extended away from it so that they are not pressed against the feet.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	A straight stick is placed, fixed in the ground at the end of the head, and another stick is tied to the feet at the other end of the head.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	The attendant holds the stick, and it should not be fixed in a hole; another attendant should hold the other according to that form.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	A cloth is wrapped around the head of the patient and tied tightly with a linen strip, and the end of the linen strip should be attached to the stick that supports the head, and it should be held there; and another linen strip is tightened around the lower back of the patient, on the heels, and over the buttocks, and holds the legs; and all the strips are adjusted and tied to the other stick that supports the feet.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	The attendant should stretch the strip at the division of the stick, and the two sticks and the strips in their locations where they are fixed, should not be removed, but rather they should be loosened as we said earlier.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	The doctor places their hands firmly on the vertebra until it returns to its place, or they place a table over it, and adjust themselves so that their feet are supported by the table until it returns.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	But if it does not return in this manner, then take a table whose length or width is three feet, and carve a hole in the wall near the patient, into which the end of the table fits.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	The mattress of the table is placed on the vertebra, and the doctor places their feet on the other end, and presses hard until the vertebra is straightened and returns to its place.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	If you want to turn the patient's head, open the pillow that is under it; and place yourself at the end of the patient's head, with two sticks whose lengths are each one arm, with the distance between them being a palm, and make a hole in each stick through which the head can pass, and they should be firmly fixed on the ground so that they do not move.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	Make another round stick with a handle, and turn it in both holes of the two sticks.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	At the end of it is a hole through which the stick is formed, the length of which is a palm that can be turned; and in the other two sticks it is similar.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	Tighten the strips that you have stretched in the patient's feet on the hole through which the head passes, and tighten the strips that you have stretched around their thighs in the handle of the stick that supports the feet.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	You should also place a turner at each handle and have an attendant who turns the handle while the doctor adjusts the vertebra as we said earlier.
E aquesta es la forma del torn:	This is the shape of the thigh:
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	When the thigh is set in place and the area is closed, then apply a thick plaster made of alum and lard, followed by linen; place another plaster over the first one using a flat tablets three fingers or so wide and long enough to cover the swelling, and on top of the division of the thigh bone.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And apply a bandage made of thin cloth that we have mentioned before, and use it to feed the patient with nourishment until he recovers.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	If there remains any threat in the area after recovery, it is necessary to administer medicines that dissolve and cleanse through long-term administration of the tablets, which we have recommended; and a sheet of lead has already been administered in that place.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	Sometimes there is a threat in the lower part of the thigh bones due to dislocation; this bone is already known to be weakened; therefore, do not apply any intervention on it with this medicine because it could lead to death.
Capitol .xxxi.	Chapter 31.
De curacio de anca dislocada.	On the treatment of a dislocated pelvis.
