Ayssi comensan las paraulas de Albucasim .	Thus, the sentence begins with the words of Albucasis.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And for one whose pus is of much moisture, wash the hernias with vinegar or myrtle and sumac water, similar to these substances.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	And for one whose excesses are thick, wash the hernias with old vinegar, or water of mustard that is greater than camomile, or decoction of aniseed, or chamomile, and similar substances.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	It is necessary to keep the hernia covered before washing; having it washed immediately after washing for one or two hours, and sleeping near the hernia.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What is it necessary to do so that a person with hernia is bled before the herniotomy.
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	You must first consider: if the hernia surgeon or one who is to bleed is cold and has sharp blood and inflammation, then you must take cooling agents, as with peppermint, endive leaves, vinegar, and lettuce, and similar substances.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	And pause their food such as poultry, game birds, foods seasoned with acids, and similar substances.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	And for one whose complexion is cold, take almond syrup or anise seed syrup, sumac, and a moderately fragrant oil between November and Easter; and it should be advised to drink sparingly and eat little, pause the poultry and game birds, fish, and small birds and doves.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And it is necessary that on the day of herniotomy and bleeding, the drink should be more than the food.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	It is necessary to give some men tarragon extract or musk medicine (musk oil or aloeswood) in advance of the herniotomy or bleeding, or near it, so that the main limbs are comforted and the blood is made thin; and it is not necessary to give that scalding.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	However, hernias that are not incised are hernias that are stopped in the liver, on the spleen and on the navel, in the inguinal areas, and in the area of the anus, because these members cannot be incised on them.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	And this is not desired for them but rather the attraction of blood from a member, as stopping a hernia on the breast in anemia of blood from the nose or mouth; and it is used to dissolve cold and thickened blood in a member, as stopping on the stomach and navel; because this dilates the member and heats it up and reduces the pain that resolves the hernia.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And when it is necessary for the bladder or stone to be removed when it happens in their oblation or passage, because by its strong attraction, it draws the bladder and expels the stone from its place.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	And similarly, when it is necessary for the liver and spleen to be removed because of their imprisonment in that area.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	These evacuations are administered with juice alone, and some are administered with fire.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	And some of these evacuations are administered full of tepid water in the case of spleen diseases.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	This is because the evacuation should be filled and as large as possible, which is tepid water alone or tepid water with appropriate herbs added to it.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	The method of evacuation with fire: the diameter of the orifice should be two fingers' width, according to how we have formed it; and the depth of the wound should be as wide as that, the size of the probe should be as large as a thumb; and in its length, in the area around it, it should be as wide as that, the incision should be small according to the size of an awl that fits inside it.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	It should be made of ivy or lemon leaves, with thick edges, lion's tooth, and clean for it not to hurt the member when placed on it.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	And in its middle, a crossbar of ivy or iron, where the candle is placed with fire.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And this evacuation should be much larger than the one we have recommended; and it should be smaller according to the disease and the state of the person who uses it.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	And the evacuations for children and women are different from those for young men and large bodies.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	The quality of performing this evacuation with fire on the member is that it should extend the skin with a sufficient amount of wood and a little candle wax, and place it on the middle of the crossbar in the middle of the opening, so that the fire is lit around the edges to prevent burning the patient's body.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	And it should be placed on the patient's member, and the aforementioned candle is to be placed on the incision that we have mentioned, until when we have the evacuations and do not require the candle and the steam rises over that incision, then the evacuation will quickly dissolve.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	Use fire according to its method, and repeat it if necessary.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	When performing an evacuation for pleurisy disease, with water, in which there is no crossbar or incision, and it should not be administered unless it is filled with water, and placed on the member only.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	And this is its method: The larger the evacuation, the better it is because it can receive more water.
Capitol .xcvii.	Capital 75.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Sanguisuga is not administered in any member except in members where the position of evacuations is not possible due to their small size, such as lips and similar, or in a member denuded of flesh, such as the nose and its similar.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And the quality of using those is to find sanguisuga in the pure waters of stone quarries.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	And they should be washed daily and at night in pure water until they are clean, and no cause remains in their belly; and they should be evacuated at the beginning with flebotomy and evacuations; and they should rub the patient's member before it becomes dark; and they should be placed on it.
E cum son umplidas e caso.	And when they are filled and ready.
E si es possible succio del loc am ventoza, es mays derier en juvament.	And if it is possible to get juice from the place of evacuation, it is more useful in addition.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	And otherwise, wash the place with vinegar and add salt water, rub and squeeze it.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	And if the body's bleeding lasts for a long time because of sanguisuga, and it is exuded, then place a cloth dipped in cold water on it, and leave it until the discharge stops.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	If the bleeding is excessive, sprinkle vitriol triturated powder or similar stiptics on it, until the bleeding is stopped; or place leeks cooked in boiling water, and leave them until they adhere to the area, and let the bleeding stop.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	And if necessary, repeat the administration of sanguisuga when it is possible to change them.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	And if the administration of sanguisuga is prohibited for suspension, then rub the place with fresh blood or insert an awl into the area until it bleeds; and place them on it, because they immediately stick to the blood when they feel it.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	And when you want them to fall, sprinkle a little powdered allium (onion) or salt or ashes on them and shake them immediately.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	In the same way begins the procedure for the third division: recovery.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is about some procedures necessary in the art of medicine; and it concerns the recovery from fractures and dislocation accidents in bones.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Oh, son, understand that the foolish doctors and common people and those who do not care about the books of the Ancients or read a single letter from them boast about this chapter.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	And for this reason this method of the wise men in our land is kept secret; and I have not forgotten it at any time; but I have not put it into practice before a long study of the books of the Ancients and understanding of them, until I extracted the science from them.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	Approach with the intention of experimenting and studying throughout one's lifetime.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	You have already described in this chapter everything that contains the main science and on which much experiment has been conducted; therefore, here I will abbreviate it for you and free you from the burden of lengthy explanation; I will abridge it in the end of abridgement; and at the end of declaration, I will show it; I will form many forms of the instruments that are administered in this, as is done by addition of declaration, such as I have done in two preceding chapters.
Capitol primier.	First chapter.
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	Summary and collection from the causes of bone fractures, from which a premise is necessary before we begin the recalling of fractured limbs and various types of each.
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	Therefore, I shall state in the prologue of this chapter the summation of the argument; and the chapters to which the craftsmen are introduced and stand at attention regarding the truth of these matters; it is for you and those who wish to learn or quickly understand this noble art of yours.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	And I say that when an accident occurs such as a fracture or dislocation or twist or breakage, it is necessary at the beginning to perform fleubotomy or allaying of that member, or whatever else, unless there is any prohibiting cause, such as weakness of strength, or if that member is in motion, or old age, or time of intense heat, or of intense cold.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	And let it be content with a diet of cooling herbs and bird meats such as thrush and partridge; and prohibit heavy meats and filling with food or any food that fills the veins with blood, until you are assured of cauterizing an abscess, and if you do not fear effusion of matter in the member.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	And then return the patient to their initial regimen with which they are accustomed to follow.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	And so when the broken bone begins to be restored, it is necessary that the patient be fed with nutritious foods of thick and heavy consistency and those which have viscosity, such as foods made from cooked wheat and water, rice, peas, beans, cow's stomach, hog's flesh, fresh meat, thick vegetables, and similar foods; and with this regimen, coagulation of the fracture is performed more easily and quickly.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	And know that the bones shattered in men who are young and those who are old and weak cannot be continued or consolidated according to their nature by the drying out of their members due to disease.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	And these bones are consolidated and continued according to their nature all the time by the drying out of those members, and these bones that are in the latter stages of growth, such as a child's bones, are consolidated and continued.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	However, nature also adjusts and mends in every part of the broken bone some cause similar to a splint in which swelling occurs that adheres to it until it is consolidated and fixed together, until the time of hardness and firmness arrives, such as fire at the beginning, until any prohibiting cause does not interfere with its work.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	And for this reason, it is necessary to stop the patient's diet, a diet that has weight and viscosity and thickness, as I have said.
Mota diversitat de fractura segon diversitat del membre.	The diversity of fracture varies according to the diversity of the member.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	And know that the types of fracture are diverse according to the diversity of the members, for a fracture in the thigh bone is different from a fracture in the head bone; and a fracture in the foot bone is different from a fracture in the arm bone; and similarly, all other members are diverse among themselves.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	I will continue with the recalling of every type of fracture, described in its own chapter separately.
Mota diversitat de fractura en si meteyssa.	The diversity of fractures is as follows:
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	The sentence means: "There are various types of bone fractures in their causes; one is the arched fracture, which occurs in the stars (stellas); and some are fractured according to the length of the bone: and those of the shinbone and splinter fractures, both occurring and not occurring, such as a fracture prepared for writing, and is a fracture with a wound and disruption in the head, and is a fissured small fracture."
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	"In every type of fracture, there is pain or torment peculiar to its restoration according to the recall of its separate details in their respective places."
Mota senhal de fractura del os.	"Sign of a bone fracture."
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	"And by that is recognized a bone fracture: its twisted state, and the prominence and awareness of it to the sensation, and only when you press it with your hand."
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	"Therefore, if there is no apparent twisted state or it does not produce pain when touched with movement and the patient does not feel great pain, then it is not here a fracture."
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	"It is possible that there may be a twisted state or a small fissure, in which case you must press it with your hand and compress it entirely; pause over the location of the medicine whose remedy comes to mind at that moment that suits the location; and apply tightness through subtle constraint."
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	"And you should know that the location which is arched and not split in two or something that does not occur in the shinbone, such as complete detachment of its entire part, then it is necessary to start from your time on the correction of it having applied a post-operative cauterization."
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	"And if there has been post-operative cauterization, then you should leave it for several days until the cauterization ceases; and apply ointment to it in whatever way that suits your discretion."
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	"And you should know that the restoration and piercing of a fracture is easier than in the bone where such a shinbone fracture occurs."
E aprop strenh aquel segon que vindra la rememoracio de lu.	"And strengthen it according to the recall of it."
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	"But if it is a shinbone fracture, then it is necessary to extend this broken limb from two parts, whether the arm or the leg; or with your hand if the limb is small; or with two ropes or with one rope and your hand."
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	"And position yourself in such a way as to place the limb where it is extended according to its natural figure, while the fractured parts are being extended, you should then make an effort to return those additions with discretion and in whatever way you can manage."
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	"And be careful not to injure the patient through your action or cause harm; and proceed according to your strength that you apply one bone with another in the best ways possible."
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	"And it is necessary that at this time you press with your hand, and if there is any other cause here, correct it and guide it according to the amount of your power."
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	"And avoid excessive extension and compression, as foolish doctors often cause post-operative cauterization or cause contraction in the limb as we have seen through their actions."
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	"And connect, align, perform proper operation and constrain that limb, rest and tranquility; advise the patient about this and make him aware not to move it at the time of his vigils and sleep, observe its rotation and agitation, and take care of all its movements with your entire power; and wait for the position of the limb to be in a position that ensures pain, which cause is because when he feels pain in the position of the injured or fractured limb; then it is necessary to change that position to another position where there is no pain; and ensure that the position of it is straight and aligned so that the limb does not twist as it is being restored."
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	"And the quality of the constraint of a fractured and immobilized limb is that which I recommend, because you should know that fractured limbs are diverse in their size, shape, and nature."
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	"And for those that are small such as the arm and the hand and similar ones, it is necessary that the wrapping be made of thin fabric."
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	"But for those that are large such as the thigh or leg, it is necessary that the wrapping be broad and hard, because a firm binding connects the large limb and strengthens it throughout with constraint, in this way that nothing enters into it."
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	"And begin with your evacuation of alignment, pause appropriately according to the situation, over the location of the fracture with three or four wrappings depending on the limb; and strengthen your hand a little with the binding."
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	"And beware of that at the upper end of the location of the fracture, and strengthen less than you have tightened the area of the fracture."
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	"And extend yourself and the wrapping at the location of the fracture a little, and loosen the tightness gradually until you take a large portion of it."
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	"And take another bandage and wrap it over the fractured area with the previous wrapping, and wrap the ends at the lower end of the fracture; and your action is in tightening the bandage and loosening it according to what you have said in the first bandage."
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	And place a cushion between the swellings of the thigh bone or the lion's skin cloth that is wrapped around the tortuous nature of the fracture, if there is tortuosity in it; but if not, do not cause any pressure on it.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	And place a cushion over the other wound, and wrap it with appropriate bandages immediately if there is no inflammation or abscess at that location, and then press on the one where the abscess is and heal the inflammation; leave it for some days; and afterwards press firmly on the wounds.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	The needles should be made of linen thread and well-crafted; or of wood; or of palm fronds; and their size should be according to this shape and this figure:
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	However, the stitch that is placed over the fracture should be thicker and narrower than the other stitches, and the length of the thread according to what is appropriate for the limb in size and shape; and press firmly on the stitches with another bandage according to your primary binding; and place it above with a cloth properly tied as we have said about binding, and it should be your binding according to the location of the fracture more, and the longer it is away from the fracture, the less the binding.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	And it is necessary that the threads be of medium thickness and subtlety, and made of flax; and if the threads are thick, as I have seen by the work of some foolish people using thick ropes instead of threads in binding, and this is a great error, because the binding will not be equal.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And very thin threads are not suitable because you will not be able to achieve binding with them, and it is necessary that there be a space of one finger width between each stitch.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	If the patient is pricked by the ends of the stitches near the binding in those places, then stop immediately and wrap them with lion skin or woolen cloth before it causes injury.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Sometimes a fracture is accompanied by an abscess, and there is a rupture in the bandage, and I will come back to remember it in that chapter according to its specificity.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And you should know that the entire broken member is not to be stitched on the first day; this is because a large limb does not require stitching immediately but rather waits for 5 or 7 days, according to your certainty of the occurrence of an abscess.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	This is the method of plasters used by the ancients to restore fractures, dislocations and twists.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	Common plaster method for the restoration of fractures, suitable for complex cases and more commonly used for women and children, because it is applied to what does not require warmth or friction; take powder from milling, and this is the marrow of the flour that comes out when grinding the wheat in the mill.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	Mix it in this way if possible, otherwise sieve it with egg whites, and prepare the paste without being too thick or too thin, and use it.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another method for treating dislocated and twisted fractures: a recipe of asafetida, lapdanum, acacia, enula, migrax (wild marjoram), which is a mixture of one pound of each ingredient; myrrh, aloe, and allochil (a type of resin) in half a pound each. They are crushed and sieved, then mixed with aloe water or egg white if the patient's complexion is scaly. Use this ointment because it has good composition and helps heal broken bones gently, and is suitable for most men.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another method for treating dislocated or twisted fractures: a recipe of wild marjoram and white alum in equal parts, one pound each; myrrh and aloe in half a pound each. Acacia is six pounds, Armenian bole is two pounds.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	Mix all of these ingredients in a mortar with powdered charcoal and sieve them, then prepare a compress with water or egg white and administer it.
