Ayssi comensan las paraulas de Albucasim .	And so begins the vocabulary of Albucasis.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	And then, as soon as possible, begin your equalization of the location, place a convenient bandage over that fracture, and cover it with three or four layers after the limb has healed; and strengthen your hand by holding the bandage.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	And then, as soon as possible, move to the most suitable part of the location of the fracture, and strengthen your hand so that it does not strain the structure that you have strengthened the location of the fracture.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	And then, approach the location of the fracture with a bandage, and gradually soften the structure little by little, until you grasp a large piece of it.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	And then, take another bandage and wrap it around the other side of the fracture over the first bandage, and approach the bandages to the part further from the fracture; and your operation should be in the structure of the bandage and in the softening of the second one that we have mentioned in the first bandage.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	And then, place your hand between the bandages of the lion or cloth that is equal to the twisting of the fracture, if there is twisting in it; and if not, do not place your hand on any part of it.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	And then, place your hand on the other bandage, and gently press it on these sharp bandages as soon as possible, if there is inflammation or pus in the location; and then place your hand on that which secretes the pus and which removes the inflammation; and leave that for several days; and then strengthen your grip on those.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	And if the cannula of the needle is made of iron, and well formed; or of bamboo; or of palm ribs; and its width should be according to this form and figure:
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	However, the star that is placed on that fracture should be thicker and shorter than the other stars, and the length of the star should be according to its size and position; and strengthen it with another bend according to your first structure; and place a decent layer on top of it as we have mentioned about the structure, and that your structure should be according to the location of the fracture, and the longer it is from the fracture, the looser the structure.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	And the threads should be made of thin and subtle silk; and if the threads are thick, as I have seen in the operation of pulling out the fingers of cords from the wrong place, and it is a great error when the structure is not even.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	And very thin threads are not convenient, because you will not be able to hold the structure together with them, and it is not good if there is a gap between each star.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	And if the patient is laid on their back with their extremities extended towards the edges of the bed, then place a pillow or a blanket made of lion or camel hair under them, but not so close that it causes harm.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Some fractures are caused by falls, and accidents can disrupt the spine, and it is important to remember that in this case, the second particularity is in the capital.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	And know that not all members broken at first are straightened on the bed; this is because the member, when large, should not be placed on the bed for several days or seven or more, depending on your certainty of the risk of abscess.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	This is the method of plaster casts that the Ancients used to restore, which are placed over fractures and dislocations and torsions.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	Method of plaster cast similar to the restoration of fracture, suitable for complex cases and mainly for women and children, because it does not produce heat or chill: you should take powder of wheat flour, and the medium of the dough that prevents the movement of the mold in the walls of the mill.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	And if it is necessary to clean that area with an earswab, place the earswab on the non-spleen or subtle part; and then use that.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Another method for applying plaster to fractures and dislocations and torsions: recipe of asafetida, of lavender, of acacia, of enula, and of myrrh, which is made from a thousand times strong salt, of all of them an equal amount of drac. x; of marjoram and aloe an equal amount of drac. v; alochil an equal amount of drac. xx; all of their powders and cribbles and mixtures in water or with the earswab if the patient's condition is scalded; and then use this plaster, which is of good composition and restores the broken bones more quickly, and it confers strength to many men.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	Another method for applying plaster that helps with fractures and torsions: recipe of myrrh and white poppy seeds an equal amount of drac. x; of marjoram and aloe an equal amount of drac. v; of acacia an equal amount of drac. vi; of Armenian bole an equal amount of drac. .xx.
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	All of these are to be ground in a large mortar with contraction, and their cribellae, and their comfits made from the water or the albumen of egg and administered.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	The application of plasters to joints and bones separated from those places, and for accidental pain in those areas and fissures and fractures: take a strip of cloth and soak it in a mixture of vinegar and oil and place it on the wound.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	However, this plaster does not have the virtue of healing, but rather prevents abscesses and expels pain properly.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another way to make a plaster that heals wounds: take the bark of a fig tree and wild poppy; grind them together and make a plaster from them.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	Another way to apply a plaster for the healing of broken bones and when you want to resolve a long-standing abscess: take leaves of aloe, camomile, and flowers of violets, flour of eggs, all ground together; grind them all in a large mortar and make a poultice from them, if the limb is not scalded.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	If it is sore, then apply that wet cloth of cold or wet water and use it on it.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another method of applying plasters that is stronger in resolution than the first one, when dealing with a long-lasting abscess: take herbs of althea and of linden, and of balm, melliot, majorana, flowers of viol, of camomile, of all parts equal; all should be ground and mixed with water or wet water or warm water, according to the quality of the limb and to relieve its color.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	You should not use Ypocras' own fat that is placed on the swollen limb to restore it, but rather a cerate made of wax and oil, and no other cause; and recommend that it be melted between thickness and thinness.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	You should not use Gualia that is placed on the swollen limb to restore it, and the causes in which exsiccation with small heat of temperature is good, such as mustard, garlic, and similar to those causes that we have recommended.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	The plaster for injury and pain: Take equal parts of mutton fat, honey, hair from an unshaved man or a pen full of feathers, aloe, salt; grind them with a mortar and pestle and make it into a plaster.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	The amount should be adjusted according to the type of wound and its location; consider whether it causes pain or swelling, or if the bone is not broken, do not leave it for more than three days.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	If pain, swelling, or inflammation persists at the location, then change it in the hour, and leave the plaster on it.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	Take a cloth and sea sponge, soak it in warm seawater, and wash the location until the swelling stops and the pain is relieved; then rest the member for an hour; then place a wet bandage soaked in vinegar and olive oil or rosewater over it for a night, and bind it over the wound to prevent pus formation, and to reduce inflammation of the member, and to keep the pain away from it.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	And then gently repeat that thin structure and apply a small and not too strong plaster for your first construction, and gently enter that which is healed.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	And if you see that the abscess and the swelling and the pain and the inflammation and all the accidents have already disappeared from everywhere, and if there is no need for plaster or structure, then do so as you did at the beginning equally.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o vii; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	And if no harm has occurred to the member of those that we have said, then do not remove it for three days or four or five or six; and some waited for all this to be left for twenty days after you appeared by the removal of the member, as we have said, until the fracture adheres, and settles on the coagulation of the flesh on that.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	And then adjust in the structure more than in your first construction, and adjust in the growth of the food of the patient, according to what is preceded by its remembrance.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	If you see that the location of the fracture has already dried out and become more extensive than it should be, then know that the nourishment is prohibited from reaching that area; therefore, apply a cool water-based ointment to the entire affected area for three days; and allow the structure to heal gradually.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	If they apply other treatments to the fracture of the limb before it is fully healed, according to their own method, and then heal it according to its tortuosity, this is an error in their operation, and great fear arises; and if they do not follow this method, it will cause old injuries to recur and aggravate the condition.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	I have never seen any of them do that, so it is reasonable that they should not do it.
Capitol segon: De fractura quan accideys en le cap.	Chapter Two: Of Fractures That Occur in the Head.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	The types of fractures are varied, and their shapes are different, and the causes are distinct. Some fractures occur due to impact on the skull, which penetrates the skull, which is located between the bones, just like it happens in the bone, and for this reason, this type is called "ascial"; or the impact enters a part of the bone and also enters the flesh without passing through the skin, and this type of fracture is called "levatio absoluta".
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	And the extent of these fractures is great or small, and whether they are contracted or not; and the cause of this is a blow from a sharp object or a fall on stone, and similar circumstances.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	And this fracture is so deep that it approaches the periosteum which is next to the bone; or it is on the surface of the bone, and the extent of these fractures is great or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	And whether the fracture is in the bone itself, at the thinnest part of the shaft, and for this reason this special fracture is called capillary.
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	And whether the fracture is caused by a fall or by a blow from a stone, and similar circumstances, which causes some of the bone to break into fragments, and it happens in the concave part where the ribs were when they were struck and their fragments enter the fragments.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	This is more commonly found in the bones of the ribs, such as the ribs themselves.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	And these types of fractures are often seen when the bones are separated like thorns.
E yeu vindre am reremoracio de tot aquo en son loc.	And I will proceed to remove all that from its place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	And I will detect all these types of fractures by examination and inspection of their movements and the rotten flesh that is on them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	And a specific type of fracture is recognized by the bone that is exposed and cleaned, and it is applied to the movement, where the fracture appears black.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	In the treatment of fractures, consider the symptoms of the patient at the beginning, and if you see through the symptoms that indicate clearly by manifest signs such as vomiting from cholera, extension, loss of understanding, abscess of the wounds, fever, and sweating of those, and similarities to their symptoms in major dispositions, these are not healed.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	And if you see unusual symptoms, you hope for recovery, then you begin the treatment of it.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	The cause of this is that if it comes to your back in the beginning as it is placed and that is in the days of winter, then you should study in the position of the bone giving the day fourteenth entirely disposed.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	And if it is in the days of summer, then you should study in the position of the bone giving the day seventh, having that which is left after the bone is corrupted by the pancreas, and that accidents which have occurred.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	And if the fracture has already reached the pancreas covering the brain, and it is small and atrophied, then you should insert the minute and atrophied part according to what I will tell you.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	And if you raise the head of the patient placed, and uncover the bone according to custom and your ability according to the shape of the position, and that it is lighter on the patient.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	And if an accident occurs to you in detecting the bone, flow of pus or abscess carefully, then you should stop at that and that which is covered, and that you fill the place of cloths infused in six and olive oil roasted, and make a pause in the position until it is sedated the abscess, and be sure of flow of pus; and afterwards begin in the circle of the bone and in the removal of it.
E aquo sia segon una de dos manieyras de operacio.	And this should be one of two ways of operation.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	And the first method is that you insert the bone with a straight-edged knife, and this is the shape of it: And then administer another knife, slightly wider than the other; and this is the shape of it:
E aprop administra mays le inscissori pus lat que·l segon.	And then administer the wider knife than the second one.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	And you should have different knives of various widths, some wider than others; and some shorter than the others and sharp at the ends of their edges, and made of iron or steel.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	And use them with ease in percussion on the knife so that you do not cut the head and let it be.
E si le os es fort, dur, lahoras cove que perfores en le circuit de lu denant que tu administres los inscissoris am les taravels, les quals so nomnatz taravels no-profundantz.	And if the bone is hard and tough, then pierce it in the circle of it by giving that you administer the knives called shallow nail files.
E no so nomnatz ayssi sino quar aquels no pausan le terme de l’os del test ad aquo que es aprop lu, per so quar al taravel es redonda extremitat o marge sobre aquel que es dejos le cap de lu agut semblant a marge o a cercle petit, le qual prohibeys esser submergit e passar la spissitut del os.	And those are not called anything else but that they do not penetrate the end of the bone at which you approach it, so that the nail file has a rounded end or edge over it like a margin or small circle, which prevents it from being submerged and passing through the density of the bone.
E es convenient que tu prenguas de aquestz taravels gran nombre dels quals quascu convenesca a la spicitut de quascun os, entro que sia a tu present en tottz testz del cervel la extremitat del qual sia aguda, la quantitat en longitut e brevitat sia segon la quantitat de spicitut de aquest test.	And it is convenient for you to take many of these sharp needles, as many as are suitable for each bone, until you have all the tests of the brain's extremity, which is sharp, in length and breadth according to the quantity of its spirit.
E aquesta es la forma de tres specias de teravels: La qualitat de perforar en le circuit del os trencat es que pauses le teravel sobre le os e revolvas aquel am les tieus ditz entro que sapias que l’os ja es penetrat; e aprop permuda le terevel ad autre loc, e pausa aquo que es entre tot trauc la quantitat de la grosseza del ray o enviro aquo.	And this is the form of three types of needles: The quality of piercing through the circle of the bone broken is that you place the needle on the bone and rotate it as you pull it out until you know that the bone has been penetrated; then move the needle to another location, and pause it where the thickness of the ray or around it is.
E aprop inscideys am inscissoris aquo que es entre quascun trauc del os, e fay aquel pus subtil que podes sobre aquo en fi de levitat, ayssi cum havem dit, entro que erradiques le os, o am la tua ma, o am alcuna autra causa per alcus sturmentz les quals auras apparelhatz ad aquo, ayssi cum tanalhas e forceps subtils.	And then insert the thinnest possible needle between each layer of the bone, as we have said, until you have eradicated the bone, or with your hand, or with some other cause to disturb the things that will appear at that point, such as forceps and thin needles.
E cove que tu guardes am tota cautela que l’inscissori no toque alcuna causa del ciphac.	And be careful that the needle does not touch any cause of the brain.
E donc cum auras circuit le os perforan, e sira separat del ciphac si es continuat am lu, e auras aquel extrayt, cove que razas e enguales aquel en la asperitat de lu de aquo que es en le os am autra sturment semblant a inscissori, mays empero cove que sia pus teon e pus subtil que les autres inscissoris.	And so, when you have circled the bone perforation, and if it is continued with the same instrument, and then extract that, cover it with a cloth that is rough and unequal to that in the harshness of the bone, like an incisor, but rather more sharp and more delicate than the others.
E si roman alcuna partida dels osses petitz e satagias, lahoras pren aquela am facilitat am aquo que es deves tu dels sturmentz; e aprop aquo cura la plagua am lichinis e enguentz les quals havem ditz.	And if there is a small fragment of the bones that are sharp and jagged, then take that which is suitable for that purpose from the instruments; and apply it to cure the wound with linen and find the ones we have mentioned.
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	And the other method of operation is longer and more painful, which Gualia and Laurez say is very praiseworthy; and this is the word for it: it is necessary for you in the beginning that you discover the part of the bone in the place where the fracture is most violent and most manifest, before you have discovered that part and placed behind it the end of this slow and gentle instrument of which this is the form:
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	And if the lens fragment is round and does not cause any harm, and the sharp fragment is located two fingers' breadth in front of it in length, as sometimes; then adjust the round fragment to the spheric power according to the position of the sharp fragment on the surface.
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	And then, with a small needle, prick the surface of the lens fragment where it is thinnest, so that it can be easily rotated as if it were a disk, and make sure that the thread does not get caught in any way, and if the doctor was the most skilled of all men and the most ignorant of them; certainly, and if he was sleeping.
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	If there is any additional cause attached to the thread of the lens fragment in other parts of the eye, then prick that part at the end of the needle with the lens fragment, and remove it easily, as it causes no harm and fear.
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	And if the fracture of the lens does not penetrate into the thread, and that which is abscised or remains on the surface is the face of the lens, and it is rough and has subtle scratches, then cover that roughness and remove those scratches with subtle razors that you have prepared in different quantities so that you can administer them in the most convenient places of theirs and the most correct of those after which you lost your operation on that lens that was broken and its figure.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	When you administer the remedy in your ratio, which you have prepared at the beginning with the most dilute of those remedies, and then use it close to the most subtle part of it, and do not cease to do so until you have administered the most thin and most subtle of all those remedies.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	In all other small fractures of capillaries and subtle fractures, administer the remedy according to what you have lost for the correction of it.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	And it is not necessary to study all of those that have been studied in that art.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	And you should follow what we have shown in great fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	And if the wound is too large when you remove the bone, then you should take cloth of the second quantity of the wound, and immerse it in roasted oil, and place it over the opening of the wound; and then take another cloth folded or tripled and immerse it in hot roasted oil and place it over the first cloth and do this as gently as possible without causing pain to the patient; and then administer a thin layer of that, not more than the amount of the wound.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	Let this patient rest from this cure for a day or two until you are sure that the abscess is healed; then remove it and administer medicines that help to relieve excess dryness, such as linseed and flour of eggs, powder of aloes, aristolochia, and similar ones.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	And you should make these medicines into powder that is ground on the surface, if they are dry; and generally, administer all the medicine of which the property is to remove and not bite.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	And be careful that the surface in your cure is not covered; and do not let it become engorged with blood or other substances; nor allow any virulence to be added to it; for when it is placed on the brain's membrane, it corrupts that and poisons that, and harms the patient.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	And consider in the crown of the head, as it is corrupted by that, and more when it is pressed during the cure of it, and becomes black on its surface; and therefore, know that it is dangerous for the patient.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas iii, e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	If no other medical treatment has been applied above, and the effectiveness of that treatment depends on this one, then cover that part with a piece of cloth soaked in honey and four parts of roasted olive oil, and place a cloth over it; then care for that part with the appropriate healing methods until it is healed.
Capitol .iii.	Chapter III.
De restauracio del nas quan es trincat.	On the recovery of the nose when it is broken.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	You should know that the nose is not broken in two parts equally close together, or one of those few places where there are bones, because the part that is injured is cartilaginous and does not break, but only becomes bent, twisted, and swollen.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	However, if one of the two parts is broken, then cover that part with the patient's own nose, and use the appropriate method to treat that fracture, until the nose returns to its natural shape.
