Ayssi comensan las paraulas de Albucasim .	And now we begin the words of Albucasis.
E no accidic en le loc accident significant que la sageta hagues conseguit aquel loc; e yeu continuegui am le emplaustre sobre lu per motz dias e no accidic accident; e consolidada es la plagua entretant, e romas le malaute de la extreccio de lu per spazi de motz dias entro que un jorn sentic la sageta dintz le sieu nas e recontec aquo a mi.	And no accident occurred in that significant location that the sage had reached there; and I continued to apply the ointment on it for several days, and no accident occurred; and the plague remained steady, and the patient's condition improved over several days until one day the sage felt pain in his nose and told me about it.
E adonc yeu pausegui sobre la plagua medicina acuta corrosiva per motz dias entro que foc ubert, e am la tenta yeu assagegui aquel, e atrobegui la extremitat de la sageta subtil, la qual adhereys al fust.	And then I applied an acute corrosive medicine on the plague for several days until fire was poured; and with the tent I pushed that, and again I applied it subtly to the tip of the sage, which adhered to the wood.
E aprop yeu ajustegui en la apersio de la plagua per aquela medicina acuta entro que apparec a mi visiblament la extremitat de la sageta, e passec a mi temps am aquo per le spazi de temps entro quatre meses.	And then approach the affected area with sharp medicine until I see the end of the thorn, and pass through it for several months within four months.
E aprop pus que la plagua foc amplificada, e foc a mi possible entrometre las forfexs en lu, e remaure aquela, e no obezic ad eyssiment, lahoras yeu no cessegui subtiliar e ingeniar sobre aquela am manieyras de engen, entro que comensegui un dia sobre aquela am manieyras de engens pendre lu am forceps descentment faytas, segon que vindra la forma de aquelas en la fi del capitol, entro que extraxi aquela; e aprop restauregui aquela plagua.	And then approach the affected area when the pain is amplified, and insert the forceps into it, and keep doing that until one day you can hang the thorn with the forceps descended, according to the shape of those at the end of the chapter, until you extract it; and then restore the affected area.
E alcus metges jutgavan que la cartillage del nas no es restaurada, e yeu restauregui aquela e la plagua es consolidada, e sanat es le malaute per sanetat entiera, e no noguec en lu en deguna causa.	And according to doctors' judgment, the cartilage of the nose is not restored, and you restore it and the affected area is consolidated, and the patient is healed completely, and never in any case.
E yeu recomti a tu la qualitat de extraccio de alcunas sagetas per que pauses aquo regla e significacio sobre aquo que no he dit, quar las partidas de aquesta art e las difinicios de aquela no so conprehendudas am narracio ni no comprehen aquelas le libre.	And I recommend to you the quality of extracting some thorns for which you can follow that rule and meaning on that which I have not said, because the parts of this art and the definitions of those are not understood by narration or not comprehend them.
E le artifexs savi compara am pauc sobre mot; e am aquo que es present sobre aquo que es absent; e atroba operacio novela e instrument novel deves le descendement de las causas extranhas del art quan accideysso.	And the artists know how to compare pain with motion; and they also know that which is present is better than that which is absent; and in new operations and new instruments, you must descend from foreign causes when accidents occur.
E donc yeu dic que sagetas no son fora-gitadas dels membres en les quals son ficadas sino segon dos manieyras: o per atraccio del loc en le qual intrec; o per le contrari de la autra partida.	And therefore it is said that sagittal sections are not forgotten in the members in which they are fixed, but rather by two methods: either by attraction of the place in which they intersect, or by the opposite part of the other side.
E aquela que es gitada per le loc don es intrada, o es sageta procedent en loc carnos, e es atirada e fora-gitada.	And that which is drawn by the place in which they intersect, or comes from the same side, is a sagittal section proceeding in the flesh, and is drawn and forgotten.
E si no obezeys a eyssiment de la hora en la qual catz, lahoras cove que tu la laysses per alcus dias entro que poyresca la carn que es al enviro de lu, e sia alleujada l‘atraccio de lu e la sua egressio.	And if you do not obey the instruction of the hour in which it is catched, then wait for several days until the flesh that is around it decays, and be attracted to it and its exit.
E semblantment si es ficada en os e no obezeys a tu a eyssiment, lahoras layssa aquela per alcus dias e itera aquela am atraccio e mocio en quascun dia, e ja es fora-gitada.	Similarly, if it is fixed in bone and you do not obey its instruction, then wait for several days and repeat that which is drawn and moved in each day, and it is forgotten.
E si no obezeys a tu eyssiment aprop alcus dias, lahoras cove que tu perforas en le circuit de la sageta en aquel os de tota partida am taravel subtil entro que·l loc sia amplificat de la sageta, e aprop extratz aquela.	If you do not obey your master's command to approach those days, then carefully cut through the circle of the flesh around that bone in all parts until the area is expanded by the flesh, and then extract it.
E si la sageta es ficada en le os del cap e ja ha procezit en un dels ventres del cervel, e apparo en le malaute alcus de aquels accidentz les quals yeu e ditz, lahoras abste de la extraccio de la sageta e layssa aquela entro que·l sieu esser sia equat aprop alcus dias; quar si la sageta perve al ciphac, lahoras la mort no es a lu prolonguada.	If the flesh is stuck to the bone of the head and has already proceeded into one of the abdominal cavities of the brain, and it appears in the patient with those accidents that I have mentioned, then stop the extraction of the flesh and leave it inside until it is equal to the time of the command; because if the flesh reaches the brain, death will not be prolonged.
E si la sageta no es ficada sino en le cors del os tant solament e no passa entro al ciphac, e roman le malaute per alcus dias, e no accideys a lu denguna causa de aquels accidentz, lahoras tu engenia en la atraccio de la sageta e en la atraccio de lu.	If the flesh is not stuck to the bone of the head but only to the body of the bone and does not pass into the brain, and the patient remains alive for several days, and no accident occurs due to those causes, then you engage in the attraction of the flesh and the attraction of it.
Mays si es mot ficada e no obezeys a tu a extraccio, lahoras tu aministra taravels en le circuit de la sageta ayssi cum havem recomtat, e aprop cura le loc entro que sia sanat.	If it is stuck and you do not obey the command to extract it, then administer thin needles in the circle of the flesh as we have recommended, and cure the area until it is healed.
Mays si la sageta ja es amaguada en le loc del cors, e es amaguada del sentiment, lahoras tu inquireys aquela am tenta, e si tu sentas aquela, lahoras atira aquela am alcus sturmentz les quals so convenientz a la atraccio de lu.	If the root of the problem is already in its place in the body's cavity, and it is also hidden from sensation, then you should inquire about that with an assistant, and if you feel it, then apply those remedies that are suitable for its attraction.
E si no podes sobre lu per la constriccio de la plagua e per la longitut del preon, e aqui no es os ni nervi ni vena, lahoras tu fen sobre la plagua entro que sia amplificada e que sia possible extrayre la sageta.	And if you cannot reach it due to the constraint of the wound and its length, and there are no nerves or veins, then perform surgery on the wound until it is enlarged and it is possible to extract the root.
E si so a lu aurelhas am las quals sia tenguda, lahoras tu deliura la carn en la qual es ficada de tota partida am tot le engen que poyras far; e ingenia sobre aquo, si no podes sobre la evasio de la carn en la fractura de las aurelhas e en torssio de aquelas entro que obezesca.	And if you find it in the gold (i.e., the wound), then remove the flesh in which it is embedded from all parts, and design a plan to do everything that can be done; and if you cannot avoid the escape of the flesh through the fracture of the gold and its twisting, then...
E quan tu administras la extraccio de la sageta en quascun loc on sia, lahoras tu usa am torcio de la tua ma am forceps a totas partidas entro que fassa aquela obezir; e subtilia am deriera subtilitat que la sageta no sia trencada e que sia fayta a tu dificil atraccio de lu e de aquela extraccio.	And when you administer the extraction of the root in any place where it is, then use your hand with forceps to all parts until it makes that obedience; and subtly perform the subtlety that the root is not broken and that it is made to your difficult attraction of it and that extraction.
E si no podes sobre aquela de la tua hora, lahoras tu layssa per alcus dias entro que se poyrescan las partidas que so en le circuit de lu, e aprop itera aquela quar lahoras es alleujada.	If you cannot do it at that moment, wait until the parts that are in the circuit of the patient can be united, and then repeat that which is usually done.
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	But if there is opposition to the flow of bile, then administer what we have said about the cure in its chapter.
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	And guard your skill in the incision of veins or nerves or cords, and administer it in every possible way to facilitate the escape of the poison; and do this gently, with tranquility, delay, and firmness, as if you were loving and following your recommendation.
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	And so that you can make the poison contrary to the patient's figure according to which you should catch the poison in him, because it is more useful.
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	But if that is not possible for you, then administer what is possible through the figures.
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	But if the poisons that are expelled by the other part are not possible, or if any part of the other part has already processed some parts to the parts of the outside, or if it causes gilbositat the extramitat of the poison by the sense of the part that is above the codena proposed and sometimes that eminent; then you should cut over that; and the section should be according to the quantity in which the forceps are taken.
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	If it is held in the bone, then first you should turn the blade against the second direction before the saw enters the bone, and widen it as you insert it, and then remove that.
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	And if not, leave it for several days, and then insert it when it is possible.
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	And if the saw is in that, then push it against that.
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	If it has fallen out and you want to administer an impact, then insert it into that, if it is hard, use a hammer to hit the concavity of it into the blade of the saw and then push it against that.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	If the saw is concave, then push it against that with a strong blow entering into that, because the saw is adjusted for that.
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	And if the saw is poisoned, then cover that you hollow out all the flesh in which it is located, if it is possible to do so, and then cure that with that which is appropriate.
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	And if the saw catches in the chest, or in the abdomen, or in the bladder, or in the side, and it is near that you touch that with the tent, and it is possible to cut over that, then cut over that and guard yourself from the beginning of a vein or nerve, and then remove that, and then cover the wound if necessary, and cure that before it is healed.
Forma de forceps am las quals so atiradas las sagetas:	Form of forceps that are attached to the handles:
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	With sharp ends like a beak that are made like a clamp when placed on the handle to prevent it from being released:
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	And of those, special types are made, large, few, and variable, according to the quantity of the greatness of the handle and its narrowness, and the width of the opening, and the construction of it:
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	Form of concave impeller with this end, like a beak, in order to facilitate the instrument of the handle in it, and to push that deaf one:
Forma de impellent de sorda extremitat:	Form of deaf end impeller:
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	Like a ray, in order to facilitate the instrument in it and push that one:
De fleubotomia de las venas.	Of phlebotomy of the veins.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so xxx, de las quals so en le cap xvi, so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	The veins of phlebotomy of which it is customary to bleed, of which there are sixteen in the head, two pulsating veins that are located at the temples, called alhasisain; two herbs that are on both sides; and two veins that are in the two lacrimal ducts of two eyelids, called aspicientz; and the prepared vein in the middle of the forehead, and the vein that is at the end of the nose; and two guidegi that are at the neck; and two veins that are on the upper lip; and two veins that are on the lower lip; and these are the veins called algelic —; and there are two veins that are on the tongue.
Mays las venas que so fleubotomadas en les brasses so v; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	When the veins that are punctured in the arms are visible, one of them is cephalic, and it is called wild by the people; they call it "the head vein", and it is deaf, and it is a migratory vein, and it is composed of a ram from the basilica, and another ram from the cephalic; and the people call that vein "the vein of the whole body", and basilica is the vein that is punctured in the domestic thigh, and it is called "citillar", and they call that vein "vena del ventre" to the common people; and the vein of the arm, and it is punctured over the fire, and it is the vein that appears on the foot for apparent manifestation; and salvatella, and it is the vein that is between the inner ear and the smallest ear, and it is in the two humps.
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	And in the foot and the thigh there are three veins; one of them is called "the vein of the curvature of the wild thigh"; and the second is "sophena", and its location is on the thigh of the domestic thigh; and the sciatic vein, and its location is on the thigh of the wild thigh; and in the thigh there are other veins similar to those.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The inflammation of the veins that are close to the armpits is an ancient and contagious disease, causing swelling and ulcers on the head and neck.
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	And the quality of sand for those is as follows: it should be applied to the head of the patient, and the head of the patient should be rubbed in the occipital region where the veins are close together with a wide cloth and good friction; then strongly bind the patient's neck with a band that covers both places where the two veins and their locations are close to the armpits; and if you feel pain in those places, here is a remedy.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Then take the cuttlefish knife, and it is the one that is incisive, and introduce it behind the vein in the neck where the jugular vein meets the bone.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	And raise your hand with the vein and the neck to the parts above and incise the vein at its incisive point.
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	And the length of the incision should be approximately twice the width of your thumb; and make it as deep as you wish.
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	And then apply strong powder and let it remain where it is healed.
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And you have already begun at the beginning of the book, the incision and cauterization of those places.
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	May the two veins and arteries that are at the temples be removed by the ancient method of phlebotomy, which is evil and should be avoided, as it causes excessive bleeding at the temples.
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And the quality of phlebotomy for those places is as follows: strengthen the patient by applying pressure through the incision where the two veins appear at the temple, and demonstrate their pulses behind the neck; and then you should feel them.
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	And then you should raise the catheter above the vein at the parts indicated by the patient, and insert the phlebotomy incision behind it, and raise the vein; and make an incision in that place as you did in the two veins; and let the blood flow according to the amount of your need.
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	Approach the patient's clothing and place your hand over their vein for an hour, and then place it on that spot and press firmly to relieve the strong constriction, and leave it there until it is healed.
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	And before that, they had remembered those and the beginning of this book, and its attraction at the beginning of the free.
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	And therefore the venous phlebotomy of the frontal vein is approached by the phlebotomy of the cephalic vein to the ancient maladies of the face and to emigration and rogations and fetid ulcers.
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	And the quality of that phlebotomy is second to what I recommend to you; so it is that the patient strengthens their neck with a band around which appears the vein; and then take the instrument called the fossor, which is this form of it:
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	Place the pointed part of the fossor on that vein and strike it with a hammer or another cause in the manner of it, and leave it there so that the blood runs according to the quantity you want; and then approach the perforation of the patient and strengthen that place until it is healed.
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	And some vegetables are opened with a flat bottomed spoon, but not that the flat bottomed spoon has an acute extremity like the other flat bottomed spoons, in front of the extremity, and the flat bottomed spoon is placed along the transverse, where the bone is prop and very thin to cut through it when it is subtle.
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	May the swelling of the two veins that are at the lacrimal of two eyes because of the scalp of the eye and the inflammation in the eyes, and to the sicknesses of the face.
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	And the quality of the flat bottomed spoon is that the patient holds their head with a bend, and then place the flat bottomed spoon there, and you should stand over their head.
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	And the flat bottomed spoon is made along the transverse a little bit longer than the flat bottomed spoon, where there is no meat; and if the flat bottomed spoon is subtle, very thinly cut through it.
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	And then let the blood run out as much as is necessary for you, and place your hand over those places, and hold them firmly with a new cloth, and then remove those.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	When the glands of the nose are swollen and inflamed with acute fever, and with strong vehemence, and with facial maladies such as migraines and redness that occur on the face, and especially when they become chronic.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	And the quality of the gland swelling is that the patient strongly presses their neck and brings their own nose to your left hand, and takes a fine needle long and places it in the middle of the second straight part of the bridge of the nose, where the vein does not appear to the touch here, and where the sinus begins to flow soon.
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	While you gradually move your hand with the needle along the sinus according to your need; and after that, apply pressure there with a tissue, because it is restored more.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	When the swelling of the glands of the armpits is caused by constriction of the lymphatic vessels and the beginning of leprosy and other maladies and persistent and painful ulcerous sores, as with herpetic inflammation.
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	The quality of the fleam lancet is that the patient should hold each one in their own neck; and the craftsmen are on the head of the patient, and the patient is lying on a pillow.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	And then the fleam lancet is inserted into the long vein little by little; and then extract the blood in the second temperate amount or the second amount that is needed, and do the same with the other vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	And then remove the bandage and tighten both veins with a middle-sized ligature to prevent the patient from being frightened, and leave it in place until the wound is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	The use of the fleam lancet on the veins is like small abscesses and pustules in the mouth, corruption of the gums and bad ulcers and fissures, and bad ulcers that are in the nose and around it.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	The quality of the fleam lancet is that you should hold the patient down, and tighten their neck with a band, and then rotate their lips and look at both veins of which one is on the right side of the lip and the second on the left; and the demonstration of each is by the blackness of each of those, and that which is more is when there are small black veins around them; and then insert each one from the beginning.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	If you are still uncertain, then examine the most prominent one of those, and the most obvious one of those.
E fay le semblant de las doas venas que so en las labias desus.	And make the appearance of the two veins that are on the upper lips.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	If it is customary to cut the two veins that are on the lower lip.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	If it is not customary to cut the two veins that are on the lower lip, then use the cephalic vein at the pre-focacions that are in the throat, near the uvula, and other parts of the mouth.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	And the quality of puncturing those veins is that you should feel the patient's pulse between your fingers, and raise their tongue, and look behind the tongue, from one side of the vein to the other, and the color of each is becoming darker.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And then puncture each one; and be careful that you do not cut your hand in puncturing those veins, because they are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And your veins that are punctured in the groin are those in which blood flows in all men, and the puncturing of their veins is done in two ways, either by inserting a lanceberry or olive oil at a slight decline; or by cutting the veins with a small knife, and applying pressure to stop the bleeding, and this is the form of it:
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this pressure is what is appropriate for incision and of those that are special, thin, and according to the width of the veins and according to their structure.
Forma de fleubotomi mirti:	Form of lanceberry puncture:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	If the thickness of it is as follows, and it is appropriate to open convex veins full of blood coming from apparent thick ones, and those that contain large amounts of thick blood.
E aquesta es la forma de fleubotomi olivar:	And this is the form of olive oil puncture:
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	And this is of smaller thickness and more subtle tip, and it is appropriate for the puncturing of thin veins that contain small amounts of thin blood.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	May the incision of the femoral vein, which is one of three veins: four extracts the sand from the patient's body and head, and from that which causes pain in the chest and stomach.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	And it is recommended to the femoral vein incisionist, when making that incision, to be careful in that area, where there is an artery, and if he errs and adjusts in the puncture of the femoral vein, he will cut that artery and cause blood flow, so that it does not happen that the femoral vein incisionist pierces the artery, before slicing with a blade.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	And if the basilic vein does not appear manifestly, then it is recommended that you leave that and move to another, or that you encircle some other part; or that you make the incision in the place of that, which is manifest, and cut that artery as we have said.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	May you also want the femoral vein incision in the popliteal, then it is recommended that you know the location of the knee joint before touching the place, and then place your hand on it; and then lift the arm and cut the vein with a concave cut of the fleubotomi as we have said; and guard yourself that the percussion does not cause any damage to the space of the artery location.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	When you see, as you stretch the membrane, inflation in the place where you should feel touch, then that inflation is inflation of the artery, and therefore avoid it.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if you see the sinew flowing in the fleam as with the ear of an infant, and the sinew is thin and red, then know that it is from the sinew of the artery; and then cover and press the wound with your hand for a long time; and remove the wound, and if the sinew is removed, then move your arm away from there.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	And guard the patient from the mouth of the wound, and be overly cautious of it and do not touch that for several days until it is healed.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	But if the sinew is not removed, and you see that you must not present medicine to it, then incise the artery, if it appears to you; for its end is contracted, and the sinew is removed; or take some scissors and cut that, and take one hand and press that over the place of the vein at stricture descent above the membrane and the powders inside the other day.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And if the bone is amputated, it is healed; and if not, then cure that part with the same method as mentioned in the previous chapter about the removal of bones.
