Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E amplastregui le loc am emplaustre en le qual es vertut atrectiva e digestiva, confizant de mi que·l loc se apostemes per que appares a mi le loc de la sageta, per que secces sobre aquela.	And I applied the ointment in which is the active and digestive virtue, believing that this place would help me to find the location of the sage, so that it could be removed from her.
E no accidic en le loc accident significant que la sageta hagues conseguit aquel loc; e yeu continuegui am le emplaustre sobre lu per motz dias e no accidic accident; e consolidada es la plagua entretant, e romas le malaute de la extreccio de lu per spazi de motz dias entro que un jorn sentic la sageta dintz le sieu nas e recontec aquo a mi.	And no accident occurred in that significant location where the sage had achieved that place; and I continued to apply the ointment on her for several days without any accident; and the wound remained stable during that time, and the patient's condition improved over several days until one day the sage felt pain in her nose and told me about it.
E adonc yeu pausegui sobre la plagua medicina acuta corrosiva per motz dias entro que foc ubert, e am la tenta yeu assagegui aquel, e atrobegui la extremitat de la sageta subtil, la qual adhereys al fust.	And then I applied sharp and corrosive medicine on the wound for several days until fire was inserted, and with the test I removed that, and again examined the end of the sage subtly, which adhered to the wood.
E aprop yeu ajustegui en la apersio de la plagua per aquela medicina acuta entro que apparec a mi visiblament la extremitat de la sageta, e passec a mi temps am aquo per le spazi de temps entro quatre meses.	And then approach and adjust in the opening of the wound by that sharp medicine until I see its end through my visibility, and pass it through the spaces of time within four months.
E aprop pus que la plagua foc amplificada, e foc a mi possible entrometre las forfexs en lu, e remaure aquela, e no obezic ad eyssiment, lahoras yeu no cessegui subtiliar e ingeniar sobre aquela am manieyras de engen, entro que comensegui un dia sobre aquela am manieyras de engens pendre lu am forceps descentment faytas, segon que vindra la forma de aquelas en la fi del capitol, entro que extraxi aquela; e aprop restauregui aquela plagua.	And then approach and increase the wound, and focus on inserting the forceps into it, and remove that, and do not neglect to continue subtly and ingeniously over that with various methods of engineering until one day you can hang that with forceps descented made, according to the shape of those at the end of the chapter, until you extract that; and then restore that wound.
E alcus metges jutgavan que la cartillage del nas no es restaurada, e yeu restauregui aquela e la plagua es consolidada, e sanat es le malaute per sanetat entiera, e no noguec en lu en deguna causa.	And then doctors judge that the cartilage of the nose is not restored, and I restore that and the wound is consolidated, and the patient is healed entirely, and there is no need in it in any case.
E yeu recomti a tu la qualitat de extraccio de alcunas sagetas per que pauses aquo regla e significacio sobre aquo que no he dit, quar las partidas de aquesta art e las difinicios de aquela no so conprehendudas am narracio ni no comprehen aquelas le libre.	And I recommend to you the quality of extracting some sagetas for that you can apply this rule and meaning on it that I have not said, because the parts of this art and the definitions of those are not understood by narration nor understood those freely.
E le artifexs savi compara am pauc sobre mot; e am aquo que es present sobre aquo que es absent; e atroba operacio novela e instrument novel deves le descendement de las causas extranhas del art quan accideysso.	And the craftsmen know how to compare one thing with another; and they know what is present where it is absent; and they must acquire new operations and new instruments for the descent of foreign causes when an accident occurs.
E donc yeu dic que sagetas no son fora-gitadas dels membres en les quals son ficadas sino segon dos manieyras: o per atraccio del loc en le qual intrec; o per le contrari de la autra partida.	And so they say that wisdom is not removed from the members in which they are fixed, but rather by two methods: either by attraction of the place in which it is inserted; or by the opposite side.
E aquela que es gitada per le loc don es intrada, o es sageta procedent en loc carnos, e es atirada e fora-gitada.	And that which is removed by the place in which it is inserted, or proceeds in a fleshy location, and is attracted and removed.
E si no obezeys a eyssiment de la hora en la qual catz, lahoras cove que tu la laysses per alcus dias entro que poyresca la carn que es al enviro de lu, e sia alleujada l‘atraccio de lu e la sua egressio.	And if it does not obey the instruction of the hour in which it is catched, then wait for several days until the flesh that is around it becomes soft, and attract it and its exit.
E semblantment si es ficada en os e no obezeys a tu a eyssiment, lahoras layssa aquela per alcus dias e itera aquela am atraccio e mocio en quascun dia, e ja es fora-gitada.	Similarly, if it is fixed in bone and does not obey your instruction, then wait for several days and repeat that with attraction and motion on each day, and it will be removed.
E si no obezeys a tu eyssiment aprop alcus dias, lahoras cove que tu perforas en le circuit de la sageta en aquel os de tota partida am taravel subtil entro que·l loc sia amplificat de la sageta, e aprop extratz aquela.	And if you do not obey your superior's command to approach those days, then carefully pierce the circle of the spine in that bone of all parts with a subtle needle until that place is widened by the spine, and then extract it.
E si la sageta es ficada en le os del cap e ja ha procezit en un dels ventres del cervel, e apparo en le malaute alcus de aquels accidentz les quals yeu e ditz, lahoras abste de la extraccio de la sageta e layssa aquela entro que·l sieu esser sia equat aprop alcus dias; quar si la sageta perve al ciphac, lahoras la mort no es a lu prolonguada.	And if the spine is stuck in the skull bone and has already proceeded into one of the bellies of the brain, and appears in the patient with those accidents that I have mentioned, then stop the extraction of the spine and leave it inside until its condition becomes equal to approaching those days; because if the spine penetrates the cerebrum, then death is not prolonged.
E si la sageta no es ficada sino en le cors del os tant solament e no passa entro al ciphac, e roman le malaute per alcus dias, e no accideys a lu denguna causa de aquels accidentz, lahoras tu engenia en la atraccio de la sageta e en la atraccio de lu.	And if the spine is not stuck in the body bone only and does not pass into the cerebrum, and the patient has been approaching those days for a long time, and no accident has occurred due to those accidents, then you should engage in the attraction of the spine and the attraction of it.
Mays si es mot ficada e no obezeys a tu a extraccio, lahoras tu aministra taravels en le circuit de la sageta ayssi cum havem recomtat, e aprop cura le loc entro que sia sanat.	But if it is stuck and you do not obey the extraction order, then administer needles in the circle of the spine as we have recommended, and cure the place until it is healed.
Mays si la sageta ja es amaguada en le loc del cors, e es amaguada del sentiment, lahoras tu inquireys aquela am tenta, e si tu sentas aquela, lahoras atira aquela am alcus sturmentz les quals so convenientz a la atraccio de lu.	If the patient's breath has already been trapped in the body, and it is also obscured from sensation, then you should ask for that tool, and if you feel it, then you should direct it towards the patient with appropriate instruments.
E si no podes sobre lu per la constriccio de la plagua e per la longitut del preon, e aqui no es os ni nervi ni vena, lahoras tu fen sobre la plagua entro que sia amplificada e que sia possible extrayre la sageta.	And if you cannot reach the patient due to the crowding of the crowd and the length of the prone position, and there are no nerves or veins nearby, then you should perform on the body where it is possible to extract the breath.
E si so a lu aurelhas am las quals sia tenguda, lahoras tu deliura la carn en la qual es ficada de tota partida am tot le engen que poyras far; e ingenia sobre aquo, si no podes sobre la evasio de la carn en la fractura de las aurelhas e en torssio de aquelas entro que obezesca.	And if you have the tools that should be held, then you should remove the flesh in which it is stuck from all parts of the body with all the force you can; and use those tools to dislodge the flesh from the fracture of the ribs and the twisting of those bones until they obediently yield.
E quan tu administras la extraccio de la sageta en quascun loc on sia, lahoras tu usa am torcio de la tua ma am forceps a totas partidas entro que fassa aquela obezir; e subtilia am deriera subtilitat que la sageta no sia trencada e que sia fayta a tu dificil atraccio de lu e de aquela extraccio.	And when you administer the extraction of the breath in each place where it is, then you should use your hand with forceps to all parts until it forms that obedience; and subtly use the subtlety that the breath is not broken and that it is formed according to your difficult access to the patient and the extraction.
E si no podes sobre aquela de la tua hora, lahoras tu layssa per alcus dias entro que se poyrescan las partidas que so en le circuit de lu, e aprop itera aquela quar lahoras es alleujada.	If you cannot do it immediately, then wait until the parts that are in the circuit of the patient can be separated, and then repeat that which was previously done.
Mays si a tu fa contrarietat flux de sanc, lahoras tu administra aquo que havem dit de curacio en le sieu capitol.	But if you encounter resistance from the patient's blood flow, then administer the remedy we have mentioned for treatment in its capital.
E guarda la tua vertut de inscizio de vena o de nervi, o de corda, e aministra engen en tota manieyra a tu possibla de la evasio de la sageta; e fay aquo am facilitat e tranquillitat e tarditat e fermetat ayssi cum yeu e a tu recomtat.	And guard your skill in the beginning of the vein or nerve or cord, and administer medicine in every possible way to facilitate and quiet and delay and close it as much as possible with ease and according to your recommendation.
E donc que fassas contrayre la sageta per so que·l malaute sia segon la figura segon la qual foc deves le cazement de la sageta en lu, quar es mays juvatiu.	And therefore, make the patient resist against the vein so that the patient is according to the figure by which you should heat the opening of the vein in him, which is more advantageous.
Mays si aquo no es a tu possible, lahoras tu aministra aquo que es a tu possible per las figuras.	But if that is not possible for you, then administer what is possible according to the figures.
Mays las sagetas que son fora-gitadas per le contrari del autra partida, o que ja de lu procezeys alcuna partida a las partidas de fora, o fa gilbositat la extramitat de la sageta per sentiment de la partida pus desus de la codena propdana e vezes aquela eminent; adonc tu secsa sobre aquela; e sia la seccio segon la quantitat en la qual prenguan las forceps; e aprop atira aquela, quar ela es fayta leugiera a eyssiment.	But if the veins that are out of reach by the resistance of the other part or that have already been connected to some part in him, or if the external exit of the vein is impeded by the feeling of the part below the proposed code and then again, then you should secure it; and the section should be according to the quantity in which the forceps are taken.
Mays si es retenguda en le os, lahoras tu tortz lama segon contrarietat entro que la sageta enprema en le os, e amplifique a si meteys, e aprop extratz aquela.	If it is held in the bone, then twist the second contrary direction before the saw enters the bone, and widen the opening, and remove that.
E sino, layssa aquela per alcus dias, e aprop itera aquela entro qu’en yesca.	If not, leave it for a few days, and then repeat that until it comes out.
E si le fust de la sageta es en aquela, lahoras tu impelleys aquela am lu.	And if the saw is in that, then push that against the bone.
Mays si le fust es cazut e voles aministrar inpulsio, lahoras tu intromet e aquela, si es sorda, sturment concau per so que intre la concavitat de lu en la coa de la sageta e aprop impelleys aquela am lu.	If it has fallen off and you want to administer an impact, then insert that into the bone, if it is hollow, use a probe to make sure that the hollow of it enters the blade of the saw and then push that against the bone.
Mays si la sageta es concava, lahoras tu impelleys aquela am sturment fort intrant en aquela, quar la sageta es alleujada per aquela.	If the saw is hollow, then push that against the strong probe as it enters into that, because the saw is guided by that.
E si la sageta es entoxiguada, lahoras cove que tu concaves tota la carn en la qual es le vere, si es a tu possible aquo, e aprop cura aquela am aquo que si conveneys.	And if the saw is poisoned, then make sure that you hollow out all the flesh in which it is located, if it is possible to do so, and then cure that with something appropriate.
E si la sageta catz en le pietz, o en le ventre, o en la vesica, o en le costat, e es propinqua per so que tu tocas aquela am la tenta, e es a tu possible secsar sobre aquela, lahoras secsa sobre aquela e guarda te de inscizio de vena o de nervi, e extratz aquela, e aprop cos la plagua si indigeys, e cura aquela entro que sia sanada.	And if the saw catches in the chest, or in the abdomen, or in the bladder, or in the side, and it is close to where you touch that with the tent, and it is possible to cut around it, then cut around it and be careful not to injure any veins or nerves, and then remove that, and afterwards clean the wound if necessary, and cure that before it becomes healthy.
Forma de forceps am las quals so atiradas las sagetas:	Form of forceps used to grasp the jaws:
Sian las extremitatz de lor cum a bec de ausel que son faytas cum serra quan prendon sobre la sageta per so que no la layssen.	With their extremities bent like the beak of an eagle, which are made like a claw when placed on the jaw to prevent it from being lost:
E de aquelas son faytas motas specias, grans, paucas e migieras, segon la quantitat de la grandeza de la sageta e de la sieua pauqueza, e de la amplitud de la plagua, e de la constriccio de lu.	And from those, special types of motors are made, large, few and varied, according to the size of the jaw and its width, and the breadth of the wound, and the construction of it:
Forma de impellent concau de aquesta extremitat conquava ayssi cum pena de ausel per so que sia alleujat le intrament de la sageta en lu, e impulcio de aquela sorda:	Form of concave impeller of this extremity bent like the beak of an eagle to prevent the instrument from slipping in it, and to push that deaf one:
Forma de impellent de sorda extremitat:	Form of deaf extremity impeller:
ayssi cum ray per so que sia alleujat le intrament de lu en la sageta concava e es impellida am aquel.	Bent like the ray to prevent the instrument from slipping in it and being pushed by that one:
De fleubotomia de las venas.	Of vein puncture.
Las venas de fleubotomia de las quals corr costuma de fleubotomar so xxx, de las quals so en le cap xvi, so es doas venas pulsatils las quals so aprop las aurelhas, dic alhasisain; doas herbas que so en les dos templars apparentz; e doas venas que so en dos lacrimals de dos huels que son appeladas aspicientz; e la vena preparada en le mieg loc del front, e la vena que es en la extremitat del nas; e doas guidegi que so al col; e doas venas que so en la labia desus; e doas venas que so en la labia dejos; e — aquestas so las venas que so appeladas algelic —; e so doas venas que so dejos la lengua.	The veins of phlebotomy of which the blood is usually drawn from, of which there are sixteen in the head, two pulsating veins that are called temporalis; two herbs that are on both temples; and two veins that are in two lacrimal glands that are called aspicientz; and the prepared vein in the middle of the forehead, and the vein that is in the end of the nose; and two guidegi that are at the neck; and two veins that are in the upper lip; and two veins that are in the lower lip; and these are the veins that are called algelic —; and there are two veins that are left the tongue.
Mays las venas que so fleubotomadas en les brasses so v; quar de aquelas es una cephalica, e es deves le latz silvestre; e le poble appela “la vena del cap”, e sorda, e es vena migiera, e es composta de un ram de la basilica, e de autre ram de la cephalica; e nomna aquela le poble “vena de tot le cors”, e basilica es vena la qual es pausada en le latz domestic, e es nomnada “citillar”, e nompnan aquela les vulguars “vena del ventre”; e funis del bras, e es pausada sobre le focil, e es aquela en la qual es fleubotomat, e es aquela que appar sobre le poutz per apparicio manifesta; e salvatella, e es la vena que es entre lo dit auricular e·l pus petit dit, e so en lu dos ramps.	May the veins that are cut in the arms be visible; for one of them is cephalic, and it is called wild thyme; and the people call it "the head vein", and it is deaf, and it is a migratory vein, and it is composed of a branch of the basilica, and another branch of the cephalic; and the people name it "the vein of the whole body", and basilica is the vein that is paused in the domestic thigh, and it is called "citillar", and the common people call it "the vein of the belly"; and the funis of the arm, and it is paused over the fire, and it is the one in which it is cut, and it is the one that appears on the foot for apparent manifestation; and the salvatella, and it is the vein that is between the little ear and the smallest, and it is in the two grooves.
E en le pe e la camba so tres venas; la una de aquelas es que es dejos la curvatura del denolh del latz silvestre; e la segonda es sophena, e·l loc de lu es dejos la camba del latz domestic; e la vena sciatica, e·l loc de lu es dejos la camba del latz silvestre; e en la camba son autras venas semblantz ad aquelas.	And in the foot and leg there are three veins; one of them is called the curvature of the knee of the wild thigh; and the second is sophena, and its location is under the buttock of the domestic thigh; and the sciatic vein, and its location is under the buttock of the wild thigh; and in the buttock there are other veins similar to those.
Le juvament de las venas que so aprop las aurelhas es a cataris antics e emigranea e sahafati e ulceracios del cap malas antiquas.	The inflammation of the veins that approach the ears is due to ancient and recurrent catarrhs, phlegm, and old ulcers on the head.
E la qualitat de sagnar aquelas es segon que yeu recomti a tu: es que sia ras le cap del malaute, e sia freguat le cap del malaute en le occipiti en le loc de amdoas las venas am drap ample am bona fricacio; aprop strenha le malaute le sieu col am una benda entro que apparan las doas e les locs de lor so aprop las aurelhas en dos locs depremegutz del cap; e quereys aquela am le tieu dit, e si tu sentes le pols de aquelas am le dit tieu, aqui senha am tenta.	The quality of the treatment for those is as follows: it is to wash the patient's head, and to bathe the patient's head in the occipital region where the veins are abundant with a thick cloth and good friction; then strongly massage the patient's neck between the two places where the veins appear and their locations near the ears; and if you feel pain in those places, here is an attempt.
Aprop tu pren la lancea cutellar, e es aquela que es inscident, e aprop tu intromet aquel dejos la vena en la codena entro que·l fleubotomi vengua al os.	Then you take the surgical lancet, and it is the one that punctures, and then you introduce it behind the vein into the groove where the bleboteum comes to the bone.
E aprop eleva la tua ma am la vena e la codena a las partidas desus e inscideys la vena am inscizio inscident.	Then lift your hand with the vein and the groove above and puncture the vein at the beginning of the incision.
E sia la longitut de la inscizio la quantitat de dos ditz ajustatz o entorn de aquo; e fay yssir del sanc atant quant voles.	And let the length of the incision be the width of two fingers or about that; and make it deeper as much as you want.
E aprop strenh am pulvils e layssa aquela entro que sia sanada.	And then apply strong herbs and leave them inside to be healed.
E ja e precedit en le comensament del libre la inscizio de aquelas e de lor la cauterizacio.	And already at the beginning of the book, I indicated those and their cautery.
Mays de las doas venas arterias que so als templars le juvament de la fleubotomia es a emigranea antiqua e sode malvada e obtalmia assidua e cors de superfluitatz acutas effusas als huels.	The veins and arteries that are at the temples, which is the basis of phlebotomy, is an ancient and wicked and tiresome and corrosive excessive effusion to the head.
E la qualitat de fleubotomar aquelas es segon que yeu recomti a tu: constrengua le malaute le sieu col mot entro que apparan las doas venas al sentiment per appericio manifesta e sia demonstrat le pols de lor dejos le tieu dit; e lahoras tu senha am tenta.	And the quality of phlebotomy for those is as follows: strengthen the patient with their own hand, where the veins appear at the sensation by manifest perception and show the color of their blood, and then you should try it.
E aprop tu eleva la codena desobre la vena a las partidas desus am le tieu dit indic, e intromet le fleubotomi inscident dejos, e eleva la vena en sus; e inscidey aquela ayssi cum has fayt en las doas venas autras; e fay correr del sanc segon la quantitat de la tua necessitat.	And then you lift the coda over the vein at the parts indicated by your hand, and insert the phlebotomist behind, and raise the vein up; and insert it there as you have done in other veins; and make it bleed according to the quantity of your need.
E aprop deslia la coartacio del malaute, e pausa le tieu dit sobre la vena per una hora, e aprop pausa sobre aquela coto e pulvils e strenh aquela desus am fort constriccio, e layssa aquela entro que sia sanada.	And then leave the patient's bandage off, and place your hand on the vein for an hour, and then place over that cushion and herbs and apply strong pressure on that with great constraint, and leave it inside to be healed.
E ja es precedida la rememoracio de lor, e de aquelas la inscizio, e la atraccio en le comensament del libre.	And before the remembrance of their names, and of those who began it, and its attachment to the beginning of the book.
E donc le juvament de fleubotomia de la vena del front es aprop la fleubotomia de la cephalica a las malautias antiquas de la cara e a emigranea e rogor e ulceracios fetidas.	And the complaint of phlebotomy of the frontal vein is approached by the phlebotomy of the cephalic to the ancient maladies of the face and emigration, and rotten and fetid ulcers.
E la qualitat de la fleubotomia de lu es segon que yeu recomti a tu; so es que·l malaute strenha le sieu col am una benda entro que apparesca la vena; e aprop pren le insturment le qual es nompnat fossori del qual aquesta es la forma de lu:	And the quality of the phlebotomy of it is that you recommended to me; so it is that the patient strengthens his neck with a band in which appears the vein; and then take the instrument called the fossor, which is this form of it:
Pausa la puncta eminent la qual es al cap del fossori sobre aquela vena e percuteys sobre lu am penche o am autre causa en la manieyra de lu, e layssa lo sanc correr segon la quantitat la qual voles; e aprop deslia la perforacio del malaute e strenh aquela entro que sia sanada.	Pause the puncta eminent which is at the top of the fossor above that vein and strike on it with a pen or another cause in the manner of it, and let the blood run according to the quantity you want; and then remove the puncture from the patient and strengthen that through which it is healed.
E alcunas veguadas es uberta am fleubotomi lat, empero no cove que·l fleubotomi sia de acuta extremitat ayssi cum les autres fleubotomis, abantz sia de lada extremitat, e fleubotoma aquela segon le tranvers, quar le os es propda e fort leu trencaria en lu le fleubotomi quan es subtil.	And some veins are opened with phlebotomy laterally, however it is not recommended that the phlebotomy be of acute extremity as with other phlebotomies, in front of the lateral extremity, and phlebotomize that according to the transverse, where the bones are properly placed and strongly trenched in that when it is subtle.
Mays le juvament de las duas venas que so als lacrimals de dos huels per scabia del huels per rogor e sebol en les huels, e a las malautias de la cara.	The inflammation of the two veins that are near the lacrimal ducts of both eyes due to a skin rash and sores in the eyes, and facial maladies.
E la qualitat de la fleubotomia es que·l malaute strenha le col sieu am una benda, e aprop fleubotoma aquelas, e tu sias stant sobre le cap de lu.	The quality of the laryngoscopy is that the patient should tilt their head back, and then you place the laryngoscope in those, and you stand over their head.
E sia fayta la fleubotomia segon le transvers a longitut un pauc am fleubotomi pauc, quar en le loc no es carn; e si le fleubotomi es subtil, fort leu la extremitat de lu es trencada.	If the laryngoscopy is done horizontally a little bit to the side where there is no flesh; and if the laryngoscope is thin, then the tip of it is broken off.
E aprop fay correr del sanc atant quant es a tu necessari, e pausa sobre aquelas coto, e strenh aquelas per una nueyt, e aprop deslia aquelas.	And then run warm water over those wounds as much as is necessary, and place your hand over them, and stretch them out for a moment, and then remove them.
Mays le fleubotomi de la vena del nas es conferent a febre acuta e a soda vehement, e a las malautias de la cara e emigranea e rogor que accideys en la cara, e majorment quan es antiqua.	The laryngoscopy of the nasal vein is compared to acute fever and violent soda, and facial maladies and migraine and sores that occur on the face, and especially when it is old.
E la qualitat de la fleubotomia de lu es que·l malaute strenha le sieu col e aprop te le sieu nas am la tua ma sinistra, e pren le fleubotomi subtil lonc e fica aquela en le mieg loc del cap del nas segon rectitut, quar la vena no appar al sentiment aqui, e quar le sanc comensa a fluir tantost.	The quality of the laryngoscopy is that the patient should tilt their head back and then you place their left hand on their own nose, and take a thin laryngoscope and place it in that location at the right side of the forehead of the nose straight, where the vein does not appear here, and where the wound begins to bleed soon.
Cove que tu ultimes la tua ma am le fleubotomi petit a petit e fassas correr del sanc segon la tua necessitat; e aprop lia aquela per una nuoyt, quar aquela es restaurada leugierament.	When you have finished massaging the patient's glans bit by bit and removing the sand as needed; then apply that to a cloth, which is then restored properly.
Mays le juvament de la fleubotomia de las doas guidegui a constriccio de ale e a comensament de lepra e a motas malautias e inpetige e malas ulceracios corrosivas ayssi cum herpotromeno.	The swelling of the glans from the previous treatment should be reduced by applying leeches, starting from the base and treating various malignancies and skin conditions, such as herpes.
E la qualitat de la fleubotomia de aquelas es que el malaute strenha dejos quascuna en le sieu col am liament; e estia le artifexs sobre le cap del malaute, e le malaute sia sezent sobre una sezela.	The quality of the glans massage is that the patient should lie down on their back with a cloth; and the artist should be positioned on top of the patient's head, and the patient should be lying on a bed.
E aprop fleubotoma la vena al lonc am fleubotomi ample petit a petit; e aprop extratz de sanc segon temprada quantitat o segon aquo que vezes de necessitat que es ad aquo; e aprop fay semblant del autra vena.	Then massage the vein along its length with wide glans bit by bit; and remove sand as needed, in appropriate quantities or as needed; and do the same for the other vein.
E aprop deslia le liament e strenh las doas venas am strictura migiera per so que·l malaute no sia prefocat, e laysa entro al mati quar la plagua es sanada.	Then remove the cloth and stretch the two veins with gentle pressure to prevent the patient from being frightened, and leave it in place until the wound is healed.
E le juvament de la fleubotomia de las venas algerich, comfereys a petitas apostemas e pustulas de la boca e corrupcio de las gengivas e malas ulceracios e fissuras, e a malas ulceracios que so en le nas e en le circuit de lu.	And the use of the trocar for veins, compared to small abscesses and pustules in the mouth, corruption of the gums and bad ulcers and fissures, and bad ulcers that are in the nose and around it.
E la qualitat de la fleubotomia de aquelas es que fases cezer le malaute denant tu, e strenh le col de lu am una benda, e aprop revolveys las labias de lu e reguarda a doas venas de las quals la una es de la dextra de la labia e la segonda de la senestra; e la demonstracio de quascuna es per la negror de quascuna de amdos, e aquo mays es quar en le circuit de aquelas so venas menudas negras; e adonc inscideys cascuna per inscizio inscident.	And the quality of the trocar for those is that it pierces the patient from you, and strengthens the neck of it with a bend, and then rotates the lips of it and looks at two veins of which one is on the right side of the lip and the other on the left; and the demonstration of each is by the color of each of those, and that is more so in the area around those small black veins; and therefore incise each from the beginning.
Mays si dubitacio es dejos tu, e no sabes qual es de aquelas, lahoras tu enten a inscisio de la major de aquelas, e de la pus manifesta de aquelas.	But if doubt is from you, and you do not know which of those is, then first you understand the incision of the larger of those, and the most obvious of those.
E fay le semblant de las doas venas que so en las labias desus.	And make the appearance of the two veins that are in the lips above.
Mays costuma corr mays a inscidir las doas venas que so en la labia dejos.	It is customary to incise the two veins that are on the side of the labia.
Mays de doas venas que so dejos la lengua le juvament es aprop la fleubotomia de la cephalica a prefocacios que so en le guolayro, a la malautia de la uvula, e a malautias de la boca.	It is also customary to use the lingual tonsil as a prefocal point for the cephalic vein, which is located in the pharynx, and for the patient's uvula and other oral cavity abnormalities.
E la qualitat de fleubotomar aquelas es que segue le malaute entre las tuas mas denant le solel, e eleva la lengua de lu, e reguarda dejos la lengua, de la un latz de lu vena e del autre latz vena, e la color de quascuna es declinant a negror.	The quality of performing this procedure is that the patient should lie between your hands facing upwards, and raise their tongue, and observe from behind the tongue, on one side of the vein and on the other side of the vein, and the color of each is declining to black.
E adonc fleubotoma quascuna; e guarda te que no ultimes la tua ma en fleubotoman aquelas, quar dejos aquelas so arterias.	And then perform the lingual tonsillectomy on each side; and be careful not to damage your hand in performing this procedure near those, as they are arteries.
E las tuas venas que so fleubotomadas en le coyde so en las quals corr costuma en totz les homes, e la fleubotomia de lor es fayta segon dos manieyras, o pongen am le fleubotomi mirtilat o olivar a subtilitat declinant; o secsar am fleubotomi cutellar, e apelha si alnessil, e aquesta es la forma de lu:	And your veins that have been lingual tonsillectomized in the cavity are the same as those found in all men, and the lingual tonsillectomy is performed in two ways, either by placing a small, pointed tool or an olive-shaped tool that declines; or by cutting with a scalpel, and applying pressure to stop the bleeding, and this is the form of the tool:
E aquest alnessil es que conveneys a seccio e de aquels so specias latz e subtils segon la amplitut de las venas e segon la strictura de aquelas.	And this disease is considered to be of a cutting nature and of those that are specific, subtle, according to the size of the veins and according to the structure of those parts.
Forma de fleubotomi mirti:	Form of influenza:
sia le latz de lu ayssi cum vezes, e conveneys a obrir las venas concavas plenas procedentz apparentz grossas, e ad aquelas que conteno sanc gros torbat.	And if the disease is present, it is considered to be of an opening nature and it is appropriate to open the concave veins that are full and proceeding from large, rough surfaces, and to those that contain thick, heavy masses.
E aquesta es la forma de fleubotomi olivar:	And this is the form of influenza that is like an olive:
E aquest fleubotomi es de menor latitut e de pus subtil extremitat, e conveneys a fleubotomia de venas subtils que conteno sanc subtil citri.	And this influenza is of lesser magnitude and more subtle ending, and it is appropriate for the opening of thin veins that contain thin, subtle masses.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	And the main benefit of the opening of the basilica vein, which is one of three veins: that it extracts the mass of diseases that are left in the abdomen and the chest, and from that which goes to the chest and the belly.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	And it is appropriate for the vein-opener, when opening that vein, to guard against that and have fear in that, where there is an artery, and if it goes wrong and is adjusted in the puncture of the vein-opening, it will cut that artery and cause the flow of masses, so that one does not open that vein with a vein-opener that is sharp, but rather with a sharp knife as for the disease.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	And if the basilica does not appear due to a manifest reason, then let it be left there and move to the other, or encircle some of its parts; or use a hook in place of its end, which is manifest; and close it with a hook as we have said.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	However, if you want to use the bleeding lancet of the vein, then first note the structure of the arm where you are working, and place your hand over it; and hold the arm and close the concave section of the vein with the hook as we have said; and be careful not to strike the artery.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you see, with strength, the ligament, inflate in the place where you have placed your hand, then that inflation is inflation of the artery, and therefore avoid it.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if you see the blood flowing in the bleeding lancet as thin as the gold of an infant, and the blood is subtle, then know that it is from the blood of the artery; and then take and place your hand over it for a long time; and if the blood is abscinded, because many veins are abscinded, then strengthen the arm and leave it.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	And guard the patient from the cold, and be vigilant over them and do not neglect them until they are healed.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	However, if the abscess is not drained, and sometimes when there is no medicine available for that, then you inscribe the artery, as it appears to you; because the extremity of it is contracted, and the abscess is drained; or you take a lancet and puncture it, and then take the other end and strengthen it over the location of the vein with stricture descending below the skin and into the other side.
