Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if the pain is accompanied by swelling or discoloration, it is a sign of another kind of corruption and putrefaction, then make sure to place one of those that are suitable for the cure of which the previous narrative in its chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And of that in which you should follow my best advice and you make present your hand: when the large ones are cut, emerge over the member as if they were the bones of the body and the helpers and similar to those of the large members, and do not assume attachment or removal of it, for several months have passed since it occurred; leaving that inside which causes pain, for it will cause great harm if you approach it within twenty days or thirty; and then cure the pain if you see it, and if not leave it.
Capitol .xx.	Chapter 20
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	Of the cure of swelling that occurs at the site of a certain fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Such swellings occur at the site of a fracture healing, especially near joints, and are caused by the figure of the limb; and it often prevents the member from performing its natural operation.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Therefore, consider if the swelling is recent and administer in those medicines that have stopped such as aloes, and enselges, and mirabilis, and sercacollo, and acrasia, and similar to those; and take some or all of them, and comfort those with a strengthening ointment, or album of honey, or a strengthening ointment, and place that over the swelling in a cloth, and bind it over the swelling for good binding.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And loosen the binding that does not cause pain for several days; and remove that and apply another, until the swelling has subsided; or strengthen it on that layer of plaster, which plaster has the property of reviving everything that is inflated in the limbs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	If the joint has already become hard and narrow, and it is necessary to provoke an opening in that way, then divide it by the most suitable part of it, and incise the excess and eminent, or ratchet it with a reazor until it remains open; and cure it within that time when it becomes healed.
Capitol .xxi.	Chapter 21:
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	When the fracture is restored and brought back to its original position, the limb should not be too thin or weak according to its natural nature.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a fracture of the bone is restored, and the limb becomes too thin or weak, this is not done for many reasons: one of which is the lack of solution of the ligaments and tendons of that part made according to its natural nature; or due to excessive strictness of the ligaments until the nutriment is prohibited from running to the limb; or due to excessive embrocation; or due to unnecessary movement at that time; or due to weakness in the body of the patient and weakening of it.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	And the treatment for this is to apply heat to the patient and make them lie down with their chest facing up, and then administer a blanket and hot water bottles and let them rest.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	And then place a poultice on the affected limb, so that the poultice draws out any remaining toxins or continues to soothe the area with warm water, until the nutrients return to their natural form.
Capitol .xxii.	Chapter 22
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	Of the treatment of broken bones when they are restored improperly and prevent surgery from being performed on them due to this.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When an injury occurs to a limb that has already been restored, it is important to address the deformity and swelling of the broken bone and to shape it back into its natural form, but if the limb is not prohibited from its natural surgical operation, then you should not accept the word of anyone who claims that the limb is newly broken.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	However, many foolish doctors and restorers have done this in our time; and this operation is very reprehensible as it causes great fear and can be fatal to the patient.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	If the pain and stiffness are recent, it is recommended to apply a poultice made of thistle leaves that have been boiled in water, along with herbs such as chamomile and mallows, and similar ones; and this should be applied to the affected area using a softening ointment. Or, it can be prepared by crushing the roots of chamomile and mixing them with gallnut or oil of camphor, and applying this to the affected area. Or, it can be prepared by boiling fatty figures in water and straining them through a cloth made of linen, and similar ones; and this should be applied to the affected area using an ointment called American consolidation medicine.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	Some waters are dissolved in frequent friction using the most humid ones, and they should be administered to move the limb throughout all its parts in all hours.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	If the tortuosity has already become chronic and is very hard and turned into stone and requires treatment with iron, it is recommended to apply a poultice of fresh meat and the continuation of the bone should be dissolved, and this should be scratched with a thin saw blade on the affected area, and this should be administered in order to facilitate movement in that area.
Capitol .xxiii.	Chapter 23.
De sermo en dislocacio.	Of speech in dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is an injury to one of the joints of the body, which prevents movement, distorts the shape of the limb, and causes severe pain and serious injuries on the patient.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when an injury occurs in dislocation, it is best to reduce it as soon as possible, and do not delay the reduction, because if it is delayed, the limb becomes inflamed and very painful, and in that case, it is difficult to reduce the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And in order to avoid this, it is not recommended to move or extend the limb during the inflammation stage, because movements and stretching cause spasms and dull pain.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	When that happens, it is recommended to apply a flaxseed poultice to the patient's wound, and let it remain until the abscess subsides; then the limb should be rubbed with hot water and oil, and then reduced as easily as possible.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And every member should be treated with that which will bring its memory back to its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And I have already ordered the chapters on dislocation according to what is preceded in fracture; from the part of the shoulder, it enters into the part that is next.
Capitol .xxiiii.	Chapter 24.
De curacio de dislocacio de la mandibula dejos.	Of the treatment of dislocation of the jaw below.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	If the jaws are dislocated and not tart; and the dislocation of others is made in one of two ways: either they are realigned with their places by a little removal, and they are slightly molded; or they are dislocated entirely and completed, until they are molded at the part of the joint where the saliva of the patient flows and which cannot hold that nor can close his mouth, and his tongue is wrapped in his cheek.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	When the dislocation of it is slight, then in the most favorable positions return it by itself for a little cause.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	When the dislocation is entirely and completed, then cover that it be administered reduction of it more gently, and not be delayed at all.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And the minister should hold the patient's head, and insert the doctor's fingers in the mouth on one side of the jaw dislocation, or on both sides simultaneously if the dislocation is on both sides, and equal the other fingers to them; and command the patient to stop their jaws and release those from each part; and the doctor should equal the jaw and push it back into place before it returns to its original position.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction is difficult, especially if both jaws are dislocated, then administer evaporated water and oil, until the reduction of both jaws is complete and does not delay the reduction of both jaws altogether, as we have said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	And when they are returned and equalized, and the patient's mouth is closed but not molded, then place a poultice of cloth on those parts with wax, and make it from cera and oil; and apply it to facilitate the movement of the jaw.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	And place the patient's head on their own shoulder, and let the doctor's head be between two chairs, so that it does not move to the front or left; and do not force any cause; having the same view, open the mouth with a lion's tongue, when the pains are relieved and the jaws are unlocked, then move that which is desired.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And that should be administered with ease, and do not force the opening of the mouth for eating, drinking, and breathing, until the jaw is unlocked and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	And if it is difficult to reduce two dislocated jaws in a certain hour and they are not converted to their normal places, then use frequent vinegar baths and constant soda, and the stomach of the patient is often eructated, and often vomiting pure bile.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you see that, know that it is lost; and many of those who experience that die within a few days.
Capitol .xxv.	Chapter 25.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	Of the reduction of the dislocation of the sternum and its extremity.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The sternum is not dislocated from its connection with the breastbone; and some fractures are dislocated at the front part, and this is called a sensation.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And its restoration is that the patient lies on their back and extends their arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Then cover the area with your hand with strong pressure, so it will return.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	Then place a bandage and powder over it and strengthen it.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	The extremity of that which is in the back and continues to it, is not dislocated on any day; however, if it is reduced and bandaged according to what we have said and according to what is in your apparatus.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	Then place a bandage and powder over it, and apply pressure, and command the patient to rest in quiet until they are healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And in this medical treatment, the extremity of the muscle is reduced when it is separated from its place.
Capitol .xxvi.	Chapter 26:
De la reduccio de la dislocacio del muscle.	On the reduction of the dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	You should know that the muscle is not dislocated in three ways, one of which is when it is dislocated at the acromion to the part behind.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And the second is that it is dislocated above the muscle, and this is done quickly; and it is not dislocated behind by the shoulder; and it is not dislocated below by the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And it is more commonly dislocated and deformed and sticks out behind the acromion, and especially in those in which the meat is thin, it is more likely to be dislocated; but in those in which there are thick meat, it is more difficult to be dislocated.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	And it often happens to some men that they are struck or hit, and the muscle of which is filled with pus, and it is swollen because it has already been dislocated.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then cover that area with a cloth so that you are not overexerted in treating it.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	When dislocation occurs at the joints behind, you can distinguish between the dislocated muscle and the normal muscle, as there are manifest differences between them; and when touching the concave part of the muscle head and beyond the joint, it feels like a bone, and the patient cannot reduce their limb to its proper position, nor move it at all.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	If it is dislocated, you should press or lift it, and you will feel a distinct tactile sensation, and it is not hidden.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	This dislocation can be reduced when it is fresh and the patient is young.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	The reduction of this joint is done by the assistant lifting the patient's limb above the joint; and placing their hand behind the joint, they lift the joint to its proper position, and the assistant lifts the patient's limb, and extends it; and then place it behind where it returns to its proper position.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	If it does not return, and from the beginning of the accident that caused the dislocation, for several days, let the patient be bathed in warm water and given a decoction that softens and relaxes, such as if their joints were made of aloe, fenugreek, and melilot in water, and it should be administered.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Then the patient should be placed on their back and supported under their neck with a cushion that is equal to the balance between elevation and restriction, and the doctor should place their hand on the patient's temple, elevate the muscle of the neck, and pull the hand of the patient so that it does not move to the sides, and another servant should hold the head of the patient, so that it does not move to the sides, as this is where it usually returns.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you wish, reduce the second in this manner: and it is that you make present a man who is longer than the patient, and stand on the side of the patient, and insert his muscle behind the neck of the patient and elevate the neck of the patient to the sides until the patient is suspended in air, and another servant pulls the hand of the patient from the sides of their abdomen.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	If the patient is heavier, then first ask what other cause could be suspended, so that the weight does not damage the one who is lifting them, because the dislocation returns quickly.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced by another method: and that the patient should be placed on the ground with a long pole under their head, similar to a mortar, which is not too thick or thin, and place a pillow behind them; then place the patient's head on the top of the pole, and stand the patient along the length of the pole, and extend the hand of the other part towards the parts behind the other part; and strengthen the joints of the other part, because the joint returns to its place quickly.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult to reduce the patient by all the causes that we have mentioned, then use this cure: and that you take a pole of the length of two arms, and its width should be four fingers, and the thickness of the other part should be removed in the tip of the tilt according to this form:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And then place a lion's mane on the head of the patient to prevent them from moving.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And then place your hand or arm under the patient's chest, extend it towards the parts behind, and tie the chest, arm, and hand to the support.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And then place your arm on a pulley according to the latitude, extend your hand towards the parts behind, and the other things should be suspended from the other side, as the joint will soon enter.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And if the instrument of the patient is completed according to each possible manner, and then cover it with a woolen cloth of equal quantity; and apply an prepared paste of powdered mustard seed and albumen on all the muscle, as it is rolled over, and then strengthen the head from the patient's chest, and the bandage should be rolled over the paste, and the hand of the patient should be attached to the neck of the patient, and let it be, and do not make the hand of the patient dirty for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And the food of the patient should be placed on a low table, before the member is comforted, which is more beneficial for their recovery.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And then the food should be given at intervals of 7 or 8 hours and exercise some movement; if it is stopped and not softened, then it has already healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	If the joint is dislocated due to swelling caused by moisture that has occurred to it or for another reason, then it should be administered a pointed cautery three times, as indicated in the chapter on cauteries.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if everything has been done and after 7 days the ligament and joint are not healed, and the plaster and structure have been reduced over it for some time, and it is not fixed and catheterized and cannot be raised to the parts above, then you should know that the nerves of which are at the head of the muscle, whether they have been cut or stretched or softened, and that the joint will never be fixed in place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	Of the dislocation of that which is made of the chest and breast or the parts behind, reduction is made by impulse and extension of the arms, until it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And apply the other constraint in that place, and cure it while it is healing.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if the healing of the member is delayed and slow in its movement, then use bandages wet with warm water until that gravity is relieved and it returns to its original nature.
Capitol .xxvii.	Chapter 27.
De curacio de dislocacio del coyde.	Of the cure of dislocation of the shoulder.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	You should know that the shoulder joint is dislocated with difficulty and similarly returns with difficulty; and when it is dislocated at all parts, and especially at the part connecting the arm to the body, and the dislocation of the shoulder is not noticed by you where it has been dislocated from the socket or from the touch according to whatever figure it has been dislocated, and when you adjust the shoulder dislocated in the correct position, that is clearly apparent to you, because the joint is concave and cannot bend the arm, nor touch its own muscle.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And if you see that it is difficult to reduce the dislocation, as soon as the abscess appears, it is very difficult to reduce it, and often not cured at all; and especially when it is in the parts behind, because it is worse than all the other species of dislocation, and causes more pain, and more dangerous movements away from that place, which often leads to death.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And the restoration of it, when it is possible to reduce it, is that the hand of the patient should be extended towards both sides, and the arm of the patient should be expanded, and the hands of the doctor should be on the back of the patient and below, and he should press the joint towards the palms of his hands, or at the base of his palm until it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	But if the dislocation is in the parts behind, then return as soon as you bend your hand towards the back of your hand, until you hit the back of your hand at the base of your palm.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not yield to reduction, then administer strong extension and force.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And two assistants should extend the arm, and another two assistants hold it in place so that it does not remain unsteady during the extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And then rotate the arm throughout its entire range of motion, wrapped in a long, folded cloth on their chest or bandage.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the doctor touches the joint with their hand, they should apply some oil to it in order to help alleviate the causes of the joint pain and facilitate its movement; then they should push the joint back into place with a sudden, forceful motion.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And then place a compress over the wound that is soaked in a solution of honey and water, and extend it downwards, and hang the arm from the neck, and let it rest for several days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And then remove the bandage; if the joint has returned to its proper place, then remove the cloth and leave it alone.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see that the joint is not yet strong enough, then reapply the ointment and bandage, and leave it alone for several days until it is healed; then remove the bandage.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	If an accident occurs near the reduction of the joint, and its position is moving, then administer humidification in baths and gentle friction, and compresses, until it is dislodged; or place a greasy cloth over the joint, and leave it on the affected area at night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	Then place that in the bath; and when it is dry, then gently friction the joint with cold friction, and repeat over the greasy cloth, as a compress, once, twice, and three times.
am intrament de banh, entro que sia linit.	using a bath, until it is softened.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish, place a wet and scorched cowhide bandage on that; and do this several times, as that is moist and reduces it to its position.
Capitol .xxviii.	Chapter 28
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Of the cure of dislocation of the shoulder joint, which is between the arm and the body.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	Sometimes the shoulder joint is dislocated, and the reduction of this dislocation is difficult, and the opposite is the other joints, but rather, be careful with the speed in reducing this joint when it is dislocated, because the joint may become infected or something happens to the abscess.
