Ayssi comensan las paraulas de Albucasim .	Thus begins the language of Albucasis.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	If it is difficult to reduce the hernia due to all the causes we have mentioned, then use this cure: and you should take a cloth of the length of two arms, and its width of four fingers, and the heaviest part of the hernia should be placed at the tip of the second finger in this form:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And then place a red cloth over the head to prevent the hernia from descending on the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And then place your hand or arm over the hernia through the parts behind it, and tie the cloth to the assistant's hand and arm and the end of your hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And then place your arm on a step ladder according to its width, and your hand should be extended behind it, and the other thing should be suspended from the other side, where the joint enters quickly.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the hernia is completely closed according to any possible method, and then cover that you place behind the tip with a wool of equal quantity; and prepare an ointment of powdered myrrh and album of egg on the whole muscle, as it is rolled over, and place strength behind the tip with a bandage of decent stricture; and the cloth should be rolled over the ointment, and the hand of the patient should be attached to the neck of the patient, and let it be, and do not squeeze the hand of the patient for seven days.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And make sure that the patient's food is placed near them while they are resting, as it is more beneficial for their recovery.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And the food should be given closer to seven or eight in the evening and then some exercise should be done; if it is stopped and not softened, then it is already healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	However, if the joint is dislocated due to prolonged exposure to moisture or other causes, then it should be treated with a pointed cautery three times, as described in the chapter on cauteries.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if all is done and after seven days the ligament and joint are not fixed, and the bandage and splint are reduced over it for some time, and it is not fixed, catheterized, or able to lift that arm to the sides, then know that the nerves at the head of the muscle, which are at the top, have been cut or stretched or softened, and know that the joint will never be fixed in that place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	When the dislocation of that which is made in the chest and breast or parts behind it, reduction is done by pushing and extending with the hands, until it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And another remedy should be given in that place, and cure it while it is being healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if severe swelling occurs in the limb and movement is delayed, then the patient should use warm compresses until that swelling is reduced and it returns to its original state.
Capitol .xxvii.	Chapter 27.
De curacio de dislocacio del coyde.	Of the cure of dislocation of the shoulder.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	You should know that the shoulder joint is dislocated with difficulty and it returns with difficulty; and if it is dislocated in all parts, especially at the part that connects to the back part, and the dislocation of the shoulder is not hidden from you where it is found behind the armpit or behind the touch, according to whatever figure it is dislocated, and when you adjust the shoulder dislocated, if it is concave and cannot bend the arm, nor touch the other shoulder muscle, this is your clear indication.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	And if you can, cover them and reduce the dislocation as soon as possible so that the abscess can come to them, for if you see the abscess, it is difficult to reduce it, and it is not always healed; and especially when it is in the parts behind, for it is more harmful than all the other species of dislocation, and causes greater pain, and more severe symptoms that can lead to death.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	And the restoration of it, when it is possible to reduce it, is that the hand of the patient should be extended to both sides, and the arm of the patient should be expanded, and the hands of the doctor should be on the back of the patient and below, and he should press the joint towards the palms of his hands, or at the root of his palm until it returns to its place.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	But if the dislocation is in the parts behind, then return to it as you bend your hand towards your palm, until you strike the back at the root of your palm.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not yield to reduction, then apply strong extension and force.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And two assistants should extend the arm, and two assistants hold it in place to prevent movement during extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And then rotate the arm in all directions, as it is wrapped in a folded cloth or bandage on the patient's chest.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	When the doctor touches the joint with his hand, apply some oil to it so that those causes which help in the lubrication of the joint and facilitate its movement; and then gently push the joint back into place.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And then place the patient on a cushion that has sterility and excellence in its composition, and extend the arm downwards, and let it hang from the neck, and leave it like that for several days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And then remove the bandage; and if the joint is formed in its place, then remove the bandage and leave it like that.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see that the joint is not strong enough, then repeat the application of the plaster and bandage, and leave it like that for several days before removing it.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	If an injury occurs near the reduction of the joint, and its position is in motion, then administer moisture in bath and gentle friction, and compress it until it is alleviated; or place a fat pad over the joint, and leave that on the bone and the night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	Then place that in the bath; and when it is soaked, then you friction the joint gently with cold friction, and repeat over the fat pad, which is a roller of motion, one, two, and three times.
am intrament de banh, entro que sia linit.	using a bathing instrument, until it is lukewarm.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish, place a wet and burned cowhide bandage on that; and do some of those turns, because that is moist and reduces it to its position.
Capitol .xxviii.	Chapter 28
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Of the cure of dislocation of the shoulder, which is at the joint that is between the arm and the shoulder.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	Sometimes the shoulder is dislocated, and the reduction of this dislocation is difficult, and the opposite is the other joints, but rather, the speed in reducing it at the time of dislocation is important because the joint may become abscessed or something happens to the abscess.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of this shoulder dislocation is that you place the patient's shoulder joint on a table and the assistant extends the other person's arm, and the doctor places his hand or palm on the edge of the joint, and pushes it back to its original position.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	However, it should be considered whether the palm is already attached to the chest of the person, then the patient places their back on a table for extension and reduction; and if the dislocation is in front of the arm, then the position of the arm should be naturally on the table, so that the doctor's hand can be on the edge of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if it returns quickly, good; and if not, then press that abscess and let go of the person; and do not do that, because otherwise, it will not heal or you cannot reduce the joint more than passing days.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	When the joint is second in its twisting; and if the patient does not know any cause, but the muscle is softened and cannot strengthen any cause; then you know that the nerves are cut or torn, and it is not inserted into it but should be strengthened with a pointed cautery for the joint of it and strongly apply that to it as well.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	Therefore, when the wound is returned, place a cushion over it which we have recommended, and let it be left and strengthened for several days; and then it should be removed and left alone, and the muscle of the patient should be exercised.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	However, if the movement of it is obstructed and occurs in it some gravity, then apply a wet cloth and some friction for several days until it is relieved.
Capitol .xxix.	Chapter 29.
De la curacio de dislocacio dels ditz.	Of the cure of the aforementioned dislocations.
Alcunas veguadas so dislocatz les ditz a tota partida.	Sometimes these dislocations occur at all times.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when one of these dislocations occurs at the back of the hand or on the belly of it, then tighten the tendon and push the dislocation of it towards the fingers, until it returns.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then support the head of the said patient, suspend the device to the dislocated part, and leave it for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And then suspend that one and extend it until it is equal to its own day.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when it is clean, apply the second method according to that description, and do not stop releasing it during the day and exercising the movement, and apply it at night; and do so for several days until it is straight.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And do the same if it is dislocated in the abdomen of the patient, and apply it to that part and do the first operation, until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And similarly do the same if it is dislocated in the other parts.
Capitol .xxx.	Chapter XXX.
De la curacio de dislocacio dels spondils del dos.	Of the cure of dislocation of the vertebrae of the back.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When an accident occurs to some of the vertebrae of the back or neck with complete dislocation, and they remain without moving any more vertebrae from those places, then in that case there is no cure, because death approaches the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	When the patient cannot control their bowel movements and cannot hold it back, and their body is softened by heat or warm blankets or pillows under them or over them, or a sponge in that place, then heat is applied to four parts of the body.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	So it is now called a "gelatination" at those parts.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	The cure for that is to consider whether the gelatination has occurred due to pregnancy, because in that case it is not a cure or a healing of all.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	In those cases where it occurs due to injury or percussion or something similar to those, as the ancients said about the methods of cure in that long sermon, which brings the most profit; but I have already opened and explained that from which few people are excused because of its proximity to understanding and its exposure, and I have exposed and formed it with various instruments of that kind, and shown it to you and spared you that.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And it is said that in cases where the body parts are affected in the chest, there is no remedy or cure for that; and similarly in those that are made at two levels.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And those that are not cured are only those that occur naturally, and for that I would recommend this remedy.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And the patient should be extended on his face over a flat surface as close to the wall as possible, and then extended behind it with a wet cloth to prevent the chest from being exposed.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And then place a pillow under his head, and another pillow under his feet at the other end of the bed.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	And the nurse should hold the pillow, and not be placed in a ditch; and another nurse should hold the other one according to that form.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And then wrap a cloth around the patient's head and place the leon ferm titillator on it; extend the other end of the titillator to the pillow under his head, and fasten it there; and then strengthen the other bandage over his ankles and under his feet, and fasten it to his abdomen; and then adjust all the bandages and fasten them to the other pillow under his feet.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And the assistant extends the bandage to the part of the wound, and does not leave the two wounds and the bandages of his places in which they were placed, but rather does not stop there as we have said.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And the doctor places his hands on the patient's spine between his shoulder blades, or places them on a table, and adjusts his feet on the table until he returns.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	But if he does not return by this method, then take a table whose length or width is about three brasses, and dig in the wall where we said that the patient should have a place between the edge of the table.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And the assistant places his hand on the patient's spine, and the doctor places his feet on the other end, and stretches him until the spine is straightened and he returns to his place.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you want, open the other one which is turned around the other side; and it is that you should stay on the ground with the patient's head in the back of the two thighs, the length of which is about an arm, and the patient's head in the back of the other two thighs; and let the distance between each thigh be a palm, and it has been done in each thigh where the turn is made, and each one should be stopped on the ground so that it is not crooked.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And there should be a thin rod in which the needle is placed, and it should be rotated between the two holes of the two rods.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	And at the end of it there is a hole in which the rod is formed, its length being one palm more than that which is rotated; and in the other two rods, it is similar to that.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	And then strengthen the cords that you have tied in the chest of the patient in the hole which is to be used as the head of the rod, and the cords that you have tied in the cushions of the patient in the hole which is to be used for his feet.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And then each rod should have a minister who twists the rod against his chest, and the doctor equalizes the sacrum as we have said.
E aquesta es la forma del torn:	This is the form of the rod:
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	And after the sacrum is returned and the area is equalized, then cover with fresh clay from the riverbank, and stop; and place a board over the clay, the width of which should be three palms or about those, and the length of it should be the quantity that took up the area of the swelling, and on the part of the sacrum.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And then tie the bandage that we have mentioned, and use the patient as nourishment until they are healed.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	And if there is any imminence in the place at the end of the healing, then have medicines that moilify and cleanse be administered through long-term administration, which we have recommended; and it is already being administered in that place a linen sheet.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	And some wounds occur in the lower back of the spine, and it is caused by that dislocation; and that bone which already threatens to cause death if not treated with this medicine, will surely kill you.
Capitol .xxxi.	Chapter 31.
De curacio de anca dislocada.	Of the cure of a dislocated hip.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	You should know that the joint of the hip and the joint of the muscle only dislocate, and do not occur at those places where other joints are removed and concave.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	And the joint of the hip is dislocated in four ways, that it is dislocated at the front parts, or at the front parts, or at the back parts, or at the back parts.
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	And it is more commonly dislocated at the parts behind, and to the parts in front or to the parts behind.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	And of the dislocation at the parts behind, when you adjust the bed of the healthy person to the sick one, it is longer and the pillow is less than that of the healthy one, and the sick one cannot bend their knee but must lean on it, and this is the place where the pustule often forms from an abscess, so that the head of the cushion has already reached here.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	And the opposite of that which happens in dislocation is at the front parts, because those accidents of it are contrary to this accident.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	And of the opposite of that which happens in dislocation at the front parts is to extend the bed on both sides, but not bend that one which has pain in the knee, and if it is perforated to go out and cannot be placed on those front parts; and the urine of it is retained and the swelling of it forms an abscess, and you must place the bed of it on the thigh.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	And if the person on whom dislocation has occurred is unable to extend their arm, nor to bend the elbow that bends it, and the cushion under them is shorter than the other, and the elbow is softened, and the head of the cushion is placed at that spot.
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	The reduction of these species of this dislocation is that you consider, therefore, if the dislocation is ancient and old, that it has already been treated by others, then administer reduction to it according to its arrangement, but do not expect that in that cure there will be any complications.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	And in the case of that person whose dislocation is recent, and is one of the four species of dislocation, then you should do this: turn the joint and extend it to the parts behind and in front, and to the right and left, because it will soon return and not require any other cure.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	And if it does not return in this way, then you should prepare strong men and extend the cushion of the part behind the arm, or hold their hands, or lay a bandage on the cloth that is laid over the forearm; and another minister should extend the hand of that person above the wrist so that it touches the fingers of the hand; and place a strong man at the end of the bandage, and another should clean the end of the bandage.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	And if the extension is from the shoulder to the shoulder blade, or from the back to the side of the ribs.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	And if the extension is of all those in a row, when the patient is raised to his own side and keeps hanging down.
E aquesta specia de extencio es specia cominal a totas quatre.	This type of extension is particularly common in all four cases.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And if the dislocation returns to what we have said, it is good; and otherwise, it is necessary for each type of treatment that is appropriate for its own cure.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	In the reduction of its own dislocation, when it is dislocated, and the dislocation is at the parts below, place the patient on his own back; and then place your hand on the back of the cushion in that place where the head of the cushion and the place that is placed below meet; and then extend the cushion from the side to the other part of the shoulder blade.
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	And then another servant strongly grasps the arms of the patient, and presses the back of the patient's body and extends it to the parts below by strong extension, so that it returns to its own place.
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	This speciality is the least curable disease among those that this member is reduced to, compared to other specialities.
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	However, if it is excused from you and you do not obey the entrance of this healing speciality, then tie both feet of the patient together with a strong, light rope, above their toes and below their ankles.
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	And the length of each should be four times the quantity of that, and the patient's bed should be extended more than the other by twice the quantity.
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	And the patient should be suspended over the top of the bed, and in the highest position; and the length of it from the ground should be twice the quantity of two arms.
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	And command a strong young man to raise the pillow under the patient's head, and another young man should suspend it from the patient, and the other young man should strengthen the pillow with force, so that the joint returns to its place at speed.
Mays en la reducio propria, quan es dislocacio a la partida defora, cove que·l malaute jaga sobre pug segon que havem recomtat en le havent gelbozitat; e sia strenhut le liament sobre la camba malauta propriament e sobre le pietz de lu.	However, in the proper reduction, when dislocation occurs at the front part of the body, command the patient to lie on their back according to what we have recommended in the position of the hamstring; and strengthen the rope over the patient's bed properly and over their chest.
E aprop dos fustz sian pausatz, la un als pes de lu, e l’autre al cap; e aprop sian pausatz fustz ajustatz al mieg del pueg ficat sobre·l qual draps humitz sian envolopatz, per so que·l malaute no sia dampnajat per que·l fust sia entre las coyssas de lu, per que deves la extencio a las partidas dejos no sia atirat.	And then place two cushions under them, one at their feet and the other at their head; and adjust the cushion under their chest on top of which they will be wrapped in a warm blanket, so that the patient is not dampened by the cushion being between their thighs, so that the extension is not torn from the parts behind.
E aprop quascun ministre extenda a la sua part, e·l metge am la sua ma enguala la reduccio segon l’art.	And then each assistant extends their part, and the doctor places their hand on the reduction according to the art.
Donc, si obezeys a revercio, sira bo grandament; e sino, pausa sobre aquela diligentment e ayssi quo havem dit en gelbozitat per aquela engualment.	Therefore, if one obeys the reduction, it is generally good; and otherwise, place your hand on it diligently and do as we have said in the book for that purpose.
Mays cove que·l malaute jagua sobre les sieus latz sa quetament.	May it be that the patient turns over their legs quietly.
E quan la dislocacio es a las partidas denant, lahoras cove que la camba sia extenduda leugierament, e es segon aquesta meteyssa narracio sobre pueg; e le metge pause la palma de la sua ma dreyta sobre·l langonar malaute, e aprop coarte aquel am l’autra ma, e am aquela coartacio pausa aquel extendut a las partidas dejos a la partida del denol.	And when the dislocation occurs at the parts behind, then it is necessary that the cushion be extended more widely, and according to this method narrated above on the back; and the doctor places the palm of their hand on the long bone of the patient, and the other hand covers that, and the covering hand pauses at the part behind the dislocation to the part of the elbow.
