Ayssi comensan las paraulas de Albucasim .	And now begin the words of Albucasis.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation does not yield to reduction, then apply strong extension and force.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And if two assistants are extending the arm, then two assistants should hold it in place to prevent it from being pulled away during extension.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And then rotate the arm completely, so that it is wrapped in a folded cloth or bandage over the doctor's hand.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the doctor touches the joint with his hand, apply some oil to prevent it from happening again and facilitate the movement of the joint until it returns.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	And then bring the reduction of the uterus that is placed on that padding in which there is stiffness and execution of an album of hen's egg, and it is extracted from the stricture descent, and the arm is suspended from the neck, and it is left for a few days.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	And then remove the sling; and if the joint is formed in its place, then remove the bandage of it and leave it there.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	And if you see that the joint is not strong enough, then repeat the bandage and the sling, and leave it there for a few days until it is extracted; and then remove the sling.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	But if the weight of the joint causes the reduction, and its position is in movement, then administer moisture in baths and gentle friction, and compresses, until it is removed; or place a greasy cloth on the joint, and leave it there on the bone and the night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And then remove that bandage, and put it in the bath; and when you are done, then rub the joint with cold friction, and repeat over the greasy cloth, which is a roll of movement, one day, and the second, and the third.
am intrament de banh, entro que sia linit.	with a warm instrument, when it is lukewarm.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish, place it over that cow's wound, which is moist and scalded, and apply some drying agents, as it is moist and reduce it to its proper state.
Capitol .xxviii.	Chapter 28.
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Of the cure of dislocation of the shoulder, which is at the joint that is between the arm and the chest.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	The shoulder of the chest sometimes becomes dislocated, and the reduction of that dislocation is difficult, but rather it is important to have speed in reducing it at the time when it is dislocated, because the joint may become abscessed or something else happens in the abscess.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of that dislocation is that you place the shoulder joint of the patient on a table and the assistant extends the arm of that person, and the doctor places his hand or his palm on the imminence of the joint, and pushes it into place as it returns to its proper location.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	When the palm is not yet placed on the patient's belly, then place the patient's back on a table to extend and reduce; and if the dislocation is previous, then position the patient's back intrinsically on the table, so that the doctor's hand is near the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if it returns soon, good; and if not, then apply pressure to the abscess and leave that; and do not repeat that, because otherwise, it will not heal or you cannot reduce it more than passing days.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	However, the joint is twisted; and the patient does not know any cause, but the hand is soft and cannot strengthen any cause; then you should know that the nerves are cut or torn, and you should not insert in it, but rather strengthen with a pointed cautery to the wound of it and strongly apply that.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	And when the abscess returns, then place it on the pressure that we have recommended, and leave it and strengthen it for several days; and then remove it and leave it and the hand of it should be exercised.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	If the patient's movement is obstructed and there is some gravity involved, then apply a wet cloth and some friction to the affected area, until they are relieved.
Capitol .xxix.	Chapter 29:
De la curacio de dislocacio dels ditz.	Concerning the cure of dislocations of those joints.
Alcunas veguadas so dislocatz les ditz a tota partida.	Sometimes these dislocations occur in all parts.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when one of those joints is dislocated at the base of the thumb or in the abdomen, then bend the affected part and push the dislocation back into place, until it returns.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then support the head of the joint, and suspend the weight of that limb to the part where it is dislocated, and leave it like that for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And then suspend it again and extend it until it is equal to the other side on that day.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when it is not yet straight, apply the second treatment as described, and do not stop rubbing that part on that day and exercising its movement, and apply the second treatment at night; and do this for several days until it is straight.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And do the same as you did with the foot, if the patient's abdomen is dislocated, and attach it to that part and perform the first surgical operation on it until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And do the same as you did with the abdomen when other parts are dislocated.
Capitol .xxx.	Chapter XXX.
De la curacio de dislocacio dels spondils del dos.	Of the cure of dislocation of the vertebrae of the back.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When a complete dislocation occurs in one of the vertebrae of the back or neck, and the remaining vertebrae from those locations are not healed, then death approaches the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And in such cases, the patient's evacuation is not under their control, and they cannot retain it; and softening occurs in some of their members or their bedding or their pillows or one of those; or if a vertebra remains in its place, then softening occurs in them and in those, and removal is made at four points.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Then it has already been removed to the back parts and is called gout.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	When the cure of the patient is that the coldness has occurred due to pregnancy, then it is not curable nor healable in that case.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	However, in those cases where it occurs due to impact or percussion or similar to those, as the ancients mentioned the methods of cure for such prolonged speech, which is the most beneficial; however, I have already and improved upon that from which a few people excuse themselves from too much of it, because of its proximity to understanding and explanation, which he has exposed and formed from various instruments of that kind, which I will show you and explain.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And it is said that in coldness which occurs due to the part of the body in the chest, it is not curable nor healable in that case; and similarly in those cases where it is made on both sides.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	And of those, none are cured except that which occurs naturally in the back, which I will recommend to you.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And it is that the patient should be extended on their face with an equal distance from the wall, and should be extended behind that instrument wet for so that the chest of the patient does not stick to it.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And then place a stick upright, with its base on the ground at the end of the bed around their head, and another stick in front of their feet at the other end of the bed.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	And the servant should hold the stick, and not be stationary in a ditch; and another servant should hold the other one according to that form.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And then cover the patient's head with a cloth and leave the leather whip firm; extend the end of the whip to the stick that should be held against their head, and attach it there; and strengthen the other leather strap over their ankles, holding their bedding; and adjust all the straps and attach them to the other stick that should be held against their feet.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And then the servant should extend the strap to the part of the stick where it is attached, and not remain in that position with both sticks and straps in the places where they were placed, but rather not be stationary as we have said.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And the doctor places their hands on the spine at the strength point until they return, or places them on a table, and adjusts their feet on the table until they return.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	If it does not return in this way, then take a table whose length or width is about three spans, and carve a hole in the wall where we have said that the patient should be placed between the ends of the table.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And then place your hand on the edge of the table over the spine, and the doctor places their feet on the other end, and wait until the spine is tightened and returns to its original position.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you wish, open the turn of the chair that is revolved around the arm; and it is that you should stay on the ground with the patient's head at the back of the chair between two sticks, the length of which is an arm, and the patient's head at the back of the other chair just above two sticks; and the distance between each stick should be a palm, and it has been made in each stick through which the turn goes, and each one should be stopped on the ground so that it does not become crooked.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And there should also be another stick in which the turn is, and it should be revolved in the two grooves of the two sticks.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	At the end of it is a tube in which the tube is formed, the length of which is a palm and a hand, and in the other two tubes is similar to that one.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	Then strengthen the ropes that you have tied in the chest of the patient in the tube that is on his head, and the ropes that you have tied in the cushions of the patient in the other tube that is on his feet.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	Then each tube should be turned and a servant should turn the tube with his hand, and the doctor should massage the spine as we have said.
E aquesta es la forma del torn:	This is the form of the tube:
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	And after the spine is turned and the area is massaged, then apply a thick layer of egg white on the area, and stop; and place a tablecloth over the egg white, the width of which is three spans or around those, and the length of it is the amount that the area took up, and on the side of the spine.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And then apply a bandage made of linen that we have mentioned, and use the patient as nourishment until they are healed.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	And if there is any imminence in the place at the end of the healing, then apply medicines that are moilific and liniscan for the administration of the table for a long time, which we have recommended; and it is already administered in that place, the plaster of lead.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	And some days after the incident in the back of the ribs of the spine, and it is for that dislocation; and that bone which already immines for that reason, so that it does not cause any further harm to you at this medicine, because it will do great damage to you.
Capitol .xxxi.	Chapter 31.
De curacio de anca dislocada.	Of the cure of a dislocated hip.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	You should know that the joint of the hip and the joint of the muscle only end with dislocation, and not with those that occur at other joints with a small removal and concavity.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	And the joint of the wide is dislocated in four ways, either at the front parts, or at the back parts, or at the right side parts, or at the left side parts.
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	And it is mainly dislocated at the front parts, and rarely at the right side parts or at the left side parts.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	And when adjusting the patient's pillow to make them comfortable, if the affected foot is longer and more swollen than the other, the patient cannot bend their knee, and this is where the swelling may become an abscess, so the head of the pillow has already reached here.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	And the rare case of that which happens is at the back parts, because the accidents of it are opposite to this accident.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	And the rare case of that which happens is at the right side parts, because if the other pillow is expanded according to convenience, but does not bend towards the painful knee, and if it is perforated to go and cannot be placed on the right side parts; and the urine of it is retained, and the soiling of it becomes an abscess, and you must place the ambulance of it on the thigh.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	When the person who has experienced dislocation at the back parts cannot extend their arm, nor can they bend the one that is bent, and the cushion under them is shorter than the other, and the bent part is softened, and the head of the cushion is placed in that location.
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	The reduction of these species of dislocation is that you consider, if the dislocation is old and ancient, that it has already been treated before, then you administer reduction of it according to its arrangement, but not in that cure of all; and therefore do not expect that in that there be made provision.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	In that one of which the dislocation is recent, and is one of the four species of dislocation, then you should do this to it that you turn the joint and extend it to the back parts and the front parts, and on the right and left, for it will return strongly and does not require other cure.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	However, if it does not return in this way, then you should expect that you prepare strong medicine and extend the cushion of it from the part most behind, or at its hands, or at the cloth which is laid over the cushion above the arm; and another minister extends the hand of it above the tingling parts of it; and strongly hold the lion's skin on the edge of the cushion, and another minister cleanses the end of the cloth.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	And if it is necessary to extend the patient's limb or the part of the body from the elbow to the shoulder, or from the back to the back of the shoulder.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	And if it is necessary to extend all of those in a row while the patient is lying on their side and they are hanging down.
E aquesta specia de extencio es specia cominal a totas quatre.	This type of extension is especially common for all four limbs.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And if the dislocation returns to what we have said, it is good; and if not, then it is necessary for each special case that is directed at the specific cure.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	In the reduction of the dislocated limb, when it is dislocated, and the dislocation is at the parts below, have the patient lie on their side; and place the ligaments over the ridge of the cushion in that location where the head of the cushion and the location that is placed next to it; and extend the ligament from the elbow to the next part of the furcula.
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	And another minister strongly grasps the patient's arms, and presses the large part of the patient's body and extends to the parts forward by strong extension until it returns to its place.
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	This particular treatment is the least harsh cure for which this member is reduced compared to other treatments.
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	However, if it is not possible for you to follow this treatment of healing completely, then have the patient's two feet tied together with a strong, lighter rope than usual, above their ankles and below their knees.
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	And the length of each should be equal to four fingers, and the patient's leg should be extended more than the other by two fingers.
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	And the patient should be hung over the end of the bed, and in the highest position; and the length of the rope from the ground should be equal to two arms.
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	And then command a strong young man to pull on the cushion, and another young man should be suspended from the patient, and the other young man should strengthen the support with a lever, so that the joint returns to its place quickly.
Mays en la reducio propria, quan es dislocacio a la partida defora, cove que·l malaute jaga sobre pug segon que havem recomtat en le havent gelbozitat; e sia strenhut le liament sobre la camba malauta propriament e sobre le pietz de lu.	However, in the proper reduction, when dislocation occurs at the front part of the body, have the patient lie down on their back after we have recommended that they have been properly positioned; and strengthen the rope over the patient's leg and on their chest.
E aprop dos fustz sian pausatz, la un als pes de lu, e l’autre al cap; e aprop sian pausatz fustz ajustatz al mieg del pueg ficat sobre·l qual draps humitz sian envolopatz, per so que·l malaute no sia dampnajat per que·l fust sia entre las coyssas de lu, per que deves la extencio a las partidas dejos no sia atirat.	And then bring two cushions, one under their feet and the other under their head; and then adjust the cushions to the middle of the patient's chest, so that the patient is not suffocated by the cushion being between their legs, so you must extend the parts behind them.
E aprop quascun ministre extenda a la sua part, e·l metge am la sua ma enguala la reduccio segon l’art.	And then each minister extends their part, and the doctor places their hand on the reduction according to the art.
Donc, si obezeys a revercio, sira bo grandament; e sino, pausa sobre aquela diligentment e ayssi quo havem dit en gelbozitat per aquela engualment.	Therefore, if you follow the reduction, it is generally good; and otherwise, pause carefully and have what we have said in the glossary for that equalness.
Mays cove que·l malaute jagua sobre les sieus latz sa quetament.	May it be that the patient shakes their head quietly.
E quan la dislocacio es a las partidas denant, lahoras cove que la camba sia extenduda leugierament, e es segon aquesta meteyssa narracio sobre pueg; e le metge pause la palma de la sua ma dreyta sobre·l langonar malaute, e aprop coarte aquel am l’autra ma, e am aquela coartacio pausa aquel extendut a las partidas dejos a la partida del denol.	And when the dislocation is at the parts behind, then it is said that the blanket should be extended widely, and according to this method narrative about the patient; and the doctor places the palm of their hand on the long bone of the patient, and then covers the other hand with it, and at that covering pause the one extended to the parts behind at the part of the elbow.
E si la dislocacio es a las partidas detras, lahoras no cove que·l malaute sia extendut a las partidas dejos, e es elevat sobre la terra; habantz cove que sia pausat sobre causa dura, ayssi cum cove le eyssament si l’ancha de lu es dislocada a las partidas defora, segon aquo que havem dit del jasement de lu sobre dos anchas; e es sobre la sua cara e les liamentz sian extendutz, segon que havem dit, no ha guayre.	If the dislocation is at the back, it is not advisable for the patient to be extended at the back, and should be raised on the ground; having a pillow under their back, as if the patient's jaw is dislocated forward, according to what we have said about the position of the patient on two pillows; and it is over their face and the restraints are extended, as we have said, there is no harm.
E cove que sia aministrada compressio am taula sobre le loc al qual yeys la junctura.	And it should be applied with compression on the table over the area where the joint is.
Donc cum la reducio es complida segon que cove — e·l senhal de la reduccio de lu no es amaguat a tu, e es que tu extendas del malaute doas cambas, e quan tu vezes aquelas enguals e le malaute extrenh la sieua camba e expandeys aquela ses excusacio, lahoras sapias que·l membre segon que cove es retornat — e lahoras tu ajusta doas coyssas e pausa empastre e extrenh am benda ayssi que la ancha no sia mauguda en alcuna de las partidas; e adheresca le malaute a repaus per tres dias o per quatre.	Therefore, when the reduction is completed as follows - and the assistant of the reduction of the patient does not leave you, and it is that you extend two pillows from the patient, and when you see those equal and the patient extends the other pillow and expands that side, then you know that the member according to what we have said returns - and then you adjust two things and press and extend at the bend where the pillow is not too hard in any of the parts; and adhere the patient to rest for three days or four.
E aprop deslia le liament e l’empastre, e compara la una camba am l’autra.	And then remove the bandage and apply it again, and place one cushion under one side and the other under the other side.
Lahoras, si vezas aquelas enguals en vustament, lahoras sapias que la dislocacio ja es fermada, e adonc layssa le malaute anar.	Then, if you see those joints in the correct position, then know that the dislocation has been fixed, and then let the patient go.
E si vezas alcuna causa de mollificacio, lahoras tu retorna e emplastra aquel, e extrenh aquel segon la tua primiera strectura, e layssa aquel en tres dias.	And if you see any cause of softening, then return and apply that, and extend it according to its first structure, and leave it for three days.
E aprop deslia aquel, e fay aquel tardar en ambulacio sobre quascu per alcus dias, entro que sia confortat.	And then remove that, and apply it again in the ambulatory for several days until it is comfortable.
Capitol .xxxii.	Chapter 32.
De curacio de dislocacio del denolh.	On the treatment of dislocation of the thumb.
Le denolh es dislocat segon tres manieyras, quar es dislocat a las partidas defora, e a las partidas dedintz, e a las partidas dejos mays a las partidas detras; e a las partidas denant no es dislocat.	The thumb is dislocated in three ways: it is dislocated at the base, at the knuckles, and at the fingers, but not at the tip.
E le senhal de dislocacio de lu es que comandes al malaute que aplique la sua camba am la coyssa; lahoras sapias que·l denol es dislocat.	And the sign of thumb dislocation is that you command the patient to place their cushion on the side; then know that the thumb is dislocated.
E la restauracio de totas las manieyras de lu es que fassas cezer le malaute dreyt, enayssi que ja extenda la sieua camba, si pot sobre aquo; adherir le tieu dos a la cara de lu, e pausa le pe de lu entre les tieus pes; e aprop fay adherir le denol de lu am las tuas palmas, e rete aquelas entre les tieus ditz sobre le denolh de lu am fortaleza, e autre ministre extenda le sieu pe entro que·l denol retorne a son loc.	And the restoration of all the patient's limbs is to place the patient upright, unless they can sit on something; hold their head between your hands, and place their foot between your feet; and then help them to grasp your palms, and tie those between your palms over the patient's shoulder, and another minister extends their leg inside so that the shoulder returns to its place.
E senhal de reddicio de lu es que la sua camba adharesca am la coyssa am levitat no-laboroza.	And during the patient's recovery, their bed should be elevated so that it is not laborious.
E aprop emplastra aquel e fay adhirir la camba am la coyssa, e aprop lia aquelas emsemps am una benda per tres dias o per quatre, e aprop deslia aquelas.	And then place that plaster on the bed and hold the bed against the wall, and tie those bands for three or four days, and then remove them.
E no uze le malaute de ambulacio per alcus dias, entro que sia sanat e cofortat.	And do not use the patient's bed for walking for several days until they are healed and comfortable.
Mays si la reduccio de lu a tu es excusada, lahoras aministra fort extencio am liamentz dels quals en la curacio de la hancha precedit narracio.	But if the reduction of the patient to you is excused, then administer strong extension to the tendons of which in the cure of the hand previous narrative.
Capitol .xxxiii.	Chapter 33.
De la curacio de la dislocacio del talo.	Of the cure of the dislocation of the ankle.
Le talo alcunas veguadas es remaugut per petita remocio, e alcunas veguadas es dislocat segon compliment, e la dislocacio de lu es fayta o a las partidas dedintz o a las partidas deforo.	Sometimes the ankle is dislocated by a small movement, and sometimes it is dislocated in full rotation, and the dislocation of it is made at the front or back parts.
E le senhal de la dislocacio de lu es que vezes le talo imflat procedent a la partida a la qual es dislocat.	And the sign of the dislocation of it is that sometimes the ankle inflates and protrudes from the part where it is dislocated.
Mays la curacio de la remocio de lu es de leugiera reddicio, e es que sia extendut am facilitat am las mas e sia engualhat entro que retorne.	The cure of the dislocation of it is of great difficulty, and it is that it should be extended with ease to the hand and returned without delay.
Mays en la curacio de lu quan es dislocat segon compliment, cove que fasses cezer le malaute dreyt, e tengua aquel un ministre fort e valent de la partida detras del dos de aquel en le mieg loc de lu.	In the cure of it when it is dislocated in full rotation, one should make the patient lie on their back, and hold that one a strong and skilled person from behind the shoulder of that one in the middle part of it.
E aprop te tu am la tieua ma dreyta le pe de la pus sobirana part, e am la tua ma sinistra de la part pus dejos del pe en le loc de la cavilha.	And then you should take your left hand on the inner side of the foot farthest from the knee in the location of the calf.
E aprop atira le pe a tu am la tua ma dreyta, e aprop am la sinistra per dos veguadas, e aprop exten am la sinistra; e empelleys le pietz del pe am la dreyta deves la camba ses trebalh.	And then approach the foot to your right hand, and approach the left for two reasons, and extend the left; and push the chest of the foot towards the right side of the bed.
E fay aquo doas veguadas segon que havem comtat.	And make those two reasons when you have counted them.
E aprop empelleys le pietz del pe a la camba la tersa veguada, e tu es a la cavilha.	And then push the chest of the foot to the third side of the bed, and you are at the chin.
