Ayssi comensan las paraulas de Albucasim .	Thus begins the vocabulary of Albucasis.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And if the stricture is too cold, when it is not equal, or the stricture is superfluous, then prohibit the flow of the bile; or it is softening, and then prohibit the body from moving completely.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And if the stricture is too cold, when it is not equal, or the stricture is superfluous, then prohibit the flow of the bile; or it is softening, and then prohibit the body from moving completely.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And therefore, for that reason, the fleubotomist should be stopped and kept in mind in all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And then remove the fleshbottle, but if the vein is punctured in a wound, then it bleeds; and if not, you repeat that process again in another place near that location, or over the wound if it is not inflamed.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the location is inflamed or the patient becomes frightened, then leave it for a day or two, and do not strain the wound, because it would cause more inflammation or not heal properly.
E aprop itera la fleubotomia si la ama.	And then repeat the fleshbottle process if necessary.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the puncture is small and the wound is healing slowly, and you fear that it may not heal enough, then repeat the fleshbottle process in that location with proper alignment and adjust the puncture by a little, and make that wound inflamed until the location is inflamed, because the location becomes inflamed in some people due to too much puncturing.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	But if you see that it has already become inflamed, then do not repeat over it, because it would not help and would cause more harm; and place some cloth on that wound, because it would help the healing process.
E es milhor en aquest loc que oli e que les autres olis.	And it is better in this place that oil and other oils be used.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	Similarly, a wound of oil is administered in all flebotomy through which the veins are pierced, and they do this by using a Triagical and Sagazene needle when it is placed on one of those over the area, so that the blood is subtilized and rotated when it is thick.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	And if in the location of flebotomy a large abscess is generated, which occurs due to bad weather conditions, and more so in that which has not been drawn blood but only the bad weather, or in the puncture of the vein, and then you cover it, and place a sponge soaked in water and salt on the spot, a little heated, and strengthen it with it for an hour, so that it is dissolved.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And make sure to do this near the yield of that blood from that vein or another vein.
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	And if there is any blackness or greenness in the location for several days, do not do this; and if you want, place on it some cause of willow and of mint dissolved, or some cause of suc de mentastre or of calament or a similar cause of that.
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	When wounds become infected and form abscesses or swellings, they should be lanced with a lancet from the basilica.
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	And then place your hand over that area, and if you feel softness there, then apply compression to that area, otherwise that swelling is bad and harmful; and therefore guard yourself from placing your hand on that area for any reason that we have mentioned, which could cause bleeding from the aorta.
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	And apply a styptic to that area to make it resistant, and then care for that wound with the other treatment until it is healed.
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	And cover the wound with a bandage that extends from the aorta to all of man according to the quantity of its virtue and according to the color that remains on the aorta after it appears.
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	And if the aorta is black, then leave it inside until it turns red; and similarly, if you see it thick, then leave it inside until it becomes thin; and similarly, if it is sharp, then wait until its sharpness is softened.
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	And when the person is tall and strong and has a need for extraction of pus from a boil, which should be enlarged by incision of the vein and the flebotomist should be on the left.
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	And in the case of a thin person, do the opposite of that, and have them extract it in small incisions, and make sure the wound is straight.
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	And the best thing to administer in vein incision is that it be a transverse section, not a puncture.
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	And this method of flebotomy saves from flow of pus and from injury of nerves, and is more laudable and safer than second-hand flebotomy by length and width.
E a la qual es acostumat sobrevenir sincopi deves la fleubotomia, e cove que tu cures aquel denant la fleubotomia am un petit de pa infus en vi de milgranas o de oximel simple scalfat; e extratz a l u del sanc en tres veguadas o quatre.	And when syncope occurs during flebotomy, and have them take that during the flebotomy a small amount of warm infusion of millet or simple oxide; and extract it from the vein in three or four incisions.
E si es enfregiditat de compleccio, lahoras prengua denant la fleubotomia pa infus en eyssarop de mirra o en eyssarop de mel aromatizat am specias ayssi cum am pebre, canela, gingiebre e semblantz, o en eyssarop aromatizat e mot odorant.	And if the complexity increases, then take during the flebotomy a warm infusion of wormwood or wormwood infusion with spices such as pepper, cinnamon, ginger, and similar, or aromatic wormwood infusion with an additional odorant.
E si accideys sincopi deves la fleubotomia, e es causa de lu issiment de mot sanc, lahoras cove que prengua en beure aygua de carn e eyssarop mot odorant subtil; e use de aromaticitat am algualea, e sia linit le sieu pietz am aquela.	If the tongue is swollen and causes difficulty in speaking, and its cause is a lack of moisture, then take some flesh water and add an essence of subtle odor; use aromatic oil, and rub it on the affected area.
E usa de las autras causas que havem ditas en la divisio en le capitol de sincopi per evacuacio.	And use the other causes that we have mentioned in the division of this chapter for evacuation.
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	To do this, you should apply the other methods that we have mentioned in the second chapter for the purpose of dissolving the swelling and removing the second layer of the tongue, which is caused by a lack of moisture, as its effect is to gradually remove the swelling, according to the amount of its effect in the continuous days.
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	If you want to apply this method and remove the second layer of the tongue, and if your body is strong, then do this seven hours or nine in the morning after the first tongue extraction.
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	If you want to move the swelling of the body in the opposite direction of the part that is affected, then it should be done on the second or third day.
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	When that body in which the pus is deep and sharp and causes fever, it should be drained in a vessel and a large amount of it should be drained and the opening should be amplified to prevent syncope, so that you have preserved all the conditions of abscess drainage; and that your hand should be placed on the thighs of the patient, to prevent them from dying of syncope, because undrained abscesses cause that when the abscess drainer is ignorant and negligent.
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	And do not do when you want to lower your arm and evacuate the second vessel, since the orifices of the vein have already been closed and it is difficult to remove the pus, because you press against that vehemence and bend it unnaturally, for that is very bad.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	Having the layssa inside when performing second drainage; or do not do that because the pus is coagulated in the orifices of the vein; or place on that tyriaca alfarach, or sagzenea, and press that against compression lightly until the pus is out and gone.
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	If the vein is inflamed, leave it alone until the abscess has subsided.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	If it is necessary to remove the pus again, and there is no excuse, then you should sign it in that place or in another vein on the other arm.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	The vein called "funis del bras" is phlebotomized in the place of the femoral or popliteal veins, when they are not found or are hidden, which are composed of those.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	The quality of the phlebotomy is that the patient should place their hand in warm water until the vein swells and appears clearly.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	Then strengthen it over that part with a narrow bandage; and perform phlebotomy transversely, not lengthwise or diagonally.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And make the incision wide and perform your phlebotomy on that part where you performed phlebotomy on the joint of the hand.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	If it is forbidden to let the pus flow, then you should place your hand in warm water and let the pus run into the water until you achieve your purpose.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	If you were in the days of summer, then you would be excused from the examination of the mouth in cold water, and the same is true for the body in cold water during winter.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	The puncture of this vein is safer than all other veins, because it does not have a pulsating artery or nerves.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	The puncture of the sole of the foot is comparable to the diseases of the leg.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	The quality of this puncture is that you strengthen the patient's leg or your own, rather than placing it in cold water, until the vein is inflamed and demonstrated at once; then perform a transverse puncture; and if you do not notice anything in return.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And remember that you do not leave the patient with the puncture, because it has the nerves of those exposed parts of flesh.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And repeat the patient in cold water and let the blood flow into that, because if you do not do so in cold water, the blood will clot in the opening of the vein, and it is prohibited to flow.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And when the bone is extracted according to the amount of necessity, then pause over the vein or salt and oil, so that it is not solidly consolidated; similarly cover what you do in every straight way.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	The signs of the abdominal massage of that of the left breast are that they are compared to the illnesses of the womb.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And do the same in the abdominal massage of it as you did in the other one.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	The sign of the vein in the abdominal massage is that it is compared to the illnesses that are in the part behind the chest, such as its illness of the main, and retention of menstruation, and illnesses of rashes and ulcers of thighs and legs, and their similarities to the illnesses.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	And the quality of the abdominal massage of it is that the patient enters their own hand in cold water and does over that friction until the veins appear; and tie over the joint of the foot with a bandage; and the location of the vein takes apparent from the said point, and from there its branches extend on the surface of the foot like ramps.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And then, if possible, remove the widest vein or from under the cushion, place it on the foot, near the wound, which is best and most healing.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if you remove the vein from the surface of the foot, then be careful not to touch the nerves that are under that on the surface of the foot, and pause your vein incision as if you wanted to insert it through.
E sia le fleubotomi vosil.	And make it your own vein incision.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	But if the discharge of pus is prohibited, then you should immerse the foot in warm water and let the pus run out through that opening which is to be drained.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the vein cutter makes a mistake in the first attempt, then repeat the vein incision on another spot, which is healing; and do not fear of causing harm, as long as you guard against the nerves as we have said.
E semblantment fay de la sophena del autre pe engualment.	And similarly, do the same for the other foot equally.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And of the sciatic vein, the spot as we have said is near the cavity of the wild animal's tail.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	The pain in the joint of the leg when it is injured by a pointed instrument.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	The quality of the joint injury is that the patient enters into a state of shock, and quickly and strongly presses the cushion of the leg from the side of the thigh up to the calf, forming a long, thin band, which does not appear otherwise.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	Therefore, when it appears, you should apply the bandage in a diagonal pattern across each finger, and this is better; or incise it at the beginning or remove it by sectioning, because the area of the leg is sore.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	This is especially true for men who are not accustomed to it; and if you apply it too much, and it does not appear at all, then bandage some part of the leg, and this is the one that appears on the back of the foot and around the ankle.
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	Be careful of the nerves, and apply the injury to the amount you wish.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	Then remove the bandage and place your hand over the area of the bandage, pressing strongly on the injured area, as it is usually healed.
De ventozacio e de las qualitatz de uzar de aquelas.	From the symptoms and the quality of using those.
Ventozas so de corns, o de eram, o de veyre.	Ventozas are from corn, or from earth, or from vein.
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	Ventozas are made in two ways: one of them is the incision and extraction of blood, and the other is ventozas are incisions.
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	This incision that is made by incision is done in two ways, either with fire or without fire.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And the incisions that are made by incision and extraction of blood are fourteen parts of the body, one of which is where incisions are placed in the arm, and the last part is the back of the head; and the middle part is two parts of the neck; and incisions under the jaw, behind the mouth; and incisions of two spoons; and incisions of an auhoster, and it is on the tip of the coccyx; and incisions of two forks, and they are from two bones; and incisions of two cavities; and incisions of two cushions.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	When the pus is not extracted from the small veins scattered in the flesh, and for that reason the virtue is not obtained for those, as it is usually done by phlebotomy; nor does it cause any harm if the pus is not extracted by fire or by some bad condition caused by inflammation inside the body before all the body is evacuated.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	If it is necessary to cause pus by illness or continuously, administer it throughout the entire hour at the beginning of the month and at the end of it, and in the middle of the hour and at some time.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	The reason for this is that in men, the pus multiplies inside them before it is necessary to extract it by puncturing and at their own head gravity and soda; and of those who have inflammation in their face and on their head, and in their neck; and of those who have pruritus in their face and on their forehead and darkness and dullness in their eyes; and of those whose location of the pus is changed; and of those who have multiplied blisters on their skin; and of those who have a taste of pus in their mouth, or their tongue is swollen and full of pus; and of those who have multiplied sleep, and of those who have pus in their sleep disturbance, nightmares, and other similar causes.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	And therefore when it happens in some of those cases, and particularly if it is in the third or fourth toe, then we command that a blister be made after two or three hours have passed since the day.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	And the reason for the blister on the nape is that when it corresponds to gravity in the head and at that point where it is poured into the veins, but rather that this be close to the evacuation of all the body.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	And this blister is in the location of the lumbar puncture of the cephalic.
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	And it is not good to use that which is of fragile complexity, or in which there is catarrh, because it gives great harm.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And for that reason we do not recommend using those of the old ones, and in the heads of which there are illnesses.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	But for that reason we recommend that the one who performs it be constantly present on it; and for that reason we advise you to command the blister maker that he place his hand a little away from the blister, so as to prevent the generation of oblivio.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	May the ventilation of alcohol be in place of fleubotomy of the femoral vein and vena cava: and for that, compare it with asthma, and with the constriction of the lungs and the wound of the stent of the lungs, and with cough, and with the inflation.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	And cover that the ventilation of alcohol be in a small amount, because if it is paused behind, it generates weakness in the body and in the stomach.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	And the ventilation of alhagdahan compares to the accidental pains in the head and to obtalmia, and emigration, and pre-cavity, and to pains in the roots of the teeth; and it is in place of fleubotomy of the vena cava.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	And cover that commands the ventilator that he does not press his hand during scarification so that it does not pierce the artery and cause accidental bleeding.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	And ventilation behind the mouth compares to alcohol in the mouth, and corruption of the gums, and similar to those that are in the mouth, and it is in place of fleubotomy of the hemlock that is in the upper lips.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	When a bandage is applied to the two splints, it is used for retention of heat.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	And the bandage of the two splints is used to apply pressure to the femoral vein, which is located in the thigh, and to the popliteal vein, and to the great saphenous vein, which are all superficial veins that are close to the skin, and to the small veins that are among the larger veins that reach the three veins.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And command the bandager not to proceed with incision, as the area is exposed to flesh, and then leave the nerves and arteries there.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	And there is a bandage that is applied to the buttocks and used for the hemorrhoids of the anus and for the ulcers that are left.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	And tell the bandager to use a large bandage, and that it is made of wool, as the area requires strong compression; and also remove the thin bandages that are under the incision.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	When the bedclothes are removed from under the patient's back, they pull the spine of the entire body, and alleviate old pains of the ribs and stomach, and of the bladder; and provoke menstruation, and alleviate constipation and diarrhea; and take the place of a fleam for bleeding two veins, and also for cupping, and of two leeches.
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	However, it weakens the entire body and causes convulsions in men.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	And from the bedclothes cupping is applied to the same place as the bedclothes of two cushions.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	The quality of the position of the bedclothes is that they are placed at the beginning of the view and are warmed by heat, and do not prolong the position of the bedclothes, but pause them a little, and remain them constantly, and that the humors come to the place for the occurrence equally.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	And do not cease to repeat this and continue until you see the place already red and swollen, and that the pain of the spine appears.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	And then you should shave and repeatedly incise the skin in small portions, and then consider the position of the body.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	Because that man who is of thin flesh and prone to ulcers, you should shave and apply a plaster, but not cover the wound completely, so that the area does not become ulcerated.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	And command the blower to fan the incision and apply a small amount, and simultaneously facilitate the skin.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	And if the skin is thickened, then shave twice, because in the first incision, the path of subtilization to the skin and its moisture is found.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	And in the second incision, the process of extraction of thick skin is obtained.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	And if the skin is very dirty, then make a thorough incision in the third incision to obtain its rear.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	And finally, when we want to extract the skin in small portions or a small amount, provide us with an incision.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	And if we want to extract a large amount of skin, make a large incision; and if we know that the skin is thick, then shave it with a prior incision.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	And the term for incision in which the depth of the wound is only to the extent of the knife.
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	And if the one from whom the wound is thick, hard, black, and its pores are straight, then apply oils that make the locations of the bowels more lenient, open, and resolved; if it is in the summer, use olive oil of aloe or olive oil of violat, or olive oil of amelliorated donkey, or olive oil of cement of goat; and if it is in the winter, then use oils such as narcissus, lily, camomilla, or sandalwood.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	And if the excess is thick, rough, then apply the oil of amber, or oil of balsamita, or oil of aloe, or oil of anethi, and similar oils.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	But if the intestine is of large pores of tender flesh, then it is prohibited to use oil, and instead apply water that has been boiled or boiled with salt, or water of goat, or water of borax, and similar waters.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	And for those who have much moisture in their joints, wash their feet with warm water or a mixture of vinegar, salt, and similar substances.
