Ayssi comensan las paraulas de Albucasim .	"Albu Cem, let's start our conversation."
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	Hereby let us commence with the main points of this chapter, and in the understanding of which at the beginning of each section the authors have gone beyond the facts to establish the truth of those; therefore you and those who are promptly knowledgeable about this noble art must learn from it.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	Therefore, whenever you cause a fracture, dislocation or torque to another person's body, whether that person is already fragile and elderly or not, if there is no specific reason prohibiting it, then such an act would be considered cruelty, which could lead to harming that person, who may already be weakened by age, illness, extreme heat, or intense pain.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	This decree is regarding the consumption of vegetables and herbs with nettles and bird meat and rabbit flesh; it prohibits consuming large meats and stuffing oneself with all types of food that fill the veins with blood, provided you are careful to avoid stinging insects through cautionary surgery. If you fear bodily fluid leakage from a body part, do not eat such meat.
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	Unfortunately, he will not return the disrespectful attitude towards his first-in-command, whom he usually shows contempt for.
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	And so broken bones began to be restored, however, it is also known that the malady involves foods rich in nutrients and substances of great viscosity in which there is pus formation, as well as meat from cattle with water, rice, cabbage, and fish, and legs and buttocks of cows and fresh peas, and meats and faces less than that, and this regimen is done coagulation of fracture fragmentation and milder.
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	You are right that bones appear more when we think about primitive dwellings and ruins, but it's not impossible for them to have been continuous and solidified according to their nature through desiccation of the body parts. The process of fossilization can indeed preserve bones over long periods, although it often requires specific conditions like rapid burial and minimal disturbance from scavengers or erosion.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	Bones are consolidated and continue to harden according to their nature over time during the drying process of those parts; they remain and solidify those that were at the end of maturity, just like the bones of small animals.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	May's business adjusts and amends over the broken parts of whole units or any slight similarity to fullness in which there is an excess that adheres within it so that the substance connects and mixes, inside where the fire of strength and firmness lies, as well with focus at first glance, without any cause prohibiting those of their works.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	Due to this reason, it is necessary that you pause the provisions of disgust and those containing excessive gravity, heaviness, and coarseness, as we have said.
Mota diversitat de fractura segon diversitat del membre.	The study of fracture diversity according to joint member variation is a critical aspect in understanding the biomechanics and pathology associated with bone injuries. Joint members, also known as articulations or joints, play a crucial role in determining how forces are transmitted through the skeletal system during movement and impact.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	Indeed, bone fractures vary according to the different types of limbs, just as a calcaneal (heel) bone fracture is different from a cranial (skull) bone fracture; similarly, vertebral (spine) bone fractures differ from those of the pelvis. Similarly, in most other limbs, there are various types of fractures among them.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	You yearn for the memory of all kinds of fracture, exhausted in its own capital distinct from the other.
Mota diversitat de fractura en si meteyssa.	The diversity of fractures in our population should be considered.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	There are various species of mandibular fractures in maxillofacial trauma; one such is the angular fracture, which occurs along the angle of the bone; and some areas may present a fracture according to the length of the bone. These include fractures related to the condyle and articular surface, as well as additions or subtractions in origin and cause, so that when it comes to writing about preparing for surgery, this is a displacement and dislocation of the jaw joint, and an osteolytic fragment.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	A total of seven specific features are inherent in the design and management of our accommodation, each uniquely reflecting the memory associated with their respective locations.
Mota senhal de fractura del os.	Senhal que se usa para referir-se a uma fratura do osso é "fracture". No contexto específico, podem existir termos mais específicos dependendo da localização e natureza da fratura em questão. Por exemplo:
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	I understand that you are referring to a description of bone fractures involving the elbow joint. Here's an explanation in English:
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	Therefore when it is not in the twisted appearance and there has been no action done against you, your touch should bring comfort rather than causing anguish or pain; even if it's not broken here, great sorrow still remains.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	Habantz may be a tortuous or small fissure, but I don't know what you mean by that. Perhaps there is a pause over it regarding the medications related to that moment when it becomes relevant to this area; and also about its stricturatory strain in subtlety.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	You speak of a place that is arched and it does not divide into two or another body where things do not occur in harmony, as if all parts were divided from the comparison, later to rectify when you start counting from your hour how many times they have occurred by coincidence.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	If at some point an abscess (apostema) occurs, it should be treated immediately and within the days that follow until the abscess resolves; and always in accordance with every possible treatment method available to you for its drainage and disinfection.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	You speak of restoring and renewing the Lord, which is a true light that shines in all those who are obedient. In Jesus Christ, we have been reconciled to God through His sacrifice on the cross, where He took upon Himself our sins. Through this act, Satan was defeated, allowing us access to eternal life.
E aprop strenh aquel segon que vindra la rememoracio de lu.	According to that from which I will come, remember me.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	If Maize becomes sad and restless due to the fracture of either arm (one or both), it may require extensive treatment for this injured part, whether it's her left or right arm, if she is your girlfriend or yours; or you love one or two strings, or you have one string and a ma.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	Place yourself in a position where your body parts align according to their natural structure, while the extended portions of your limbs are stretched out. Then you can perform actions that return additional parts, as per each movement's location.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	I watch over you with goodwill, ensuring that no bad words escape from your work and affect others negatively; I also respect your authority and apply it appropriately between friends, according to much greater forms.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	I want you to know that at this time, using your touch can bring me great pleasure. However, if there is any different reason for our interaction in the future, please correct and adjust those actions according to the magnitude of your virtue.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	Extensive elastic stretching and compression, yes indeed, doctors often speak of muscle contractions that occur during exercise, or they may experience tension in a limb due to the activity performed by their muscles. We have seen this effect through observing the activities of these muscles.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	To attach auxiliaries, apply corresponding equations and operations for that member, ensure rest periods and calmness; warn against ill omens during their watch and sleep hours, and witness their upheaval and agitation; you owe them payment, and must oversee all of their movements until the position of that member is set in a way to assure pain-free status. Once it is positioned such that they do not feel any discomfort, then change its position to another configuration where no discomfort occurs. Always ensure the correct placement of that member's position for symmetry and proper alignment, to avoid causing any torment once restored.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	The quality of the tensile strength of a relaxed muscle is what I recommend you to know, so that you can understand how stretched muscles differ in their length and size as well as in their shape.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	Among those who are small and take the hand with the word and the lamp, and likenesses, even less than that which is wrapped in a very subtle cloth underneath.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	Those that are big can also be considered beautiful or changed, as they have a layer and hardness. However, the thickness connects their large and strong limbs throughout their entire body with great strength, so there is no blemish in them at all.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	Start by describing your evacuation plan in case of an emergency, pausing only when it is convenient, over the location of that fracture involving three to four layers or four segments depending on which limb has been injured; and strengthen your little arm as much as possible.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	Even though it's late for the Saturday party at the place where your fracture occurred, you should still take a slow walk there and keep avoiding direct stress on that exact location of the fracture as much as possible during the next few days.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	Yes, I can expand the wrapping around the fracture site only slightly and gradually loosen it to allow some movement from that area.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	Applying another bandage and wrapping that over the other leg above the fracture, covering it with these wrappings as we go down from the top part of the fracture; your operation in the strictness of this first wrapping and its softening according to what was previously stated in the initial wrapping.
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	When considering the pause between the movements of a horse's stop and trot or walk at different speeds (whichever speed is appropriate), and taking into account any twisting in the fracture if present; but otherwise, there is no reason for such pauses.
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	Take pause over the other wound, and take care of it with decent bandages first, if the place is not inflamed or swollen, and then pause over what caused that inflammation; and rest for a day on it; and later continue to strengthen the bandage.
E sian las stelhas de la maytat de canna lada raza, e be formada saviament; o sian de fust de pi; o de ramps de palma ; e sia le ample de quascuna stelha segon aquesta forma e aquesta figura:	The diagrams of the mothers' graves in the Ladino race are made up entirely; they are like tree trunks; and each of their dimensions according to this shape and figure:
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	However the large and thick splinter that rests on top of that crack should be strong above all other splinters, and the length of the stone according to what is shown in its magnitude and narrowness; and about this strength above the other band as per your first instruction; and it must be such a strength according to the place of the fracture, and how much further from the fracture, it should be increased tightening, so that the strength corresponds to the location of the crack and its distance from it.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	I believe the sons' blood becomes thick and subtle, and their bones grind; if the sons are large, then I have seen it like alchemy slowing down the pulses of their sinew strings when there is a great contraction. However, this is a major error when the tension is equal.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	It seems there is a translation request from French to English here. The provided text appears to be in old or archaic French and might refer to esoteric matters that cannot be strictly understood by everyone, without going into detail about the specific waters you wish to discuss, as they are intertwined like threads between threads.
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	If the pejorative term is directed towards the extremities of the inscriptions on these stones, breaking this silence at times those from Leon or Carmen-made statues within which it does not apply.
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	Some farms suffer from aplastic anemia, causing damage to the bone marrow and resulting in unique recall at that location in Capitol Hill as a singular event.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	You are correct that a limb fractured on the first day is not immediately thrown to the ground by its claws; rather, this cause is due to the fact that when it's large, it doesn't rest upon its feet for days or even weeks, as per your safety precaution regarding the occurrence of amputation.
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	This is the method used by ancient stone tablets where Ancient Romans recorded injuries such as fractures and dislocations, which they referred to as "torti" (twisting or warping). These inscriptions provide valuable information about the types of trauma experienced in those times.
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	Milling equipment that appears worn out due to a recent breakdown is convenient for the use of complete tools and mostly affects women and men as well as employees, although it does not involve high temperatures or friction: it involves flour dust from the sifting process before being mixed with other ingredients.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	Coffee enthusiasts know that it's not about the album by 'House of Love,' but rather enjoying the simple pleasures without pretense or sophistication; and for some, this is what they prefer to do with their coffee.
E adonc cum appar de lu la extremitat, lahoras cove que tu envolvas sobre aquela una pessa de plom del qual sia le pes de una drac. entro a ii drac., e noza aquela e layssa le plom suspendut de la camba.	As soon as they appear with their extremities, make sure that you encircle one of those lead weights around which has the weight of two dragons. Enter into II Dragons' territory, and hang that lead weight from the beam.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	Title: The Empowered Recipe for Bone Broth and Superfood Soup with Spices and Herbs to Heal Fractures, Dislocations, and Ligament Injuries
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	With his grinding stone and argumentative nature, he challenged the master craftsman in a dispute, made his baskets, and gained favor with water or money from him, or perhaps even an album of photos as compensation.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	Manierius de emplaustre brings together joints and bones from their original locations, and alleviates the pain occurring in these places as well as fissures and fractures: both linen sutures are applied and soaked in clean water and oil, and then left to rest on the site.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	In this filling, May's tooth is not for restoration but rather for extraction and removal of painful molars directly.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Besides those who cannot be sutured, we must take the leaves of fig trees and red poppies; together we can create a healing paste: weave their leaves into bandages and mix them with crushed red poppy petals.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida .i.; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	Recipe for ancient remedy to treat a bone fracture involving ingredients such as elderberry extract, chamomile and violet flowers, rice flour, and various parts of the plant. His total number of fingers and toes on his body are six each; none of them is damaged or missing.
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	If May's skin is scratched, she will feel discomfort next to a cooler filled with coconuts or use it for water and hygiene purposes.
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	When encountering a hard-to-treat abscess that has formed due to the puncture of a nail or similar object, it is necessary first to address this primary issue by performing an incision and drainage (I&D) procedure. Afterwards, for secondary treatment, prepare an ointment from high doses of althea (aloe), semisonna (senecio), balustrade (possibly referring to a mixture or herbal preparation), minor rue, violet flowers, camomile flowers, and any other parts of the mentioned plants. Apply these treatments with either sea water solution or two-fold distilled water depending on the affected body part's condition and color restoration needs.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	May's Elixir does not require a prescription, which it should rest quietly in its free state on the abdominal area to be treated for constipation without any other cause but with honey and oil; I recommend that it is used between coarseness and fineness.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	Maya and Gualia noticed that there were several reasons for repairing the broken arm, including heating therapy with hot water, essential oils, and masks to address those causes we have recommended.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	Recipe for Embalming in Comfort with Medications to Alleviate Lesion and Pain: Migraine relief, decoctions of juniper berries, boiled pearls from the home's insides or oyster shells, and honey mixed with salt. They were divided into three parts and processed through a grinder/mortar. The embalming fluid is prepared as follows:
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	According to the law that you mentioned, if someone breaks a lock and damages it as well, we should consider whether any pain or injury occurred to others, or if their property was not harmed at its location. However, in this case, since no physical harm has been caused by breaking the lock on someone's door overnight, it may not necessarily warrant legal action.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	If you experience severe pain or pressure, tightness, or inflammation in a certain area, it is important to rest and apply heat to that spot immediately. This can help alleviate discomfort and provide relief. However, if these symptoms persist, seek medical attention as it may require further treatment such as medication or even surgery.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	Wrap her in a damp sea sponge moistened with lemon water and submerge that area into the lime-infused water until the stinging sensation and pain cease; then rest for about an hour on woolen cloth soaked in gentle, oiled solution or finely chopped oil, and let it be there for a while to ensure avoidance of infection, and relief from the inflammation.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	It seems like you've provided text that needs to be translated into clear and precise English while maintaining its original nuanced meaning. The translation would be as follows:
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	Even if you experience warts and pain, discomfort, inflammation, and all sorts of accidents already having their effects on us, we are not in need for surgery or tightening, rather, let's address these issues just as we would with any other patient.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o .vii.; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	If not causing any damage to the mentioned limbs' conditions previously discussed, then only prolong it for three days or four at most, seven. (Note: This sentence appears incomplete and may need additional context for proper translation.) Some vegetables were laid out for about x days as observed by you during the dissection of the limb, however, it seems that we have misunderstood your statement. What you are referring to is likely when the fracture has started to adhere and become similar to the coagulation of meat over that area.
E lahoras ajusta en la strictura mays que en la tua strictura primieyra tota, e ayusta en la engrossacio de la vianda del malaute, segon que es precedida la rememoracio de lu.	It seems that the lesser restriction you set for May is less stringent than your first total one; it also benefits in the thickening of food when mixed with bad ingredients, as long as remembering the reflection beforehand.
Mays si tu vezes le loc de la fractura ja desiccar e extenuar mays que no cove, lahoras sapias que·l nutriment es prohibit pervenir ad aquel; e donc embroca aquel am aygua tebeza deves tota veguada que delias aquel; e sia aquo en totz tres dias; e alleuja la strictura un petit, e per aquesta operacio corr al membre le nutriment, e es sanat leugierament.	If you ever find yourself in the location of a fracture that has dried out and severely damaged more than not, beware that consuming such nutrients is prohibited for reaching that area; therefore, you must deprive your entire diet from those foods associated with it. And do this water treatment using tebéza deer's blood for three days; then alleviate the inflammation slightly, and through this operation, nutrients are supplied to the affected limb and heal gradually.
Mays aquo que fan les fols restauradors de la fractura del membre autra veguada quan no es restaurat al comensament, segon que cove, e es restaurat segon tortuositat, es error segon la operacio de lor, e temor gran, e si fos dreyturier aquo agrandit les Antics en lors libres e agueran am aquo obrat.	People who claim that fractures of the limb should not be immediately treated by restaurateurs when they are restored based on deformity, according to them, it's a mistake in their operation and there is great fear. They greatly exaggerate the Ancient practices, making them free and more confident in doing so.
E yeu no he vist ad alcu de lor aquo far, per que es pus razonable que aquo no fassa.	You haven't visited any of their waters yet, for it is reasonable that we don't do so.
Capitol segon: De fractura quan accideys en le cap.	The Second Pillar: Fracture when cracking the skull.
Las specias de fracturas son motas, e las figuras de lor son diversas, e las causas son distinctas, quar de fracturas alcuna es fayta per percussio de spaza, e la percussio osta tot le os entro al ciphac, le qual es dejos le os, ayssi cum fay ayssa en le fust, e per aquo aquesta specia es nompnada ascial; o la spaza inscideys alcuna partida del os, e inscideys la carn de lu e no passa la inscizio entro al derier de lu; e aquesta specia de fractura es nompnada levatio absoluta.	Spices of fractures are flaws, and the figures of lungs are diverse, and the causes are different, except for no fracture is caused by percussion from a spaceship, and that impacts all parts of the chest, leaving them broken as well. Therefore, this type of fracture is called "astroblastic" (star-shaped). Another spaceship cuts into some part of the bone, cutting the flesh without penetrating the underlying layer; this type of fracture is called "lift absoluto".
E la plagua de aquestas doas fracturas o es gran o pauca, e de fractura que es contricio o atricio; e causa de lu es percussio am poyra o cazement sobre peyra, e a lor semblantz.	Is this rain of these blood flows much or little, and in cases where there is an open fracture or contusion; it causes lung collapse due to the pressure applied on rock with a stick, causing wounds on their faces.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	This type of fracture affects the parenchyma (the functional tissue in an organ) and causes a disruption in the blood vessels, leading to bleeding into the surrounding bone tissue; or it occurs on the surface of the bone, causing bruising. Depending on the severity, this type of fracture can be large or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	In the context of describing a tiny hairline fracture that is often not named due to its subtlety in the bone, we can translate and expand on it as follows:
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	A type of fracture that is considered either by casting or by percussion with stone, which gives the appearance similar to an incision entering one layer of bone into the divisions thereof, and it's considered in the concave location as if after hitting the edges when striking a hammer and the entry part is divided into divisions.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	It seems there's a misunderstanding in the text provided. The phrase "E majorment es fayt aquo en les cors de osses humitz" does not translate well to proper English. However, if we interpret this as an attempt at French and then translate it into English, while maintaining the context of bone marrow, a possible translation could be:
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	Unfortunately, all these spices are not satisfied together; they are like separate puzzle pieces that need to be combined properly.
E yeu vindre am reremoracio de tot aquo en son loc.	You must return to the harbor at all times in your place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	We have collected all these spices to detect contamination on those, and to investigate your intentions and display of rotten meat over them.
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	Specialized capillaries are known to absorb excess fluid from the bone and appear black on X-rays when there is a fracture in one of the lower limbs. These vessels help cleanse the area around the injury, forming a liquid crust (livid) over the affected tissue.
