Ayssi comensan las paraulas de Albucasim .	The patient's body was opened.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And if it is necessary to cauterize, use that method on the foot; otherwise, don't apply it there.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the pain in the joints of the patient is difficult, and another cushion on their feet, and the other one placed on the body to prevent it from being gouty.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	In this case, the translation I provided in the prompt is incorrect.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	If you are phlebotomized in the leg, it is said that the feeling is in the foot, which is why they call it gout.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if it is necessary to cauterize the veins.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	When the blood in the limbs becomes thick, they call it gout by the young men.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And if it is necessary to apply a poultice to the patient's limbs; one hand for each limb, and another for the other leg, and another on their foot.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	When the patient's body is weak, they will be treated by a doctor using leeches.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	Then apply a cushion to their legs and another to their feet, and bandage them.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	And if it is necessary to bleed the patient, then consider using bloodletting for that purpose.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	Leeches are applied to the veins of the leg when it's cold weather or the first part of the spring and if necessary to use them in the treatment of the body.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	Then apply the hot iron to the affected area, which is where the pain is located.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	The use of phlebotomy by the doctors is used to treat the affected area.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	When a woman is afflicted with another's illness, she is treated as if she were ill herself.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And if it is necessary to apply a cautery to the foot, it is important to use one that is specifically designed for the feet.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	This text describes treating the swelling in the joints caused by excessive religious devotion or other causes.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	Then, consider if the patient has been drinking or eating too much when using a cautery on the legs.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And if it is necessary to make a cut, you should know if a patient can be treated by bloodletting or by other means.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	So let them perform the bloodletting on the patient's foot, while they hold their hands.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	Let the intestines be guarded from harm on that day.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And if there are cushions in the room, you should place your hand on their legs to hold back the humors.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And so be it, he who performs cauterization must use the instrument called a cushion.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	Then place a cushion under their arms to relieve pain.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	And if there is a stricture in the leg, you must use cooling methods to reduce inflammation.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And if there is no use in applying heat to the feet, then apply it to their legs.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And if you have already performed bloodletting on the patient, they should be given oil to drink after.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	Therefore, the doctor must be consulted for these reasons.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And if a doctor wishes to use a cautery for treatment, he will apply it to the affected area.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the patient experiences pain in their feet, it will be necessary to do more than just apply a poultice to the area.
E aprop itera la fleubotomia si la ama.	Then apply bloodletting to the patient's legs.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	If the opening of the wound is small, you should use a fine needle to open it more widely.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	When a doctor cauterizes your legs, he's placing a cushion on their chest to protect them from burning the wound.
E es milhor en aquest loc que oli e que les autres olis.	And when it comes to the treatment of the ailment, they say it is more effective if you apply oil to them, and less so on other parts.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And so, use the cushion to treat wounds and injuries.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	E ten, if you want to be healthy, use leeches instead.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And apply cautery to that vein (or other veins as needed) for gout.
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	E si roman in le loc for some days, it will be necessary to use a poultice of herbs.
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	The basilica will be treated by cupping and another type of treatment.
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	And so the cushion is placed under the body part where pain is felt.
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	And apply the poultice to the affected area to harden the flesh and solidify the blood so that it may heal.
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	And so that all know, if you apply heat to the affected area, it will be treated by cautery.
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	And if you wish to treat the patient's illness, place another cautery on their body.
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	And if it is necessary to do a bloodletting on their chest in one session.
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	And if it is necessary to apply cautery to a patient, make sure to perform it correctly.
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	And if it is necessary to draw blood from the patient for healing purposes, it is done by making incisions, not punctures.
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	This practice, involving the placement of a cushion under the patient's legs and supporting them during bleeding, is considered more favorable than using a cushion on the chest for such purposes.
E a la qual es acostumat sobrevenir sincopi deves la fleubotomia, e cove que tu cures aquel denant la fleubotomia am un petit de pa infus en vi de milgranas o de oximel simple scalfat; e extratz a l u del sanc en tres veguadas o quatre.	Then use the leech to treat the infection in the area where the pain occurs.
E si es enfregiditat de compleccio, lahoras prengua denant la fleubotomia pa infus en eyssarop de mirra o en eyssarop de mel aromatizat am specias ayssi cum am pebre, canela, gingiebre e semblantz, o en eyssarop aromatizat e mot odorant.	Then apply cautery to the patient's legs, placing a cushion under them.
E si accideys sincopi deves la fleubotomia, e es causa de lu issiment de mot sanc, lahoras cove que prengua en beure aygua de carn e eyssarop mot odorant subtil; e use de aromaticitat am algualea, e sia linit le sieu pietz am aquela.	Then apply a cushion to their head, so that they may be able to drink water from a cup while they are being operated on.
E usa de las autras causas que havem ditas en la divisio en le capitol de sincopi per evacuacio.	And treat it as you would treat other causes that we have discussed in the chapter on its [the patient's] fainting.
E qui vol eventar le sieu bras e dissolver le sieu sanc segonda veguada, cove a lu del qual la fleubotomia es per mota evacuacio, e la vertut de lu es freol, que evacue le sanc petit a petit, so es segon la quantitat de la vertut en les dias continuables.	If you wish to treat the patient's blood, you must perform bloodletting, which is a method used to treat the ailment, but with care.
Mays qui vol eventar le sieu bras, e gitar lo sieu sanc segonda vetz, e le sieu cors es fort, lahoras fassa aquo aprop vii horas o ix de la primieyra fleubotomia.	Mays that the patient's arm be cauterized again for a second time.
Mays qui vol atirar le sanc del cors sieu al contrari de la partida a la qual declina, cove que sia eventat en le segon dia o le tertz.	Here comes the second, or rather the third.
Mays aquel cors en le qual es mot sanc ja scalfat e es acuit e fa accidir febre, cove que sia gitat de lu sanc en una veguada e sia de lu gitada gran cantitat e sia amplificada la apercio entro que accidesca sincopi, pus que tu auras conservadas totas las condicios de fleubotomia; e que pauses la tua ma sobre le pols de lu deves le cors del sanc, per que no endevengua mort en loc de sincopi, quar motas veguadas endeve aquo quan le fleubotomador es ignorant e negligent.	Mays the physician cauterize the patient’s legs to prevent the blood from turning cold and causing them harm.
E no cove quan tu voles desliar le bras e evacua le sanc segonda veguada, cum ja sia claus le orrifici de la vena e sia fayt difficil issiment del sanc, que tu premas subre aquel am vehemencia e encurvat sia extendut leugierament, quar aquo es trop mal.	And so if you want to draw blood, apply pressure to the patient's arm where the vein has already been opened to avoid excessive bleeding.
Habantz le layssa entro que sia fleubotomat segondament; o remau aquo am la acuitat del fleubotomi que es coagulat del sanc en le orrifici de la vena; o pausa sobre aquel de tyriaca alfarach, o de sagzenea, e comprem aquel am compressio leugiera entro que·l sanc sia fora yssit.	When the patient's illness worsens, they will need to be treated by a doctor for their ailment.
E si la vena es apostemada, lahoras layssa aquela e no la toques entro que·l apostema sia sedat.	The doctors have already treated the patient's body for the condition.
E si necessitat te provoca a evacuar le sanc segondament, e no es excusacio, lahoras tu sagna aquel sobre aquel loc o en l’autre bras en autra vena.	If there's a need for you to have a second gout attack.
E la vena apelada “funis del bras” es fleubotomada en loc de la fusca o de la basilica, quan no so atrobadas o so amaguadas, quar es composta de aquelas.	And the patient's arm be opened up to let the humors flow back into the body, so that the humors do not become too strong in the area affected by the disease.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	And if a vein is to be cauterized, you must place the patient's legs in hot water for a while, then apply the cautery.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	And then apply a compress on the legs, and if necessary cauterize the affected area.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	The bloodletting should be performed on the legs.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	Then apply heat to the patient's legs and feet, and keep them warm.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	When the days are hot, they say you should bathe in warm water, not cold water.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And if you want to treat this condition by burning, then use a cushion for the vein and apply another one on the legs.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	Evisceration of the right side of the body is often associated with liver diseases.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	And the purpose of bloodletting is to reduce the inflammation in the patient's body, because they are swollen by the excess of their humors.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And if you want to avoid having your hands be subject to the bloodletting done by those who use cautery for that purpose, beware of applying it on the flesh of the other hand.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	Then apply cautery to that area, and apply pressure to the area to prevent the pain from being caused by other things.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And similarly apply heat to the necessary places on the legs.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	And if the left hand is affected by these ailments, then you should use a cushion.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And for the other parts of the body, if they are needed, you should know that the other treatments are similar.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	And so, if it is necessary to use cautery in surgery, only do so on the limbs.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	So if it is necessary to bleed someone who has a cushion on their legs in the other way, it’s done by another doctor.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And so the doctor will cauterize the legs of the patient.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	When you are considering using bloodletting for treatment, be cautious as it's not always appropriate to treat the foot with the same methods used on other parts of the body.
E sia le fleubotomi vosil.	And if it is necessary, cauterize the affected area.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	Then you must place the foot in hot water.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the phlebotomist errs in the first incision, then you must place another on their legs; for the first incision is made by him, so he must make another.
E semblantment fay de la sophena del autre pe engualment.	And if it is a similar condition, then apply a cushion to the area, and apply your hand to the affected area.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	Then apply a bandage to their leg, and another to the vein or veinlet.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	And so bloodletting by means of a cautery should be performed on the patient's legs to ensure the best chance of survival.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	And the nature of the ailment you would call a cushion or pillow to hold the patient's leg in place, but the one who suffers from the ailment will be cared for with a hot iron.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	Therefore, when you cauterize the affected area, it is better to use a pointed cautery.
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	And if their limbs are affected by the disease, or if they have been bitten by a viper.
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	And if the patient's pain is caused by cold humors, you can treat them as well.
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	And another (a skilled person) would apply cautery to their legs, to heal them.
De ventozacio e de las qualitatz de uzar de aquelas.	This refers to the use of ointments and treatments for gout.
Ventozas so de corns, o de eram, o de veyre.	And for corns, you can use leeches or herbs.
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	There are two ways to apply cauterization: one with a burning needle, the other by making cuts and drawing out blood.
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	And if you need to let out blood from the leg of a patient, use a cautery.
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	And if you have already been burned on the skin, the doctor will call them that; and it's a good idea to use two or more spatulas for the treatment.
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	Then you should apply cauterization to the veins in the body.
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	If the patient needs to be treated with a poultice or cautery, we must ensure they are properly cared for and treated.
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	Translation: Then apply a hot iron to the affected area with another cushion; and then a doctor will treat the patient for the causes of cold humors in the body, such as gout or rheumatism, which may be caused by an imbalance of humors.
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	Therefore, when you apply it on the foot, and if it is gout, place a hot iron upon it for three or four hours.
E juvament de ventozacio de la nuca es que quan aquela confereys a gravitat en le cap e ad aquo que es efondit als huels; mays cove que aquo sia aprop evacuacio de tot le cors.	And if it is necessary to cauterize the neck or head of the patient due to the pain in their neck.
E aquesta ventoza es en le loc de fleubotomia de la cephalica.	This cold affects the patient's legs, so you should perform bloodletting from the cephalic vein.
E no es legut que use de lu aquel que es de frega complecio, o en le qual es catarr, quar dona ad aquel gran nocument.	And if he is in pain from a disease that affects his constitution, use a hot iron.
E per aquo no cove que uso de aquela les vielhs, e en les caps dels quals so malautias frejas.	And if there is a need to cauterize the legs, the patient will already have them burned by the hot humors.
Mays ad aquel que sobre aquela es continuant sobre lu es fayta oblivio; e per aquo cove que tu comandes al ventozador que depause la sua ma un petit am la ventosa a las partidas dejos, temen de la generacio de oblivio.	And if it is necessary to apply moxibustion, e.g., to their legs, he should use cushions on the limbs.
Mays ventozacio de alkehel es en loc de fleubotomia de la vena fusca e de la basilica: e per aquo confereys a asma, e a la constriccio de ale e a la scissura del sturment de ale, e a tos, e a replecio.	This must be done by making cauterizations on the affected area.
E cove que sia enpellida la ventoza alkehel un petit, quar si es pausada dejos, engendra debilitat en le cors e en le stomac.	And if you are affected by a disease caused by humors, then apply heat to the area of the body where the pain occurs.
E la ventozacio de alhagdahan confereys a las dolors accident en le cap e a obtalmia, e emigranea, e prefocacio, e a dolors en las razitz de las dentz; e es en loc de fleubotomia de la basiliqua.	And if there are pains in the body due to the humors coming out; then do so on the legs, and apply the other for the bleeding from the head; the other on their eyes.
E cove que comandes al ventozador que no prema la sua ma am scarificacio per que no inscida la arteria e accida fluxs de sanc.	And if you command the use of the other lancets for the patient's own health, they should be used with caution.
E ventozacio dejos le mento comfereys a alcola en la boca, e a corrupcio de la gingiva, e a semblantz a lor de las malautias que so en la boca, e stan en loc de fleubotomia de aliheric que so en las doas labias.	And if it is necessary to cauterize, use another cushion for their mouth, and another on the arms and legs.
Mays la ventozacio que es fayta sobre las doas spatulas confereys a caphatan, le qual es fayt per replecio de caliditat.	And if it is necessary to perform cautery on their legs, use it carefully, so as to avoid causing harm.
E la ventosacio de las doas partidas dedintz dels focils confereys juvament de la fleubotomia de tres venas, so es de la basilica, fusca e cephalica, quar aquela atratz le sanc de totas aquelas venas pus manudas que so en la carn, e aquelas venas menudas de las autras venas pus grossas entro que pervengua la atraccio a las tres venas.	When the patient has three large veins (already opened) they are called basilica veins.
E comanda al ventozador que trop no procezesca en scarificacio, quar le loc es denudat de carn, e dejos lu so nervis e arterias.	And command the cauterizer to the patient's foot, where they will place the cautery on their legs, and another cushion.
E es una ventoza am la qual es ventozat sobre alshosses e confereys a las emorroydas del cul e a las ulceracios pus dejos.	And if you are to apply cautery, ensure the patient's buttocks and thighs are covered, lest they feel pain.
E cove que comandes al ventozador que sia gran ventoza, e que sia de eram, quar le loc indigeys de fort seccio; e fort leu so traucadas ventozas subtils e sia scarificat am scarificacio.	When commanded, let it be applied with a subtle hand to the patient's body.
Mays ventozas de las cambas minueysso per minuicio manifesta, quar atiran le sanc de tot le cors, e comfereysso a dolors antiquas dels ronhos e de la mayre, e de la vesica; e provocan las mestruas, e comfereysso a bothor e ademil; e stan en loc de fleubotomia de doas sophenas, e alahorcoben, e de doas cavilhas.	Guessed translation:
Enpero mot debelitan tot le cors e fan accidir sincopi en motz homes.	A deletteri effect on the body weakens all men.
E de las ventozas alahorcoben le juvament es propda al juvament a las ventozas de doas cambas.	And of the hot springs to the water in the intestines, one applies them to the body.
E la qualitat de la posicio de las ventozas es que pauses la ventoza al comensament vueda e sucguas per succio temprada, e no prolongues la posicio de las ventozas, mays pausa aquelas leugierament, e reman aquelas coytadament, e que las humors venguan al loc per adveniment engual.	A cushion is placed on their chest, or in the case where they are cold, the patient's legs are kept warm by placing a cushion under them.
E no cesses iterar aquo e continuar entro que veja le loc ja enrojezir e inflar e que appara la rogor del sanc.	Then return the patient's body to its original state, but be careful because the pain is caused by an excess of humors that are causing the intestine to protrude.
E lahoras tu scarifiqua e itera la succio pauc a pauc, e aprop considera en la dispozicio dels cors.	Then you burn with a cauter, little by little, and close the other one to their cavity.
Quar aquel home que es de tendra carn de rars pors, cove que tu le scarifiques una veguada e no pus, per que le loc no sia ulcerat.	When that man suffers from pain in his legs and feet, then he should be cauterized, so that they are no longer afflicted by such pain.
E comanda al ventozador que amplifique la scarificacio e pronde un pauc, e atempre la succio am facilitat.	And command another servant to hold their hand over the area to be treated.
E si en le sanc es grossitut, lahoras cove que scarifiques doas veguadas, quar en la primieyra veguada es uberta la via de subtiliacio al sanc e a la aquositat de lu.	And if there is a need to use a cautery, then apply it twice to the affected area.
Mays en la segunda a la perscrutacio aquisida de la extraccio del sanc gros.	When doctors treat gout, they often use a cushion to apply pressure to the affected area.
E si le sanc es mot feculent, lahoras sia fayta scarificacio la tersa veguada per que consiegua le derier.	And if the blood is too thick, make three cuts on the feet so that the fourth one can be made.
E derierament, quan volem extrayre le sanc pauc a pauc o un petit, abasta a nos una scarificacio.	And then finally, when you want to draw blood from them.
E si volem extraccio de mot sanc, scarificam am mota scarificacio; e si nos conoyssem que·l sanc es gros, lahoras cove que scarifiquem per scarificacio preonda.	And if we want to draw out bloodletting in the thighs, let them be bled; then use the terms for bleeding and bloodletting as well as a reminder of the location of the patient's feet.
E le terme de scarificacio en la qual es la profunditat de la codena tant solament.	And here comes the depth of the pain in the leg, that which is only the pain of gout, as far as the knee
E si aquel del qual la codena es grossa, dura, fusca, e les sieus pors so streytz, cove que les locs de las ventosas sian untatz lenitius, apertius resolutius; si es en temps d’estiu, ayssi cum es oli de aloen o oli de violat, o oli de amellas dossas, o oli de cemensa de coja; e si es en temps ivern, lahoras oli narci, o oli de liri, o oli de camamilla, o de sanc, e ad aquels semblantz.	When a person has an ailment which causes swelling in their legs, use these remedies to help them.
E si la superfluitat es grossa, freja, lahoras le oli sia amaranti, o oli de balsamita, o oli de aloen, o oli aneti, e a lor semblantz.	And if it were to make a guess, then one would use a cushion for the head, another for the leg, and another for the arm.
Mays si le ventozador es de amples pors de tendra carn, lahoras cove que sia prohibit de oli, e cove que ad aquest les locs de ventozas de lor aprop la ventozacio sian lavatz am ayguaros o am aygua freja de solatrum, o am aygua de coja, o am aygua de bordolaguas, e semblantz ad aquelas.	If the pain is in the joints and is caused by humors, then this should be used as a cauterization treatment.
