Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	When an abscess forms in the body, especially on the feet, it should be left alone for three days.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	When the bone is eminent above the surface, apply a cushion to reduce the swelling and apply heat to the affected area.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	Mays tu placed your foot on top of a cushion for his comfort, another one for the patient's comfort, and use the other tools to treat his condition.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	And in this way, the patient's body will be healed through the proper application of heat and compression, as well as by applying pressure to the area with a cauterizing iron to prevent the pain from spreading.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	Apply heat to the affected limb if the doctors think it's needed, but apply a cool compress elsewhere on their body.
E aquesta es la forma de lu:	And then you have already identified the cause.
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	And in Greek it is called "labre volentz atelat", which means “labyrinth” or “maze”.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	And if a patient's leg needs to be treated for a condition that causes swelling in the feet.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	And then apply a poultice to keep the joint in place while the swelling subsides.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	Then apply fire to the affected bone if the joint pain is caused by a cushion on which you place your hand, for the patient.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	When it is not possible to reduce the pain in the patient's foot, use a cautery on the leg or other parts of the body that are affected by the same ailment.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And then apply a cushion to the area of that pain and put your hand on it for the patient's legs.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And if the patient's bone is still painful after being returned to its natural state, it should be treated with cauterization.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	And if you wish to avoid further damage, the other options are for the treatment of your body by making use of cautery points to heal them, and apply a bandage to prevent further complications.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And lay your hand on their abdomen to apply a cautery there, and then apply another in the same way to the legs.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	Then if caution is used, the patient will be healed by the removal of the plague from their body and the use of a cautery on their body to stop the spread of disease.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if you have to apply heat to the area, use a different method because they are different.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	Then if you have a great pain or are afraid of their illness, treat them with a strong dose of cautery.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	When you treat a patient suffering from plague, use the same methods as if the plague were in the feet of our own body.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	Then you should know that if someone has a problem with the disease in the foot,  it's customary to apply a cautery treatment.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	You'll need to apply a hot poultice on their feet if they are suffering from gout.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And from those that are caused by injuries, they are extracted or reduced through the use of another cushion.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	When the disease spreads in the body, a cushion should be placed under the affected area.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And a surgeon should not presume the treatment of gout as a mere matter of course.
Capitol .xx.	Nothing in the provided text suggests that "Capitol .xx." should be translated literally, so it likely refers to a chapter number in the treatise.
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	The cure for a swelling that occurs after an injury or fracture to the foot.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	This is how you would say if a person has pain in their legs, they have a pain that is often referred to as gout because of its association with the joints.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	when there are recent signs of illness in the legs and feet, it may be necessary to cauterize their humors but some say that they should use a cushion to apply a cold compress, and others say they should use a hot compress.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	E apert le canal so that they can be used for surgery or to treat those ailments which are treated by opening the legs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	And if there are signs of pain in the legs, they are usually treated with cautery on their feet, some other areas being treated as well; et autre on the head etc.
Capitol .xxi.	Chapter .xxi.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	And if the patient's legs are not restored to their proper position, they should be placed back in place and another one on the foot.
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	And after the bone has been fractured, you must restore it to its place with many causes for which it is necessary to be careful.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	This line is likely about applying a poultice to draw out illness from the body.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	Then apply a poultice to the area so that it heals naturally.
Capitol .xxii.	Another option is to translate the sentence into English.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	And for the treatment of broken bones, they are healed with difficulty by the doctors.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	If the intestine is affected by gout, it may be necessary to apply cautery to the affected area.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	This is a common treatment for those who have gout, which causes pain in the joints.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	And recently, they are called "recentz" gouty pains.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	And if it is necessary to apply a light cautery to the patient's legs, it should be done gently and carefully.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	And if it is already twisted or knotted in the part of the body that is below the waist, it becomes a problem for the surgeon, who then must be careful to make the incision only on the knotted area and avoid damaging surrounding tissues.
Capitol .xxiii.	To treat the intestine or hernia, apply heat to the area to draw out the bad humors.
De sermo en dislocacio.	This phrase means “When dealing with a patient” followed by “of gout”.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Gout is a condition where a physician places their hand on the affected joint to treat the ailment.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	So when there is a dislocation, it must be corrected quickly, so that the patient will not suffer from pain.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for that reason, the legs should be kept together to prevent the pain from spreading.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	When it comes to the use of cushions for medical purposes, it is said that the cushion should be applied to the affected area.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And the cushion is placed under the patient's legs, so as to prevent the surgeon from being able to cauterize them.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	E aloc yeus to use the most appropriate tools for treating the patient's injuries.
Capitol .xxiiii.	And then apply cauterization to the affected area.
De curacio de dislocacio de la mandibula dejos.	From its dislocation, the jaw must be treated.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	The physician will first attempt to find out the cause of the swelling in the joint or joints before performing surgery.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	When the pain in the legs is severe, it is often enough to cause gout, but it can be caused by other things.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	Maybe you should say that if the dislocation is complete and severe, the patient needs to be completely treated with a bandage.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And then cauterize the dislocated joint with the cushion placed on both legs.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	When there are cold humors in the body, especially in the legs, apply heat using a warm cautery to the affected area.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	Therefore, when you have returned from applying a treatment for them, they are in pain due to the humors being released.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	If the pain is in the legs, you may apply heat to them directly.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	And you should place a cushion under the patient's hand.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	Then you will know that the reduction of the intestine in le following hours will be difficult because of the pain.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	And when you are experiencing pain, put the patient on cushions or pillows to prevent them from being uncomfortable.
Capitol .xxv.	Chapter 25.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	And to reduce the dislocation of the shoulder blade bone (scapula) from its place in the body, they are reduced.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The fork in the road is no longer a place for forks; now it's for the best way to treat the pain.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	And the restoration of the health of the patient is that they are treated by doctors.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	And if the space is closed, you will be relieved from pain in their legs.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	And then apply a poultice to draw out the pain and a cauterization on the joint.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May the small intestine be healed.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And if it is necessary to apply a poultice to the affected area, hold their hands down and apply a bandage.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And so if this treatment is followed, the extremity will return to its normal state.
Capitol .xxvi.	E aprop reduzeys le cos per la necessitat del metges e du the body is to be understood as being used in the same way as a doctor would use the term "metge" (which means "doctor").
De la reduccio de la dislocacio del muscle.	And on the reduction of the dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the doctors know this as gout, if a muscle is strained by a pain in the knee.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And if there are other reasons for the pain to be caused in the leg, and the other reasons are cold.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And for a good understanding of what is meant by the term "gout" in the original text, the doctors are mentioned.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	When a man's foot is wounded by gout, apply heat to his legs.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then, if you are applying cauterization to the feet, the other parts of the body should be covered.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And so the pain in the foot is known as a very specific type of ailment.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	Then apply a bandage to the affected area, and when applying a poultice for the pain, you will find the cushion needed no further cushioning, as other methods were already in place.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And of this dislocation a slight reduction should be made to the knee, and the foot should be kept in its proper place.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the minister carefully cauterizes the patient's feet to stop the pain from spreading.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	Perhaps if the pain is in the legs and does not return to the top of the leg after treatment, it will be necessary to use a bandage or other method to secure them.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Then the physician will apply a bandage to his/her skin and place them on their legs to hold the patient's hands over their wounds.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	Then place a cushion under his legs, and another under his arms, to protect him from the pain.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	Mays if the patient has mild cold, then we know that the pain is caused by something other than the condition of the patient already having a cushion placed on their legs.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And so you should apply your hand to their long legs.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if the patient's condition is difficult to treat, use that same force on their legs which you would use for a pointed tool.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	Then apply a cloth around the patient's legs.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Then apply a cushion to the patient's body and place the cushion on their legs.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And if you are working on the leg, place a cushion under the patient's body, and the other way around to extend the leg.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the preparation of the poultice is done, it must be applied to the patient's chest, so that the patient's body is restored to its natural state.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And if it is necessary to apply cauterization to the affected area of the body, it is customary to use a cushion.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	Then, if you have already done so, apply a cushion to support the patient's legs and feet.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	See Translation 2.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if at that time the patient has been unwell for seven days, it is customary to loosen the bandage after seven days so that the nerves do not tighten and are not affected by the pain.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	The treatment for this condition varies depending on the location of the pain.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And if the pain occurs in the legs, it should be cured by that which brings relief from the ailment.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And if the patient's condition requires it, they should be treated with a poultice to soothe them.
Capitol .xxvii.	Then apply the appropriate cautery to the patient's foot or leg, depending on the location of the affected area.
De curacio de dislocacio del coyde.	This refers to the treatment of a dislocation in the leg or foot.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	The original text seems to be describing the symptoms and potential treatment of gout by a doctor.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	Then, if you have already opened the space between the patient's thighs, it will be difficult to reduce the swelling; if there is swelling in the other joints, it is even more difficult for them to heal than any of the other types of ailments.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	This is the ancient way of saying "the intestine" - "to have possibily something in his legs."
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	And if a dislocated joint occurs at the front of the body, it's called a dislocatation.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the dislocation doesn't reduce easily, they should use force to help put it back in place.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And that you place two ministers on each side of the body, and a cushion under their arms.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And apply a bandage to their arm to prevent further swelling.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	And when the physician has already opened the area of the joint, it is called a "cushion" (cuscinate) because they place something on their body to prevent the pain from spreading.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	Then apply whatever you have to reduce swelling under their legs, as needed.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	Then release the patient's hands; if necessary, remove them from the space between the legs and place a cushion under their feet.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	When there are many pains in the body, including the feet, apply a cushion to their legs and use your hands to hold them in place while applying a bandage.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	And if you wish to apply heat to the affected area in the legs, use the warm-up technique for a gentle approach, or apply a poultice to the affected area, both day and night.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And if it is necessary to place a hot cushion on them, you will be able to guess that it's a cushion for applying to the foot.
am intrament de banh, entro que sia linit.	Then return the intestines to their place, using cushions and placing your hands on them to ensure they are properly placed.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish to apply a cauterization, make sure to place it on the area where the burn will be dry and not spread.
Capitol .xxviii.	**Capitol .xxviii. Translate the following into English: The pain of the joint is caused by their humors being out of balance.**
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	Treatises: Treat the body properly and use cushions to prevent the leg from becoming injured.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	Sometimes a pain in the joints can be cured by applying a cushion to the affected area.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And if you are a doctor, and have to put a cushion under the patient's knee to make their condition more comfortable, then return the table for the legs of the patient.
