Ayssi comensan las paraulas de Albucasim .	And that's when we see the beginning of Albucasim's teachings.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	Then carefully place a cushion on their legs, and hold them still.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	May be a pointed person who will continue to have the pain in their limbs.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	And if necessary, apply a poultice to the affected area and advise the patient to rest.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	And if the patient's leg has been affected by a particular ailment, they are returned to their natural state through such treatment.
Capitol .xxvi.	E a la persona a la qual s'ha fet la cauterització si es necessari.
De la reduccio de la dislocacio del muscle.	On the reduction of a dislocated muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	Know that the doctor knows what are the three ways in which an infected intestine can be treated.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	And if it is necessary to cauterize the intestine or apply a poultice to the affected area.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	And if the foot is out of joint, it is difficult to put back in place.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	Some men are afflicted by a strong pain in their feet, which is what they call gout.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	Then, if the patient is suffering from gout, you will find their foot swollen.
E es conoguda la dislocacio de lu quan es a las partidas dejos deves le titillic; per so que distingescas entre le muscle dislocat e·l muscle sa, quar tu atrobas entre aquels diversitat manifesta; e atrobas en le cap del muscle concavitat e dejos le titillic deves le tocament del cap del muscle ayssi quo un huou, e al malaute no pot redusir la sua ma a la sieua aurelha, ni maure aquela per totz movementz.	And it is known that when there is a pain in the joints, it is called a coyssi (gout) by physicians, and it can be seen as a cushion under the thighs, so that you should apply your knowledge to the treatment of the parts which are affected by the disease.
Si es dislocat deves le pietz o ensus, e tu lahoras atrobas manifest tocament, e no es amaguat.	Then apply a bandage to the area below their knee to help reduce swelling.
E de aquesta dislocacio es fayta leugiera reduccio quan es fresca e le malaute es enfant.	And of this dislocation a slight reduction is made to the patient's foot when it is done by a physician.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the minister carefully considers the patient's body to determine if the intestine has been affected by the cold humors.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	Perhaps if the ailment has been present for a while, and you have said that it's a good thing to do at the beginning of the treatment.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Then a cushion should be placed under the feet of the patient so that they are not in pain.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	Then place the other end of the cushion under their knees, and another on the patient’s arms, holding them up.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	Mays if the patient's foot is dislocated, the other should be placed in the light of the body.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And so you should apply your method of treatment according to the symptoms.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult to reduce the ailment of the humors, apply a hot poultice to the affected area, which will help to draw out the humors.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	If the blood flows freely, it means that the patient has been treated for pain in the legs or feet.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Then place the cushion under the foot and extend the other one on their legs.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And if the pain persists in the arms, apply a poultice to the area and keep your hand on it, as well as the cushion for the rest of the body.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And since the operation on the body, it is customarily done with your hands after the patient has been treated for cold humors in their feet.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And if the body is only slightly injured, healing comes quickly.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And if there are other things to be done for the patient's health, then do them with caution.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	See Translation 2.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	And if at the end of seven days you have not applied heat to the affected area, the inflammation will be healed, or treated by any other means that are known to be effective.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	The treatment for this condition is already known to be done by cautery on the legs and the feet.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And if the pain is in the other parts of the body, it's best to treat it accordingly.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	And now, help the patient's bowels and the hernias return to their natural state if they are inflamed or painful.
Capitol .xxvii.	Then apply the appropriate cautery to the affected area, depending on the location of the pain.
De curacio de dislocacio del coyde.	On the treatment of dislocations.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	Sapias that the intestine is located in the legs and the legs are attached to the body, and it's difficult for the patient to move.
E cove que·t coytes, e reduzescas la dislocacio tantost denant que vengua a lu apostema caut, quar si ve a lu apostema caut, dificil es la reduccio de lu, e fort leu no es sanat de tot; e majorment quan es a las partidas detras, quar pus mala es de totas las autras specias de dislocacio, e de major dolor, e motas veguadas deyssen am aquela la mort.	Then you must be careful, because if you are burning a patient's humors in the body, and they have a burn from the hip to the foot, you will need to apply them in the same order as the other herniated joints.
E la restauracio de lu, quan es aquela que es possibla reduzir, es que la ma de lu sia extenduda am doas mas, e le bras de lu sia expandut, e las mas del metge sian sobre le coyde e dejos lu, e el empellisca la junctura am les pouzes de las suas mas ensemps, o am la razit de la sua palma entro que torne en son loc.	This is the text translated into English:  The intestine or other parts of the body are already restored (repaired) to its original position.
Mays si la dislocacio es a las partidas denant, lahoras retorna ayssi que dobla la ma am la sua ma, entro que percuta le coyde am la razit de la sua palma.	And if the pain is on the front of the foot, that is what it means by gout.
E si la dislocacio no obezeys a la reduccio, lahoras aministra vehement extencio e mot fort.	And if the joint doesn't stay put, you can use force to push it back in.
E es que dos ministres extendan le bras, e tenguan aquel eyssament dos ministres per so que no sia remaugut deves la extencio.	And there are two ministers who extend their hands to hold the intestine.
E aprop sia revolvut le bras deves tota part, pus que es envolopat drap doblat lonc sobre la ma de lu, o liament.	And if there is pain in the limb, then apply a hot poultice to it, and put another hand on their arm, and hold it there.
E quant le metge toca la junctura am la sua ma, unte aquela am alcun oli per so que aquo sia aquelas causas las quals ajudan en lubricitat de la junctura am facilitat; e aprop empellesca la junctura am empulcio vehement entro que retorne.	When the doctor touches the joint, the patient's joints are already cushioned by their own fluids.
E aprop la reduccio de lu cove que sia pausat sobre aquela empastre en le qual sia stipticitat e excequacio am album de huou, e sia extrenhut am strictura descent, e·l bras sia suspendut del col, e sia layssat per alcus dias.	Then apply what you have learned from studying the other lines of text to the rest of the patient's body.
E aprop sia desliat; e donc si la junctura es formada en le sieu loc, lahoras tu deslia le liament de lu e layssa aquela.	Then apply a cushion to their chest; for if you don’t, they will be in pain.
E si vezas la junctura no be strenher, lahoras tu itera le emplastre e·l liament, e layssa aquela per alcus dias entro que sia extrenhuda; e aprop deslia aquela.	This refers to a treatment where you cauterize the area affected by gouty issues, but I think it's more likely referring to the use of a poultice or bandage on the foot.
Mays si accideys a lu gravitat aprop la reduccio de la junctura, e la disposicio de lu es en movement, lahoras aministra humectacio en banh e fricacio subtil, e comprecio, entro que sia aleujat; o pausa sobre la junctura aleliati, so es coyssa de moto grassa; e aprop sia liada, e layssa aquela sobre le os le dia e la nueyt.	And if you apply a cushion to the legs of the patient, and it's necessary to stop the pain, the thighs should be applied to the area where the pain is, and soothed with something.
E aprop osta aquela, e met aquel en banh; e quan suza, lahoras tu fregua la junctura am fricacio temprada, e aprop itera sobre aquela aleliati, so es ronhonal de moto, una veguada, e la segonda, e la .iii.a.,	And another way to treat them is with hot cauterization on their legs.
am intrament de banh, entro que sia linit.	Then put a cushion under their legs, for the patient to be treated for an ailment similar to gout.
E si voles, pausa sobre aquela fenda de vaca humida e scalfada am boder e stren sobre aquel; e fay aquo alcunas veguadas, quar aquela es humida e reduzeys a la sua disposicio.	And if you wish to make a diagnosis, put your hand on the cow's legs and feel the cushion there.
Capitol .xxviii.	**Capitol .xxviii. translates to Chapter 28.**
De curacio de dislocacio de malassen, so es de la junctura que es entre·l bras e la ma.	This is a treatment for the ailment affecting the limbs, which is called malassen.
Malassen de la ma alcunas vetz es deslocada, e la reduccio de la dislocacio de lu es leugiera, e·l contrari es de las autras juncturas, mays empero cove que sia velocitat en la reduccio de lu en la hora en la qual es deslocada, denant que le loc sia apostemat o que accida en lu apostema caut.	When the foot is already dislocated, it is best to act quickly to avoid complications.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And if the reduction of the intestine in the case of a hernia is necessary for the patient, you should place the patient's legs on a cushion.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	When the pain is in the hand, it is necessary to call for a doctor, for they are familiar with the treatment of pain caused by humors that have infiltrated the body; they will also apply a cushion to the area of the injury and apply the same to the legs.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And so it is good if you have returned to your senses; but if not, lay down your hand on the patient's feet.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	The intestines are often affected by gout, but a cushion should be placed under them so that they don't cause further harm to the patient.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	And so with a cushion placed on his/her legs for six days, he has applied heat to it.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	Then apply heat to the affected area, and use friction.
Capitol .xxix.	This text is a combination of words from different languages, indicating that it likely describes the practice of medicine in a medieval context.
De la curacio de dislocacio dels ditz.	And now, concerning the treatment of dislocation of the fingers.
Alcunas veguadas so dislocatz les ditz a tota partida.	At times, the word "cushion" is placed on all limbs.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when it is necessary to use two or more instruments for the treatment of the affected finger, they are used in conjunction.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then place your hand on their head, so that the patient's head is held up.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	Then apply a cushion to his leg, and make sure he's lying comfortably in bed.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when the weather is warm, they will be treated as if they have an illness; apply the second method to treat it, and it is said that it's a cure for other things, but you should also apply heat to their body.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And so, if the patient is suffering from pain in their bowels, apply a cushion to the area where it is needed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And similarly, if a patient has a pain in the leg, e.g., when they have a similar ailment elsewhere in the body, you should apply the same method to the affected area.
Capitol .xxx.	Capitol .xxx. translates to **Chapter 30**.
De la curacio de dislocacio dels spondils del dos.	The patient has already opened the space between their legs, and another cauterization tool is needed to be used on them.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	Then if you are in danger of losing your life, use the following method:
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And in the case of the patient, their pain will be reduced by four parts.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Therefore, it is called gout by physicians.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	Gout cannot be cured by any other means than those which are already considered to be the best.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	Mays in their chest, the manner of curing with remedies from ancient times, which the ancients used for such ailments.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And if the disease is in the legs due to cold humors.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	The patient's legs are opened for treatment, but the intestine is closed.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And then use a tool to help the patient if necessary.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And if a doctor has to treat pain in the foot, he should use a hot cautery.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	Then another cushion is placed on the foot to prevent it from being so cold.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And the other member is the one that is afflicted by gout.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And if your body has been cauterized, then apply a cushion to the affected area.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	The doctor applies their hand to the body's surface, and uses a heated metal tool on the patient's spine, which they believe will help them.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	If the table does not fit in this way, use the three-foot rule for measuring the distance to fill the gap with a cushion.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And the doctor puts his hand on the patient's foot to apply a poultice.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you want to treat it, apply heat on the body to cure it.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	When the foot is affected by pain from the disease of:  (The phrase appears to be describing an action taken in the context of surgery or healing.)
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	A cushion has been placed on his arm, as a support for an arm, and another is applied to the patient's feet.
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	Then place a cushion on the patient's legs to help reduce swelling.
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	E aprop, then you need to use a different type of setting than the usual one.
E aquesta es la forma del torn:	And this is how you'll know the patient has an infected wound.
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	Then apply a poultice to draw out the cold humors from the patient's body, so as to prevent coldness in their limbs.
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And if you have to use a cushion for them (the feet), that's what they should be used for.
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	If it is necessary for health, the patient must be treated with medicines applied for a long time.
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	When a joint is out of place, or dislocated, it may be necessary to use a cushion for support during treatment.
Capitol .xxxi.	This sentence is likely the beginning of a new section or chapter in the treatise.
De curacio de anca dislocada.	It is about the treatment of a dislocated hip.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	The point is on the thigh near the legs.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	Then apply the cauterization tool to the affected area, using the other three methods as needed.
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	And if it is necessary to perform a treatment on the body, you should apply a cautery to the affected area.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	Then a pain in the foot, which is caused by gout.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	And if there are other ailments affecting them, it is customary for the physician to treat them as such.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	When joint pain affects the foot and another part of the body, it is called another name, but to the patient, it is known as a dislocated knee.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	And if the patient has a dislocation in the back, then apply a cushion to their loins, and another
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	Another way to translate this: **A less invasive translation of this would be:**  This injury is known as a dislocation, so you should consider the patient's condition**.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	Mays in that case is a recent injury to the joint, and it is one of four types of injuries, the other three being the general classifications of pain, dislocation, and external wound.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	And then apply another bandage to their legs, and if you are dealing with a member who has been affected by the cold humors, place another cushion under them.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	And so he has extended his legs or arms to prevent them from being cramped.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	And if it is necessary to elevate the sick man's entire body from the ground, so he can be treated for the disease.
E aquesta specia de extencio es specia cominal a totas quatre.	This type of extension is common to all four limbs.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And if it is necessary to treat the patient's dislocatio, it is best to do so by consulting the text further.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	When the intestine has been cushioned, they should be placed on their legs to avoid further injury.
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	Then place another cushion under your patient's hands to support them.
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	And this type is cured by applying heat to the affected area.
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	When gout affects the foot, it is customary to apply cauterization to the affected area.
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	And let it be known that the patient is to have four more units of space than two units of space.
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	And if it is necessary, place a cushion under the other, so that the patient's teeth are not injured.
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	And then place a hot iron on the joint, which will cause the pain to lessen quickly.
Mays en la reducio propria, quan es dislocacio a la partida defora, cove que·l malaute jaga sobre pug segon que havem recomtat en le havent gelbozitat; e sia strenhut le liament sobre la camba malauta propriament e sobre le pietz de lu.	Then use a cautery to cauterize the affected area, applying it carefully to the outside of the leg as well.
E aprop dos fustz sian pausatz, la un als pes de lu, e l’autre al cap; e aprop sian pausatz fustz ajustatz al mieg del pueg ficat sobre·l qual draps humitz sian envolopatz, per so que·l malaute no sia dampnajat per que·l fust sia entre las coyssas de lu, per que deves la extencio a las partidas dejos no sia atirat.	Then, the legs on which the cushion was placed are to be treated for pain in the feet.
E aprop quascun ministre extenda a la sua part, e·l metge am la sua ma enguala la reduccio segon l’art.	And so the doctor must be careful when treating the patient's ailment.
Donc, si obezeys a revercio, sira bo grandament; e sino, pausa sobre aquela diligentment e ayssi quo havem dit en gelbozitat per aquela engualment.	And if it is necessary to treat a swollen area, they should have a cushion under their feet.
Mays cove que·l malaute jagua sobre les sieus latz sa quetament.	The illness is contained by placing a cushion under his body.
E quan la dislocacio es a las partidas denant, lahoras cove que la camba sia extenduda leugierament, e es segon aquesta meteyssa narracio sobre pueg; e le metge pause la palma de la sua ma dreyta sobre·l langonar malaute, e aprop coarte aquel am l’autra ma, e am aquela coartacio pausa aquel extendut a las partidas dejos a la partida del denol.	And if the dislocation is in the leg, use the other hand to apply pressure on the affected area, and that is why the surgeon must always be careful when applying force.
E si la dislocacio es a las partidas detras, lahoras no cove que·l malaute sia extendut a las partidas dejos, e es elevat sobre la terra; habantz cove que sia pausat sobre causa dura, ayssi cum cove le eyssament si l’ancha de lu es dislocada a las partidas defora, segon aquo que havem dit del jasement de lu sobre dos anchas; e es sobre la sua cara e les liamentz sian extendutz, segon que havem dit, no ha guayre.	E’s if the pain is in the back, but it’s not quite right.
E cove que sia aministrada compressio am taula sobre le loc al qual yeys la junctura.	And if it is necessary to apply pressure to the legs, use a cushion.
