Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuccassis.
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	But if an abscess occurs, let it be for some days until the abscess is drained, and then return to your treatment.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	The bandage of it should be like this: cover the fracture with a hard bandage, fold it two or three times and remove excess; and wrap the thigh to reach the ankle and the pelvis.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	And insert a long needle between the pelvis and the thigh near the lower side of the sides, and let the ends of the needle extend from the upper part of both sides, and turn it around the thigh and pelvis to remove excess bandage.
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	Place a steel on the pelvis in the location of the fracture and place a small steel on the bone of the thigh.
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	Fill the voids between the thigh and pelvis with soft cloths to coagulate the extravasation.
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	And begin with a strong bandage in the middle over the location of the fracture with three or four layers, and as you get closer to the lint at the location of the fracture, your bandage should be less tight and more flexible and more moist.
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	Approach the end of both limbs of the field to the incisions, and press on either side of the nails of the other leg so that the incision is not displaced from its place.
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	Approach the structure so that it does not affect the corroded member or cauterized ulcer or abscess or similar conditions; and if any such condition occurs, then be careful to remove it, and correct everything appropriately as we have previously stated.
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	But if there is a tumor in the bone that cannot be swallowed, then it must be burned off and removed, and the wound should be treated with the remedy previously mentioned until it is healed.
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	In some cases this fracture of the thigh is strengthened by adjusting it to the nails, as previously stated in the adjunct and in the arm.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	However, in the treatment of such a fracture, it is important to avoid causing limpness in the patient; and if the fracture is restored alone, then the other leg should be immobilized as well, otherwise limping will occur.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	You should know that the thigh heals in about 40 days or a few months at most, depending on the nature of the complications and other factors.
Capitol .xv.	Capital XV.
De restauracio de la fractura de la rodela del denolh.	Of the treatment of a fracture of the ankle bone.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	You should know that the treatment for a fractured ankle bone is often difficult, but it can be done with caution and careful observation.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	But if a fracture occurs and it turns out to be merely a crack or break in its parts, then it is not necessary to take any action, as the pain will either subside on its own or persist, depending on the nature of the injury.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	The treatment of such a fracture consists of aligning and securing the broken parts with the tools mentioned earlier until they are healed.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	Place a plaster and place it over the round nail if needed, and use a bandage to secure it properly.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	Consider all the precautions mentioned in the treatment of other fractures, such as cauterizing wounds and taking appropriate measures to prevent complications until the fracture heals.
Capitol .xvi.	Capital XVI.
De restauracio de la fractura de la camba.	Of the treatment of a broken hip.
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	You should know that in the hip there are two bones, one of which is large and is called the hip bone, while the other is small and is called the pelvis.
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	If the type of fracture occurs in either of the two bones of the arm, then the treatment is similar to the treatment for an arm fracture and the procedure is one and the same.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	If both bones are broken together, the hip is completely shattered.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	If the smaller bone (pelvis) is fractured, the hip is partially shattered.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	If the larger bone (hip bone) is fractured, it can be treated by immobilizing it with the tools mentioned earlier, and this falls under the category of complications that are not easily dealt with.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	Administer extension, alignment, and ligature of the nails as mentioned in the previous instructions.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	However, if the hip fracture has not been complicated by any other factors, then the extension should be minimal and gentle to alleviate pain.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	If there is any cause for surgery on the arm when treating a hip fracture, you will take pieces of wood from the pine tree and place them under the areas that have been immobilized, using palm branches for this purpose. Select smaller pieces where necessary, but avoid the knots, and let the length of these pieces correspond to the length of the hip bone and extend from the hip to the foot.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	And you wrap each cloth in two layers according to its length, and place one on the division of the leg of one side and the other of the other side, and they should be from the thigh to the foot of the foot.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	And you tie the three stones in three places of two extremities and at the middle one, because with this structure the leg is prevented from closing on the left and right sides, and it is good for positioning.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	And a cane-like splint has been administered according to the length of the leg; and the leg should be immobilized at that point to prevent movement.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	Moreover, you must do this in a fracture, and when it is a wound properly.
E aprop considera en quascun jorn la camba e studia am aquel per derier studi, e tu le guardes de apostema e de imflacio o de autres causas semblantz; e cum accideys alcuna causa de aquelas, lahoras opausa te a lu am aquo que cove entro que sia sanat.	And you must examine the leg every day and study it further, and you should keep it from getting gangrene or inflammation, or other similar causes; and when any of these causes occur, you then apply what is necessary until it is healed.
Capitol .xvii.	Chapter XVII.
De la fractura del talo e dels osses del pe e dels ditz.	On the fracture of the heel and the bones of the foot and the toes.
Al talo no accideys fractura de tot; mays als osses del pe accideys fractura alcunas veguadas; e als ditz del pe pauc accideys fractura, e no accideys a lor sino atricio en las mes de disposicio.	A heel fracture does not occur every time; but sometimes a fracture occurs in the foot bones; and in the toes of the feet, a fracture rarely occurs, except an avulsion at times of displacement.
E si als osses del pe endeve fractura e vezes aquels osses esser elevatz sobre si entre lor, lahoras le malaute pause le sieu pe sobre la terra preparat ayssi cum anant.	And if the foot bones are fractured and sometimes those bones are raised above themselves, then the patient places their foot on the ground prepared in this way as they walk.
E aprop pausa la un pe sobre aquo que es elevat de aquels osses, e aprop calca aquels, e prem, e engualha aquels entro que torno en los locs.	And place one foot on that which is raised from those bones, and press down with the other foot, and hold them in place until they return to their original position.
E aprop pausa emplastre e stopa desus, e pausa dejos le ventre del pe una petita taula a la qual sian dos caps plas.	And place a plaster and stopper on top of it, and place a small table beneath the foot, on which there are two flat plates.
E aprop strenh aquela am le pe am strectura descent, pus que tu has envolopada aquela am draps e am autres causes de las quals indigeys.	And strengthen it with the foot in this structure, as you have wrapped it with cloths and other means of support that are necessary.
E cum a lu passan tres dias o quatre, lahoras tu deslia le liament, quar tu atrobaras les osses engualatz, o sian trincatz o sian dislocatz, e la operacio en aquels es ayssi co coneysses.	And when three or four days have passed, you then remove the bindings, because you will find the bones bound together, fractured or displaced, and in such a case, the operation on them should be done accordingly.
Mays si alcus ditz son trincatz, lahoras restaura aquels, e enguala aquels ayssi cum yeu e recomtat a tu en la restauracio dels ditz de la ma.	But if the toes are fractured, you then restore them and bind them as I and recommend to you in the repair of the hand fingers.
E aprop pausa al dit trincat stela segon la longitut del dit, e sia pus lada de lu un pauc; e aprop dejos le pe aquesta taula la qual e a tu recomtada, e strenh aquela am strictura decent.	And place the fractured finger on a table according to the length of the finger, and make it slightly more oblique from below; and place the foot under this table that has been recommended by you, and strengthen it with an appropriate structure.
Mays si aquo que es trincat dels osses so dos o tres o mays, lahoras tu pausa sobre quascun dit astela de la sua quantitat envolopada en drap leon, e strenh la taula en le pus bas del pe, e sia stant sobre la un dels caps de la taula foro le ventre del pe per que la tengua am bona retencio.	But if that which is fractured of the bones is two or three or more, you then place a support under each finger according to its size wrapped in linen cloth, and strengthen the table at the foot of the foot, and it should be standing on one of the plates of the table away from the belly of the foot so that it keeps it well.
E es convenient a tu que no oblides que no consideres totas las causas las quals que e ditas a tu en las autras fracturas dels accidentz que havem dit; e opausa te a tot accident am aquo que cove.	And it is necessary for you to remember that you do not overlook all the causes that I told you about in the other fractures of accidents that have been mentioned, and apply yourself to every accident with what is necessary.
Capitol .xviii.	Chapter XVIII.
De fractura del conh de la femna e del os del pentenilh e de la vergua del home.	On the fracture of the hump of a woman and the pelvis bone and the mons pubis of a man.
Quan le conh de la femna es trincat, lahoras fay aquela ceser en cezela cayrada, e aprop enclina aquela a la partida del dos un petit, e sia tenguda detras.	When the hump of a woman is fractured, you then cause it to cease bleeding and incline it slightly to the side of two, and hold it behind.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	And the midwife fills the hump of the womb with cotton, and you apply it to the hump in this way as you hope; and you press the woman, and raise her hips little by little, because all that is forgotten before it returns in front of the hump as expected and the fractured bone.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	And you place a pillow under the hips and when it is necessary to urinate, you remove the cotton with ease and allow her to urinate; and you reduce it as before and return it to its original position, and then return the pillow to its first position.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	Do this for seven days or around those days, because it is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	And if you wish, take once an oval bladder and strengthen over the groin with a willow cannula; and insert the entire bladder into the hump of it, and inflate the cannula with air until the bladder is inflated within the hump, because the fracture returns.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	And it should be filled with cotton and left for several days as we have recommended, until it is healed.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	And when the pelvic bone of a man or woman is fractured, you then administer for its restoration and treatment what we have recommended for the hip bone.
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	And what is right should not be hidden in these near fractures and which rarely occur, especially to that which has more study, practice and understanding of this book; because the fracture indicates to you in the greatest dispositions the right direction for restoration and treatment of it, and therefore understand well.
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	But in the mons pubis of a man when it is fractured, you take guarguamela leaves, and put the mons pubis into it; and place it under wraps of linen, and wrap it, and let it rest for three days or around those days, and healed.
Capitol .xix.	Chapter 19.
De restauracio de fractura dels osses quan es am plagua.	On the restoration of broken bones when they are infected.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	It is appropriate for one who suffers from an infected broken bone, especially if the bone is large like the hip bone or the humerus (arm bone), or resembling one of these, to immediately cut and scrape it, if the conditions for trepanation are suitable as previously mentioned.
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	And if the infection flows pus, then it is necessary for you to stop its flow by cauterizing it with the powder of three parts frankincense and one part sulfur, unless another cause presents itself.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	Then begin the restoration of the broken bone on that day itself, and do not delay it unless an abscess occurs.
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	But if an abscess occurs cautiously, then you should delay the restoration of it for up to nine days, until the abscess is ceded, and do not approach it on the third and fourth day in total, as you will cause bad events (mishaps).
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	But if the broken bone protrudes significantly above the dislocated joint, then it is necessary for you to pierce and reduce it with your hands and as little force and extension as possible.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	But if extension is not prepared and the situation requires your hands and this tool, then use this tool to reduce it with your hands; the tool is made of iron, the length of which is seven or eight fingers, and its width according to the size of the wound; and the physician must take three or four inches depending on the quantity needed for the cure in all types of fractures.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	Whether it is round or slightly oblong, ensure that it is not doubled over in the time of the operation.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	It should have a sharp tip with an edge at its ends; and the handle of it should be thicker, and from the middle to the hinges.
E aquesta es la forma de lu:	And this is its shape:
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	It is called in Greek "labre voluntas atelarem," which means little spoon.
Per que cove que sia pausada la extremitat de lu acuda elevada sobre la extremitat del os eminent.	Therefore, the tip of it should be raised above the end of the bone that protrudes significantly.
E inpelleys aquel en una veguada entro que retorne le os, e sia engualat am alcuna equacio.	You should insert it once and withdraw it before the bone is repositioned, and it should be aligned with some accuracy.
E donc esforsa te engualar las extremitatz de la fractura entre lor, e si la extremitat de lu trencada es subtil, e no pren aquela le sturment per bona axcepcio, lahoras cove que tu inscidas la extremitat de aquel os entro que l’insturment haja poder de aquo.	Therefore, force the fractured ends together, and if the broken end is fine, do not use the tool for good reason; instead, insert the fracture's edge into it until the tool has sufficient power over it.
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	But if you cannot reduce the bone completely with the tool we recommend, then use one of those chisels that we mentioned earlier; or it may be one of the saws in any manner possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	Then remove that which remains rough and with small scores on the bone.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	When the bone is reduced, and the patient experiences intense pain slowly subsiding, you must know that the bone has not been returned to its natural position; and therefore, do what will bring great benefit to the patient.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	Once your bone restoration is complete, immerse a piece of black sterile linen in strong vinegar and apply it directly to the wound, especially during summer; do not cover the wound with any oil or other cause for it to become putrid and rotten.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	Apply the steel probes during the time of your patient's bone restoration, and leave the wound exposed so that you can incise it with forceps and use bandages according to the size of the wound.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	Be very careful not to stretch the wound with the fracture, for many times fool doctors have caused death or corrosive or suppurating illness on their patients, and it is a sin.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	If the patient's wound is soft, pliable, and different from other fracture wounds.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	If the wound is large or a bad wound and you fear other harmful accidents that have been warned of, and pain occurs in the area, then do not place steel probes there but use hard bandages instead and tighten it with them.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	And when the wound begins after one or two days, which is caused by a blister, then remove the cloth that you had placed on it earlier and apply warm compresses, according to our custom we treat wounds with warm compresses such as tetrafarmacon and similar ones.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	It is necessary for you to remove the dressing and examine the wound every morning and evening until it is consolidated and healed, and it is important that the limb be prepared in such a way that the purulence flows from it towards the edges without difficulty.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If the wound passes many days without being consolidated or separated from the blister, then you should know that here are the signs of gangrene, and therefore examine the wound with caution.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And from those signs that are separated and expelled, those that do not separate but enclose the limb and cause pain, pierce them according to what is possible for you.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if the wound is gangrenous or suppurative, that is, another type of corruption and putrefaction, then it is necessary to stop it by applying one of those remedies described in its corresponding chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o .xxx.; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And of that which requires the best advice and you present your case: when the bone is broken, make an incision on the limb similar to the bones of the thigh and pelvis and like those of large members, but do not attempt to attract it or extract it, for many times this leads to death; leave it in place until it can be purged, for within about 20-30 days it may collapse by itself. And then cure the wound if you see it, and leave it if not.
Capitol .xx.	Chapter 20:
De la curacio de nodacio que accideys en le vestigi de alcuna fractura.	On the treatment of a nodule that occurs in the trace of any fracture.
Motas veguadas accideys aquesta nodacio en le vestigi de sanacio de fractura, e majorment que es prop de las juncturas, e es orrasada per lu la figura del membre; e fort leu prohibeys le membre de la sua operacio natural.	Many times this nodule occurs in the trace of healing from a fracture, especially near joints, and is swollen due to the shape of the limb; and strong evidence prohibits the use of the limb for its natural operation.
Adonc considera si la nodacio es recent e aministra en aquela medicinas que han stipticat ayssi co es aloen, e enses, e mira, e sercacollo, e acrassia, e semblantz ad aquels; enayssi que prenguas de aquela alcunas o totas, e comfesiys aquelas am vi stiptic, o am album de huou, o am vi agre, e pausa aquela sobre la nodacio en estopa, e constringeys aquelas sobre lu per bona constriccio.	Therefore, consider whether the nodule is recent and administer medicines that have a styptic effect such as aloe, elderberry, and similar ones; take some or all of them, and compress them with vi stiptic, album of huou, or strong vinegar and place it on the nodule in a poultice, and press it firmly for good compression.
E leyssa extrictura que no deslies aquela per motz dias; e aprop deslia aquela e itera autra, entro que sia remauguda la nodacio; o strenh sobre aquela lamina de plom descentment, quar plom ha proprietat de remaure tot aquo que es imflat en les membres.	And leave the incision unclosed for several days; then remove it and apply another one until the nodule is gone; or press firmly on a lead plate, since lead has the property of hardening everything that is inflamed in limbs.
Mays si nodacio ja es en peyra convertida e streyta es e nessessitat provoca a ostar aquela coytadament, e lahoras scindeys aquela per la partida pus sobirana de lu, e inscideys la superfluitat e eminent, o ratz aquela am alcus rezoris entro que sia remauguda; e cura aquel entro que sia sanat.	However, if the nodule has already become hard and is constricted and requires urgent removal, then cut it carefully along the most superficial part of the limb, excise the excess and eminence, or remove it with sharp scissors until it is gone; and heal it until it is healed.
Capitol .xxi.	Chapter 21.
De restauracio de fractura quan es restaurada e aprop aquo roman le membre subtil e freul no segon la sieua natura.	When restoring a fracture, once it is restored and the limb remains subtle and does not follow its nature, [the treatment] follows... (The rest of this line or the next lines are missing to fully translate the text.)
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	When a bone fracture is restored and the limb remains subtle and does not follow its nature, it is done only for multiple reasons: one of which is an excessive amount of joint solution and ligament loosening that does not correspond to what is needed; or due to an overabundance of tightness in the ligaments before the nutrition is prohibited from flowing to the limb; or due to excessive swelling; or due to unnecessary movement not at the proper time; or due to a lack of blood flow within the patient's body and debility.
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	The treatment for this is to feed the patient and make his heart tender before the blood is multiplied within him; administer baths; and instill gawe and comfort upon him.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	Then place a plaster on the limb, so that the plaster draws in the necessary nutrition, or continue swelling of the limb with warm water, until the nutrition flows and returns to its natural shape.
Capitol .xxii.	Chapter 22.
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	On the treatment of fractured bones that are restored twistedly and prohibit the operation on them as needed.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	When the restored limb requires healing of its twisted and prominent fractured bone and nodule, this is due to a deformation in the limb's form, but if the limb is not prohibited from its natural operation, it does not need for you to receive the word that the fracture is new.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	However, there are many foolish doctors and restorers who have done this in our land; and this operation is highly condemned as leading to great danger with the risk of death being imminent.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	If the limpness and nodule are recent, then they should be swollen with warm water in which are placed soft-soothing herbs such as dittany, raspberry leaves, mallow, and similar ones; and it should be made into a plaster with plaster made from the root of dittany or camomile oil, or pressed juices from the leaves of dittany and crushed camomile seeds, and this plastered on; or prepared figs with honey and mixed with pigeon droppings, similar to the medicines known as consolidators.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	In some cases it is dissolved with continuous gentle friction using the most humid materials, and the limb's movement should be administered throughout all parts at all times.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	However, if the twist has advanced and is strong and converted into a stone and necessitates curing with iron, then it should be cut off at the end and the continuation of the bone should be dissolved, and what remains of the nodule should be removed using fine cutting tools and administered ease in that area with solicitude and study.
Capitol .xxiii.	Chapter 23.
De sermo en dislocacio.	On the topic of dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is essentially the displacement of one of the joints that cannot move, causing deformation in the limb's shape and causing the patient great pain and severe injuries.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore, when a dislocation occurs, it is necessary to perform the reduction as soon as possible and not delay it, for if it is delayed, the joint is destroyed and it becomes difficult to reduce the dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for this reason it is not good nor straight in the time of the amputation, because many observations bring spasms and slow pain.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	However, when this occurs, you should prepare the patient for flabotomy, and the amputation area should be left free until it rests; and the limb should be swollen with warm water and oil, and it should be reduced with ease.
